model,snapshots,ridge_alpha,failure_rate_mse,failure_rate_mae,mse_gain_vs_mean_rate,mse_gain_vs_mean_rate_ci95_low,mse_gain_vs_mean_rate_ci95_high
initial_sim_state,3,10.0,0.07332970046542926,0.2500723699728648,0.25674842453457075,0.11213419173909737,0.4238643154058712
mean_output_action,3,10.0,0.32391153079177687,0.45475659767786664,0.006166594208223112,-0.26090487450090905,0.27323806291735525
mean_moe_action,3,10.0,0.3286770777485006,0.5549590388933817,0.0014010472514994394,-0.09311525131379028,0.1548080907847087
initial_policy_state,3,10.0,0.32920545828342757,0.525336409608523,0.000872666716572453,-0.25039864193107975,0.36615221904486006
mean_rate,3,,0.330078125,0.4791666666666667,0.0,0.0,0.0
as_moe,3,10.0,0.330078125,0.4791666666666667,0.0,0.0,0.0
sim_state+mean_moe_action+state,3,10.0,0.3497893580740481,0.557351271311442,-0.019711233074048096,-0.1904296875,0.3140119893517834
mean_moe_action+state,3,10.0,0.35166385281929163,0.5585766434669495,-0.021585727819291616,-0.1895707598751919,0.23414050906293063
mean_moe_state,3,10.0,0.35935491585967466,0.4876822829246521,-0.029276790859674644,-0.3623046875,0.46490400242097607
