failure_type,prefix_queries,token_family,layer_group,denoise_step,metric,top_quartile_failure_rate,bottom_quartile_failure_rate,failure_rate_difference,ci95_low,ci95_high,permutation_p_raw,permutation_p_maxT,n_top,n_bottom
loop_or_cycling,1,state,back_12_15,4,top1_mass,0.5,1.0,-0.5,-1.0,-0.25,0.019801980198019802,0.8811881188118812,6,6
loop_or_cycling,1,state,back_12_15,3,top1_mass,0.5,1.0,-0.5,-1.0,-0.25,0.039603960396039604,0.8811881188118812,6,6
loop_or_cycling,1,state,back_12_15,4,entropy,1.0,0.5,0.5,0.25,1.0,0.04950495049504951,0.8811881188118812,6,6
loop_or_cycling,1,state,front_2_5,1,entropy,0.5,1.0,-0.5,-1.0,-0.25,0.04950495049504951,0.8811881188118812,6,6
loop_or_cycling,1,state,front_2_5,2,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-0.5,-0.25,0.1485148514851485,1.0,6,6
loop_or_cycling,1,state,front_2_5,2,top1_mass,0.6666666666666666,1.0,-0.33333333333333337,-0.5,-0.25,0.1485148514851485,1.0,6,6
loop_or_cycling,1,state,back_12_15,4,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-1.0,0.0,0.16831683168316833,1.0,6,6
loop_or_cycling,1,state,front_2_5,3,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-0.5,-0.25,0.16831683168316833,1.0,6,6
loop_or_cycling,1,state,front_2_5,3,top1_mass,0.6666666666666666,1.0,-0.33333333333333337,-0.5,-0.25,0.16831683168316833,1.0,6,6
loop_or_cycling,1,state,front_2_5,4,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-0.5,-0.25,0.16831683168316833,1.0,6,6
loop_or_cycling,1,state,front_2_5,9,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-1.0,0.0,0.16831683168316833,1.0,6,6
loop_or_cycling,1,state,front_2_5,9,entropy,0.6666666666666666,1.0,-0.33333333333333337,-1.0,0.0,0.16831683168316833,1.0,6,6
loop_or_cycling,1,state,back_12_15,3,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-1.0,0.0,0.1782178217821782,1.0,6,6
loop_or_cycling,1,state,back_12_15,0,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-1.0,0.0,0.19801980198019803,1.0,6,6
loop_or_cycling,1,state,back_12_15,9,entropy,0.6666666666666666,1.0,-0.33333333333333337,-1.0,0.0,0.19801980198019803,1.0,6,6
loop_or_cycling,1,action,front_2_5,8,top1_mass,0.5,0.8333333333333334,-0.33333333333333337,-0.5,-0.25,0.2079207920792079,1.0,6,6
loop_or_cycling,1,state,front_2_5,3,entropy,0.5,0.8333333333333334,-0.33333333333333337,-0.5,-0.25,0.2079207920792079,1.0,6,6
loop_or_cycling,1,state,back_12_15,6,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-1.0,0.0,0.21782178217821782,1.0,6,6
loop_or_cycling,1,state,back_12_15,2,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-0.5,-0.25,0.22772277227722773,1.0,6,6
loop_or_cycling,1,state,back_12_15,8,top1_mass,0.8333333333333334,0.5,0.33333333333333337,0.25,0.5,0.22772277227722773,1.0,6,6
loop_or_cycling,1,state,back_12_15,6,top1_mass,0.6666666666666666,1.0,-0.33333333333333337,-1.0,0.0,0.2376237623762376,1.0,6,6
loop_or_cycling,1,state,front_2_5,4,top1_mass,0.6666666666666666,1.0,-0.33333333333333337,-0.5,-0.25,0.24752475247524752,1.0,6,6
loop_or_cycling,1,state,back_12_15,9,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-1.0,0.0,0.26732673267326734,1.0,6,6
loop_or_cycling,1,state,front_2_5,5,consensus_distance,0.6666666666666666,1.0,-0.33333333333333337,-0.5,-0.25,0.27722772277227725,1.0,6,6
loop_or_cycling,1,action,front_2_5,8,token_dispersion,0.6666666666666666,0.8333333333333334,-0.16666666666666674,-0.25,0.0,0.5643564356435643,1.0,6,6
loop_or_cycling,1,action,back_12_15,3,token_dispersion,0.6666666666666666,0.8333333333333334,-0.16666666666666674,-0.25,0.0,0.5742574257425742,1.0,6,6
