fold,suite,seed,method,scope,calibration,alpha,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy
libero_long_20260907,libero_long,20260907,cosine,seen,task_init,0.03,560,42,518,0,4,0.0,0.007722007722007722,0.0,0.49613899613899615
libero_long_20260907,libero_long,20260907,cosine,unseen,task_init,0.03,1200,49,1151,0,7,0.0,0.006081668114682885,0.0,0.49695916594265854
libero_long_20260907,libero_long,20260907,cosine,seen,task_init,0.05,560,42,518,0,4,0.0,0.007722007722007722,0.0,0.49613899613899615
libero_long_20260907,libero_long,20260907,cosine,unseen,task_init,0.05,1200,49,1151,0,9,0.0,0.007819287576020852,0.0,0.49609035621198955
libero_long_20260907,libero_long,20260907,cosine,seen,task_init,0.1,560,42,518,1,10,0.023809523809523808,0.019305019305019305,0.09090909090909091,0.5022522522522522
libero_long_20260907,libero_long,20260907,cosine,unseen,task_init,0.1,1200,49,1151,0,19,0.0,0.016507384882710686,0.0,0.4917463075586447
libero_long_20260907,libero_long,20260907,cosine,seen,task_init,0.15,560,42,518,1,16,0.023809523809523808,0.03088803088803089,0.058823529411764705,0.4964607464607464
libero_long_20260907,libero_long,20260907,cosine,unseen,task_init,0.15,1200,49,1151,1,37,0.02040816326530612,0.03214596003475239,0.02631578947368421,0.4941311016152769
libero_long_20260907,libero_long,20260907,cosine,seen,task_init,0.2,560,42,518,1,21,0.023809523809523808,0.04054054054054054,0.045454545454545456,0.4916344916344916
libero_long_20260907,libero_long,20260907,cosine,unseen,task_init,0.2,1200,49,1151,1,46,0.02040816326530612,0.03996524761077324,0.02127659574468085,0.49022145782726645
libero_long_20260908,libero_long,20260908,euclidean,seen,episode,0.01,560,18,542,14,13,0.7777777777777778,0.023985239852398525,0.5185185185185185,0.8768962689626896
libero_long_20260908,libero_long,20260908,euclidean,unseen,episode,0.01,1200,182,1018,162,41,0.8901098901098901,0.04027504911591356,0.7980295566502463,0.9249174204969882
libero_long_20260908,libero_long,20260908,euclidean,seen,episode,0.03,560,18,542,17,28,0.9444444444444444,0.05166051660516605,0.37777777777777777,0.9463919639196392
libero_long_20260908,libero_long,20260908,euclidean,unseen,episode,0.03,1200,182,1018,180,211,0.989010989010989,0.20726915520628683,0.46035805626598464,0.8908709169023511
libero_long_20260908,libero_long,20260908,euclidean,seen,episode,0.05,560,18,542,18,32,1.0,0.05904059040590406,0.36,0.9704797047970479
libero_long_20260908,libero_long,20260908,euclidean,unseen,episode,0.05,1200,182,1018,181,268,0.9945054945054945,0.2632612966601179,0.40311804008908686,0.8656220989226884
libero_long_20260908,libero_long,20260908,euclidean,seen,episode,0.1,560,18,542,18,49,1.0,0.09040590405904059,0.26865671641791045,0.9547970479704797
libero_long_20260908,libero_long,20260908,euclidean,unseen,episode,0.1,1200,182,1018,182,381,1.0,0.3742632612966601,0.32326820603907636,0.81286836935167
libero_long_20260908,libero_long,20260908,euclidean,seen,episode,0.15,560,18,542,18,70,1.0,0.12915129151291513,0.20454545454545456,0.9354243542435424
libero_long_20260908,libero_long,20260908,euclidean,unseen,episode,0.15,1200,182,1018,182,507,1.0,0.49803536345776034,0.2641509433962264,0.7509823182711198
libero_long_20260908,libero_long,20260908,euclidean,seen,episode,0.2,560,18,542,18,104,1.0,0.1918819188191882,0.14754098360655737,0.9040590405904059
libero_long_20260908,libero_long,20260908,euclidean,unseen,episode,0.2,1200,182,1018,182,613,1.0,0.6021611001964636,0.2289308176100629,0.6989194499017681
libero_long_20260908,libero_long,20260908,euclidean,seen,task_init,0.01,560,18,542,0,0,0.0,0.0,,0.5
libero_long_20260908,libero_long,20260908,euclidean,unseen,task_init,0.01,1200,182,1018,0,0,0.0,0.0,,0.5
libero_long_20260908,libero_long,20260908,euclidean,seen,task_init,0.03,560,18,542,13,7,0.7222222222222222,0.012915129151291513,0.65,0.8546535465354654
libero_long_20260908,libero_long,20260908,euclidean,unseen,task_init,0.03,1200,182,1018,150,24,0.8241758241758241,0.023575638506876228,0.8620689655172413,0.900300092834474
libero_long_20260908,libero_long,20260908,euclidean,seen,task_init,0.05,560,18,542,14,11,0.7777777777777778,0.02029520295202952,0.56,0.878741287412874
libero_long_20260908,libero_long,20260908,euclidean,unseen,task_init,0.05,1200,182,1018,159,32,0.8736263736263736,0.03143418467583497,0.8324607329842932,0.9210960944752693
libero_long_20260908,libero_long,20260908,euclidean,seen,task_init,0.1,560,18,542,16,26,0.8888888888888888,0.04797047970479705,0.38095238095238093,0.9204592045920459
libero_long_20260908,libero_long,20260908,euclidean,unseen,task_init,0.1,1200,182,1018,179,185,0.9835164835164835,0.18172888015717092,0.49175824175824173,0.9008938016796564
libero_long_20260908,libero_long,20260908,euclidean,seen,task_init,0.15,560,18,542,18,31,1.0,0.05719557195571956,0.3673469387755102,0.9714022140221402
libero_long_20260908,libero_long,20260908,euclidean,unseen,task_init,0.15,1200,182,1018,181,248,0.9945054945054945,0.24361493123772102,0.4219114219114219,0.8754452816338868
libero_long_20260908,libero_long,20260908,euclidean,seen,task_init,0.2,560,18,542,18,35,1.0,0.06457564575645756,0.33962264150943394,0.9677121771217713
libero_long_20260908,libero_long,20260908,euclidean,unseen,task_init,0.2,1200,182,1018,181,295,0.9945054945054945,0.28978388998035365,0.3802521008403361,0.8523608022625704
libero_long_20260908,libero_long,20260908,cosine,seen,episode,0.01,560,18,542,0,2,0.0,0.0036900369003690036,0.0,0.4981549815498155
libero_long_20260908,libero_long,20260908,cosine,unseen,episode,0.01,1200,182,1018,2,41,0.01098901098901099,0.04027504911591356,0.046511627906976744,0.4853569809365487
libero_long_20260908,libero_long,20260908,cosine,seen,episode,0.03,560,18,542,0,6,0.0,0.01107011070110701,0.0,0.4944649446494465
libero_long_20260908,libero_long,20260908,cosine,unseen,episode,0.03,1200,182,1018,7,75,0.038461538461538464,0.07367387033398821,0.08536585365853659,0.4823938340637752
libero_long_20260908,libero_long,20260908,cosine,seen,episode,0.05,560,18,542,1,27,0.05555555555555555,0.04981549815498155,0.03571428571428571,0.502870028700287
libero_long_20260908,libero_long,20260908,cosine,unseen,episode,0.05,1200,182,1018,9,115,0.04945054945054945,0.11296660117878192,0.07258064516129033,0.4682419741358838
libero_long_20260908,libero_long,20260908,cosine,seen,episode,0.1,560,18,542,2,55,0.1111111111111111,0.1014760147601476,0.03508771929824561,0.5048175481754817
libero_long_20260908,libero_long,20260908,cosine,unseen,episode,0.1,1200,182,1018,18,194,0.0989010989010989,0.1905697445972495,0.08490566037735849,0.45416567715192474
libero_long_20260908,libero_long,20260908,cosine,seen,episode,0.15,560,18,542,2,85,0.1111111111111111,0.15682656826568267,0.022988505747126436,0.47714227142271426
libero_long_20260908,libero_long,20260908,cosine,unseen,episode,0.15,1200,182,1018,29,281,0.15934065934065933,0.27603143418467585,0.0935483870967742,0.44165461257799166
libero_long_20260908,libero_long,20260908,cosine,seen,episode,0.2,560,18,542,4,105,0.2222222222222222,0.1937269372693727,0.03669724770642202,0.5142476424764248
libero_long_20260908,libero_long,20260908,cosine,unseen,episode,0.2,1200,182,1018,36,338,0.1978021978021978,0.3320235756385069,0.0962566844919786,0.4328893110818455
libero_long_20260908,libero_long,20260908,cosine,seen,task_init,0.01,560,18,542,0,0,0.0,0.0,,0.5
libero_long_20260908,libero_long,20260908,cosine,unseen,task_init,0.01,1200,182,1018,0,0,0.0,0.0,,0.5
libero_long_20260908,libero_long,20260908,cosine,seen,task_init,0.03,560,18,542,0,0,0.0,0.0,,0.5
libero_long_20260908,libero_long,20260908,cosine,unseen,task_init,0.03,1200,182,1018,0,9,0.0,0.008840864440078585,0.0,0.4955795677799607
libero_long_20260908,libero_long,20260908,cosine,seen,task_init,0.05,560,18,542,0,1,0.0,0.0018450184501845018,0.0,0.49907749077490776
libero_long_20260908,libero_long,20260908,cosine,unseen,task_init,0.05,1200,182,1018,1,22,0.005494505494505495,0.021611001964636542,0.043478260869565216,0.4919417517649345
libero_long_20260908,libero_long,20260908,cosine,seen,task_init,0.1,560,18,542,0,3,0.0,0.005535055350553505,0.0,0.49723247232472323
libero_long_20260908,libero_long,20260908,cosine,unseen,task_init,0.1,1200,182,1018,4,44,0.02197802197802198,0.043222003929273084,0.08333333333333333,0.4893780090243744
libero_long_20260908,libero_long,20260908,cosine,seen,task_init,0.15,560,18,542,0,4,0.0,0.007380073800738007,0.0,0.496309963099631
libero_long_20260908,libero_long,20260908,cosine,unseen,task_init,0.15,1200,182,1018,6,66,0.03296703296703297,0.06483300589390963,0.08333333333333333,0.48406701353656173
libero_long_20260908,libero_long,20260908,cosine,seen,task_init,0.2,560,18,542,0,11,0.0,0.02029520295202952,0.0,0.48985239852398527
libero_long_20260908,libero_long,20260908,cosine,unseen,task_init,0.2,1200,182,1018,7,83,0.038461538461538464,0.08153241650294696,0.07777777777777778,0.4784645609792958
libero_long_20260909,libero_long,20260909,euclidean,seen,episode,0.01,560,49,511,28,17,0.5714285714285714,0.033268101761252444,0.6222222222222222,0.7690802348336595
libero_long_20260909,libero_long,20260909,euclidean,unseen,episode,0.01,1200,9,1191,8,11,0.8888888888888888,0.009235936188077247,0.42105263157894735,0.9398264763504058
libero_long_20260909,libero_long,20260909,euclidean,seen,episode,0.03,560,49,511,40,20,0.8163265306122449,0.03913894324853229,0.6666666666666666,0.8885937936818563
libero_long_20260909,libero_long,20260909,euclidean,unseen,episode,0.03,1200,9,1191,9,25,1.0,0.020990764063811923,0.2647058823529412,0.9895046179680941
libero_long_20260909,libero_long,20260909,euclidean,seen,episode,0.05,560,49,511,44,33,0.8979591836734694,0.06457925636007827,0.5714285714285714,0.9166899636566956
libero_long_20260909,libero_long,20260909,euclidean,unseen,episode,0.05,1200,9,1191,9,34,1.0,0.028547439126784216,0.20930232558139536,0.9857262804366079
libero_long_20260909,libero_long,20260909,euclidean,seen,episode,0.1,560,49,511,48,60,0.9795918367346939,0.11741682974559686,0.4444444444444444,0.9310875034945485
libero_long_20260909,libero_long,20260909,euclidean,unseen,episode,0.1,1200,9,1191,9,72,1.0,0.060453400503778336,0.1111111111111111,0.9697732997481109
libero_long_20260909,libero_long,20260909,euclidean,seen,episode,0.15,560,49,511,49,83,1.0,0.162426614481409,0.3712121212121212,0.9187866927592955
libero_long_20260909,libero_long,20260909,euclidean,unseen,episode,0.15,1200,9,1191,9,110,1.0,0.09235936188077246,0.07563025210084033,0.9538203190596137
libero_long_20260909,libero_long,20260909,euclidean,seen,episode,0.2,560,49,511,49,108,1.0,0.21135029354207435,0.31210191082802546,0.8943248532289628
libero_long_20260909,libero_long,20260909,euclidean,unseen,episode,0.2,1200,9,1191,9,153,1.0,0.12846347607052896,0.05555555555555555,0.9357682619647355
libero_long_20260909,libero_long,20260909,euclidean,seen,task_init,0.01,560,49,511,0,0,0.0,0.0,,0.5
libero_long_20260909,libero_long,20260909,euclidean,unseen,task_init,0.01,1200,9,1191,0,0,0.0,0.0,,0.5
libero_long_20260909,libero_long,20260909,euclidean,seen,task_init,0.03,560,49,511,10,1,0.20408163265306123,0.0019569471624266144,0.9090909090909091,0.6010623427453173
libero_long_20260909,libero_long,20260909,euclidean,unseen,task_init,0.03,1200,9,1191,3,0,0.3333333333333333,0.0,1.0,0.6666666666666666
libero_long_20260909,libero_long,20260909,euclidean,seen,task_init,0.05,560,49,511,16,7,0.32653061224489793,0.0136986301369863,0.6956521739130435,0.6564159910539558
libero_long_20260909,libero_long,20260909,euclidean,unseen,task_init,0.05,1200,9,1191,7,1,0.7777777777777778,0.0008396305625524769,0.875,0.8884690736076126
libero_long_20260909,libero_long,20260909,euclidean,seen,task_init,0.1,560,49,511,31,18,0.6326530612244898,0.03522504892367906,0.6326530612244898,0.7987140061504054
libero_long_20260909,libero_long,20260909,euclidean,unseen,task_init,0.1,1200,9,1191,8,18,0.8888888888888888,0.015113350125944584,0.3076923076923077,0.9368877693814721
libero_long_20260909,libero_long,20260909,euclidean,seen,task_init,0.15,560,49,511,35,19,0.7142857142857143,0.03718199608610567,0.6481481481481481,0.8385518590998043
libero_long_20260909,libero_long,20260909,euclidean,unseen,task_init,0.15,1200,9,1191,9,25,1.0,0.020990764063811923,0.2647058823529412,0.9895046179680941
libero_long_20260909,libero_long,20260909,euclidean,seen,task_init,0.2,560,49,511,45,33,0.9183673469387755,0.06457925636007827,0.5769230769230769,0.9268940452893486
libero_long_20260909,libero_long,20260909,euclidean,unseen,task_init,0.2,1200,9,1191,9,35,1.0,0.02938706968933669,0.20454545454545456,0.9853064651553316
libero_long_20260909,libero_long,20260909,cosine,seen,episode,0.01,560,49,511,0,3,0.0,0.005870841487279843,0.0,0.49706457925636005
libero_long_20260909,libero_long,20260909,cosine,unseen,episode,0.01,1200,9,1191,0,10,0.0,0.008396305625524769,0.0,0.49580184718723763
libero_long_20260909,libero_long,20260909,cosine,seen,episode,0.03,560,49,511,0,11,0.0,0.021526418786692758,0.0,0.4892367906066536
libero_long_20260909,libero_long,20260909,cosine,unseen,episode,0.03,1200,9,1191,0,41,0.0,0.03442485306465155,0.0,0.4827875734676742
libero_long_20260909,libero_long,20260909,cosine,seen,episode,0.05,560,49,511,0,14,0.0,0.0273972602739726,0.0,0.4863013698630137
libero_long_20260909,libero_long,20260909,cosine,unseen,episode,0.05,1200,9,1191,0,62,0.0,0.052057094878253565,0.0,0.4739714525608732
libero_long_20260909,libero_long,20260909,cosine,seen,episode,0.1,560,49,511,0,32,0.0,0.06262230919765166,0.0,0.46868884540117417
libero_long_20260909,libero_long,20260909,cosine,unseen,episode,0.1,1200,9,1191,2,148,0.2222222222222222,0.12426532325776658,0.013333333333333334,0.5489784494822278
libero_long_20260909,libero_long,20260909,cosine,seen,episode,0.15,560,49,511,0,55,0.0,0.10763209393346379,0.0,0.4461839530332681
libero_long_20260909,libero_long,20260909,cosine,unseen,episode,0.15,1200,9,1191,5,241,0.5555555555555556,0.20235096557514692,0.02032520325203252,0.6766022949902043
libero_long_20260909,libero_long,20260909,cosine,seen,episode,0.2,560,49,511,1,75,0.02040816326530612,0.14677103718199608,0.013157894736842105,0.436818563041655
libero_long_20260909,libero_long,20260909,cosine,unseen,episode,0.2,1200,9,1191,6,330,0.6666666666666666,0.2770780856423174,0.017857142857142856,0.6947942905121746
libero_long_20260909,libero_long,20260909,cosine,seen,task_init,0.01,560,49,511,0,0,0.0,0.0,,0.5
libero_long_20260909,libero_long,20260909,cosine,unseen,task_init,0.01,1200,9,1191,0,0,0.0,0.0,,0.5
libero_long_20260909,libero_long,20260909,cosine,seen,task_init,0.03,560,49,511,0,3,0.0,0.005870841487279843,0.0,0.49706457925636005
libero_long_20260909,libero_long,20260909,cosine,unseen,task_init,0.03,1200,9,1191,0,6,0.0,0.005037783375314861,0.0,0.49748110831234255
libero_long_20260909,libero_long,20260909,cosine,seen,task_init,0.05,560,49,511,0,3,0.0,0.005870841487279843,0.0,0.49706457925636005
libero_long_20260909,libero_long,20260909,cosine,unseen,task_init,0.05,1200,9,1191,0,7,0.0,0.005877413937867338,0.0,0.49706129303106633
libero_long_20260909,libero_long,20260909,cosine,seen,task_init,0.1,560,49,511,0,7,0.0,0.0136986301369863,0.0,0.4931506849315068
libero_long_20260909,libero_long,20260909,cosine,unseen,task_init,0.1,1200,9,1191,0,17,0.0,0.014273719563392108,0.0,0.49286314021830396
libero_long_20260909,libero_long,20260909,cosine,seen,task_init,0.15,560,49,511,0,10,0.0,0.019569471624266144,0.0,0.49021526418786693
libero_long_20260909,libero_long,20260909,cosine,unseen,task_init,0.15,1200,9,1191,0,35,0.0,0.02938706968933669,0.0,0.48530646515533166
libero_long_20260909,libero_long,20260909,cosine,seen,task_init,0.2,560,49,511,0,14,0.0,0.0273972602739726,0.0,0.4863013698630137
libero_long_20260909,libero_long,20260909,cosine,unseen,task_init,0.2,1200,9,1191,0,60,0.0,0.05037783375314862,0.0,0.4748110831234257
libero_object_20260907,libero_object,20260907,euclidean,seen,episode,0.01,560,7,553,6,13,0.8571428571428571,0.023508137432188065,0.3157894736842105,0.9168173598553345
libero_object_20260907,libero_object,20260907,euclidean,unseen,episode,0.01,1200,4,1196,4,37,1.0,0.030936454849498328,0.0975609756097561,0.9845317725752508
libero_object_20260907,libero_object,20260907,euclidean,seen,episode,0.03,560,7,553,6,30,0.8571428571428571,0.054249547920433995,0.16666666666666666,0.9014466546112117
libero_object_20260907,libero_object,20260907,euclidean,unseen,episode,0.03,1200,4,1196,4,75,1.0,0.06270903010033445,0.05063291139240506,0.9686454849498328
libero_object_20260907,libero_object,20260907,euclidean,seen,episode,0.05,560,7,553,6,51,0.8571428571428571,0.0922242314647378,0.10526315789473684,0.8824593128390597
libero_object_20260907,libero_object,20260907,euclidean,unseen,episode,0.05,1200,4,1196,4,121,1.0,0.10117056856187291,0.032,0.9494147157190636
libero_object_20260907,libero_object,20260907,euclidean,seen,episode,0.1,560,7,553,7,80,1.0,0.14466546112115733,0.08045977011494253,0.9276672694394213
libero_object_20260907,libero_object,20260907,euclidean,unseen,episode,0.1,1200,4,1196,4,241,1.0,0.20150501672240803,0.0163265306122449,0.899247491638796
libero_object_20260907,libero_object,20260907,euclidean,seen,episode,0.15,560,7,553,7,107,1.0,0.19349005424954793,0.06140350877192982,0.903254972875226
libero_object_20260907,libero_object,20260907,euclidean,unseen,episode,0.15,1200,4,1196,4,371,1.0,0.3102006688963211,0.010666666666666666,0.8448996655518395
libero_object_20260907,libero_object,20260907,euclidean,seen,episode,0.2,560,7,553,7,139,1.0,0.2513562386980108,0.04794520547945205,0.8743218806509946
libero_object_20260907,libero_object,20260907,euclidean,unseen,episode,0.2,1200,4,1196,4,514,1.0,0.4297658862876254,0.007722007722007722,0.7851170568561873
libero_object_20260907,libero_object,20260907,euclidean,seen,task_init,0.01,560,7,553,0,0,0.0,0.0,,0.5
libero_object_20260907,libero_object,20260907,euclidean,unseen,task_init,0.01,1200,4,1196,0,0,0.0,0.0,,0.5
libero_object_20260907,libero_object,20260907,euclidean,seen,task_init,0.03,560,7,553,4,2,0.5714285714285714,0.003616636528028933,0.6666666666666666,0.7839059674502712
libero_object_20260907,libero_object,20260907,euclidean,unseen,task_init,0.03,1200,4,1196,4,18,1.0,0.015050167224080268,0.18181818181818182,0.9924749163879598
libero_object_20260907,libero_object,20260907,euclidean,seen,task_init,0.05,560,7,553,5,5,0.7142857142857143,0.009041591320072333,0.5,0.852622061482821
libero_object_20260907,libero_object,20260907,euclidean,unseen,task_init,0.05,1200,4,1196,4,24,1.0,0.020066889632107024,0.14285714285714285,0.9899665551839465
libero_object_20260907,libero_object,20260907,euclidean,seen,task_init,0.1,560,7,553,6,20,0.8571428571428571,0.03616636528028933,0.23076923076923078,0.910488245931284
libero_object_20260907,libero_object,20260907,euclidean,unseen,task_init,0.1,1200,4,1196,4,55,1.0,0.04598662207357859,0.06779661016949153,0.9770066889632107
libero_object_20260907,libero_object,20260907,euclidean,seen,task_init,0.15,560,7,553,6,23,0.8571428571428571,0.04159132007233273,0.20689655172413793,0.9077757685352622
libero_object_20260907,libero_object,20260907,euclidean,unseen,task_init,0.15,1200,4,1196,4,61,1.0,0.05100334448160535,0.06153846153846154,0.9744983277591973
libero_object_20260907,libero_object,20260907,euclidean,seen,task_init,0.2,560,7,553,6,30,0.8571428571428571,0.054249547920433995,0.16666666666666666,0.9014466546112117
libero_object_20260907,libero_object,20260907,euclidean,unseen,task_init,0.2,1200,4,1196,4,75,1.0,0.06270903010033445,0.05063291139240506,0.9686454849498328
libero_object_20260907,libero_object,20260907,cosine,seen,episode,0.01,560,7,553,0,11,0.0,0.019891500904159132,0.0,0.49005424954792043
libero_object_20260907,libero_object,20260907,cosine,unseen,episode,0.01,1200,4,1196,0,4,0.0,0.0033444816053511705,0.0,0.4983277591973244
libero_object_20260907,libero_object,20260907,cosine,seen,episode,0.03,560,7,553,0,34,0.0,0.06148282097649186,0.0,0.4692585895117541
libero_object_20260907,libero_object,20260907,cosine,unseen,episode,0.03,1200,4,1196,0,34,0.0,0.028428093645484948,0.0,0.48578595317725753
libero_object_20260907,libero_object,20260907,cosine,seen,episode,0.05,560,7,553,0,49,0.0,0.08860759493670886,0.0,0.45569620253164556
libero_object_20260907,libero_object,20260907,cosine,unseen,episode,0.05,1200,4,1196,0,55,0.0,0.04598662207357859,0.0,0.4770066889632107
libero_object_20260907,libero_object,20260907,cosine,seen,episode,0.1,560,7,553,1,85,0.14285714285714285,0.15370705244122965,0.011627906976744186,0.4945750452079566
libero_object_20260907,libero_object,20260907,cosine,unseen,episode,0.1,1200,4,1196,0,99,0.0,0.08277591973244147,0.0,0.45861204013377926
libero_object_20260907,libero_object,20260907,cosine,seen,episode,0.15,560,7,553,2,117,0.2857142857142857,0.2115732368896926,0.01680672268907563,0.5370705244122965
libero_object_20260907,libero_object,20260907,cosine,unseen,episode,0.15,1200,4,1196,1,145,0.25,0.12123745819397994,0.00684931506849315,0.56438127090301
libero_object_20260907,libero_object,20260907,cosine,seen,episode,0.2,560,7,553,2,146,0.2857142857142857,0.2640144665461121,0.013513513513513514,0.5108499095840867
libero_object_20260907,libero_object,20260907,cosine,unseen,episode,0.2,1200,4,1196,1,205,0.25,0.1714046822742475,0.0048543689320388345,0.5392976588628763
libero_object_20260907,libero_object,20260907,cosine,seen,task_init,0.01,560,7,553,0,0,0.0,0.0,,0.5
libero_object_20260907,libero_object,20260907,cosine,unseen,task_init,0.01,1200,4,1196,0,0,0.0,0.0,,0.5
libero_object_20260907,libero_object,20260907,cosine,seen,task_init,0.03,560,7,553,0,4,0.0,0.007233273056057866,0.0,0.49638336347197104
libero_object_20260907,libero_object,20260907,cosine,unseen,task_init,0.03,1200,4,1196,0,3,0.0,0.002508361204013378,0.0,0.4987458193979933
libero_object_20260907,libero_object,20260907,cosine,seen,task_init,0.05,560,7,553,0,4,0.0,0.007233273056057866,0.0,0.49638336347197104
libero_object_20260907,libero_object,20260907,cosine,unseen,task_init,0.05,1200,4,1196,0,3,0.0,0.002508361204013378,0.0,0.4987458193979933
libero_object_20260907,libero_object,20260907,cosine,seen,task_init,0.1,560,7,553,0,27,0.0,0.048824593128390596,0.0,0.4755877034358047
libero_object_20260907,libero_object,20260907,cosine,unseen,task_init,0.1,1200,4,1196,0,26,0.0,0.021739130434782608,0.0,0.4891304347826087
libero_object_20260907,libero_object,20260907,cosine,seen,task_init,0.15,560,7,553,0,33,0.0,0.059674502712477394,0.0,0.4701627486437613
libero_object_20260907,libero_object,20260907,cosine,unseen,task_init,0.15,1200,4,1196,0,34,0.0,0.028428093645484948,0.0,0.48578595317725753
libero_object_20260907,libero_object,20260907,cosine,seen,task_init,0.2,560,7,553,0,41,0.0,0.07414104882459313,0.0,0.4629294755877034
libero_object_20260907,libero_object,20260907,cosine,unseen,task_init,0.2,1200,4,1196,0,45,0.0,0.03762541806020067,0.0,0.48118729096989965
libero_object_20260908,libero_object,20260908,euclidean,seen,episode,0.01,560,7,553,6,3,0.8571428571428571,0.0054249547920434,0.6666666666666666,0.925858951175407
libero_object_20260908,libero_object,20260908,euclidean,unseen,episode,0.01,1200,13,1187,13,87,1.0,0.07329401853411963,0.13,0.9633529907329402
libero_object_20260908,libero_object,20260908,euclidean,seen,episode,0.03,560,7,553,6,8,0.8571428571428571,0.014466546112115732,0.42857142857142855,0.9213381555153707
libero_object_20260908,libero_object,20260908,euclidean,unseen,episode,0.03,1200,13,1187,13,150,1.0,0.12636899747262004,0.07975460122699386,0.93681550126369
libero_object_20260908,libero_object,20260908,euclidean,seen,episode,0.05,560,7,553,7,15,1.0,0.027124773960216998,0.3181818181818182,0.9864376130198915
libero_object_20260908,libero_object,20260908,euclidean,unseen,episode,0.05,1200,13,1187,13,188,1.0,0.15838247683235046,0.06467661691542288,0.9208087615838247
libero_object_20260908,libero_object,20260908,euclidean,seen,episode,0.1,560,7,553,7,26,1.0,0.04701627486437613,0.21212121212121213,0.976491862567812
libero_object_20260908,libero_object,20260908,euclidean,unseen,episode,0.1,1200,13,1187,13,246,1.0,0.2072451558550969,0.05019305019305019,0.8963774220724515
libero_object_20260908,libero_object,20260908,euclidean,seen,episode,0.15,560,7,553,7,40,1.0,0.07233273056057866,0.14893617021276595,0.9638336347197106
libero_object_20260908,libero_object,20260908,euclidean,unseen,episode,0.15,1200,13,1187,13,314,1.0,0.2645324347093513,0.039755351681957186,0.8677337826453244
libero_object_20260908,libero_object,20260908,euclidean,seen,episode,0.2,560,7,553,7,57,1.0,0.10307414104882459,0.109375,0.9484629294755877
libero_object_20260908,libero_object,20260908,euclidean,unseen,episode,0.2,1200,13,1187,13,383,1.0,0.3226621735467565,0.03282828282828283,0.8386689132266217
libero_object_20260908,libero_object,20260908,euclidean,seen,task_init,0.01,560,7,553,0,0,0.0,0.0,,0.5
libero_object_20260908,libero_object,20260908,euclidean,unseen,task_init,0.01,1200,13,1187,0,0,0.0,0.0,,0.5
libero_object_20260908,libero_object,20260908,euclidean,seen,task_init,0.03,560,7,553,5,0,0.7142857142857143,0.0,1.0,0.8571428571428572
libero_object_20260908,libero_object,20260908,euclidean,unseen,task_init,0.03,1200,13,1187,12,39,0.9230769230769231,0.03285593934288121,0.23529411764705882,0.945110491867021
libero_object_20260908,libero_object,20260908,euclidean,seen,task_init,0.05,560,7,553,6,3,0.8571428571428571,0.0054249547920434,0.6666666666666666,0.925858951175407
libero_object_20260908,libero_object,20260908,euclidean,unseen,task_init,0.05,1200,13,1187,13,92,1.0,0.07750631844987363,0.12380952380952381,0.9612468407750632
libero_object_20260908,libero_object,20260908,euclidean,seen,task_init,0.1,560,7,553,6,5,0.8571428571428571,0.009041591320072333,0.5454545454545454,0.9240506329113924
libero_object_20260908,libero_object,20260908,euclidean,unseen,task_init,0.1,1200,13,1187,13,124,1.0,0.10446503791069923,0.0948905109489051,0.9477674810446504
libero_object_20260908,libero_object,20260908,euclidean,seen,task_init,0.15,560,7,553,6,8,0.8571428571428571,0.014466546112115732,0.42857142857142855,0.9213381555153707
libero_object_20260908,libero_object,20260908,euclidean,unseen,task_init,0.15,1200,13,1187,13,150,1.0,0.12636899747262004,0.07975460122699386,0.93681550126369
libero_object_20260908,libero_object,20260908,euclidean,seen,task_init,0.2,560,7,553,6,10,0.8571428571428571,0.018083182640144666,0.375,0.9195298372513563
libero_object_20260908,libero_object,20260908,euclidean,unseen,task_init,0.2,1200,13,1187,13,159,1.0,0.13395113732097724,0.0755813953488372,0.9330244313395114
libero_object_20260908,libero_object,20260908,cosine,seen,episode,0.01,560,7,553,0,3,0.0,0.0054249547920434,0.0,0.4972875226039783
libero_object_20260908,libero_object,20260908,cosine,unseen,episode,0.01,1200,13,1187,0,13,0.0,0.010951979780960405,0.0,0.4945240101095198
libero_object_20260908,libero_object,20260908,cosine,seen,episode,0.03,560,7,553,0,15,0.0,0.027124773960216998,0.0,0.4864376130198915
libero_object_20260908,libero_object,20260908,cosine,unseen,episode,0.03,1200,13,1187,0,44,0.0,0.03706823925863521,0.0,0.4814658803706824
libero_object_20260908,libero_object,20260908,cosine,seen,episode,0.05,560,7,553,0,22,0.0,0.039783001808318265,0.0,0.48010849909584086
libero_object_20260908,libero_object,20260908,cosine,unseen,episode,0.05,1200,13,1187,0,56,0.0,0.04717775905644482,0.0,0.4764111204717776
libero_object_20260908,libero_object,20260908,cosine,seen,episode,0.1,560,7,553,0,41,0.0,0.07414104882459313,0.0,0.4629294755877034
libero_object_20260908,libero_object,20260908,cosine,unseen,episode,0.1,1200,13,1187,0,103,0.0,0.08677337826453244,0.0,0.45661331086773377
libero_object_20260908,libero_object,20260908,cosine,seen,episode,0.15,560,7,553,0,68,0.0,0.12296564195298372,0.0,0.4385171790235081
libero_object_20260908,libero_object,20260908,cosine,unseen,episode,0.15,1200,13,1187,0,147,0.0,0.12384161752316765,0.0,0.43807919123841615
