global_row,run_id,suite,task,episode,init_state_id,noise_seed,length,failure,scope,fold,method,first_alarm_query,alarm,threshold,peak_score,actual_action_steps,executed_actions_before_alarm,control_progress_at_alarm,drop_goal_release,failed_goal_release,release_lead_queries
1247,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,47,5,1015,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.25470766,300,-1,,17.0,17.0,
1418,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,218,27,1010,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.21235928,300,-1,,14.0,14.0,
1419,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,219,27,1011,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.27296868,300,-1,,16.0,16.0,
3626,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_stove,26,3,1010,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.18293007,300,-1,,6.0,6.0,
4424,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,24,3,1008,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.1097623,300,-1,,6.0,6.0,
4425,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,25,3,1009,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.14681868,300,-1,,6.0,6.0,
4426,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,26,3,1010,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.16282582,300,-1,,6.0,6.0,
4440,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,40,5,1008,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.2676292,300,-1,,7.0,7.0,
4447,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,47,5,1015,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.22168559,300,-1,,6.0,6.0,
6156,right-50x8b-20260903,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,156,19,1012,30,True,unseen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.15596755,300,-1,,15.0,15.0,
10108,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,108,13,1012,52,True,unseen,libero_long_20260907,euclidean,41,True,4.067817211151123,5.2972813,520,410,0.7884615384615384,14.0,14.0,-27.0
11125,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,325,40,1013,52,True,seen,libero_long_20260907,euclidean,-1,False,4.067817211151123,2.8444238,520,-1,,41.0,41.0,
14253,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,253,31,1013,52,True,seen,libero_long_20260907,euclidean,30,True,4.067817211151123,7.773071,520,300,0.5769230769230769,11.0,11.0,-19.0
14321,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,321,40,1009,52,True,seen,libero_long_20260907,euclidean,32,True,4.067817211151123,9.0269,520,320,0.6153846153846154,41.0,41.0,9.0
14838,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,4,1014,52,True,unseen,libero_long_20260907,euclidean,41,True,4.067817211151123,4.260036,520,410,0.7884615384615384,15.0,15.0,-26.0
14839,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,39,4,1015,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,4.019049,520,-1,,11.0,11.0,
14856,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,56,7,1008,52,True,unseen,libero_long_20260907,euclidean,31,True,4.067817211151123,5.397006,520,310,0.5961538461538461,24.0,24.0,-7.0
14891,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,91,11,1011,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,3.351219,520,-1,,12.0,12.0,
14894,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,94,11,1014,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,2.8907914,520,-1,,13.0,13.0,
14895,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,95,11,1015,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,3.7596407,520,-1,,12.0,12.0,
14909,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,109,13,1013,52,True,unseen,libero_long_20260907,euclidean,33,True,4.067817211151123,4.708139,520,330,0.6346153846153846,24.0,24.0,-9.0
14913,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,113,14,1009,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,3.4267876,520,-1,,24.0,24.0,
14916,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,116,14,1012,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,4.018611,520,-1,,25.0,25.0,
14917,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,117,14,1013,52,True,unseen,libero_long_20260907,euclidean,43,True,4.067817211151123,5.4866595,520,430,0.8269230769230769,30.0,30.0,-13.0
14935,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,135,16,1015,52,True,unseen,libero_long_20260907,euclidean,40,True,4.067817211151123,4.8735075,520,400,0.7692307692307693,17.0,17.0,-23.0
14968,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,168,21,1008,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,3.8447716,520,-1,,11.0,11.0,
14969,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,169,21,1009,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,3.827109,520,-1,,11.0,11.0,
14970,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,170,21,1010,52,True,unseen,libero_long_20260907,euclidean,33,True,4.067817211151123,5.238041,520,330,0.6346153846153846,11.0,11.0,-22.0
14971,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,171,21,1011,52,True,unseen,libero_long_20260907,euclidean,31,True,4.067817211151123,4.069366,520,310,0.5961538461538461,11.0,11.0,-20.0
14972,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,172,21,1012,52,True,unseen,libero_long_20260907,euclidean,29,True,4.067817211151123,4.4477124,520,290,0.5576923076923077,12.0,12.0,-17.0
14973,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,173,21,1013,52,True,unseen,libero_long_20260907,euclidean,41,True,4.067817211151123,7.0428576,520,410,0.7884615384615384,12.0,12.0,-29.0
14974,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,174,21,1014,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,3.2074635,520,-1,,11.0,11.0,
14975,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,175,21,1015,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,3.4925504,520,-1,,11.0,11.0,
14988,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,188,23,1012,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,3.549923,520,-1,,11.0,11.0,
14989,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,189,23,1013,52,True,unseen,libero_long_20260907,euclidean,39,True,4.067817211151123,6.077498,520,390,0.75,11.0,11.0,-28.0
14991,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,191,23,1015,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,3.649909,520,-1,,10.0,10.0,
15013,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,213,26,1013,52,True,unseen,libero_long_20260907,euclidean,42,True,4.067817211151123,6.651762,520,420,0.8076923076923077,11.0,11.0,-31.0
15015,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,215,26,1015,52,True,unseen,libero_long_20260907,euclidean,42,True,4.067817211151123,4.350266,520,420,0.8076923076923077,11.0,11.0,-31.0
15016,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,216,27,1008,52,True,unseen,libero_long_20260907,euclidean,32,True,4.067817211151123,7.488112,520,320,0.6153846153846154,14.0,14.0,-18.0
15017,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,217,27,1009,52,True,unseen,libero_long_20260907,euclidean,33,True,4.067817211151123,6.862604,520,330,0.6346153846153846,12.0,12.0,-21.0
15020,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,220,27,1012,52,True,unseen,libero_long_20260907,euclidean,32,True,4.067817211151123,7.6693683,520,320,0.6153846153846154,14.0,14.0,-18.0
15021,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,221,27,1013,52,True,unseen,libero_long_20260907,euclidean,32,True,4.067817211151123,5.5138535,520,320,0.6153846153846154,14.0,14.0,-18.0
15023,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,223,27,1015,52,True,unseen,libero_long_20260907,euclidean,33,True,4.067817211151123,5.196778,520,330,0.6346153846153846,14.0,14.0,-19.0
15041,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,241,30,1009,52,True,unseen,libero_long_20260907,euclidean,36,True,4.067817211151123,7.054309,520,360,0.6923076923076923,13.0,13.0,-23.0
15042,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,242,30,1010,52,True,unseen,libero_long_20260907,euclidean,38,True,4.067817211151123,5.1004,520,380,0.7307692307692307,13.0,13.0,-25.0
15047,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,247,30,1015,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,3.3908877,520,-1,,13.0,13.0,
15065,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,265,33,1009,52,True,unseen,libero_long_20260907,euclidean,34,True,4.067817211151123,5.0568175,520,340,0.6538461538461539,11.0,11.0,-23.0
15175,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,375,46,1015,52,True,unseen,libero_long_20260907,euclidean,-1,False,4.067817211151123,2.9790676,520,-1,,45.0,45.0,
10108,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,108,13,1012,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.33697557,520,-1,,14.0,14.0,
11125,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,325,40,1013,52,True,seen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.18176098,520,-1,,41.0,41.0,
14253,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,253,31,1013,52,True,seen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.32365873,520,-1,,11.0,11.0,
14321,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,321,40,1009,52,True,seen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.19949235,520,-1,,41.0,41.0,
14838,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,4,1014,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.07938278,520,-1,,15.0,15.0,
14839,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,39,4,1015,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.27787337,520,-1,,11.0,11.0,
14856,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,56,7,1008,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.18812035,520,-1,,24.0,24.0,
14891,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,91,11,1011,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.20063797,520,-1,,12.0,12.0,
14894,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,94,11,1014,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.15340358,520,-1,,13.0,13.0,
14895,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,95,11,1015,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.15527487,520,-1,,12.0,12.0,
14909,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,109,13,1013,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.1490374,520,-1,,24.0,24.0,
14913,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,113,14,1009,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.21081604,520,-1,,24.0,24.0,
14916,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,116,14,1012,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.36547896,520,-1,,25.0,25.0,
14917,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,117,14,1013,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.22999837,520,-1,,30.0,30.0,
14935,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,135,16,1015,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.22542194,520,-1,,17.0,17.0,
14968,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,168,21,1008,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.17114055,520,-1,,11.0,11.0,
14969,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,169,21,1009,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.17628579,520,-1,,11.0,11.0,
14970,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,170,21,1010,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.1968265,520,-1,,11.0,11.0,
14971,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,171,21,1011,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.15266076,520,-1,,11.0,11.0,
14972,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,172,21,1012,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.20260264,520,-1,,12.0,12.0,
14973,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,173,21,1013,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.17739461,520,-1,,12.0,12.0,
14974,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,174,21,1014,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.14825486,520,-1,,11.0,11.0,
14975,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,175,21,1015,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.16986087,520,-1,,11.0,11.0,
14988,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,188,23,1012,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.19007555,520,-1,,11.0,11.0,
14989,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,189,23,1013,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.191952,520,-1,,11.0,11.0,
14991,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,191,23,1015,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.1249277,520,-1,,10.0,10.0,
15013,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,213,26,1013,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.13872533,520,-1,,11.0,11.0,
15015,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,215,26,1015,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.17134455,520,-1,,11.0,11.0,
15016,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,216,27,1008,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.20042904,520,-1,,14.0,14.0,
15017,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,217,27,1009,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.21172413,520,-1,,12.0,12.0,
15020,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,220,27,1012,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.20822306,520,-1,,14.0,14.0,
15021,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,221,27,1013,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.16333482,520,-1,,14.0,14.0,
15023,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,223,27,1015,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.17044018,520,-1,,14.0,14.0,
15041,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,241,30,1009,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.2081446,520,-1,,13.0,13.0,
15042,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,242,30,1010,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.16198453,520,-1,,13.0,13.0,
15047,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,247,30,1015,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.13685426,520,-1,,13.0,13.0,
15065,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,265,33,1009,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.121268116,520,-1,,11.0,11.0,
15175,right-50x8b-20260903,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,375,46,1015,52,True,unseen,libero_long_20260907,cosine,-1,False,0.4215928316116333,0.21904625,520,-1,,45.0,45.0,
10108,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,108,13,1012,52,True,seen,libero_long_20260908,euclidean,41,True,3.5915188789367676,4.965746,520,410,0.7884615384615384,14.0,14.0,-27.0
10830,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,30,3,1014,52,True,unseen,libero_long_20260908,euclidean,34,True,3.5915188789367676,3.9184868,520,340,0.6538461538461539,43.0,43.0,9.0
10840,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,40,5,1008,52,True,unseen,libero_long_20260908,euclidean,49,True,3.5915188789367676,4.6774683,520,490,0.9423076923076923,40.0,40.0,-9.0
10850,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,50,6,1010,52,True,unseen,libero_long_20260908,euclidean,41,True,3.5915188789367676,8.107567,520,410,0.7884615384615384,38.0,38.0,-3.0
10866,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,66,8,1010,52,True,unseen,libero_long_20260908,euclidean,32,True,3.5915188789367676,4.221044,520,320,0.6153846153846154,20.0,20.0,-12.0
10869,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,69,8,1013,52,True,unseen,libero_long_20260908,euclidean,-1,False,3.5915188789367676,3.5826032,520,-1,,20.0,20.0,
10871,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,71,8,1015,52,True,unseen,libero_long_20260908,euclidean,-1,False,3.5915188789367676,3.0433,520,-1,,20.0,20.0,
11014,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,214,26,1014,52,True,unseen,libero_long_20260908,euclidean,48,True,3.5915188789367676,4.7728615,520,480,0.9230769230769231,23.0,23.0,-25.0
11078,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,278,34,1014,52,True,unseen,libero_long_20260908,euclidean,12,True,3.5915188789367676,3.7094536,520,120,0.23076923076923078,38.0,38.0,26.0
11125,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,325,40,1013,52,True,unseen,libero_long_20260908,euclidean,-1,False,3.5915188789367676,3.5687525,520,-1,,41.0,41.0,
11129,right-50x8b-20260903,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,329,41,1009,52,True,unseen,libero_long_20260908,euclidean,31,True,3.5915188789367676,5.0628715,520,310,0.5961538461538461,18.0,18.0,-13.0
