suite,method,scope,calibration,alpha,episodes,failures,successes,tp,fp,fn,tn,recall,fpr,precision
libero_goal,euclidean,seen,episode,0.2,1680,57,1623,57,390,0,1233,1.0,0.24029574861367836,0.12751677852348994
libero_goal,euclidean,seen,task_init,0.01,1680,57,1623,0,0,57,1623,0.0,0.0,
libero_goal,euclidean,seen,task_init,0.03,1680,57,1623,56,11,1,1612,0.9824561403508771,0.006777572396796057,0.835820895522388
libero_goal,euclidean,seen,task_init,0.05,1680,57,1623,56,13,1,1610,0.9824561403508771,0.008009858287122612,0.8115942028985508
libero_goal,euclidean,seen,task_init,0.1,1680,57,1623,57,42,0,1581,1.0,0.025878003696857672,0.5757575757575758
libero_goal,euclidean,seen,task_init,0.15,1680,57,1623,57,94,0,1529,1.0,0.05791743684534812,0.37748344370860926
libero_goal,euclidean,seen,task_init,0.2,1680,57,1623,57,130,0,1493,1.0,0.08009858287122612,0.3048128342245989
libero_goal,euclidean,unseen,episode,0.01,3600,89,3511,88,522,1,2989,0.9887640449438202,0.14867559099971517,0.14426229508196722
libero_goal,euclidean,unseen,episode,0.03,3600,89,3511,89,668,0,2843,1.0,0.19025918541726003,0.11756935270805813
libero_goal,euclidean,unseen,episode,0.05,3600,89,3511,89,820,0,2691,1.0,0.2335516946738821,0.09790979097909791
libero_goal,euclidean,unseen,episode,0.1,3600,89,3511,89,1065,0,2446,1.0,0.3033323839362005,0.07712305025996534
libero_goal,euclidean,unseen,episode,0.15,3600,89,3511,89,1198,0,2313,1.0,0.3412133295357448,0.06915306915306915
libero_goal,euclidean,unseen,episode,0.2,3600,89,3511,89,1362,0,2149,1.0,0.38792366847052123,0.061337008959338385
libero_goal,euclidean,unseen,task_init,0.01,3600,89,3511,0,0,89,3511,0.0,0.0,
libero_goal,euclidean,unseen,task_init,0.03,3600,89,3511,87,483,2,3028,0.9775280898876404,0.13756764454571346,0.15263157894736842
libero_goal,euclidean,unseen,task_init,0.05,3600,89,3511,88,504,1,3007,0.9887640449438202,0.14354884648248362,0.14864864864864866
libero_goal,euclidean,unseen,task_init,0.1,3600,89,3511,89,682,0,2829,1.0,0.1942466533751068,0.11543450064850844
libero_goal,euclidean,unseen,task_init,0.15,3600,89,3511,89,861,0,2650,1.0,0.2452292794075762,0.09368421052631579
libero_goal,euclidean,unseen,task_init,0.2,3600,89,3511,89,952,0,2559,1.0,0.27114782113358016,0.08549471661863593
libero_long,cosine,seen,episode,0.01,1680,109,1571,0,11,109,1560,0.0,0.007001909611712286,0.0
libero_long,cosine,seen,episode,0.03,1680,109,1571,1,33,108,1538,0.009174311926605505,0.021005728835136857,0.029411764705882353
libero_long,cosine,seen,episode,0.05,1680,109,1571,2,64,107,1507,0.01834862385321101,0.04073838319541693,0.030303030303030304
libero_long,cosine,seen,episode,0.1,1680,109,1571,5,137,104,1434,0.045871559633027525,0.08720560152768937,0.035211267605633804
libero_long,cosine,seen,episode,0.15,1680,109,1571,6,207,103,1364,0.05504587155963303,0.13176320814767664,0.028169014084507043
libero_long,cosine,seen,episode,0.2,1680,109,1571,11,267,98,1304,0.10091743119266056,0.16995544239338,0.039568345323741004
libero_long,cosine,seen,task_init,0.01,1680,109,1571,0,0,109,1571,0.0,0.0,
libero_long,cosine,seen,task_init,0.03,1680,109,1571,0,7,109,1564,0.0,0.004455760661998727,0.0
libero_long,cosine,seen,task_init,0.05,1680,109,1571,0,8,109,1563,0.0,0.005092297899427116,0.0
libero_long,cosine,seen,task_init,0.1,1680,109,1571,1,20,108,1551,0.009174311926605505,0.012730744748567792,0.047619047619047616
libero_long,cosine,seen,task_init,0.15,1680,109,1571,1,30,108,1541,0.009174311926605505,0.019096117122851686,0.03225806451612903
libero_long,cosine,seen,task_init,0.2,1680,109,1571,1,46,108,1525,0.009174311926605505,0.02928071292170592,0.02127659574468085
libero_long,cosine,unseen,episode,0.01,3600,240,3360,2,65,238,3295,0.008333333333333333,0.019345238095238096,0.029850746268656716
libero_long,cosine,unseen,episode,0.03,3600,240,3360,8,154,232,3206,0.03333333333333333,0.04583333333333333,0.04938271604938271
libero_long,cosine,unseen,episode,0.05,3600,240,3360,10,227,230,3133,0.041666666666666664,0.0675595238095238,0.04219409282700422
libero_long,cosine,unseen,episode,0.1,3600,240,3360,22,450,218,2910,0.09166666666666666,0.13392857142857142,0.046610169491525424
libero_long,cosine,unseen,episode,0.15,3600,240,3360,37,689,203,2671,0.15416666666666667,0.2050595238095238,0.05096418732782369
libero_long,cosine,unseen,episode,0.2,3600,240,3360,45,882,195,2478,0.1875,0.2625,0.04854368932038835
libero_long,cosine,unseen,task_init,0.01,3600,240,3360,0,0,240,3360,0.0,0.0,
libero_long,cosine,unseen,task_init,0.03,3600,240,3360,0,22,240,3338,0.0,0.006547619047619048,0.0
libero_long,cosine,unseen,task_init,0.05,3600,240,3360,1,38,239,3322,0.004166666666666667,0.01130952380952381,0.02564102564102564
libero_long,cosine,unseen,task_init,0.1,3600,240,3360,4,80,236,3280,0.016666666666666666,0.023809523809523808,0.047619047619047616
libero_long,cosine,unseen,task_init,0.15,3600,240,3360,7,138,233,3222,0.029166666666666667,0.04107142857142857,0.04827586206896552
libero_long,cosine,unseen,task_init,0.2,3600,240,3360,8,189,232,3171,0.03333333333333333,0.05625,0.04060913705583756
libero_long,euclidean,seen,episode,0.01,1680,109,1571,69,38,40,1533,0.6330275229357798,0.0241884150222788,0.6448598130841121
libero_long,euclidean,seen,episode,0.03,1680,109,1571,96,60,13,1511,0.8807339449541285,0.03819223424570337,0.6153846153846154
libero_long,euclidean,seen,episode,0.05,1680,109,1571,102,82,7,1489,0.9357798165137615,0.052196053469127944,0.5543478260869565
libero_long,euclidean,seen,episode,0.1,1680,109,1571,108,155,1,1416,0.9908256880733946,0.09866327180140039,0.41064638783269963
libero_long,euclidean,seen,episode,0.15,1680,109,1571,109,227,0,1344,1.0,0.14449395289624442,0.3244047619047619
libero_long,euclidean,seen,episode,0.2,1680,109,1571,109,323,0,1248,1.0,0.20560152768936982,0.2523148148148148
libero_long,euclidean,seen,task_init,0.01,1680,109,1571,0,0,109,1571,0.0,0.0,
libero_long,euclidean,seen,task_init,0.03,1680,109,1571,49,12,60,1559,0.44954128440366975,0.0076384468491406746,0.8032786885245902
libero_long,euclidean,seen,task_init,0.05,1680,109,1571,57,25,52,1546,0.5229357798165137,0.015913430935709738,0.6951219512195121
libero_long,euclidean,seen,task_init,0.1,1680,109,1571,85,55,24,1516,0.7798165137614679,0.03500954805856143,0.6071428571428571
libero_long,euclidean,seen,task_init,0.15,1680,109,1571,92,62,17,1509,0.8440366972477065,0.03946530872056015,0.5974025974025974
libero_long,euclidean,seen,task_init,0.2,1680,109,1571,104,88,5,1483,0.9541284403669725,0.056015276893698285,0.5416666666666666
libero_long,euclidean,unseen,episode,0.01,3600,240,3360,202,74,38,3286,0.8416666666666667,0.022023809523809525,0.7318840579710145
libero_long,euclidean,unseen,episode,0.03,3600,240,3360,237,346,3,3014,0.9875,0.10297619047619047,0.4065180102915952
libero_long,euclidean,unseen,episode,0.05,3600,240,3360,239,507,1,2853,0.9958333333333333,0.15089285714285713,0.3203753351206434
libero_long,euclidean,unseen,episode,0.1,3600,240,3360,240,913,0,2447,1.0,0.27172619047619045,0.20815264527320035
libero_long,euclidean,unseen,episode,0.15,3600,240,3360,240,1216,0,2144,1.0,0.3619047619047619,0.16483516483516483
libero_long,euclidean,unseen,episode,0.2,3600,240,3360,240,1476,0,1884,1.0,0.4392857142857143,0.13986013986013987
libero_long,euclidean,unseen,task_init,0.01,3600,240,3360,0,0,240,3360,0.0,0.0,
libero_long,euclidean,unseen,task_init,0.03,3600,240,3360,175,33,65,3327,0.7291666666666666,0.009821428571428571,0.8413461538461539
libero_long,euclidean,unseen,task_init,0.05,3600,240,3360,193,47,47,3313,0.8041666666666667,0.013988095238095239,0.8041666666666667
libero_long,euclidean,unseen,task_init,0.1,3600,240,3360,234,284,6,3076,0.975,0.08452380952380953,0.4517374517374517
libero_long,euclidean,unseen,task_init,0.15,3600,240,3360,238,383,2,2977,0.9916666666666667,0.11398809523809524,0.3832528180354267
libero_long,euclidean,unseen,task_init,0.2,3600,240,3360,239,581,1,2779,0.9958333333333333,0.17291666666666666,0.2914634146341463
libero_object,cosine,seen,episode,0.01,1680,24,1656,0,17,24,1639,0.0,0.010265700483091788,0.0
libero_object,cosine,seen,episode,0.03,1680,24,1656,0,71,24,1585,0.0,0.042874396135265704,0.0
libero_object,cosine,seen,episode,0.05,1680,24,1656,2,107,22,1549,0.08333333333333333,0.0646135265700483,0.01834862385321101
libero_object,cosine,seen,episode,0.1,1680,24,1656,3,180,21,1476,0.125,0.10869565217391304,0.01639344262295082
libero_object,cosine,seen,episode,0.15,1680,24,1656,5,274,19,1382,0.20833333333333334,0.16545893719806765,0.017921146953405017
libero_object,cosine,seen,episode,0.2,1680,24,1656,5,357,19,1299,0.20833333333333334,0.21557971014492755,0.013812154696132596
libero_object,cosine,seen,task_init,0.01,1680,24,1656,0,0,24,1656,0.0,0.0,
libero_object,cosine,seen,task_init,0.03,1680,24,1656,0,6,24,1650,0.0,0.0036231884057971015,0.0
libero_object,cosine,seen,task_init,0.05,1680,24,1656,0,6,24,1650,0.0,0.0036231884057971015,0.0
libero_object,cosine,seen,task_init,0.1,1680,24,1656,0,49,24,1607,0.0,0.029589371980676328,0.0
libero_object,cosine,seen,task_init,0.15,1680,24,1656,0,68,24,1588,0.0,0.04106280193236715,0.0
libero_object,cosine,seen,task_init,0.2,1680,24,1656,1,88,23,1568,0.041666666666666664,0.05314009661835749,0.011235955056179775
libero_object,cosine,unseen,episode,0.01,3600,34,3566,0,32,34,3534,0.0,0.0089736399326977,0.0
libero_object,cosine,unseen,episode,0.03,3600,34,3566,0,167,34,3399,0.0,0.04683118339876612,0.0
libero_object,cosine,unseen,episode,0.05,3600,34,3566,0,242,34,3324,0.0,0.06786315199102635,0.0
libero_object,cosine,unseen,episode,0.1,3600,34,3566,0,381,34,3185,0.0,0.106842400448682,0.0
libero_object,cosine,unseen,episode,0.15,3600,34,3566,1,559,33,3007,0.029411764705882353,0.15675827257431296,0.0017857142857142857
libero_object,cosine,unseen,episode,0.2,3600,34,3566,1,755,33,2811,0.029411764705882353,0.21172181716208638,0.0013227513227513227
libero_object,cosine,unseen,task_init,0.01,3600,34,3566,0,0,34,3566,0.0,0.0,
libero_object,cosine,unseen,task_init,0.03,3600,34,3566,0,16,34,3550,0.0,0.00448681996634885,0.0
libero_object,cosine,unseen,task_init,0.05,3600,34,3566,0,16,34,3550,0.0,0.00448681996634885,0.0
libero_object,cosine,unseen,task_init,0.1,3600,34,3566,0,102,34,3464,0.0,0.02860347728547392,0.0
libero_object,cosine,unseen,task_init,0.15,3600,34,3566,0,163,34,3403,0.0,0.04570947840717891,0.0
libero_object,cosine,unseen,task_init,0.2,3600,34,3566,0,193,34,3373,0.0,0.05412226584408301,0.0
libero_object,euclidean,seen,episode,0.01,1680,24,1656,22,18,2,1638,0.9166666666666666,0.010869565217391304,0.55
libero_object,euclidean,seen,episode,0.03,1680,24,1656,22,43,2,1613,0.9166666666666666,0.025966183574879228,0.3384615384615385
libero_object,euclidean,seen,episode,0.05,1680,24,1656,23,86,1,1570,0.9583333333333334,0.051932367149758456,0.21100917431192662
libero_object,euclidean,seen,episode,0.1,1680,24,1656,24,158,0,1498,1.0,0.09541062801932366,0.13186813186813187
libero_object,euclidean,seen,episode,0.15,1680,24,1656,24,216,0,1440,1.0,0.13043478260869565,0.1
libero_object,euclidean,seen,episode,0.2,1680,24,1656,24,299,0,1357,1.0,0.18055555555555555,0.07430340557275542
libero_object,euclidean,seen,task_init,0.01,1680,24,1656,0,0,24,1656,0.0,0.0,
libero_object,euclidean,seen,task_init,0.03,1680,24,1656,18,2,6,1654,0.75,0.0012077294685990338,0.9
libero_object,euclidean,seen,task_init,0.05,1680,24,1656,20,8,4,1648,0.8333333333333334,0.004830917874396135,0.7142857142857143
libero_object,euclidean,seen,task_init,0.1,1680,24,1656,22,28,2,1628,0.9166666666666666,0.016908212560386472,0.44
libero_object,euclidean,seen,task_init,0.15,1680,24,1656,22,36,2,1620,0.9166666666666666,0.021739130434782608,0.3793103448275862
libero_object,euclidean,seen,task_init,0.2,1680,24,1656,22,49,2,1607,0.9166666666666666,0.029589371980676328,0.30985915492957744
libero_object,euclidean,unseen,episode,0.01,3600,34,3566,33,181,1,3385,0.9705882352941176,0.050757150869321366,0.1542056074766355
libero_object,euclidean,unseen,episode,0.03,3600,34,3566,33,331,1,3235,0.9705882352941176,0.09282108805384184,0.09065934065934066
libero_object,euclidean,unseen,episode,0.05,3600,34,3566,34,515,0,3051,1.0,0.14441951766685363,0.061930783242258654
libero_object,euclidean,unseen,episode,0.1,3600,34,3566,34,792,0,2774,1.0,0.2220975883342681,0.04116222760290557
libero_object,euclidean,unseen,episode,0.15,3600,34,3566,34,1064,0,2502,1.0,0.29837352776219855,0.030965391621129327
libero_object,euclidean,unseen,episode,0.2,3600,34,3566,34,1339,0,2227,1.0,0.3754907459338194,0.024763292061179897
libero_object,euclidean,unseen,task_init,0.01,3600,34,3566,0,0,34,3566,0.0,0.0,
libero_object,euclidean,unseen,task_init,0.03,3600,34,3566,29,85,5,3481,0.8529411764705882,0.023836231071228266,0.2543859649122807
libero_object,euclidean,unseen,task_init,0.05,3600,34,3566,32,149,2,3417,0.9411764705882353,0.04178351093662367,0.17679558011049723
libero_object,euclidean,unseen,task_init,0.1,3600,34,3566,33,245,1,3321,0.9705882352941176,0.06870443073471677,0.11870503597122302
libero_object,euclidean,unseen,task_init,0.15,3600,34,3566,33,285,1,3281,0.9705882352941176,0.07992148065058889,0.10377358490566038
libero_object,euclidean,unseen,task_init,0.2,3600,34,3566,33,356,1,3210,0.9705882352941176,0.09983174425126191,0.08483290488431877
libero_spatial,cosine,seen,episode,0.01,1680,61,1619,4,21,57,1598,0.06557377049180328,0.012970969734403953,0.16
libero_spatial,cosine,seen,episode,0.03,1680,61,1619,12,73,49,1546,0.19672131147540983,0.045089561457689935,0.1411764705882353
libero_spatial,cosine,seen,episode,0.05,1680,61,1619,16,94,45,1525,0.26229508196721313,0.05806053119209389,0.14545454545454545
libero_spatial,cosine,seen,episode,0.1,1680,61,1619,33,169,28,1450,0.5409836065573771,0.10438542310067943,0.16336633663366337
libero_spatial,cosine,seen,episode,0.15,1680,61,1619,39,228,22,1391,0.639344262295082,0.14082767140210006,0.14606741573033707
libero_spatial,cosine,seen,episode,0.2,1680,61,1619,46,315,15,1304,0.7540983606557377,0.1945645460160593,0.12742382271468145
libero_spatial,cosine,seen,task_init,0.01,1680,61,1619,0,0,61,1619,0.0,0.0,
libero_spatial,cosine,seen,task_init,0.03,1680,61,1619,2,16,59,1603,0.03278688524590164,0.009882643607164917,0.1111111111111111
libero_spatial,cosine,seen,task_init,0.05,1680,61,1619,2,16,59,1603,0.03278688524590164,0.009882643607164917,0.1111111111111111
libero_spatial,cosine,seen,task_init,0.1,1680,61,1619,5,56,56,1563,0.08196721311475409,0.034589252625077206,0.08196721311475409
libero_spatial,cosine,seen,task_init,0.15,1680,61,1619,14,80,47,1539,0.22950819672131148,0.04941321803582458,0.14893617021276595
libero_spatial,cosine,seen,task_init,0.2,1680,61,1619,18,99,43,1520,0.29508196721311475,0.06114885731933292,0.15384615384615385
libero_spatial,cosine,unseen,episode,0.01,3600,128,3472,5,50,123,3422,0.0390625,0.014400921658986175,0.09090909090909091
libero_spatial,cosine,unseen,episode,0.03,3600,128,3472,11,122,117,3350,0.0859375,0.03513824884792627,0.08270676691729323
libero_spatial,cosine,unseen,episode,0.05,3600,128,3472,19,168,109,3304,0.1484375,0.04838709677419355,0.10160427807486631
libero_spatial,cosine,unseen,episode,0.1,3600,128,3472,31,334,97,3138,0.2421875,0.09619815668202765,0.08493150684931507
libero_spatial,cosine,unseen,episode,0.15,3600,128,3472,61,527,67,2945,0.4765625,0.15178571428571427,0.10374149659863946
libero_spatial,cosine,unseen,episode,0.2,3600,128,3472,83,786,45,2686,0.6484375,0.22638248847926268,0.09551208285385501
libero_spatial,cosine,unseen,task_init,0.01,3600,128,3472,0,0,128,3472,0.0,0.0,
libero_spatial,cosine,unseen,task_init,0.03,3600,128,3472,2,38,126,3434,0.015625,0.010944700460829493,0.05
libero_spatial,cosine,unseen,task_init,0.05,3600,128,3472,2,40,126,3432,0.015625,0.01152073732718894,0.047619047619047616
libero_spatial,cosine,unseen,task_init,0.1,3600,128,3472,10,103,118,3369,0.078125,0.02966589861751152,0.08849557522123894
libero_spatial,cosine,unseen,task_init,0.15,3600,128,3472,16,161,112,3311,0.125,0.046370967741935484,0.0903954802259887
libero_spatial,cosine,unseen,task_init,0.2,3600,128,3472,20,197,108,3275,0.15625,0.05673963133640553,0.09216589861751152
libero_spatial,euclidean,seen,episode,0.01,1680,61,1619,61,25,0,1594,1.0,0.015441630636195183,0.7093023255813954
libero_spatial,euclidean,seen,episode,0.03,1680,61,1619,61,77,0,1542,1.0,0.04756022235948116,0.4420289855072464
libero_spatial,euclidean,seen,episode,0.05,1680,61,1619,61,116,0,1503,1.0,0.07164916615194565,0.3446327683615819
libero_spatial,euclidean,seen,episode,0.1,1680,61,1619,61,224,0,1395,1.0,0.13835701050030882,0.21403508771929824
libero_spatial,euclidean,seen,episode,0.15,1680,61,1619,61,300,0,1319,1.0,0.1852995676343422,0.16897506925207756
libero_spatial,euclidean,seen,episode,0.2,1680,61,1619,61,420,0,1199,1.0,0.25941939468807906,0.12681912681912683
libero_spatial,euclidean,seen,task_init,0.01,1680,61,1619,0,0,61,1619,0.0,0.0,
libero_spatial,euclidean,seen,task_init,0.03,1680,61,1619,61,13,0,1606,1.0,0.008029647930821495,0.8243243243243243
libero_spatial,euclidean,seen,task_init,0.05,1680,61,1619,61,23,0,1596,1.0,0.014206300185299567,0.7261904761904762
libero_spatial,euclidean,seen,task_init,0.1,1680,61,1619,61,53,0,1566,1.0,0.032736256948733784,0.5350877192982456
libero_spatial,euclidean,seen,task_init,0.15,1680,61,1619,61,69,0,1550,1.0,0.0426189005558987,0.46923076923076923
libero_spatial,euclidean,seen,task_init,0.2,1680,61,1619,61,107,0,1512,1.0,0.06609017912291539,0.3630952380952381
libero_spatial,euclidean,unseen,episode,0.01,3600,128,3472,128,164,0,3308,1.0,0.04723502304147465,0.4383561643835616
libero_spatial,euclidean,unseen,episode,0.03,3600,128,3472,128,516,0,2956,1.0,0.14861751152073732,0.19875776397515527
libero_spatial,euclidean,unseen,episode,0.05,3600,128,3472,128,669,0,2803,1.0,0.19268433179723501,0.1606022584692597
libero_spatial,euclidean,unseen,episode,0.1,3600,128,3472,128,999,0,2473,1.0,0.28773041474654376,0.11357586512866016
libero_spatial,euclidean,unseen,episode,0.15,3600,128,3472,128,1174,0,2298,1.0,0.3381336405529954,0.09831029185867896
libero_spatial,euclidean,unseen,episode,0.2,3600,128,3472,128,1352,0,2120,1.0,0.38940092165898615,0.08648648648648649
libero_spatial,euclidean,unseen,task_init,0.01,3600,128,3472,0,0,128,3472,0.0,0.0,
libero_spatial,euclidean,unseen,task_init,0.03,3600,128,3472,128,93,0,3379,1.0,0.026785714285714284,0.579185520361991
libero_spatial,euclidean,unseen,task_init,0.05,3600,128,3472,128,147,0,3325,1.0,0.04233870967741935,0.46545454545454545
libero_spatial,euclidean,unseen,task_init,0.1,3600,128,3472,128,312,0,3160,1.0,0.08986175115207373,0.2909090909090909
libero_spatial,euclidean,unseen,task_init,0.15,3600,128,3472,128,408,0,3064,1.0,0.1175115207373272,0.23880597014925373
libero_spatial,euclidean,unseen,task_init,0.2,3600,128,3472,128,613,0,2859,1.0,0.1765552995391705,0.17273954116059378
