init_state_id,query,branches,horizontal,vertical_lag1,vertical_lag2,vertical_lag3,vertical_lag4,vertical_lag5,vertical_lag6,vertical_lag7,vertical_lag8
0,0,32,0.2735873015873016,,,,,,,,
0,1,32,0.3739126984126984,0.881934523809524,,,,,,,
0,2,32,0.39047817460317463,0.8804761904761905,0.923251488095238,,,,,,
0,3,32,0.46680158730158733,0.8397544642857144,0.8672098214285714,0.9369345238095239,,,,,
0,4,32,0.416811507936508,0.8476934523809525,0.8738541666666666,0.9053645833333334,0.8749702380952381,,,,
0,5,32,0.4288531746031746,0.8440997023809524,0.8898809523809523,0.8756845238095239,0.9065848214285714,0.8857886904761905,,,
0,6,32,0.35819841269841274,0.8906770833333333,0.8875000000000001,0.9164880952380954,0.9186011904761904,0.9147172619047619,0.8588541666666667,,
0,7,32,0.5220257936507937,0.9080654761904762,0.8997247023809525,0.9058556547619048,0.882842261904762,0.8646651785714287,0.9020907738095238,0.9061160714285714,
0,8,32,0.6777003968253968,0.8511532738095238,0.868452380952381,0.9171502976190476,0.9156919642857143,0.9012797619047619,0.8988467261904762,0.9218154761904762,0.8983110119047619
0,9,32,0.4879166666666668,0.9036383928571429,0.9343973214285715,0.9163839285714286,0.9511904761904763,0.9327752976190478,0.9133854166666666,0.9332886904761906,0.9573660714285714
0,10,32,0.6048055555555556,0.7718303571428572,0.8791592261904762,0.9207514880952381,0.9137872023809525,0.9367559523809524,0.9319568452380953,0.9260044642857144,0.9252157738095238
0,11,32,0.6575376984126985,0.8464434523809524,0.9114955357142858,0.9035119047619048,0.8838020833333333,0.9337574404761906,0.9589434523809525,0.9494791666666668,0.9174702380952381
0,12,30,0.6669305555555557,0.8292460317460317,0.9153253968253968,0.9312380952380952,0.9132857142857144,0.9229444444444445,0.9302460317460318,0.9287460317460319,0.9128095238095237
3,0,32,0.31870238095238096,,,,,,,,
3,1,32,0.3811686507936508,0.9097991071428572,,,,,,,
3,2,32,0.43751984126984134,0.8685342261904763,0.8935788690476191,,,,,,
3,3,32,0.4327797619047619,0.8262723214285714,0.8847098214285715,0.8936755952380953,,,,,
3,4,32,0.40279761904761907,0.8532366071428572,0.8554985119047619,0.8864583333333333,0.9040029761904762,,,,
3,5,32,0.4024186507936508,0.8361309523809524,0.8762425595238095,0.9149404761904762,0.8989508928571429,0.9086904761904762,,,
3,6,32,0.34554761904761905,0.8952529761904762,0.9315327380952382,0.9278571428571428,0.9199479166666666,0.9093229166666668,0.916703869047619,,
3,7,32,0.43448214285714293,0.8679910714285715,0.8762425595238096,0.9098958333333333,0.8772991071428572,0.8900595238095239,0.8962053571428572,0.9222842261904762,
3,8,32,0.5365892857142858,0.8860491071428571,0.8844866071428572,0.9120238095238096,0.88875,0.9162127976190476,0.9088616071428571,0.9320610119047619,0.9158705357142858
3,9,32,0.48912301587301593,0.9090848214285714,0.9313020833333333,0.9395535714285714,0.912700892857143,0.9034226190476191,0.9359300595238096,0.9297693452380953,0.9452008928571429
3,10,32,0.6814404761904762,0.8864062500000001,0.9277976190476191,0.9282142857142857,0.9442708333333334,0.9418452380952381,0.9408556547619048,0.9370535714285715,0.9128720238095238
3,11,32,0.6814900793650794,0.784360119047619,0.915825892857143,0.9155580357142857,0.9133779761904761,0.9503125,0.9440848214285715,0.9129985119047619,0.9111309523809523
7,0,32,0.31769444444444445,,,,,,,,
7,1,32,0.3729007936507937,0.9128943452380953,,,,,,,
7,2,32,0.3706567460317461,0.900186011904762,0.9259970238095239,,,,,,
7,3,32,0.4068333333333334,0.7888244047619049,0.895811011904762,0.8832886904761905,,,,,
7,4,32,0.4281488095238096,0.7377752976190477,0.8754166666666667,0.8834598214285715,0.8694642857142858,,,,
7,5,32,0.3987936507936508,0.8576041666666667,0.9011681547619048,0.8885565476190477,0.8991889880952382,0.9266666666666667,,,
7,6,32,0.47079761904761913,0.8850446428571428,0.9274330357142857,0.9391741071428571,0.9033110119047619,0.9121056547619049,0.9093824404761904,,
7,7,32,0.5268511904761904,0.855840773809524,0.8920982142857143,0.9138616071428572,0.9191964285714287,0.8938244047619048,0.94640625,0.8909747023809524,
7,8,32,0.6004464285714286,0.9078422619047619,0.9365029761904762,0.9191443452380952,0.9370907738095239,0.9386458333333334,0.9317633928571429,0.93671875,0.9308035714285714
7,9,32,0.720029761904762,0.8565997023809524,0.9186979166666667,0.9125148809523811,0.924233630952381,0.9236532738095239,0.9284821428571428,0.9446428571428572,0.933891369047619
7,10,32,0.7641884920634923,0.8466071428571429,0.9239657738095238,0.9233258928571428,0.9272619047619048,0.9040252976190476,0.9174776785714287,0.8944791666666667,0.9344866071428573
7,11,32,0.7620218253968254,0.7880580357142858,0.8694345238095238,0.9173511904761905,0.936279761904762,0.9293377976190477,0.899233630952381,0.9268750000000001,0.9182366071428572
10,0,32,0.2886587301587301,,,,,,,,
10,1,32,0.3907599206349207,0.9188616071428573,,,,,,,
10,2,32,0.3909543650793651,0.86703125,0.9398809523809524,,,,,,
10,3,32,0.4488095238095238,0.8319642857142858,0.8819568452380953,0.9260416666666667,,,,,
10,4,32,0.509468253968254,0.8249627976190477,0.8888764880952381,0.9107291666666667,0.9346800595238096,,,,
10,5,32,0.4252400793650794,0.8429464285714287,0.8897842261904761,0.894107142857143,0.8990997023809525,0.8946949404761906,,,
10,6,32,0.4302400793650794,0.8528348214285715,0.8965997023809524,0.9122321428571429,0.9150967261904762,0.8748809523809524,0.9261235119047619,,
10,7,32,0.49021031746031757,0.8928794642857143,0.9120163690476191,0.853764880952381,0.9128794642857143,0.9151785714285714,0.9063169642857143,0.9432291666666668,
10,8,32,0.560077380952381,0.8314062500000001,0.8825892857142857,0.9140178571428572,0.8927455357142857,0.9013690476190477,0.9057589285714286,0.8879389880952381,0.9137723214285713
10,9,32,0.6682896825396827,0.9159747023809524,0.9242038690476191,0.9375892857142858,0.9064732142857144,0.9135342261904762,0.9167336309523809,0.9132291666666666,0.9108630952380953
