init_state_id,query,branches,horizontal,vertical_lag1,vertical_lag2,vertical_lag3,vertical_lag4,vertical_lag5,vertical_lag6,vertical_lag7,vertical_lag8
0,0,32,0.3272261904761905,,,,,,,,
0,1,32,0.3874880952380953,0.8657514880952382,,,,,,,
0,2,32,0.4427757936507937,0.819077380952381,0.8633705357142858,,,,,,
0,3,32,0.4721646825396826,0.7700967261904763,0.8797693452380952,0.8943973214285714,,,,,
0,4,32,0.45861706349206355,0.7993824404761904,0.8375744047619048,0.8721056547619048,0.899248511904762,,,,
0,5,32,0.4326587301587302,0.7893303571428572,0.9095386904761905,0.8947544642857144,0.9191741071428572,0.9566369047619048,,,
0,6,32,0.47489087301587307,0.756748511904762,0.8733407738095238,0.910751488095238,0.9002678571428573,0.9150595238095238,0.9572842261904763,,
0,7,32,0.4968928571428572,0.838467261904762,0.846391369047619,0.9046875000000001,0.9240550595238096,0.906875,0.8977306547619047,0.8938467261904761,
0,8,32,0.6066309523809523,0.7123214285714285,0.8716666666666668,0.8722916666666667,0.9060267857142857,0.9034077380952381,0.8991815476190477,0.9132886904761905,0.9178720238095238
0,9,32,0.5865416666666667,0.7889806547619048,0.860967261904762,0.9152678571428572,0.9041741071428572,0.9444270833333335,0.9581175595238096,0.9303497023809524,0.9374776785714287
0,10,32,0.7017976190476192,0.8464583333333333,0.8803497023809524,0.9135044642857144,0.9051190476190476,0.9029687500000001,0.9292113095238096,0.9361011904761904,0.8840327380952382
0,11,32,0.6767500000000001,0.9146056547619048,0.8983556547619047,0.9001636904761905,0.9063095238095238,0.9373214285714285,0.9246056547619048,0.8964583333333334,0.9041964285714286
0,12,32,0.6897420634920636,0.9183705357142857,0.9188095238095237,0.9305059523809525,0.9404017857142857,0.9098660714285716,0.9391964285714286,0.9111011904761905,0.9035267857142857
0,13,32,0.7272222222222223,0.8316369047619048,0.9286160714285714,0.9314955357142857,0.9285788690476191,0.934858630952381,0.9437202380952382,0.9403422619047619,0.93734375
0,14,32,0.697625,0.7807142857142857,0.8884449404761905,0.9075892857142858,0.9219270833333334,0.9288169642857143,0.9154166666666668,0.9296651785714286,0.8986830357142858
0,15,32,0.7093908730158731,0.7968824404761905,0.8666964285714286,0.8945758928571429,0.9165699404761906,0.9380729166666666,0.9239657738095238,0.9175744047619048,0.9127306547619048
0,16,32,0.7055892857142858,0.81375,0.8866443452380953,0.9151190476190476,0.901904761904762,0.9339136904761904,0.9273363095238096,0.9222247023809524,0.9212946428571429
0,17,32,0.7894603174603175,0.8641145833333334,0.8991964285714287,0.9027232142857143,0.9183854166666667,0.9202901785714286,0.9072395833333333,0.9144270833333334,0.90390625
0,18,32,0.7906269841269842,0.8903050595238096,0.916592261904762,0.924047619047619,0.9052157738095239,0.9045535714285714,0.9171949404761905,0.9286235119047619,0.9306547619047619
0,19,32,0.7362579365079367,0.8696949404761904,0.9166220238095238,0.9218005952380952,0.9303571428571429,0.9056026785714286,0.9078125,0.9152678571428572,0.9417113095238094
3,0,32,0.3410972222222223,,,,,,,,
3,1,32,0.34232539682539687,0.8898883928571429,,,,,,,
3,2,32,0.4073293650793651,0.794546130952381,0.8882142857142856,,,,,,
3,3,32,0.41385912698412697,0.7732961309523809,0.8828720238095239,0.9161086309523809,,,,,
3,4,32,0.4134285714285715,0.7757440476190477,0.8467485119047621,0.8621502976190477,0.9268005952380953,,,,
3,5,32,0.3583134920634921,0.7774330357142858,0.801577380952381,0.8802678571428573,0.9197693452380953,0.9284598214285714,,,
3,6,32,0.37151984126984133,0.7893526785714287,0.8738839285714286,0.8858333333333334,0.8564657738095238,0.8975223214285715,0.9272321428571428,,
3,7,32,0.47099007936507936,0.8538318452380953,0.8826041666666666,0.8884449404761905,0.9180431547619048,0.919404761904762,0.9329315476190476,0.9081026785714286,
3,8,32,0.45544841269841274,0.7240773809523811,0.8840625,0.8887127976190476,0.9401785714285714,0.9306919642857143,0.9102827380952382,0.9393303571428572,0.9108258928571429
3,9,32,0.4759920634920635,0.6316145833333334,0.8283407738095239,0.8977380952380953,0.8922544642857143,0.9483035714285715,0.9334821428571429,0.9409895833333334,0.9322544642857142
3,10,32,0.48607738095238096,0.7259449404761904,0.8051116071428572,0.8844568452380953,0.9225223214285714,0.913139880952381,0.9375892857142857,0.9279315476190476,0.9407142857142858
3,11,32,0.6114146825396826,0.8553720238095238,0.9108184523809524,0.90875,0.9123363095238095,0.9318080357142857,0.8991666666666667,0.9216592261904762,0.9036681547619048
3,12,32,0.5278392857142857,0.8941443452380953,0.9183630952380952,0.9378125,0.9249255952380953,0.9174776785714286,0.925811011904762,0.9222395833333333,0.9238467261904763
3,13,32,0.5346309523809524,0.9164880952380954,0.9413690476190477,0.9374255952380952,0.9179241071428572,0.9075818452380953,0.8740401785714287,0.9202604166666667,0.9327678571428573
3,14,32,0.5806289682539683,0.851123511904762,0.948296130952381,0.9346800595238095,0.9213392857142857,0.9158556547619048,0.9100074404761905,0.9143973214285714,0.9302380952380953
3,15,32,0.5463075396825398,0.7902901785714286,0.9104836309523809,0.9361607142857142,0.9278645833333334,0.92875,0.9163020833333333,0.9291592261904762,0.9221205357142858
