init_state_id,query,branches,horizontal,vertical_lag1,vertical_lag2,vertical_lag3,vertical_lag4,vertical_lag5,vertical_lag6,vertical_lag7,vertical_lag8
0,0,32,0.39714484126984134,,,,,,,,
0,1,32,0.4009821428571429,0.9219866071428571,,,,,,,
0,2,32,0.47179761904761913,0.9231473214285715,0.933154761904762,,,,,,
0,3,32,0.5629583333333333,0.9286755952380953,0.9331622023809525,0.94234375,,,,,
0,4,32,0.6560019841269842,0.8905431547619048,0.9323363095238095,0.9420907738095239,0.910513392857143,,,,
0,5,32,0.6301805555555556,0.9001488095238096,0.8984449404761905,0.9247247023809524,0.9100372023809524,0.9093080357142858,,,
0,6,32,0.5888333333333334,0.8893229166666667,0.9172693452380953,0.9230803571428572,0.9390029761904762,0.9097842261904763,0.9111235119047619,,
0,7,32,0.650734126984127,0.8879241071428572,0.9023809523809524,0.9175744047619048,0.9131845238095239,0.9341666666666667,0.9012946428571429,0.9246800595238095,
0,8,32,0.6821309523809524,0.9232514880952382,0.9296800595238096,0.9438244047619048,0.9081622023809524,0.9227901785714285,0.9165699404761904,0.915952380952381,0.9255803571428571
0,9,17,0.6810158730158731,0.8951540616246499,0.9198319327731094,0.9316806722689076,0.9085994397759104,0.9225070028011205,0.9034733893557424,0.9126750700280113,0.9218067226890757
0,10,8,0.5647959183673471,0.9202380952380953,0.9480654761904763,0.9441964285714286,0.9452976190476191,0.9186309523809524,0.9155059523809524,0.910327380952381,0.9282738095238096
3,0,32,0.3740813492063493,,,,,,,,
3,1,32,0.34314285714285714,0.9270907738095239,,,,,,,
3,2,32,0.3992480158730159,0.9297544642857144,0.8907514880952381,,,,,,
3,3,32,0.46667261904761914,0.8877827380952381,0.9093080357142858,0.9056026785714285,,,,,
3,4,32,0.6459246031746032,0.8958779761904763,0.9322693452380952,0.9231622023809525,0.9302604166666667,,,,
3,5,32,0.7041210317460318,0.9214583333333334,0.9145014880952381,0.9379166666666666,0.9286309523809524,0.9224107142857144,,,
3,6,32,0.6976488095238096,0.9131770833333333,0.9164657738095239,0.9270535714285715,0.9259375000000001,0.9375744047619048,0.9028645833333333,,
3,7,32,0.7576269841269841,0.9042857142857144,0.9139360119047619,0.938407738095238,0.9295386904761904,0.9226636904761905,0.8877901785714286,0.9180282738095239,
3,8,32,0.7502757936507937,0.9147693452380954,0.9138541666666667,0.9325892857142857,0.9085863095238096,0.9222172619047619,0.8941294642857144,0.9432366071428572,0.9231026785714286
3,9,11,0.829064935064935,0.9199567099567101,0.9168831168831169,0.9296969696969697,0.916991341991342,0.9208658008658008,0.9182900432900433,0.9308441558441559,0.9120346320346322
7,0,32,0.32688095238095244,,,,,,,,
7,1,32,0.4060218253968254,0.9065029761904762,,,,,,,
7,2,32,0.37698412698412703,0.9250818452380953,0.9160267857142856,,,,,,
7,3,32,0.4903492063492064,0.9000595238095238,0.8987648809523809,0.8850520833333333,,,,,
7,4,32,0.5533849206349206,0.9111979166666666,0.9011607142857143,0.9155952380952381,0.9413690476190477,,,,
7,5,32,0.6493392857142857,0.8791666666666667,0.897641369047619,0.9102604166666667,0.900907738095238,0.9162872023809524,,,
7,6,32,0.6878095238095239,0.928266369047619,0.9074851190476192,0.9206175595238095,0.9148363095238096,0.9113169642857143,0.9153348214285715,,
7,7,32,0.7342400793650795,0.9069196428571429,0.8931994047619047,0.9013690476190477,0.913169642857143,0.9361904761904762,0.9147395833333334,0.9471354166666668,
7,8,32,0.7256746031746033,0.9012053571428572,0.8967559523809523,0.9325223214285714,0.9395386904761904,0.9128869047619048,0.9072023809523809,0.932217261904762,0.9238095238095239
7,9,27,0.8181607142857144,0.9073192239858905,0.9332098765432099,0.920573192239859,0.9336419753086419,0.9148148148148147,0.8986507936507938,0.9324955908289243,0.9264462081128747
10,0,32,0.3792678571428572,,,,,,,,
10,1,32,0.4222599206349206,0.9112574404761905,,,,,,,
10,2,32,0.4601349206349206,0.9073139880952381,0.9285267857142858,,,,,,
10,3,32,0.5194960317460318,0.9123809523809523,0.9285491071428571,0.9035267857142858,,,,,
10,4,32,0.6243968253968255,0.9152752976190477,0.9350372023809524,0.9572916666666668,0.9282886904761904,,,,
10,5,32,0.6896170634920635,0.8951413690476191,0.9133779761904761,0.9336011904761905,0.9319270833333334,0.8824553571428573,,,
10,6,32,0.6342103174603174,0.9068377976190477,0.89921875,0.9084747023809524,0.9296800595238096,0.933139880952381,0.9338318452380953,,
10,7,32,0.6986329365079366,0.889092261904762,0.8954761904761905,0.9216741071428571,0.9023511904761905,0.9387202380952381,0.9159970238095239,0.9241666666666667,
10,8,32,0.7074484126984127,0.9235416666666667,0.9074479166666667,0.9262946428571428,0.9319270833333334,0.895186011904762,0.8718005952380952,0.9385342261904763,0.9154613095238096
10,9,19,0.7705853174603176,0.9148872180451129,0.9264786967418547,0.9109523809523811,0.9102631578947369,0.9033208020050125,0.9080701754385965,0.9193107769423561,0.9230451127819549
13,0,32,0.35975,,,,,,,,
13,1,32,0.4394503968253968,0.9107366071428571,,,,,,,
13,2,32,0.4831626984126985,0.9068898809523811,0.921078869047619,,,,,,
13,3,32,0.5417301587301587,0.9162723214285715,0.9089434523809523,0.9292931547619048,,,,,
13,4,32,0.5759384920634921,0.8866294642857143,0.9155505952380952,0.9263541666666667,0.9383705357142857,,,,
13,5,32,0.6576111111111111,0.9262946428571429,0.9229464285714286,0.9112276785714286,0.9197842261904763,0.9180952380952381,,,
13,6,32,0.6662559523809524,0.9188988095238095,0.9145907738095238,0.9363764880952381,0.9457142857142857,0.9160119047619049,0.9071949404761905,,
13,7,32,0.6629067460317462,0.8855282738095239,0.90921875,0.9254092261904763,0.9238169642857144,0.9068973214285714,0.8969866071428572,0.9131770833333334,
13,8,32,0.7174384920634921,0.9155877976190476,0.8958110119047619,0.9533482142857144,0.9340476190476191,0.94140625,0.9164583333333334,0.9249255952380953,0.9216815476190476
16,0,32,0.3190496031746032,,,,,,,,
16,1,32,0.35396428571428573,0.9210416666666668,,,,,,,
16,2,32,0.35505555555555557,0.9046502976190477,0.9127752976190476,,,,,,
