init_state_id,query,branches,horizontal,vertical_lag1,vertical_lag2,vertical_lag3,vertical_lag4,vertical_lag5,vertical_lag6,vertical_lag7,vertical_lag8
0,0,32,0.43638888888888894,,,,,,,,
0,1,32,0.5023551587301588,0.9107440476190476,,,,,,,
0,2,32,0.5134960317460318,0.8777157738095238,0.891889880952381,,,,,,
0,3,32,0.5023730158730159,0.9106845238095239,0.8775818452380953,0.9303348214285714,,,,,
0,4,32,0.5036845238095239,0.9394270833333334,0.9018452380952382,0.9333854166666666,0.9299107142857143,,,,
0,5,32,0.6748452380952382,0.8745163690476192,0.9268303571428572,0.8858482142857143,0.9112500000000001,0.9238541666666668,,,
0,6,32,0.7193789682539683,0.8210937500000001,0.9138764880952381,0.9267485119047619,0.9148958333333334,0.9337946428571429,0.9114583333333334,,
0,7,32,0.744202380952381,0.7906845238095239,0.8837574404761905,0.9321875000000001,0.9214062500000001,0.9061904761904762,0.9425892857142857,0.9139062500000001,
0,8,32,0.7567301587301588,0.8291294642857143,0.8950967261904762,0.9140699404761905,0.9234598214285714,0.9325297619047619,0.9196056547619047,0.9414955357142857,0.9130431547619048
0,9,32,0.7468015873015872,0.8822395833333334,0.8969494047619049,0.900498511904762,0.8972991071428572,0.9202976190476191,0.9382142857142858,0.9168452380952381,0.9174181547619048
0,10,32,0.7318134920634921,0.8972247023809524,0.9122842261904762,0.913139880952381,0.9201041666666667,0.9347395833333334,0.9240699404761905,0.9174553571428572,0.9319196428571429
0,11,30,0.7713928571428572,0.8605555555555556,0.9334920634920635,0.9097698412698411,0.9187142857142857,0.9108253968253969,0.915420634920635,0.8906428571428572,0.8984603174603174
3,0,32,0.38393650793650796,,,,,,,,
3,1,32,0.42385119047619046,0.9242038690476191,,,,,,,
3,2,32,0.5149305555555557,0.8762425595238096,0.8809598214285714,,,,,,
3,3,32,0.4803154761904762,0.918891369047619,0.8816964285714286,0.9191964285714287,,,,,
3,4,32,0.5948214285714286,0.912641369047619,0.9340104166666666,0.9073586309523809,0.9213095238095237,,,,
3,5,32,0.7322936507936508,0.8528720238095239,0.9171949404761905,0.9339211309523809,0.8879538690476191,0.923125,,,
3,6,32,0.7709761904761905,0.8674851190476192,0.9255952380952381,0.9253794642857143,0.9072916666666667,0.9139285714285714,0.8959449404761904,,
3,7,32,0.7898611111111111,0.850751488095238,0.8923288690476191,0.9207366071428572,0.9307738095238096,0.9093377976190475,0.9150967261904761,0.8962574404761905,
3,8,32,0.7683988095238096,0.826733630952381,0.8949107142857142,0.9242708333333334,0.9296205357142857,0.9518377976190477,0.9208630952380952,0.9266666666666666,0.9033705357142858
3,9,32,0.7601349206349207,0.8579836309523811,0.892373511904762,0.8941889880952381,0.9171354166666668,0.8912053571428572,0.9515029761904762,0.9082366071428571,0.9223214285714286
3,10,32,0.7552341269841272,0.8956770833333334,0.9215029761904763,0.9222023809523809,0.9140104166666667,0.9101860119047619,0.923452380952381,0.9417559523809524,0.9344642857142857
