calibration,score_kind,method,suite,task,query,auc,control_auc,old_ac_auc,delta_control,delta_old_ac,failures,successes
episode,raw_score,ac_reference,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.5262936120006741,0.5262936120006741,0.5444687903814821,0.0,-0.018175178380807955,51,349
episode,raw_score,absolute_acc,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.4312882746221698,0.5262936120006741,0.5444687903814821,-0.09500533737850436,-0.11318051575931232,51,349
episode,raw_score,absolute_both,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.4312882746221698,0.5262936120006741,0.5444687903814821,-0.09500533737850436,-0.11318051575931232,51,349
episode,raw_score,joint_stop_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.5262936120006741,0.5262936120006741,0.5444687903814821,0.0,-0.018175178380807955,51,349
episode,raw_score,absolute_state_trap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.4312882746221698,0.5262936120006741,0.5444687903814821,-0.09500533737850436,-0.11318051575931232,51,349
episode,raw_score,leaky_ac,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.5,0.5262936120006741,0.5444687903814821,-0.02629361200067415,-0.044468790381482104,51,349
episode,raw_score,leaky_state_trap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.5,0.5262936120006741,0.5444687903814821,-0.02629361200067415,-0.044468790381482104,51,349
episode,raw_score,ac_reference,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.5752008539805608,0.5752008539805608,0.5915781785493567,0.0,-0.016377324568795926,51,349
episode,raw_score,absolute_acc,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.42089443227147594,0.5752008539805608,0.5915781785493567,-0.15430642170908482,-0.17068374627788074,51,349
episode,raw_score,absolute_both,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.42089443227147594,0.5752008539805608,0.5915781785493567,-0.15430642170908482,-0.17068374627788074,51,349
episode,raw_score,joint_stop_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.5752008539805608,0.5752008539805608,0.5915781785493567,0.0,-0.016377324568795926,51,349
episode,raw_score,absolute_state_trap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.42089443227147594,0.5752008539805608,0.5915781785493567,-0.15430642170908482,-0.17068374627788074,51,349
episode,raw_score,leaky_ac,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.5,0.5752008539805608,0.5915781785493567,-0.07520085398056076,-0.09157817854935668,51,349
episode,raw_score,leaky_state_trap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.5,0.5752008539805608,0.5915781785493567,-0.07520085398056076,-0.09157817854935668,51,349
episode,raw_score,ac_reference,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.5772515309848868,0.5772515309848868,0.6011854598572953,0.0,-0.023933928872408528,51,349
episode,raw_score,absolute_acc,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.4316815551435474,0.5772515309848868,0.6011854598572953,-0.1455699758413394,-0.16950390471374793,51,349
episode,raw_score,absolute_both,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.4316815551435474,0.5772515309848868,0.6011854598572953,-0.1455699758413394,-0.16950390471374793,51,349
episode,raw_score,joint_stop_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.5727007135232316,0.5772515309848868,0.6011854598572953,-0.004550817461655199,-0.028484746334063726,51,349
episode,raw_score,absolute_state_trap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.42589471318613403,0.5772515309848868,0.6011854598572953,-0.15135681779875276,-0.1752907466711613,51,349
episode,raw_score,leaky_ac,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.5,0.5772515309848868,0.6011854598572953,-0.0772515309848868,-0.10118545985729532,51,349
episode,raw_score,leaky_state_trap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.498567335243553,0.5772515309848868,0.6011854598572953,-0.07868419574133378,-0.10261812461374231,51,349
episode,raw_score,ac_reference,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5702286645317153,0.5702286645317153,0.5687679083094556,0.0,0.0014607562222597181,51,349
episode,raw_score,absolute_acc,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5689926400359571,0.5702286645317153,0.5687679083094556,-0.0012360244957582145,0.00022473172650150364,51,349
episode,raw_score,absolute_both,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.6328726332940052,0.5702286645317153,0.5687679083094556,0.06264396876228995,0.06410472498454967,51,349
episode,raw_score,persistent_ac,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5876453733355806,0.5702286645317153,0.5687679083094556,0.017416708803865366,0.018877465026125084,51,349
episode,raw_score,joint_stop_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5714646890274735,0.5702286645317153,0.5687679083094556,0.0012360244957582145,0.0026967807180179326,51,349
episode,raw_score,absolute_state_trap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5570537670655655,0.5702286645317153,0.5687679083094556,-0.013174897466149749,-0.01171414124389003,51,349
episode,raw_score,leaky_ac,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.49426934097421205,0.5702286645317153,0.5687679083094556,-0.07595932355750323,-0.07449856733524352,51,349
episode,raw_score,leaky_state_trap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.48676891960222485,0.5702286645317153,0.5687679083094556,-0.08345974492949043,-0.08199898870723071,51,349
episode,raw_score,ac_reference,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.6908253272655768,0.6908253272655768,0.689364571043317,0.0,0.0014607562222597181,51,349
episode,raw_score,absolute_acc,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.6908534187313894,0.6908253272655768,0.689364571043317,2.8091465812618566e-05,0.0014888476880723367,51,349
episode,raw_score,absolute_both,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.6116635766054273,0.6908253272655768,0.689364571043317,-0.07916175066014952,-0.0777009944378898,51,349
episode,raw_score,persistent_ac,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.5878701050620821,0.6908253272655768,0.689364571043317,-0.10295522220349462,-0.1014944659812349,51,349
episode,raw_score,joint_stop_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.6870610708466768,0.6908253272655768,0.689364571043317,-0.0037642564188999916,-0.0023035001966402735,51,349
episode,raw_score,absolute_state_trap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.7226248665655374,0.6908253272655768,0.689364571043317,0.0317995392999606,0.03326029552222032,51,349
