calibration,score_kind,method,window,scope,metric,estimate,lo,hi,tasks,first_query
episode,calibrated_rank,absolute_acc,q8_13,all,auc,0.7583254647297076,0.7185136836948444,0.7995326972468808,36,8
episode,calibrated_rank,absolute_acc,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,absolute_acc,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,absolute_acc,q8_13,all,delta_control,0.021109051404653866,-0.006002618224491602,0.05230149903352639,36,8
episode,calibrated_rank,absolute_acc,q8_13,all,delta_old_ac,0.033572697522225636,0.002085198923517387,0.0700917935304891,36,8
episode,calibrated_rank,absolute_acc,q8_13,excluding_S05,auc,0.7608757274047775,0.7200815937571168,0.8038675684665125,35,8
episode,calibrated_rank,absolute_acc,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,absolute_acc,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,calibrated_rank,absolute_acc,q8_13,excluding_S05,delta_control,0.021910103673090243,-0.00587281333953279,0.053721932991539705,35,8
episode,calibrated_rank,absolute_acc,q8_13,excluding_S05,delta_old_ac,0.03484788842702691,0.0026074124943932775,0.07351442157485912,35,8
episode,calibrated_rank,absolute_both,q8_13,all,auc,0.7669905722562061,0.7274000934435463,0.8103634952223843,36,8
episode,calibrated_rank,absolute_both,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,absolute_both,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,absolute_both,q8_13,all,delta_control,0.029774158931152546,0.00022885060546978694,0.06429908426927569,36,8
episode,calibrated_rank,absolute_both,q8_13,all,delta_old_ac,0.04223780504872432,0.009619036180893718,0.08068786857124578,36,8
episode,calibrated_rank,absolute_both,q8_13,excluding_S05,auc,0.76963738334465,0.7285177533515633,0.812959480350761,35,8
episode,calibrated_rank,absolute_both,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35,8
episode,calibrated_rank,absolute_both,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35,8
episode,calibrated_rank,absolute_both,q8_13,excluding_S05,delta_control,0.030671759612963007,0.0007521072906267342,0.06595596937420659,35,8
episode,calibrated_rank,absolute_both,q8_13,excluding_S05,delta_old_ac,0.04360954436689968,0.009777279632369143,0.0841162241150366,35,8
episode,calibrated_rank,absolute_state_trap,q8_13,all,auc,0.7622780618321265,0.7226671854186694,0.8037992514290067,36,8
episode,calibrated_rank,absolute_state_trap,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36,8
episode,calibrated_rank,absolute_state_trap,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36,8
episode,calibrated_rank,absolute_state_trap,q8_13,all,delta_control,0.02506164850707287,-0.0015047805775067963,0.05691549948907973,36,8
