method,task,query,successes,failures,success_zero_fraction,failure_zero_fraction,zero_cross_class_tie_fraction
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,33,249,151,0.6586345381526104,0.2251655629139073,0.14830181653767388
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,34,249,151,0.6987951807228916,0.17880794701986755,0.12495013165243757
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,35,247,151,0.6761133603238867,0.16556291390728478,0.11193929806686867
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,36,240,151,0.4666666666666667,0.152317880794702,0.07108167770419427
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,37,220,151,0.30454545454545456,0.152317880794702,0.04638771824202288
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,166,151,0.23493975903614459,0.17218543046357615,0.04045320354264741
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,93,151,0.22580645161290322,0.1390728476821192,0.031403546250801107
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,40,45,151,0.28888888888888886,0.16556291390728478,0.047829286239882265
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,26,151,0.38461538461538464,0.1456953642384106,0.056036678553234846
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,42,18,151,0.4444444444444444,0.10596026490066225,0.047093451066961
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,43,14,151,0.42857142857142855,0.09271523178807947,0.039735099337748346
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,44,8,151,0.5,0.09933774834437085,0.04966887417218543
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,45,7,151,0.5714285714285714,0.11920529801324503,0.06811731315042573
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,46,6,151,0.5,0.11920529801324503,0.059602649006622516
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,47,4,151,0.25,0.11258278145695365,0.028145695364238412
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,2,151,0.5,0.152317880794702,0.076158940397351
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,2,151,0.0,0.1986754966887417,0.0
leaky_ac,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,50,2,151,0.0,0.23178807947019867,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,8,370,30,0.9783783783783784,0.5333333333333333,0.5218018018018018
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,9,370,30,0.981081081081081,0.43333333333333335,0.4251351351351351
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,10,370,30,0.9783783783783784,0.4,0.39135135135135135
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,11,370,30,0.9540540540540541,0.13333333333333333,0.1272072072072072
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,12,370,30,0.8405405405405405,0.13333333333333333,0.11207207207207207
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,13,370,30,0.6648648648648648,0.03333333333333333,0.02216216216216216
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,14,370,30,0.7189189189189189,0.03333333333333333,0.023963963963963962
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,15,370,30,0.8027027027027027,0.03333333333333333,0.026756756756756758
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,16,370,30,0.8540540540540541,0.03333333333333333,0.02846846846846847
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,17,370,30,0.7405405405405405,0.03333333333333333,0.024684684684684682
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,18,370,30,0.6459459459459459,0.06666666666666667,0.04306306306306306
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,19,370,30,0.6081081081081081,0.1,0.060810810810810814
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,20,370,30,0.6486486486486487,0.13333333333333333,0.08648648648648649
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,21,370,30,0.7594594594594595,0.1,0.07594594594594595
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,22,366,30,0.8797814207650273,0.13333333333333333,0.11730418943533698
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,23,337,30,0.9643916913946587,0.26666666666666666,0.2571711177052423
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,24,239,30,0.9414225941422594,0.23333333333333334,0.2196652719665272
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,25,135,30,0.8518518518518519,0.3,0.25555555555555554
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,26,48,30,0.8333333333333334,0.36666666666666664,0.3055555555555555
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,27,25,30,0.84,0.36666666666666664,0.30799999999999994
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,28,14,30,0.6428571428571429,0.36666666666666664,0.2357142857142857
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,29,9,30,0.6666666666666666,0.3,0.19999999999999998
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,9,30,0.6666666666666666,0.26666666666666666,0.17777777777777776
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,31,4,30,0.5,0.2,0.1
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,32,3,30,0.3333333333333333,0.16666666666666666,0.05555555555555555
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,33,3,30,0.3333333333333333,0.2,0.06666666666666667
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,34,3,30,1.0,0.2,0.2
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,35,2,30,1.0,0.23333333333333334,0.23333333333333334
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,36,2,30,1.0,0.23333333333333334,0.23333333333333334
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,37,2,30,1.0,0.26666666666666666,0.26666666666666666
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,38,1,30,0.0,0.3333333333333333,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,39,1,30,0.0,0.43333333333333335,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,40,1,30,0.0,0.43333333333333335,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,41,1,30,1.0,0.5,0.5
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,42,1,30,1.0,0.5333333333333333,0.5333333333333333
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,43,1,30,1.0,0.5333333333333333,0.5333333333333333
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,44,1,30,1.0,0.5,0.5
leaky_ac,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,45,1,30,0.0,0.5,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,390,10,0.8974358974358975,1.0,0.8974358974358975
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,390,10,0.9641025641025641,1.0,0.9641025641025641
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,10,390,10,0.9717948717948718,1.0,0.9717948717948718
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,11,390,10,0.9923076923076923,0.2,0.19846153846153847
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,12,390,10,0.9871794871794872,0.2,0.19743589743589746
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,13,390,10,0.9076923076923077,0.2,0.18153846153846154
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,14,390,10,0.8358974358974359,0.2,0.1671794871794872
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,15,390,10,0.8102564102564103,0.2,0.16205128205128205
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,16,390,10,0.8307692307692308,0.2,0.16615384615384618
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,17,390,10,0.9179487179487179,0.2,0.1835897435897436
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,18,390,10,0.9794871794871794,0.2,0.1958974358974359
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,19,390,10,0.9487179487179487,0.1,0.09487179487179487
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,20,390,10,0.9333333333333333,0.2,0.18666666666666668
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,21,390,10,0.941025641025641,0.2,0.18820512820512822
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,22,390,10,0.9461538461538461,0.1,0.09461538461538462
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,23,390,10,0.9512820512820512,0.2,0.19025641025641027
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,24,350,10,0.9457142857142857,0.2,0.18914285714285717
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,25,284,10,0.9507042253521126,0.2,0.19014084507042253
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,26,176,10,0.9431818181818182,0.1,0.09431818181818183
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,27,84,10,0.8333333333333334,0.1,0.08333333333333334
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,28,33,10,0.7575757575757576,0.1,0.07575757575757576
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,29,17,10,0.6470588235294118,0.1,0.06470588235294118
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,30,12,10,0.6666666666666666,0.1,0.06666666666666667
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,31,9,10,0.6666666666666666,0.1,0.06666666666666667
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,32,3,10,0.3333333333333333,0.1,0.03333333333333333
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,33,3,10,0.3333333333333333,0.2,0.06666666666666667
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,34,3,10,0.3333333333333333,0.1,0.03333333333333333
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,35,2,10,0.0,0.1,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,36,2,10,0.5,0.1,0.05
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,37,1,10,0.0,0.1,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,38,1,10,0.0,0.1,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,39,1,10,0.0,0.3,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,40,1,10,0.0,0.2,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,41,1,10,0.0,0.3,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,42,1,10,0.0,0.4,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,43,1,10,1.0,0.5,0.5
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,44,1,10,1.0,0.4,0.4
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,45,1,10,1.0,0.4,0.4
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,46,1,10,0.0,0.5,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,8,396,4,1.0,1.0,1.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,9,396,4,0.9974747474747475,0.75,0.7481060606060607
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,10,396,4,0.98989898989899,0.75,0.7424242424242424
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,11,396,4,0.9823232323232324,0.75,0.7367424242424243
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,12,396,4,0.9823232323232324,0.75,0.7367424242424243
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,13,396,4,0.9924242424242424,0.75,0.7443181818181819
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,14,396,4,0.9797979797979798,0.75,0.7348484848484849
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,15,396,4,0.9949494949494949,0.75,0.7462121212121212
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,16,396,4,0.9949494949494949,0.75,0.7462121212121212
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,17,396,4,0.9949494949494949,0.75,0.7462121212121212
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,18,396,4,0.9696969696969697,0.75,0.7272727272727273
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,19,396,4,0.8308080808080808,0.25,0.2077020202020202
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,20,396,4,0.8055555555555556,0.25,0.2013888888888889
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,21,396,4,0.8813131313131313,0.25,0.22032828282828282
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,22,396,4,0.9217171717171717,0.25,0.23042929292929293
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,23,373,4,0.9302949061662198,0.25,0.23257372654155495
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,24,234,4,0.9102564102564102,0.25,0.22756410256410256
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,25,79,4,0.7974683544303798,0.25,0.19936708860759494
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,26,38,4,0.6578947368421053,0.25,0.16447368421052633
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,27,24,4,0.5833333333333334,0.25,0.14583333333333334
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,28,13,4,0.23076923076923078,0.25,0.057692307692307696
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,29,11,4,0.18181818181818182,0.25,0.045454545454545456
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,30,10,4,0.2,0.25,0.05
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,31,9,4,0.1111111111111111,0.25,0.027777777777777776
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,32,8,4,0.125,0.25,0.03125
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,33,7,4,0.0,0.25,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,34,7,4,0.14285714285714285,0.25,0.03571428571428571
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,35,7,4,0.2857142857142857,0.25,0.07142857142857142
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,36,7,4,0.2857142857142857,0.25,0.07142857142857142
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,37,7,4,0.42857142857142855,0.25,0.10714285714285714
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,38,7,4,0.7142857142857143,0.25,0.17857142857142858
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,39,7,4,0.7142857142857143,0.25,0.17857142857142858
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,40,6,4,0.6666666666666666,0.25,0.16666666666666666
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,41,4,4,0.5,0.25,0.125
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,42,4,4,0.75,0.25,0.1875
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,43,4,4,0.5,0.25,0.125
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,44,2,4,0.5,0.25,0.125
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,45,1,4,1.0,0.25,0.25
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,46,1,4,1.0,0.25,0.25
leaky_ac,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,47,1,4,1.0,0.25,0.25
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,8,380,20,1.0,1.0,1.0
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,9,380,20,1.0,1.0,1.0
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,10,380,20,1.0,1.0,1.0
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,11,380,20,0.8447368421052631,0.9,0.7602631578947369
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,12,380,20,0.7736842105263158,0.9,0.6963157894736842
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,13,380,20,0.7921052631578948,0.9,0.7128947368421052
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,14,380,20,0.8631578947368421,0.95,0.82
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,15,380,20,0.968421052631579,0.95,0.9199999999999999
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,16,380,20,0.9868421052631579,1.0,0.9868421052631579
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,17,380,20,0.9973684210526316,1.0,0.9973684210526316
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,380,20,0.9868421052631579,1.0,0.9868421052631579
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,19,380,20,0.968421052631579,0.85,0.8231578947368421
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,378,20,0.955026455026455,0.85,0.8117724867724867
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,21,346,20,0.9595375722543352,0.9,0.8635838150289017
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,22,241,20,0.946058091286307,0.9,0.8514522821576763
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,23,78,20,0.8589743589743589,0.85,0.7301282051282051
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,24,27,20,0.6666666666666666,0.8,0.5333333333333333
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,25,11,20,0.36363636363636365,0.6,0.21818181818181817
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,26,10,20,0.3,0.75,0.22499999999999998
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,27,10,20,0.6,0.9,0.54
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,28,8,20,0.875,0.9,0.7875
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,29,8,20,0.875,0.85,0.74375
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,30,7,20,0.7142857142857143,0.85,0.6071428571428571
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,31,6,20,0.5,0.65,0.325
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,32,6,20,0.3333333333333333,0.6,0.19999999999999998
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,33,6,20,0.16666666666666666,0.5,0.08333333333333333
