corpus,metric,t,auc_success,det_auc,npairs,auc_resid_w8,det_resid_w8,rho_w8,p_point,p_family,family_null_q95,p_resid_point,p_resid_family,resid_family_null_q95
A,symbol_conditional_H,19,0.5840436413228776,0.5840436413228776,2933,0.5182407091714968,0.5182407091714968,-0.6425389215757487,,,,,,
A,symbol_conditional_H,20,0.5349471530855779,0.5349471530855779,2933,0.48653256051824073,0.5134674394817593,-0.6683645674438874,0.496751624187906,0.9985007496251874,0.6474599386293897,0.8140929535232384,1.0,0.6492158199795431
A,symbol_conditional_H,21,0.5103989089669281,0.5103989089669281,2933,0.5086941697920218,0.5086941697920218,-0.6397786978523521,,,,,,
A,symbol_conditional_H,22,0.481418342993522,0.5185816570064781,2933,0.518581657006478,0.518581657006478,-0.48558366405391895,,,,,,
A,symbol_conditional_H,23,0.5424480054551654,0.5424480054551654,2933,0.572110467098534,0.572110467098534,-0.3845746636114907,,,,,,
A,symbol_conditional_H,24,0.5373337879304466,0.5373337879304466,2933,0.5502898056597342,0.5502898056597342,-0.2947259696551481,,,,,,
A,symbol_conditional_H,25,0.6031367200818275,0.6031367200818275,2933,0.5881350153426526,0.5881350153426526,-0.20178137883520314,0.04397801099450275,0.4012993503248376,0.6474599386293897,0.07896051974012994,0.6496751624187906,0.6492158199795431
A,symbol_conditional_H,26,0.6225707466757586,0.6225707466757586,2933,0.5847255369928401,0.5847255369928401,-0.02923850622150905,,,,,,
A,symbol_conditional_H,27,0.6024548244118649,0.6024548244118649,2933,0.5192635526764405,0.5192635526764405,0.18173536410080315,,,,,,
A,symbol_conditional_H,28,0.6004091374019775,0.6004091374019775,2933,0.5243777702011593,0.5243777702011593,0.316155673096183,,,,,,
A,symbol_conditional_H,29,0.6334810773951586,0.6334810773951586,2933,0.5877940675076714,0.5877940675076714,0.41268591339412863,,,,,,
A,symbol_conditional_H,30,0.6147289464711898,0.6147289464711898,2933,0.5427889532901466,0.5427889532901466,0.5441795378056,0.025987006496751622,0.263368315842079,0.6474599386293897,0.4192903548225887,0.9985007496251874,0.6492158199795431
A,symbol_conditional_H,31,0.6147289464711899,0.6147289464711899,2933,0.49096488237299696,0.509035117627003,0.6154357917814007,,,,,,
A,symbol_conditional_H,32,0.60381861575179,0.60381861575179,2933,0.48039549948857835,0.5196045005114216,0.6301410267415932,,,,,,
A,symbol_conditional_H,33,0.6398768809849521,0.6398768809849521,2924,0.5044459644322845,0.5044459644322845,0.6304093129093129,,,,,,
A,symbol_conditional_H,34,0.6382383781894443,0.6382383781894443,2861,0.48164977280671095,0.518350227193289,0.6384145832774742,,,,,,
A,symbol_entropy_ratio,8,0.40606887146266624,0.5939311285373338,2933,0.36004091374019775,0.6399590862598022,-0.308893577307175,,,,,,
A,symbol_entropy_ratio,9,0.4991476304125469,0.5008523695874532,2933,0.44766450733037844,0.5523354926696216,-0.4208075525355977,,,,,,
A,symbol_entropy_ratio,10,0.5216501875213092,0.5216501875213092,2933,0.48244118649846573,0.5175588135015343,-0.5874362496175527,,,,,,
A,symbol_entropy_ratio,11,0.4551653596999659,0.5448346403000341,2933,0.4282304807364473,0.5717695192635527,-0.6288561139835926,,,,,,
A,symbol_entropy_ratio,12,0.4977838390726219,0.5022161609273781,2933,0.46914422093419705,0.530855779065803,-0.6403487919068654,,,,,,
A,symbol_entropy_ratio,13,0.4821002386634845,0.5178997613365155,2933,0.4916467780429594,0.5083532219570406,-0.3189555172558005,,,,,,
A,symbol_entropy_ratio,14,0.45005114217524717,0.5499488578247529,2933,0.5066484827821344,0.5066484827821344,0.10980501242540901,,,,,,
A,symbol_entropy_ratio,15,0.4394817592908285,0.5605182407091716,2933,0.5066484827821344,0.5066484827821344,0.39162324927197445,,,,,,
A,symbol_entropy_ratio,16,0.46709853392430956,0.5329014660756904,2933,0.48619161268325944,0.5138083873167405,0.5237546526498367,,,,,,
A,symbol_entropy_ratio,17,0.5697238322536652,0.5697238322536652,2933,0.5673371974087964,0.5673371974087964,0.5455002190129669,,,,,,
A,symbol_entropy_ratio,18,0.5560859188544153,0.5560859188544153,2933,0.5421070576201841,0.5421070576201841,0.496584938511284,,,,,,
A,symbol_entropy_ratio,19,0.5250596658711217,0.5250596658711217,2933,0.5407432662802591,0.5407432662802591,0.33806329804913365,,,,,,
A,symbol_entropy_ratio,20,0.5369928400954654,0.5369928400954654,2933,0.5431299011251278,0.5431299011251278,0.16550144064308367,0.48575712143928035,0.9970014992503748,0.6474599386293897,0.4192903548225887,0.9985007496251874,0.6492158199795431
A,symbol_entropy_ratio,21,0.5717695192635527,0.5717695192635527,2933,0.5693828844186839,0.5693828844186839,0.08248452051568197,,,,,,
A,symbol_entropy_ratio,22,0.6239345380156835,0.6239345380156835,2933,0.6014319809069213,0.6014319809069213,0.2800397194873115,,,,,,
A,symbol_entropy_ratio,23,0.6764405046027958,0.6764405046027958,2933,0.6529151039890897,0.6529151039890897,0.21852679111885906,,,,,,
A,symbol_entropy_ratio,24,0.5751789976133651,0.5751789976133651,2933,0.5751789976133651,0.5751789976133651,0.002316419809337656,,,,,,
A,symbol_entropy_ratio,25,0.5710876235935902,0.5710876235935902,2933,0.5779065802932151,0.5779065802932151,-0.0707499928463101,0.1889055472263868,0.8620689655172413,0.6474599386293897,0.12643678160919541,0.7986006996501749,0.6492158199795431
A,symbol_entropy_ratio,26,0.5949539720422776,0.5949539720422776,2933,0.599727241732015,0.599727241732015,-0.13161523713931644,,,,,,
A,symbol_entropy_ratio,27,0.6085918854415275,0.6085918854415275,2933,0.5540402318445278,0.5540402318445278,-0.02122059558320181,,,,,,
A,symbol_entropy_ratio,28,0.6348448687350836,0.6348448687350836,2933,0.5785884759631776,0.5785884759631776,0.06863084979232287,,,,,,
A,symbol_entropy_ratio,29,0.6304125468803272,0.6304125468803272,2933,0.6239345380156835,0.6239345380156835,0.05755308588169777,,,,,,
A,symbol_entropy_ratio,30,0.6147289464711899,0.6147289464711899,2933,0.5775656324582339,0.5775656324582339,0.20407166016231165,0.02798600699650175,0.263368315842079,0.6474599386293897,0.14442778610694654,0.8015992003998001,0.6492158199795431
A,symbol_entropy_ratio,31,0.5615410842141152,0.5615410842141152,2933,0.5363109444255029,0.5363109444255029,0.23415595264037187,,,,,,
A,symbol_entropy_ratio,32,0.5605182407091714,0.5605182407091714,2933,0.47459938629389703,0.5254006137061029,0.2807592156034082,,,,,,
A,symbol_entropy_ratio,33,0.5957592339261285,0.5957592339261285,2924,0.5314637482900136,0.5314637482900136,0.3567094017094017,,,,,,
A,symbol_entropy_ratio,34,0.6106256553652569,0.6106256553652569,2861,0.5456134218804614,0.5456134218804614,0.39004100205498365,,,,,,
A,symbol_novelty,8,0.484145925673372,0.515854074326628,2933,0.4585748380497784,0.5414251619502216,0.016305889384457428,,,,,,
A,symbol_novelty,9,0.5189226048414592,0.5189226048414592,2933,0.4964200477326969,0.5035799522673031,-0.20081162448985593,,,,,,
A,symbol_novelty,10,0.4797136038186158,0.5202863961813842,2933,0.4568700988748721,0.5431299011251278,-0.3641526419933195,,,,,,
A,symbol_novelty,11,0.4527787248550972,0.5472212751449028,2933,0.4609614728946471,0.5390385271053528,-0.377169744193673,,,,,,
A,symbol_novelty,12,0.43181043300375044,0.5681895669962496,2933,0.4295942720763723,0.5704057279236276,-0.2941310377369564,,,,,,
A,symbol_novelty,13,0.44834640300034095,0.551653596999659,2933,0.46607569041936586,0.5339243095806341,-0.194675182803672,,,,,,
A,symbol_novelty,14,0.4159563586771224,0.5840436413228776,2933,0.4343675417661098,0.5656324582338902,-0.14942539334914468,,,,,,
A,symbol_novelty,15,0.4236276849642005,0.5763723150357996,2933,0.4299352199113536,0.5700647800886465,-0.13567891257069137,,,,,,
A,symbol_novelty,16,0.4191953631094443,0.5808046368905557,2933,0.431980906921241,0.568019093078759,-0.19910704363502008,,,,,,
A,symbol_novelty,17,0.4507330378452097,0.5492669621547903,2933,0.4667575860893283,0.5332424139106717,-0.2856608836828667,,,,,,
A,symbol_novelty,18,0.49693146948516875,0.5030685305148312,2933,0.4817592908285032,0.5182407091714968,-0.31612207887925314,,,,,,
A,symbol_novelty,19,0.5329014660756904,0.5329014660756904,2933,0.5100579611319468,0.5100579611319468,-0.35911820395321925,,,,,,
A,symbol_novelty,20,0.519945448346403,0.519945448346403,2933,0.49676099556767817,0.5032390044323218,-0.4556113430699685,0.7116441779110445,1.0,0.6474599386293897,0.9490254872563718,1.0,0.6492158199795431
A,symbol_novelty,21,0.5712580975110808,0.5712580975110808,2933,0.5704057279236276,0.5704057279236276,-0.4628251809798863,,,,,,
A,symbol_novelty,22,0.5511421752471872,0.5511421752471872,2933,0.5796113194681214,0.5796113194681214,-0.38889152363465024,,,,,,
A,symbol_novelty,23,0.5020456870098875,0.5020456870098875,2933,0.5349471530855779,0.5349471530855779,-0.39425096272876753,,,,,,
A,symbol_novelty,24,0.5061370610296625,0.5061370610296625,2933,0.5485850664848279,0.5485850664848279,-0.44925362562543447,,,,,,
A,symbol_novelty,25,0.5697238322536652,0.5697238322536652,2933,0.6000681895669963,0.6000681895669963,-0.4193213788905582,0.1854072963518241,0.8745627186406797,0.6474599386293897,0.04897551224387806,0.463768115942029,0.6492158199795431
A,symbol_novelty,26,0.5923968632799181,0.5923968632799181,2933,0.5813160586430276,0.5813160586430276,-0.2728039557122016,,,,,,
A,symbol_novelty,27,0.5847255369928401,0.5847255369928401,2933,0.519945448346403,0.519945448346403,-0.02302480282986381,,,,,,
A,symbol_novelty,28,0.5596658711217185,0.5596658711217185,2933,0.4834640300034095,0.5165359699965906,0.1237251671208287,,,,,,
A,symbol_novelty,29,0.6130242072962837,0.6130242072962837,2933,0.5758608932833277,0.5758608932833277,0.2739581939207104,,,,,,
A,symbol_novelty,30,0.6244459597681554,0.6244459597681554,2933,0.5762018411183089,0.5762018411183089,0.4580016716489841,0.015492253873063468,0.16241879060469766,0.6474599386293897,0.13943028485757122,0.8140929535232384,0.6492158199795431
A,symbol_novelty,31,0.6408114558472554,0.6408114558472554,2933,0.5260825093760655,0.5260825093760655,0.5822149615596829,,,,,,
A,symbol_novelty,32,0.6288782816229117,0.6288782816229117,2933,0.49607909989771565,0.5039209001022844,0.6188585341181544,,,,,,
A,symbol_novelty,33,0.6345759233926128,0.6345759233926128,2924,0.5085499316005472,0.5085499316005472,0.6285480554540301,,,,,,
A,symbol_novelty,34,0.6373645578469067,0.6373645578469067,2861,0.4917860887801468,0.5082139112198532,0.6513791546932777,,,,,,
A,symbol_nonperiod2,8,0.4295942720763723,0.5704057279236276,2933,0.4684623252642346,0.5315376747357654,0.4249779490604208,,,,,,
A,symbol_nonperiod2,9,0.4009546539379475,0.5990453460620525,2933,0.4585748380497784,0.5414251619502216,0.6402064804485913,,,,,,
A,symbol_nonperiod2,10,0.39447664507330377,0.6055233549266963,2933,0.41732015001704736,0.5826798499829526,0.729973777241826,,,,,,
A,symbol_nonperiod2,11,0.41851346743948176,0.5814865325605183,2933,0.44186839413569723,0.5581316058643028,0.6877317936874997,,,,,,
A,symbol_nonperiod2,12,0.42345721104670986,0.5765427889532901,2933,0.44186839413569723,0.5581316058643028,0.5389611076082519,,,,,,
A,symbol_nonperiod2,13,0.48977156495056257,0.5102284350494375,2933,0.4650528469144221,0.5349471530855778,0.26077006214410636,,,,,,
A,symbol_nonperiod2,14,0.5584725536992841,0.5584725536992841,2933,0.4977838390726219,0.5022161609273781,-0.10329428906372143,,,,,,
A,symbol_nonperiod2,15,0.5840436413228776,0.5840436413228776,2933,0.5318786225707467,0.5318786225707467,-0.3162967769738179,,,,,,
A,symbol_nonperiod2,16,0.5618820320490965,0.5618820320490965,2933,0.5271053528810092,0.5271053528810092,-0.407470868896719,,,,,,
A,symbol_nonperiod2,17,0.5404023184452779,0.5404023184452779,2933,0.5196045005114217,0.5196045005114217,-0.42561449152162345,,,,,,
A,symbol_nonperiod2,18,0.4955676781452438,0.5044323218547562,2933,0.4838049778383907,0.5161950221616093,-0.3289995529313282,,,,,,
A,symbol_nonperiod2,19,0.45056256392771904,0.5494374360722809,2933,0.4606205250596659,0.5393794749403341,-0.26471817472124015,,,,,,
A,symbol_nonperiod2,20,0.41442209341970676,0.5855779065802933,2933,0.43709512444595977,0.5629048755540402,-0.10611813818304688,0.1089455272363818,0.6731634182908546,0.6474599386293897,0.23938030984507747,0.9455272363818091,0.6492158199795431
A,symbol_nonperiod2,21,0.40231844527787247,0.5976815547221275,2933,0.40606887146266624,0.5939311285373338,-0.028926207378289284,,,,,,
A,symbol_nonperiod2,22,0.45499488578247527,0.5450051142175247,2933,0.45380156836004093,0.5461984316399591,0.025552510036153546,,,,,,
A,symbol_nonperiod2,23,0.43095806341629733,0.5690419365837027,2933,0.4081145584725537,0.5918854415274464,0.20506320992649552,,,,,,
A,symbol_nonperiod2,24,0.5083532219570406,0.5083532219570406,2933,0.47255369928400953,0.5274463007159904,0.4027841088138978,,,,,,
A,symbol_nonperiod2,25,0.5085236958745312,0.5085236958745312,2933,0.4507330378452097,0.5492669621547903,0.41757938600045963,0.8700649675162418,1.0,0.6474599386293897,0.3458270864567716,0.991504247876062,0.6492158199795431
A,symbol_nonperiod2,26,0.4984657347425844,0.5015342652574156,2933,0.43641322877599725,0.5635867712240028,0.3501670251188525,,,,,,
A,symbol_nonperiod2,27,0.5715990453460621,0.5715990453460621,2933,0.5076713262870781,0.5076713262870781,0.33390658232249737,,,,,,
A,symbol_nonperiod2,28,0.5719399931810433,0.5719399931810433,2933,0.5182407091714968,0.5182407091714968,0.2501109257755308,,,,,,
A,symbol_nonperiod2,29,0.535799522673031,0.535799522673031,2933,0.5052846914422093,0.5052846914422093,0.15134067626035455,,,,,,
A,symbol_nonperiod2,30,0.4764745993862939,0.5235254006137061,2933,0.4885782475281282,0.5114217524718718,0.04867698017409027,0.6486756621689156,1.0,0.6474599386293897,0.8335832083958021,1.0,0.6492158199795431
A,symbol_nonperiod2,31,0.4880668257756563,0.5119331742243437,2933,0.5431299011251278,0.5431299011251278,-0.08843918806927308,,,,,,
A,symbol_nonperiod2,32,0.44681213774292533,0.5531878622570747,2933,0.5386975792703717,0.5386975792703717,-0.17222135583652146,,,,,,
A,symbol_nonperiod2,33,0.402359781121751,0.597640218878249,2924,0.5372777017783859,0.5372777017783859,-0.28348697358087244,,,,,,
A,symbol_nonperiod2,34,0.3753932191541419,0.6246067808458581,2861,0.5249912617965746,0.5249912617965746,-0.44714071463580346,,,,,,
A,compression_delta_w8,8,0.39942038868053187,0.6005796113194681,2933,0.5451755881350152,0.5451755881350152,0.9873369746663717,,,,,,
A,compression_delta_w8,9,0.4159563586771224,0.5840436413228776,2933,0.5744971019434025,0.5744971019434025,0.98830242786717,,,,,,
A,compression_delta_w8,10,0.44681213774292533,0.5531878622570747,2933,0.5342652574156154,0.5342652574156154,0.9933933042767561,,,,,,
A,compression_delta_w8,11,0.4544834640300034,0.5455165359699966,2933,0.5386975792703717,0.5386975792703717,0.9917734345277693,,,,,,
A,compression_delta_w8,12,0.4105011933174224,0.5894988066825776,2933,0.5342652574156154,0.5342652574156154,0.9907558909569231,,,,,,
A,compression_delta_w8,13,0.40896692806000684,0.5910330719399932,2933,0.5499488578247528,0.5499488578247528,0.9905156227032467,,,,,,
A,compression_delta_w8,14,0.40402318445277874,0.5959768155472213,2933,0.48073644732355947,0.5192635526764405,0.9921786809100769,,,,,,
A,compression_delta_w8,15,0.4079440845550631,0.592055915444937,2933,0.4977838390726219,0.5022161609273781,0.993256953610455,,,,,,
A,compression_delta_w8,16,0.45533583361745655,0.5446641663825434,2933,0.5605182407091714,0.5605182407091714,0.9913738638383909,,,,,,
A,compression_delta_w8,17,0.4548244118649847,0.5451755881350153,2933,0.5315376747357654,0.5315376747357654,0.9858687240966851,,,,,,
A,compression_delta_w8,18,0.41356972383225366,0.5864302761677463,2933,0.48244118649846573,0.5175588135015343,0.9820033703895742,,,,,,
A,compression_delta_w8,19,0.373508353221957,0.626491646778043,2933,0.48687350835322196,0.513126491646778,0.9649305371655393,,,,,,
A,compression_delta_w8,20,0.42055915444936925,0.5794408455506308,2933,0.5093760654619843,0.5093760654619843,0.9446041564717201,,,,,,
A,compression_delta_w8,21,0.47903170814865326,0.5209682918513467,2933,0.4592567337197409,0.5407432662802591,0.9328845454821381,,,,,,
A,compression_delta_w8,22,0.5288100920559154,0.5288100920559154,2933,0.3242413910671667,0.6757586089328333,0.9439488689407644,,,,,,
A,compression_delta_w8,23,0.5579611319468122,0.5579611319468122,2933,0.38902147971360385,0.6109785202863962,0.9526035590339484,,,,,,
A,compression_delta_w8,24,0.5675076713262871,0.5675076713262871,2933,0.3804977838390726,0.6195022161609274,0.9704802689047862,,,,,,
A,compression_delta_w8,25,0.612853733378793,0.612853733378793,2933,0.3348107739515854,0.6651892260484146,0.9852486126426119,,,,,,
A,compression_delta_w8,26,0.6404705080122741,0.6404705080122741,2933,0.3283327650869417,0.6716672349130584,0.9891372110308713,,,,,,
A,compression_delta_w8,27,0.6760995567678145,0.6760995567678145,2933,0.4180020456870099,0.5819979543129901,0.9921702890105708,,,,,,
A,compression_delta_w8,28,0.724855097170133,0.724855097170133,2933,0.48039549948857824,0.5196045005114218,0.9932318787145513,,,,,,
A,compression_delta_w8,29,0.7742925332424139,0.7742925332424139,2933,0.5315376747357654,0.5315376747357654,0.9956770125204266,,,,,,
A,compression_delta_w8,30,0.799181725196045,0.799181725196045,2933,0.5574497101943403,0.5574497101943403,0.995796835249921,,,,,,
A,compression_delta_w8,31,0.8211728605523355,0.8211728605523355,2933,0.5782475281281964,0.5782475281281964,0.9969864940563945,,,,,,
A,compression_delta_w8,32,0.8071939993181043,0.8071939993181043,2933,0.5468803273099215,0.5468803273099215,0.9970404241574023,,,,,,
A,compression_delta_w8,33,0.7867647058823529,0.7867647058823529,2924,0.44459644322845415,0.5554035567715458,0.9967623229895273,,,,,,
A,compression_delta_w8,34,0.7799720377490388,0.7799720377490388,2861,0.4575323313526739,0.5424676686473261,0.9970692057554371,,,,,,
B,route_mobility_w8,8,0.449203187250996,0.5507968127490039,2008,,,,,,,,,
B,route_mobility_w8,9,0.4407370517928287,0.5592629482071714,2008,,,,,,,,,
B,route_mobility_w8,10,0.426792828685259,0.5732071713147411,2008,,,,,,,,,
B,route_mobility_w8,11,0.450199203187251,0.549800796812749,2008,,,,,,,,,
B,route_mobility_w8,12,0.5209163346613546,0.5209163346613546,2008,,,,,,,,,
B,route_mobility_w8,13,0.5871513944223108,0.5871513944223108,2008,,,,,,,,,
B,route_mobility_w8,14,0.6643426294820717,0.6643426294820717,2008,,,,,,,,,
B,route_mobility_w8,15,0.6394422310756972,0.6394422310756972,2008,,,,,,,,,
B,route_mobility_w8,16,0.6065737051792829,0.6065737051792829,2008,,,,,,,,,
B,route_mobility_w8,17,0.6075697211155379,0.6075697211155379,2008,,,,,,,,,
B,route_mobility_w8,18,0.6439243027888446,0.6439243027888446,2008,,,,,,,,,
B,route_mobility_w8,19,0.6872509960159362,0.6872509960159362,2008,,,,,,,,,
B,route_mobility_w8,20,0.6444223107569721,0.6444223107569721,2008,,,,,,,,,
B,route_mobility_w8,21,0.5328685258964143,0.5328685258964143,2008,,,,,,,,,
B,route_mobility_w8,22,0.4820717131474104,0.5179282868525896,2008,,,,,,,,,
B,route_mobility_w8,23,0.5084661354581673,0.5084661354581673,2008,,,,,,,,,
B,route_mobility_w8,24,0.5239043824701195,0.5239043824701195,2008,,,,,,,,,
B,route_mobility_w8,25,0.5249003984063745,0.5249003984063745,2008,,,,,,,,,
B,route_mobility_w8,26,0.5229083665338645,0.5229083665338645,2008,,,,,,,,,
B,route_mobility_w8,27,0.5049800796812749,0.5049800796812749,2008,,,,,,,,,
B,route_mobility_w8,28,0.5104581673306773,0.5104581673306773,2008,,,,,,,,,
B,route_mobility_w8,29,0.6289840637450199,0.6289840637450199,2008,,,,,,,,,
