corpus,metric,t,auc_success,det_auc,npairs,auc_resid_w8,det_resid_w8,rho_w8,p_point,p_family,family_null_q95,p_resid_point,p_resid_family,resid_family_null_q95
A,route_mobility_w8,8,0.38868053187862256,0.6113194681213774,2933,,,,,,,,,
A,route_mobility_w8,9,0.3992499147630413,0.6007500852369587,2933,,,,,,,,,
A,route_mobility_w8,10,0.43641322877599725,0.5635867712240028,2933,,,,,,,,,
A,route_mobility_w8,11,0.44459597681554713,0.5554040231844528,2933,,,,,,,,,
A,route_mobility_w8,12,0.40436413228775997,0.59563586771224,2933,,,,,,,,,
A,route_mobility_w8,13,0.397545175588135,0.602454824411865,2933,,,,,,,,,
A,route_mobility_w8,14,0.40061370610296626,0.5993862938970338,2933,,,,,,,,,
A,route_mobility_w8,15,0.41493351517217864,0.5850664848278213,2933,,,,,,,,,
A,route_mobility_w8,16,0.4459597681554722,0.5540402318445278,2933,,,,,,,,,
A,route_mobility_w8,17,0.4493692465052847,0.5506307534947152,2933,,,,,,,,,
A,route_mobility_w8,18,0.4132287759972724,0.5867712240027276,2933,,,,,,,,,
A,route_mobility_w8,19,0.3726559836345039,0.6273440163654961,2933,,,,,,,,,
A,route_mobility_w8,20,0.40572792362768495,0.594272076372315,2933,,,,,,,,,
A,route_mobility_w8,21,0.478690760313672,0.5213092396863279,2933,,,,,,,,,
A,route_mobility_w8,22,0.5642686668939653,0.5642686668939653,2933,,,,,,,,,
A,route_mobility_w8,23,0.5809751108080464,0.5809751108080464,2933,,,,,,,,,
A,route_mobility_w8,24,0.5819979543129901,0.5819979543129901,2933,,,,,,,,,
A,route_mobility_w8,25,0.6345039209001023,0.6345039209001023,2933,,,,,,,,,
A,route_mobility_w8,26,0.6648482782134334,0.6648482782134334,2933,,,,,,,,,
A,route_mobility_w8,27,0.6880327309921582,0.6880327309921582,2933,,,,,,,,,
A,route_mobility_w8,28,0.7436072280941016,0.7436072280941016,2933,,,,,,,,,
A,route_mobility_w8,29,0.7787248550971702,0.7787248550971702,2933,,,,,,,,,
A,route_mobility_w8,30,0.7988407773610637,0.7988407773610637,2933,,,,,,,,,
A,route_mobility_w8,31,0.8186157517899761,0.8186157517899761,2933,,,,,,,,,
A,route_mobility_w8,32,0.8070235254006138,0.8070235254006138,2933,,,,,,,,,
A,route_mobility_w8,33,0.8012995896032832,0.8012995896032832,2924,,,,,,,,,
A,route_mobility_w8,34,0.787836420831877,0.787836420831877,2861,,,,,,,,,
A,symbol_marginal_H,8,0.43982270712580973,0.5601772928741903,2933,0.509035117627003,0.509035117627003,0.7384368857456676,,,,,,
A,symbol_marginal_H,9,0.4282304807364473,0.5717695192635527,2933,0.43061711558131605,0.5693828844186839,0.7059264403903978,,,,,,
A,symbol_marginal_H,10,0.40368223661779745,0.5963177633822025,2933,0.3695874531196728,0.6304125468803272,0.6059542135958053,,,,,,
A,symbol_marginal_H,11,0.41697920218206613,0.5830207978179338,2933,0.3856120013637913,0.6143879986362086,0.37233582641735496,,,,,,
A,symbol_marginal_H,12,0.3968632799181725,0.6031367200818275,2933,0.36072280941016027,0.6392771905898398,0.07958714402050211,,,,,,
A,symbol_marginal_H,13,0.45005114217524717,0.5499488578247529,2933,0.4623252642345721,0.5376747357654279,-0.15307604214651743,,,,,,
A,symbol_marginal_H,14,0.48823729969314694,0.511762700306853,2933,0.5018752130923969,0.5018752130923969,-0.38586185712992377,,,,,,
A,symbol_marginal_H,15,0.49266962154790317,0.5073303784520968,2933,0.47664507330378453,0.5233549266962154,-0.5482981371791569,,,,,,
A,symbol_marginal_H,16,0.4896010910330719,0.5103989089669281,2933,0.4926696215479031,0.5073303784520968,-0.6839461764591188,,,,,,
A,symbol_marginal_H,17,0.49062393453801567,0.5093760654619843,2933,0.477326968973747,0.5226730310262531,-0.7744878215644024,,,,,,
A,symbol_marginal_H,18,0.5676781452437777,0.5676781452437777,2933,0.5110808046368905,0.5110808046368905,-0.809184677456632,,,,,,
A,symbol_marginal_H,19,0.6072280941016025,0.6072280941016025,2933,0.481418342993522,0.5185816570064781,-0.8410716997827478,,,,,,
A,symbol_marginal_H,20,0.5509717013296965,0.5509717013296965,2933,0.49607909989771565,0.5039209001022844,-0.806940344829863,0.3248375812093953,0.9775112443778111,0.6474599386293897,0.9315342328835582,1.0,0.6492158199795431
A,symbol_marginal_H,21,0.43845891578588475,0.5615410842141153,2933,0.4343675417661097,0.5656324582338903,-0.7455605851498202,,,,,,
A,symbol_marginal_H,22,0.36720081827480394,0.6327991817251961,2933,0.4231162632117286,0.5768837367882713,-0.6855006812513892,,,,,,
A,symbol_marginal_H,23,0.36992840095465396,0.630071599045346,2933,0.41356972383225366,0.5864302761677463,-0.5507106572797453,,,,,,
A,symbol_marginal_H,24,0.480054551653597,0.519945448346403,2933,0.4916467780429594,0.5083532219570406,-0.32480971184937185,,,,,,
A,symbol_marginal_H,25,0.5479031708148653,0.5479031708148653,2933,0.5206273440163655,0.5206273440163655,-0.13298709474346868,0.3568215892053973,0.9865067466266867,0.6474599386293897,0.6911544227886057,1.0,0.6492158199795431
A,symbol_marginal_H,26,0.5744971019434026,0.5744971019434026,2933,0.4936924650528469,0.5063075349471531,0.12089338593130505,,,,,,
A,symbol_marginal_H,27,0.5632458233890215,0.5632458233890215,2933,0.4677804295942721,0.532219570405728,0.33051260112240094,,,,,,
A,symbol_marginal_H,28,0.5659734060688715,0.5659734060688715,2933,0.4626662120695534,0.5373337879304466,0.4513425585214873,,,,,,
A,symbol_marginal_H,29,0.6385952949198772,0.6385952949198772,2933,0.5076713262870781,0.5076713262870781,0.5457395675277281,,,,,,
A,symbol_marginal_H,30,0.625980225025571,0.625980225025571,2933,0.521309239686328,0.521309239686328,0.5919474765083829,0.01699150424787606,0.15342328835582209,0.6474599386293897,0.68015992003998,1.0,0.6492158199795431
A,symbol_marginal_H,31,0.6188203204909649,0.6188203204909649,2933,0.5165359699965906,0.5165359699965906,0.6139237915989688,,,,,,
A,symbol_marginal_H,32,0.6075690419365837,0.6075690419365837,2933,0.47459938629389703,0.5254006137061029,0.6180864139657659,,,,,,
A,symbol_marginal_H,33,0.6149110807113544,0.6149110807113544,2924,0.47606019151846785,0.5239398084815321,0.5992999499528238,,,,,,
A,symbol_marginal_H,34,0.6113247116392869,0.6113247116392869,2861,0.48549458231387627,0.5145054176861237,0.5541697972560817,,,,,,
A,symbol_conditional_H,8,0.39822707125809753,0.6017729287419025,2933,0.39856801909307876,0.6014319809069213,0.3292796674524719,,,,,,
A,symbol_conditional_H,9,0.43914081145584727,0.5608591885441527,2933,0.41970678486191615,0.5802932151380839,0.17960218880898765,,,,,,
A,symbol_conditional_H,10,0.43470848960109104,0.5652915103989089,2933,0.4128878281622912,0.5871121718377088,-0.025199147720394173,,,,,,
A,symbol_conditional_H,11,0.40061370610296626,0.5993862938970338,2933,0.3804977838390726,0.6195022161609274,-0.16957959415466498,,,,,,
A,symbol_conditional_H,12,0.4302761677463348,0.5697238322536652,2933,0.3992499147630413,0.6007500852369587,-0.2674071285969302,,,,,,
A,symbol_conditional_H,13,0.4572110467098534,0.5427889532901466,2933,0.44766450733037844,0.5523354926696216,-0.29604995256553324,,,,,,
A,symbol_conditional_H,14,0.4657347425843845,0.5342652574156155,2933,0.4742584384589158,0.5257415615410842,-0.30660632254116665,,,,,,
A,symbol_conditional_H,15,0.48653256051824073,0.5134674394817593,2933,0.4892601431980907,0.5107398568019093,-0.33073241678057536,,,,,,
A,symbol_conditional_H,16,0.4650528469144221,0.5349471530855778,2933,0.4708489601091033,0.5291510398908967,-0.39906776415274997,,,,,,
A,symbol_conditional_H,17,0.5202863961813843,0.5202863961813843,2933,0.5151721786566655,0.5151721786566655,-0.5195356264761363,,,,,,
A,symbol_conditional_H,18,0.5656324582338902,0.5656324582338902,2933,0.5219911353562905,0.5219911353562905,-0.5905767194719035,,,,,,
