detector,episodes,failure_n,success_n,tp,fp,fn,tn,failure_recall,success_fpr,precision,detected_failure_lead_median,failure_recall_ci_low,failure_recall_ci_high,success_fpr_ci_low,success_fpr_ci_high,precision_ci_low,precision_ci_high,early2_failure_recall,early4_failure_recall,early8_failure_recall,early12_failure_recall
legacy_back_mean_q95_k2,2560,307,2253,70,2,237,2251,0.2280130293159609,0.000887705281846427,0.9722222222222222,3.0,0.12753623188405797,0.639344262295082,0.0,0.0017809439002671415,0.9285714285714286,1.0,0.15960912052117263,0.10097719869706841,0.05537459283387622,0.03908794788273615
lock_layer_median_q75_k4,2560,307,2253,229,13,78,2240,0.745928338762215,0.005770084332001775,0.9462809917355371,15.0,0.6931034482758621,0.9833333333333333,0.00040306328093510683,0.018538135593220338,0.9308510638297872,0.9907407407407407,0.6579804560260586,0.6123778501628665,0.46905537459283386,0.46254071661237783
instability_L5_q80_k8,2560,307,2253,0,0,307,2253,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dual_regime_or,2560,307,2253,229,13,78,2240,0.745928338762215,0.005770084332001775,0.9462809917355371,15.0,0.6931034482758621,0.9848484848484849,0.00040306328093510683,0.01829924650161464,0.931129476584022,0.9907407407407407,0.6579804560260586,0.6123778501628665,0.46905537459283386,0.46254071661237783
