layer,n,median_action_mobility,median_state_mobility,ratio_state_over_action,median_of_per_query_ratio
L2,232655,0.03278561681509018,0.16094312071800232,4.908955097198486,4.884203910827637
L3,232655,0.03691544756293297,0.15711544454097748,4.256089210510254,4.177448272705078
L4,232655,0.03824065253138542,0.1502169370651245,3.9282002449035645,3.894214391708374
L5,232655,0.04443621635437012,0.17363479733467102,3.907506227493286,3.7651782035827637
L12,232655,0.052744217216968536,0.10977590084075928,2.0812878608703613,2.002730131149292
L13,232655,0.055783845484256744,0.10820057988166809,1.9396400451660156,1.8691589832305908
L14,232655,0.05518952012062073,0.10011492669582367,1.8140206336975098,1.7641414403915405
L15,232655,0.060600388795137405,0.09857115149497986,1.6265761852264404,1.6026664972305298
