corpus,event,lead,axis,auc_event_high,events,pairs,auc_detection
main16x32,loop,-8,late_flow_volatility,0.5348670021567218,98,1391,0.5348670021567218
main16x32,loop,-8,route_acceleration,0.5334291876347951,98,1391,0.5334291876347951
main16x32,loop,-8,gate_entropy,0.4521926671459382,98,1391,0.5478073328540618
main16x32,loop,-8,top12_margin,0.3813803019410496,98,1391,0.6186196980589505
main16x32,loop,-8,token_consensus,0.5291157440690151,98,1391,0.5291157440690151
main16x32,loop,-8,token_dispersion,0.4766355140186916,98,1391,0.5233644859813085
main16x32,loop,-8,layer_disagreement,0.5262401150251618,98,1391,0.5262401150251618
main16x32,loop,-8,state_action_gap,0.5557153127246586,98,1391,0.5557153127246586
main16x32,loop,-8,flow_com,0.4823867721063983,98,1391,0.5176132278936016
main16x32,loop,-8,flow_total,0.5571531272465852,98,1391,0.5571531272465852
main16x32,loop,-8,mob1_w8,0.5253104106972302,85,1047,0.5253104106972302
main16x32,loop,-8,graph_commitment_mean,0.5449317038102085,98,1391,0.5449317038102085
main16x32,loop,-8,graph_commitment_layer_std,0.5585909417685119,98,1391,0.5585909417685119
main16x32,loop,-8,graph_entropy_normalized_mean,0.4550682961897915,98,1391,0.5449317038102085
main16x32,loop,-8,graph_entropy_normalized_layer_std,0.5585909417685119,98,1391,0.5585909417685119
main16x32,loop,-8,graph_top1_mass_mean,0.5046728971962616,98,1391,0.5046728971962616
main16x32,loop,-8,graph_top1_mass_layer_std,0.5636232925952552,98,1391,0.5636232925952552
main16x32,loop,-8,graph_top4_mass_mean,0.5363048166786485,98,1391,0.5363048166786485
main16x32,loop,-8,graph_top4_mass_layer_std,0.6139468008626887,98,1391,0.6139468008626887
main16x32,loop,-8,graph_top12_margin_mean,0.3817397555715313,98,1391,0.6182602444284687
main16x32,loop,-8,graph_top12_margin_layer_std,0.4874191229331416,98,1391,0.5125808770668584
main16x32,loop,-8,graph_token_consensus_mean,0.5276779295470885,98,1391,0.5276779295470885
main16x32,loop,-8,graph_token_consensus_layer_std,0.47591660675772823,98,1391,0.5240833932422717
main16x32,loop,-8,graph_token_dispersion_mean,0.4694464414090582,98,1391,0.5305535585909418
main16x32,loop,-8,graph_token_dispersion_layer_std,0.49388928828181167,98,1391,0.5061107117181883
main16x32,loop,-8,graph_effective_rank_mean,0.507548526240115,98,1391,0.507548526240115
main16x32,loop,-8,graph_effective_rank_layer_std,0.5521207764198418,98,1391,0.5521207764198418
main16x32,loop,-8,graph_stable_rank_mean,0.46585190510424157,98,1391,0.5341480948957584
main16x32,loop,-8,graph_stable_rank_layer_std,0.4593817397555715,98,1391,0.5406182602444285
main16x32,loop,-8,graph_token_expert_mi_mean,0.4701653486700216,98,1391,0.5298346513299784
main16x32,loop,-8,graph_token_expert_mi_layer_std,0.47591660675772823,98,1391,0.5240833932422717
main16x32,loop,-8,graph_occupancy_concentration_mean,0.5869877785765636,98,1391,0.5869877785765636
main16x32,loop,-8,graph_occupancy_concentration_layer_std,0.4263120057512581,98,1391,0.5736879942487418
main16x32,loop,-8,graph_occupancy_entropy_mean,0.4543493889288282,98,1391,0.5456506110711719
main16x32,loop,-8,graph_occupancy_entropy_layer_std,0.5025161754133717,98,1391,0.5025161754133717
main16x32,loop,-8,graph_support_union_fraction_mean,0.47375988497483823,98,1391,0.5262401150251618
main16x32,loop,-8,graph_support_union_fraction_layer_std,0.47735442127965494,98,1391,0.522645578720345
main16x32,loop,-8,lag1_distance,0.5029940119760479,89,1169,0.5029940119760479
main16x32,loop,-8,best_lag2_4_distance,0.5603079555175363,89,1169,0.5603079555175363
main16x32,loop,-8,long_lag_return_advantage,0.3900769888793841,89,1169,0.609923011120616
main16x32,loop,-8,layer_L12_commitment,0.4618979151689432,98,1391,0.5381020848310568
main16x32,loop,-8,layer_L12_entropy_normalized,0.5265995686556434,98,1391,0.5265995686556434
main16x32,loop,-8,layer_L12_top1_mass,0.44320632638389645,98,1391,0.5567936736161035
main16x32,loop,-8,layer_L12_top4_mass,0.4719626168224299,98,1391,0.5280373831775701
main16x32,loop,-8,layer_L12_top12_margin,0.44680086268871316,98,1391,0.5531991373112868
main16x32,loop,-8,layer_L12_token_consensus,0.4982027318475917,98,1391,0.5017972681524083
main16x32,loop,-8,layer_L12_token_dispersion,0.48921639108555,98,1391,0.51078360891445
main16x32,loop,-8,layer_L12_effective_rank,0.5276779295470885,98,1391,0.5276779295470885
main16x32,loop,-8,layer_L12_stable_rank,0.4953271028037383,98,1391,0.5046728971962617
main16x32,loop,-8,layer_L12_token_expert_mi,0.49065420560747663,98,1391,0.5093457943925234
main16x32,loop,-8,layer_L12_occupancy_concentration,0.5395398993529834,98,1391,0.5395398993529834
main16x32,loop,-8,layer_L12_occupancy_entropy,0.5276779295470885,98,1391,0.5276779295470885
main16x32,loop,-8,layer_L12_support_union_fraction,0.5215672178289,98,1391,0.5215672178289
main16x32,loop,-8,layer_L13_commitment,0.5230050323508267,98,1391,0.5230050323508267
main16x32,loop,-8,layer_L13_entropy_normalized,0.4532710280373832,98,1391,0.5467289719626168
main16x32,loop,-8,layer_L13_top1_mass,0.5025161754133717,98,1391,0.5025161754133717
main16x32,loop,-8,layer_L13_top4_mass,0.5273184759166067,98,1391,0.5273184759166067
main16x32,loop,-8,layer_L13_top12_margin,0.46225736879942486,98,1391,0.5377426312005751
main16x32,loop,-8,layer_L13_token_consensus,0.5381020848310568,98,1391,0.5381020848310568
main16x32,loop,-8,layer_L13_token_dispersion,0.4496764917325665,98,1391,0.5503235082674335
main16x32,loop,-8,layer_L13_effective_rank,0.5,98,1391,0.5
main16x32,loop,-8,layer_L13_stable_rank,0.4654924514737599,98,1391,0.53450754852624
main16x32,loop,-8,layer_L13_token_expert_mi,0.44680086268871316,98,1391,0.5531991373112868
main16x32,loop,-8,layer_L13_occupancy_concentration,0.5438533429187635,98,1391,0.5438533429187635
main16x32,loop,-8,layer_L13_occupancy_entropy,0.4953271028037383,98,1391,0.5046728971962617
main16x32,loop,-8,layer_L13_support_union_fraction,0.48382458662832495,98,1391,0.516175413371675
main16x32,loop,-8,layer_L14_commitment,0.5381020848310568,98,1391,0.5381020848310568
main16x32,loop,-8,layer_L14_entropy_normalized,0.47375988497483823,98,1391,0.5262401150251618
main16x32,loop,-8,layer_L14_top1_mass,0.4910136592379583,98,1391,0.5089863407620416
