event,axis,direction_from_main,main_locked_auc,grid_locked_auc,stable_advantage
loop,layer_L15_entropy_normalized,-1,0.521015761821366,0.5705300988319857,0.021015761821365997
loop,graph_top4_mass_layer_std,1,0.5183887915936952,0.5696316262353999,0.01838879159369522
loop,graph_occupancy_concentration_mean,1,0.5485989492119089,0.5175202156334232,0.01752021563342321
loop,graph_token_expert_mi_mean,1,0.5175131348511384,0.5669362084456424,0.017513134851138368
loop,layer_L13_occupancy_concentration,1,0.5341506129597198,0.5170709793351302,0.017070979335130243
loop,layer_L12_stable_rank,1,0.5161996497373029,0.5628930817610063,0.016199649737302924
loop,layer_L13_occupancy_entropy,-1,0.5507880910683012,0.5134770889487871,0.013477088948787075
loop,graph_stable_rank_mean,1,0.5131348511383538,0.5705300988319856,0.013134851138353776
loop,recurrence_lag_2,1,0.5131348511383538,0.568733153638814,0.013134851138353776
loop,layer_L12_token_dispersion,1,0.5122591943957968,0.5718778077268644,0.012259194395796813
loop,flow_transition_8,1,0.5096322241681261,0.6693620844564241,0.009632224168126147
loop,layer_L14_top12_margin,1,0.5087565674255692,0.5107816711590296,0.008756567425569184
loop,lag1_distance,1,0.5070052539404554,0.601078167115903,0.007005253940455369
loop,recurrence_lag_1,1,0.5070052539404554,0.601078167115903,0.007005253940455369
loop,layer_L14_top1_mass,1,0.5065674255691769,0.550314465408805,0.006567425569176888
loop,recurrence_lag_4,1,0.5061295971978984,0.5568592057761733,0.0061295971978984065
loop,layer_L15_occupancy_concentration,1,0.5091943957968477,0.5040431266846361,0.0040431266846361336
loop,layer_L12_support_union_fraction,1,0.537215411558669,0.5031446540880503,0.0031446540880503138
loop,layer_L13_token_dispersion,1,0.5030647985989493,0.5489667565139263,0.0030647985989492588
loop,layer_L12_token_expert_mi,1,0.5026269702276708,0.568733153638814,0.0026269702276707774
loop,layer_L14_top4_mass,1,0.5026269702276708,0.5624438454627134,0.0026269702276707774
loop,graph_occupancy_entropy_mean,1,0.521891418563923,0.5013477088948787,0.0013477088948786742
loop,layer_L13_top12_margin,1,0.5,0.5287511230907457,0.0
loop,graph_support_union_fraction_mean,1,0.5512259194395797,0.49865229110512127,-0.0013477088948787297
loop,graph_occupancy_concentration_layer_std,-1,0.5661120840630474,0.4941599281221922,-0.005840071877807773
loop,layer_L12_occupancy_entropy,1,0.5297723292469352,0.49326145552560646,-0.006738544474393537
loop,layer_L13_support_union_fraction,1,0.5070052539404554,0.49326145552560646,-0.006738544474393537
loop,layer_L14_occupancy_concentration,1,0.5175131348511384,0.49011680143755615,-0.009883198562443851
loop,flow_com,-1,0.6217162872154116,0.4788858939802336,-0.021114106019766377
loop,graph_support_union_fraction_layer_std,-1,0.5753064798598949,0.46990116801437554,-0.030098831985624463
loop,layer_L13_token_consensus,1,0.5043782837127846,0.46900269541778977,-0.030997304582210228
loop,graph_occupancy_entropy_layer_std,-1,0.5998248686514887,0.4690026954177897,-0.030997304582210283
loop,layer_L13_token_expert_mi,-1,0.5083187390542907,0.46855345911949686,-0.03144654088050314
loop,layer_L14_occupancy_entropy,1,0.5586690017513135,0.46810422282120395,-0.03189577717879605
loop,layer_L15_support_union_fraction,-1,0.50569176882662,0.46451033243486073,-0.03548966756513927
loop,layer_L14_support_union_fraction,1,0.559106830122592,0.4636118598382749,-0.03638814016172509
loop,layer_L13_stable_rank,-1,0.5091943957968477,0.45867026055705296,-0.041329739442947044
loop,state_action_gap,-1,0.5262697022767076,0.4537286612758311,-0.04627133872416889
loop,layer_L15_occupancy_entropy,-1,0.500875656742557,0.449685534591195,-0.05031446540880502
loop,graph_commitment_layer_std,-1,0.5087565674255692,0.4429469901168014,-0.05705300988319861
loop,graph_entropy_normalized_layer_std,-1,0.5087565674255692,0.4429469901168014,-0.05705300988319861
loop,layer_L12_token_consensus,1,0.5232049036777583,0.4366576819407008,-0.06334231805929919
loop,layer_L13_entropy_normalized,1,0.5017513134851138,0.4132973944294699,-0.08670260557053011
loop,graph_top12_margin_layer_std,-1,0.5481611208406305,0.41150044923629825,-0.08849955076370175
loop,recurrence_lag_3,-1,0.5175131348511384,0.39622641509433965,-0.10377358490566035
loop,mob1_w8,-1,0.5932914046121593,0.3802197802197802,-0.1197802197802198
loop,graph_top1_mass_layer_std,-1,0.5113835376532399,0.3800539083557951,-0.11994609164420489
loop,graph_top12_margin_mean,-1,0.5026269702276708,0.3692722371967655,-0.1307277628032345
loop,top12_margin,-1,0.5043782837127846,0.3683737646001797,-0.13162623539982032
loop,recurrence_lag_7,-1,0.5031446540880503,0.3644688644688645,-0.1355311355311355
loop,recurrence_lag_8,-1,0.5178197064989518,0.34945054945054943,-0.15054945054945057
static,recurrence_lag_4,-1,0.9803738317757009,0.9850187265917603,0.4803738317757009
static,recurrence_lag_5,-1,0.9794392523364486,0.9737827715355806,0.47378277153558057
static,lag1_distance,-1,0.9719626168224299,0.9700374531835206,0.47003745318352064
static,best_lag2_4_distance,-1,0.9803738317757009,0.9700374531835206,0.47003745318352064
static,recurrence_lag_1,-1,0.9719626168224299,0.9700374531835206,0.47003745318352064
static,recurrence_lag_2,-1,0.9766355140186916,0.9700374531835206,0.47003745318352064
static,recurrence_lag_3,-1,0.9841121495327103,0.9700374531835206,0.47003745318352064
static,recurrence_lag_6,-1,0.9822429906542056,0.9700374531835206,0.47003745318352064
static,mob1_w8,-1,0.9691588785046729,0.9588014981273408,0.45880149812734083
static,recurrence_lag_7,-1,0.9635514018691589,0.947565543071161,0.44756554307116103
static,recurrence_lag_8,-1,0.9242990654205607,0.9026217228464419,0.40262172284644193
static,layer_L15_token_consensus,1,0.9004672897196262,0.8146067415730337,0.3146067415730337
static,layer_L15_token_dispersion,-1,0.8714953271028038,0.8089887640449438,0.3089887640449438
static,graph_token_dispersion_mean,-1,0.8682242990654205,0.7902621722846441,0.2902621722846441
static,token_dispersion,-1,0.8691588785046729,0.7865168539325843,0.2865168539325843
static,layer_L15_token_expert_mi,-1,0.8654205607476635,0.7865168539325843,0.2865168539325843
static,graph_stable_rank_mean,-1,0.8813084112149533,0.7827715355805244,0.28277153558052437
static,layer_L15_stable_rank,-1,0.8710280373831776,0.7808988764044944,0.2808988764044944
static,layer_L15_effective_rank,-1,0.8448598130841122,0.7790262172284644,0.27902621722846443
static,token_consensus,1,0.8691588785046729,0.7677902621722846,0.26779026217228463
static,graph_token_consensus_mean,1,0.8700934579439252,0.7677902621722846,0.26779026217228463
static,graph_token_expert_mi_mean,-1,0.8738317757009346,0.7677902621722846,0.26779026217228463
static,layer_L14_token_dispersion,-1,0.8355140186915888,0.7602996254681648,0.26029962546816476
static,layer_L14_effective_rank,-1,0.8196261682242991,0.7584269662921348,0.2584269662921348
static,graph_effective_rank_mean,-1,0.805607476635514,0.7565543071161048,0.25655430711610483
static,long_lag_return_advantage,1,0.8869158878504673,0.7565543071161048,0.25655430711610483
static,layer_L14_token_expert_mi,-1,0.8401869158878504,0.752808988764045,0.252808988764045
static,flow_transition_8,-1,0.8710280373831776,0.752808988764045,0.252808988764045
static,late_flow_volatility,-1,0.8046728971962617,0.7453183520599251,0.24531835205992514
static,layer_L14_token_consensus,1,0.8177570093457944,0.7434456928838952,0.24344569288389517
static,layer_L14_stable_rank,-1,0.8172897196261683,0.7415730337078652,0.2415730337078652
static,layer_L14_commitment,-1,0.8672897196261682,0.7340823970037453,0.23408239700374533
static,graph_commitment_layer_std,1,0.8299065420560747,0.7265917602996255,0.22659176029962547
static,graph_entropy_normalized_layer_std,1,0.8299065420560747,0.7265917602996255,0.22659176029962547
static,flow_com,-1,0.7785046728971963,0.7191011235955056,0.2191011235955056
static,layer_L12_token_consensus,1,0.7682242990654206,0.7116104868913857,0.21161048689138573
static,graph_top1_mass_mean,-1,0.7233644859813084,0.7041198501872659,0.20411985018726586
static,layer_L12_token_dispersion,-1,0.7626168224299066,0.7041198501872659,0.20411985018726586
static,layer_L12_token_expert_mi,-1,0.7794392523364486,0.7041198501872659,0.20411985018726586
static,layer_L13_token_dispersion,-1,0.8378504672897196,0.7041198501872659,0.20411985018726586
static,layer_L13_token_expert_mi,-1,0.8401869158878504,0.7041198501872659,0.20411985018726586
static,layer_L12_stable_rank,-1,0.7794392523364486,0.6985018726591761,0.19850187265917607
static,graph_top4_mass_mean,-1,0.7121495327102804,0.696629213483146,0.196629213483146
static,graph_token_expert_mi_layer_std,-1,0.8037383177570093,0.696629213483146,0.196629213483146
static,layer_L14_entropy_normalized,1,0.8397196261682243,0.6910112359550562,0.1910112359550562
static,layer_L13_stable_rank,-1,0.8308411214953271,0.6891385767790262,0.18913857677902624
static,graph_stable_rank_layer_std,-1,0.8093457943925233,0.6853932584269663,0.1853932584269663
static,layer_L13_top4_mass,-1,0.780373831775701,0.6816479400749064,0.18164794007490637
static,layer_L14_top1_mass,-1,0.847196261682243,0.6816479400749064,0.18164794007490637
static,layer_L13_token_consensus,1,0.8032710280373832,0.6797752808988764,0.1797752808988764
static,graph_token_dispersion_layer_std,-1,0.7644859813084113,0.6779026217228464,0.17790262172284643
static,layer_L13_effective_rank,-1,0.7261682242990655,0.6779026217228464,0.17790262172284643
static,flow_transition_7,-1,0.7495327102803738,0.6779026217228464,0.17790262172284643
static,layer_L14_top4_mass,-1,0.8228971962616822,0.6722846441947565,0.17228464419475653
static,layer_L12_commitment,-1,0.6883177570093457,0.6704119850187267,0.17041198501872667
static,layer_L12_top4_mass,-1,0.6672897196261682,0.6704119850187267,0.16728971962616823
static,layer_L15_occupancy_entropy,-1,0.8252336448598131,0.6610486891385767,0.16104868913857673
static,layer_L13_top1_mass,-1,0.6906542056074767,0.651685393258427,0.151685393258427
static,graph_token_consensus_layer_std,-1,0.7504672897196262,0.6441947565543071,0.14419475655430714
static,layer_L15_commitment,1,0.6920560747663551,0.6441947565543071,0.14419475655430714
static,layer_L13_entropy_normalized,1,0.7481308411214953,0.6367041198501873,0.13670411985018727
static,top12_margin,-1,0.719158878504673,0.6329588014981273,0.13295880149812733
static,graph_top12_margin_mean,-1,0.719626168224299,0.6329588014981273,0.13295880149812733
static,layer_L15_entropy_normalized,-1,0.7042056074766355,0.6310861423220974,0.13108614232209737
static,layer_L12_entropy_normalized,1,0.6864485981308411,0.6292134831460674,0.1292134831460674
static,layer_L13_commitment,-1,0.7658878504672897,0.6292134831460674,0.1292134831460674
static,layer_L12_top1_mass,-1,0.6359813084112149,0.6179775280898876,0.1179775280898876
static,layer_L14_top12_margin,-1,0.7504672897196262,0.6179775280898876,0.1179775280898876
static,flow_total,-1,0.7084112149532711,0.6104868913857677,0.11048689138576773
static,layer_L12_effective_rank,-1,0.6457943925233645,0.6104868913857677,0.11048689138576773
static,layer_L15_support_union_fraction,-1,0.7635514018691589,0.6086142322097379,0.10861423220973787
static,layer_L15_top12_margin,-1,0.6495327102803738,0.6067415730337078,0.10674157303370779
static,layer_L15_occupancy_concentration,1,0.7738317757009345,0.602996254681648,0.10299625468164797
static,graph_effective_rank_layer_std,-1,0.6018691588785047,0.6142322097378277,0.10186915887850467
static,route_acceleration,-1,0.6682242990654206,0.599250936329588,0.09925093632958804
static,graph_top12_margin_layer_std,-1,0.6747663551401869,0.599250936329588,0.09925093632958804
static,layer_L13_top12_margin,-1,0.5850467289719626,0.5655430711610487,0.06554307116104874
static,graph_commitment_mean,-1,0.5841121495327103,0.5617977528089888,0.061797752808988804
static,graph_entropy_normalized_mean,1,0.5841121495327103,0.5617977528089888,0.061797752808988804
static,graph_occupancy_concentration_mean,1,0.6892523364485982,0.5617977528089888,0.061797752808988804
static,gate_entropy,1,0.5850467289719626,0.5580524344569289,0.05805243445692887
static,layer_L15_top1_mass,-1,0.5537383177570093,0.5955056179775281,0.053738317757009324
static,flow_transition_6,-1,0.5467289719626168,0.5318352059925093,0.03183520599250933
static,flow_transition_0,-1,0.5317757009345794,0.5730337078651686,0.031775700934579376
static,layer_L13_occupancy_concentration,1,0.5934579439252337,0.5299625468164794,0.029962546816479363
static,graph_occupancy_entropy_mean,-1,0.7130841121495327,0.5243445692883895,0.02434456928838946
static,layer_disagreement,-1,0.5495327102803738,0.5205992509363295,0.020599250936329527
static,graph_support_union_fraction_mean,-1,0.6672897196261682,0.5168539325842696,0.016853932584269593
static,flow_transition_3,-1,0.5869158878504672,0.5168539325842696,0.016853932584269593
static,graph_occupancy_entropy_layer_std,1,0.685981308411215,0.5131086142322098,0.01310861423220977
static,layer_L12_support_union_fraction,-1,0.5822429906542056,0.5131086142322097,0.013108614232209659
static,flow_transition_4,-1,0.5514018691588785,0.5093632958801498,0.009363295880149836
static,graph_top4_mass_layer_std,1,0.6607476635514019,0.50187265917603,0.0018726591760299671
static,layer_L15_top4_mass,-1,0.5014018691588785,0.5842696629213483,0.0014018691588785215
static,state_action_gap,-1,0.5822429906542056,0.49812734082397003,-0.0018726591760299671
static,graph_support_union_fraction_layer_std,1,0.6228971962616823,0.49812734082397003,-0.0018726591760299671
static,layer_L14_occupancy_concentration,1,0.5429906542056074,0.49812734082397003,-0.0018726591760299671
static,layer_L14_support_union_fraction,-1,0.5616822429906543,0.49812734082397003,-0.0018726591760299671
static,layer_L13_occupancy_entropy,-1,0.555607476635514,0.49250936329588013,-0.0074906367041198685
static,layer_L12_occupancy_concentration,1,0.5144859813084112,0.49063670411985016,-0.009363295880149836
static,layer_L14_occupancy_entropy,-1,0.5663551401869159,0.49063670411985016,-0.009363295880149836
static,layer_L12_top12_margin,-1,0.5214953271028038,0.48689138576779023,-0.01310861423220977
static,flow_transition_5,-1,0.5401869158878505,0.48689138576779023,-0.01310861423220977
static,layer_L12_occupancy_entropy,-1,0.5481308411214953,0.48501872659176026,-0.014981273408239737
static,flow_transition_2,-1,0.6392523364485981,0.4831460674157303,-0.016853932584269704
static,graph_occupancy_concentration_layer_std,1,0.5429906542056074,0.4794007490636704,-0.020599250936329583
static,flow_transition_1,-1,0.5242990654205608,0.45692883895131087,-0.04307116104868913
static,layer_L13_support_union_fraction,-1,0.5070093457943925,0.4438202247191011,-0.0561797752808989
static,graph_top1_mass_layer_std,1,0.5523364485981308,0.41198501872659177,-0.08801498127340823
