stage,corpus,contrast,block,denoise,channel,bins,variant,group,auc,n_pos,n_neg,p_marg,p_fwer,note
grid,Bstrict,stagnation_vs_loop,front,9,both,8,strict_stag,,1.0,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,9,both,10,strict_stag,,1.0,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,state,3,strict_stag,,1.0,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,state,5,strict_stag,,1.0,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,state,8,strict_stag,,1.0,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,state,10,strict_stag,,1.0,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,action,3,strict_stag,,0.8319672131147541,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,action,5,strict_stag,,0.8524590163934426,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,action,8,strict_stag,,0.8688524590163934,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,action,10,strict_stag,,0.8319672131147541,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,both,3,strict_stag,,1.0,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,both,5,strict_stag,,1.0,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,both,8,strict_stag,,1.0,101,43,,,
grid,Bstrict,stagnation_vs_loop,front,0,both,10,strict_stag,,1.0,101,43,,,
grid,Bstrict,stagnation_vs_other,back,9,state,3,strict_stag,,0.9836660617059891,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,state,5,strict_stag,,0.9963702359346642,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,state,8,strict_stag,,0.9836660617059891,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,state,10,strict_stag,,0.9981851179673321,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,action,3,strict_stag,,0.985480943738657,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,action,5,strict_stag,,0.9818511796733213,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,action,8,strict_stag,,0.985480943738657,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,action,10,strict_stag,,0.9945553539019963,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,both,3,strict_stag,,0.985480943738657,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,both,5,strict_stag,,1.0,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,both,8,strict_stag,,0.9836660617059891,101,72,,,
grid,Bstrict,stagnation_vs_other,back,9,both,10,strict_stag,,0.9963702359346642,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,state,3,strict_stag,,0.9836660617059891,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,state,5,strict_stag,,0.9963702359346642,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,state,8,strict_stag,,0.9836660617059891,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,state,10,strict_stag,,0.9981851179673321,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,action,3,strict_stag,,0.985480943738657,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,action,5,strict_stag,,0.9927404718693285,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,action,8,strict_stag,,0.9891107078039928,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,action,10,strict_stag,,0.9945553539019963,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,both,3,strict_stag,,0.9909255898366606,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,both,5,strict_stag,,0.9963702359346642,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,both,8,strict_stag,,0.985480943738657,101,72,,,
grid,Bstrict,stagnation_vs_other,back,0,both,10,strict_stag,,1.0,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,state,3,strict_stag,,0.9891107078039928,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,state,5,strict_stag,,1.0,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,state,8,strict_stag,,0.9909255898366606,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,state,10,strict_stag,,0.9981851179673321,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,action,3,strict_stag,,0.9764065335753176,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,action,5,strict_stag,,0.9745916515426497,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,action,8,strict_stag,,0.9818511796733213,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,action,10,strict_stag,,0.9818511796733213,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,both,3,strict_stag,,0.9818511796733213,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,both,5,strict_stag,,0.9818511796733213,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,both,8,strict_stag,,0.9818511796733213,101,72,,,
grid,Bstrict,stagnation_vs_other,front,9,both,10,strict_stag,,0.9836660617059891,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,state,3,strict_stag,,0.9891107078039928,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,state,5,strict_stag,,1.0,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,state,8,strict_stag,,0.9909255898366606,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,state,10,strict_stag,,0.9981851179673321,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,action,3,strict_stag,,0.7840290381125227,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,action,5,strict_stag,,0.7658802177858439,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,action,8,strict_stag,,0.7513611615245009,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,action,10,strict_stag,,0.8076225045372051,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,both,3,strict_stag,,0.9909255898366606,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,both,5,strict_stag,,0.9927404718693285,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,both,8,strict_stag,,0.9927404718693285,101,72,,,
grid,Bstrict,stagnation_vs_other,front,0,both,10,strict_stag,,0.9909255898366606,101,72,,,
grid,Bstrict,loop_vs_other,back,9,state,3,strict_stag,,0.8666666666666667,43,72,,,
grid,Bstrict,loop_vs_other,back,9,state,5,strict_stag,,0.8245614035087719,43,72,,,
grid,Bstrict,loop_vs_other,back,9,state,8,strict_stag,,0.8596491228070176,43,72,,,
grid,Bstrict,loop_vs_other,back,9,state,10,strict_stag,,0.856140350877193,43,72,,,
grid,Bstrict,loop_vs_other,back,9,action,3,strict_stag,,0.887719298245614,43,72,,,
grid,Bstrict,loop_vs_other,back,9,action,5,strict_stag,,0.8456140350877193,43,72,,,
grid,Bstrict,loop_vs_other,back,9,action,8,strict_stag,,0.8596491228070176,43,72,,,
grid,Bstrict,loop_vs_other,back,9,action,10,strict_stag,,0.8421052631578947,43,72,,,
grid,Bstrict,loop_vs_other,back,9,both,3,strict_stag,,0.8701754385964913,43,72,,,
grid,Bstrict,loop_vs_other,back,9,both,5,strict_stag,,0.8070175438596491,43,72,,,
grid,Bstrict,loop_vs_other,back,9,both,8,strict_stag,,0.8631578947368421,43,72,,,
grid,Bstrict,loop_vs_other,back,9,both,10,strict_stag,,0.8456140350877193,43,72,,,
grid,Bstrict,loop_vs_other,back,0,state,3,strict_stag,,0.8666666666666667,43,72,,,
grid,Bstrict,loop_vs_other,back,0,state,5,strict_stag,,0.8245614035087719,43,72,,,
grid,Bstrict,loop_vs_other,back,0,state,8,strict_stag,,0.8596491228070176,43,72,,,
grid,Bstrict,loop_vs_other,back,0,state,10,strict_stag,,0.856140350877193,43,72,,,
grid,Bstrict,loop_vs_other,back,0,action,3,strict_stag,,0.8421052631578947,43,72,,,
grid,Bstrict,loop_vs_other,back,0,action,5,strict_stag,,0.8175438596491228,43,72,,,
grid,Bstrict,loop_vs_other,back,0,action,8,strict_stag,,0.7964912280701755,43,72,,,
grid,Bstrict,loop_vs_other,back,0,action,10,strict_stag,,0.7789473684210526,43,72,,,
grid,Bstrict,loop_vs_other,back,0,both,3,strict_stag,,0.8385964912280702,43,72,,,
grid,Bstrict,loop_vs_other,back,0,both,5,strict_stag,,0.8280701754385965,43,72,,,
grid,Bstrict,loop_vs_other,back,0,both,8,strict_stag,,0.8421052631578947,43,72,,,
grid,Bstrict,loop_vs_other,back,0,both,10,strict_stag,,0.8140350877192982,43,72,,,
grid,Bstrict,loop_vs_other,front,9,state,3,strict_stag,,0.8245614035087719,43,72,,,
grid,Bstrict,loop_vs_other,front,9,state,5,strict_stag,,0.7894736842105263,43,72,,,
grid,Bstrict,loop_vs_other,front,9,state,8,strict_stag,,0.8070175438596491,43,72,,,
grid,Bstrict,loop_vs_other,front,9,state,10,strict_stag,,0.8070175438596491,43,72,,,
grid,Bstrict,loop_vs_other,front,9,action,3,strict_stag,,0.7368421052631579,43,72,,,
grid,Bstrict,loop_vs_other,front,9,action,5,strict_stag,,0.7298245614035088,43,72,,,
grid,Bstrict,loop_vs_other,front,9,action,8,strict_stag,,0.7403508771929824,43,72,,,
grid,Bstrict,loop_vs_other,front,9,action,10,strict_stag,,0.7859649122807018,43,72,,,
grid,Bstrict,loop_vs_other,front,9,both,3,strict_stag,,0.7859649122807018,43,72,,,
grid,Bstrict,loop_vs_other,front,9,both,5,strict_stag,,0.7929824561403509,43,72,,,
grid,Bstrict,loop_vs_other,front,9,both,8,strict_stag,,0.8070175438596491,43,72,,,
grid,Bstrict,loop_vs_other,front,9,both,10,strict_stag,,0.8175438596491228,43,72,,,
grid,Bstrict,loop_vs_other,front,0,state,3,strict_stag,,0.8245614035087719,43,72,,,
grid,Bstrict,loop_vs_other,front,0,state,5,strict_stag,,0.7894736842105263,43,72,,,
grid,Bstrict,loop_vs_other,front,0,state,8,strict_stag,,0.8070175438596491,43,72,,,
grid,Bstrict,loop_vs_other,front,0,state,10,strict_stag,,0.8070175438596491,43,72,,,
grid,Bstrict,loop_vs_other,front,0,action,3,strict_stag,,0.631578947368421,43,72,,,
grid,Bstrict,loop_vs_other,front,0,action,5,strict_stag,,0.6,43,72,,,
grid,Bstrict,loop_vs_other,front,0,action,8,strict_stag,,0.5578947368421052,43,72,,,
grid,Bstrict,loop_vs_other,front,0,action,10,strict_stag,,0.5614035087719298,43,72,,,
grid,Bstrict,loop_vs_other,front,0,both,3,strict_stag,,0.8280701754385965,43,72,,,
grid,Bstrict,loop_vs_other,front,0,both,5,strict_stag,,0.8140350877192982,43,72,,,
grid,Bstrict,loop_vs_other,front,0,both,8,strict_stag,,0.7824561403508772,43,72,,,
grid,Bstrict,loop_vs_other,front,0,both,10,strict_stag,,0.8245614035087719,43,72,,,
