calibration,score_kind,method,window,scope,metric,estimate,lo,hi,tasks
task_init,raw_score,ac_recalibrated,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,raw_score,ac_recalibrated,q8_13,excluding_S05,auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
task_init,raw_score,ac_recalibrated,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
task_init,raw_score,ac_recalibrated,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,raw_score,ac_recalibrated,q8_13,excluding_S05,delta_control,0.0,0.0,0.0,35
task_init,raw_score,ac_recalibrated,q8_13,excluding_S05,delta_old_ac,-0.0031745193953181443,-0.014707596381474338,0.008463409515900603,35
task_init,raw_score,ac_recalibrated,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,raw_score,lagged_agreement,q8_13,all,auc,0.6658596373301033,0.625974345928431,0.7071543185244458,36
task_init,raw_score,lagged_agreement,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
task_init,raw_score,lagged_agreement,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,raw_score,lagged_agreement,q8_13,all,delta_control,-0.05183283265636561,-0.11227698407786596,0.010061181630365498,36
task_init,raw_score,lagged_agreement,q8_13,all,delta_old_ac,-0.05501757907138249,-0.11517785482022046,0.0037396022993592968,36
task_init,raw_score,lagged_agreement,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,raw_score,lagged_agreement,q8_13,excluding_S05,auc,0.6625368153031399,0.6231870111889887,0.7032306352611886,35
task_init,raw_score,lagged_agreement,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
task_init,raw_score,lagged_agreement,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,raw_score,lagged_agreement,q8_13,excluding_S05,delta_control,-0.05613729700764336,-0.11766136063974782,0.006405381688280963,35
task_init,raw_score,lagged_agreement,q8_13,excluding_S05,delta_old_ac,-0.059311816402961515,-0.12104963155715978,0.001401971611862556,35
task_init,raw_score,lagged_agreement,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,raw_score,max_or_gap,q8_13,all,auc,0.6729881356824349,0.6189079343959284,0.7230508324464004,36
task_init,raw_score,max_or_gap,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
task_init,raw_score,max_or_gap,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,raw_score,max_or_gap,q8_13,all,delta_control,-0.044704334304034136,-0.07166653121849534,-0.017944406049492434,36
task_init,raw_score,max_or_gap,q8_13,all,delta_old_ac,-0.047889080719051014,-0.0743114992300276,-0.020857115796164713,36
task_init,raw_score,max_or_gap,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,raw_score,max_or_gap,q8_13,excluding_S05,auc,0.6717894283499788,0.6152149572683828,0.7224144699412355,35
task_init,raw_score,max_or_gap,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
task_init,raw_score,max_or_gap,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,raw_score,max_or_gap,q8_13,excluding_S05,delta_control,-0.0468846839608045,-0.07508122532525434,-0.020558695855514668,35
task_init,raw_score,max_or_gap,q8_13,excluding_S05,delta_old_ac,-0.05005920335612265,-0.07758471285244278,-0.023528596127464142,35
task_init,raw_score,max_or_gap,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,raw_score,soft_sum_gap,q8_13,all,auc,0.6795677795570253,0.6272640887829183,0.7262097093397485,36
task_init,raw_score,soft_sum_gap,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
task_init,raw_score,soft_sum_gap,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,raw_score,soft_sum_gap,q8_13,all,delta_control,-0.03812469042944378,-0.06808542191198863,-0.006491881942876975,36
task_init,raw_score,soft_sum_gap,q8_13,all,delta_old_ac,-0.04130943684446066,-0.07300968176147407,-0.008225552931488045,36
task_init,raw_score,soft_sum_gap,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,raw_score,soft_sum_gap,q8_13,excluding_S05,auc,0.6767528842623954,0.6247838509623814,0.7263394444518266,35
task_init,raw_score,soft_sum_gap,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
task_init,raw_score,soft_sum_gap,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,raw_score,soft_sum_gap,q8_13,excluding_S05,delta_control,-0.041921228048387923,-0.07359506742727118,-0.010645947235503734,35
task_init,raw_score,soft_sum_gap,q8_13,excluding_S05,delta_old_ac,-0.04509574744370605,-0.07743640400036753,-0.012489405009893222,35
task_init,raw_score,soft_sum_gap,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,raw_score,state_adjustment_or,q8_13,all,auc,0.7295621579087528,0.6716164714886071,0.7835008901193941,36
task_init,raw_score,state_adjustment_or,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
task_init,raw_score,state_adjustment_or,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,raw_score,state_adjustment_or,q8_13,all,delta_control,0.01186968792228384,-0.001812769644880483,0.0249437255126234,36
task_init,raw_score,state_adjustment_or,q8_13,all,delta_old_ac,0.008684941507266956,-0.008143664777609796,0.02633106977102566,36
task_init,raw_score,state_adjustment_or,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,raw_score,state_adjustment_or,q8_13,excluding_S05,auc,0.7279529273446936,0.667652708940393,0.7818873937878396,35
task_init,raw_score,state_adjustment_or,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
task_init,raw_score,state_adjustment_or,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,raw_score,state_adjustment_or,q8_13,excluding_S05,delta_control,0.00927881503391035,-0.003708393445233014,0.022718064476003715,35
task_init,raw_score,state_adjustment_or,q8_13,excluding_S05,delta_old_ac,0.0061042956385922035,-0.011338005172493199,0.023951359793462162,35
task_init,raw_score,state_adjustment_or,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,raw_score,two_of_three,q8_13,all,auc,0.6611487605826809,0.6274287815349288,0.6961120268849282,36
task_init,raw_score,two_of_three,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
task_init,raw_score,two_of_three,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,raw_score,two_of_three,q8_13,all,delta_control,-0.05654370940378804,-0.10726244470554437,-0.004809881673511619,36
task_init,raw_score,two_of_three,q8_13,all,delta_old_ac,-0.059728455818804926,-0.11062331480290269,-0.009001690744536411,36
task_init,raw_score,two_of_three,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,raw_score,two_of_three,q8_13,excluding_S05,auc,0.6574978112510307,0.6237745508548574,0.6931797738207683,35
task_init,raw_score,two_of_three,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
task_init,raw_score,two_of_three,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,raw_score,two_of_three,q8_13,excluding_S05,delta_control,-0.06117630105975256,-0.11226035546860255,-0.009323945073489099,35
task_init,raw_score,two_of_three,q8_13,excluding_S05,delta_old_ac,-0.06435082045507072,-0.1154706802549116,-0.014583388622233674,35
task_init,raw_score,two_of_three,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,all,auc,0.7149683560459276,0.6639940212504606,0.7641710299996627,36
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,all,control_auc,0.7149683560459276,0.6639940212504606,0.7641710299996627,36
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,all,delta_control,0.0,0.0,0.0,36
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,all,delta_old_ac,0.007277643657866285,-0.004558441729243858,0.02357151455655616,36
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,excluding_S05,auc,0.723462082624334,0.6706898352533939,0.7715621793870655,35
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,excluding_S05,control_auc,0.723462082624334,0.6706898352533939,0.7715621793870655,35
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,excluding_S05,delta_control,0.0,0.0,0.0,35
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,excluding_S05,delta_old_ac,0.00789755708944722,-0.004264959326542028,0.024342670046561616,35
episode,calibrated_rank,ac_recalibrated,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,calibrated_rank,lagged_agreement,all_comparable_queries,all,auc,0.6405488925196687,0.5977648662132518,0.6835387682603216,36
episode,calibrated_rank,lagged_agreement,all_comparable_queries,all,control_auc,0.7149683560459276,0.6639940212504606,0.7641710299996627,36
episode,calibrated_rank,lagged_agreement,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,calibrated_rank,lagged_agreement,all_comparable_queries,all,delta_control,-0.07441946352625897,-0.12593108615135618,-0.021552810054659637,36
episode,calibrated_rank,lagged_agreement,all_comparable_queries,all,delta_old_ac,-0.06714181986839267,-0.11875895585811513,-0.010855358438552813,36
episode,calibrated_rank,lagged_agreement,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,calibrated_rank,lagged_agreement,all_comparable_queries,excluding_S05,auc,0.645729357912015,0.60326930768457,0.6857209490334384,35
episode,calibrated_rank,lagged_agreement,all_comparable_queries,excluding_S05,control_auc,0.723462082624334,0.6706898352533939,0.7715621793870655,35
episode,calibrated_rank,lagged_agreement,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,calibrated_rank,lagged_agreement,all_comparable_queries,excluding_S05,delta_control,-0.07773272471231882,-0.1296920474447188,-0.023487317817940015,35
episode,calibrated_rank,lagged_agreement,all_comparable_queries,excluding_S05,delta_old_ac,-0.06983516762287159,-0.12480467325792739,-0.011125073067003551,35
episode,calibrated_rank,lagged_agreement,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,calibrated_rank,max_or_gap,all_comparable_queries,all,auc,0.678265025381921,0.6296030207411156,0.7245339684310105,36
episode,calibrated_rank,max_or_gap,all_comparable_queries,all,control_auc,0.7149683560459276,0.6639940212504606,0.7641710299996627,36
episode,calibrated_rank,max_or_gap,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,calibrated_rank,max_or_gap,all_comparable_queries,all,delta_control,-0.03670333066400658,-0.06266589711305758,-0.011137760711381693,36
episode,calibrated_rank,max_or_gap,all_comparable_queries,all,delta_old_ac,-0.029425687006140296,-0.055484625076574916,-0.002277685993307378,36
episode,calibrated_rank,max_or_gap,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,calibrated_rank,max_or_gap,all_comparable_queries,excluding_S05,auc,0.6860421828011014,0.6392146180844936,0.7312790912367017,35
episode,calibrated_rank,max_or_gap,all_comparable_queries,excluding_S05,control_auc,0.723462082624334,0.6706898352533939,0.7715621793870655,35
episode,calibrated_rank,max_or_gap,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,calibrated_rank,max_or_gap,all_comparable_queries,excluding_S05,delta_control,-0.03741989982323249,-0.06406427192936381,-0.012287047263809244,35
episode,calibrated_rank,max_or_gap,all_comparable_queries,excluding_S05,delta_old_ac,-0.029522342733785272,-0.05844314289208608,-0.0027194038413241904,35
episode,calibrated_rank,max_or_gap,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,all,auc,0.6740316724666917,0.6253794684449527,0.7212477108803743,36
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,all,control_auc,0.7149683560459276,0.6639940212504606,0.7641710299996627,36
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,all,delta_control,-0.04093668357923602,-0.06934512362260173,-0.011203369224723087,36
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,all,delta_old_ac,-0.03365903992136973,-0.062276003744150765,-0.0035595366850219336,36
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,excluding_S05,auc,0.6803285400354185,0.632782407790293,0.7274765527289128,35
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,excluding_S05,control_auc,0.723462082624334,0.6706898352533939,0.7715621793870655,35
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,excluding_S05,delta_control,-0.04313354258891531,-0.07271020847255048,-0.012731163295182259,35
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,excluding_S05,delta_old_ac,-0.03523598549946808,-0.06534453314940392,-0.0038548355991093824,35
episode,calibrated_rank,soft_sum_gap,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,all,auc,0.7139429637031571,0.6642508335993201,0.7633275393696046,36
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,all,control_auc,0.7149683560459276,0.6639940212504606,0.7641710299996627,36
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,all,delta_control,-0.0010253923427704667,-0.014936583712007916,0.012456254534491071,36
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,all,delta_old_ac,0.006252251315095814,-0.011277445969536526,0.025772909421208745,36
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,excluding_S05,auc,0.7212969867504,0.667436447793839,0.7697460338996268,35
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,excluding_S05,control_auc,0.723462082624334,0.6706898352533939,0.7715621793870655,35
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,excluding_S05,delta_control,-0.002165095873933757,-0.016131321016199206,0.011877036536202005,35
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,excluding_S05,delta_old_ac,0.005732461215513459,-0.011682163702334719,0.025511549886616577,35
episode,calibrated_rank,state_adjustment_or,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,calibrated_rank,two_of_three,all_comparable_queries,all,auc,0.6549359844247157,0.6131259237650598,0.6956119990623604,36
episode,calibrated_rank,two_of_three,all_comparable_queries,all,control_auc,0.7149683560459276,0.6639940212504606,0.7641710299996627,36
episode,calibrated_rank,two_of_three,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,calibrated_rank,two_of_three,all_comparable_queries,all,delta_control,-0.060032371621212034,-0.10051694780174611,-0.02019722234323501,36
episode,calibrated_rank,two_of_three,all_comparable_queries,all,delta_old_ac,-0.05275472796334574,-0.09065645995748091,-0.012567592122297492,36
episode,calibrated_rank,two_of_three,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,calibrated_rank,two_of_three,all_comparable_queries,excluding_S05,auc,0.6601355001540752,0.6196862390343923,0.6996488212064709,35
episode,calibrated_rank,two_of_three,all_comparable_queries,excluding_S05,control_auc,0.723462082624334,0.6706898352533939,0.7715621793870655,35
episode,calibrated_rank,two_of_three,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,calibrated_rank,two_of_three,all_comparable_queries,excluding_S05,delta_control,-0.06332658247025866,-0.10604622685621987,-0.02036463278669418,35
episode,calibrated_rank,two_of_three,all_comparable_queries,excluding_S05,delta_old_ac,-0.05542902538081143,-0.09619582749861978,-0.012916495427255151,35
episode,calibrated_rank,two_of_three,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,raw_score,ac_recalibrated,all_comparable_queries,all,auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
episode,raw_score,ac_recalibrated,all_comparable_queries,all,control_auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
episode,raw_score,ac_recalibrated,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,raw_score,ac_recalibrated,all_comparable_queries,all,delta_control,0.0,0.0,0.0,36
episode,raw_score,ac_recalibrated,all_comparable_queries,all,delta_old_ac,-0.007471312863761502,-0.015659663191275364,0.00014843990650352195,36
episode,raw_score,ac_recalibrated,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,raw_score,ac_recalibrated,all_comparable_queries,excluding_S05,auc,0.7083293893097299,0.6531187911403504,0.7607127406970026,35
episode,raw_score,ac_recalibrated,all_comparable_queries,excluding_S05,control_auc,0.7083293893097299,0.6531187911403504,0.7607127406970026,35
episode,raw_score,ac_recalibrated,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,raw_score,ac_recalibrated,all_comparable_queries,excluding_S05,delta_control,0.0,0.0,0.0,35
episode,raw_score,ac_recalibrated,all_comparable_queries,excluding_S05,delta_old_ac,-0.007235136225156753,-0.015524101504097514,0.0006920541266946135,35
episode,raw_score,ac_recalibrated,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,raw_score,lagged_agreement,all_comparable_queries,all,auc,0.6356531572723845,0.5932204992257268,0.681100356334148,36
episode,raw_score,lagged_agreement,all_comparable_queries,all,control_auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
episode,raw_score,lagged_agreement,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,raw_score,lagged_agreement,all_comparable_queries,all,delta_control,-0.06456624225191548,-0.11407287324482226,-0.011886833404018315,36
episode,raw_score,lagged_agreement,all_comparable_queries,all,delta_old_ac,-0.07203755511567697,-0.1205895297900218,-0.02153219129525382,36
episode,raw_score,lagged_agreement,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,raw_score,lagged_agreement,all_comparable_queries,excluding_S05,auc,0.6408571241135487,0.5963232593022211,0.6818414835037135,35
episode,raw_score,lagged_agreement,all_comparable_queries,excluding_S05,control_auc,0.7083293893097299,0.6531187911403504,0.7607127406970026,35
episode,raw_score,lagged_agreement,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,raw_score,lagged_agreement,all_comparable_queries,excluding_S05,delta_control,-0.06747226519618138,-0.11692088310548134,-0.011896790971627883,35
episode,raw_score,lagged_agreement,all_comparable_queries,excluding_S05,delta_old_ac,-0.07470740142133811,-0.12369428686587368,-0.021758818630271612,35
episode,raw_score,lagged_agreement,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,raw_score,max_or_gap,all_comparable_queries,all,auc,0.6651761149046993,0.6133393737325767,0.7154224194764807,36
episode,raw_score,max_or_gap,all_comparable_queries,all,control_auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
episode,raw_score,max_or_gap,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,raw_score,max_or_gap,all_comparable_queries,all,delta_control,-0.035043284619600615,-0.060036008361331265,-0.008743684457653363,36
episode,raw_score,max_or_gap,all_comparable_queries,all,delta_old_ac,-0.042514597483362115,-0.06487889383149488,-0.020082941919315082,36
episode,raw_score,max_or_gap,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,raw_score,max_or_gap,all_comparable_queries,excluding_S05,auc,0.673024533111683,0.6211536335705552,0.7231490661739285,35
episode,raw_score,max_or_gap,all_comparable_queries,excluding_S05,control_auc,0.7083293893097299,0.6531187911403504,0.7607127406970026,35
episode,raw_score,max_or_gap,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,raw_score,max_or_gap,all_comparable_queries,excluding_S05,delta_control,-0.03530485619804684,-0.062268740858619144,-0.0104714050204081,35
episode,raw_score,max_or_gap,all_comparable_queries,excluding_S05,delta_old_ac,-0.04253999242320359,-0.06677448133221896,-0.019810767103149527,35
episode,raw_score,max_or_gap,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,raw_score,soft_sum_gap,all_comparable_queries,all,auc,0.6674018423684196,0.6155130927900787,0.7181026880533944,36
episode,raw_score,soft_sum_gap,all_comparable_queries,all,control_auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
episode,raw_score,soft_sum_gap,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,raw_score,soft_sum_gap,all_comparable_queries,all,delta_control,-0.03281755715588034,-0.061446495971625194,-0.003421432208236589,36
episode,raw_score,soft_sum_gap,all_comparable_queries,all,delta_old_ac,-0.04028887001964185,-0.06836776181485654,-0.011003228448790205,36
episode,raw_score,soft_sum_gap,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,raw_score,soft_sum_gap,all_comparable_queries,excluding_S05,auc,0.6738391031247668,0.6230121855175841,0.7230663123185587,35
episode,raw_score,soft_sum_gap,all_comparable_queries,excluding_S05,control_auc,0.7083293893097299,0.6531187911403504,0.7607127406970026,35
episode,raw_score,soft_sum_gap,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,raw_score,soft_sum_gap,all_comparable_queries,excluding_S05,delta_control,-0.03449028618496319,-0.06471525731109487,-0.004633085125341977,35
episode,raw_score,soft_sum_gap,all_comparable_queries,excluding_S05,delta_old_ac,-0.04172542241011995,-0.07071528644420819,-0.011890501270912285,35
episode,raw_score,soft_sum_gap,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,raw_score,state_adjustment_or,all_comparable_queries,all,auc,0.6983093268684901,0.6429830898255372,0.7539720027358974,36
episode,raw_score,state_adjustment_or,all_comparable_queries,all,control_auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
episode,raw_score,state_adjustment_or,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,raw_score,state_adjustment_or,all_comparable_queries,all,delta_control,-0.0019100726558096762,-0.014113223253634505,0.0102304407413059,36
episode,raw_score,state_adjustment_or,all_comparable_queries,all,delta_old_ac,-0.009381385519571177,-0.02441444227726319,0.005010785446809997,36
episode,raw_score,state_adjustment_or,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,raw_score,state_adjustment_or,all_comparable_queries,excluding_S05,auc,0.7056617470254708,0.6470603080064095,0.7603986309003375,35
episode,raw_score,state_adjustment_or,all_comparable_queries,excluding_S05,control_auc,0.7083293893097299,0.6531187911403504,0.7607127406970026,35
episode,raw_score,state_adjustment_or,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,raw_score,state_adjustment_or,all_comparable_queries,excluding_S05,delta_control,-0.002667642284258937,-0.015199110216377527,0.01025579946701706,35
episode,raw_score,state_adjustment_or,all_comparable_queries,excluding_S05,delta_old_ac,-0.009902778509415688,-0.024870406504688556,0.005596907526340128,35
episode,raw_score,state_adjustment_or,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,raw_score,two_of_three,all_comparable_queries,all,auc,0.6467700760585617,0.6015056613627179,0.6889582507978267,36
episode,raw_score,two_of_three,all_comparable_queries,all,control_auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
episode,raw_score,two_of_three,all_comparable_queries,all,old_ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,raw_score,two_of_three,all_comparable_queries,all,delta_control,-0.05344932346573815,-0.08489524879890015,-0.02098916465084224,36
episode,raw_score,two_of_three,all_comparable_queries,all,delta_old_ac,-0.06092063632949966,-0.09292176861177992,-0.027914324359910665,36
episode,raw_score,two_of_three,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,raw_score,two_of_three,all_comparable_queries,excluding_S05,auc,0.6521024348511002,0.607134309440673,0.6948356907794628,35
episode,raw_score,two_of_three,all_comparable_queries,excluding_S05,control_auc,0.7083293893097299,0.6531187911403504,0.7607127406970026,35
episode,raw_score,two_of_three,all_comparable_queries,excluding_S05,old_ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,raw_score,two_of_three,all_comparable_queries,excluding_S05,delta_control,-0.05622695445862962,-0.0887344419037902,-0.022815580119470942,35
episode,raw_score,two_of_three,all_comparable_queries,excluding_S05,delta_old_ac,-0.06346209068378639,-0.09669419154673707,-0.029319243521001973,35
episode,raw_score,two_of_three,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
task_init,calibrated_rank,ac_recalibrated,all_comparable_queries,all,auc,0.7053952964338306,0.6535009049833563,0.7548357697559663,36
task_init,calibrated_rank,ac_recalibrated,all_comparable_queries,all,control_auc,0.7053952964338306,0.6535009049833563,0.7548357697559663,36
task_init,calibrated_rank,ac_recalibrated,all_comparable_queries,all,old_ac_auc,0.7048058875815437,0.653459591514244,0.7554470843731088,36
task_init,calibrated_rank,ac_recalibrated,all_comparable_queries,all,delta_control,0.0,0.0,0.0,36
