calibration,score_kind,method,suite,task,query,auc,control_auc,old_ac_auc,delta_control,delta_old_ac,v82_auc,failures,successes
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.5262936120006741,0.5262936120006741,0.5444687903814821,0.0,-0.018175178380807955,0.43867633013090623,51,349
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.5262936120006741,0.5262936120006741,0.5444687903814821,0.0,-0.018175178380807955,0.43867633013090623,51,349
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.5183718186414967,0.5262936120006741,0.5444687903814821,-0.00792179335917742,-0.026096971739985375,0.43867633013090623,51,349
episode,raw_score,two_of_three,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.5191864711500647,0.5262936120006741,0.5444687903814821,-0.0071071408506094835,-0.02528231923141744,0.43867633013090623,51,349
episode,raw_score,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.5191864711500647,0.5262936120006741,0.5444687903814821,-0.0071071408506094835,-0.02528231923141744,0.43867633013090623,51,349
episode,raw_score,state_adjustment_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,0.6126467779088712,0.5262936120006741,0.5444687903814821,0.08635316590819708,0.06817798752738913,0.43867633013090623,51,349
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.5752008539805608,0.5752008539805608,0.5915781785493567,0.0,-0.016377324568795926,0.6188549918534749,51,349
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.5752008539805608,0.5752008539805608,0.5915781785493567,0.0,-0.016377324568795926,0.6188549918534749,51,349
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.5961009045451992,0.5752008539805608,0.5915781785493567,0.020900050564638395,0.004522725995842469,0.6188549918534749,51,349
episode,raw_score,two_of_three,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.5215461542783303,0.5752008539805608,0.5915781785493567,-0.05365469970223047,-0.0700320242710264,0.6188549918534749,51,349
episode,raw_score,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.5191864711500647,0.5752008539805608,0.5915781785493567,-0.05601438283049609,-0.07239170739929202,0.6188549918534749,51,349
episode,raw_score,state_adjustment_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0.5735153660317995,0.5752008539805608,0.5915781785493567,-0.0016854879487612218,-0.018062812517557147,0.6188549918534749,51,349
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.5772515309848868,0.5772515309848868,0.6011854598572953,0.0,-0.023933928872408528,0.5966627338614529,51,349
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.5772515309848868,0.5772515309848868,0.6011854598572953,0.0,-0.023933928872408528,0.5966627338614529,51,349
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.5822518118995449,0.5772515309848868,0.6011854598572953,0.005000280914658095,-0.018933647957750432,0.5966627338614529,51,349
episode,raw_score,two_of_three,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.5087926287993707,0.5772515309848868,0.6011854598572953,-0.06845890218551609,-0.09239283105792462,0.5966627338614529,51,349
episode,raw_score,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.5225855385133996,0.5772515309848868,0.6011854598572953,-0.05466599247148718,-0.0785999213438957,0.5966627338614529,51,349
episode,raw_score,state_adjustment_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,0.5698353840103376,0.5772515309848868,0.6011854598572953,-0.007416146974549176,-0.0313500758469577,0.5966627338614529,51,349
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5702286645317153,0.5702286645317153,0.5687679083094556,0.0,0.0014607562222597181,0.5013202988931963,51,349
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5702286645317153,0.5702286645317153,0.5687679083094556,0.0,0.0014607562222597181,0.5013202988931963,51,349
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5637676273947975,0.5702286645317153,0.5687679083094556,-0.006461037136917813,-0.005000280914658095,0.5013202988931963,51,349
episode,raw_score,two_of_three,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5445811562447328,0.5702286645317153,0.5687679083094556,-0.02564750828698248,-0.02418675206472276,0.5013202988931963,51,349
episode,raw_score,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5246362155177258,0.5702286645317153,0.5687679083094556,-0.04559244901398951,-0.04413169279172979,0.5013202988931963,51,349
episode,raw_score,state_adjustment_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,0.5705657621214675,0.5702286645317153,0.5687679083094556,0.00033709758975219994,0.001797853812011918,0.5013202988931963,51,349
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.6908253272655768,0.6908253272655768,0.689364571043317,0.0,0.0014607562222597181,0.589134221023653,51,349
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.6908253272655768,0.6908253272655768,0.689364571043317,0.0,0.0014607562222597181,0.589134221023653,51,349
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.697595370526434,0.6908253272655768,0.689364571043317,0.006770043260857284,0.008230799483117002,0.589134221023653,51,349
episode,raw_score,two_of_three,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.6318894319905612,0.6908253272655768,0.689364571043317,-0.058935895275015526,-0.05747513905275581,0.589134221023653,51,349
episode,raw_score,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.5696387437496488,0.6908253272655768,0.689364571043317,-0.12118658351592793,-0.11972582729366821,0.589134221023653,51,349
episode,raw_score,state_adjustment_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,0.6900949491544469,0.6908253272655768,0.689364571043317,-0.0007303781111298591,0.0007303781111298591,0.589134221023653,51,349
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,0.7168099331423113,0.7168099331423113,0.7214450250014046,0.0,-0.004635091859093277,0.5778414517669532,51,349
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,0.7168099331423113,0.7168099331423113,0.7214450250014046,0.0,-0.004635091859093277,0.5778414517669532,51,349
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,0.7507725153098489,0.7168099331423113,0.7214450250014046,0.03396258216753756,0.02932749030844428,0.5778414517669532,51,349
episode,raw_score,two_of_three,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,0.6321422551828755,0.7168099331423113,0.7214450250014046,-0.08466767795943586,-0.08930276981852914,0.5778414517669532,51,349
episode,raw_score,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,0.6114388448789257,0.7168099331423113,0.7214450250014046,-0.10537108826338559,-0.11000618012247887,0.5778414517669532,51,349
episode,raw_score,state_adjustment_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,0.7164166526209338,0.7168099331423113,0.7214450250014046,-0.0003932805213775481,-0.005028372380470825,0.5778414517669532,51,349
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,0.7111916399797742,0.7111916399797742,0.7098713410865779,0.0,0.0013202988931962922,0.622338333614248,51,349
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,0.7111916399797742,0.7111916399797742,0.7098713410865779,0.0,0.0013202988931962922,0.622338333614248,51,349
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,0.7614753637844823,0.7111916399797742,0.7098713410865779,0.050283723804708136,0.05160402269790443,0.622338333614248,51,349
episode,raw_score,two_of_three,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,0.7591156806562166,0.7111916399797742,0.7098713410865779,0.0479240406764424,0.049244339569638695,0.622338333614248,51,349
episode,raw_score,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,0.601747289173549,0.7111916399797742,0.7098713410865779,-0.10944435080622517,-0.10812405191302887,0.622338333614248,51,349
episode,raw_score,state_adjustment_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,0.7111916399797742,0.7111916399797742,0.7098713410865779,0.0,0.0013202988931962922,0.622338333614248,51,349
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,0.6961907972357998,0.6961907972357998,0.7000393280521378,0.0,-0.0038485308163379583,0.6851508511714142,51,349
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,0.695909882577673,0.6961907972357998,0.7000393280521378,-0.0002809146581268518,-0.00412944547446481,0.6851508511714142,51,349
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,0.7191977077363897,0.6961907972357998,0.7000393280521378,0.023006910500589894,0.019158379684251936,0.6851508511714142,51,349
episode,raw_score,two_of_three,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,0.602646216079555,0.6961907972357998,0.7000393280521378,-0.09354458115624475,-0.09739311197258271,0.6851508511714142,51,349
episode,raw_score,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,0.6260744985673352,0.6961907972357998,0.7000393280521378,-0.07011629866846458,-0.07396482948480254,0.6851508511714142,51,349
episode,raw_score,state_adjustment_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,0.6901230406202595,0.6961907972357998,0.7000393280521378,-0.006067756615540265,-0.009916287431878223,0.6851508511714142,51,349
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,0.7908309455587392,0.7908309455587392,0.7877970672509692,0.0,0.0030338783077700215,0.7697623461992247,51,349
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,0.7892578234732288,0.7908309455587392,0.7877970672509692,-0.0015731220855104144,0.001460756222259607,0.7697623461992247,51,349
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,0.8185291308500477,0.7908309455587392,0.7877970672509692,0.02769818529130852,0.03073206359907854,0.7697623461992247,51,349
episode,raw_score,two_of_three,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,0.5703972133265914,0.7908309455587392,0.7877970672509692,-0.2204337322321478,-0.21739985392437777,0.7697623461992247,51,349
episode,raw_score,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,0.6741109051070285,0.7908309455587392,0.7877970672509692,-0.1167200404517107,-0.11368616214394067,0.7697623461992247,51,349
episode,raw_score,state_adjustment_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,0.7447609416259341,0.7908309455587392,0.7877970672509692,-0.04607000393280514,-0.043036125625035115,0.7697623461992247,51,349
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,0.828162362505978,0.828162362505978,0.8254423720707795,0.0,0.0027199904351984383,0.7666188426590148,51,328
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,0.8182986609277858,0.828162362505978,0.8254423720707795,-0.009863701578192163,-0.007143711142993725,0.7666188426590148,51,328
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,0.856647537063606,0.828162362505978,0.8254423720707795,0.028485174557628,0.03120516499282644,0.7666188426590148,51,328
episode,raw_score,two_of_three,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,0.7154471544715447,0.828162362505978,0.8254423720707795,-0.11271520803443325,-0.1099952175992348,0.7666188426590148,51,328
episode,raw_score,lagged_agreement,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,0.7521520803443329,0.828162362505978,0.8254423720707795,-0.07601028216164507,-0.07329029172644663,0.7666188426590148,51,328
episode,raw_score,state_adjustment_or,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,0.7769010043041606,0.828162362505978,0.8254423720707795,-0.05126135820181732,-0.04854136776661888,0.7666188426590148,51,328
episode,raw_score,ac_recalibrated,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,0.8307225063938619,0.8307225063938619,0.8259271099744245,0.0,0.004795396419437381,0.7017263427109974,51,184
episode,raw_score,max_or_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,0.8283780903665814,0.8307225063938619,0.8259271099744245,-0.002344416027280527,0.002450980392156854,0.7017263427109974,51,184
episode,raw_score,soft_sum_gap,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,0.8391943734015346,0.8307225063938619,0.8259271099744245,0.008471867007672662,0.013267263427110043,0.7017263427109974,51,184
