calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,median_failure_q,median_failure_cap_percent,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
episode,0.01,old_hard_gate,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,66.66666666666667,3,5,3,5,,,,
episode,0.01,old_hard_gate,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.01,old_hard_gate,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,50.0,1,0,1,0,,,,
episode,0.01,old_hard_gate,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.01,old_hard_gate,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,33.5,64.42307692307692,1,0,1,0,,,,
episode,0.01,old_hard_gate,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,13,1,399,1.0,0.03258145363408521,19.0,36.53846153846154,1,13,1,13,,,,
episode,0.01,old_hard_gate,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,21,1,399,1.0,0.05263157894736842,41.0,78.84615384615384,0,20,0,20,,,,
episode,0.01,old_hard_gate,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,15,151,249,0.8344370860927153,0.060240963855421686,33.0,63.46153846153846,0,1,23,6,,,,
episode,0.01,old_hard_gate,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,13,30,370,1.0,0.03513513513513514,14.0,26.923076923076923,24,13,25,13,,,,
episode,0.01,old_hard_gate,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,4,10,390,0.9,0.010256410256410256,10.0,19.23076923076923,8,3,8,4,,,,
episode,0.01,old_hard_gate,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,6,4,396,1.0,0.015151515151515152,30.5,58.65384615384615,1,3,2,6,,,,
episode,0.01,old_hard_gate,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,5,20,380,0.9,0.013157894736842105,30.0,57.69230769230769,3,4,15,4,,,,
episode,0.01,old_hard_gate,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,24,47,353,1.0,0.0679886685552408,30.0,57.69230769230769,13,18,34,23,,,,
episode,0.01,old_hard_gate,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,27,6,394,1.0,0.06852791878172589,23.5,45.19230769230769,6,26,6,27,,,,
episode,0.01,old_hard_gate,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,3,3,397,0.6666666666666666,0.007556675062972292,21.5,76.78571428571428,0,0,0,1,,,,
episode,0.01,old_hard_gate,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,71.42857142857143,0,0,1,0,,,,
episode,0.01,old_hard_gate,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,,0,2,0,2,,,,
episode,0.01,old_hard_gate,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,,0,1,0,1,,,,
episode,0.01,old_hard_gate,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,24.0,85.71428571428571,0,1,0,1,,,,
episode,0.01,old_hard_gate,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,75.0,0,0,0,0,,,,
episode,0.01,old_hard_gate,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,18.0,64.28571428571429,0,0,0,0,,,,
episode,0.01,old_hard_gate,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,2,5,395,0.6,0.005063291139240506,16.0,57.142857142857146,0,0,3,0,,,,
episode,0.01,old_hard_gate,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.01,old_hard_gate,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,60.714285714285715,1,0,1,0,,,,
episode,0.01,old_hard_gate,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,,0,0,0,0,,,,
episode,0.01,old_hard_gate,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,old_hard_gate,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,old_hard_gate,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,old_hard_gate,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,17.0,77.27272727272727,2,1,2,1,,,,
episode,0.01,old_hard_gate,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,old_hard_gate,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.01,old_hard_gate,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,18.0,81.81818181818181,2,0,2,0,,,,
episode,0.01,old_hard_gate,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,39,0,41,359,0.9512195121951219,0.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,old_hard_gate,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,ac_recalibrated,all,495,196,564,15436,0.8776595744680851,0.012697590049235553,24.0,64.28571428571429,91,156,174,174,0.8381932392665811,0.9357860812594266,0.008206991632781954,0.017869213087702722
episode,0.01,ac_recalibrated,libero_goal,88,10,106,3894,0.8301886792452831,0.0025680534155110425,20.0,66.66666666666667,22,8,37,10,,,,
episode,0.01,ac_recalibrated,libero_long,246,168,274,3726,0.8978102189781022,0.04508856682769726,32.0,61.53846153846154,64,143,122,155,,,,
episode,0.01,ac_recalibrated,libero_object,34,14,44,3956,0.7727272727272727,0.003538928210313448,19.5,69.64285714285714,1,4,8,8,,,,
episode,0.01,ac_recalibrated,libero_spatial,127,4,140,3860,0.9071428571428571,0.0010362694300518134,18.0,81.81818181818181,4,1,7,1,,,,
episode,0.01,ac_recalibrated,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.01,ac_recalibrated,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,83.33333333333333,1,1,3,1,,,,
episode,0.01,ac_recalibrated,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,53.333333333333336,0,2,1,4,,,,
episode,0.01,ac_recalibrated,libero_goal/put_the_bowl_on_the_plate,12,0,18,382,0.6666666666666666,0.0,18.0,60.0,2,0,6,0,,,,
episode,0.01,ac_recalibrated,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,60.0,0,0,7,0,,,,
episode,0.01,ac_recalibrated,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,46.666666666666664,15,0,16,0,,,,
episode,0.01,ac_recalibrated,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,66.66666666666667,3,5,3,5,,,,
episode,0.01,ac_recalibrated,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.01,ac_recalibrated,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,50.0,1,0,1,0,,,,
episode,0.01,ac_recalibrated,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.01,ac_recalibrated,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,2,4,396,1.0,0.005050505050505051,33.5,64.42307692307692,1,2,1,2,,,,
episode,0.01,ac_recalibrated,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,18,1,399,1.0,0.045112781954887216,18.0,34.61538461538461,1,18,1,18,,,,
episode,0.01,ac_recalibrated,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,22,1,399,1.0,0.05513784461152882,41.0,78.84615384615384,0,21,0,21,,,,
episode,0.01,ac_recalibrated,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,16,151,249,0.8344370860927153,0.0642570281124498,33.0,63.46153846153846,0,1,23,6,,,,
episode,0.01,ac_recalibrated,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,15,30,370,1.0,0.04054054054054054,12.0,23.076923076923077,28,15,29,15,,,,
episode,0.01,ac_recalibrated,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,7,10,390,0.9,0.017948717948717947,10.0,19.23076923076923,8,6,8,7,,,,
episode,0.01,ac_recalibrated,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,9,4,396,1.0,0.022727272727272728,27.0,51.92307692307692,2,8,3,9,,,,
episode,0.01,ac_recalibrated,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,6,20,380,0.9,0.015789473684210527,30.0,57.69230769230769,4,5,15,5,,,,
episode,0.01,ac_recalibrated,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,29,47,353,1.0,0.0821529745042493,30.0,57.69230769230769,14,23,36,28,,,,
episode,0.01,ac_recalibrated,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,44,6,394,1.0,0.1116751269035533,23.5,45.19230769230769,6,44,6,44,,,,
episode,0.01,ac_recalibrated,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,6,3,397,0.6666666666666666,0.015113350125944584,21.5,76.78571428571428,0,0,0,4,,,,
episode,0.01,ac_recalibrated,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,71.42857142857143,0,0,2,0,,,,
episode,0.01,ac_recalibrated,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,,0,2,0,2,,,,
episode,0.01,ac_recalibrated,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,,0,1,0,1,,,,
episode,0.01,ac_recalibrated,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,24.0,85.71428571428571,0,1,1,1,,,,
episode,0.01,ac_recalibrated,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,75.0,0,0,0,0,,,,
episode,0.01,ac_recalibrated,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,18.0,64.28571428571429,0,0,0,0,,,,
episode,0.01,ac_recalibrated,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,2,5,395,1.0,0.005063291139240506,16.0,57.142857142857146,0,0,3,0,,,,
episode,0.01,ac_recalibrated,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.01,ac_recalibrated,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,60.714285714285715,1,0,1,0,,,,
episode,0.01,ac_recalibrated,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,,0,0,0,0,,,,
episode,0.01,ac_recalibrated,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,ac_recalibrated,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,ac_recalibrated,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,19.5,88.63636363636363,0,0,0,0,,,,
episode,0.01,ac_recalibrated,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,17.0,77.27272727272727,2,1,2,1,,,,
episode,0.01,ac_recalibrated,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,ac_recalibrated,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.01,ac_recalibrated,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,17.0,77.27272727272727,2,0,3,0,,,,
episode,0.01,ac_recalibrated,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,40,0,41,359,0.975609756097561,0.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,ac_recalibrated,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,max_or_gap,all,495,188,564,15436,0.8776595744680851,0.012179321067634101,24.0,64.28571428571429,94,146,172,166,0.8380711548940072,0.9352388392857143,0.00785212793183214,0.016947260151378526
episode,0.01,max_or_gap,libero_goal,88,10,106,3894,0.8301886792452831,0.0025680534155110425,20.0,66.66666666666667,25,8,37,10,,,,
episode,0.01,max_or_gap,libero_long,246,158,274,3726,0.8978102189781022,0.042404723564143855,31.5,60.57692307692308,64,133,123,145,,,,
episode,0.01,max_or_gap,libero_object,33,16,44,3956,0.75,0.004044489383215369,19.0,67.85714285714286,1,4,5,10,,,,
episode,0.01,max_or_gap,libero_spatial,128,4,140,3860,0.9142857142857143,0.0010362694300518134,18.0,81.81818181818181,4,1,7,1,,,,
episode,0.01,max_or_gap,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.01,max_or_gap,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,83.33333333333333,1,1,3,1,,,,
episode,0.01,max_or_gap,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,53.333333333333336,0,2,1,4,,,,
episode,0.01,max_or_gap,libero_goal/put_the_bowl_on_the_plate,12,0,18,382,0.6666666666666666,0.0,18.0,60.0,2,0,6,0,,,,
episode,0.01,max_or_gap,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,17.0,56.666666666666664,3,0,7,0,,,,
episode,0.01,max_or_gap,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,46.666666666666664,15,0,16,0,,,,
episode,0.01,max_or_gap,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,66.66666666666667,3,5,3,5,,,,
episode,0.01,max_or_gap,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.01,max_or_gap,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,50.0,1,0,1,0,,,,
episode,0.01,max_or_gap,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.01,max_or_gap,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,3,4,396,1.0,0.007575757575757576,26.5,50.96153846153847,2,3,3,3,,,,
episode,0.01,max_or_gap,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,16,1,399,1.0,0.040100250626566414,19.0,36.53846153846154,1,16,1,16,,,,
episode,0.01,max_or_gap,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,22,1,399,1.0,0.05513784461152882,41.0,78.84615384615384,0,21,0,21,,,,
episode,0.01,max_or_gap,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,16,151,249,0.8344370860927153,0.0642570281124498,33.0,63.46153846153846,0,1,23,6,,,,
episode,0.01,max_or_gap,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,14,30,370,1.0,0.03783783783783784,13.0,25.0,25,14,27,14,,,,
episode,0.01,max_or_gap,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,5,10,390,0.9,0.01282051282051282,10.0,19.23076923076923,8,5,8,5,,,,
episode,0.01,max_or_gap,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,8,4,396,1.0,0.020202020202020204,27.0,51.92307692307692,2,6,3,8,,,,
episode,0.01,max_or_gap,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,5,20,380,0.9,0.013157894736842105,30.0,57.69230769230769,4,4,15,4,,,,
episode,0.01,max_or_gap,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,32,47,353,1.0,0.0906515580736544,29.0,55.76923076923077,16,26,37,31,,,,
episode,0.01,max_or_gap,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,37,6,394,1.0,0.09390862944162437,24.0,46.15384615384615,6,37,6,37,,,,
episode,0.01,max_or_gap,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,7,3,397,0.6666666666666666,0.017632241813602016,21.5,76.78571428571428,0,0,0,6,,,,
episode,0.01,max_or_gap,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,71.42857142857143,0,0,1,0,,,,
episode,0.01,max_or_gap,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,,0,2,0,2,,,,
episode,0.01,max_or_gap,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,2,0,400,,0.005,,,0,1,0,1,,,,
episode,0.01,max_or_gap,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,24.0,85.71428571428571,0,1,0,1,,,,
episode,0.01,max_or_gap,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,75.0,0,0,0,0,,,,
episode,0.01,max_or_gap,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,18.0,64.28571428571429,0,0,0,0,,,,
episode,0.01,max_or_gap,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,4,2,5,395,0.8,0.005063291139240506,16.5,58.92857142857143,0,0,2,0,,,,
episode,0.01,max_or_gap,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.01,max_or_gap,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,60.714285714285715,1,0,1,0,,,,
episode,0.01,max_or_gap,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,,0,0,0,0,,,,
episode,0.01,max_or_gap,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,max_or_gap,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,max_or_gap,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,19.5,88.63636363636363,0,0,0,0,,,,
episode,0.01,max_or_gap,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,20,2,24,376,0.8333333333333334,0.005319148936170213,16.5,75.0,2,1,2,1,,,,
episode,0.01,max_or_gap,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,max_or_gap,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.01,max_or_gap,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,17.0,77.27272727272727,2,0,3,0,,,,
episode,0.01,max_or_gap,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,40,0,41,359,0.975609756097561,0.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,max_or_gap,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,soft_sum_gap,all,493,196,564,15436,0.874113475177305,0.012697590049235553,23.0,63.63636363636363,93,152,177,178,0.8335644855381698,0.9282012672989228,0.00856196064583236,0.017561531867554624
episode,0.01,soft_sum_gap,libero_goal,88,10,106,3894,0.8301886792452831,0.0025680534155110425,21.0,70.0,26,7,37,10,,,,
episode,0.01,soft_sum_gap,libero_long,246,164,274,3726,0.8978102189781022,0.0440150295222759,31.0,59.61538461538461,62,140,125,154,,,,
episode,0.01,soft_sum_gap,libero_object,31,17,44,3956,0.7045454545454546,0.004297269969666329,19.0,67.85714285714286,1,4,9,13,,,,
episode,0.01,soft_sum_gap,libero_spatial,128,5,140,3860,0.9142857142857143,0.0012953367875647669,18.0,81.81818181818181,4,1,6,1,,,,
episode,0.01,soft_sum_gap,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.01,soft_sum_gap,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,83.33333333333333,1,0,3,1,,,,
episode,0.01,soft_sum_gap,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,53.333333333333336,0,2,1,4,,,,
episode,0.01,soft_sum_gap,libero_goal/put_the_bowl_on_the_plate,12,0,18,382,0.6666666666666666,0.0,18.5,61.66666666666667,2,0,6,0,,,,
episode,0.01,soft_sum_gap,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,16.0,53.333333333333336,4,0,7,0,,,,
episode,0.01,soft_sum_gap,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,46.666666666666664,15,0,16,0,,,,
episode,0.01,soft_sum_gap,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,66.66666666666667,3,5,3,5,,,,
episode,0.01,soft_sum_gap,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.01,soft_sum_gap,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,50.0,1,0,1,0,,,,
episode,0.01,soft_sum_gap,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.01,soft_sum_gap,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,10,4,396,1.0,0.025252525252525252,25.0,48.07692307692308,2,10,3,10,,,,
episode,0.01,soft_sum_gap,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,13,1,399,1.0,0.03258145363408521,18.0,34.61538461538461,1,13,1,13,,,,
episode,0.01,soft_sum_gap,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,27,1,399,1.0,0.06766917293233082,41.0,78.84615384615384,0,27,0,27,,,,
episode,0.01,soft_sum_gap,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,127,15,151,249,0.8410596026490066,0.060240963855421686,33.0,63.46153846153846,0,1,23,6,,,,
episode,0.01,soft_sum_gap,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,13,30,370,1.0,0.03513513513513514,14.0,26.923076923076923,24,13,25,13,,,,
episode,0.01,soft_sum_gap,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,6,10,390,0.8,0.015384615384615385,10.0,19.23076923076923,8,6,8,6,,,,
episode,0.01,soft_sum_gap,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,8,4,396,1.0,0.020202020202020204,31.5,60.57692307692308,1,4,2,8,,,,
episode,0.01,soft_sum_gap,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,5,20,380,0.9,0.013157894736842105,30.0,57.69230769230769,3,4,15,4,,,,
