task,short_task,window,key,family,token_role,scope,metric,layer,layer_group,denoise_step,relative_query,expert,failure_mean,success_mean,adjusted_difference,within_init_residual_sd,effect_sigma,permutation_p_raw,permutation_p_max_family,permutation_p_max_global
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E11,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,11.0,0.03186982206028441,0.03201378934117484,-0.0003026520417802837,0.0005602911679883699,-0.540169217492584,0.0004997501249375312,0.02848575712143928,0.043478260869565216
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E12,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,12.0,0.02873995472960498,0.02859466457097181,7.608235234847344e-05,0.0006558601325747221,0.11600392914537366,0.3658170914542729,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E13,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,13.0,0.03192996982808994,0.0319981953562719,-1.934025644424902e-05,0.0002693903079023997,-0.07179269586512373,0.5567216391804098,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E14,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,14.0,0.03186026542528492,0.03200038395629361,-0.00011997169395723191,0.0003544609933915351,-0.33846233067657183,0.009495252373813094,0.9330334832583708,0.9875062468765617
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E15,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,15.0,0.0312049997282093,0.031230928015028095,4.5891393873974145e-05,0.00027909670461478134,0.16442828996248807,0.19940029985007496,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E16,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,16.0,0.031591394470761654,0.0316287936193162,-2.1588279906497057e-06,0.00024011585039798142,-0.008990776689966713,0.9565217391304348,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E17,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,17.0,0.02794069614585327,0.027921963025462525,7.996206873085394e-05,0.00044781996401595795,0.17855851716339408,0.15642178910544727,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E18,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,18.0,0.03064155472321031,0.030616838749947733,-3.164041086111173e-05,0.00038538213064184064,-0.08210139584940204,0.526736631684158,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E19,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,19.0,0.031729913701343794,0.031719431425605356,1.3689033731640098e-05,0.00023041210767742054,0.059411086811483424,0.6431784107946027,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E20,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,20.0,0.03153972748828971,0.031438007509207416,1.0399844504863143e-05,0.00032435991071571197,0.032062669156356305,0.8115942028985508,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E21,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,21.0,0.03245893592500816,0.03239841242160263,6.453891978617684e-05,0.00024299635786002527,0.2655962433122294,0.03498250874562719,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E22,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,22.0,0.03094297782113047,0.030971850180227696,-1.3740522697924142e-05,0.00031034467189526777,-0.04427503979369482,0.744127936031984,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E23,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,23.0,0.03205966577946168,0.03207489640997915,3.208705146177356e-05,0.0003615719460903974,0.08874319982156859,0.4682658670664668,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E24,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,24.0,0.030300342882780926,0.030261291303382867,-5.6006391885211746e-05,0.00046635360727106495,-0.12009426111859879,0.335832083958021,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E25,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,25.0,0.03185614002058688,0.03177979086718426,3.348287673615127e-05,0.00022150910568837377,0.1511580150716516,0.24037981009495252,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E26,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,26.0,0.032510683385898236,0.03265745128537047,-9.646823822680223e-05,0.00024237760721225674,-0.39800804759295416,0.0014992503748125937,0.6146926536731634,0.7571214392803598
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E27,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,27.0,0.03156492066488642,0.03156527488267627,-5.57466762593068e-05,0.00029878340955916496,-0.18657888783569782,0.13493253373313344,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E28,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,28.0,0.029843291379106435,0.029873905117334478,-3.794906660914421e-06,0.0003384532139495488,-0.011212499998537776,0.9265367316341829,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E29,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,29.0,0.03241454801805641,0.032260134334451164,6.819429595869375e-05,0.0002889681283730085,0.23599244782686404,0.063968015992004,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E30,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,30.0,0.0316041386483804,0.03150355854424937,8.325841355757171e-05,0.00023940470046436186,0.347772676961143,0.0074962518740629685,0.9015492253873063,0.974512743628186
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D3|E31,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,3.0,,31.0,0.03061548595154739,0.030562370292970847,6.340806784323487e-05,0.0003775105208374848,0.1679637105280346,0.22938530734632684,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|entropy_mean|L3|D4,action_layer_denoise,action,layer_denoise,entropy_mean,3.0,,4.0,,,0.9987974633758328,0.9987962085448383,-1.7667808556691815e-06,7.683034868869289e-05,-0.022995871889478985,0.8535732133933034,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|entropy_std_query|L3|D4,action_layer_denoise,action,layer_denoise,entropy_std_query,3.0,,4.0,,,0.00011914726179667471,0.0001260083375823669,-1.2270501092557765e-05,5.387682639566589e-05,-0.2277510000764422,0.07846076961519241,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|top1_mean|L3|D4,action_layer_denoise,action,layer_denoise,top1_mean,3.0,,4.0,,,0.036914214188152036,0.036863627249439215,3.6985592998237726e-05,0.00027872155355935146,0.13269728345698945,0.3078460769615192,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|top1_std_query|L3|D4,action_layer_denoise,action,layer_denoise,top1_std_query,3.0,,4.0,,,0.0004913691418551025,0.0005072253065448202,-1.3415852764914038e-05,0.0002115545645468239,-0.06341556748563879,0.6026986506746627,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|p4p5_gap_mean|L3|D4,action_layer_denoise,action,layer_denoise,p4p5_gap_mean,3.0,,4.0,,,0.0003810101081952503,0.0003786840817814789,1.8227974397447555e-06,5.7723984159165366e-05,0.0315778175449335,0.7961019490254873,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|query_speed_mean|L3|D4,action_layer_denoise,action,layer_denoise,query_speed_mean,3.0,,4.0,,,0.009949366028076443,0.009837112873230643,3.184246634916065e-05,0.00113287314418209,0.028107706950852136,0.8180909545227386,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|token_dispersion_mean|L3|D4,action_layer_denoise,action,layer_denoise,token_dispersion_mean,3.0,,4.0,,,0.028115987271556387,0.027947377413511276,0.0001547777889838138,0.0010829856476938717,0.1429176732982568,0.26686656671664166,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|denoise_delta_mean|L3|D4,action_layer_denoise,action,layer_denoise,denoise_delta_mean,3.0,,4.0,,,0.006984428980934393,0.006962860131572033,3.1420144723706036e-05,0.00020057158173150794,0.15665302358619343,0.20839580209895053,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E0,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,0.0,0.031975262818615076,0.03204574428723547,-4.4033291241324755e-05,0.00023245814520246073,-0.1894246002994376,0.12343828085957022,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E1,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,1.0,0.03177284143622155,0.03190627291092071,-0.0001666448069773466,0.00034220245762869514,-0.4869772360260592,0.0004997501249375312,0.11344327836081959,0.1619190404797601
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E2,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,2.0,0.03136587739193245,0.03134035153699846,5.096255660621056e-05,0.0003065719485807829,0.16623359326295875,0.2048975512243878,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E3,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,3.0,0.03140755585880707,0.03136501596951536,4.2578229584185726e-05,0.00031915700910540077,0.13340841143841017,0.2798600699650175,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E4,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,4.0,0.03188646878318294,0.03202504284101827,-4.345709940351813e-05,0.00025421477330293975,-0.1709463963832333,0.17491254372813594,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E5,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,5.0,0.03227031635849372,0.03225998545129751,4.357862401293569e-06,0.00023621095993578225,0.018449027100513556,0.8935532233883059,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E6,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,6.0,0.031040370069525165,0.03081652794258091,0.00014169038035925403,0.00032527295973766606,0.4356045472501861,0.0014992503748125937,0.3503248375812094,0.463768115942029
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E7,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,7.0,0.03323562750997751,0.03338840324431658,-8.12533938611646e-05,0.00025453220898534,-0.3192263729021597,0.013493253373313344,0.9765117441279361,0.9965017491254373
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E8,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,8.0,0.029612904100719352,0.029389889958989005,0.00023625616496243324,0.00043513510068123615,0.5429489935253597,0.0004997501249375312,0.027486256871564217,0.04097951024487756
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E9,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,9.0,0.03135712935751223,0.031427533903705146,3.135938241899726e-05,0.0003068676313958585,0.10219188735009896,0.4367816091954023,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E10,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,10.0,0.03031099731426524,0.03034314925075862,-3.424842018203669e-05,0.0002738284761657618,-0.12507252956885476,0.3153423288355822,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E11,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,11.0,0.031379129029000585,0.0315506617651032,-0.0003110346935348088,0.0005608778211493714,-0.5545498178149122,0.0004997501249375312,0.01899050474762619,0.02848575712143928
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E12,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,12.0,0.02872684513947562,0.028533984545682525,0.00012239529491509812,0.0006517961183736527,0.18778156461025902,0.15942028985507245,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E13,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,13.0,0.03130445400576876,0.031363474052592086,-2.876358140126405e-05,0.0002632876376498256,-0.10924774766493144,0.3793103448275862,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E14,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,14.0,0.031446879668890135,0.03160162608074988,-0.00013896666719500288,0.0003500137199148873,-0.39703205699706673,0.0024987506246876563,0.6226886556721639,0.7621189405297352
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E15,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,15.0,0.031511977618641177,0.03154337850945263,5.8158022533374954e-05,0.0002878153579380139,0.20206712716803774,0.11444277861069466,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E16,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,16.0,0.03115553808722483,0.031169599564424878,1.3930697097958797e-05,0.00024315045693143648,0.05729249812550002,0.6806596701649176,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E17,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,17.0,0.028468507777332612,0.028436996155129426,9.381781105857447e-05,0.00044576641372215826,0.2104640640715704,0.0864567716141929,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E18,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,18.0,0.030126029868488727,0.030146004270826435,-5.471139990416656e-05,0.00038004191280449195,-0.14396148966946232,0.2613693153423288,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E19,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,19.0,0.03236959842236146,0.03236349851920687,2.0910700063306497e-05,0.0002419286554819295,0.08643333309008693,0.4962518740629685,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E20,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,20.0,0.03182931708009994,0.03171846635061605,1.3576569109858269e-05,0.00031600148109902623,0.04296362492555452,0.7451274362818591,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E21,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,21.0,0.03232378249421068,0.03229202201654171,5.093976795910839e-05,0.00024063787728763306,0.21168640836297098,0.10744627686156921,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E22,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,22.0,0.0313738983468679,0.03141641900232383,-2.2987119920284625e-05,0.00031412206623463796,-0.0731789402630316,0.5937031484257871,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E23,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,23.0,0.03231938002104669,0.03231638213137871,4.201976905216971e-05,0.00035623672090964796,0.11795462563452899,0.33883058470764615,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E24,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,24.0,0.030162502809063248,0.030142018001462365,-6.924746873458306e-05,0.0004706816076450028,-0.14712167972964613,0.22988505747126436,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E25,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,25.0,0.031238201499471197,0.031144484122893935,4.242487674749705e-05,0.00021598232629873055,0.1964275386534088,0.12693653173413294,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E26,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,26.0,0.03258089998575008,0.03273750978104513,-0.00010141766856450483,0.00024373381179386525,-0.416100120939632,0.001999000499750125,0.48575712143928035,0.6211894052973513
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E27,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,27.0,0.031238136600460046,0.03127881920703783,-7.020094268677006e-05,0.0003067445248946029,-0.22885801371969405,0.06646676661669165,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E28,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,28.0,0.03033462340903023,0.03040893407988137,-3.161589871067925e-05,0.0003539872362429481,-0.08931366861199667,0.487256371814093,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E29,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,29.0,0.031845636969513216,0.03165348925916799,9.783205995521697e-05,0.00029702528063166956,0.3293728390632682,0.011494252873563218,0.960519740129935,0.9930034982508745
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E30,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,30.0,0.031312032683711986,0.031191842188930202,0.00010046562870066479,0.0002576288133797569,0.38996270402633015,0.0024987506246876563,0.6686656671664168,0.8105947026486756
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D4|E31,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,4.0,,31.0,0.030717281938490014,0.030682477907373988,3.490712961174577e-05,0.0003823626852654945,0.09129324318744104,0.5197401299350325,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|entropy_mean|L3|D5,action_layer_denoise,action,layer_denoise,entropy_mean,3.0,,5.0,,,0.9987146618518838,0.9987104886184075,2.0821720277672827e-07,7.802088142651224e-05,0.0026687368685118966,0.9800099950024987,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|entropy_std_query|L3|D5,action_layer_denoise,action,layer_denoise,entropy_std_query,3.0,,5.0,,,0.00012495870104638925,0.00013454165815341118,-1.3289449730846235e-05,5.824208863839038e-05,-0.22817605002727306,0.06846576711644178,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|top1_mean|L3|D5,action_layer_denoise,action,layer_denoise,top1_mean,3.0,,5.0,,,0.03710858843734731,0.037081322568500864,1.9403159677744863e-05,0.0003117008203401701,0.06224930578164508,0.6421789105447276,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|top1_std_query|L3|D5,action_layer_denoise,action,layer_denoise,top1_std_query,3.0,,5.0,,,0.0005938275139471997,0.0006308186658661098,-1.0699549424302007e-05,0.0002958753232653288,-0.036162358206220165,0.760119940029985,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|p4p5_gap_mean|L3|D5,action_layer_denoise,action,layer_denoise,p4p5_gap_mean,3.0,,5.0,,,0.0003884607274654706,0.00037639226427237533,1.8032583498152017e-05,6.0131443549162105e-05,0.29988609010207756,0.019490254872563718,0.9540229885057471,0.999000499750125
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|query_speed_mean|L3|D5,action_layer_denoise,action,layer_denoise,query_speed_mean,3.0,,5.0,,,0.010336065819264268,0.010230359567152658,2.99215096464581e-05,0.0011880312874800085,0.025185792631712656,0.8430784607696152,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|token_dispersion_mean|L3|D5,action_layer_denoise,action,layer_denoise,token_dispersion_mean,3.0,,5.0,,,0.02857197644998846,0.028456007844993268,0.00014233161172128294,0.0011018383859078952,0.12917648680754956,0.32283858070964516,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_layer_denoise|action|layer_denoise|denoise_delta_mean|L3|D5,action_layer_denoise,action,layer_denoise,denoise_delta_mean,3.0,,5.0,,,0.007294037455247472,0.007318753040604422,-5.850097186774372e-06,0.00022593284463817042,-0.025893079849205875,0.8460769615192404,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D5|E0,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,5.0,,0.0,0.03208308543443032,0.03215895962483924,-6.598060898690584e-05,0.00024338554811935266,-0.2710950156931665,0.026486756621689155,0.9995002498750625,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D5|E1,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,5.0,,1.0,0.03185474329992481,0.03195680956484686,-0.00014921945827712577,0.00035502285082318684,-0.42030944749368265,0.0009995002498750624,0.45577211394302847,0.5882058970514743
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,action_expert_probability|action|layer_denoise_expert|mean_probability|L3|D5|E2,action_expert_probability,action,layer_denoise_expert,mean_probability,3.0,,5.0,,2.0,0.031061793718001118,0.031030605041325605,5.1422019589291625e-05,0.0003013667355614723,0.1706293811541209,0.17891054472763618,1.0,1.0
