cohort,quantity,layer,auc_suite_strat,n_suite_strata,pairs_suite,auc_task_strat,n_task_strata,pairs_task,dev_suite,dev_task
external_8b,kirchhoff_efficiency,L3,0.45727757049688195,88,31575510.0,0.5393860301657367,159,2642866.0,0.04272242950311805,0.03938603016573672
external_8b,kirchhoff_efficiency,L4,0.5101928361568824,88,31575510.0,0.5108700176248058,159,2642866.0,0.010192836156882379,0.010870017624805772
external_8b,kirchhoff_efficiency,L5,0.5405348163814298,88,31575510.0,0.479273447840337,159,2642866.0,0.04053481638142975,0.020726552159663014
external_8b,kirchhoff_efficiency,L12,0.6325979216171014,88,31575510.0,0.5012588606459806,159,2642866.0,0.13259792161710138,0.0012588606459805751
external_8b,kirchhoff_efficiency,L13,0.5719239689240174,88,31575510.0,0.5379623862882189,159,2642866.0,0.07192396892401742,0.03796238628821891
external_8b,kirchhoff_efficiency,L14,0.6034202614621268,88,31575510.0,0.5201586081170971,159,2642866.0,0.1034202614621268,0.020158608117097132
external_8b,kirchhoff_efficiency,L15,0.5505779637446869,88,31575510.0,0.5359586903006055,159,2642866.0,0.05057796374468693,0.0359586903006055
external_8b,res_cv,L2,0.5158598705135721,88,31575510.0,0.5467696810962039,159,2642866.0,0.015859870513572072,0.04676968109620394
external_8b,res_cv,L3,0.550605453403603,88,31575510.0,0.46528692714651443,159,2642866.0,0.05060545340360301,0.03471307285348557
external_8b,res_cv,L4,0.4962254291379617,88,31575510.0,0.5006977273914001,159,2642866.0,0.0037745708620383067,0.0006977273914000603
external_8b,res_cv,L5,0.4676918282555056,88,31575510.0,0.5290215243602967,159,2642866.0,0.03230817174449441,0.029021524360296702
external_8b,res_cv,L12,0.37470929210644577,88,31575510.0,0.5090057536023392,159,2642866.0,0.12529070789355423,0.00900575360233924
external_8b,res_cv,L13,0.4370422203790216,88,31575510.0,0.4734617646146267,159,2642866.0,0.06295777962097843,0.02653823538537331
external_8b,res_cv,L14,0.4017017302333359,88,31575510.0,0.48621193810053176,159,2642866.0,0.09829826976666411,0.01378806189946824
external_8b,res_cv,L15,0.46430040243213805,88,31575510.0,0.4715963654608293,159,2642866.0,0.03569959756786195,0.02840363453917072
external_8b,vol,L2,0.5274583213382776,88,31575510.0,0.46808332318021423,159,2642866.0,0.027458321338277636,0.03191667681978577
external_8b,vol,L3,0.4285819611464708,88,31575510.0,0.5064834917850546,159,2642866.0,0.07141803885352921,0.006483491785054585
external_8b,vol,L4,0.5089250181548928,88,31575510.0,0.49053300470020045,159,2642866.0,0.008925018154892772,0.009466995299799552
external_8b,vol,L5,0.5082929776906217,88,31575510.0,0.44958049329780625,159,2642866.0,0.00829297769062165,0.05041950670219375
external_8b,vol,L12,0.5523812758685449,88,31575510.0,0.5135973598358752,159,2642866.0,0.05238127586854491,0.013597359835875178
external_8b,vol,L13,0.4698222609864417,88,31575510.0,0.49904573292781396,159,2642866.0,0.030177739013558302,0.0009542670721860436
external_8b,vol,L14,0.5154337016250885,88,31575510.0,0.49435593783415427,159,2642866.0,0.015433701625088503,0.005644062165845731
external_8b,vol,L15,0.4430562483392984,88,31575510.0,0.5437672587259438,159,2642866.0,0.05694375166070159,0.04376725872594378
external_8b,fiedler,L2,0.5266351359012095,88,31575510.0,0.4655192506922409,159,2642866.0,0.026635135901209472,0.03448074930775907
external_8b,fiedler,L3,0.42852197795063324,88,31575510.0,0.5072092190826172,159,2642866.0,0.07147802204936676,0.00720921908261718
external_8b,fiedler,L4,0.5086288075790383,88,31575510.0,0.4902053301226774,159,2642866.0,0.008628807579038278,0.009794669877322582
external_8b,fiedler,L5,0.5090665202240597,88,31575510.0,0.44959184461111534,159,2642866.0,0.009066520224059738,0.05040815538888466
external_8b,fiedler,L12,0.5658076148255404,88,31575510.0,0.5111034763018633,159,2642866.0,0.06580761482554043,0.011103476301863258
external_8b,fiedler,L13,0.4767014847899527,88,31575510.0,0.5008101053931603,159,2642866.0,0.023298515210047277,0.0008101053931602875
external_8b,fiedler,L14,0.5281688403449382,88,31575510.0,0.4938203450345193,159,2642866.0,0.028168840344938162,0.006179654965480674
external_8b,fiedler,L15,0.4500260645037879,88,31575510.0,0.5428031538488898,159,2642866.0,0.049973935496212096,0.042803153848889774
external_8b,ground_leak_mean,L2,0.47226041637965627,88,31575510.0,0.5314976241701244,159,2642866.0,0.027739583620343733,0.03149762417012436
external_8b,ground_leak_mean,L3,0.5718748010720967,88,31575510.0,0.4938114531724272,159,2642866.0,0.07187480107209665,0.006188546827572805
external_8b,ground_leak_mean,L4,0.4912897210528033,88,31575510.0,0.5092225636865433,159,2642866.0,0.008710278947196726,0.009222563686543284
external_8b,ground_leak_mean,L5,0.492341818073564,88,31575510.0,0.5507653433810114,159,2642866.0,0.007658181926436025,0.05076534338101135
external_8b,ground_leak_mean,L12,0.45844323654629804,88,31575510.0,0.4882990662409672,159,2642866.0,0.04155676345370196,0.011700933759032806
external_8b,ground_leak_mean,L13,0.539693721494918,88,31575510.0,0.503610096009408,159,2642866.0,0.03969372149491801,0.0036100960094079815
external_8b,ground_leak_mean,L14,0.4996796251271951,88,31575510.0,0.508772484113837,159,2642866.0,0.00032037487280489607,0.00877248411383702
external_8b,ground_leak_mean,L15,0.568569169587443,88,31575510.0,0.45964513524333056,159,2642866.0,0.06856916958744297,0.04035486475666944
external_8b,conditional_energy,L2,0.5277395044450588,88,31575510.0,0.4685023758298756,159,2642866.0,0.027739504445058794,0.031497624170124416
external_8b,conditional_energy,L3,0.4281251197526184,88,31575510.0,0.5061883576390176,159,2642866.0,0.07187488024738159,0.006188357639017594
external_8b,conditional_energy,L4,0.5087103581224817,88,31575510.0,0.49077781469056697,159,2642866.0,0.008710358122481665,0.009222185309433029
external_8b,conditional_energy,L5,0.5076583086068919,88,31575510.0,0.44923427824187834,159,2642866.0,0.007658308606891873,0.05076572175812166
external_8b,conditional_energy,L12,0.5415569851444997,88,31575510.0,0.5117009337590328,159,2642866.0,0.04155698514449968,0.011700933759032806
external_8b,conditional_energy,L13,0.46030613598956915,88,31575510.0,0.496389903990592,159,2642866.0,0.039693864010430846,0.0036100960094079815
external_8b,conditional_energy,L14,0.5003200898417792,88,31575510.0,0.4912265699433872,159,2642866.0,0.0003200898417792253,0.008773430056612797
external_8b,conditional_energy,L15,0.43143090958784197,88,31575510.0,0.5403558106994453,159,2642866.0,0.06856909041215803,0.04035581069944527
external_8b,size,L2,0.5245416463582061,88,31575510.0,0.5702472240363302,159,2642866.0,0.024541646358206104,0.07024722403633021
external_8b,size,L3,0.481248980618207,88,31575510.0,0.5141624660501137,159,2642866.0,0.01875101938179302,0.014162466050113731
external_8b,size,L4,0.46543919638986037,88,31575510.0,0.5453350642824872,159,2642866.0,0.034560803610139634,0.045335064282487236
external_8b,size,L5,0.47848604820634727,88,31575510.0,0.5096138056185974,159,2642866.0,0.02151395179365273,0.00961380561859737
external_8b,size,L12,0.3787616415380147,88,31575510.0,0.4804314709864216,159,2642866.0,0.12123835846198527,0.019568529013578417
external_8b,size,L13,0.3927522310803531,88,31575510.0,0.479369366437799,159,2642866.0,0.10724776891964688,0.020630633562201017
external_8b,size,L14,0.37446582810538925,88,31575510.0,0.46079521247009875,159,2642866.0,0.12553417189461075,0.03920478752990125
external_8b,size,L15,0.37488537794005544,88,31575510.0,0.4839942698570416,159,2642866.0,0.12511462205994456,0.01600573014295842
development_main,norm_fiedler,L2,0.48989508178269875,85,20967760.0,0.4449585625405366,101,2081450.0,0.01010491821730125,0.05504143745946338
development_main,norm_fiedler,L3,0.47019223798822574,85,20967760.0,0.5506543515337865,101,2081450.0,0.029807762011774264,0.0506543515337865
development_main,norm_fiedler,L4,0.5327758902238484,85,20967760.0,0.525591054313099,101,2081450.0,0.032775890223848414,0.02559105431309905
development_main,norm_fiedler,L5,0.5162604398371595,85,20967760.0,0.443025775300872,101,2081450.0,0.016260439837159524,0.056974224699127995
development_main,norm_fiedler,L12,0.597901134885176,85,20967760.0,0.5362663047394844,101,2081450.0,0.09790113488517604,0.036266304739484445
development_main,norm_fiedler,L13,0.5482753761012145,85,20967760.0,0.5331177784717385,101,2081450.0,0.04827537610121446,0.03311777847173847
development_main,norm_fiedler,L14,0.5935214586584356,85,20967760.0,0.5137574767589901,101,2081450.0,0.09352145865843564,0.013757476758990084
development_main,norm_fiedler,L15,0.5589288269228568,85,20967760.0,0.5518105167071032,101,2081450.0,0.058928826922856836,0.05181051670710324
development_main,gap_ratio,L2,0.4606291993040744,85,20967760.0,0.4273434384683754,101,2081450.0,0.03937080069592558,0.07265656153162459
development_main,gap_ratio,L3,0.45521565012190146,85,20967760.0,0.5185791155204305,101,2081450.0,0.04478434987809854,0.018579115520430456
development_main,gap_ratio,L4,0.4756304679183661,85,20967760.0,0.5122791803790627,101,2081450.0,0.024369532081633893,0.012279180379062726
development_main,gap_ratio,L5,0.5056020528659236,85,20967760.0,0.43524562204232625,101,2081450.0,0.005602052865923635,0.06475437795767375
development_main,gap_ratio,L12,0.5958193912940629,85,20967760.0,0.49338898364121164,101,2081450.0,0.09581939129406292,0.0066110163587883575
development_main,gap_ratio,L13,0.5337925224249037,85,20967760.0,0.5484662134569651,101,2081450.0,0.033792522424903715,0.04846621345696511
development_main,gap_ratio,L14,0.5761875851306959,85,20967760.0,0.49526027528886113,101,2081450.0,0.0761875851306959,0.004739724711138871
development_main,gap_ratio,L15,0.5225361936611255,85,20967760.0,0.5299973576112806,101,2081450.0,0.02253619366112547,0.02999735761128064
development_main,spectral_erank,L2,0.4612206549483588,85,20967760.0,0.4334029162362776,101,2081450.0,0.03877934505164121,0.06659708376372242
development_main,spectral_erank,L3,0.4687421546221437,85,20967760.0,0.5248434985226645,101,2081450.0,0.03125784537785631,0.024843498522664542
development_main,spectral_erank,L4,0.48427247354986896,85,20967760.0,0.5156914650844363,101,2081450.0,0.015727526450131035,0.015691465084436307
development_main,spectral_erank,L5,0.5146609842920751,85,20967760.0,0.44569458790746835,101,2081450.0,0.014660984292075074,0.054305412092531646
development_main,spectral_erank,L12,0.5964961445571678,85,20967760.0,0.4976672511950804,101,2081450.0,0.09649614455716782,0.0023327488049196266
development_main,spectral_erank,L13,0.5401327800394511,85,20967760.0,0.5565254990511422,101,2081450.0,0.04013278003945109,0.056525499051142236
development_main,spectral_erank,L14,0.5794005415933795,85,20967760.0,0.5031033654423599,101,2081450.0,0.0794005415933795,0.0031033654423598955
development_main,spectral_erank,L15,0.5320837323586306,85,20967760.0,0.533018809003339,101,2081450.0,0.0320837323586306,0.03301880900333898
development_main,kirchhoff_efficiency,L2,0.4614073463259786,85,20967760.0,0.4329798938240169,101,2081450.0,0.03859265367402143,0.06702010617598309
development_main,kirchhoff_efficiency,L3,0.4685026440592605,85,20967760.0,0.5253095198059046,101,2081450.0,0.03149735594073949,0.025309519805904568
development_main,kirchhoff_efficiency,L4,0.48505350595390256,85,20967760.0,0.516188234163684,101,2081450.0,0.014946494046097436,0.01618823416368398
development_main,kirchhoff_efficiency,L5,0.5143752122305864,85,20967760.0,0.44625525475029426,101,2081450.0,0.014375212230586354,0.05374474524970574
development_main,kirchhoff_efficiency,L12,0.5965593845026841,85,20967760.0,0.49826443104566526,101,2081450.0,0.09655938450268409,0.001735568954334743
development_main,kirchhoff_efficiency,L13,0.5402778599144592,85,20967760.0,0.5553887914674867,101,2081450.0,0.0402778599144592,0.05538879146748665
development_main,kirchhoff_efficiency,L14,0.5791163433766888,85,20967760.0,0.5032945782987821,101,2081450.0,0.07911634337668882,0.0032945782987821026
development_main,kirchhoff_efficiency,L15,0.5318420279514836,85,20967760.0,0.5345071945038314,101,2081450.0,0.03184202795148361,0.03450719450383144
development_main,res_cv,L2,0.5423756281071511,85,20967760.0,0.5720368012683466,101,2081450.0,0.04237562810715112,0.07203680126834655
development_main,res_cv,L3,0.5361955688161253,85,20967760.0,0.47615700593336374,101,2081450.0,0.03619556881612529,0.02384299406663626
development_main,res_cv,L4,0.5185577286271876,85,20967760.0,0.4907353047154628,101,2081450.0,0.01855772862718763,0.009264695284537217
development_main,res_cv,L5,0.4923121020080352,85,20967760.0,0.5611693771169137,101,2081450.0,0.007687897991964787,0.061169377116913726
development_main,res_cv,L12,0.40868724174637633,85,20967760.0,0.5096485623003195,101,2081450.0,0.09131275825362367,0.009648562300319519
development_main,res_cv,L13,0.46672012174881816,85,20967760.0,0.4525609551034135,101,2081450.0,0.03327987825118184,0.04743904489658651
development_main,res_cv,L14,0.4229192817926188,85,20967760.0,0.49787840207547623,101,2081450.0,0.07708071820738122,0.002121597924523766
development_main,res_cv,L15,0.47903214268000016,85,20967760.0,0.4698969468399433,101,2081450.0,0.02096785731999984,0.03010305316005668
development_main,vol,L2,0.5040161180784214,85,20967760.0,0.447157510389392,101,2081450.0,0.0040161180784213935,0.052842489610608
development_main,vol,L3,0.44190194851524434,85,20967760.0,0.4978226716952125,101,2081450.0,0.058098051484755664,0.002177328304787507
development_main,vol,L4,0.4897496442156911,85,20967760.0,0.4850142929208004,101,2081450.0,0.010250355784308884,0.014985707079199606
development_main,vol,L5,0.48745302311739547,85,20967760.0,0.40988541641644044,101,2081450.0,0.012546976882604532,0.09011458358355956
development_main,vol,L12,0.5425076641472432,85,20967760.0,0.5052031036056596,101,2081450.0,0.04250766414724316,0.005203103605659565
development_main,vol,L13,0.4713161062507392,85,20967760.0,0.5194604722669293,101,2081450.0,0.02868389374926078,0.019460472266929263
development_main,vol,L14,0.5117748152401592,85,20967760.0,0.4826481539311538,101,2081450.0,0.01177481524015922,0.01735184606884621
development_main,vol,L15,0.47504001381168043,85,20967760.0,0.5639054505272767,101,2081450.0,0.02495998618831957,0.0639054505272767
development_main,fiedler,L2,0.5030404773805118,85,20967760.0,0.4444771673592928,101,2081450.0,0.00304047738051183,0.055522832640707176
development_main,fiedler,L3,0.44217946981461065,85,20967760.0,0.49812390400922435,101,2081450.0,0.05782053018538935,0.0018760959907756503
development_main,fiedler,L4,0.48924940003128614,85,20967760.0,0.48524442095654474,101,2081450.0,0.010750599968713859,0.014755579043455258
development_main,fiedler,L5,0.48821509784545414,85,20967760.0,0.40972975569915204,101,2081450.0,0.011784902154545862,0.09027024430084796
development_main,fiedler,L12,0.5518610953196718,85,20967760.0,0.5013754834370271,101,2081450.0,0.05186109531967176,0.0013754834370270919
development_main,fiedler,L13,0.47400056086105524,85,20967760.0,0.5230546013596291,101,2081450.0,0.025999439138944758,0.023054601359629112
development_main,fiedler,L14,0.5224501568121726,85,20967760.0,0.4819174133416609,101,2081450.0,0.02245015681217255,0.018082586658339117
development_main,fiedler,L15,0.4763774957363114,85,20967760.0,0.563921304859593,101,2081450.0,0.023622504263688615,0.06392130485959302
development_main,ground_leak_mean,L2,0.4956280976127159,85,20967760.0,0.5525208388383098,101,2081450.0,0.004371902387284077,0.052520838838309825
development_main,ground_leak_mean,L3,0.5581551391278802,85,20967760.0,0.5023507650916429,101,2081450.0,0.05815513912788017,0.0023507650916428924
development_main,ground_leak_mean,L4,0.5102989065117113,85,20967760.0,0.5148449398256023,101,2081450.0,0.010298906511711281,0.01484493982560231
development_main,ground_leak_mean,L5,0.512957964990061,85,20967760.0,0.5905126234115641,101,2081450.0,0.012957964990060966,0.09051262341156407
development_main,ground_leak_mean,L12,0.4652001453660286,85,20967760.0,0.49628047755170673,101,2081450.0,0.034799854633971394,0.0037195224482932665
development_main,ground_leak_mean,L13,0.5346725162821399,85,20967760.0,0.4813778856085902,101,2081450.0,0.034672516282139854,0.018622114391409816
development_main,ground_leak_mean,L14,0.4975313767421985,85,20967760.0,0.5169148910615197,101,2081450.0,0.0024686232578015055,0.016914891061519666
development_main,ground_leak_mean,L15,0.5307075720057841,85,20967760.0,0.43837445050325496,101,2081450.0,0.03070757200578411,0.061625549496745036
development_main,conditional_energy,L2,0.5043718070027509,85,20967760.0,0.44747892094453384,101,2081450.0,0.00437180700275086,0.05252107905546616
development_main,conditional_energy,L3,0.4418450039489197,85,20967760.0,0.49764923490835716,101,2081450.0,0.05815499605108032,0.002350765091642837
development_main,conditional_energy,L4,0.4897011411805553,85,20967760.0,0.48515506017439763,101,2081450.0,0.0102988588194447,0.014844939825602366
development_main,conditional_energy,L5,0.48704201116380574,85,20967760.0,0.40948713637127965,101,2081450.0,0.012957988836194256,0.09051286362872035
development_main,conditional_energy,L12,0.5348002361721043,85,20967760.0,0.5037195224482932,101,2081450.0,0.03480023617210426,0.003719522448293211
development_main,conditional_energy,L13,0.4653277698714598,85,20967760.0,0.5186216339570973,101,2081450.0,0.034672230128540205,0.01862163395709726
development_main,conditional_energy,L14,0.5024682178735353,85,20967760.0,0.48308390785269884,101,2081450.0,0.00246821787353535,0.016916092147301165
development_main,conditional_energy,L15,0.4692922849174161,85,20967760.0,0.5616241081938071,101,2081450.0,0.03070771508258391,0.06162410819380715
development_main,size,L2,0.5338072831814176,85,20967760.0,0.547864229263254,101,2081450.0,0.03380728318141757,0.047864229263253955
development_main,size,L3,0.49759230361278456,85,20967760.0,0.5028285570155421,101,2081450.0,0.002407696387215441,0.002828557015542077
development_main,size,L4,0.4957836459402435,85,20967760.0,0.5350207787840208,101,2081450.0,0.004216354059756511,0.03502077878402077
development_main,size,L5,0.4973935222455808,85,20967760.0,0.5108770328376853,101,2081450.0,0.0026064777544191897,0.010877032837685263
development_main,size,L12,0.419945573585352,85,20967760.0,0.49968723726248526,101,2081450.0,0.080054426414648,0.00031276273751473793
development_main,size,L13,0.43041524225763744,85,20967760.0,0.5001023325085877,101,2081450.0,0.06958475774236256,0.00010233250858771026
development_main,size,L14,0.4199848243207667,85,20967760.0,0.4881789137380192,101,2081450.0,0.08001517567923327,0.011821086261980807
development_main,size,L15,0.420605109940213,85,20967760.0,0.49596627351125416,101,2081450.0,0.079394890059787,0.004033726488745837
