cohort,quantity,layer,chunk,alive,alive_risk,auc_pooled,auc_within_suite,auc_within_task
external_8b,vol,L15,24,2174,424,0.42910377358490565,0.34937264742785445,0.49688647029820493
external_8b,vol,L15,28,769,380,0.6115613584088757,0.6099344095923622,0.6021079365079365
external_8b,vol,L15,32,569,274,0.7844117283186935,0.7844117283186935,0.8009439932496573
external_8b,fiedler,L2,4,15600,564,0.4869656795322432,0.5805002647201288,0.5100735745579803
external_8b,fiedler,L2,6,15600,564,0.5752049690671467,0.6334785539146662,0.5121028586889784
external_8b,fiedler,L2,8,14456,564,0.6150165767123483,0.6070751926882069,0.5337017417653086
external_8b,fiedler,L2,10,11342,564,0.5325622261791487,0.5570841059405646,0.4859148001180599
external_8b,fiedler,L2,12,9146,564,0.5245479157266322,0.5613307747298106,0.5202585135471042
external_8b,fiedler,L2,14,5753,564,0.626212159109081,0.5971340171154172,0.5427820406269932
external_8b,fiedler,L2,16,4793,564,0.6051432275289331,0.4951372474266108,0.5190097607052897
external_8b,fiedler,L2,18,4300,564,0.5150642777954956,0.2950657383393195,0.4440284167645735
external_8b,fiedler,L2,20,3995,564,0.4917171554309787,0.2873484045811206,0.45911452869080094
external_8b,fiedler,L2,24,2174,424,0.5267021563342318,0.5126160602258469,0.5463377221014956
external_8b,fiedler,L2,28,769,380,0.3888716005953186,0.4075344396624631,0.4028952380952381
external_8b,fiedler,L2,32,569,274,0.2913522207101324,0.2913522207101324,0.21023626199767956
external_8b,fiedler,L3,4,15600,564,0.4647138828985376,0.5375325267817918,0.4667561633001363
external_8b,fiedler,L3,6,15600,564,0.3907843398066862,0.4463017096038961,0.5355853183894769
external_8b,fiedler,L3,8,14456,564,0.39826904305350497,0.4343579011422675,0.5549942231813921
external_8b,fiedler,L3,10,11342,564,0.4288809355543009,0.42676117264425034,0.5190174794215066
external_8b,fiedler,L3,12,9146,564,0.42319401815774726,0.40716811801413155,0.5124829107631121
external_8b,fiedler,L3,14,5753,564,0.4728032157496286,0.3965438303123519,0.5311563810665069
external_8b,fiedler,L3,16,4793,564,0.4869735983726012,0.3465487990850172,0.571089814231738
external_8b,fiedler,L3,18,4300,564,0.5051236199067536,0.29792414932870803,0.5484501443896654
external_8b,fiedler,L3,20,3995,564,0.5151848705275843,0.27778685195174735,0.528332860193288
external_8b,fiedler,L3,24,2174,424,0.5432075471698113,0.5038393977415307,0.5118241083983127
external_8b,fiedler,L3,28,769,380,0.5158368285752942,0.48605499069706254,0.4766984126984127
external_8b,fiedler,L3,32,569,274,0.5930595076085612,0.5930595076085612,0.6313152621031537
external_8b,fiedler,L4,4,15600,564,0.3888224997594426,0.43777575013423753,0.5108384585765873
external_8b,fiedler,L4,6,15600,564,0.42967480882760806,0.47928471119221683,0.492429209203584
external_8b,fiedler,L4,8,14456,564,0.5223981530264881,0.543915196171157,0.5135973230440564
external_8b,fiedler,L4,10,11342,564,0.5142569444718622,0.5435229898164583,0.571081887646345
external_8b,fiedler,L4,12,9146,564,0.5122797426908704,0.5314574285161021,0.573708985831469
external_8b,fiedler,L4,14,5753,564,0.5212123572915428,0.48064097863702615,0.4008001700844624
external_8b,fiedler,L4,16,4793,564,0.46318144389717064,0.4667251239039268,0.4068206863979849
external_8b,fiedler,L4,18,4300,564,0.4208031497258797,0.3894106866731573,0.42437385394134375
external_8b,fiedler,L4,20,3995,564,0.467747136558413,0.4414916365965257,0.49837692393142347
external_8b,fiedler,L4,24,2174,424,0.7290404312668464,0.7793517356754496,0.4735852157557386
external_8b,fiedler,L4,28,769,380,0.4563996752807469,0.4923979026104606,0.4369777777777778
external_8b,fiedler,L4,32,569,274,0.5559816899665966,0.5559816899665966,0.6464771648560278
external_8b,fiedler,L5,4,15600,564,0.451921416968071,0.4957180111069807,0.5442904269821943
external_8b,fiedler,L5,6,15600,564,0.46590216577141574,0.49633569140767275,0.5570124774957593
external_8b,fiedler,L5,8,14456,564,0.44215699938532915,0.4645594818811533,0.5286007019379592
external_8b,fiedler,L5,10,11342,564,0.4169596525099066,0.42900028755862724,0.5210966451316695
external_8b,fiedler,L5,12,9146,564,0.44620461596182676,0.4688221154196144,0.5413947924434501
external_8b,fiedler,L5,14,5753,564,0.541446444948329,0.6286490981766805,0.5262181333230251
external_8b,fiedler,L5,16,4793,564,0.5371376128018461,0.7008387342737323,0.46962570843828716
external_8b,fiedler,L5,18,4300,564,0.6031282746366577,0.7408029731565039,0.5184412504254828
external_8b,fiedler,L5,20,3995,564,0.5557831081234716,0.6492936830137911,0.5530307705599921
external_8b,fiedler,L5,24,2174,424,0.355921832884097,0.32450857381848597,0.4100546009021019
external_8b,fiedler,L5,28,769,380,0.3618657827086998,0.3277734969647992,0.2756571428571429
external_8b,fiedler,L5,32,569,274,0.21870592601756775,0.21870592601756775,0.17139542242379496
external_8b,fiedler,L12,4,15600,564,0.4755262311351103,0.5943084233569517,0.5186642107125389
external_8b,fiedler,L12,6,15600,564,0.5302071718183687,0.6549631269267308,0.5435983890605975
external_8b,fiedler,L12,8,14456,564,0.5202065375653726,0.6116470650641093,0.5247476729230702
external_8b,fiedler,L12,10,11342,564,0.47418006735548773,0.5345690091126337,0.4744629915062473
external_8b,fiedler,L12,12,9146,564,0.5269513049744559,0.5467631869755821,0.5241346631866766
external_8b,fiedler,L12,14,5753,564,0.6039979553037044,0.5353673912849082,0.54655095769149
external_8b,fiedler,L12,16,4793,564,0.6151455083021823,0.44910121997712543,0.5837531486146096
external_8b,fiedler,L12,18,4300,564,0.5564836856652543,0.3650380030598804,0.5644922205263909
external_8b,fiedler,L12,20,3995,564,0.6362845230491286,0.539260607649672,0.5644478455670892
external_8b,fiedler,L12,24,2174,424,0.6808315363881402,0.6712818904224174,0.45844670477164406
external_8b,fiedler,L12,28,769,380,0.5688675416046544,0.5591723204721006,0.6013206349206349
external_8b,fiedler,L12,32,569,274,0.48915006804404304,0.48915006804404304,0.4694652462820378
external_8b,fiedler,L13,4,15600,564,0.46808339653861464,0.6100259463275245,0.5336028638922711
external_8b,fiedler,L13,6,15600,564,0.4830009631730183,0.5879368351488253,0.5175611126720989
external_8b,fiedler,L13,8,14456,564,0.4020609596216405,0.45514750994091996,0.49465916770213414
external_8b,fiedler,L13,10,11342,564,0.3459494912805044,0.30223527253616794,0.49465779031253077
external_8b,fiedler,L13,12,9146,564,0.45589730113002475,0.38166264579599407,0.5386760502112851
external_8b,fiedler,L13,14,5753,564,0.599982368594777,0.5103246921639288,0.5464543187924004
external_8b,fiedler,L13,16,4793,564,0.5853495536560293,0.38054803659931374,0.5209973236775819
external_8b,fiedler,L13,18,4300,564,0.5285776117362978,0.26921118083565826,0.5176177352233923
external_8b,fiedler,L13,20,3995,564,0.5703090925251824,0.38028931809731764,0.5111393623717894
external_8b,fiedler,L13,24,2174,424,0.6572533692722372,0.6478335424508573,0.5092492832490276
external_8b,fiedler,L13,28,769,380,0.5787308889189555,0.522421019000545,0.4640761904761905
external_8b,fiedler,L13,32,569,274,0.5338488185079797,0.5338488185079797,0.4557008754350807
external_8b,fiedler,L14,4,15600,564,0.4914609193255336,0.5964196133208671,0.5315579698833421
external_8b,fiedler,L14,6,15600,564,0.45674695152437933,0.5403134962206977,0.5314330908598961
external_8b,fiedler,L14,8,14456,564,0.4396047625757362,0.48419161029391894,0.5620190526017483
external_8b,fiedler,L14,10,11342,564,0.4507907985665573,0.4416841639480808,0.5667923785786901
external_8b,fiedler,L14,12,9146,564,0.4985372650327008,0.4489890555637251,0.5869919835943326
external_8b,fiedler,L14,14,5753,564,0.6948116514886237,0.6539403911328904,0.5418639710856414
external_8b,fiedler,L14,16,4793,564,0.7380339063776122,0.7189325200152498,0.5975578557934509
external_8b,fiedler,L14,18,4300,564,0.6372495140249366,0.5221831101147864,0.6337114183127821
external_8b,fiedler,L14,20,3995,564,0.5727012367421777,0.4085570415709401,0.5839617867413817
external_8b,fiedler,L14,24,2174,424,0.625400269541779,0.6256482643245505,0.47687222658461315
external_8b,fiedler,L14,28,769,380,0.41264375591936137,0.39068578623917005,0.3561904761904762
external_8b,fiedler,L14,32,569,274,0.2159223060744773,0.2159223060744773,0.12973315051154938
external_8b,fiedler,L15,4,15600,564,0.42564783054947086,0.4918288781498879,0.4956708605205374
external_8b,fiedler,L15,6,15600,564,0.42558934208018956,0.45872431182153733,0.5069776154350473
external_8b,fiedler,L15,8,14456,564,0.4376857030833604,0.4622240037311603,0.5135046759531751
external_8b,fiedler,L15,10,11342,564,0.445289952345795,0.44919942190800105,0.5196930443052504
external_8b,fiedler,L15,12,9146,564,0.5560390707253017,0.5558090540204096,0.5826419960228685
external_8b,fiedler,L15,14,5753,564,0.6401809474215095,0.5447388423396435,0.5854287867952608
external_8b,fiedler,L15,16,4793,564,0.5741347735745587,0.39386008387342736,0.5435787940806045
external_8b,fiedler,L15,18,4300,564,0.5070010782571719,0.2632049383524099,0.4903099711220669
external_8b,fiedler,L15,20,3995,564,0.5156277453588578,0.2612695867836089,0.5189523445117812
external_8b,fiedler,L15,24,2174,424,0.4668611859838275,0.388310330405688,0.5021091652818612
external_8b,fiedler,L15,28,769,380,0.6174333649032607,0.6214832077280159,0.5987555555555556
external_8b,fiedler,L15,32,569,274,0.7899047383397253,0.7899047383397253,0.8109904018563443
external_8b,log_kirchhoff,L2,4,15600,564,0.5159810898288552,0.42337854227449034,0.4882821849666469
external_8b,log_kirchhoff,L2,6,15600,564,0.4148036438316362,0.3610998464247763,0.47864568699072774
external_8b,log_kirchhoff,L2,8,14456,564,0.37836881985243814,0.3855655740412129,0.45878294421555166
external_8b,log_kirchhoff,L2,10,11342,564,0.4658173038327352,0.43075507689714326,0.5123831699078477
external_8b,log_kirchhoff,L2,12,9146,564,0.4696723184431872,0.43013840336733966,0.4792598806860552
external_8b,log_kirchhoff,L2,14,5753,564,0.36359682033324725,0.3946453960958249,0.4484044917760297
external_8b,log_kirchhoff,L2,16,4793,564,0.3817201055193036,0.4892546702249333,0.47004880352644834
external_8b,log_kirchhoff,L2,18,4300,564,0.4638043494768175,0.6895827026761682,0.5564656923566809
external_8b,log_kirchhoff,L2,20,3995,564,0.4859050046406254,0.7117618487817563,0.5364050407929004
external_8b,log_kirchhoff,L2,24,2174,424,0.44377897574123987,0.4610581346716855,0.4398385712459597
external_8b,log_kirchhoff,L2,28,769,380,0.6028480584494655,0.5830310661730159,0.5890793650793651
external_8b,log_kirchhoff,L2,32,569,274,0.6896944203884696,0.6896944203884696,0.7487079422001899
external_8b,log_kirchhoff,L3,4,15600,564,0.5344523616134516,0.46321610549754244,0.5301582841622179
external_8b,log_kirchhoff,L3,6,15600,564,0.6190242708280269,0.5619820591095641,0.4577908900752396
external_8b,log_kirchhoff,L3,8,14456,564,0.6072777357446401,0.5727896528359521,0.44550171124626686
external_8b,log_kirchhoff,L3,10,11342,564,0.5767635247266233,0.580089415859354,0.48128422916734986
external_8b,log_kirchhoff,L3,12,9146,564,0.5743152003781624,0.5916394523850776,0.4782112229679344
external_8b,log_kirchhoff,L3,14,5753,564,0.5206270356414073,0.5914190415724008,0.462880998859661
external_8b,log_kirchhoff,L3,16,4793,564,0.5045649005767338,0.6453850552802135,0.4522886492443325
external_8b,log_kirchhoff,L3,18,4300,564,0.4885786368399472,0.7056900275716494,0.4655056932350971
external_8b,log_kirchhoff,L3,20,3995,564,0.47831515324399354,0.7149823447617779,0.4503017810637011
external_8b,log_kirchhoff,L3,24,2174,424,0.44402830188679243,0.48401087411125054,0.4862767297894487
external_8b,log_kirchhoff,L3,28,769,380,0.4884318766066838,0.5171117668063674,0.5288126984126984
external_8b,log_kirchhoff,L3,32,569,274,0.40643325497958677,0.40643325497958677,0.35658158422107367
external_8b,log_kirchhoff,L4,4,15600,564,0.6002511230729465,0.5536039486480498,0.4976949413588919
external_8b,log_kirchhoff,L4,6,15600,564,0.5461673307938018,0.4954424956537085,0.4950932950370995
external_8b,log_kirchhoff,L4,8,14456,564,0.4517893098328953,0.4342187833094631,0.48130163712859414
external_8b,log_kirchhoff,L4,10,11342,564,0.47498063760036535,0.4395274742436712,0.43247958547863447
external_8b,log_kirchhoff,L4,12,9146,564,0.4943310755977793,0.4679973152134507,0.42901752423564504
external_8b,log_kirchhoff,L4,14,5753,564,0.4622327441163727,0.4953835767108711,0.5764365372349678
external_8b,log_kirchhoff,L4,16,4793,564,0.48728972025309875,0.4836456347693481,0.5599811083123426
external_8b,log_kirchhoff,L4,18,4300,564,0.5541520494479627,0.5892223076734273,0.5749783140996783
external_8b,log_kirchhoff,L4,20,3995,564,0.5240759574261376,0.5817771721960623,0.4988953208506647
external_8b,log_kirchhoff,L4,24,2174,424,0.27341509433962263,0.22087620242576328,0.5125910775917167
external_8b,log_kirchhoff,L4,28,769,380,0.5450953862806116,0.5089740457441411,0.5614476190476191
external_8b,log_kirchhoff,L4,32,569,274,0.40877149573178273,0.40877149573178273,0.29780613859297544
external_8b,log_kirchhoff,L5,4,15600,564,0.5441711759389758,0.49747342472748846,0.4524783282861395
external_8b,log_kirchhoff,L5,6,15600,564,0.5259681728390869,0.4973321467863727,0.4432580937217071
external_8b,log_kirchhoff,L5,8,14456,564,0.5570444135407285,0.5373010940266406,0.48055501057266803
external_8b,log_kirchhoff,L5,10,11342,564,0.5784775988387166,0.5617135519439955,0.4892663890073132
external_8b,log_kirchhoff,L5,12,9146,564,0.5581209888418941,0.5338444716546817,0.4516141561024111
external_8b,log_kirchhoff,L5,14,5753,564,0.4558374302431904,0.38625848393529405,0.46286167107984305
external_8b,log_kirchhoff,L5,16,4793,564,0.43721333111964167,0.2852830728173847,0.5351660894206549
external_8b,log_kirchhoff,L5,18,4300,564,0.3771304121676006,0.26030971062040303,0.48837745544782757
external_8b,log_kirchhoff,L5,20,3995,564,0.45589442112073686,0.3773997906731342,0.43837865192115427
external_8b,log_kirchhoff,L5,24,2174,424,0.6342816711590297,0.6649979088247595,0.5834444221252351
external_8b,log_kirchhoff,L5,28,769,380,0.6388716005953187,0.6742186472213347,0.737168253968254
external_8b,log_kirchhoff,L5,32,569,274,0.7871829766175925,0.7871829766175925,0.8666543613542875
external_8b,log_kirchhoff,L12,4,15600,564,0.5192045591761805,0.40194043609355695,0.48053968551299264
external_8b,log_kirchhoff,L12,6,15600,564,0.4709364782205921,0.34547220626391656,0.4522701965803961
external_8b,log_kirchhoff,L12,8,14456,564,0.4915662721337654,0.4035638185543155,0.47962853966385455
external_8b,log_kirchhoff,L12,10,11342,564,0.5263808993628998,0.4738885611161241,0.5279441183222379
external_8b,log_kirchhoff,L12,12,9146,564,0.47741923554330273,0.46423803166126265,0.4704045488441462
external_8b,log_kirchhoff,L12,14,5753,564,0.39928572307212884,0.4861753212494076,0.4499410502715553
external_8b,log_kirchhoff,L12,16,4793,564,0.3903327497237078,0.5821416317194053,0.4144757556675063
external_8b,log_kirchhoff,L12,18,4300,564,0.4567883217914256,0.6676711160381912,0.45159377642111276
external_8b,log_kirchhoff,L12,20,3995,564,0.3804129433140887,0.49025039705480966,0.43887236327281254
external_8b,log_kirchhoff,L12,24,2174,424,0.3259366576819407,0.3392471769134253,0.5309618158908712
external_8b,log_kirchhoff,L12,28,769,380,0.4204370179948586,0.43015279370031384,0.3880126984126984
external_8b,log_kirchhoff,L12,32,569,274,0.4510701472225659,0.4510701472225659,0.45409239531694967
external_8b,log_kirchhoff,L13,4,15600,564,0.5307313275561819,0.3894755913021602,0.4665636414723237
external_8b,log_kirchhoff,L13,6,15600,564,0.5216851306273926,0.4140147717586804,0.4714547365572935
external_8b,log_kirchhoff,L13,8,14456,564,0.600364092911273,0.5535168287539546,0.4832308765504763
external_8b,log_kirchhoff,L13,10,11342,564,0.6402168391351439,0.6840908189471387,0.49324107172137865
external_8b,log_kirchhoff,L13,12,9146,564,0.5533739180306464,0.634869757277242,0.46958892617449666
external_8b,log_kirchhoff,L13,14,5753,564,0.40223368719153585,0.501760276851264,0.4675389937957827
external_8b,log_kirchhoff,L13,16,4793,564,0.41932393520591527,0.6414058330156309,0.4680022040302267
external_8b,log_kirchhoff,L13,18,4300,564,0.47443718962139503,0.7403074811621,0.46587902012671156
external_8b,log_kirchhoff,L13,20,3995,564,0.43870808709079295,0.6463966335769749,0.4864784803564596
external_8b,log_kirchhoff,L13,24,2174,424,0.3598935309973046,0.38200752823086576,0.4918281258559924
external_8b,log_kirchhoff,L13,28,769,380,0.41303612501691245,0.46946945065684376,0.521752380952381
external_8b,log_kirchhoff,L13,32,569,274,0.42715575900037117,0.42715575900037117,0.498496993987976
external_8b,log_kirchhoff,L14,4,15600,564,0.5110708884964501,0.41187166518348295,0.4606891240777164
external_8b,log_kirchhoff,L14,6,15600,564,0.5544755824791187,0.47488491245461273,0.46340524283766765
external_8b,log_kirchhoff,L14,8,14456,564,0.571745014223197,0.530705257352978,0.4336674078433937
external_8b,log_kirchhoff,L14,10,11342,564,0.5454216890461131,0.5589272080040456,0.43177778506542486
external_8b,log_kirchhoff,L14,12,9146,564,0.5107349871328907,0.5692744815697557,0.40361670395227445
external_8b,log_kirchhoff,L14,14,5753,564,0.31568245155805585,0.3729712328644627,0.4549662730242177
external_8b,log_kirchhoff,L14,16,4793,564,0.26289223849509213,0.30087304613038507,0.3959579659949622
external_8b,log_kirchhoff,L14,18,4300,564,0.36621021079168375,0.5009991654871673,0.3632031447300517
external_8b,log_kirchhoff,L14,20,3995,564,0.42475417087837014,0.5881150051257144,0.42035818758562804
external_8b,log_kirchhoff,L14,24,2174,424,0.3768059299191375,0.3727038895859473,0.5077336060334909
external_8b,log_kirchhoff,L14,28,769,380,0.5818224868082803,0.5984701836155537,0.6479746031746032
external_8b,log_kirchhoff,L14,32,569,274,0.758307559074601,0.758307559074601,0.8700822698027634
external_8b,log_kirchhoff,L15,4,15600,564,0.5746695519405908,0.5082377712442597,0.5011499276742323
external_8b,log_kirchhoff,L15,6,15600,564,0.5713518053126397,0.5334087128593904,0.4776882811443081
external_8b,log_kirchhoff,L15,8,14456,564,0.5654729723520655,0.5407024749963218,0.4737209251629499
external_8b,log_kirchhoff,L15,10,11342,564,0.5381038699794302,0.5412101260300053,0.46937985767225265
external_8b,log_kirchhoff,L15,12,9146,564,0.42944266492130156,0.43632149299757,0.41559470544369875
external_8b,log_kirchhoff,L15,14,5753,564,0.3539473846065531,0.45487664201593503,0.4127060824523087
external_8b,log_kirchhoff,L15,16,4793,564,0.4162165912837567,0.6047507624857034,0.45273142317380355
external_8b,log_kirchhoff,L15,18,4300,564,0.4798467470044193,0.7293928510067333,0.48790530673196225
external_8b,log_kirchhoff,L15,20,3995,564,0.4797316292212638,0.7393902011816007,0.460089608610326
external_8b,log_kirchhoff,L15,24,2174,424,0.5430653638814016,0.6245953575909661,0.49854823688391375
external_8b,log_kirchhoff,L15,28,769,380,0.371641185225274,0.3726061380593509,0.3893333333333333
external_8b,log_kirchhoff,L15,32,569,274,0.20527032042558457,0.20527032042558457,0.18384136694441514
external_8b,log_spanning_trees,L2,4,15600,564,0.4840258085087516,0.5766374160311506,0.5117542380818582
external_8b,log_spanning_trees,L2,6,15600,564,0.5851863329427813,0.6389062552803217,0.5213439064239851
external_8b,log_spanning_trees,L2,8,14456,564,0.6216325840883983,0.6144564446085835,0.5412170557844483
external_8b,log_spanning_trees,L2,10,11342,564,0.5342243985318136,0.5692706422473203,0.48765290394516775
external_8b,log_spanning_trees,L2,12,9146,564,0.5303490647586653,0.5698539528531681,0.5207478871488939
external_8b,log_spanning_trees,L2,14,5753,564,0.6364270982397298,0.6053456616798862,0.5516631554533331
external_8b,log_spanning_trees,L2,16,4793,564,0.6183167893420808,0.5107548608463591,0.5299905541561712
external_8b,log_spanning_trees,L2,18,4300,564,0.5362340919100339,0.31043672838243597,0.44352332744062456
external_8b,log_spanning_trees,L2,20,3995,564,0.5140872437578937,0.2881962428621473,0.4636196447746825
external_8b,log_spanning_trees,L2,24,2174,424,0.5561469002695418,0.5388624006691761,0.5601249064114973
external_8b,log_spanning_trees,L2,28,769,380,0.39713164659721284,0.4169501400139074,0.4108952380952381
external_8b,log_spanning_trees,L2,32,569,274,0.31031795125572187,0.31031795125572187,0.2512656892732834
external_8b,log_spanning_trees,L3,4,15600,564,0.4655419192519513,0.5367867106740413,0.46982090266720783
external_8b,log_spanning_trees,L3,6,15600,564,0.3809739603674585,0.43798884045073766,0.5421935000468296
external_8b,log_spanning_trees,L3,8,14456,564,0.39270586367377114,0.4271728153746223,0.5544492402938548
external_8b,log_spanning_trees,L3,10,11342,564,0.4232745584978068,0.41993971184642387,0.5187026530679172
external_8b,log_spanning_trees,L3,12,9146,564,0.42574719311903025,0.40841223412387,0.521850919711658
external_8b,log_spanning_trees,L3,14,5753,564,0.4793938076864726,0.4085791699827415,0.5371093372504301
external_8b,log_spanning_trees,L3,16,4793,564,0.49542922978622783,0.35459778879146014,0.5476818324937027
external_8b,log_spanning_trees,L3,18,4300,564,0.5114137697996871,0.29429463211892626,0.5345272473729865
external_8b,log_spanning_trees,L3,20,3995,564,0.5216724441936371,0.28498864176092464,0.5497969612066306
external_8b,log_spanning_trees,L3,24,2174,424,0.5559474393530998,0.5159410288582184,0.5136867478680083
external_8b,log_spanning_trees,L3,28,769,380,0.5115207685022325,0.4828506455674792,0.4711619047619048
external_8b,log_spanning_trees,L3,32,569,274,0.5935172584436471,0.5935172584436471,0.6432865731462926
external_8b,log_spanning_trees,L4,4,15600,564,0.399767036653403,0.446425621153579,0.5023154652263953
external_8b,log_spanning_trees,L4,6,15600,564,0.45381132563172266,0.5045546881747077,0.50496394118198
external_8b,log_spanning_trees,L4,8,14456,564,0.5481977994376068,0.5657682056702027,0.5186602140692782
external_8b,log_spanning_trees,L4,10,11342,564,0.5250520169138868,0.5604994843776339,0.5676319155215951
external_8b,log_spanning_trees,L4,12,9146,564,0.5057178888354481,0.5320237961775278,0.5710135471041511
external_8b,log_spanning_trees,L4,14,5753,564,0.5378002293449454,0.5046195530676301,0.423481319700806
external_8b,log_spanning_trees,L4,16,4793,564,0.5127224382807666,0.5163438810522303,0.44001889168765745
external_8b,log_spanning_trees,L4,18,4300,564,0.4458574422524944,0.410793032635997,0.42499972549493265
external_8b,log_spanning_trees,L4,20,3995,564,0.47593334449563945,0.4182711835994335,0.5011293647169183
external_8b,log_spanning_trees,L4,24,2174,424,0.7265916442048518,0.7791175240485153,0.48737240006574023
external_8b,log_spanning_trees,L4,28,769,380,0.454911378703829,0.4910353511623973,0.43855238095238097
external_8b,log_spanning_trees,L4,32,569,274,0.5912408759124088,0.5912408759124088,0.7021674928804978
external_8b,log_spanning_trees,L5,4,15600,564,0.4558125510594903,0.5025171880338992,0.5474644354947811
external_8b,log_spanning_trees,L5,6,15600,564,0.47394091060886495,0.5025439416639443,0.5566794667665699
external_8b,log_spanning_trees,L5,8,14456,564,0.4428205528770066,0.46250674321150015,0.5194177402829551
external_8b,log_spanning_trees,L5,10,11342,564,0.4215174659702125,0.4382226149986614,0.5107401698750533
external_8b,log_spanning_trees,L5,12,9146,564,0.44205730780736857,0.46641541684805476,0.5483159333830475
external_8b,log_spanning_trees,L5,14,5753,564,0.5442756704376005,0.6138604476477479,0.5370610178008852
external_8b,log_spanning_trees,L5,16,4793,564,0.5628684245391077,0.7147207396111322,0.4648339105793451
external_8b,log_spanning_trees,L5,18,4300,564,0.6229521656263763,0.7396954028160717,0.5116774455656451
external_8b,log_spanning_trees,L5,20,3995,564,0.544122632402521,0.6225604501172359,0.5615843197274714
external_8b,log_spanning_trees,L5,24,2174,424,0.3656199460916442,0.33488080301129236,0.41646427201840724
external_8b,log_spanning_trees,L5,28,769,380,0.36106751454471653,0.3257719558721269,0.2627301587301587
external_8b,log_spanning_trees,L5,32,569,274,0.21279228009402448,0.21279228009402448,0.133292901592659
external_8b,log_spanning_trees,L12,4,15600,564,0.48074278940943627,0.5978638399813757,0.5196060066810277
external_8b,log_spanning_trees,L12,6,15600,564,0.5286731466230455,0.6540492792478193,0.5473291498860479
external_8b,log_spanning_trees,L12,8,14456,564,0.5079201407820818,0.5956635270073752,0.5200935190635014
external_8b,log_spanning_trees,L12,10,11342,564,0.4736223907644808,0.525964870747355,0.4722854425605877
external_8b,log_spanning_trees,L12,12,9146,564,0.5224668240139761,0.5354198182090844,0.5297352721849367
external_8b,log_spanning_trees,L12,14,5753,564,0.6005840915520967,0.5133409044165645,0.5498656719302654
external_8b,log_spanning_trees,L12,16,4793,564,0.6094278529370826,0.4171954822722074,0.5854160107052897
external_8b,log_spanning_trees,L12,18,4300,564,0.5426837023706471,0.33132920713099395,0.5480109362818838
external_8b,log_spanning_trees,L12,20,3995,564,0.6189953511062052,0.5087169380680463,0.5605968970241548
external_8b,log_spanning_trees,L12,24,2174,424,0.673710242587601,0.6603805938937684,0.468873833567685
external_8b,log_spanning_trees,L12,28,769,380,0.5799350561493709,0.5704016237854498,0.6125714285714285
external_8b,log_spanning_trees,L12,32,569,274,0.5493999752567116,0.5493999752567116,0.5465140807931653
external_8b,log_spanning_trees,L13,4,15600,564,0.46923883860767257,0.6103347864778705,0.5332178202366458
external_8b,log_spanning_trees,L13,6,15600,564,0.47790515528688593,0.5856332067933568,0.5281654230797248
external_8b,log_spanning_trees,L13,8,14456,564,0.39952684641193564,0.44621194151446275,0.5167636736206483
external_8b,log_spanning_trees,L13,10,11342,564,0.3601462264213021,0.31626553064482543,0.5068245171022858
external_8b,log_spanning_trees,L13,12,9146,564,0.44655439142787723,0.36487836198901336,0.5300770569226945
external_8b,log_spanning_trees,L13,14,5753,564,0.5977726341456081,0.49801661465272873,0.5315139449931386
external_8b,log_spanning_trees,L13,16,4793,564,0.5804035459315868,0.35781261913839113,0.531476306675063
external_8b,log_spanning_trees,L13,18,4300,564,0.5256323370844533,0.25918884534513653,0.5335719697385614
external_8b,log_spanning_trees,L13,20,3995,564,0.5615714873359503,0.35344003129157253,0.5133980918056258
external_8b,log_spanning_trees,L13,24,2174,424,0.6396024258760108,0.6172898368883313,0.5081353518014645
external_8b,log_spanning_trees,L13,28,769,380,0.5870315248274929,0.5304741679039261,0.4781968253968254
external_8b,log_spanning_trees,L13,32,569,274,0.5729803290857355,0.5729803290857355,0.5011338466406497
external_8b,log_spanning_trees,L14,4,15600,564,0.48869380154296355,0.5877012154596555,0.5390090849489557
external_8b,log_spanning_trees,L14,6,15600,564,0.44502508400642243,0.5243054382150729,0.5362565431404993
external_8b,log_spanning_trees,L14,8,14456,564,0.4279172103746633,0.4687104977916295,0.5659320297342664
external_8b,log_spanning_trees,L14,10,11342,564,0.45466615735494814,0.44094760483495127,0.5685895123470961
external_8b,log_spanning_trees,L14,12,9146,564,0.48892246843550163,0.42987960683310206,0.5964221352224708
external_8b,log_spanning_trees,L14,14,5753,564,0.683828242777616,0.6264421572221874,0.5447244824986954
external_8b,log_spanning_trees,L14,16,4793,564,0.7369945613620241,0.6983520777735417,0.604012515743073
external_8b,log_spanning_trees,L14,18,4300,564,0.6332857799140431,0.497988374090831,0.6371043009453955
external_8b,log_spanning_trees,L14,20,3995,564,0.5750360191082144,0.411622799005375,0.5800244387119071
external_8b,log_spanning_trees,L14,24,2174,424,0.6218598382749326,0.6259807611877876,0.49277770676211174
external_8b,log_spanning_trees,L14,28,769,380,0.4183534027871736,0.4019620740852112,0.35194920634920634
external_8b,log_spanning_trees,L14,32,569,274,0.24222442162563404,0.24222442162563404,0.12978588756460288
external_8b,log_spanning_trees,L15,4,15600,564,0.425436399449831,0.49210298551736825,0.49871478671703456
external_8b,log_spanning_trees,L15,6,15600,564,0.42854100513377824,0.4663969713013341,0.5221296036131664
external_8b,log_spanning_trees,L15,8,14456,564,0.43341950977449134,0.45772669451025016,0.525401652388115
external_8b,log_spanning_trees,L15,10,11342,564,0.46231537450203924,0.4587539291415879,0.5308169087987407
