episode_id,group,success,n_q,scale_level,abstain,n_alarms,alarm_steps,alarm_channels,first_alarm_q,first_alarm_channel,first_loop_alarm_q,first_static_alarm_q,loop_n_entries,static_max_run,loop_onset_q,static_onset_q
84,10,0,52,group,0,0,,,-1,none,-1,-1,2,0,48,35
85,10,0,52,group,0,1,38,loop,38,loop,38,-1,1,1,-1,-1
86,10,0,52,group,0,1,37,loop,37,loop,37,-1,1,0,43,-1
87,10,1,38,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
88,11,1,37,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
89,11,0,52,group,0,1,50,loop,50,loop,50,-1,3,0,-1,38
90,11,1,38,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
91,11,0,52,group,0,1,34,loop,34,loop,34,-1,3,0,47,-1
92,11,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,36
93,11,1,36,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
94,11,0,52,group,0,1,35,loop,35,loop,35,-1,2,0,-1,-1
95,11,1,37,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
96,12,0,52,group,0,0,,,-1,none,-1,-1,1,1,46,-1
97,12,0,52,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
98,12,0,52,group,0,0,,,-1,none,-1,-1,1,0,33,-1
99,12,0,52,group,0,1,49,loop,49,loop,49,-1,2,1,34,-1
100,12,0,52,group,0,1,50,loop,50,loop,50,-1,2,0,45,-1
101,12,0,52,group,0,0,,,-1,none,-1,-1,2,1,33,-1
102,12,0,52,group,0,0,,,-1,none,-1,-1,2,1,33,-1
103,12,0,52,group,0,1,49,loop,49,loop,49,-1,2,0,35,-1
104,13,0,52,group,0,1,18,loop,18,loop,18,-1,1,0,-1,37
105,13,0,52,group,0,2,17|32,loop|static,17,loop,17,32,1,4,-1,45
106,13,0,52,group,0,1,17,loop,17,loop,17,-1,1,0,-1,37
107,13,0,52,group,0,1,17,loop,17,loop,17,-1,1,0,-1,37
108,13,0,52,group,0,0,,,-1,none,-1,-1,4,0,-1,35
109,13,1,37,group,0,2,17|34,loop|loop,17,loop,17,-1,2,0,-1,-1
110,13,1,43,group,0,1,17,loop,17,loop,17,-1,2,0,-1,-1
111,13,0,52,group,0,1,17,loop,17,loop,17,-1,1,0,-1,37
112,14,1,36,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
113,14,1,38,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
114,14,1,38,group,0,1,17,loop,17,loop,17,-1,2,2,-1,-1
115,14,1,36,group,0,0,,,-1,none,-1,-1,1,2,-1,-1
116,14,1,38,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
117,14,1,37,group,0,0,,,-1,none,-1,-1,1,2,-1,-1
118,14,1,37,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
119,14,1,37,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
120,15,1,37,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
121,15,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
122,15,1,36,group,0,1,33,loop,33,loop,33,-1,3,0,-1,-1
123,15,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,36
124,15,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,34
125,15,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,36
126,15,1,35,group,0,1,34,loop,34,loop,34,-1,3,0,-1,-1
127,15,1,36,group,0,1,32,loop,32,loop,32,-1,3,0,-1,-1
128,16,0,52,group,0,0,,,-1,none,-1,-1,2,0,46,37
129,16,1,43,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
130,16,1,37,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
131,16,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,36
132,16,0,52,group,0,1,43,loop,43,loop,43,-1,4,0,-1,-1
133,16,0,52,group,0,1,34,loop,34,loop,34,-1,2,0,-1,49
134,16,1,38,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
135,16,0,52,group,0,0,,,-1,none,-1,-1,2,0,50,36
136,17,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
137,17,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
138,17,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
139,17,1,40,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
140,17,1,38,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
141,17,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
142,17,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
143,17,1,40,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
144,18,1,42,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
145,18,1,42,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
146,18,1,42,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
147,18,1,41,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
148,18,1,41,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
149,18,1,42,group,0,0,,,-1,none,-1,-1,4,1,-1,-1
150,18,1,42,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
151,18,1,41,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
152,19,1,43,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
153,19,1,40,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
154,19,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,38
155,19,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,39
156,19,1,39,group,0,0,,,-1,none,-1,-1,1,0,-1,-1
157,19,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
158,19,1,40,group,0,1,36,loop,36,loop,36,-1,2,0,-1,-1
159,19,1,40,group,0,1,35,loop,35,loop,35,-1,2,0,-1,-1
160,20,1,38,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
161,20,1,40,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
162,20,1,39,group,0,0,,,-1,none,-1,-1,3,2,-1,-1
163,20,1,40,group,0,0,,,-1,none,-1,-1,1,2,-1,-1
164,20,1,40,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
165,20,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
166,20,1,39,group,0,0,,,-1,none,-1,-1,3,2,-1,-1
167,20,1,40,group,0,0,,,-1,none,-1,-1,4,1,-1,-1
168,21,0,52,group,0,0,,,-1,none,-1,-1,2,1,44,-1
169,21,0,52,group,0,0,,,-1,none,-1,-1,1,1,-1,37
170,21,0,52,group,0,0,,,-1,none,-1,-1,1,1,-1,39
171,21,0,52,group,0,1,38,loop,38,loop,38,-1,1,1,44,-1
172,21,0,52,group,0,1,41,loop,41,loop,41,-1,2,1,47,-1
173,21,0,52,group,0,2,20|47,loop|loop,20,loop,20,-1,2,1,46,-1
174,21,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
175,21,0,52,group,0,0,,,-1,none,-1,-1,2,1,-1,38
176,22,1,39,group,0,0,,,-1,none,-1,-1,4,1,-1,-1
177,22,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
178,22,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
179,22,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
180,22,1,39,group,0,1,35,loop,35,loop,35,-1,3,1,-1,-1
181,22,1,39,group,0,0,,,-1,none,-1,-1,4,1,-1,-1
182,22,1,38,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
183,22,1,39,group,0,0,,,-1,none,-1,-1,4,1,-1,-1
184,23,1,40,group,0,1,17,loop,17,loop,17,-1,2,1,-1,-1
185,23,1,39,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
186,23,0,52,group,0,2,17|50,loop|loop,17,loop,17,-1,2,2,51,-1
187,23,1,38,group,0,0,,,-1,none,-1,-1,3,2,-1,-1
188,23,1,39,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
189,23,1,42,group,0,1,17,loop,17,loop,17,-1,2,2,-1,-1
190,23,1,39,group,0,0,,,-1,none,-1,-1,3,2,-1,-1
191,23,1,39,group,0,0,,,-1,none,-1,-1,3,2,-1,-1
192,24,1,40,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
193,24,1,40,group,0,1,36,loop,36,loop,36,-1,1,2,-1,-1
194,24,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
195,24,1,40,group,0,0,,,-1,none,-1,-1,1,2,-1,-1
196,24,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
197,24,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
198,24,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
199,24,1,38,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
200,25,1,41,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
201,25,1,41,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
202,25,1,41,group,0,1,37,loop,37,loop,37,-1,3,0,-1,-1
203,25,1,41,group,0,1,38,loop,38,loop,38,-1,3,0,-1,-1
204,25,1,41,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
205,25,1,41,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
206,25,1,40,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
207,25,1,40,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
208,26,1,39,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
209,26,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,40
210,26,0,52,group,0,1,38,loop,38,loop,38,-1,2,0,45,-1
211,26,0,52,group,0,1,38,loop,38,loop,38,-1,3,1,35,-1
212,26,0,52,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
213,26,0,52,group,0,1,42,loop,42,loop,42,-1,3,1,48,-1
214,26,0,52,group,0,0,,,-1,none,-1,-1,0,0,-1,38
215,26,1,38,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
216,27,0,52,group,0,1,37,loop,37,loop,37,-1,3,0,35,51
217,27,1,38,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
218,27,1,39,group,0,1,35,loop,35,loop,35,-1,2,1,-1,-1
219,27,0,52,group,0,1,36,loop,36,loop,36,-1,2,1,33,-1
220,27,1,38,group,0,1,35,loop,35,loop,35,-1,2,0,-1,-1
221,27,0,52,group,0,0,,,-1,none,-1,-1,2,1,-1,37
222,27,1,39,group,0,1,35,loop,35,loop,35,-1,2,1,-1,-1
223,27,0,52,group,0,0,,,-1,none,-1,-1,1,0,-1,38
224,28,1,38,group,0,0,,,-1,none,-1,-1,3,2,-1,-1
225,28,1,40,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
226,28,1,39,group,0,1,36,loop,36,loop,36,-1,1,2,-1,-1
227,28,1,39,group,0,1,37,loop,37,loop,37,-1,1,2,-1,-1
228,28,1,39,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
229,28,1,40,group,0,1,36,loop,36,loop,36,-1,1,2,-1,-1
230,28,1,40,group,0,1,36,loop,36,loop,36,-1,2,2,-1,-1
231,28,1,39,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
232,29,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
233,29,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
234,29,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
235,29,0,52,group,0,1,36,loop,36,loop,36,-1,1,1,48,-1
236,29,1,39,group,0,0,,,-1,none,-1,-1,1,2,-1,-1
237,29,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
238,29,1,39,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
239,29,1,40,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
240,30,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,40
241,30,0,52,group,0,0,,,-1,none,-1,-1,1,1,-1,39
242,30,1,39,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
243,30,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,38
244,30,0,52,group,0,1,46,loop,46,loop,46,-1,3,0,-1,-1
245,30,0,52,group,0,1,38,loop,38,loop,38,-1,1,0,50,-1
246,30,1,43,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
247,30,0,52,group,0,1,50,loop,50,loop,50,-1,3,0,-1,40
248,31,1,39,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
249,31,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
250,31,1,38,group,0,1,34,loop,34,loop,34,-1,2,0,-1,-1
251,31,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
252,31,1,40,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
253,31,1,40,group,0,1,36,loop,36,loop,36,-1,3,0,-1,-1
254,31,1,40,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
255,31,1,39,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
256,32,1,40,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
257,32,1,41,group,0,0,,,-1,none,-1,-1,1,0,-1,-1
258,32,1,40,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
259,32,1,41,group,0,0,,,-1,none,-1,-1,1,0,-1,-1
260,32,1,40,group,0,0,,,-1,none,-1,-1,1,0,-1,-1
261,32,1,41,group,0,0,,,-1,none,-1,-1,1,2,-1,-1
262,32,1,39,group,0,0,,,-1,none,-1,-1,0,1,-1,-1
263,32,1,39,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
264,33,1,39,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
265,33,1,39,group,0,0,,,-1,none,-1,-1,1,2,-1,-1
266,33,1,39,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
267,33,1,39,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
268,33,1,38,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
269,33,1,39,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
270,33,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
271,33,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
272,34,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
273,34,1,38,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
274,34,1,39,group,0,1,28,static,28,static,-1,28,2,3,-1,-1
275,34,1,39,group,0,0,,,-1,none,-1,-1,3,2,-1,-1
276,34,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
277,34,1,40,group,0,0,,,-1,none,-1,-1,1,2,-1,-1
278,34,1,42,group,0,0,,,-1,none,-1,-1,1,2,-1,-1
279,34,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
280,35,1,38,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
281,35,1,41,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
282,35,1,40,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
283,35,0,52,group,0,1,44,loop,44,loop,44,-1,2,1,-1,-1
284,35,1,41,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
285,35,1,40,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
286,35,1,41,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
287,35,1,41,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
288,36,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
289,36,1,39,group,0,0,,,-1,none,-1,-1,3,2,-1,-1
290,36,1,40,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
291,36,1,39,group,0,1,35,loop,35,loop,35,-1,2,1,-1,-1
292,36,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
293,36,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
294,36,1,41,group,0,0,,,-1,none,-1,-1,4,2,-1,-1
295,36,1,39,group,0,1,35,loop,35,loop,35,-1,1,0,-1,-1
296,37,1,41,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
297,37,1,39,group,0,0,,,-1,none,-1,-1,4,1,-1,-1
298,37,0,52,group,0,0,,,-1,none,-1,-1,1,2,-1,42
299,37,1,39,group,0,0,,,-1,none,-1,-1,0,2,-1,-1
300,37,1,41,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
301,37,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
302,37,1,40,group,0,0,,,-1,none,-1,-1,3,2,-1,-1
303,37,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
304,38,0,52,group,0,1,35,loop,35,loop,35,-1,2,1,32,-1
305,38,0,52,group,0,1,42,loop,42,loop,42,-1,1,1,-1,37
306,38,0,52,group,0,1,36,loop,36,loop,36,-1,3,0,34,-1
307,38,0,52,group,0,1,38,loop,38,loop,38,-1,2,1,35,-1
308,38,0,52,group,0,1,36,loop,36,loop,36,-1,2,1,42,-1
309,38,0,52,group,0,0,,,-1,none,-1,-1,2,1,-1,37
310,38,0,52,group,0,1,36,loop,36,loop,36,-1,3,1,34,-1
311,38,0,52,group,0,1,39,loop,39,loop,39,-1,2,0,34,-1
312,39,1,50,group,0,0,,,-1,none,-1,-1,4,1,-1,37
313,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,38
314,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,37
315,39,0,52,group,0,0,,,-1,none,-1,-1,3,0,-1,40
316,39,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,39
317,39,0,52,group,0,1,50,loop,50,loop,50,-1,3,0,-1,40
318,39,0,52,group,0,0,,,-1,none,-1,-1,3,0,-1,38
319,39,0,52,group,0,1,41,loop,41,loop,41,-1,3,0,-1,-1
320,40,0,52,group,0,0,,,-1,none,-1,-1,2,1,-1,38
321,40,1,40,group,0,1,36,loop,36,loop,36,-1,3,1,-1,-1
322,40,1,42,group,0,0,,,-1,none,-1,-1,4,1,-1,-1
323,40,0,52,group,0,1,40,loop,40,loop,40,-1,2,1,45,-1
324,40,0,52,group,0,0,,,-1,none,-1,-1,2,1,-1,44
325,40,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
326,40,0,52,group,0,1,41,loop,41,loop,41,-1,3,1,47,-1
327,40,0,52,group,0,0,,,-1,none,-1,-1,2,1,-1,40
328,41,0,52,group,0,1,35,loop,35,loop,35,-1,1,0,32,-1
329,41,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,36
330,41,0,52,group,0,0,,,-1,none,-1,-1,3,1,33,-1
331,41,0,52,group,0,0,,,-1,none,-1,-1,1,0,37,45
332,41,0,52,group,0,1,35,loop,35,loop,35,-1,1,0,33,-1
333,41,0,52,group,0,0,,,-1,none,-1,-1,2,0,22,-1
334,41,0,52,group,0,1,35,loop,35,loop,35,-1,2,0,33,-1
335,41,0,52,group,0,0,,,-1,none,-1,-1,0,0,-1,38
336,42,1,37,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
337,42,1,38,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
338,42,1,38,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
339,42,1,40,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
340,42,1,39,group,0,1,35,loop,35,loop,35,-1,3,0,-1,-1
341,42,1,36,group,0,1,34,loop,34,loop,34,-1,2,0,-1,-1
342,42,0,52,group,0,1,35,loop,35,loop,35,-1,4,1,39,-1
343,42,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,38
344,43,1,39,group,0,0,,,-1,none,-1,-1,3,0,-1,-1
345,43,1,38,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
346,43,1,40,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
347,43,1,39,group,0,1,35,loop,35,loop,35,-1,2,0,-1,-1
348,43,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
349,43,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
350,43,1,39,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
351,43,1,39,group,0,1,35,loop,35,loop,35,-1,3,0,-1,-1
352,44,1,37,group,0,1,34,loop,34,loop,34,-1,3,1,-1,-1
353,44,1,37,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
354,44,1,37,group,0,1,34,loop,34,loop,34,-1,2,0,-1,-1
355,44,0,52,group,0,0,,,-1,none,-1,-1,1,1,-1,38
356,44,1,41,group,0,1,34,loop,34,loop,34,-1,2,0,-1,-1
357,44,1,38,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
358,44,1,37,group,0,0,,,-1,none,-1,-1,1,0,-1,-1
359,44,1,45,group,0,0,,,-1,none,-1,-1,1,0,-1,-1
360,45,1,36,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
361,45,1,36,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
362,45,1,37,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
363,45,1,35,group,0,0,,,-1,none,-1,-1,2,2,-1,-1
364,45,1,36,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
365,45,1,35,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
366,45,1,35,group,0,0,,,-1,none,-1,-1,1,1,-1,-1
367,45,1,36,group,0,1,33,loop,33,loop,33,-1,1,1,-1,-1
368,46,1,37,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
