source,layer,group,kernel_trace,shape_trace,shape_pr,shape_erank,lam1_share,lam2_share,lam3_share,lam4_share,lam5_share,dim_90,dim_99,r_pc1_index,r_pc2_index_sq,r_pc3_index_cu,r_dist_lag,spearman_dist_lag,robinson,stretch_max_over_min,edge_cv,pc1_gap_cv,d_first_second_over_median_interior
pooled_development,L2,front,2.0194509029388428,0.016148641705513,3.445347547531128,5.041921138763428,0.4795042872428894,0.20510412752628326,0.10023918002843857,0.054941486567258835,0.03775113821029663,6,9,0.958293650707746,-0.9122617569590079,-0.24161503841064322,0.8138270183692715,0.7967181033091317,True,3.1979024410247803,0.3327293395996094,0.6604912371501858,1.8124005794525146
pooled_development,L3,front,1.860705852508545,0.01858431100845337,3.4734303951263428,5.094732284545898,0.478811651468277,0.2002156376838684,0.09770358353853226,0.0596083402633667,0.040681637823581696,6,9,0.9781100738092033,-0.958978592368823,-0.36011661038741477,0.8847044872821612,0.869716184000221,True,2.888087272644043,0.29834988713264465,0.5138264686913836,1.6095013618469238
pooled_development,L4,front,2.000694513320923,0.021007036790251732,3.09751296043396,4.66485595703125,0.5205472111701965,0.19119340181350708,0.0902741551399231,0.05450887978076935,0.03606788441538811,6,9,0.9852032785718345,-0.9673849390448774,-0.3331277876833991,0.8950413292621532,0.8780416950279454,True,3.2300264835357666,0.3241352140903473,0.4138803287416319,1.6472773551940918
pooled_development,L5,front,2.2331206798553467,0.030780751258134842,3.716480016708374,5.382014751434326,0.4548751711845398,0.20775550603866577,0.09211497008800507,0.05954403057694435,0.04394600912928581,7,9,0.9983900626445024,-0.9840873478321314,-0.36107837329322046,0.908969826273853,0.8926945944367407,True,2.6414148807525635,0.2742907702922821,0.14207730829734913,1.382256269454956
pooled_development,L12,back,0.3564738631248474,0.022863097488880157,2.630394458770752,3.898761510848999,0.5701066851615906,0.21228627860546112,0.07987530529499054,0.04274275526404381,0.02588462270796299,4,9,0.9976611119537228,-0.9991078901588915,0.44458806827827757,0.963280164390318,0.9641607810987285,True,3.385402202606201,0.3328361213207245,0.20133280254979832,1.32398521900177
pooled_development,L13,back,0.3403109312057495,0.025366734713315964,2.4972715377807617,3.7174148559570312,0.5915766358375549,0.20263554155826569,0.07873301208019257,0.04042789340019226,0.024533702060580254,4,9,0.9976282468162658,-0.9971190781028457,0.4424837717202242,0.9694177461018384,0.9726195003028966,True,3.536193609237671,0.3420235514640808,0.19798316715650002,1.291651725769043
pooled_development,L14,back,0.3001912236213684,0.02416544407606125,2.5392119884490967,3.7534730434417725,0.5831301212310791,0.21051669120788574,0.07878995686769485,0.04091077670454979,0.024577641859650612,4,9,0.9970490448110443,-0.9970691552888271,0.45088351481632233,0.9677591897160752,0.9712874185384607,True,3.4649765491485596,0.3381741940975189,0.22592629745481987,1.2857556343078613
pooled_development,L15,back,0.28066161274909973,0.02719198726117611,2.6264214515686035,3.8785064220428467,0.5702123641967773,0.21269728243350983,0.08203817903995514,0.043120186775922775,0.02580428682267666,4,9,0.9962833929959549,-0.9964004690908165,0.4569619520860927,0.9668548511229796,0.972153271685344,True,3.328388214111328,0.32832419872283936,0.25728139408876255,1.2490153312683105
development_main_mean,L2,front,2.1832361221313477,0.016650879755616188,3.3460693359375,4.933197498321533,0.49067384004592896,0.20117859542369843,0.09900778532028198,0.05480793118476868,0.03664977476000786,6,9,0.96329276581468,-0.9184579473808859,-0.2840642335749552,0.83533045566147,0.8184976401576592,True,3.1900522708892822,0.33039385080337524,0.596478520908955,1.7806382179260254
development_main_mean,L3,front,1.9791593551635742,0.019034523516893387,3.290207862854004,4.897555351257324,0.4990983009338379,0.19441688060760498,0.09400475770235062,0.05742460489273071,0.03882450982928276,6,9,0.9755250480865508,-0.9570335784124744,0.38638378357084285,0.8951763157404236,0.8921617617309663,True,2.9401638507843018,0.30424436926841736,0.5323203292874799,1.595388650894165
