cohort,task,queries,procrustes_layer_front,procrustes_layer_back,bandedness_front,bandedness_back,shape_pr_front,shape_pr_back,lam1_share_front,lam1_share_back,d_cv_front,d_cv_back
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,5064,0.078219473361969,0.05972573161125183,0.7878962755203247,0.9049170613288879,2.85105037689209,2.1766910552978516,0.5389679074287415,0.640110969543457,0.3759508728981018,0.40242254734039307
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8041,0.08150210976600647,0.05822286009788513,0.7731428146362305,0.9045679569244385,2.818711280822754,2.2054591178894043,0.5416381359100342,0.6327301263809204,0.37802451848983765,0.39780426025390625
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,5582,0.08568510413169861,0.061593204736709595,0.767387330532074,0.8926700353622437,3.029543399810791,2.310462236404419,0.5181666612625122,0.6152182221412659,0.35297462344169617,0.3866172730922699
development_main,libero_goal/put_the_bowl_on_the_plate,3476,0.08619999885559082,0.05679851770401001,0.8189613819122314,0.9037920236587524,2.5790247917175293,2.2959675788879395,0.5787900686264038,0.6084938049316406,0.38420233130455017,0.3814898729324341
development_main,libero_goal/put_the_bowl_on_the_stove,3765,0.08038783073425293,0.0586991012096405,0.8119872212409973,0.89872145652771,2.587641477584839,2.240389823913574,0.5765265226364136,0.6229661703109741,0.3880192041397095,0.39003920555114746
development_main,libero_goal/put_the_bowl_on_top_of_the_cabinet,3900,0.07927432656288147,0.0563165545463562,0.8076374530792236,0.9124685525894165,2.6206893920898438,2.165792942047119,0.5712895393371582,0.6372771263122559,0.3949049711227417,0.4002019166946411
development_main,libero_goal/put_the_cream_cheese_in_the_bowl,3981,0.08493942022323608,0.062104254961013794,0.8153362274169922,0.8888851404190063,2.647946357727051,2.315670967102051,0.5662816762924194,0.6068682670593262,0.38518238067626953,0.3868286609649658
development_main,libero_goal/put_the_wine_bottle_on_the_rack,5431,0.08387553691864014,0.05901104211807251,0.7654070258140564,0.9079720973968506,2.637204170227051,2.167956590652466,0.5661942362785339,0.6397130489349365,0.39895153045654297,0.4028494358062744
development_main,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,3820,0.08017623424530029,0.05802583694458008,0.7997996807098389,0.9060781002044678,2.650265693664551,2.190312385559082,0.5658406019210815,0.6333296298980713,0.3852047324180603,0.39707282185554504
development_main,libero_goal/turn_on_the_stove,3129,0.086212158203125,0.06596976518630981,0.7871606349945068,0.89215487241745,2.750323534011841,2.294102907180786,0.5531975030899048,0.6174094080924988,0.3732685148715973,0.3838547468185425
development_main,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,9091,0.07907715439796448,0.06697160005569458,0.7649368047714233,0.8977774381637573,2.7696428298950195,2.198408603668213,0.5436668395996094,0.6385296583175659,0.3919552266597748,0.4006274938583374
development_main,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,10472,0.08014792203903198,0.06700864434242249,0.7782388925552368,0.9006152749061584,2.765058755874634,2.1442577838897705,0.5474377274513245,0.6498907804489136,0.3873296082019806,0.40634220838546753
development_main,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,17460,0.08544215559959412,0.07267788052558899,0.7093800902366638,0.8929561376571655,3.000690460205078,2.203280448913574,0.5146334767341614,0.641200840473175,0.3876512050628662,0.40231573581695557
development_main,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,10162,0.07749933004379272,0.06303510069847107,0.7674984931945801,0.9077688455581665,2.798114538192749,2.1726813316345215,0.5405287742614746,0.6415799856185913,0.3873087167739868,0.400956928730011
