cohort,layer,group,queries,shape_pr_median,shape_pr_p05,shape_pr_p95,shape_pr_cv,shape_erank_median,shape_erank_p05,shape_erank_p95,shape_erank_cv,lam1_share_median,lam1_share_p05,lam1_share_p95,lam1_share_cv,size_median,size_p05,size_p95,size_cv,procrustes_layer_median,procrustes_layer_p05,procrustes_layer_p95,procrustes_layer_cv,bandedness_median,bandedness_p05,bandedness_p95,bandedness_cv,d_cv_median,d_cv_p05,d_cv_p95,d_cv_cv,kernel_erank_median,kernel_erank_p05,kernel_erank_p95,kernel_erank_cv
development_main,L2,front,221781,2.9290335178375244,2.0701775550842285,3.9550979137420654,0.1943705677986145,4.176237106323242,3.1255033016204834,5.188801288604736,0.14984406530857086,0.5266613364219666,0.3894934058189392,0.6726955771446228,0.16206026077270508,0.11975264549255371,0.0834159255027771,0.17626605927944183,0.2274850606918335,0.08479934930801392,0.05346405506134033,0.1498696208000183,0.337295264005661,0.734562337398529,0.5503649711608887,0.899159848690033,0.1459895372390747,0.38279715180397034,0.292151540517807,0.47369885444641113,0.14457643032073975,0.10584791004657745,0.1022004708647728,0.11554304510354996,0.04285390302538872
development_main,L3,front,221781,2.824941396713257,1.9084625244140625,4.006466388702393,0.22242707014083862,4.081658363342285,2.9013750553131104,5.279048442840576,0.174441859126091,0.5442713499069214,0.3874402940273285,0.707534670829773,0.1775403618812561,0.12541458010673523,0.08729785680770874,0.19400396943092346,0.2468089461326599,0.08876985311508179,0.05473977327346802,0.1903470754623413,0.43225952982902527,0.7679974436759949,0.5347329378128052,0.9264484643936157,0.1625545471906662,0.36578765511512756,0.28122955560684204,0.4617518484592438,0.14954933524131775,0.10723410546779633,0.10264378786087036,0.11951981484889984,0.0533168762922287
development_main,L4,front,221781,2.662525177001953,1.9164890050888062,3.690537452697754,0.1975533664226532,3.880791664123535,2.9168734550476074,4.942261695861816,0.15704107284545898,0.5666677355766296,0.4191676080226898,0.706065833568573,0.15253300964832306,0.136432945728302,0.09342383593320847,0.20318949222564697,0.23883669078350067,0.07302600145339966,0.04616659879684448,0.14606153964996338,0.4104114770889282,0.8103988170623779,0.6269121766090393,0.937082052230835,0.12491433322429657,0.3776248097419739,0.3007677495479584,0.4566653072834015,0.12489482015371323,0.10761121660470963,0.10250689834356308,0.12394364923238754,0.06351855397224426
development_main,L5,front,221781,2.6485860347747803,1.8768354654312134,3.560213088989258,0.1922888606786728,3.74495530128479,2.771580934524536,4.792375087738037,0.1631036251783371,0.558653712272644,0.41994619369506836,0.7112493515014648,0.1578141748905182,0.1510045975446701,0.09900542348623276,0.284518301486969,0.3327541947364807,0.08797711133956909,0.05648678541183472,0.3341647982597351,0.7235776782035828,0.8041479587554932,0.3323196768760681,0.94122713804245,0.2370801717042923,0.39261168241500854,0.31944742798805237,0.5401224493980408,0.16622871160507202,0.10973796993494034,0.10233624279499054,0.13539089262485504,0.09970875084400177
development_main,L12,back,221781,2.299717903137207,1.7402400970458984,3.2093758583068848,0.18950064480304718,3.2526326179504395,2.513944149017334,4.25560998916626,0.1605709046125412,0.6157124638557434,0.45236971974372864,0.7423778772354126,0.14346738159656525,0.1384710669517517,0.08438829332590103,0.23068854212760925,0.3120179772377014,0.06277114152908325,0.03579115867614746,0.1564273238182068,0.5305813550949097,0.8924539089202881,0.6871839165687561,0.9648769497871399,0.10379962623119354,0.39020299911499023,0.3158838748931885,0.45467203855514526,0.10821964591741562,0.13215717673301697,0.1132408156991005,0.17258678376674652,0.13787083327770233
development_main,L13,back,221781,2.1350302696228027,1.6430832147598267,3.034743547439575,0.19204001128673553,3.042302131652832,2.3638691902160645,4.002233505249023,0.16015967726707458,0.649377167224884,0.46916890144348145,0.7679102420806885,0.13964180648326874,0.14581258594989777,0.09092368930578232,0.24129539728164673,0.30284127593040466,0.059711754322052,0.03339183330535889,0.17127352952957153,0.615020751953125,0.9117880463600159,0.6681008338928223,0.9707311987876892,0.11413083970546722,0.4026637673377991,0.32737019658088684,0.467725932598114,0.10652326792478561,0.13581398129463196,0.11635545641183853,0.18559923768043518,0.15954703092575073
development_main,L14,back,221781,2.2149159908294678,1.6862683296203613,3.11187481880188,0.19104915857315063,3.1340813636779785,2.430983543395996,4.105685234069824,0.15987874567508698,0.6320499777793884,0.4629945158958435,0.7565083503723145,0.14190155267715454,0.14356432855129242,0.08850253373384476,0.23343847692012787,0.2993176579475403,0.06112372875213623,0.03379464149475098,0.15394490957260132,0.5373467206954956,0.9022035598754883,0.701187014579773,0.9678415060043335,0.09985591471195221,0.39352181553840637,0.315809965133667,0.46026507019996643,0.11235375702381134,0.139468714594841,0.11716751754283905,0.18779413402080536,0.15794365108013153
development_main,L15,back,221781,2.248479127883911,1.7114657163619995,3.0998244285583496,0.1851578801870346,3.1772406101226807,2.4743595123291016,4.114246368408203,0.15500609576702118,0.6262822151184082,0.46539071202278137,0.7501758933067322,0.13892768323421478,0.15458084642887115,0.09698832035064697,0.24200446903705597,0.2798946797847748,0.0680997371673584,0.037725210189819336,0.15207988023757935,0.5274178981781006,0.9003859162330627,0.6833402514457703,0.9666178822517395,0.10979635268449783,0.3855673372745514,0.31181904673576355,0.455708384513855,0.12604913115501404,0.1483289897441864,0.12246410548686981,0.20050325989723206,0.16288232803344727
external_8b,L2,front,248255,2.940453052520752,2.092081308364868,3.97684645652771,0.1925777941942215,4.17373514175415,3.1615047454833984,5.19793176651001,0.14789243042469025,0.5229591727256775,0.38685885071754456,0.668427586555481,0.16249535977840424,0.1199784204363823,0.0835888683795929,0.17457471787929535,0.2213555872440338,0.08505678176879883,0.05351387336850166,0.15418051183223724,0.3480444848537445,0.726173996925354,0.5434226989746094,0.8915234208106995,0.149271622300148,0.38494178652763367,0.29317447543144226,0.4776308536529541,0.1455569714307785,0.10609070956707001,0.10221560299396515,0.11680959165096283,0.04917348921298981
external_8b,L3,front,248255,2.845729351043701,1.9519696235656738,4.054847240447998,0.2207716405391693,4.096553325653076,2.9678890705108643,5.312229633331299,0.1716402769088745,0.5407638549804688,0.38263481855392456,0.6980373859405518,0.17743878066539764,0.12589022517204285,0.0884145125746727,0.19575248658657074,0.2457650601863861,0.09025108814239502,0.0550735704600811,0.20468324422836304,0.45011407136917114,0.7631691694259644,0.5143850445747375,0.9221920967102051,0.16891415417194366,0.3648413419723511,0.2801147401332855,0.4622515141963959,0.15128643810749054,0.10748736560344696,0.10268450528383255,0.12190166115760803,0.06210189312696457
