layer,group,tasks_development,tasks_shared,task_to_pooled_median,task_to_pooled_p90,task_to_pooled_max,task_pair_median,task_pair_max,dev_vs_external_same_task_median,dev_vs_external_same_task_max,seed_split_median,seed_split_max,spearman_distance_dev_vs_external_median,spearman_distance_dev_vs_external_min
L2,front,40,39,0.004331022500991821,0.00821580272167921,0.01258617639541626,0.0076850950717926025,0.04002740979194641,0.0006982088088989258,0.0012628436088562012,0.0013577938079833984,0.00261533260345459,0.9980237154150196,0.9919631093544136
L3,front,40,39,0.004162341356277466,0.00992131233215332,0.012927055358886719,0.008426755666732788,0.040369123220443726,0.000747382640838623,0.0012584924697875977,0.001214444637298584,0.0022479891777038574,0.9976284584980236,0.9949934123847166
L4,front,40,39,0.0031370222568511963,0.007885659113526344,0.01198190450668335,0.00694100558757782,0.04325014352798462,0.0004214644432067871,0.0007688999176025391,0.000836789608001709,0.0013333559036254883,0.9986824769433464,0.9961791831357047
L5,front,40,39,0.00640067458152771,0.01374790072441101,0.018398404121398926,0.01187068223953247,0.050683796405792236,0.0005752444267272949,0.0011478662490844727,0.0009089112281799316,0.0016652941703796387,0.9976284584980236,0.9923583662714097
L12,back,40,39,0.0020711123943328857,0.005536156706511974,0.009415149688720703,0.004358619451522827,0.026809751987457275,0.0001640915870666504,0.00030177831649780273,0.0002707839012145996,0.00048613548278808594,0.9990777338603425,0.9969696969696968
L13,back,40,39,0.0024345219135284424,0.006080931518226862,0.011434495449066162,0.004723548889160156,0.028780102729797363,0.00017189979553222656,0.00048476457595825195,0.00033551454544067383,0.0005118250846862793,0.9988142292490118,0.9956521739130433
L14,back,40,39,0.002393275499343872,0.00323641300201416,0.011002719402313232,0.0042321085929870605,0.024261415004730225,0.0001518726348876953,0.00024187564849853516,0.00028645992279052734,0.0005564093589782715,0.9990777338603425,0.9974967061923582
L15,back,40,39,0.002153366804122925,0.004292583558708429,0.013036966323852539,0.0038276761770248413,0.032144695520401,0.0003287792205810547,0.0009254217147827148,0.000589907169342041,0.0012173652648925781,0.998155467720685,0.9949934123847166
