run,episode_index,init_state_id,flow_noise_seed,object_joint,plateau_definition,plateau_query,last_motion_transition_control_step,plateau_remaining_excursion_m,initial_to_final_displacement_m,query_initial_to_final_displacement_m,first_moe_alarm_query,moe_alarm_delay_after_plateau_queries,fixed_clock_phase,fixed_clock_query,moe_lead_over_fixed_clock_queries,horizon_queries,state_response_ratio_at_alarm,planning_churn_ratio_at_alarm,state_action_gap_ratio_at_alarm,marker_is_semantic_failure_onset,marker_scope
gpu6_prospective_init09_seeds1000_1007,0,9,1000,plate_1_joint0,initial displacement >= 0.05 m and all remaining excursion <= 0.001 m,16,158,0.00035088665305779254,0.2876853099668638,0.2876853099668638,20,4,0.81,24,4,30,0.194114001536238,1.2114375198020426,1.5955603915920642,False,posthoc object-motion plateau; never used by selector
