global_row,fold,query,executed_actions_before_query,executed_actions_after_chunk,simulation_seconds_before_query,knn_score,threshold,score_over_threshold,scorable,current_exceeds,alarm_latched,first_alarm_query,pc1,pc2,nearest_distance,twentieth_distance
15023,libero_long_20260907,0,0,10,0.0,,4.067817211151123,,False,False,False,33,,,,
15023,libero_long_20260907,1,10,20,0.5,,4.067817211151123,,False,False,False,33,,,,
15023,libero_long_20260907,2,20,30,1.0,,4.067817211151123,,False,False,False,33,,,,
15023,libero_long_20260907,3,30,40,1.5,,4.067817211151123,,False,False,False,33,,,,
15023,libero_long_20260907,4,40,50,2.0,,4.067817211151123,,False,False,False,33,,,,
15023,libero_long_20260907,5,50,60,2.5,,4.067817211151123,,False,False,False,33,,,,
15023,libero_long_20260907,6,60,70,3.0,,4.067817211151123,,False,False,False,33,,,,
15023,libero_long_20260907,7,70,80,3.5,0.8208330869674683,4.067817211151123,0.20178711194724172,True,False,False,33,1.1500980123629334,1.211924901584627,0.6299811026798174,0.9981941044978825
15023,libero_long_20260907,8,80,90,4.0,0.9749715924263,4.067817211151123,0.23967930263769144,True,False,False,33,1.5367395515380384,1.9046394996490066,0.7492359849456625,1.114165977682466
15023,libero_long_20260907,9,90,100,4.5,1.3011856079101562,4.067817211151123,0.31987317530965037,True,False,False,33,1.9515204085472064,2.504550824609882,1.0264388930814838,1.4582824121835025
15023,libero_long_20260907,10,100,110,5.0,1.5793492794036865,4.067817211151123,0.3882547315730437,True,False,False,33,3.3433355284171324,3.162585503827858,1.071865124883705,1.7658396774490766
15023,libero_long_20260907,11,110,120,5.5,1.902450442314148,4.067817211151123,0.46768336519619247,True,False,False,33,4.61656329581458,3.636002587340203,1.2717411983925733,2.124551703325964
15023,libero_long_20260907,12,120,130,6.0,1.8128833770751953,4.067817211151123,0.44566490650207463,True,False,False,33,4.767053339079138,3.210703749806013,1.3876481203345838,1.967039154808275
15023,libero_long_20260907,13,130,140,6.5,1.7054201364517212,4.067817211151123,0.41924699363989276,True,False,False,33,4.2644911404120185,2.720126745192006,1.3851135776405095,1.9052251145108778
15023,libero_long_20260907,14,140,150,7.0,1.7811931371688843,4.067817211151123,0.43787442864593146,True,False,False,33,3.119082889437099,1.6933032372667187,1.0215483686410267,1.9410809918637877
15023,libero_long_20260907,15,150,160,7.5,1.3803884983062744,4.067817211151123,0.33934378725824016,True,False,False,33,1.3437654515042148,1.0118622696919695,1.1063346806198482,1.5185140606173182
15023,libero_long_20260907,16,160,170,8.0,1.2403682470321655,4.067817211151123,0.3049223164777265,True,False,False,33,0.4286039467951776,1.0746043271582382,0.9711168389118096,1.3910819416973697
15023,libero_long_20260907,17,170,180,8.5,1.2057900428771973,4.067817211151123,0.2964218843392865,True,False,False,33,0.5323465372018126,1.559476644747079,0.8598786974654153,1.3438965701377281
15023,libero_long_20260907,18,180,190,9.0,1.2543760538101196,4.067817211151123,0.30836588487100497,True,False,False,33,0.6043167110442101,1.6238076998622366,0.720619982187916,1.421138105379402
15023,libero_long_20260907,19,190,200,9.5,1.2868931293487549,4.067817211151123,0.3163596254573558,True,False,False,33,0.8427938108381232,1.7737487956562628,0.8290367148240013,1.4629824791848156
15023,libero_long_20260907,20,200,210,10.0,1.0149359703063965,4.067817211151123,0.24950382911113816,True,False,False,33,0.7259346016175766,1.3568883244083025,0.6903112788784241,1.1924298161120293
15023,libero_long_20260907,21,210,220,10.5,1.1576964855194092,4.067817211151123,0.28459894469835356,True,False,False,33,0.5086320119887526,0.9847447873496024,0.943422119583068,1.2695058403144386
15023,libero_long_20260907,22,220,230,11.0,1.0565667152404785,4.067817211151123,0.25973800207740605,True,False,False,33,0.49783063827136753,0.8736198534515941,0.8344379772677395,1.1423847625393024
15023,libero_long_20260907,23,230,240,11.5,0.8732137680053711,4.067817211151123,0.21466396415542635,True,False,False,33,0.3778216622483417,1.0931097251212174,0.49942280025724445,0.996736876880423
15023,libero_long_20260907,24,240,250,12.0,0.9342915415763855,4.067817211151123,0.2296788407835063,True,False,False,33,-0.5399294939107118,1.0643456810571745,0.746707926561979,1.0090834185858455
15023,libero_long_20260907,25,250,260,12.5,0.983625590801239,4.067817211151123,0.24180673313068798,True,False,False,33,-1.6236348756391221,0.4242634463852404,0.777567473989801,1.088829002398629
15023,libero_long_20260907,26,260,270,13.0,1.393500804901123,4.067817211151123,0.34256721297139753,True,False,False,33,-0.22106184528733563,0.4581764200796787,1.1102417324127767,1.5422845499318834
15023,libero_long_20260907,27,270,280,13.5,1.6730268001556396,4.067817211151123,0.41128367212994843,True,False,False,33,0.5617435651687546,0.7141488891180539,1.0346901588444888,1.8840772148160838
15023,libero_long_20260907,28,280,290,14.0,2.0845816135406494,4.067817211151123,0.5124570513704937,True,False,False,33,1.705371658916583,1.1631248988659184,1.6767666827499723,2.2636974141240533
15023,libero_long_20260907,29,290,300,14.5,2.42429256439209,4.067817211151123,0.595968903850047,True,False,False,33,3.6025365709788155,0.753425681589113,1.9086744237358724,2.5710929923495485
15023,libero_long_20260907,30,300,310,15.0,2.697526693344116,4.067817211151123,0.6631386203759048,True,False,False,33,6.796740736976945,0.24257981564614697,1.9805978588791069,2.929803194144737
15023,libero_long_20260907,31,310,320,15.5,2.9319727420806885,4.067817211151123,0.7207729821397235,True,False,False,33,9.715344250117461,0.04007295376996587,1.9347732751154352,3.476881623191197
15023,libero_long_20260907,32,320,330,16.0,3.1511685848236084,4.067817211151123,0.7746583539165176,True,False,False,33,11.513737709172362,-0.46437085024008123,1.662151539343355,4.310454531840198
15023,libero_long_20260907,33,330,340,16.5,4.665395736694336,4.067817211151123,1.146903976881033,True,True,True,33,13.837719905484805,-0.6746579755256941,2.4378400663072903,5.774655147151015
15023,libero_long_20260907,34,340,350,17.0,4.980423450469971,4.067817211151123,1.224347897643266,True,True,True,33,14.283203174758556,-1.008129332747163,2.834788812940337,6.224919145544817
15023,libero_long_20260907,35,350,360,17.5,4.406121253967285,4.067817211151123,1.0831659893391394,True,True,True,33,13.465087660792388,-0.4881387054189118,2.491036538929502,5.495113887338234
15023,libero_long_20260907,36,360,370,18.0,3.74507474899292,4.067817211151123,0.9206595465318678,True,False,True,33,12.540618713655048,-0.048631612582152386,2.201524628889994,4.685754403842301
15023,libero_long_20260907,37,370,380,18.5,3.004523515701294,4.067817211151123,0.7386082903295118,True,False,True,33,11.363890807643047,0.210687853256522,1.8124825421453699,3.756160981672739
