global_row,fold,query,executed_actions_before_query,executed_actions_after_chunk,simulation_seconds_before_query,knn_score,threshold,score_over_threshold,scorable,current_exceeds,alarm_latched,first_alarm_query,pc1,pc2,nearest_distance,twentieth_distance
15023,libero_long_20260907,38,380,390,19.0,2.960859775543213,4.067817211151123,0.7278743419017444,True,False,True,33,11.252369502633565,0.26792765674073005,1.8670139185714727,3.7201151447203378
15023,libero_long_20260907,39,390,400,19.5,3.2713446617126465,4.067817211151123,0.8042014898665792,True,False,True,33,11.99801251914445,-0.08404760587476477,1.6553464628458467,4.272463704180198
15023,libero_long_20260907,40,400,410,20.0,4.039212703704834,4.067817211151123,0.9929680941985605,True,False,True,33,12.859771886910204,-0.9098777371123863,2.0344479056838196,5.307025483699365
15023,libero_long_20260907,41,410,420,20.5,4.48599100112915,4.067817211151123,1.102800536079076,True,True,True,33,13.174969363948135,-1.9692858157466937,2.5337718029961414,6.067392129642051
15023,libero_long_20260907,42,420,430,21.0,4.512368202209473,4.067817211151123,1.1092848985051984,True,True,True,33,12.883779535832128,-2.8309341882360792,2.3301068277814716,5.787448885169401
15023,libero_long_20260907,43,430,440,21.5,5.196777820587158,4.067817211151123,1.2775347442705172,True,True,True,33,13.624743609048458,-3.615481926743793,1.918843849267652,6.761649910380189
15023,libero_long_20260907,44,440,450,22.0,5.042871475219727,4.067817211151123,1.2396996259801654,True,True,True,33,12.908519183996779,-3.9170593916644147,1.8121287550454273,6.688412747126402
15023,libero_long_20260907,45,450,460,22.5,4.860256671905518,4.067817211151123,1.1948070475197552,True,True,True,33,12.49413480700849,-4.027743321392665,2.2320606370380616,6.411996135466737
15023,libero_long_20260907,46,460,470,23.0,4.746821880340576,4.067817211151123,1.1669211358190075,True,True,True,33,12.31073684045359,-4.013189752272268,2.169582867995605,6.291967407210056
15023,libero_long_20260907,47,470,480,23.5,4.882926940917969,4.067817211151123,1.2003801270943006,True,True,True,33,12.421053286821685,-3.900132969227749,2.3773146292140335,6.370144038486827
15023,libero_long_20260907,48,480,490,24.0,4.996072292327881,4.067817211151123,1.2281948851172881,True,True,True,33,12.82285079835222,-3.556006980018884,2.256353977379826,6.446054271505828
15023,libero_long_20260907,49,490,500,24.5,4.812793731689453,4.067817211151123,1.1831391338077146,True,True,True,33,12.59187422472264,-3.504856925546112,2.308284705190637,6.201859498325039
15023,libero_long_20260907,50,500,510,25.0,4.720733165740967,4.067817211151123,1.1605076926268965,True,True,True,33,12.34886217518094,-3.5266711991357536,2.4201850848302966,6.064219528561987
15023,libero_long_20260907,51,510,520,25.5,4.938665866851807,4.067817211151123,1.214082543658408,True,True,True,33,12.673770174597356,-3.67547933010445,2.270798146879604,6.38951538583972
