parent,head,arm,query,accepted,reasons,formal_screen,fp32_screen,normalized_action_rms,gripper_sign_changes,request_l2,effective_logit_delta_l2,back_action_set_change_fraction,instant_freeze,score_freeze,native_severity_freeze,candidate_severity_freeze,instant_acceleration,score_acceleration,native_severity_acceleration,candidate_severity_acceleration,instant_periodicity,score_periodicity,native_severity_periodicity,candidate_severity_periodicity,instant_inversion,score_inversion,native_severity_inversion,candidate_severity_inversion,instant_curvature,score_curvature,native_severity_curvature,candidate_severity_curvature
plus-task00-init026,curvature,mobility,31,False,side_effect_4,True,False,0.0030754092952232958,0,3.497794609766154,3.511872997863818,0.6675,-1.3996672785681505,-0.23327774997456086,-7.919885206174114,-8.153162956148675,-0.06848373308628238,0.0,-11.446546817015134,-11.446546817015134,-7.801481722191039,0.0,-11.127710443430018,-11.127710443430018,0.00214993953704834,0.00035832325617501937,-2.1060252672433855,-2.1056669439872104,0.11831784331457776,0.019719614449734024,-0.8783033182778566,-0.8585837038281225
plus-task00-init026,curvature,mobility,32,False,side_effect_1;side_effect_3,False,False,0.003593154237241195,0,4.264714429608012,4.273163000353239,0.79,-2.4822893586248,-0.4137146227149735,-7.2323103191924565,-7.64602494190743,0.9522709587888958,0.12213318186493005,-11.568679998880064,-11.446546817015134,-10.278599733499542,0.0,-11.127710443430018,-11.127710443430018,0.0632980465888977,0.010549674431482359,-2.121526950796445,-2.1109772763649626,0.013062000402634924,0.0021770208733088436,-0.9521197615102212,-0.9499427406369123
plus-task00-init026,curvature,mobility_balance,21,True,,True,True,0.004036148741478071,0,3.394537592054622,3.4116772452822324,0.66,-0.9685305954202912,-0.1614218091656472,-7.710233065937922,-7.8716548751035695,-14.160159298244444,0.0,-5.741399320360386,-5.741399320360386,-8.020442379947808,-0.2840472298650276,-26.55725582589188,-26.841303055756907,-4.525068998336792,-0.7541781663894653,-1.043256327609221,-1.7974344939986864,-3.0679331570188095,-0.5113222167866727,-0.07005060926861006,-0.5813728260552827
plus-task00-init026,curvature,mobility_balance,22,True,,True,True,0.002911720189947256,0,3.3783966100077047,3.393036296961764,0.795,-0.3929953936070139,-0.06549898350980854,-7.312821481895261,-7.37832046540507,-11.335778616619997,-3.7785929877114874,-9.312719395634415,-13.091312383345903,-3.738594577733976,0.0,-26.841303055756907,-26.841303055756907,-5.069987773895264,-0.8449979623158779,-2.231938700576623,-3.076936662892501,-4.46076205414457,-0.7434603679009893,-0.8416484832872201,-1.5851088511882094
plus-task00-init026,curvature,mobility_balance,23,False,target_0_not_improved,False,False,0.0019954460030171197,0,1.5924789674914865,1.6270363592904509,0.4375,-0.03648877915271026,-0.006081419929852672,-6.9950551230482665,-7.001136542978119,-4.722778724455299,-1.574258881789497,-16.223383877319463,-17.79764275910896,-1.8590096049384697,0.0,-26.841303055756907,-26.841303055756907,-1.7706069350242615,-0.2951011558373762,-3.0490820768475535,-3.3441832326849297,-1.21119292223221,-0.20186550864653952,-1.733847863070071,-1.9357133717166106
plus-task00-init026,curvature,mobility_balance,24,True,,False,True,0.005011707160573202,0,2.0245361035589937,2.0534989433053648,0.48,-0.06782632034703952,-0.011304300199975081,-7.037028692226706,-7.048332992426681,-6.020880649883723,0.0,-16.223383877319463,-16.223383877319463,-2.1157422470155423,0.0,-26.841303055756907,-26.841303055756907,-1.894715204834938,-0.31578586747249027,-2.9643377630909282,-3.2801236305634185,-1.0197867861119085,-0.16996445524081816,-2.10322714743655,-2.273191602677368
plus-task00-init026,curvature,mobility_balance,25,True,,False,True,0.004621804367262704,0,5.098083944422476,5.1073572683533275,0.9,-0.2673898733073206,-0.04456515193361632,-7.536850884315317,-7.581416036248934,-22.191088936957375,0.0,-16.223383877319463,-16.223383877319463,-9.380189698150831,0.0,-20.843044378613794,-20.843044378613794,-8.083494454622269,-1.347249075770379,-3.3708570425709086,-4.718106118341288,-5.9567425666589155,-0.9927903736615082,-2.5471880287545337,-3.539978402416042
plus-task00-init026,curvature,mobility_balance,26,True,,True,True,0.0033184085778425773,0,4.261236316689413,4.277523897462102,0.745,-0.4366618368673413,-0.07277716749141838,-7.485398206657959,-7.558175374149378,-18.515791911687042,-5.68174988696698,-16.223383877319463,-21.905133764286443,-9.755730105608933,0.0,-14.699786750350215,-14.699786750350215,-7.22909539937973,-1.2048492332299556,-5.070816870133081,-6.2756661033630365,-6.38404470590509,-1.064007376824148,-3.8672830855189524,-4.9312904623431
plus-task00-init026,curvature,mobility_balance,27,True,,True,True,0.0036305993458255904,0,3.3213388554491377,3.340417074329005,0.7725,-0.44803051131844696,-0.0746717951486735,-7.364176819455144,-7.438848614603818,-11.08355628074103,-3.6945178362084334,-25.11927859569052,-28.813796431898954,-7.920866192462359,0.0,-14.382863764657982,-14.382863764657982,-5.310099124908447,-0.8850165208180734,-5.885957828362783,-6.7709743491808565,-5.269116827056211,-0.878186162940505,-4.224708649905383,-5.102894812845888
plus-task00-init026,curvature,mobility_balance,28,True,,False,True,0.0028846386401846402,0,2.6239219730573624,2.6538592181952683,0.62,-0.22169512198920588,-0.036949262707165254,-7.430389370772844,-7.46733863348001,-8.29342595526415,0.0,-28.813796431898954,-28.813796431898954,-4.388871272870761,0.0,-14.382863764657982,-14.382863764657982,-3.4037110209465027,-0.567285170157751,-5.670618620316186,-6.237903790473937,-3.077708065324241,-0.5129513836283692,-4.208166917006098,-4.721118300634467
plus-task00-init026,curvature,mobility_balance,29,False,target_0_not_improved,False,False,0.002573297314775078,0,2.0205811628655383,2.0495010885369305,0.4375,0.06056215333946619,0.01009377874777595,-7.891631399267795,-7.881537620520019,-6.001124993866693,0.0,-28.813796431898954,-28.813796431898954,-1.491683565723014,-0.2486134639248636,-15.319867320514613,-15.568480784439476,-1.9454556703567505,-0.3242426117261248,-6.062622629006704,-6.386865240732829,-1.2480867715309354,-0.20801444332579688,-4.617187190820712,-4.8252016341465085
plus-task00-init026,curvature,mobility_balance,30,True,,False,True,0.003201328391662891,0,1.8002110141603023,1.8257237501643184,0.4175,-0.21370460317427356,-0.035617390600113374,-7.673416704910509,-7.7090340955106225,-6.865434078325575,0.0,-28.813796431898954,-28.813796431898954,-5.343327603910019,0.0,-15.319867320514613,-15.319867320514613,-2.106100022792816,-0.35101667046546936,-5.970931021372476,-6.321947691837946,-1.200612394089973,-0.20010206057083124,-4.309054756930652,-4.509156817501483
plus-task00-init026,curvature,mobility_balance,31,True,,True,True,0.00264685274971983,0,3.6256520563120795,3.636976779917113,0.7625,-0.5948780419429395,-0.09914647011061994,-7.383810446902664,-7.482956917013284,-14.108150075692619,0.0,-28.813796431898954,-28.813796431898954,-9.012825900861925,0.0,-15.319867320514613,-15.319867320514613,-5.863098502159119,-0.9771830836931867,-5.237895472447077,-6.215078556140264,-4.89182017025975,-0.8153033510446321,-3.6963968629349258,-4.511700213979558
plus-task00-init026,curvature,mobility_balance,32,True,,True,True,0.0029130974377846305,0,3.8827832376816183,3.8942393477618,0.835,-0.7805029390869032,-0.13008374882413154,-6.958253947076059,-7.088337695900191,-17.646994208773023,0.0,-28.813796431898954,-28.813796431898954,-8.629991627246575,0.0,-15.319867320514613,-15.319867320514613,-6.475291848182678,-1.079215308030446,-5.017098714113235,-6.096314022143681,-4.977028678736145,-0.8295047938834172,-3.5234098545832135,-4.352914648466631
plus-task00-init026,curvature,random_balance,21,False,side_effect_1;target_3_not_improved;side_effect_4,False,False,0.002462293758390255,0,3.394537592054622,3.4105387994191987,0.685,-0.3489781366353863,-0.05816317419049355,-7.710233065937922,-7.768396240128416,49.915157838725506,0.0,-5.741399320360386,-5.741399320360386,-0.8782579553677313,0.0,-26.55725582589188,-26.55725582589188,6.134497225284576,1.022416204214096,-1.043256327609221,-0.020840123395125046,2.376264454932342,0.39604405723793396,-0.07005060926861006,0.3259934479693239
plus-task00-init026,curvature,random_balance,22,False,side_effect_1;target_3_not_improved;side_effect_4,False,False,0.0025811955972572646,0,3.45924454243461,3.4816676000651974,0.7875,-0.435272598996177,-0.0725453682726318,-7.199343434553191,-7.271888802825822,60.10406938273021,0.0,-5.741399320360386,-5.741399320360386,-0.5734648501350268,0.0,-25.50456232788777,-25.50456232788777,8.452581465244293,1.4087635775407155,-1.4817280676960944,-0.07296449015537894,2.319887955488753,0.3866480140190501,-0.33493559896194997,0.05171241505710013
plus-task00-init026,curvature,random_balance,23,False,side_effect_1;target_3_not_improved;side_effect_4,False,False,0.0026624505770001627,0,1.6005225425819771,1.6374224695386344,0.4425,-0.0974637842922674,-0.016243855893047332,-6.859394565359593,-6.87563842125264,26.597696427269522,2.046727285214393,-7.788126605574779,-5.741399320360386,-0.5057113656809,0.0,-25.50456232788777,-25.50456232788777,2.729638237506151,0.4549397062510252,-1.4614646298686662,-1.006524923617641,0.2935594768604235,0.048926521992046834,-0.47072316019965954,-0.4217966382076127
plus-task00-init026,curvature,random_balance,24,False,target_0_not_improved;side_effect_1;target_3_not_improved;side_effect_4,False,False,0.002825515713342025,0,2.0501385439117783,2.0829617995533276,0.465,-0.04465262823454655,-0.007442104705757124,-6.902357629075565,-6.909799733781322,29.89172254558952,0.0,-7.788126605574779,-7.788126605574779,-0.5728507846246899,0.0,-25.50456232788777,-25.50456232788777,2.9417866468429565,0.49029777447382616,-1.3658598655462264,-0.8755620910724002,0.9589764566835313,0.15982940375707722,-0.835040823653442,-0.6752114198963648
plus-task00-init026,curvature,random_balance,25,False,side_effect_1;target_3_not_improved;side_effect_4,False,False,0.004952334185947892,0,4.995965944500058,5.003929120263895,0.87,-0.34344857016481883,-0.05724142836080315,-7.421754136045635,-7.478995564406438,71.48873270095828,0.0,-7.788126605574779,-7.788126605574779,-0.7526177672323674,0.0,-19.2757186732592,-19.2757186732592,9.730604588985443,1.6217674314975736,-1.4520529682437577,0.16971446325381592,1.2502985957374773,0.2083830958378059,-1.1124360406123903,-0.9040529447745844
plus-task00-init026,curvature,random_balance,26,False,side_effect_1;side_effect_2;target_3_not_improved;side_effect_4,False,False,0.003671425559332335,0,3.9737663914059813,3.9845664782421752,0.775,-0.15914249344317102,-0.026523748907195,-7.431650379288935,-7.45817412819613,64.86868071963015,0.0,-7.788126605574779,-7.788126605574779,0.7563021602943889,0.0,-13.143580996353682,-13.143580996353682,9.0347158908844,1.5057859818140666,-1.8065283652146658,-0.30074238340059917,1.7841191579628946,0.2973531845542987,-1.4271282349629144,-1.1297750504086157
plus-task00-init026,curvature,random_balance,27,False,side_effect_1;target_3_not_improved;side_effect_4,False,False,0.00331673333635993,0,3.3518258674313883,3.3810461070976707,0.75,-0.507785780143243,-0.08463085520154312,-7.487016907585571,-7.571647762787114,58.9017923945896,3.5833298335372215,-11.371456439112,-7.788126605574779,-0.8805228435946926,0.0,-10.220424876099862,-10.220424876099862,8.455776274204254,1.4092960457007093,-2.170510839621226,-0.7612147939205168,1.795970255549831,0.29932829081347434,-1.2428205032252782,-0.9434922124118038
plus-task00-init026,curvature,random_balance,28,False,side_effect_1;side_effect_2;target_3_not_improved;side_effect_4,False,False,0.002821425503816294,0,2.4659094272433517,2.4983301307839225,0.6375,-0.30924066417614454,-0.051540413531883544,-7.566347270012605,-7.617887683544488,42.72549359599684,0.010871544869605287,-11.382327983981606,-11.371456439112,0.12633185642297817,0.0,-10.220424876099862,-10.220424876099862,5.331236720085144,0.8885394533475237,-1.8882018891970314,-0.9996624358495076,0.9489125841841478,0.15815207219531013,-1.0275005769960424,-0.8693485048007322
plus-task00-init026,curvature,random_balance,29,False,target_0_not_improved;side_effect_1;side_effect_2;target_3_not_improved;side_effect_4,False,False,0.002778662484579801,0,2.138619379920512,2.1735920876458312,0.465,-0.01836379342925789,-0.003060891811803579,-7.971343854024117,-7.974404745835921,32.37689276596995,0.0,-11.382327983981606,-11.382327983981606,0.43619219447617663,0.072698599716011,-8.474036475570804,-8.401337875854793,3.3442167937755585,0.5573694656292596,-1.6970389956235883,-1.1396695299943287,0.7292488772729926,0.12154145469180078,-0.9235997753989664,-0.8020583207071657
plus-task00-init026,curvature,random_balance,30,False,side_effect_1;target_3_not_improved;side_effect_4,False,False,0.0026394568155748478,0,1.9848249956154151,2.009164792659502,0.525,-0.07025177600252513,-0.011708586071488725,-7.740792924646824,-7.752501510718313,33.1188493032495,0.0,-11.382327983981606,-11.382327983981606,-0.31692378059904336,0.0,-8.474036475570804,-8.474036475570804,3.405408412218094,0.5675680687030156,-1.9050718029340108,-1.3375037342309952,0.3893912355764389,0.06489857111206188,-0.761739178743279,-0.6968406076312171
plus-task00-init026,curvature,random_balance,31,False,side_effect_1;target_3_not_improved;side_effect_4,False,False,0.002796276514183005,0,3.6919332669876246,3.704997301602636,0.775,-0.2226913005467658,-0.037115130233263294,-7.5378107874632185,-7.574925917696482,63.9213961040131,0.0,-11.382327983981606,-11.382327983981606,-0.4564601321246404,0.0,-8.474036475570804,-8.474036475570804,8.851393461227417,1.475232243537903,-2.1488468086719514,-0.6736145651340484,2.189721775393066,0.36495362181888436,-0.9283347170121613,-0.563381095193277
plus-task00-init026,curvature,random_balance,32,False,side_effect_1;target_3_not_improved;side_effect_4,False,False,0.0028366052565019363,0,4.009705175492182,4.017689689900894,0.8525,-0.7599656467327991,-0.1266610114233151,-7.0259089488515425,-7.152569960274858,67.01353180573123,0.0,-11.382327983981606,-11.382327983981606,-2.7063270051067194,0.0,-8.474036475570804,-8.474036475570804,9.455924034118652,1.5759873390197754,-2.1650739800930023,-0.5890866410732268,1.82715038366745,0.3045250428995625,-1.0002328662874593,-0.6957078233878968
pro-task03-init039,freeze,mobility,18,False,side_effect_1;side_effect_4,False,False,0.002832108349678863,0,3.696234546030625,3.7056417805637087,0.7075,-3.4335372197383913,-0.5722559437161385,0.8770602356097591,0.3048042918936205,0.558761160884449,0.18625325827552774,0.5223858047715318,0.7086390630470596,-4.167492906052905,-0.6945816210709452,-20.59120041341513,-21.285782034486076,0.017072558403015137,0.002845426400502671,-0.9264737499753635,-0.9236283235748608,0.11926639101833798,0.019877678074235572,-1.9222168512181483,-1.9023391731439128
pro-task03-init039,freeze,mobility,19,False,side_effect_1;side_effect_4,True,False,0.003107544693996815,0,4.232329965751979,4.250303369802156,0.7375,-3.722926733795859,-0.6204878322282421,0.7716006761372958,0.15111284390905372,0.12403866491579836,0.041346106133777316,0.42424285896057295,0.46558896509435027,-5.973336758851744,-0.9955571863510357,-22.335955677904078,-23.331512864255114,0.0016675889492034912,0.0002779314915339892,-1.0168478204806646,-1.0165698889891306,0.0908344845082687,0.015139060996809839,-1.9923118685615178,-1.977172807564708
pro-task03-init039,freeze,mobility,20,False,side_effect_1;side_effect_4,False,False,0.0030188023636549734,0,4.077050293252973,4.095346852798498,0.67,-4.082967248042296,-0.6804944980781171,0.870688223042244,0.19019372496412693,0.3123141816173798,0.10410472720579325,0.22965488822413552,0.33375961542992877,-6.398012542198621,-0.8910730454970484,-22.335955677904078,-23.227028723401126,0.04282951354980469,0.007138252258300781,-1.0355149080355963,-1.0283766557772955,0.16439108688828408,0.027398489904700174,-2.049120118173478,-2.0217216282687778
pro-task03-init039,freeze,mobility,21,False,side_effect_1,True,False,0.002260549160762396,0,4.021452184242597,4.0330664512254195,0.6875,-4.33166133329457,-0.7219432094509708,1.3389242024341774,0.6169809929832066,0.11332443761395126,0.03777492804280591,-0.29972219242197806,-0.26194726437917215,-6.555936678041518,-0.17475231299995997,-22.335955677904078,-22.510707990904038,-0.00027045607566833496,-4.507601261138916e-05,-1.0343153949578603,-1.0343604709704717,0.02204636818063478,0.003674363726394514,-2.168740837746599,-2.1650664740202044
pro-task03-init039,freeze,mobility,22,False,side_effect_1;side_effect_4,False,False,0.00266109276109244,0,3.5932658243925584,3.605534347317676,0.6475,-3.807336691869532,-0.6345556826889333,1.5235620142080202,0.8890063315190869,0.2875879488367232,0.09586288062188536,-0.40686619801278107,-0.3110033173908957,-4.5472182991363095,0.0,-22.335955677904078,-22.335955677904078,-0.011239945888519287,-0.0018733243147530665,-1.0752208885550498,-1.077094212869803,0.10074861594995811,0.016791387704925498,-2.1540389804822073,-2.137247592777282
pro-task03-init039,freeze,mobility,23,True,,True,True,0.00198132826803426,0,4.077995242691569,4.091330242634647,0.695,-3.701502048554798,-0.6169166187320765,1.3950128644672823,0.7780962457352059,-0.1596125330678755,-0.05320383117482541,-0.5264999710313906,-0.579703802206216,-5.41914044977894,-0.7463252849283855,-22.160694624546036,-22.90701990947442,0.001255124807357788,0.0002091874678931127,-1.0962607004245122,-1.096051512956619,-0.06981793320430008,-0.011636298740238082,-2.164131409334362,-2.1757677080746003
pro-task03-init039,freeze,mobility,24,False,side_effect_1,True,False,0.002293593151656892,0,4.244535321193011,4.259641593935934,0.7475,-3.258249183900623,-0.5430419740883256,0.5272868952713997,-0.01575507881692586,0.39379012810778424,0.04531716191900259,-0.6250209641252186,-0.579703802206216,-9.536271240009313,-1.589376420250062,-24.567494384579568,-26.15687080482963,0.0005112588405609131,8.520980676030021e-05,-1.0623772287368773,-1.062292018930117,-0.027644573966217015,-0.004607407400165631,-2.2434181653813723,-2.248025572781538
pro-task03-init039,freeze,mobility,25,False,side_effect_1;side_effect_4,True,False,0.0024113000324017587,0,3.864379499076553,3.877478022559211,0.6525,-3.711889924183745,-0.618648493746353,0.6862014830996825,0.0675529893533295,0.14385582725061838,0.0,-0.6250209641252186,-0.6250209641252186,-4.33290347422765,-0.09975285552386026,-24.567494384579568,-24.66724724010343,0.016781240701675415,0.002796873450279236,-1.0165134718020756,-1.0137165983517964,0.20987689047958194,0.034979459898827336,-2.332451021921846,-2.2974715620230186
pro-task03-init039,freeze,mobility,26,False,side_effect_1;side_effect_4,True,False,0.003565091301820003,0,3.916421028549827,3.932035984375254,0.63,-3.66068267335882,-0.6101142331469249,0.4506462344177972,-0.15946799872912767,0.6589017625943454,0.0,-0.6250209641252186,-0.6250209641252186,-4.708751311894325,-0.7847908254399734,-25.393423227224666,-26.17821405266464,0.016309022903442383,0.002718170483907212,-0.9938875045379003,-0.9911693340539931,0.1891476024995479,0.03152460571487081,-2.334472188050305,-2.302947582335434
pro-task03-init039,freeze,mobility,27,False,side_effect_1,True,False,0.0028432854111469976,0,3.5202168395748874,3.5333645321410283,0.6375,-3.432313070672545,-0.5720524380190174,0.1603069405825662,-0.41174549743645117,0.5337445489809286,0.0,-0.6250209641252186,-0.6250209641252186,-5.012545616720896,-0.8354247993913546,-26.511299083607582,-27.346723882998937,0.0406385213136673,0.006773086885611068,-0.9641591471433638,-0.9573860602577527,-0.039467510067399826,-0.006577939175087089,-2.275649354600159,-2.282227293775246
pro-task03-init039,freeze,mobility,28,False,side_effect_1,True,False,0.0027369737105392535,0,3.839212501049698,3.858878779460468,0.7,-3.9614696745362457,-0.6602449024937754,-0.00047086649818609976,-0.6607157689919615,0.28824805889526195,0.0,-0.6250209641252186,-0.6250209641252186,-6.41640032651592,-1.0694008493261293,-27.326237544704565,-28.395638394030694,0.015384554862976074,0.002564092477162716,-0.9110693204402922,-0.9085052279631295,-0.07213582903308939,-0.012022631592823796,-2.3290846029092482,-2.341107234502072
pro-task03-init039,freeze,mobility,29,False,side_effect_4,True,False,0.0025913139921795786,0,3.7953264117657226,3.8094950856533716,0.66,-4.356607913049076,-0.7261010592679193,0.968269723959058,0.24216866469113857,-0.7400083246635413,0.0,-0.6250209641252186,-0.6250209641252186,-5.857445705281464,0.0,-27.326237544704565,-27.326237544704565,0.026211664080619812,0.004368610680103302,-0.867938014268875,-0.8635694035887717,0.14029898996121257,0.023383137387591457,-2.322459471468958,-2.2990763340813665
pro-task03-init039,freeze,mobility_balance,18,True,,True,True,0.0025284132774634495,0,3.696234546467618,3.7095289267504623,0.72,-2.8489707387879784,-0.47482811036653866,0.8770602356097591,0.40223212524322044,-11.524309514483333,-3.841436678085011,0.5223858047715318,-3.319050873313479,-2.8522750749577246,-0.4753797090974956,-20.59120041341513,-21.066580122512626,-4.1395403444767,-0.6899233907461164,-0.9264737499753635,-1.6163971407214799,-2.4819074758748303,-0.4136512241355341,-1.9222168512181483,-2.3358680753536825
pro-task03-init039,freeze,mobility_balance,19,False,side_effect_2,False,False,0.003255155845007217,0,4.216823920161687,4.237145225054615,0.75,-1.0470518669571123,-0.17450821187019658,-0.04133917131649497,-0.21584738318669155,-14.213929853829107,-4.612474680187938,-3.319050873313479,-7.931525553501417,1.6532535416476717,0.27554331681702493,-24.235490426897545,-23.95994711008052,-4.9893200397491455,-0.8315533399581905,-1.7012566888332366,-2.532810028791427,-3.3795929789510457,-0.5632654805619328,-2.3923799591601083,-2.955645439722041
pro-task03-init039,freeze,mobility_balance,20,True,,True,True,0.003565474113830987,0,4.110037014199115,4.128021058731184,0.7175,-3.586047607873594,-0.5976749474103901,0.05434432748635162,-0.5433306199240384,-12.555946493176574,-4.185315555477935,-3.622559949081778,-7.807875504559713,-7.454655137232313,-1.0928855761059282,-24.235490426897545,-25.328376003003473,-4.7812652587890625,-0.7968775431315109,-1.7198003947734832,-2.516677937904994,-2.82319960630772,-0.47053328343364376,-2.4463118124942733,-2.916845095927917
pro-task03-init039,freeze,mobility_balance,21,False,side_effect_2,False,False,0.003076837214772538,0,4.057299187145633,4.069740767787573,0.6925,-0.45049308599776977,-0.07508192142603498,-0.5967622866564637,-0.6718442080824987,-12.43393493788936,-0.8678213984048702,-7.807875504559713,-8.675696902964583,0.9240918845499606,0.15401637396740497,-26.347546691037447,-26.193530317070042,-4.689537733793259,-0.7815896222988772,-2.5137999828656508,-3.295389605164528,-3.083658420294066,-0.5139430923935624,-3.0467021479499525,-3.560645240343515
pro-task03-init039,freeze,mobility_balance,22,True,,True,True,0.002773964937176248,0,3.6550672313674863,3.6729843736373797,0.645,-3.611745393607014,-0.6019571329785135,-0.41900628998731204,-1.0209634229658255,-11.892381338893086,-1.012857800442597,-7.807875504559713,-8.82073330500231,-7.793805307131721,-0.783224859025264,-26.347546691037447,-27.13077155006271,-4.185066223144531,-0.6975110371907558,-2.5584698078036303,-3.255980844994386,-2.5593220541152464,-0.4265536070712068,-3.021312426253729,-3.447866033324936
