prior_basis,group,chunk,still_running,prior,first_chunk_prior_ge_0.25
suite_matched,libero_spatial,14,55,0.8909090909090909,13.0
suite_matched,libero_spatial,15,54,0.9074074074074074,13.0
suite_matched,libero_spatial,16,53,0.9245283018867925,13.0
suite_matched,libero_spatial,17,52,0.9423076923076923,13.0
suite_matched,libero_spatial,18,52,0.9423076923076923,13.0
suite_matched,libero_spatial,19,51,0.9607843137254902,13.0
suite_matched,libero_spatial,20,50,0.98,13.0
suite_matched,libero_spatial,21,50,0.98,13.0
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,0,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,1,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,2,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,3,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,4,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,5,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,6,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,7,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,8,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,9,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,10,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,11,512,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,12,296,0.0,
task_matched,libero_goal/open_the_middle_drawer_of_the_cabinet,13,12,0.0,
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,5,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,6,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,512,0.08203125,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,478,0.08786610878661087,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,295,0.1423728813559322,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,118,0.3559322033898305,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,45,0.9333333333333333,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,42,1.0,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,42,1.0,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,42,1.0,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,42,1.0,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,42,1.0,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,26,42,1.0,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,27,42,1.0,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,28,42,1.0,19.0
task_matched,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,29,42,1.0,19.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,5,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,6,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,7,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,9,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,10,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,11,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,13,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,14,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,15,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,16,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,17,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,18,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,19,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,20,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,21,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,22,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,23,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,24,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,25,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,26,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,27,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,28,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,29,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,30,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,31,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,32,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,33,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,34,512,0.421875,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,35,511,0.4227005870841487,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,36,504,0.42857142857142855,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,37,477,0.4528301886792453,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,38,421,0.5130641330166271,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,39,313,0.6900958466453674,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,40,252,0.8571428571428571,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,41,239,0.9037656903765691,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,42,232,0.9310344827586207,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,43,231,0.935064935064935,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,44,229,0.9432314410480349,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,45,228,0.9473684210526315,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,46,227,0.9515418502202643,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,47,224,0.9642857142857143,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,48,220,0.9818181818181818,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,220,0.9818181818181818,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,50,218,0.9908256880733946,0.0
task_matched,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,51,217,0.9953917050691244,0.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,512,0.0234375,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,512,0.0234375,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,512,0.0234375,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,512,0.0234375,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,512,0.0234375,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,512,0.0234375,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,6,512,0.0234375,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,7,512,0.0234375,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,8,512,0.0234375,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,9,291,0.041237113402061855,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,10,50,0.24,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,34,0.35294117647058826,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,34,0.35294117647058826,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,13,15,0.8,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,14,14,0.8571428571428571,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,15,14,0.8571428571428571,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,16,14,0.8571428571428571,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,17,13,0.9230769230769231,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,18,13,0.9230769230769231,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,19,13,0.9230769230769231,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,20,13,0.9230769230769231,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,21,13,0.9230769230769231,11.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,4,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,5,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,6,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,8,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,9,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,10,512,0.072265625,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,11,509,0.07269155206286837,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,12,271,0.13653136531365315,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,13,94,0.39361702127659576,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,14,41,0.9024390243902439,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,15,40,0.925,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,16,39,0.9487179487179487,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,17,39,0.9487179487179487,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,18,39,0.9487179487179487,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,19,38,0.9736842105263158,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,20,37,1.0,13.0
task_matched,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,21,37,1.0,13.0
