experiment,unit,event,leg,signal,lead,effect,ci_lo,ci_hi,p_maxT,n_groups,n_groups_pos,n_groups_neg,n_events_used,n_pairs
E2,U3_grid_long_objaware,loop,raw,C,1,-0.121486,-0.31776,0.074789,0.983008,19,6,13,47,148
E2,U3_grid_long_objaware,loop,raw,C,2,-0.040231,-0.247245,0.166783,1.0,19,8,10,47,141
E2,U3_grid_long_objaware,loop,raw,S_ent,-4,-0.108686,-0.251223,0.033852,0.996002,23,7,14,52,172
E2,U3_grid_long_objaware,loop,raw,S_ent,-3,-0.032611,-0.197973,0.13275,1.0,22,8,12,51,167
E2,U3_grid_long_objaware,loop,raw,S_ent,-2,0.030041,-0.127519,0.187601,1.0,21,11,7,49,160
E2,U3_grid_long_objaware,loop,raw,S_ent,-1,-0.036783,-0.175128,0.101562,1.0,20,8,11,48,156
E2,U3_grid_long_objaware,loop,raw,S_ent,0,-0.186278,-0.297249,-0.075307,0.429285,19,3,15,47,151
E2,U3_grid_long_objaware,loop,raw,S_ent,1,-0.170922,-0.348704,0.006861,0.604698,19,6,12,47,148
E2,U3_grid_long_objaware,loop,raw,S_ent,2,-0.091254,-0.268421,0.085913,1.0,19,7,11,47,141
E2,U3_grid_long_objaware,loop,raw,S_margin,-4,0.062004,-0.073727,0.197735,1.0,23,10,12,52,172
E2,U3_grid_long_objaware,loop,raw,S_margin,-3,0.021168,-0.119582,0.161919,1.0,22,9,9,51,167
E2,U3_grid_long_objaware,loop,raw,S_margin,-2,-0.003262,-0.176768,0.170245,1.0,21,10,11,49,160
E2,U3_grid_long_objaware,loop,raw,S_margin,-1,0.094496,-0.055955,0.244948,1.0,20,11,7,48,156
E2,U3_grid_long_objaware,loop,raw,S_margin,0,0.11911,-0.02704,0.26526,0.988006,19,9,5,47,151
E2,U3_grid_long_objaware,loop,raw,S_margin,1,0.084968,-0.072828,0.242765,1.0,19,10,7,47,148
E2,U3_grid_long_objaware,loop,raw,S_margin,2,0.029987,-0.166109,0.226083,1.0,19,8,9,47,141
E2,U3_grid_long_objaware,loop,raw,V,-4,0.080988,-0.083338,0.245315,1.0,23,13,10,52,172
E2,U3_grid_long_objaware,loop,raw,V,-3,0.147459,-0.012153,0.307071,0.845077,22,15,6,51,167
E2,U3_grid_long_objaware,loop,raw,V,-2,0.153922,0.013348,0.294497,0.786607,21,14,6,49,160
E2,U3_grid_long_objaware,loop,raw,V,-1,0.225687,0.089342,0.362031,0.127436,20,14,3,48,156
E2,U3_grid_long_objaware,loop,raw,V,0,0.274154,0.132057,0.416251,0.018491,19,15,3,47,151
E2,U3_grid_long_objaware,loop,raw,V,1,0.230821,0.053942,0.407701,0.106947,19,15,4,47,148
E2,U3_grid_long_objaware,loop,raw,V,2,0.131385,-0.054218,0.316989,0.944028,19,11,6,47,141
E2,U3_grid_long_objaware,loop,raw,A,-4,0.135491,-0.017006,0.287989,0.927036,23,14,8,52,172
E2,U3_grid_long_objaware,loop,raw,A,-3,0.155846,-0.000434,0.312126,0.768616,22,16,6,51,167
E2,U3_grid_long_objaware,loop,raw,A,-2,0.203702,0.06648,0.340925,0.266367,21,16,4,49,160
E2,U3_grid_long_objaware,loop,raw,A,-1,0.183262,0.057509,0.309016,0.457271,20,16,3,48,156
E2,U3_grid_long_objaware,loop,raw,A,0,0.266416,0.126464,0.406368,0.027986,19,14,3,47,151
E2,U3_grid_long_objaware,loop,raw,A,1,0.223545,0.063141,0.383949,0.137431,19,13,4,47,148
E2,U3_grid_long_objaware,loop,raw,A,2,0.207043,0.018706,0.395381,0.238881,19,13,6,47,141
E2,U3_grid_long_objaware,loop,raw,D_layer,-4,0.103147,-0.043834,0.250129,0.998001,23,15,6,52,172
E2,U3_grid_long_objaware,loop,raw,D_layer,-3,0.086709,-0.086426,0.259844,1.0,22,13,9,51,167
E2,U3_grid_long_objaware,loop,raw,D_layer,-2,-0.074911,-0.234301,0.08448,1.0,21,9,10,49,160
E2,U3_grid_long_objaware,loop,raw,D_layer,-1,0.02307,-0.112264,0.158404,1.0,20,9,9,48,156
E2,U3_grid_long_objaware,loop,raw,D_layer,0,0.099248,-0.032627,0.231123,0.9995,19,10,5,47,151
E2,U3_grid_long_objaware,loop,raw,D_layer,1,0.111925,-0.078623,0.302472,0.994503,19,11,7,47,148
E2,U3_grid_long_objaware,loop,raw,D_layer,2,0.086147,-0.086521,0.258815,1.0,19,10,7,47,141
E2,U3_grid_long_objaware,loop,raw,flow_com,-4,0.139529,-0.003845,0.282902,0.906547,23,13,9,52,172
E2,U3_grid_long_objaware,loop,raw,flow_com,-3,0.05743,-0.092611,0.207471,1.0,22,12,8,51,167
E2,U3_grid_long_objaware,loop,raw,flow_com,-2,0.03581,-0.112013,0.183633,1.0,21,8,10,49,160
E2,U3_grid_long_objaware,loop,raw,flow_com,-1,0.080955,-0.072697,0.234606,1.0,20,11,8,48,156
E2,U3_grid_long_objaware,loop,raw,flow_com,0,0.27641,0.157205,0.395615,0.017491,19,14,2,47,151
E2,U3_grid_long_objaware,loop,raw,flow_com,1,0.206465,0.062135,0.350795,0.245377,19,13,5,47,148
E2,U3_grid_long_objaware,loop,raw,flow_com,2,0.069498,-0.09725,0.236246,1.0,19,11,6,47,141
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_tok,-4,0.043686,-0.136001,0.223373,1.0,15,9,5,38,112
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_tok,-3,0.009149,-0.181845,0.200144,1.0,17,8,8,40,118
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_tok,-2,0.049485,-0.108766,0.207736,1.0,16,9,7,41,123
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_tok,-1,-0.035846,-0.172339,0.100648,1.0,15,5,9,40,119
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_tok,0,-0.067985,-0.207202,0.071232,1.0,14,5,8,40,126
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_tok,1,-0.019352,-0.223487,0.184783,1.0,16,9,6,44,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_tok,2,-0.010803,-0.222625,0.201019,1.0,17,9,8,45,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,C,-4,-0.023349,-0.210194,0.163497,1.0,15,7,8,38,112
E2,U3_grid_long_objaware,loop,resid_mob1w8,C,-3,0.00293,-0.193178,0.199039,1.0,17,8,7,40,118
E2,U3_grid_long_objaware,loop,resid_mob1w8,C,-2,-0.027349,-0.179072,0.124373,1.0,16,7,8,41,123
E2,U3_grid_long_objaware,loop,resid_mob1w8,C,-1,0.047234,-0.095549,0.190018,1.0,15,10,5,40,119
E2,U3_grid_long_objaware,loop,resid_mob1w8,C,0,0.045238,-0.110869,0.201345,1.0,14,7,7,40,126
E2,U3_grid_long_objaware,loop,resid_mob1w8,C,1,0.024821,-0.178662,0.228303,1.0,16,6,9,44,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,C,2,0.001779,-0.20986,0.213418,1.0,17,8,9,45,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_ent,-4,-0.072317,-0.221085,0.076452,1.0,15,6,7,38,112
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_ent,-3,0.034925,-0.153208,0.223058,1.0,17,8,7,40,118
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_ent,-2,-0.021686,-0.191787,0.148415,1.0,16,8,8,41,123
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_ent,-1,0.011291,-0.174873,0.197456,1.0,15,7,6,40,119
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_ent,0,-0.091156,-0.24684,0.064527,1.0,14,5,7,40,126
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_ent,1,-0.141203,-0.3063,0.023893,0.917541,16,5,10,44,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_ent,2,-0.131162,-0.30607,0.043745,0.964518,17,5,11,45,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_margin,-4,0.071294,-0.113304,0.255893,1.0,15,8,7,38,112
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_margin,-3,0.021644,-0.153359,0.196647,1.0,17,9,8,40,118
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_margin,-2,-0.121171,-0.284226,0.041884,0.987506,16,6,10,41,123
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_margin,-1,0.075858,-0.110719,0.262434,1.0,15,9,5,40,119
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_margin,0,0.067432,-0.104026,0.23889,1.0,14,7,4,40,126
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_margin,1,0.033546,-0.14415,0.211242,1.0,16,9,6,44,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,S_margin,2,-0.002295,-0.180969,0.176379,1.0,17,8,8,45,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,V,-4,0.112625,-0.050144,0.275394,0.996502,15,9,5,38,112
E2,U3_grid_long_objaware,loop,resid_mob1w8,V,-3,-0.022239,-0.211906,0.167427,1.0,17,7,8,40,118
E2,U3_grid_long_objaware,loop,resid_mob1w8,V,-2,0.060153,-0.085814,0.206121,1.0,16,10,5,41,123
E2,U3_grid_long_objaware,loop,resid_mob1w8,V,-1,0.057338,-0.118343,0.233019,1.0,15,7,6,40,119
E2,U3_grid_long_objaware,loop,resid_mob1w8,V,0,0.208163,0.062279,0.354047,0.247376,14,11,2,40,126
E2,U3_grid_long_objaware,loop,resid_mob1w8,V,1,0.115124,-0.085572,0.315821,0.995502,16,11,5,44,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,V,2,0.07804,-0.100593,0.256673,1.0,17,11,5,45,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,A,-4,0.060205,-0.110535,0.230944,1.0,15,9,5,38,112
E2,U3_grid_long_objaware,loop,resid_mob1w8,A,-3,0.018202,-0.167436,0.20384,1.0,17,10,7,40,118
E2,U3_grid_long_objaware,loop,resid_mob1w8,A,-2,0.067668,-0.085642,0.220979,1.0,16,10,6,41,123
E2,U3_grid_long_objaware,loop,resid_mob1w8,A,-1,0.063639,-0.119946,0.247223,1.0,15,11,4,40,119
E2,U3_grid_long_objaware,loop,resid_mob1w8,A,0,0.184162,0.051753,0.316571,0.484258,14,10,3,40,126
E2,U3_grid_long_objaware,loop,resid_mob1w8,A,1,0.146774,-0.031085,0.324632,0.88056,16,11,3,44,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,A,2,0.130465,-0.05587,0.316801,0.965517,17,11,5,45,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_layer,-4,0.088547,-0.057247,0.234341,1.0,15,8,5,38,112
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_layer,-3,0.082547,-0.094607,0.2597,1.0,17,9,6,40,118
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_layer,-2,0.004358,-0.161861,0.170578,1.0,16,8,8,41,123
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_layer,-1,-0.027988,-0.197866,0.141889,1.0,15,6,8,40,119
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_layer,0,0.106633,-0.017632,0.230897,0.999,14,8,4,40,126
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_layer,1,0.121452,-0.058431,0.301335,0.987506,16,11,4,44,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,D_layer,2,0.103301,-0.058638,0.26524,0.9995,17,11,6,45,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,flow_com,-4,0.046038,-0.132081,0.224157,1.0,15,8,5,38,112
E2,U3_grid_long_objaware,loop,resid_mob1w8,flow_com,-3,0.016602,-0.143028,0.176233,1.0,17,8,9,40,118
E2,U3_grid_long_objaware,loop,resid_mob1w8,flow_com,-2,-0.083894,-0.257879,0.090091,1.0,16,5,10,41,123
E2,U3_grid_long_objaware,loop,resid_mob1w8,flow_com,-1,0.068617,-0.077049,0.214284,1.0,15,8,7,40,119
E2,U3_grid_long_objaware,loop,resid_mob1w8,flow_com,0,0.24375,0.109343,0.378157,0.070465,14,11,2,40,126
E2,U3_grid_long_objaware,loop,resid_mob1w8,flow_com,1,0.086323,-0.063227,0.235873,1.0,16,10,6,44,139
E2,U3_grid_long_objaware,loop,resid_mob1w8,flow_com,2,-0.091794,-0.245187,0.061599,1.0,17,6,9,45,139
