method,calibration,alpha,threshold,rank,units,exceedances,fold
v82_guard,episode,0.1,2.1476473808288574,483,535,52,libero_spatial_20260907
v82_guard,episode,0.15,1.949965238571167,456,535,79,libero_spatial_20260907
v82_guard,episode,0.2,1.8486602306365967,429,535,106,libero_spatial_20260907
v82_guard,task_init,0.01,inf,71,70,0,libero_spatial_20260907
v82_guard,task_init,0.03,3.252912998199463,69,70,1,libero_spatial_20260907
v82_guard,task_init,0.05,3.24220609664917,68,70,2,libero_spatial_20260907
v82_guard,task_init,0.1,2.7184276580810547,64,70,6,libero_spatial_20260907
v82_guard,task_init,0.15,2.495436668395996,61,70,9,libero_spatial_20260907
v82_guard,task_init,0.2,2.315761089324951,57,70,13,libero_spatial_20260907
knn12_v8,episode,0.01,2.408334255218506,531,535,4,libero_spatial_20260907
knn12_v8,episode,0.03,2.1669135093688965,520,535,15,libero_spatial_20260907
knn12_v8,episode,0.05,2.006990909576416,510,535,25,libero_spatial_20260907
knn12_v8,episode,0.1,1.8629504442214966,483,535,52,libero_spatial_20260907
knn12_v8,episode,0.15,1.7740110158920288,456,535,79,libero_spatial_20260907
knn12_v8,episode,0.2,1.6876962184906006,429,535,106,libero_spatial_20260907
knn12_v8,task_init,0.01,inf,71,70,0,libero_spatial_20260907
knn12_v8,task_init,0.03,2.640352725982666,69,70,1,libero_spatial_20260907
knn12_v8,task_init,0.05,2.628558397293091,68,70,2,libero_spatial_20260907
knn12_v8,task_init,0.1,2.257678985595703,64,70,6,libero_spatial_20260907
knn12_v8,task_init,0.15,2.2340011596679688,61,70,9,libero_spatial_20260907
knn12_v8,task_init,0.2,2.121359348297119,57,70,13,libero_spatial_20260907
knn_and_v7,episode,0.01,2.2427446842193604,531,535,4,libero_spatial_20260907
knn_and_v7,episode,0.03,1.8986995220184326,520,535,15,libero_spatial_20260907
knn_and_v7,episode,0.05,1.6129001379013062,510,535,25,libero_spatial_20260907
knn_and_v7,episode,0.1,1.3553777933120728,483,535,52,libero_spatial_20260907
knn_and_v7,episode,0.15,1.1467317342758179,456,535,79,libero_spatial_20260907
knn_and_v7,episode,0.2,0.9767239689826965,429,535,106,libero_spatial_20260907
knn_and_v7,task_init,0.01,inf,71,70,0,libero_spatial_20260907
knn_and_v7,task_init,0.03,2.1941816806793213,69,70,1,libero_spatial_20260907
knn_and_v7,task_init,0.05,2.133809804916382,68,70,2,libero_spatial_20260907
knn_and_v7,task_init,0.1,1.854066252708435,64,70,6,libero_spatial_20260907
knn_and_v7,task_init,0.15,1.6000418663024902,61,70,9,libero_spatial_20260907
knn_and_v7,task_init,0.2,1.485336422920227,57,70,13,libero_spatial_20260907
knn_and_v8,episode,0.01,2.6753528118133545,531,535,4,libero_spatial_20260907
knn_and_v8,episode,0.03,2.1301040649414062,520,535,15,libero_spatial_20260907
knn_and_v8,episode,0.05,1.8008737564086914,510,535,25,libero_spatial_20260907
knn_and_v8,episode,0.1,1.3730295896530151,483,535,52,libero_spatial_20260907
knn_and_v8,episode,0.15,1.1628869771957397,456,535,79,libero_spatial_20260907
knn_and_v8,episode,0.2,0.9790261387825012,429,535,106,libero_spatial_20260907
knn_and_v8,task_init,0.01,inf,71,70,0,libero_spatial_20260907
knn_and_v8,task_init,0.03,2.75699782371521,69,70,1,libero_spatial_20260907
knn_and_v8,task_init,0.05,2.5056252479553223,68,70,2,libero_spatial_20260907
knn_and_v8,task_init,0.1,2.1685423851013184,64,70,6,libero_spatial_20260907
knn_and_v8,task_init,0.15,1.8614301681518555,61,70,9,libero_spatial_20260907
knn_and_v8,task_init,0.2,1.6709498167037964,57,70,13,libero_spatial_20260907
knn_or_v8,episode,0.01,4.898106098175049,531,535,4,libero_spatial_20260907
knn_or_v8,episode,0.03,3.6745266914367676,520,535,15,libero_spatial_20260907
knn_or_v8,episode,0.05,3.4185855388641357,510,535,25,libero_spatial_20260907
knn_or_v8,episode,0.1,2.6249265670776367,483,535,52,libero_spatial_20260907
knn_or_v8,episode,0.15,2.370075225830078,456,535,79,libero_spatial_20260907
knn_or_v8,episode,0.2,2.065181016921997,429,535,106,libero_spatial_20260907
knn_or_v8,task_init,0.01,inf,71,70,0,libero_spatial_20260907
knn_or_v8,task_init,0.03,6.077744007110596,69,70,1,libero_spatial_20260907
knn_or_v8,task_init,0.05,4.898106098175049,68,70,2,libero_spatial_20260907
knn_or_v8,task_init,0.1,4.114650249481201,64,70,6,libero_spatial_20260907
knn_or_v8,task_init,0.15,3.6745266914367676,61,70,9,libero_spatial_20260907
knn_or_v8,task_init,0.2,3.490959405899048,57,70,13,libero_spatial_20260907
