method,calibration,alpha,threshold,rank,units,exceedances,fold
knn10,episode,0.01,2.0431175231933594,531,535,4,libero_spatial_20260907
knn10,episode,0.03,1.7576147317886353,520,535,15,libero_spatial_20260907
knn10,episode,0.05,1.6978949308395386,510,535,25,libero_spatial_20260907
knn10,episode,0.1,1.4996047019958496,483,535,52,libero_spatial_20260907
knn10,episode,0.15,1.4243768453598022,456,535,79,libero_spatial_20260907
knn10,episode,0.2,1.3552292585372925,429,535,106,libero_spatial_20260907
knn10,task_init,0.01,inf,71,70,0,libero_spatial_20260907
knn10,task_init,0.03,2.3183672428131104,69,70,1,libero_spatial_20260907
knn10,task_init,0.05,2.0431175231933594,68,70,2,libero_spatial_20260907
knn10,task_init,0.1,1.8603105545043945,64,70,6,libero_spatial_20260907
knn10,task_init,0.15,1.7576147317886353,61,70,9,libero_spatial_20260907
knn10,task_init,0.2,1.7147822380065918,57,70,13,libero_spatial_20260907
knn10_persist3,episode,0.01,1.6468584537506104,531,535,4,libero_spatial_20260907
knn10_persist3,episode,0.03,1.4101903438568115,520,535,15,libero_spatial_20260907
knn10_persist3,episode,0.05,1.3129849433898926,510,535,25,libero_spatial_20260907
knn10_persist3,episode,0.1,1.1885321140289307,483,535,52,libero_spatial_20260907
knn10_persist3,episode,0.15,1.116649866104126,456,535,79,libero_spatial_20260907
knn10_persist3,episode,0.2,1.0698466300964355,429,535,106,libero_spatial_20260907
knn10_persist3,task_init,0.01,inf,71,70,0,libero_spatial_20260907
knn10_persist3,task_init,0.03,1.7378960847854614,69,70,1,libero_spatial_20260907
knn10_persist3,task_init,0.05,1.6637723445892334,68,70,2,libero_spatial_20260907
knn10_persist3,task_init,0.1,1.4899357557296753,64,70,6,libero_spatial_20260907
knn10_persist3,task_init,0.15,1.4247310161590576,61,70,9,libero_spatial_20260907
knn10_persist3,task_init,0.2,1.3457034826278687,57,70,13,libero_spatial_20260907
knn10_delta_q7,episode,0.01,1.172366976737976,531,535,4,libero_spatial_20260907
knn10_delta_q7,episode,0.03,0.8407713174819946,520,535,15,libero_spatial_20260907
knn10_delta_q7,episode,0.05,0.7874014973640442,510,535,25,libero_spatial_20260907
knn10_delta_q7,episode,0.1,0.656383216381073,483,535,52,libero_spatial_20260907
knn10_delta_q7,episode,0.15,0.5690456628799438,456,535,79,libero_spatial_20260907
knn10_delta_q7,episode,0.2,0.528863251209259,429,535,106,libero_spatial_20260907
knn10_delta_q7,task_init,0.01,inf,71,70,0,libero_spatial_20260907
knn10_delta_q7,task_init,0.03,1.396282434463501,69,70,1,libero_spatial_20260907
knn10_delta_q7,task_init,0.05,1.172366976737976,68,70,2,libero_spatial_20260907
knn10_delta_q7,task_init,0.1,0.9430046081542969,64,70,6,libero_spatial_20260907
knn10_delta_q7,task_init,0.15,0.8407713174819946,61,70,9,libero_spatial_20260907
knn10_delta_q7,task_init,0.2,0.7937462329864502,57,70,13,libero_spatial_20260907
v7_guard,episode,0.01,2.617703914642334,531,535,4,libero_spatial_20260907
v7_guard,episode,0.03,2.3378353118896484,520,535,15,libero_spatial_20260907
v7_guard,episode,0.05,2.1019480228424072,510,535,25,libero_spatial_20260907
v7_guard,episode,0.1,1.7384012937545776,483,535,52,libero_spatial_20260907
v7_guard,episode,0.15,1.555594563484192,456,535,79,libero_spatial_20260907
v7_guard,episode,0.2,1.3601830005645752,429,535,106,libero_spatial_20260907
v7_guard,task_init,0.01,inf,71,70,0,libero_spatial_20260907
v7_guard,task_init,0.03,2.593860149383545,69,70,1,libero_spatial_20260907
v7_guard,task_init,0.05,2.563197374343872,68,70,2,libero_spatial_20260907
v7_guard,task_init,0.1,2.3378353118896484,64,70,6,libero_spatial_20260907
v7_guard,task_init,0.15,2.002894401550293,61,70,9,libero_spatial_20260907
v7_guard,task_init,0.2,1.894692301750183,57,70,13,libero_spatial_20260907
v8_guard,episode,0.01,2.823402166366577,531,535,4,libero_spatial_20260907
v8_guard,episode,0.03,2.536997079849243,520,535,15,libero_spatial_20260907
v8_guard,episode,0.05,2.3667938709259033,510,535,25,libero_spatial_20260907
v8_guard,episode,0.1,2.0055527687072754,483,535,52,libero_spatial_20260907
v8_guard,episode,0.15,1.825817346572876,456,535,79,libero_spatial_20260907
v8_guard,episode,0.2,1.6965969800949097,429,535,106,libero_spatial_20260907
v8_guard,task_init,0.01,inf,71,70,0,libero_spatial_20260907
v8_guard,task_init,0.03,2.9817378520965576,69,70,1,libero_spatial_20260907
v8_guard,task_init,0.05,2.9710309505462646,68,70,2,libero_spatial_20260907
v8_guard,task_init,0.1,2.563197374343872,64,70,6,libero_spatial_20260907
v8_guard,task_init,0.15,2.495436668395996,61,70,9,libero_spatial_20260907
v8_guard,task_init,0.2,2.274639844894409,57,70,13,libero_spatial_20260907
v82_guard,episode,0.01,3.041288137435913,531,535,4,libero_spatial_20260907
v82_guard,episode,0.03,2.661863327026367,520,535,15,libero_spatial_20260907
v82_guard,episode,0.05,2.476423501968384,510,535,25,libero_spatial_20260907
