method,calibration,alpha,threshold,rank,units,exceedances,fold
knn10,episode,0.01,1.9908019304275513,548,552,4,libero_object_20260909
knn10,episode,0.03,1.691629409790039,537,552,15,libero_object_20260909
knn10,episode,0.05,1.4448766708374023,526,552,26,libero_object_20260909
knn10,episode,0.1,1.3035141229629517,498,552,54,libero_object_20260909
knn10,episode,0.15,1.2353088855743408,471,552,81,libero_object_20260909
knn10,episode,0.2,1.18765389919281,443,552,109,libero_object_20260909
knn10,task_init,0.01,inf,71,70,0,libero_object_20260909
knn10,task_init,0.03,2.396949291229248,69,70,1,libero_object_20260909
knn10,task_init,0.05,2.27472186088562,68,70,2,libero_object_20260909
knn10,task_init,0.1,1.9079296588897705,64,70,6,libero_object_20260909
knn10,task_init,0.15,1.8320019245147705,61,70,9,libero_object_20260909
knn10,task_init,0.2,1.63206946849823,57,70,13,libero_object_20260909
knn10_persist3,episode,0.01,1.6095682382583618,548,552,4,libero_object_20260909
knn10_persist3,episode,0.03,1.3440903425216675,537,552,15,libero_object_20260909
knn10_persist3,episode,0.05,1.1691005229949951,526,552,26,libero_object_20260909
knn10_persist3,episode,0.1,1.0787150859832764,498,552,54,libero_object_20260909
knn10_persist3,episode,0.15,1.0314078330993652,471,552,81,libero_object_20260909
knn10_persist3,episode,0.2,0.9842925667762756,443,552,109,libero_object_20260909
knn10_persist3,task_init,0.01,inf,71,70,0,libero_object_20260909
knn10_persist3,task_init,0.03,1.828971028327942,69,70,1,libero_object_20260909
knn10_persist3,task_init,0.05,1.8173874616622925,68,70,2,libero_object_20260909
knn10_persist3,task_init,0.1,1.4839884042739868,64,70,6,libero_object_20260909
knn10_persist3,task_init,0.15,1.3781464099884033,61,70,9,libero_object_20260909
knn10_persist3,task_init,0.2,1.214036464691162,57,70,13,libero_object_20260909
knn10_delta_q7,episode,0.01,1.3048670291900635,548,552,4,libero_object_20260909
knn10_delta_q7,episode,0.03,0.9552441835403442,537,552,15,libero_object_20260909
knn10_delta_q7,episode,0.05,0.8179103136062622,526,552,26,libero_object_20260909
knn10_delta_q7,episode,0.1,0.6316730380058289,498,552,54,libero_object_20260909
knn10_delta_q7,episode,0.15,0.5895033478736877,471,552,81,libero_object_20260909
knn10_delta_q7,episode,0.2,0.5533170104026794,443,552,109,libero_object_20260909
knn10_delta_q7,task_init,0.01,inf,71,70,0,libero_object_20260909
knn10_delta_q7,task_init,0.03,1.6857885122299194,69,70,1,libero_object_20260909
knn10_delta_q7,task_init,0.05,1.645934820175171,68,70,2,libero_object_20260909
knn10_delta_q7,task_init,0.1,1.2659941911697388,64,70,6,libero_object_20260909
knn10_delta_q7,task_init,0.15,1.1215816736221313,61,70,9,libero_object_20260909
knn10_delta_q7,task_init,0.2,0.9215410351753235,57,70,13,libero_object_20260909
v7_guard,episode,0.01,2.0539703369140625,548,552,4,libero_object_20260909
v7_guard,episode,0.03,1.9026168584823608,537,552,15,libero_object_20260909
v7_guard,episode,0.05,1.828137993812561,526,552,26,libero_object_20260909
v7_guard,episode,0.1,1.7300482988357544,498,552,54,libero_object_20260909
v7_guard,episode,0.15,1.6179474592208862,471,552,81,libero_object_20260909
v7_guard,episode,0.2,1.5344836711883545,443,552,109,libero_object_20260909
v7_guard,task_init,0.01,inf,71,70,0,libero_object_20260909
v7_guard,task_init,0.03,2.331392288208008,69,70,1,libero_object_20260909
v7_guard,task_init,0.05,2.0873680114746094,68,70,2,libero_object_20260909
v7_guard,task_init,0.1,1.940758466720581,64,70,6,libero_object_20260909
v7_guard,task_init,0.15,1.8870632648468018,61,70,9,libero_object_20260909
v7_guard,task_init,0.2,1.7876739501953125,57,70,13,libero_object_20260909
v8_guard,episode,0.01,3.195960760116577,548,552,4,libero_object_20260909
v8_guard,episode,0.03,2.70263409614563,537,552,15,libero_object_20260909
v8_guard,episode,0.05,2.5056111812591553,526,552,26,libero_object_20260909
v8_guard,episode,0.1,1.95464289188385,498,552,54,libero_object_20260909
v8_guard,episode,0.15,1.8349699974060059,471,552,81,libero_object_20260909
v8_guard,episode,0.2,1.7448681592941284,443,552,109,libero_object_20260909
v8_guard,task_init,0.01,inf,71,70,0,libero_object_20260909
v8_guard,task_init,0.03,3.6411049365997314,69,70,1,libero_object_20260909
v8_guard,task_init,0.05,3.4757630825042725,68,70,2,libero_object_20260909
v8_guard,task_init,0.1,2.981110095977783,64,70,6,libero_object_20260909
v8_guard,task_init,0.15,2.331392288208008,61,70,9,libero_object_20260909
v8_guard,task_init,0.2,2.1169238090515137,57,70,13,libero_object_20260909
v82_guard,episode,0.01,3.54457426071167,548,552,4,libero_object_20260909
v82_guard,episode,0.03,2.90627384185791,537,552,15,libero_object_20260909
v82_guard,episode,0.05,2.662987470626831,526,552,26,libero_object_20260909
v82_guard,episode,0.1,2.058023452758789,498,552,54,libero_object_20260909
v82_guard,episode,0.15,1.9118083715438843,471,552,81,libero_object_20260909
v82_guard,episode,0.2,1.8210046291351318,443,552,109,libero_object_20260909
v82_guard,task_init,0.01,inf,71,70,0,libero_object_20260909
v82_guard,task_init,0.03,3.969815731048584,69,70,1,libero_object_20260909
v82_guard,task_init,0.05,3.826387643814087,68,70,2,libero_object_20260909
v82_guard,task_init,0.1,3.136091709136963,64,70,6,libero_object_20260909
v82_guard,task_init,0.15,2.6289589405059814,61,70,9,libero_object_20260909
v82_guard,task_init,0.2,2.2783782482147217,57,70,13,libero_object_20260909
knn12_v8,episode,0.01,3.132155418395996,548,552,4,libero_object_20260909
knn12_v8,episode,0.03,2.1481809616088867,537,552,15,libero_object_20260909
knn12_v8,episode,0.05,1.856903314590454,526,552,26,libero_object_20260909
knn12_v8,episode,0.1,1.5622973442077637,498,552,54,libero_object_20260909
knn12_v8,episode,0.15,1.498902440071106,471,552,81,libero_object_20260909
knn12_v8,episode,0.2,1.443630576133728,443,552,109,libero_object_20260909
knn12_v8,task_init,0.01,inf,71,70,0,libero_object_20260909
knn12_v8,task_init,0.03,3.638577461242676,69,70,1,libero_object_20260909
knn12_v8,task_init,0.05,3.4273746013641357,68,70,2,libero_object_20260909
knn12_v8,task_init,0.1,2.8300981521606445,64,70,6,libero_object_20260909
knn12_v8,task_init,0.15,2.159973621368408,61,70,9,libero_object_20260909
knn12_v8,task_init,0.2,1.981924057006836,57,70,13,libero_object_20260909
knn_and_v7,episode,0.01,1.7074052095413208,548,552,4,libero_object_20260909
knn_and_v7,episode,0.03,1.5333894491195679,537,552,15,libero_object_20260909
knn_and_v7,episode,0.05,1.4406394958496094,526,552,26,libero_object_20260909
knn_and_v7,episode,0.1,1.2990813255310059,498,552,54,libero_object_20260909
knn_and_v7,episode,0.15,1.1549944877624512,471,552,81,libero_object_20260909
knn_and_v7,episode,0.2,1.08577299118042,443,552,109,libero_object_20260909
knn_and_v7,task_init,0.01,inf,71,70,0,libero_object_20260909
knn_and_v7,task_init,0.03,2.038980007171631,69,70,1,libero_object_20260909
knn_and_v7,task_init,0.05,1.801546573638916,68,70,2,libero_object_20260909
knn_and_v7,task_init,0.1,1.6120678186416626,64,70,6,libero_object_20260909
knn_and_v7,task_init,0.15,1.5543876886367798,61,70,9,libero_object_20260909
knn_and_v7,task_init,0.2,1.419181227684021,57,70,13,libero_object_20260909
knn_and_v8,episode,0.01,3.459493637084961,548,552,4,libero_object_20260909
knn_and_v8,episode,0.03,2.2717125415802,537,552,15,libero_object_20260909
knn_and_v8,episode,0.05,1.8065956830978394,526,552,26,libero_object_20260909
knn_and_v8,episode,0.1,1.3464276790618896,498,552,54,libero_object_20260909
knn_and_v8,episode,0.15,1.2017173767089844,471,552,81,libero_object_20260909
knn_and_v8,episode,0.2,1.0554301738739014,443,552,109,libero_object_20260909
knn_and_v8,task_init,0.01,inf,71,70,0,libero_object_20260909
knn_and_v8,task_init,0.03,5.000186920166016,69,70,1,libero_object_20260909
knn_and_v8,task_init,0.05,3.459493637084961,68,70,2,libero_object_20260909
knn_and_v8,task_init,0.1,2.551111936569214,64,70,6,libero_object_20260909
knn_and_v8,task_init,0.15,2.101284980773926,61,70,9,libero_object_20260909
knn_and_v8,task_init,0.2,1.8442463874816895,57,70,13,libero_object_20260909
knn_or_v8,episode,0.01,6.216595649719238,548,552,4,libero_object_20260909
knn_or_v8,episode,0.03,4.776157379150391,537,552,15,libero_object_20260909
knn_or_v8,episode,0.05,3.666800022125244,526,552,26,libero_object_20260909
knn_or_v8,episode,0.1,2.9262070655822754,498,552,54,libero_object_20260909
knn_or_v8,episode,0.15,2.6191775798797607,471,552,81,libero_object_20260909
knn_or_v8,episode,0.2,2.278001070022583,443,552,109,libero_object_20260909
knn_or_v8,task_init,0.01,inf,71,70,0,libero_object_20260909
knn_or_v8,task_init,0.03,8.297368049621582,69,70,1,libero_object_20260909
knn_or_v8,task_init,0.05,7.671172618865967,68,70,2,libero_object_20260909
knn_or_v8,task_init,0.1,5.792024612426758,64,70,6,libero_object_20260909
knn_or_v8,task_init,0.15,5.403032302856445,61,70,9,libero_object_20260909
knn_or_v8,task_init,0.2,4.378739356994629,57,70,13,libero_object_20260909
