method,calibration,alpha,threshold,rank,units,exceedances,fold
knn10,episode,0.01,3.431382894515991,503,507,4,libero_long_20260909
knn10,episode,0.03,2.8362245559692383,493,507,14,libero_long_20260909
knn10,episode,0.05,2.4896090030670166,483,507,24,libero_long_20260909
knn10,episode,0.1,2.097607135772705,458,507,49,libero_long_20260909
knn10,episode,0.15,1.9711031913757324,432,507,75,libero_long_20260909
knn10,episode,0.2,1.878608226776123,407,507,100,libero_long_20260909
knn10,task_init,0.01,inf,70,69,0,libero_long_20260909
knn10,task_init,0.03,5.7172088623046875,68,69,1,libero_long_20260909
knn10,task_init,0.05,4.622232437133789,67,69,2,libero_long_20260909
knn10,task_init,0.1,3.1708593368530273,63,69,6,libero_long_20260909
knn10,task_init,0.15,2.9359147548675537,60,69,9,libero_long_20260909
knn10,task_init,0.2,2.473688840866089,56,69,13,libero_long_20260909
knn10_persist3,episode,0.01,3.3580892086029053,503,507,4,libero_long_20260909
knn10_persist3,episode,0.03,2.306260824203491,493,507,14,libero_long_20260909
knn10_persist3,episode,0.05,2.027702569961548,483,507,24,libero_long_20260909
knn10_persist3,episode,0.1,1.8284053802490234,458,507,49,libero_long_20260909
knn10_persist3,episode,0.15,1.677046775817871,432,507,75,libero_long_20260909
knn10_persist3,episode,0.2,1.575255036354065,407,507,100,libero_long_20260909
knn10_persist3,task_init,0.01,inf,70,69,0,libero_long_20260909
knn10_persist3,task_init,0.03,5.301279544830322,68,69,1,libero_long_20260909
knn10_persist3,task_init,0.05,4.334463596343994,67,69,2,libero_long_20260909
knn10_persist3,task_init,0.1,2.607788562774658,63,69,6,libero_long_20260909
knn10_persist3,task_init,0.15,2.306260824203491,60,69,9,libero_long_20260909
knn10_persist3,task_init,0.2,2.0736279487609863,56,69,13,libero_long_20260909
knn10_delta_q7,episode,0.01,2.686692714691162,503,507,4,libero_long_20260909
knn10_delta_q7,episode,0.03,2.105008602142334,493,507,14,libero_long_20260909
knn10_delta_q7,episode,0.05,1.6840052604675293,483,507,24,libero_long_20260909
knn10_delta_q7,episode,0.1,1.318983793258667,458,507,49,libero_long_20260909
knn10_delta_q7,episode,0.15,1.1311476230621338,432,507,75,libero_long_20260909
knn10_delta_q7,episode,0.2,1.0312871932983398,407,507,100,libero_long_20260909
knn10_delta_q7,task_init,0.01,inf,70,69,0,libero_long_20260909
knn10_delta_q7,task_init,0.03,5.003740310668945,68,69,1,libero_long_20260909
knn10_delta_q7,task_init,0.05,3.732567071914673,67,69,2,libero_long_20260909
knn10_delta_q7,task_init,0.1,2.1918094158172607,63,69,6,libero_long_20260909
knn10_delta_q7,task_init,0.15,2.116511583328247,60,69,9,libero_long_20260909
knn10_delta_q7,task_init,0.2,1.62034273147583,56,69,13,libero_long_20260909
v7_guard,episode,0.01,4.498338222503662,503,507,4,libero_long_20260909
v7_guard,episode,0.03,3.6213653087615967,493,507,14,libero_long_20260909
v7_guard,episode,0.05,2.909698724746704,483,507,24,libero_long_20260909
v7_guard,episode,0.1,2.3320326805114746,458,507,49,libero_long_20260909
v7_guard,episode,0.15,2.0882134437561035,432,507,75,libero_long_20260909
v7_guard,episode,0.2,1.6927332878112793,407,507,100,libero_long_20260909
v7_guard,task_init,0.01,inf,70,69,0,libero_long_20260909
v7_guard,task_init,0.03,5.644343376159668,68,69,1,libero_long_20260909
v7_guard,task_init,0.05,5.065250396728516,67,69,2,libero_long_20260909
v7_guard,task_init,0.1,4.238266468048096,63,69,6,libero_long_20260909
v7_guard,task_init,0.15,3.4975855350494385,60,69,9,libero_long_20260909
v7_guard,task_init,0.2,2.8174703121185303,56,69,13,libero_long_20260909
v8_guard,episode,0.01,4.854212760925293,503,507,4,libero_long_20260909
v8_guard,episode,0.03,4.28626012802124,493,507,14,libero_long_20260909
v8_guard,episode,0.05,3.6838529109954834,483,507,24,libero_long_20260909
v8_guard,episode,0.1,3.126190185546875,458,507,49,libero_long_20260909
v8_guard,episode,0.15,2.8969855308532715,432,507,75,libero_long_20260909
v8_guard,episode,0.2,2.7619717121124268,407,507,100,libero_long_20260909
v8_guard,task_init,0.01,inf,70,69,0,libero_long_20260909
v8_guard,task_init,0.03,5.969079971313477,68,69,1,libero_long_20260909
v8_guard,task_init,0.05,5.644343376159668,67,69,2,libero_long_20260909
v8_guard,task_init,0.1,4.498338222503662,63,69,6,libero_long_20260909
v8_guard,task_init,0.15,3.7381131649017334,60,69,9,libero_long_20260909
v8_guard,task_init,0.2,3.347804069519043,56,69,13,libero_long_20260909
v82_guard,episode,0.01,5.644343376159668,503,507,4,libero_long_20260909
v82_guard,episode,0.03,4.616559028625488,493,507,14,libero_long_20260909
v82_guard,episode,0.05,4.240502834320068,483,507,24,libero_long_20260909
v82_guard,episode,0.1,3.7488434314727783,458,507,49,libero_long_20260909
v82_guard,episode,0.15,3.4664623737335205,432,507,75,libero_long_20260909
v82_guard,episode,0.2,3.3355979919433594,407,507,100,libero_long_20260909
v82_guard,task_init,0.01,inf,70,69,0,libero_long_20260909
v82_guard,task_init,0.03,5.969079971313477,68,69,1,libero_long_20260909
v82_guard,task_init,0.05,5.653441905975342,67,69,2,libero_long_20260909
v82_guard,task_init,0.1,4.616559028625488,63,69,6,libero_long_20260909
v82_guard,task_init,0.15,4.4296464920043945,60,69,9,libero_long_20260909
v82_guard,task_init,0.2,3.928295373916626,56,69,13,libero_long_20260909
knn12_v8,episode,0.01,4.668572902679443,503,507,4,libero_long_20260909
knn12_v8,episode,0.03,3.54533314704895,493,507,14,libero_long_20260909
knn12_v8,episode,0.05,3.2141757011413574,483,507,24,libero_long_20260909
knn12_v8,episode,0.1,2.6050543785095215,458,507,49,libero_long_20260909
knn12_v8,episode,0.15,2.4232685565948486,432,507,75,libero_long_20260909
knn12_v8,episode,0.2,2.2704432010650635,407,507,100,libero_long_20260909
knn12_v8,task_init,0.01,inf,70,69,0,libero_long_20260909
knn12_v8,task_init,0.03,6.255833625793457,68,69,1,libero_long_20260909
knn12_v8,task_init,0.05,6.254472732543945,67,69,2,libero_long_20260909
knn12_v8,task_init,0.1,3.712275505065918,63,69,6,libero_long_20260909
knn12_v8,task_init,0.15,3.540590524673462,60,69,9,libero_long_20260909
knn12_v8,task_init,0.2,2.815051317214966,56,69,13,libero_long_20260909
knn_and_v7,episode,0.01,5.722007751464844,503,507,4,libero_long_20260909
knn_and_v7,episode,0.03,4.382988452911377,493,507,14,libero_long_20260909
knn_and_v7,episode,0.05,3.5414302349090576,483,507,24,libero_long_20260909
knn_and_v7,episode,0.1,2.6474320888519287,458,507,49,libero_long_20260909
knn_and_v7,episode,0.15,2.070856809616089,432,507,75,libero_long_20260909
knn_and_v7,episode,0.2,1.665216088294983,407,507,100,libero_long_20260909
knn_and_v7,task_init,0.01,inf,70,69,0,libero_long_20260909
knn_and_v7,task_init,0.03,7.227269649505615,68,69,1,libero_long_20260909
knn_and_v7,task_init,0.05,6.466639041900635,67,69,2,libero_long_20260909
knn_and_v7,task_init,0.1,5.380406856536865,63,69,6,libero_long_20260909
knn_and_v7,task_init,0.15,4.407532691955566,60,69,9,libero_long_20260909
knn_and_v7,task_init,0.2,3.3684370517730713,56,69,13,libero_long_20260909
knn_and_v8,episode,0.01,4.646644592285156,503,507,4,libero_long_20260909
knn_and_v8,episode,0.03,3.835461378097534,493,507,14,libero_long_20260909
knn_and_v8,episode,0.05,3.336554527282715,483,507,24,libero_long_20260909
knn_and_v8,episode,0.1,2.40913987159729,458,507,49,libero_long_20260909
knn_and_v8,episode,0.15,1.8815100193023682,432,507,75,libero_long_20260909
knn_and_v8,episode,0.2,1.6598964929580688,407,507,100,libero_long_20260909
knn_and_v8,task_init,0.01,inf,70,69,0,libero_long_20260909
knn_and_v8,task_init,0.03,6.278421401977539,68,69,1,libero_long_20260909
knn_and_v8,task_init,0.05,5.886636257171631,67,69,2,libero_long_20260909
knn_and_v8,task_init,0.1,4.50401496887207,63,69,6,libero_long_20260909
knn_and_v8,task_init,0.15,3.5868256092071533,60,69,9,libero_long_20260909
knn_and_v8,task_init,0.2,3.076547622680664,56,69,13,libero_long_20260909
knn_or_v8,episode,0.01,9.525096893310547,503,507,4,libero_long_20260909
knn_or_v8,episode,0.03,7.1278533935546875,493,507,14,libero_long_20260909
knn_or_v8,episode,0.05,5.882343769073486,483,507,24,libero_long_20260909
knn_or_v8,episode,0.1,4.326426029205322,458,507,49,libero_long_20260909
knn_or_v8,episode,0.15,3.6892478466033936,432,507,75,libero_long_20260909
knn_or_v8,episode,0.2,3.2706613540649414,407,507,100,libero_long_20260909
knn_or_v8,task_init,0.01,inf,70,69,0,libero_long_20260909
knn_or_v8,task_init,0.03,18.732196807861328,68,69,1,libero_long_20260909
knn_or_v8,task_init,0.05,14.321731567382812,67,69,2,libero_long_20260909
knn_or_v8,task_init,0.1,8.47573184967041,63,69,6,libero_long_20260909
knn_or_v8,task_init,0.15,7.5293965339660645,60,69,9,libero_long_20260909
knn_or_v8,task_init,0.2,5.6675920486450195,56,69,13,libero_long_20260909
