method,calibration,alpha,threshold,rank,units,exceedances,fold
knn10,episode,0.01,1.9885988235473633,548,552,4,libero_object_20260907
knn10,episode,0.03,1.7403995990753174,537,552,15,libero_object_20260907
knn10,episode,0.05,1.6222567558288574,526,552,26,libero_object_20260907
knn10,episode,0.1,1.4938030242919922,498,552,54,libero_object_20260907
knn10,episode,0.15,1.4105119705200195,471,552,81,libero_object_20260907
knn10,episode,0.2,1.3351205587387085,443,552,109,libero_object_20260907
knn10,task_init,0.01,inf,71,70,0,libero_object_20260907
knn10,task_init,0.03,2.5222880840301514,69,70,1,libero_object_20260907
knn10,task_init,0.05,2.3483307361602783,68,70,2,libero_object_20260907
knn10,task_init,0.1,1.8476252555847168,64,70,6,libero_object_20260907
knn10,task_init,0.15,1.8090471029281616,61,70,9,libero_object_20260907
knn10,task_init,0.2,1.7403942346572876,57,70,13,libero_object_20260907
knn10_persist3,episode,0.01,1.6665518283843994,548,552,4,libero_object_20260907
knn10_persist3,episode,0.03,1.4746577739715576,537,552,15,libero_object_20260907
knn10_persist3,episode,0.05,1.3943967819213867,526,552,26,libero_object_20260907
knn10_persist3,episode,0.1,1.2610819339752197,498,552,54,libero_object_20260907
knn10_persist3,episode,0.15,1.197422742843628,471,552,81,libero_object_20260907
knn10_persist3,episode,0.2,1.1500877141952515,443,552,109,libero_object_20260907
knn10_persist3,task_init,0.01,inf,71,70,0,libero_object_20260907
knn10_persist3,task_init,0.03,1.9247105121612549,69,70,1,libero_object_20260907
knn10_persist3,task_init,0.05,1.7134053707122803,68,70,2,libero_object_20260907
knn10_persist3,task_init,0.1,1.516545295715332,64,70,6,libero_object_20260907
knn10_persist3,task_init,0.15,1.4746577739715576,61,70,9,libero_object_20260907
knn10_persist3,task_init,0.2,1.3943967819213867,57,70,13,libero_object_20260907
knn10_delta_q7,episode,0.01,1.2594321966171265,548,552,4,libero_object_20260907
knn10_delta_q7,episode,0.03,0.971127986907959,537,552,15,libero_object_20260907
knn10_delta_q7,episode,0.05,0.8968377709388733,526,552,26,libero_object_20260907
knn10_delta_q7,episode,0.1,0.7589024901390076,498,552,54,libero_object_20260907
knn10_delta_q7,episode,0.15,0.6725582480430603,471,552,81,libero_object_20260907
knn10_delta_q7,episode,0.2,0.616757333278656,443,552,109,libero_object_20260907
knn10_delta_q7,task_init,0.01,inf,71,70,0,libero_object_20260907
knn10_delta_q7,task_init,0.03,1.8150813579559326,69,70,1,libero_object_20260907
knn10_delta_q7,task_init,0.05,1.3368501663208008,68,70,2,libero_object_20260907
knn10_delta_q7,task_init,0.1,1.1310086250305176,64,70,6,libero_object_20260907
knn10_delta_q7,task_init,0.15,1.02940034866333,61,70,9,libero_object_20260907
knn10_delta_q7,task_init,0.2,0.926037073135376,57,70,13,libero_object_20260907
v7_guard,episode,0.01,3.204052209854126,548,552,4,libero_object_20260907
v7_guard,episode,0.03,3.029831886291504,537,552,15,libero_object_20260907
v7_guard,episode,0.05,2.891956329345703,526,552,26,libero_object_20260907
v7_guard,episode,0.1,2.547915458679199,498,552,54,libero_object_20260907
v7_guard,episode,0.15,2.295369863510132,471,552,81,libero_object_20260907
v7_guard,episode,0.2,2.0602242946624756,443,552,109,libero_object_20260907
v7_guard,task_init,0.01,inf,71,70,0,libero_object_20260907
v7_guard,task_init,0.03,3.375763416290283,69,70,1,libero_object_20260907
v7_guard,task_init,0.05,3.2881619930267334,68,70,2,libero_object_20260907
v7_guard,task_init,0.1,3.0888824462890625,64,70,6,libero_object_20260907
v7_guard,task_init,0.15,3.029831886291504,61,70,9,libero_object_20260907
v7_guard,task_init,0.2,2.5418312549591064,57,70,13,libero_object_20260907
v8_guard,episode,0.01,3.3258657455444336,548,552,4,libero_object_20260907
v8_guard,episode,0.03,3.076937437057495,537,552,15,libero_object_20260907
v8_guard,episode,0.05,2.942523717880249,526,552,26,libero_object_20260907
v8_guard,episode,0.1,2.761441707611084,498,552,54,libero_object_20260907
v8_guard,episode,0.15,2.5294530391693115,471,552,81,libero_object_20260907
v8_guard,episode,0.2,2.4170007705688477,443,552,109,libero_object_20260907
v8_guard,task_init,0.01,inf,71,70,0,libero_object_20260907
v8_guard,task_init,0.03,3.593796968460083,69,70,1,libero_object_20260907
v8_guard,task_init,0.05,3.5014963150024414,68,70,2,libero_object_20260907
v8_guard,task_init,0.1,3.114579200744629,64,70,6,libero_object_20260907
v8_guard,task_init,0.15,3.0888824462890625,61,70,9,libero_object_20260907
v8_guard,task_init,0.2,3.05967378616333,57,70,13,libero_object_20260907
v82_guard,episode,0.01,3.375763416290283,548,552,4,libero_object_20260907
v82_guard,episode,0.03,3.1268582344055176,537,552,15,libero_object_20260907
v82_guard,episode,0.05,3.029831886291504,526,552,26,libero_object_20260907
v82_guard,episode,0.1,2.796773672103882,498,552,54,libero_object_20260907
v82_guard,episode,0.15,2.621593952178955,471,552,81,libero_object_20260907
v82_guard,episode,0.2,2.5014851093292236,443,552,109,libero_object_20260907
v82_guard,task_init,0.01,inf,71,70,0,libero_object_20260907
v82_guard,task_init,0.03,3.949601650238037,69,70,1,libero_object_20260907
v82_guard,task_init,0.05,3.5014963150024414,68,70,2,libero_object_20260907
v82_guard,task_init,0.1,3.2881619930267334,64,70,6,libero_object_20260907
v82_guard,task_init,0.15,3.1292455196380615,61,70,9,libero_object_20260907
v82_guard,task_init,0.2,3.0866003036499023,57,70,13,libero_object_20260907
knn12_v8,episode,0.01,2.5385043621063232,548,552,4,libero_object_20260907
knn12_v8,episode,0.03,2.163144111633301,537,552,15,libero_object_20260907
knn12_v8,episode,0.05,2.0053699016571045,526,552,26,libero_object_20260907
knn12_v8,episode,0.1,1.8162492513656616,498,552,54,libero_object_20260907
knn12_v8,episode,0.15,1.734689712524414,471,552,81,libero_object_20260907
knn12_v8,episode,0.2,1.6393805742263794,443,552,109,libero_object_20260907
knn12_v8,task_init,0.01,inf,71,70,0,libero_object_20260907
knn12_v8,task_init,0.03,3.302607536315918,69,70,1,libero_object_20260907
knn12_v8,task_init,0.05,3.109254837036133,68,70,2,libero_object_20260907
knn12_v8,task_init,0.1,2.3296732902526855,64,70,6,libero_object_20260907
knn12_v8,task_init,0.15,2.2325594425201416,61,70,9,libero_object_20260907
knn12_v8,task_init,0.2,2.081054210662842,57,70,13,libero_object_20260907
knn_and_v7,episode,0.01,2.593519926071167,548,552,4,libero_object_20260907
knn_and_v7,episode,0.03,2.3858091831207275,537,552,15,libero_object_20260907
knn_and_v7,episode,0.05,2.2358503341674805,526,552,26,libero_object_20260907
knn_and_v7,episode,0.1,1.574148416519165,498,552,54,libero_object_20260907
knn_and_v7,episode,0.15,1.2897584438323975,471,552,81,libero_object_20260907
knn_and_v7,episode,0.2,1.1725062131881714,443,552,109,libero_object_20260907
knn_and_v7,task_init,0.01,inf,71,70,0,libero_object_20260907
knn_and_v7,task_init,0.03,2.718407154083252,69,70,1,libero_object_20260907
knn_and_v7,task_init,0.05,2.6310648918151855,68,70,2,libero_object_20260907
knn_and_v7,task_init,0.1,2.5365617275238037,64,70,6,libero_object_20260907
knn_and_v7,task_init,0.15,2.2926933765411377,61,70,9,libero_object_20260907
knn_and_v7,task_init,0.2,1.7038651704788208,57,70,13,libero_object_20260907
knn_and_v8,episode,0.01,2.9721319675445557,548,552,4,libero_object_20260907
knn_and_v8,episode,0.03,2.7009692192077637,537,552,15,libero_object_20260907
knn_and_v8,episode,0.05,2.462822437286377,526,552,26,libero_object_20260907
knn_and_v8,episode,0.1,1.7449215650558472,498,552,54,libero_object_20260907
knn_and_v8,episode,0.15,1.3924508094787598,471,552,81,libero_object_20260907
knn_and_v8,episode,0.2,1.2071985006332397,443,552,109,libero_object_20260907
knn_and_v8,task_init,0.01,inf,71,70,0,libero_object_20260907
knn_and_v8,task_init,0.03,3.3349456787109375,69,70,1,libero_object_20260907
knn_and_v8,task_init,0.05,3.265326499938965,68,70,2,libero_object_20260907
knn_and_v8,task_init,0.1,2.8983795642852783,64,70,6,libero_object_20260907
knn_and_v8,task_init,0.15,2.848008871078491,61,70,9,libero_object_20260907
knn_and_v8,task_init,0.2,2.5221168994903564,57,70,13,libero_object_20260907
knn_or_v8,episode,0.01,4.8015289306640625,548,552,4,libero_object_20260907
knn_or_v8,episode,0.03,3.7853827476501465,537,552,15,libero_object_20260907
knn_or_v8,episode,0.05,3.2912042140960693,526,552,26,libero_object_20260907
knn_or_v8,episode,0.1,2.7548558712005615,498,552,54,libero_object_20260907
knn_or_v8,episode,0.15,2.4963605403900146,471,552,81,libero_object_20260907
knn_or_v8,episode,0.2,2.239189863204956,443,552,109,libero_object_20260907
knn_or_v8,task_init,0.01,inf,71,70,0,libero_object_20260907
knn_or_v8,task_init,0.03,7.17016077041626,69,70,1,libero_object_20260907
knn_or_v8,task_init,0.05,6.398098945617676,68,70,2,libero_object_20260907
knn_or_v8,task_init,0.1,4.175856590270996,64,70,6,libero_object_20260907
knn_or_v8,task_init,0.15,4.004638195037842,61,70,9,libero_object_20260907
knn_or_v8,task_init,0.2,3.7853827476501465,57,70,13,libero_object_20260907
