direction,source,target,event_kind,evaluation_mode,horizon,prevalence,brier,log_loss,roc_auc,average_precision,expected_calibration_error,rows,positive_rows,alarm_rows_075,alarm_true_rows_075,alarm_precision_075,positive_row_recall_075,confidence_alarm_rows_075,max_predicted_probability,max_probability_target_support,max_probability_target_events,max_probability_target_observed_rate,event_episodes_evaluable,event_episode_alarms_075,event_episode_recall_075,no_event_episodes,no_event_episode_false_alarms_075,no_event_episode_fpr_075,source_calibration_prevalence,source_calibration_support,source_calibration_events,constant_source_prior_brier,clock_brier,clock_roc_auc,clock_average_precision,clock_max_predicted_probability,clock_alarm_rows_075
A_to_B,A,B,trap,onset_absorbing_proxy,0,0.1560427743592807,0.18370817230954867,0.5573558246674079,0.8333049455871269,0.5231918486141909,0.2876882905939051,16739,2612,0,0,,0.0,0,0.6890243902439024,198,139,0.702020202020202,193,0,0.0,319,0,0.0,0.4032258064516129,11934,4812,0.19279287828389824,0.13196273566156042,0.9634618540778246,0.7851319451662545,0.8841743119266054,2737
A_to_B,A,B,trap,onset_absorbing_proxy,2,0.1791026943067089,0.20831801722760393,0.6079368539910338,0.8376757151105613,0.5738353574967309,0.3143597283805621,16739,2998,0,0,,0.0,0,0.725609756097561,198,149,0.7525252525252525,193,0,0.0,319,0,0.0,0.43774612484289904,11934,5224,0.2139213433583155,0.14455629337963835,0.9550657549687809,0.7910819011285236,0.8841743119266054,2737
A_to_B,A,B,trap,onset_absorbing_proxy,4,0.20216261425413704,0.23042140874426467,0.6535329412805451,0.821462829019864,0.5794109311093231,0.32639469384538505,16739,3384,0,0,,0.0,0,0.725609756097561,198,152,0.7676767676767676,193,0,0.0,319,0,0.0,0.4718475073313783,11934,5631,0.234022833206153,0.15881444225562016,0.9436227964663805,0.7838758460228664,0.8841743119266054,2737
B_to_A,B,A,trap,onset_absorbing_proxy,0,0.4032176973353444,0.3269063444166419,1.1640590113100264,0.5588713411407361,0.5018465402856546,0.29321992693160065,11934,4812,0,0,,0.0,0,0.7123893805309734,47,29,0.6170212765957447,210,0,0.0,142,0,0.0,0.15606332138590204,16739,2612,0.3017184714418853,0.2377846094918302,0.7948706232173007,0.7493064413305444,0.855593607305936,1379
B_to_A,B,A,trap,onset_absorbing_proxy,2,0.43774090832914364,0.33980112594174605,1.1834240219808358,0.5866526127263142,0.5624051799410863,0.3136491202486423,11934,5224,47,31,0.6595744680851063,0.0059341500765696786,47,0.8362831858407079,47,31,0.6595744680851063,210,16,0.0761904761904762,142,1,0.007042253521126761,0.17912186379928316,16739,2998,0.3130076156978579,0.25160017831654596,0.7735263760290121,0.7554570708639107,0.8670091324200914,1379
B_to_A,B,A,trap,onset_absorbing_proxy,4,0.47184514831573654,0.35391394646687124,1.1910746920079838,0.5954413552298671,0.5970157998485571,0.3310658949011436,11934,5631,131,81,0.6183206106870229,0.014384656366542355,47,0.8539823008849557,47,31,0.6595744680851063,210,24,0.11428571428571428,142,3,0.02112676056338028,0.20218040621266428,16739,3384,0.3219263774601536,0.2662205399077328,0.7695961897874274,0.761897383585303,0.8670091324200914,1379
