direction,event_kind,horizon,score_bin,score_low,score_high,persistence,raw_events,raw_support,mapping_level,mapped_events,mapped_support,posterior_mean,ci_low,ci_high
A_to_B,trap,0,3,0.9,0.95,1,0,0,score_bin_backoff,23,443,0.05292792792792793,0.03668618589744245,0.07145768444799336
A_to_B,trap,0,3,0.9,0.95,2,0,0,score_bin_backoff,23,443,0.05292792792792793,0.03668618589744245,0.07145768444799336
A_to_B,trap,0,3,0.9,0.95,3,0,0,score_bin_backoff,23,443,0.05292792792792793,0.03668618589744245,0.07145768444799336
A_to_B,trap,0,4,0.95,0.975,0,0,0,score_bin_backoff,14,241,0.05991735537190083,0.03710166863300292,0.08686442243943984
A_to_B,trap,0,4,0.95,0.975,1,1,133,score_bin_x_persistence,1,133,0.011194029850746268,0.0013243480042342845,0.029005258598111157
A_to_B,trap,0,4,0.95,0.975,2,6,59,score_bin_x_persistence,6,59,0.10833333333333334,0.051061994986899895,0.18048546745771826
A_to_B,trap,0,4,0.95,0.975,3,7,49,score_bin_x_persistence,7,49,0.15,0.07640306018029716,0.23960978500702135
A_to_B,trap,0,5,0.975,0.99,0,0,0,score_bin_backoff,6,134,0.04814814814814815,0.022198228749354367,0.0816804674726959
A_to_B,trap,0,5,0.975,0.99,1,0,31,score_bin_x_persistence,0,31,0.015625,6.291024552804171e-05,0.05960836462565142
A_to_B,trap,0,5,0.975,0.99,2,1,39,score_bin_x_persistence,1,39,0.0375,0.004529830274299043,0.09592608970838955
A_to_B,trap,0,5,0.975,0.99,3,5,64,score_bin_x_persistence,5,64,0.08461538461538462,0.036380759104037395,0.14737973078703276
A_to_B,trap,0,6,0.99,0.995,0,0,0,score_bin_backoff,1,45,0.03260869565217391,0.0039236355629264485,0.08361730823563451
A_to_B,trap,0,6,0.99,0.995,1,0,8,score_bin_backoff,1,45,0.03260869565217391,0.0039236355629264485,0.08361730823563451
A_to_B,trap,0,6,0.99,0.995,2,0,14,score_bin_backoff,1,45,0.03260869565217391,0.0039236355629264485,0.08361730823563451
A_to_B,trap,0,6,0.99,0.995,3,1,23,score_bin_backoff,1,45,0.03260869565217391,0.0039236355629264485,0.08361730823563451
A_to_B,trap,0,7,0.995,1.0000001,0,0,0,score_bin_backoff,2,44,0.05555555555555555,0.013156982338111743,0.12016534597026611
A_to_B,trap,0,7,0.995,1.0000001,1,0,1,score_bin_backoff,2,44,0.05555555555555555,0.013156982338111743,0.12016534597026611
A_to_B,trap,0,7,0.995,1.0000001,2,0,16,score_bin_backoff,2,44,0.05555555555555555,0.013156982338111743,0.12016534597026611
A_to_B,trap,0,7,0.995,1.0000001,3,2,27,score_bin_backoff,2,44,0.05555555555555555,0.013156982338111743,0.12016534597026611
A_to_B,trap,2,0,0.0,0.5,0,40,2482,score_bin_x_persistence,40,2482,0.01631091421667338,0.012363324516647478,0.02070101829153864
A_to_B,trap,2,0,0.0,0.5,1,0,0,score_bin_backoff,40,2482,0.01631091421667338,0.012363324516647478,0.02070101829153864
A_to_B,trap,2,0,0.0,0.5,2,0,0,score_bin_backoff,40,2482,0.01631091421667338,0.012363324516647478,0.02070101829153864
A_to_B,trap,2,0,0.0,0.5,3,0,0,score_bin_backoff,40,2482,0.01631091421667338,0.012363324516647478,0.02070101829153864
A_to_B,trap,2,1,0.5,0.75,0,165,2413,score_bin_x_persistence,165,2413,0.06855840927920465,0.060308051790186404,0.0772151816087554
A_to_B,trap,2,1,0.5,0.75,1,0,0,score_bin_backoff,165,2413,0.06855840927920465,0.060308051790186404,0.0772151816087554
A_to_B,trap,2,1,0.5,0.75,2,0,0,score_bin_backoff,165,2413,0.06855840927920465,0.060308051790186404,0.0772151816087554
A_to_B,trap,2,1,0.5,0.75,3,0,0,score_bin_backoff,165,2413,0.06855840927920465,0.060308051790186404,0.0772151816087554
A_to_B,trap,2,2,0.75,0.9,0,234,1529,score_bin_x_persistence,234,1529,0.15326797385620916,0.1383854333192353,0.1686659805817246
A_to_B,trap,2,2,0.75,0.9,1,0,0,score_bin_backoff,234,1529,0.15326797385620916,0.1383854333192353,0.1686659805817246
A_to_B,trap,2,2,0.75,0.9,2,0,0,score_bin_backoff,234,1529,0.15326797385620916,0.1383854333192353,0.1686659805817246
A_to_B,trap,2,2,0.75,0.9,3,0,0,score_bin_backoff,234,1529,0.15326797385620916,0.1383854333192353,0.1686659805817246
A_to_B,trap,2,3,0.9,0.95,0,90,443,score_bin_x_persistence,90,443,0.20382882882882883,0.17318999530302748,0.2359860153280568
A_to_B,trap,2,3,0.9,0.95,1,0,0,score_bin_backoff,90,443,0.20382882882882883,0.17318999530302748,0.2359860153280568
A_to_B,trap,2,3,0.9,0.95,2,0,0,score_bin_backoff,90,443,0.20382882882882883,0.17318999530302748,0.2359860153280568
A_to_B,trap,2,3,0.9,0.95,3,0,0,score_bin_backoff,90,443,0.20382882882882883,0.17318999530302748,0.2359860153280568
A_to_B,trap,2,4,0.95,0.975,0,0,0,score_bin_backoff,61,241,0.25413223140495866,0.20936556376634813,0.3012137686228132
A_to_B,trap,2,4,0.95,0.975,1,30,133,score_bin_x_persistence,30,133,0.22761194029850745,0.17063128893693516,0.28923041847643577
A_to_B,trap,2,4,0.95,0.975,2,21,59,score_bin_x_persistence,21,59,0.35833333333333334,0.2600144638551385,0.4620673102728534
A_to_B,trap,2,4,0.95,0.975,3,10,49,score_bin_x_persistence,10,49,0.21,0.12316481744643787,0.31013259451771735
A_to_B,trap,2,5,0.975,0.99,0,0,0,score_bin_backoff,17,134,0.12962962962962962,0.08555674754973118,0.17995341816175078
A_to_B,trap,2,5,0.975,0.99,1,0,31,score_bin_x_persistence,0,31,0.015625,6.291024552804171e-05,0.05960836462565142
A_to_B,trap,2,5,0.975,0.99,2,6,39,score_bin_x_persistence,6,39,0.1625,0.0781895522770479,0.2661509477861121
A_to_B,trap,2,5,0.975,0.99,3,11,64,score_bin_x_persistence,11,64,0.17692307692307693,0.10566855406780162,0.259543915305147
A_to_B,trap,2,6,0.99,0.995,0,0,0,score_bin_backoff,7,45,0.16304347826086957,0.08343464916774854,0.2594281434327291
A_to_B,trap,2,6,0.99,0.995,1,1,8,score_bin_backoff,7,45,0.16304347826086957,0.08343464916774854,0.2594281434327291
A_to_B,trap,2,6,0.99,0.995,2,2,14,score_bin_backoff,7,45,0.16304347826086957,0.08343464916774854,0.2594281434327291
A_to_B,trap,2,6,0.99,0.995,3,4,23,score_bin_backoff,7,45,0.16304347826086957,0.08343464916774854,0.2594281434327291
A_to_B,trap,2,7,0.995,1.0000001,0,0,0,score_bin_backoff,7,44,0.16666666666666666,0.0853998243373752,0.2649031294040532
A_to_B,trap,2,7,0.995,1.0000001,1,0,1,score_bin_backoff,7,44,0.16666666666666666,0.0853998243373752,0.2649031294040532
A_to_B,trap,2,7,0.995,1.0000001,2,2,16,score_bin_backoff,7,44,0.16666666666666666,0.0853998243373752,0.2649031294040532
A_to_B,trap,2,7,0.995,1.0000001,3,5,27,score_bin_backoff,7,44,0.16666666666666666,0.0853998243373752,0.2649031294040532
A_to_B,trap,4,0,0.0,0.5,0,110,2482,score_bin_x_persistence,110,2482,0.04450261780104712,0.037911850155334256,0.051510465697655786
A_to_B,trap,4,0,0.0,0.5,1,0,0,score_bin_backoff,110,2482,0.04450261780104712,0.037911850155334256,0.051510465697655786
A_to_B,trap,4,0,0.0,0.5,2,0,0,score_bin_backoff,110,2482,0.04450261780104712,0.037911850155334256,0.051510465697655786
A_to_B,trap,4,0,0.0,0.5,3,0,0,score_bin_backoff,110,2482,0.04450261780104712,0.037911850155334256,0.051510465697655786
A_to_B,trap,4,1,0.5,0.75,0,336,2413,score_bin_x_persistence,336,2413,0.13939519469759734,0.12797423337255884,0.15115589910384308
A_to_B,trap,4,1,0.5,0.75,1,0,0,score_bin_backoff,336,2413,0.13939519469759734,0.12797423337255884,0.15115589910384308
A_to_B,trap,4,1,0.5,0.75,2,0,0,score_bin_backoff,336,2413,0.13939519469759734,0.12797423337255884,0.15115589910384308
A_to_B,trap,4,1,0.5,0.75,3,0,0,score_bin_backoff,336,2413,0.13939519469759734,0.12797423337255884,0.15115589910384308
A_to_B,trap,4,2,0.75,0.9,0,356,1529,score_bin_x_persistence,356,1529,0.23300653594771242,0.21543505727685583,0.2509749678758969
A_to_B,trap,4,2,0.75,0.9,1,0,0,score_bin_backoff,356,1529,0.23300653594771242,0.21543505727685583,0.2509749678758969
A_to_B,trap,4,2,0.75,0.9,2,0,0,score_bin_backoff,356,1529,0.23300653594771242,0.21543505727685583,0.2509749678758969
A_to_B,trap,4,2,0.75,0.9,3,0,0,score_bin_backoff,356,1529,0.23300653594771242,0.21543505727685583,0.2509749678758969
A_to_B,trap,4,3,0.9,0.95,0,113,443,score_bin_x_persistence,113,443,0.25563063063063063,0.22224976581065317,0.29026442099563327
A_to_B,trap,4,3,0.9,0.95,1,0,0,score_bin_backoff,113,443,0.25563063063063063,0.22224976581065317,0.29026442099563327
A_to_B,trap,4,3,0.9,0.95,2,0,0,score_bin_backoff,113,443,0.25563063063063063,0.22224976581065317,0.29026442099563327
A_to_B,trap,4,3,0.9,0.95,3,0,0,score_bin_backoff,113,443,0.25563063063063063,0.22224976581065317,0.29026442099563327
A_to_B,trap,4,4,0.95,0.975,0,0,0,score_bin_backoff,73,241,0.3037190082644628,0.25612264939499313,0.3531636025364415
A_to_B,trap,4,4,0.95,0.975,1,41,133,score_bin_x_persistence,41,133,0.30970149253731344,0.24587129382606537,0.3767731870673061
A_to_B,trap,4,4,0.95,0.975,2,22,59,score_bin_x_persistence,22,59,0.375,0.27537444101739317,0.4794039751227334
A_to_B,trap,4,4,0.95,0.975,3,10,49,score_bin_x_persistence,10,49,0.21,0.12316481744643787,0.31013259451771735
A_to_B,trap,4,5,0.975,0.99,0,0,0,score_bin_backoff,24,134,0.1814814814814815,0.1299132732614821,0.23843030958494424
A_to_B,trap,4,5,0.975,0.99,1,2,31,score_bin_x_persistence,2,31,0.078125,0.01876054914899839,0.16731214903971947
A_to_B,trap,4,5,0.975,0.99,2,9,39,score_bin_x_persistence,9,39,0.2375,0.13604852330692535,0.3540372182534238
A_to_B,trap,4,5,0.975,0.99,3,13,64,score_bin_x_persistence,13,64,0.2076923076923077,0.13093319566339684,0.29474264252132293
A_to_B,trap,4,6,0.99,0.995,0,0,0,score_bin_backoff,9,45,0.20652173913043478,0.11710561826246692,0.3105731738870433
A_to_B,trap,4,6,0.99,0.995,1,2,8,score_bin_backoff,9,45,0.20652173913043478,0.11710561826246692,0.3105731738870433
A_to_B,trap,4,6,0.99,0.995,2,2,14,score_bin_backoff,9,45,0.20652173913043478,0.11710561826246692,0.3105731738870433
A_to_B,trap,4,6,0.99,0.995,3,5,23,score_bin_backoff,9,45,0.20652173913043478,0.11710561826246692,0.3105731738870433
A_to_B,trap,4,7,0.995,1.0000001,0,0,0,score_bin_backoff,7,44,0.16666666666666666,0.0853998243373752,0.2649031294040532
A_to_B,trap,4,7,0.995,1.0000001,1,0,1,score_bin_backoff,7,44,0.16666666666666666,0.0853998243373752,0.2649031294040532
A_to_B,trap,4,7,0.995,1.0000001,2,2,16,score_bin_backoff,7,44,0.16666666666666666,0.0853998243373752,0.2649031294040532
A_to_B,trap,4,7,0.995,1.0000001,3,5,27,score_bin_backoff,7,44,0.16666666666666666,0.0853998243373752,0.2649031294040532
B_to_A,loop,0,0,0.0,0.5,0,5,9469,score_bin_x_persistence,5,9469,0.0005807814149947202,0.00024159613978262835,0.0010386309383850559
B_to_A,loop,0,0,0.0,0.5,1,0,0,score_bin_backoff,5,9469,0.0005807814149947202,0.00024159613978262835,0.0010386309383850559
B_to_A,loop,0,0,0.0,0.5,2,0,0,score_bin_backoff,5,9469,0.0005807814149947202,0.00024159613978262835,0.0010386309383850559
B_to_A,loop,0,0,0.0,0.5,3,0,0,score_bin_backoff,5,9469,0.0005807814149947202,0.00024159613978262835,0.0010386309383850559
B_to_A,loop,0,1,0.5,0.75,0,5,3594,score_bin_x_persistence,5,3594,0.00152990264255911,0.0006366474889981577,0.002735187910622675
B_to_A,loop,0,1,0.5,0.75,1,0,0,score_bin_backoff,5,3594,0.00152990264255911,0.0006366474889981577,0.002735187910622675
B_to_A,loop,0,1,0.5,0.75,2,0,0,score_bin_backoff,5,3594,0.00152990264255911,0.0006366474889981577,0.002735187910622675
B_to_A,loop,0,1,0.5,0.75,3,0,0,score_bin_backoff,5,3594,0.00152990264255911,0.0006366474889981577,0.002735187910622675
B_to_A,loop,0,2,0.75,0.9,0,12,1993,score_bin_x_persistence,12,1993,0.0062688064192577735,0.0036695482196373985,0.009428819125782981
B_to_A,loop,0,2,0.75,0.9,1,0,0,score_bin_backoff,12,1993,0.0062688064192577735,0.0036695482196373985,0.009428819125782981
B_to_A,loop,0,2,0.75,0.9,2,0,0,score_bin_backoff,12,1993,0.0062688064192577735,0.0036695482196373985,0.009428819125782981
B_to_A,loop,0,2,0.75,0.9,3,0,0,score_bin_backoff,12,1993,0.0062688064192577735,0.0036695482196373985,0.009428819125782981
B_to_A,loop,0,3,0.9,0.95,0,13,615,score_bin_x_persistence,13,615,0.021915584415584416,0.01317884295291365,0.03241194603839779
B_to_A,loop,0,3,0.9,0.95,1,0,0,score_bin_backoff,13,615,0.021915584415584416,0.01317884295291365,0.03241194603839779
B_to_A,loop,0,3,0.9,0.95,2,0,0,score_bin_backoff,13,615,0.021915584415584416,0.01317884295291365,0.03241194603839779
B_to_A,loop,0,3,0.9,0.95,3,0,0,score_bin_backoff,13,615,0.021915584415584416,0.01317884295291365,0.03241194603839779
B_to_A,loop,0,4,0.95,0.975,0,0,0,score_bin_backoff,14,286,0.050522648083623695,0.031215013580091183,0.07338666354882585
B_to_A,loop,0,4,0.95,0.975,1,3,164,score_bin_x_persistence,3,164,0.021212121212121213,0.006636551457492438,0.04229835202821095
B_to_A,loop,0,4,0.95,0.975,2,2,51,score_bin_x_persistence,2,51,0.04807692307692308,0.01133420101307254,0.10432606766334339
B_to_A,loop,0,4,0.95,0.975,3,9,71,score_bin_x_persistence,9,71,0.13194444444444445,0.07306961681333292,0.20248506366143076
B_to_A,loop,0,5,0.975,0.99,0,0,0,score_bin_backoff,7,147,0.05067567567567568,0.02494312239963168,0.0832915686278666
B_to_A,loop,0,5,0.975,0.99,1,0,39,score_bin_x_persistence,0,39,0.0125,5.0088683631020654e-05,0.04775556513975534
B_to_A,loop,0,5,0.975,0.99,2,3,58,score_bin_x_persistence,3,58,0.059322033898305086,0.01891781263038619,0.11660763487726573
B_to_A,loop,0,5,0.975,0.99,3,4,50,score_bin_x_persistence,4,50,0.08823529411764706,0.033885190376029564,0.1609455755423717
B_to_A,loop,0,6,0.99,0.995,0,0,0,score_bin_backoff,1,44,0.03333333333333333,0.004013143622806115,0.08544475649250576
B_to_A,loop,0,6,0.99,0.995,1,0,0,score_bin_backoff,1,44,0.03333333333333333,0.004013143622806115,0.08544475649250576
B_to_A,loop,0,6,0.99,0.995,2,0,13,score_bin_backoff,1,44,0.03333333333333333,0.004013143622806115,0.08544475649250576
B_to_A,loop,0,6,0.99,0.995,3,1,31,score_bin_x_persistence,1,31,0.046875,0.005705079520167258,0.11934267015030789
B_to_A,loop,0,7,0.995,1.0000001,0,0,0,score_bin_backoff,0,40,0.012195121951219513,4.8844323351987433e-05,0.046597283133328136
B_to_A,loop,0,7,0.995,1.0000001,1,0,0,score_bin_backoff,0,40,0.012195121951219513,4.8844323351987433e-05,0.046597283133328136
B_to_A,loop,0,7,0.995,1.0000001,2,0,3,score_bin_backoff,0,40,0.012195121951219513,4.8844323351987433e-05,0.046597283133328136
B_to_A,loop,0,7,0.995,1.0000001,3,0,37,score_bin_x_persistence,0,37,0.013157894736842105,5.277781978180592e-05,0.05025386641186694
B_to_A,loop,2,0,0.0,0.5,0,21,9469,score_bin_x_persistence,21,9469,0.0022703273495248153,0.0015299359933030113,0.003129942367153107
B_to_A,loop,2,0,0.0,0.5,1,0,0,score_bin_backoff,21,9469,0.0022703273495248153,0.0015299359933030113,0.003129942367153107
B_to_A,loop,2,0,0.0,0.5,2,0,0,score_bin_backoff,21,9469,0.0022703273495248153,0.0015299359933030113,0.003129942367153107
B_to_A,loop,2,0,0.0,0.5,3,0,0,score_bin_backoff,21,9469,0.0022703273495248153,0.0015299359933030113,0.003129942367153107
B_to_A,loop,2,1,0.5,0.75,0,21,3594,score_bin_x_persistence,21,3594,0.005980528511821975,0.004032974043103584,0.00823984014200828
B_to_A,loop,2,1,0.5,0.75,1,0,0,score_bin_backoff,21,3594,0.005980528511821975,0.004032974043103584,0.00823984014200828
B_to_A,loop,2,1,0.5,0.75,2,0,0,score_bin_backoff,21,3594,0.005980528511821975,0.004032974043103584,0.00823984014200828
B_to_A,loop,2,1,0.5,0.75,3,0,0,score_bin_backoff,21,3594,0.005980528511821975,0.004032974043103584,0.00823984014200828
B_to_A,loop,2,2,0.75,0.9,0,32,1993,score_bin_x_persistence,32,1993,0.01629889669007021,0.011927410806577405,0.021221283418020175
B_to_A,loop,2,2,0.75,0.9,1,0,0,score_bin_backoff,32,1993,0.01629889669007021,0.011927410806577405,0.021221283418020175
B_to_A,loop,2,2,0.75,0.9,2,0,0,score_bin_backoff,32,1993,0.01629889669007021,0.011927410806577405,0.021221283418020175
B_to_A,loop,2,2,0.75,0.9,3,0,0,score_bin_backoff,32,1993,0.01629889669007021,0.011927410806577405,0.021221283418020175
B_to_A,loop,2,3,0.9,0.95,0,33,615,score_bin_x_persistence,33,615,0.05438311688311688,0.04023158074664975,0.07017888683472889
B_to_A,loop,2,3,0.9,0.95,1,0,0,score_bin_backoff,33,615,0.05438311688311688,0.04023158074664975,0.07017888683472889
B_to_A,loop,2,3,0.9,0.95,2,0,0,score_bin_backoff,33,615,0.05438311688311688,0.04023158074664975,0.07017888683472889
B_to_A,loop,2,3,0.9,0.95,3,0,0,score_bin_backoff,33,615,0.05438311688311688,0.04023158074664975,0.07017888683472889
B_to_A,loop,2,4,0.95,0.975,0,0,0,score_bin_backoff,19,286,0.06794425087108014,0.04537726667646651,0.09393322036914233
B_to_A,loop,2,4,0.95,0.975,1,7,164,score_bin_x_persistence,7,164,0.045454545454545456,0.02233426988048839,0.07481773697551232
B_to_A,loop,2,4,0.95,0.975,2,2,51,score_bin_x_persistence,2,51,0.04807692307692308,0.01133420101307254,0.10432606766334339
B_to_A,loop,2,4,0.95,0.975,3,10,71,score_bin_x_persistence,10,71,0.14583333333333334,0.0838896156108341,0.2190092173425674
B_to_A,loop,2,5,0.975,0.99,0,0,0,score_bin_backoff,29,147,0.19932432432432431,0.14788089600175394,0.25540051037277645
B_to_A,loop,2,5,0.975,0.99,1,5,39,score_bin_x_persistence,5,39,0.1375,0.06041638834557977,0.23532032123076074
B_to_A,loop,2,5,0.975,0.99,2,11,58,score_bin_x_persistence,11,58,0.19491525423728814,0.11702147705210568,0.2846460826546351
B_to_A,loop,2,5,0.975,0.99,3,13,50,score_bin_x_persistence,13,50,0.2647058823529412,0.16950615949579048,0.37049249513965116
B_to_A,loop,2,6,0.99,0.995,0,0,0,score_bin_backoff,15,44,0.34444444444444444,0.2331454478245933,0.46369238753994346
B_to_A,loop,2,6,0.99,0.995,1,0,0,score_bin_backoff,15,44,0.34444444444444444,0.2331454478245933,0.46369238753994346
B_to_A,loop,2,6,0.99,0.995,2,3,13,score_bin_backoff,15,44,0.34444444444444444,0.2331454478245933,0.46369238753994346
B_to_A,loop,2,6,0.99,0.995,3,12,31,score_bin_x_persistence,12,31,0.390625,0.2547228887133207,0.5344242018232698
B_to_A,loop,2,7,0.995,1.0000001,0,0,0,score_bin_backoff,1,40,0.036585365853658534,0.004416116154744698,0.09362918496128572
B_to_A,loop,2,7,0.995,1.0000001,1,0,0,score_bin_backoff,1,40,0.036585365853658534,0.004416116154744698,0.09362918496128572
B_to_A,loop,2,7,0.995,1.0000001,2,0,3,score_bin_backoff,1,40,0.036585365853658534,0.004416116154744698,0.09362918496128572
B_to_A,loop,2,7,0.995,1.0000001,3,1,37,score_bin_x_persistence,1,37,0.039473684210526314,0.0047757818475649486,0.10087511366743494
B_to_A,loop,4,0,0.0,0.5,0,55,9469,score_bin_x_persistence,55,9469,0.005860612460401267,0.00463249561426846,0.007207280714280976
B_to_A,loop,4,0,0.0,0.5,1,0,0,score_bin_backoff,55,9469,0.005860612460401267,0.00463249561426846,0.007207280714280976
B_to_A,loop,4,0,0.0,0.5,2,0,0,score_bin_backoff,55,9469,0.005860612460401267,0.00463249561426846,0.007207280714280976
B_to_A,loop,4,0,0.0,0.5,3,0,0,score_bin_backoff,55,9469,0.005860612460401267,0.00463249561426846,0.007207280714280976
B_to_A,loop,4,1,0.5,0.75,0,40,3594,score_bin_x_persistence,40,3594,0.011265646731571627,0.008533299935500387,0.014306791164632838
B_to_A,loop,4,1,0.5,0.75,1,0,0,score_bin_backoff,40,3594,0.011265646731571627,0.008533299935500387,0.014306791164632838
B_to_A,loop,4,1,0.5,0.75,2,0,0,score_bin_backoff,40,3594,0.011265646731571627,0.008533299935500387,0.014306791164632838
B_to_A,loop,4,1,0.5,0.75,3,0,0,score_bin_backoff,40,3594,0.011265646731571627,0.008533299935500387,0.014306791164632838
B_to_A,loop,4,2,0.75,0.9,0,55,1993,score_bin_x_persistence,55,1993,0.027833500501504512,0.022056545016343687,0.034148598678630133
B_to_A,loop,4,2,0.75,0.9,1,0,0,score_bin_backoff,55,1993,0.027833500501504512,0.022056545016343687,0.034148598678630133
B_to_A,loop,4,2,0.75,0.9,2,0,0,score_bin_backoff,55,1993,0.027833500501504512,0.022056545016343687,0.034148598678630133
B_to_A,loop,4,2,0.75,0.9,3,0,0,score_bin_backoff,55,1993,0.027833500501504512,0.022056545016343687,0.034148598678630133
B_to_A,loop,4,3,0.9,0.95,0,47,615,score_bin_x_persistence,47,615,0.07711038961038962,0.06025810366035915,0.09552380751543577
B_to_A,loop,4,3,0.9,0.95,1,0,0,score_bin_backoff,47,615,0.07711038961038962,0.06025810366035915,0.09552380751543577
B_to_A,loop,4,3,0.9,0.95,2,0,0,score_bin_backoff,47,615,0.07711038961038962,0.06025810366035915,0.09552380751543577
B_to_A,loop,4,3,0.9,0.95,3,0,0,score_bin_backoff,47,615,0.07711038961038962,0.06025810366035915,0.09552380751543577
B_to_A,loop,4,4,0.95,0.975,0,0,0,score_bin_backoff,32,286,0.1132404181184669,0.08412809183113953,0.1454194796755518
B_to_A,loop,4,4,0.95,0.975,1,19,164,score_bin_x_persistence,19,164,0.11818181818181818,0.07975152211835168,0.16188148728958646
B_to_A,loop,4,4,0.95,0.975,2,3,51,score_bin_x_persistence,3,51,0.0673076923076923,0.02155189834599779,0.13189878891013065
B_to_A,loop,4,4,0.95,0.975,3,10,71,score_bin_x_persistence,10,71,0.14583333333333334,0.0838896156108341,0.2190092173425674
B_to_A,loop,4,5,0.975,0.99,0,0,0,score_bin_backoff,34,147,0.23310810810810811,0.1782362592971901,0.29209322815716954
B_to_A,loop,4,5,0.975,0.99,1,5,39,score_bin_x_persistence,5,39,0.1375,0.06041638834557977,0.23532032123076074
B_to_A,loop,4,5,0.975,0.99,2,14,58,score_bin_x_persistence,14,58,0.2457627118644068,0.1594296837133911,0.34196965032362425
B_to_A,loop,4,5,0.975,0.99,3,15,50,score_bin_x_persistence,15,50,0.30392156862745096,0.20346567019548353,0.41320408421326604
B_to_A,loop,4,6,0.99,0.995,0,0,0,score_bin_backoff,19,44,0.43333333333333335,0.3147150691120565,0.5553598842231824
B_to_A,loop,4,6,0.99,0.995,1,0,0,score_bin_backoff,19,44,0.43333333333333335,0.3147150691120565,0.5553598842231824
B_to_A,loop,4,6,0.99,0.995,2,5,13,score_bin_backoff,19,44,0.43333333333333335,0.3147150691120565,0.5553598842231824
B_to_A,loop,4,6,0.99,0.995,3,14,31,score_bin_x_persistence,14,31,0.453125,0.31204023883833193,0.5975952985405242
B_to_A,loop,4,7,0.995,1.0000001,0,0,0,score_bin_backoff,3,40,0.08536585365853659,0.02758892360413549,0.16611258580347849
B_to_A,loop,4,7,0.995,1.0000001,1,0,0,score_bin_backoff,3,40,0.08536585365853659,0.02758892360413549,0.16611258580347849
B_to_A,loop,4,7,0.995,1.0000001,2,0,3,score_bin_backoff,3,40,0.08536585365853659,0.02758892360413549,0.16611258580347849
B_to_A,loop,4,7,0.995,1.0000001,3,3,37,score_bin_x_persistence,3,37,0.09210526315789473,0.029871161359502907,0.17875057520795157
B_to_A,static,0,0,0.0,0.5,0,0,8215,score_bin_x_persistence,0,8215,6.085686465433301e-05,2.39319529392135e-07,0.0002337731526229899
B_to_A,static,0,0,0.0,0.5,1,0,0,score_bin_backoff,0,8215,6.085686465433301e-05,2.39319529392135e-07,0.0002337731526229899
B_to_A,static,0,0,0.0,0.5,2,0,0,score_bin_backoff,0,8215,6.085686465433301e-05,2.39319529392135e-07,0.0002337731526229899
B_to_A,static,0,0,0.0,0.5,3,0,0,score_bin_backoff,0,8215,6.085686465433301e-05,2.39319529392135e-07,0.0002337731526229899
B_to_A,static,0,1,0.5,0.75,0,26,3934,score_bin_x_persistence,26,3934,0.0067344345616264295,0.004741799673628265,0.009011590170690196
B_to_A,static,0,1,0.5,0.75,1,0,0,score_bin_backoff,26,3934,0.0067344345616264295,0.004741799673628265,0.009011590170690196
B_to_A,static,0,1,0.5,0.75,2,0,0,score_bin_backoff,26,3934,0.0067344345616264295,0.004741799673628265,0.009011590170690196
B_to_A,static,0,1,0.5,0.75,3,0,0,score_bin_backoff,26,3934,0.0067344345616264295,0.004741799673628265,0.009011590170690196
B_to_A,static,0,2,0.75,0.9,0,62,1770,score_bin_x_persistence,62,1770,0.035290796160361376,0.028391200083525886,0.04278681930633648
B_to_A,static,0,2,0.75,0.9,1,0,0,score_bin_backoff,62,1770,0.035290796160361376,0.028391200083525886,0.04278681930633648
B_to_A,static,0,2,0.75,0.9,2,0,0,score_bin_backoff,62,1770,0.035290796160361376,0.028391200083525886,0.04278681930633648
B_to_A,static,0,2,0.75,0.9,3,0,0,score_bin_backoff,62,1770,0.035290796160361376,0.028391200083525886,0.04278681930633648
B_to_A,static,0,3,0.9,0.95,0,25,448,score_bin_x_persistence,25,448,0.05679287305122494,0.04003522496084757,0.0757938773257971
B_to_A,static,0,3,0.9,0.95,1,0,0,score_bin_backoff,25,448,0.05679287305122494,0.04003522496084757,0.0757938773257971
B_to_A,static,0,3,0.9,0.95,2,0,0,score_bin_backoff,25,448,0.05679287305122494,0.04003522496084757,0.0757938773257971
B_to_A,static,0,3,0.9,0.95,3,0,0,score_bin_backoff,25,448,0.05679287305122494,0.04003522496084757,0.0757938773257971
B_to_A,static,0,4,0.95,0.975,0,0,0,score_bin_backoff,18,250,0.07370517928286853,0.048690652973544565,0.10258104419458548
B_to_A,static,0,4,0.95,0.975,1,5,153,score_bin_x_persistence,5,153,0.03571428571428571,0.015060055423318302,0.06318204691735989
B_to_A,static,0,4,0.95,0.975,2,0,57,score_bin_x_persistence,0,57,0.008620689655172414,3.4340916553496246e-05,0.032992598305900754
B_to_A,static,0,4,0.95,0.975,3,13,40,score_bin_x_persistence,13,40,0.32926829268292684,0.21478655764823415,0.4533342865868909
B_to_A,static,0,5,0.975,0.99,0,0,0,score_bin_backoff,7,156,0.04777070063694268,0.023490458937989737,0.07857991675810504
B_to_A,static,0,5,0.975,0.99,1,0,44,score_bin_x_persistence,0,44,0.011111111111111112,4.4429263473375324e-05,0.04247623154155226
B_to_A,static,0,5,0.975,0.99,2,0,51,score_bin_x_persistence,0,51,0.009615384615384616,3.836114866473124e-05,0.036783072430985955
B_to_A,static,0,5,0.975,0.99,3,7,61,score_bin_x_persistence,7,61,0.12096774193548387,0.06098832034747812,0.19489599619107476
