cohort,quantity,layer,layer_group,step,mean,std,n
development_main,token_entropy,L15,back,6,3.455019235610962,0.005528351757675409,221781
development_main,token_entropy,L15,back,7,3.454117774963379,0.005703475791960955,221781
development_main,token_entropy,L15,back,8,3.452681541442871,0.0060464791022241116,221781
development_main,token_entropy,L15,back,9,3.450019359588623,0.0065140994265675545,221781
development_main,load_entropy,L2,front,0,3.4578559398651123,0.006362421903759241,221781
development_main,load_entropy,L2,front,1,3.4578323364257812,0.006243727169930935,221781
development_main,load_entropy,L2,front,2,3.457897663116455,0.006347377318888903,221781
development_main,load_entropy,L2,front,3,3.457937479019165,0.006306412164121866,221781
development_main,load_entropy,L2,front,4,3.4579977989196777,0.006305804010480642,221781
development_main,load_entropy,L2,front,5,3.458040475845337,0.006207035854458809,221781
development_main,load_entropy,L2,front,6,3.458052158355713,0.006185570731759071,221781
development_main,load_entropy,L2,front,7,3.4580724239349365,0.006138748023658991,221781
development_main,load_entropy,L2,front,8,3.457965850830078,0.005981557071208954,221781
development_main,load_entropy,L2,front,9,3.45776629447937,0.0056799896992743015,221781
development_main,load_entropy,L3,front,0,3.458407402038574,0.0058454107493162155,221781
development_main,load_entropy,L3,front,1,3.4584479331970215,0.006071021314710379,221781
development_main,load_entropy,L3,front,2,3.45841646194458,0.006084658671170473,221781
development_main,load_entropy,L3,front,3,3.4584031105041504,0.00616441247984767,221781
development_main,load_entropy,L3,front,4,3.4584133625030518,0.006172358989715576,221781
development_main,load_entropy,L3,front,5,3.4583680629730225,0.006122405640780926,221781
development_main,load_entropy,L3,front,6,3.4583497047424316,0.006077737547457218,221781
development_main,load_entropy,L3,front,7,3.458221435546875,0.00592033751308918,221781
development_main,load_entropy,L3,front,8,3.4581058025360107,0.005725715775042772,221781
development_main,load_entropy,L3,front,9,3.4577198028564453,0.005428221542388201,221781
development_main,load_entropy,L4,front,0,3.458475112915039,0.0062672789208590984,221781
development_main,load_entropy,L4,front,1,3.4584741592407227,0.006295917555689812,221781
development_main,load_entropy,L4,front,2,3.4584593772888184,0.006207576021552086,221781
development_main,load_entropy,L4,front,3,3.4584598541259766,0.006214199587702751,221781
development_main,load_entropy,L4,front,4,3.458434820175171,0.006144567858427763,221781
development_main,load_entropy,L4,front,5,3.458372116088867,0.006067630834877491,221781
development_main,load_entropy,L4,front,6,3.4583418369293213,0.006087686400860548,221781
development_main,load_entropy,L4,front,7,3.458205223083496,0.006023171823471785,221781
development_main,load_entropy,L4,front,8,3.458048105239868,0.005779157858341932,221781
development_main,load_entropy,L4,front,9,3.4575963020324707,0.005235870834439993,221781
development_main,load_entropy,L5,front,0,3.4584007263183594,0.006109306588768959,221781
development_main,load_entropy,L5,front,1,3.458312511444092,0.0060399374924600124,221781
development_main,load_entropy,L5,front,2,3.458254814147949,0.006037294398993254,221781
development_main,load_entropy,L5,front,3,3.45823335647583,0.006057237274944782,221781
development_main,load_entropy,L5,front,4,3.4582011699676514,0.006012420170009136,221781
development_main,load_entropy,L5,front,5,3.458176374435425,0.00597424665465951,221781
development_main,load_entropy,L5,front,6,3.458137273788452,0.0058767530135810375,221781
development_main,load_entropy,L5,front,7,3.4580044746398926,0.005802323576062918,221781
development_main,load_entropy,L5,front,8,3.4577887058258057,0.0055772168561816216,221781
development_main,load_entropy,L5,front,9,3.4571926593780518,0.005308225285261869,221781
development_main,load_entropy,L12,back,0,3.4583895206451416,0.006092773750424385,221781
development_main,load_entropy,L12,back,1,3.458366870880127,0.006048658862709999,221781
development_main,load_entropy,L12,back,2,3.4583353996276855,0.005968144629150629,221781
development_main,load_entropy,L12,back,3,3.4582836627960205,0.005889303050935268,221781
development_main,load_entropy,L12,back,4,3.458218574523926,0.00581294484436512,221781
development_main,load_entropy,L12,back,5,3.458097219467163,0.0057109808549284935,221781
development_main,load_entropy,L12,back,6,3.4580039978027344,0.005594720598310232,221781
development_main,load_entropy,L12,back,7,3.4578347206115723,0.0054128291085362434,221781
development_main,load_entropy,L12,back,8,3.457592010498047,0.005225998815149069,221781
development_main,load_entropy,L12,back,9,3.4570024013519287,0.004977236036211252,221781
development_main,load_entropy,L13,back,0,3.4582600593566895,0.005989604163914919,221781
development_main,load_entropy,L13,back,1,3.458268880844116,0.005949719343334436,221781
development_main,load_entropy,L13,back,2,3.458233118057251,0.005886418279260397,221781
development_main,load_entropy,L13,back,3,3.4581642150878906,0.005827884189784527,221781
development_main,load_entropy,L13,back,4,3.4580860137939453,0.005750538781285286,221781
development_main,load_entropy,L13,back,5,3.4579854011535645,0.0056490227580070496,221781
development_main,load_entropy,L13,back,6,3.457817316055298,0.005521513056010008,221781
development_main,load_entropy,L13,back,7,3.457585334777832,0.005339564755558968,221781
development_main,load_entropy,L13,back,8,3.457245349884033,0.005110614467412233,221781
development_main,load_entropy,L13,back,9,3.4564974308013916,0.00483759306371212,221781
development_main,load_entropy,L14,back,0,3.4583349227905273,0.006075436249375343,221781
development_main,load_entropy,L14,back,1,3.458310842514038,0.006034225691109896,221781
development_main,load_entropy,L14,back,2,3.458270788192749,0.005957462824881077,221781
development_main,load_entropy,L14,back,3,3.4582271575927734,0.005896763876080513,221781
development_main,load_entropy,L14,back,4,3.458127975463867,0.005807647481560707,221781
development_main,load_entropy,L14,back,5,3.458030939102173,0.005720800254493952,221781
development_main,load_entropy,L14,back,6,3.4579012393951416,0.005618393886834383,221781
development_main,load_entropy,L14,back,7,3.457695245742798,0.005492033902555704,221781
development_main,load_entropy,L14,back,8,3.4573678970336914,0.005310981068760157,221781
development_main,load_entropy,L14,back,9,3.4566843509674072,0.0050959400832653046,221781
development_main,load_entropy,L15,back,0,3.4581141471862793,0.006024782545864582,221781
development_main,load_entropy,L15,back,1,3.458087205886841,0.0059853363782167435,221781
development_main,load_entropy,L15,back,2,3.4580283164978027,0.00590470852330327,221781
development_main,load_entropy,L15,back,3,3.457940101623535,0.005806921049952507,221781
development_main,load_entropy,L15,back,4,3.457787275314331,0.005698974709957838,221781
development_main,load_entropy,L15,back,5,3.4575793743133545,0.005563280079513788,221781
development_main,load_entropy,L15,back,6,3.4572947025299072,0.005433638580143452,221781
development_main,load_entropy,L15,back,7,3.456768274307251,0.00527728209272027,221781
development_main,load_entropy,L15,back,8,3.456019639968872,0.0051097082905471325,221781
development_main,load_entropy,L15,back,9,3.4548070430755615,0.005009497050195932,221781
development_main,token_differentiation,L2,front,0,0.004015680868178606,0.001457493519410491,221781
development_main,token_differentiation,L2,front,1,0.00391545332968235,0.0014086241135373712,221781
development_main,token_differentiation,L2,front,2,0.003954869695007801,0.001428713439963758,221781
development_main,token_differentiation,L2,front,3,0.004019622690975666,0.001448951312340796,221781
development_main,token_differentiation,L2,front,4,0.0040203589014709,0.0014557040994986892,221781
development_main,token_differentiation,L2,front,5,0.004016014747321606,0.0014796965988352895,221781
development_main,token_differentiation,L2,front,6,0.00389657961204648,0.0015018112026154995,221781
development_main,token_differentiation,L2,front,7,0.0037023366894572973,0.0015360844554379582,221781
development_main,token_differentiation,L2,front,8,0.0035029680002480745,0.0015616683522239327,221781
development_main,token_differentiation,L2,front,9,0.0032654127571731806,0.0015142137417569757,221781
development_main,token_differentiation,L3,front,0,0.0033461288549005985,0.0013635159702971578,221781
development_main,token_differentiation,L3,front,1,0.0033986817579716444,0.0013869646936655045,221781
development_main,token_differentiation,L3,front,2,0.0034664864651858807,0.001401547691784799,221781
development_main,token_differentiation,L3,front,3,0.0035801827907562256,0.001432884018868208,221781
development_main,token_differentiation,L3,front,4,0.003660697489976883,0.0014452324248850346,221781
development_main,token_differentiation,L3,front,5,0.003723888425156474,0.0014769379049539566,221781
development_main,token_differentiation,L3,front,6,0.0036898504476994276,0.001509839785285294,221781
development_main,token_differentiation,L3,front,7,0.0036417394876480103,0.0016239400720223784,221781
development_main,token_differentiation,L3,front,8,0.003666534321382642,0.0018566087819635868,221781
development_main,token_differentiation,L3,front,9,0.003739090170711279,0.001960619119927287,221781
development_main,token_differentiation,L4,front,0,0.0029121043626219034,0.001025805831886828,221781
development_main,token_differentiation,L4,front,1,0.002942256862297654,0.0010495866881683469,221781
development_main,token_differentiation,L4,front,2,0.003146304050460458,0.001132553443312645,221781
development_main,token_differentiation,L4,front,3,0.0033385613933205605,0.0012079711304977536,221781
development_main,token_differentiation,L4,front,4,0.0035296324640512466,0.0012816127855330706,221781
development_main,token_differentiation,L4,front,5,0.003696461208164692,0.0013722615549340844,221781
development_main,token_differentiation,L4,front,6,0.0038183066062629223,0.0014884239062666893,221781
development_main,token_differentiation,L4,front,7,0.0038875516038388014,0.0016564783873036504,221781
development_main,token_differentiation,L4,front,8,0.004025121219456196,0.0019236811203882098,221781
development_main,token_differentiation,L4,front,9,0.004231543745845556,0.002122840378433466,221781
development_main,token_differentiation,L5,front,0,0.003979980479925871,0.001317684887908399,221781
development_main,token_differentiation,L5,front,1,0.004007537383586168,0.0013515814207494259,221781
development_main,token_differentiation,L5,front,2,0.0042449673637747765,0.0014648666838184,221781
development_main,token_differentiation,L5,front,3,0.0045048752799630165,0.0015965765342116356,221781
development_main,token_differentiation,L5,front,4,0.004752710461616516,0.0017278941813856363,221781
development_main,token_differentiation,L5,front,5,0.004956950433552265,0.0019057134632021189,221781
development_main,token_differentiation,L5,front,6,0.005092770326882601,0.00218776473775506,221781
development_main,token_differentiation,L5,front,7,0.005335294641554356,0.0028363780584186316,221781
development_main,token_differentiation,L5,front,8,0.005770952440798283,0.003956410568207502,221781
development_main,token_differentiation,L5,front,9,0.006305586080998182,0.004808829165995121,221781
development_main,token_differentiation,L12,back,0,0.0018419899279251695,0.0011228818912059069,221781
development_main,token_differentiation,L12,back,1,0.0019160271622240543,0.001186652691103518,221781
development_main,token_differentiation,L12,back,2,0.002051991643384099,0.0012908283388242126,221781
development_main,token_differentiation,L12,back,3,0.0022248425520956516,0.0014152079820632935,221781
development_main,token_differentiation,L12,back,4,0.0024183173663914204,0.0015501113375648856,221781
development_main,token_differentiation,L12,back,5,0.0026551915798336267,0.0017192596569657326,221781
development_main,token_differentiation,L12,back,6,0.002917790785431862,0.001914912834763527,221781
development_main,token_differentiation,L12,back,7,0.003284805454313755,0.0021967333741486073,221781
development_main,token_differentiation,L12,back,8,0.003826150670647621,0.002569085219874978,221781
development_main,token_differentiation,L12,back,9,0.004674586467444897,0.002993105910718441,221781
development_main,token_differentiation,L13,back,0,0.0020252889953553677,0.0011579804122447968,221781
development_main,token_differentiation,L13,back,1,0.002100385958328843,0.001238201279193163,221781
development_main,token_differentiation,L13,back,2,0.0022497521713376045,0.0013667830498889089,221781
development_main,token_differentiation,L13,back,3,0.002444034442305565,0.0015199636109173298,221781
development_main,token_differentiation,L13,back,4,0.002649355446919799,0.0016795024275779724,221781
development_main,token_differentiation,L13,back,5,0.002917434088885784,0.0018774716882035136,221781
development_main,token_differentiation,L13,back,6,0.00321920751594007,0.0020995039958506823,221781
development_main,token_differentiation,L13,back,7,0.0036426959559321404,0.0024125194177031517,221781
development_main,token_differentiation,L13,back,8,0.004254800733178854,0.0028127648402005434,221781
development_main,token_differentiation,L13,back,9,0.005190061405301094,0.0032618797849863768,221781
development_main,token_differentiation,L14,back,0,0.0017879995284602046,0.0010550800943747163,221781
development_main,token_differentiation,L14,back,1,0.0018356438959017396,0.001114338869228959,221781
development_main,token_differentiation,L14,back,2,0.0019608784932643175,0.0012118639424443245,221781
development_main,token_differentiation,L14,back,3,0.0021203309297561646,0.0013307682238519192,221781
development_main,token_differentiation,L14,back,4,0.002294324105605483,0.0014539824333041906,221781
development_main,token_differentiation,L14,back,5,0.0025201747193932533,0.0016188571462407708,221781
development_main,token_differentiation,L14,back,6,0.0027979561127722263,0.0018177791498601437,221781
development_main,token_differentiation,L14,back,7,0.003217508317902684,0.0021181022748351097,221781
development_main,token_differentiation,L14,back,8,0.0038702574092894793,0.0025327452458441257,221781
development_main,token_differentiation,L14,back,9,0.004924521315842867,0.0030102981254458427,221781
development_main,token_differentiation,L15,back,0,0.002210945589467883,0.001613677479326725,221781
development_main,token_differentiation,L15,back,1,0.002307836664840579,0.0017205836484208703,221781
development_main,token_differentiation,L15,back,2,0.0024913002271205187,0.0018891108920797706,221781
development_main,token_differentiation,L15,back,3,0.002719422336667776,0.002089067595079541,221781
development_main,token_differentiation,L15,back,4,0.002959413919597864,0.0022871566470712423,221781
development_main,token_differentiation,L15,back,5,0.0032615382224321365,0.002512145321816206,221781
development_main,token_differentiation,L15,back,6,0.003599561983719468,0.002752895699813962,221781
development_main,token_differentiation,L15,back,7,0.0039961813017725945,0.002966684987768531,221781
development_main,token_differentiation,L15,back,8,0.004556961823254824,0.0031475061550736427,221781
development_main,token_differentiation,L15,back,9,0.005549309775233269,0.003336780471727252,221781
development_main,action_consensus,L2,front,0,0.9995478391647339,0.0019533380400389433,221781
development_main,action_consensus,L2,front,1,0.9995497465133667,0.001893250155262649,221781
development_main,action_consensus,L2,front,2,0.999521017074585,0.0018917113775387406,221781
development_main,action_consensus,L2,front,3,0.9994984269142151,0.001907598809339106,221781
development_main,action_consensus,L2,front,4,0.9994931817054749,0.0019039863254874945,221781
development_main,action_consensus,L2,front,5,0.999508798122406,0.0019202546682208776,221781
development_main,action_consensus,L2,front,6,0.9995604753494263,0.0019107772968709469,221781
development_main,action_consensus,L2,front,7,0.9996274709701538,0.0018815438961610198,221781
development_main,action_consensus,L2,front,8,0.9996857047080994,0.0018411886412650347,221781
development_main,action_consensus,L2,front,9,0.9997361302375793,0.0017574416706338525,221781
development_main,action_consensus,L3,front,0,0.9997811913490295,0.001808322500437498,221781
development_main,action_consensus,L3,front,1,0.9997538328170776,0.0018156482838094234,221781
development_main,action_consensus,L3,front,2,0.9997104406356812,0.001813842449337244,221781
development_main,action_consensus,L3,front,3,0.9996509552001953,0.0018245566170662642,221781
development_main,action_consensus,L3,front,4,0.9996190071105957,0.0018386209849268198,221781
development_main,action_consensus,L3,front,5,0.9996097087860107,0.0018688971176743507,221781
development_main,action_consensus,L3,front,6,0.9996263980865479,0.0018735615303739905,221781
development_main,action_consensus,L3,front,7,0.9996276497840881,0.0018767440924420953,221781
development_main,action_consensus,L3,front,8,0.9995758533477783,0.00190181122161448,221781
development_main,action_consensus,L3,front,9,0.999534547328949,0.001931359525769949,221781
development_main,action_consensus,L4,front,0,0.9998371601104736,0.0015641991049051285,221781
development_main,action_consensus,L4,front,1,0.9998157620429993,0.0015645867679268122,221781
development_main,action_consensus,L4,front,2,0.999733030796051,0.0016103446250781417,221781
development_main,action_consensus,L4,front,3,0.9996482729911804,0.0016469588736072183,221781
development_main,action_consensus,L4,front,4,0.9995852708816528,0.001702761510387063,221781
development_main,action_consensus,L4,front,5,0.9995489716529846,0.0017746700905263424,221781
development_main,action_consensus,L4,front,6,0.999545156955719,0.0018600912299007177,221781
development_main,action_consensus,L4,front,7,0.9995415806770325,0.0019338196143507957,221781
development_main,action_consensus,L4,front,8,0.9994736909866333,0.0020154027733951807,221781
development_main,action_consensus,L4,front,9,0.9993722438812256,0.0020868016872555017,221781
development_main,action_consensus,L5,front,0,0.9994843006134033,0.001846272381953895,221781
development_main,action_consensus,L5,front,1,0.9994692206382751,0.001853460562415421,221781
development_main,action_consensus,L5,front,2,0.9994101524353027,0.0019448022358119488,221781
development_main,action_consensus,L5,front,3,0.9993427991867065,0.0020443673711270094,221781
development_main,action_consensus,L5,front,4,0.9992616772651672,0.002125340513885021,221781
development_main,action_consensus,L5,front,5,0.9991569519042969,0.002176182810217142,221781
development_main,action_consensus,L5,front,6,0.9990453124046326,0.002217493485659361,221781
development_main,action_consensus,L5,front,7,0.9988651275634766,0.0023631372023373842,221781
development_main,action_consensus,L5,front,8,0.9985207319259644,0.002652860479429364,221781
development_main,action_consensus,L5,front,9,0.9981070756912231,0.002891368232667446,221781
development_main,action_consensus,L12,back,0,0.9999460577964783,0.0011530740885064006,221781
development_main,action_consensus,L12,back,1,0.9999389052391052,0.001200895057991147,221781
development_main,action_consensus,L12,back,2,0.9999216794967651,0.001281602424569428,221781
development_main,action_consensus,L12,back,3,0.9998980760574341,0.0013804654590785503,221781
development_main,action_consensus,L12,back,4,0.9998721480369568,0.0014903550036251545,221781
development_main,action_consensus,L12,back,5,0.9998388290405273,0.0016250225016847253,221781
development_main,action_consensus,L12,back,6,0.999799907207489,0.0017755920998752117,221781
development_main,action_consensus,L12,back,7,0.9997227191925049,0.00197116332128644,221781
development_main,action_consensus,L12,back,8,0.9995547533035278,0.002204233780503273,221781
development_main,action_consensus,L12,back,9,0.9992064237594604,0.002451654989272356,221781
development_main,action_consensus,L13,back,0,0.9999271035194397,0.0012324305716902018,221781
development_main,action_consensus,L13,back,1,0.9999138116836548,0.0012800446711480618,221781
development_main,action_consensus,L13,back,2,0.9998869299888611,0.001365820993669331,221781
development_main,action_consensus,L13,back,3,0.9998517036437988,0.0014736209996044636,221781
development_main,action_consensus,L13,back,4,0.9998133182525635,0.0015862466534599662,221781
development_main,action_consensus,L13,back,5,0.9997577667236328,0.001725897309370339,221781
development_main,action_consensus,L13,back,6,0.9996854066848755,0.001875351183116436,221781
development_main,action_consensus,L13,back,7,0.999578595161438,0.002082845661789179,221781
development_main,action_consensus,L13,back,8,0.9993599653244019,0.002319375053048134,221781
development_main,action_consensus,L13,back,9,0.9989075064659119,0.002540680579841137,221781
development_main,action_consensus,L14,back,0,0.9999489188194275,0.0011097772512584925,221781
development_main,action_consensus,L14,back,1,0.9999438524246216,0.001145457150414586,221781
development_main,action_consensus,L14,back,2,0.9999269843101501,0.0012192344292998314,221781
development_main,action_consensus,L14,back,3,0.9999047517776489,0.0013111267471686006,221781
development_main,action_consensus,L14,back,4,0.9998800754547119,0.0014092453056946397,221781
development_main,action_consensus,L14,back,5,0.999846339225769,0.0015370695618912578,221781
development_main,action_consensus,L14,back,6,0.9998024702072144,0.0016914012376219034,221781
development_main,action_consensus,L14,back,7,0.9997231960296631,0.0019147890852764249,221781
development_main,action_consensus,L14,back,8,0.9995447993278503,0.002202735748142004,221781
development_main,action_consensus,L14,back,9,0.9991055130958557,0.002487177262082696,221781
development_main,action_consensus,L15,back,0,0.9998716115951538,0.0014085563598200679,221781
development_main,action_consensus,L15,back,1,0.9998481869697571,0.0014675918500870466,221781
development_main,action_consensus,L15,back,2,0.999807596206665,0.0015716132475063205,221781
development_main,action_consensus,L15,back,3,0.9997534155845642,0.001694985432550311,221781
development_main,action_consensus,L15,back,4,0.9996828436851501,0.001810029149055481,221781
development_main,action_consensus,L15,back,5,0.9995782971382141,0.0019349574577063322,221781
development_main,action_consensus,L15,back,6,0.999437689781189,0.0020528356544673443,221781
development_main,action_consensus,L15,back,7,0.9992907047271729,0.002179550239816308,221781
development_main,action_consensus,L15,back,8,0.9991192817687988,0.002348992507904768,221781
development_main,action_consensus,L15,back,9,0.9987283945083618,0.0025478950701653957,221781
development_main,state_action_alignment,L2,front,0,0.8849725127220154,0.08075060695409775,221781
development_main,state_action_alignment,L2,front,1,0.8845527172088623,0.08097023516893387,221781
development_main,state_action_alignment,L2,front,2,0.8847419619560242,0.08099513500928879,221781
development_main,state_action_alignment,L2,front,3,0.8847966194152832,0.08103634417057037,221781
development_main,state_action_alignment,L2,front,4,0.884735107421875,0.08095460385084152,221781
development_main,state_action_alignment,L2,front,5,0.8846006393432617,0.08091748505830765,221781
development_main,state_action_alignment,L2,front,6,0.8846744298934937,0.0807308778166771,221781
development_main,state_action_alignment,L2,front,7,0.8849081993103027,0.0805816501379013,221781
development_main,state_action_alignment,L2,front,8,0.8849583864212036,0.08010818064212799,221781
development_main,state_action_alignment,L2,front,9,0.8852882981300354,0.08037805557250977,221781
development_main,state_action_alignment,L3,front,0,0.8959667086601257,0.07987944036722183,221781
development_main,state_action_alignment,L3,front,1,0.8960557579994202,0.07981132715940475,221781
development_main,state_action_alignment,L3,front,2,0.8958228826522827,0.07993557304143906,221781
development_main,state_action_alignment,L3,front,3,0.8959342241287231,0.07981506735086441,221781
development_main,state_action_alignment,L3,front,4,0.8957836627960205,0.07981252670288086,221781
development_main,state_action_alignment,L3,front,5,0.895737886428833,0.07982687652111053,221781
development_main,state_action_alignment,L3,front,6,0.8956347107887268,0.07985283434391022,221781
development_main,state_action_alignment,L3,front,7,0.895250141620636,0.08015570789575577,221781
development_main,state_action_alignment,L3,front,8,0.8954147696495056,0.0801815390586853,221781
development_main,state_action_alignment,L3,front,9,0.895737886428833,0.08020933717489243,221781
development_main,state_action_alignment,L4,front,0,0.893474280834198,0.07449518144130707,221781
development_main,state_action_alignment,L4,front,1,0.8933367729187012,0.07454164326190948,221781
development_main,state_action_alignment,L4,front,2,0.8929978609085083,0.07471399754285812,221781
development_main,state_action_alignment,L4,front,3,0.8929860591888428,0.07460532337427139,221781
development_main,state_action_alignment,L4,front,4,0.8927789926528931,0.07461138069629669,221781
development_main,state_action_alignment,L4,front,5,0.8924193382263184,0.07464791089296341,221781
development_main,state_action_alignment,L4,front,6,0.8925884366035461,0.0745609849691391,221781
development_main,state_action_alignment,L4,front,7,0.8924479484558105,0.07463739812374115,221781
development_main,state_action_alignment,L4,front,8,0.8916516304016113,0.07501739263534546,221781
development_main,state_action_alignment,L4,front,9,0.8903191089630127,0.07576681673526764,221781
development_main,state_action_alignment,L5,front,0,0.8720777630805969,0.12172213196754456,221781
development_main,state_action_alignment,L5,front,1,0.8715300559997559,0.12202072888612747,221781
development_main,state_action_alignment,L5,front,2,0.8713670372962952,0.12200047820806503,221781
development_main,state_action_alignment,L5,front,3,0.871066689491272,0.12208527326583862,221781
development_main,state_action_alignment,L5,front,4,0.8705675601959229,0.1223527267575264,221781
development_main,state_action_alignment,L5,front,5,0.8705626130104065,0.1222786083817482,221781
development_main,state_action_alignment,L5,front,6,0.8704116940498352,0.12237763404846191,221781
development_main,state_action_alignment,L5,front,7,0.8701770305633545,0.12241916358470917,221781
development_main,state_action_alignment,L5,front,8,0.8695493936538696,0.12283799797296524,221781
development_main,state_action_alignment,L5,front,9,0.8692312240600586,0.12300284206867218,221781
