cohort,layer,step,mobility,noise_floor,observation_spread,remainder,remainder_share,observation_over_noise
development_main,L3,8,0.0362637005746364,0.0236995220184326,0.0154801756143569,0.012564178556203797,0.34646708298136153,0.653185140287513
development_main,L3,9,0.0385267473757267,0.0214559789746999,0.0183097161352634,0.0170707684010268,0.4430887516806577,0.8533619536472115
development_main,L4,0,0.0349266789853572,0.0322220958769321,0.0090023819357156,0.0027045831084250987,0.0774360227480826,0.2793853624574568
development_main,L4,1,0.034371618181467,0.0313031040132045,0.0094830254092812,0.0030685141682625025,0.08927464956878374,0.3029420151203217
development_main,L4,2,0.0348736569285392,0.0312768556177616,0.010228032246232,0.0035968013107776017,0.10313805971504307,0.32701600094427885
development_main,L4,3,0.0352031961083412,0.0309661366045475,0.0110841793939471,0.0042370595037937026,0.12036008011186673,0.35794518171567274
development_main,L4,4,0.0355508252978324,0.0306793358176946,0.0120127229019999,0.004871489480137797,0.13702887174421857,0.391557463087954
development_main,L4,5,0.0358154848217964,0.029969185590744,0.0131135145202279,0.005846299231052402,0.16323384313073688,0.4375665958796697
development_main,L4,6,0.0358533822000026,0.0287870690226554,0.014320870861411,0.007066313177347201,0.19708916547757907,0.49747582326427486
development_main,L4,7,0.0358362346887588,0.0264084134250879,0.0158035699278116,0.0094278212636709,0.26308068762113124,0.5984293593646282
development_main,L4,8,0.0366975367069244,0.0237097926437854,0.0177016519010067,0.012987744063138996,0.3539132385604607,0.7465966559453019
development_main,L4,9,0.0398511216044425,0.021420732140541,0.0210250671952962,0.0184303894639015,0.4624810725991443,0.9815288785346434
development_main,L5,0,0.0410446897149086,0.0370276384055614,0.0113536212593317,0.004017051309347201,0.09787018338423677,0.3066255842453737
development_main,L5,1,0.0404133088886737,0.0359355844557285,0.0120228212326765,0.004477724432945196,0.11079826314840878,0.3345659021488362
development_main,L5,2,0.0408420115709304,0.0358759760856628,0.0129958791658282,0.0049660354852675975,0.12159135395775192,0.36224461558334503
development_main,L5,3,0.0413464270532131,0.035836074501276,0.0140525633469223,0.005510352551937096,0.13327276247703917,0.39213456112281314
development_main,L5,4,0.0418351478874683,0.0357430465519428,0.0151857426390051,0.006092101335525506,0.14562160391813486,0.42485865375064635
development_main,L5,5,0.0421861037611961,0.0349358953535556,0.0164354983717203,0.007250208407640499,0.17186247985075676,0.47044732088274865
development_main,L5,6,0.0422897636890411,0.0330961346626281,0.0176454931497573,0.009193629026413006,0.2173960841686005,0.5331587307590471
development_main,L5,7,0.0427935980260372,0.0302622616291046,0.0190605223178863,0.012531336396932602,0.2928320350466459,0.6298446081622309
development_main,L5,8,0.0440273433923721,0.0264233779162168,0.0208277497440576,0.017603965476155295,0.3998416465710545,0.7882319138036852
development_main,L5,9,0.047424953430891,0.023202147334814,0.0240597780793905,0.024222806096077003,0.5107607776858478,1.0369634211954881
development_main,L12,0,0.0327241793274879,0.0214750841259956,0.0238458011299371,0.011249095201492296,0.34375484527562156,1.1103938401373592
development_main,L12,1,0.0333283767104148,0.0208259783685207,0.0252171922475099,0.012502398341894105,0.37512773125812704,1.210852705274423
development_main,L12,2,0.0344967991113662,0.0204471051692962,0.0270477123558521,0.014049693942070004,0.4072752923166379,1.3228137739745922
development_main,L12,3,0.0359614752233028,0.0202844012528657,0.0290293749421834,0.0156770739704371,0.4359407914466884,1.4311181572629483
development_main,L12,4,0.0376125499606132,0.019972838461399,0.0310912579298019,0.017639711499214204,0.46898472764239624,1.5566769835890473
development_main,L12,5,0.0396007522940635,0.0197060890495777,0.0333367027342319,0.0198946632444858,0.5023809420779156,1.6916955287455329
development_main,L12,6,0.0417764894664287,0.0191279724240303,0.0357306152582168,0.0226485170423984,0.5421354769552523,1.8679771418599889
development_main,L12,7,0.0447026155889034,0.0182510204613208,0.0385096184909343,0.0264515951275826,0.5917236559676549,2.1099980996978958
development_main,L12,8,0.0488286539912223,0.0172896366566419,0.0419241338968277,0.031539017334580394,0.645912077368547,2.424812893955312
development_main,L12,9,0.0555663630366325,0.0167510230094194,0.046581283211708,0.038815340027213104,0.6985402302040864,2.780802294015984
development_main,L13,0,0.0346578545868396,0.0208426471799612,0.0249054431915283,0.013815207406878399,0.3986169245491715,1.194927063558088
development_main,L13,1,0.0352462008595466,0.0200444348156452,0.0262725800275802,0.015201766043901398,0.4313022587733432,1.3107169281257942
development_main,L13,2,0.0364379957318306,0.0195896923542022,0.0280972234904766,0.016848303377628396,0.46238282428115207,1.4342861022240323
development_main,L13,3,0.0379544906318187,0.0193132478743791,0.0301066096872091,0.018641242757439603,0.4911472251932143,1.5588579343585418
development_main,L13,4,0.0395747646689415,0.0188218168914318,0.0322090983390808,0.020752947777509696,0.5243985138286047,1.711264036031678
development_main,L13,5,0.0416469387710094,0.0183333382010459,0.0345478430390358,0.023313600569963497,0.559791457858415,1.8844273017919275
development_main,L13,6,0.0439589843153953,0.0176494885236024,0.0370931476354599,0.0263094957917929,0.5985009936314384,2.1016556704097
development_main,L13,7,0.0470838956534862,0.0168312415480613,0.0401407331228256,0.030252654105424902,0.6425265727387816,2.384894364934665
development_main,L13,8,0.0514761768281459,0.0160703491419553,0.0439183190464973,0.0354058276861906,0.6878099708996176,2.732878959788033
development_main,L13,9,0.0584518015384674,0.0160692166537046,0.0489776283502578,0.0423825848847628,0.7250860327524828,3.0479163611853153
development_main,L14,0,0.0329310446977615,0.0198972709476947,0.0239685773849487,0.013033773750066802,0.3957898654503596,1.2046163239147982
development_main,L14,1,0.0333311967551708,0.0190779753029346,0.0252187866717576,0.0142532214522362,0.42762405313349694,1.321879616223133
development_main,L14,2,0.0344274751842021,0.0187447145581245,0.0269116126000881,0.015682760626077596,0.4555303734057739,1.4356907125280192
development_main,L14,3,0.035812359303236,0.018565172329545,0.028790371492505,0.017247186973691,0.4815987360020859,1.5507731887135465
development_main,L14,4,0.0373440645635128,0.0182728990912437,0.0307435281574726,0.019071165472269103,0.510687995406442,1.6824658202268943
development_main,L14,5,0.0393036417663097,0.0178259722888469,0.0329661481082439,0.021477669477462803,0.5464549469782984,1.8493323996060338
development_main,L14,6,0.0416577234864234,0.0172221139073371,0.0354572497308254,0.024435609579086304,0.5865805313881367,2.058820997329464
development_main,L14,7,0.0449957139790058,0.0163497254252433,0.0385640412569046,0.0286459885537625,0.6366381599618178,2.3586965685285035
development_main,L14,8,0.0498727262020111,0.0155838644132018,0.0425346307456493,0.0342888617888093,0.687527320041041,2.729402003113957
development_main,L14,9,0.0576270334422588,0.0156536996364593,0.0479237735271453,0.0419733338057995,0.7283618693968689,3.0614982170429044
development_main,L15,0,0.0354557484388351,0.0200026948004961,0.0237220581620931,0.015453053638339001,0.435840570817371,1.1859431141000438
development_main,L15,1,0.0361800156533718,0.0193869080394506,0.0249271411448717,0.016793107613921197,0.4641542384837571,1.2857718772971547
development_main,L15,2,0.0375804901123046,0.0192930158227682,0.0265564396977424,0.018287474289536396,0.48662149521963566,1.3764794442558037
development_main,L15,3,0.0392926707863807,0.0192219782620668,0.0283819623291492,0.0200706925243139,0.5107999054946053,1.4765370110296594
development_main,L15,4,0.0411253273487091,0.0191281959414482,0.0303304139524698,0.021997131407260898,0.5348803967137632,1.5856390244700451
development_main,L15,5,0.0434216372668743,0.0191393159329891,0.0325909666717052,0.0242823213338852,0.5592216890543141,1.7028281881031302
development_main,L15,6,0.0460202172398567,0.0188960377126932,0.035238791257143,0.0271241795271635,0.5893970336079178,1.8648772717823132
development_main,L15,7,0.0492718592286109,0.0182543937116861,0.0386286824941635,0.031017465516924803,0.6295168480046671,2.1161306754019544
development_main,L15,8,0.0540229678153991,0.0177027694880962,0.043133795261383,0.036320198327302905,0.6723103116328595,2.436556341672261
development_main,L15,9,0.0619234442710876,0.0181622076779603,0.0493099167943,0.0437612365931273,0.70669900727017,2.7149737338449893
development_extra,L2,0,0.0409139692783355,0.0381253771483898,0.0054852608591318,0.0027885921299456995,0.06815745768823013,0.14387427140149525
development_extra,L2,1,0.0403555706143379,0.0372703559696674,0.0057314378209412,0.0030852146446705003,0.07645077489188956,0.15378006653882645
development_extra,L2,2,0.0405784957110881,0.0373404808342456,0.0061316830106079,0.0032380148768424988,0.0797963261106722,0.1642100710439815
development_extra,L2,3,0.0405820421874523,0.0370204634964466,0.0066201239824295,0.0035615786910057,0.08776243133734941,0.1788233684071765
development_extra,L2,4,0.040155466645956,0.0366058982908725,0.0072266738861799,0.0035495683550835003,0.08839564451782986,0.19741829113866702
development_extra,L2,5,0.0394851006567478,0.0355341173708438,0.0079297954216599,0.003950983285904,0.1000626367968698,0.22316005035111408
development_extra,L2,6,0.0378027185797691,0.0331296548247337,0.0086390394717454,0.0046730637550354,0.12361713470883245,0.2607645481804335
development_extra,L2,7,0.0356908962130546,0.0296015832573175,0.0094255171716213,0.0060893129557371,0.1706124979150796,0.3184126027884443
development_extra,L2,8,0.0342532508075237,0.0252385456115007,0.0102184554561972,0.009014705196023001,0.2631780921080614,0.4048749723336219
development_extra,L2,9,0.0337887294590473,0.0212521906942129,0.0116645954549312,0.012536538764834397,0.3710272320250741,0.5488655556863388
development_extra,L3,0,0.0379698909819126,0.0346249863505363,0.0062093921005725,0.003344904631376301,0.08809360640433984,0.17933269453769257
development_extra,L3,1,0.0380081199109554,0.0342422686517238,0.006487077102065,0.003765851259231602,0.09908017728985692,0.18944647529183006
development_extra,L3,2,0.0379822328686714,0.0336001105606555,0.0068941586650907,0.004382122308015907,0.1153729514314673,0.2051826184513663
development_extra,L3,3,0.0384782180190086,0.033688049763441,0.0073797181248664,0.004790168255567599,0.12449038708604465,0.21906041390603231
development_extra,L3,4,0.0385343432426452,0.0332791246473789,0.0079793343320488,0.0052552185952663005,0.13637753113307127,0.23976995839273857
development_extra,L3,5,0.0386747755110263,0.0326449908316135,0.0086971297860145,0.0060297846794128,0.15591001110513725,0.26641544581449766
development_extra,L3,6,0.0382533892989158,0.0307753235101699,0.0094933966174721,0.007478065788745901,0.19548766595063116,0.30847430781141744
development_extra,L3,7,0.0378709621727466,0.0279422849416732,0.0104556865990161,0.009928677231073404,0.2621712431224803,0.374188675723597
development_extra,L3,8,0.0382682867348194,0.0246861521154642,0.0118174841627478,0.013582134619355198,0.3549188055758226,0.478709039281377
development_extra,L3,9,0.0400916785001754,0.0228862967342138,0.0143347801640629,0.0172053817659616,0.42915094627146444,0.6263477368373522
development_extra,L4,0,0.0345103777945041,0.0322137214243412,0.0067245909012854,0.0022966563701629014,0.06654973132541747,0.20874927217208106
development_extra,L4,1,0.0340475738048553,0.0312850400805473,0.0070324321277439,0.002762533724308,0.0811374619566594,0.2247857797093439
development_extra,L4,2,0.0349111407995224,0.0317017324268817,0.0075615108944475,0.0032094083726407,0.0919307790905706,0.23852043139559356
development_extra,L4,3,0.0354991815984249,0.0316564887762069,0.008112802170217,0.003842692822217997,0.10824736371918212,0.2562761217003512
development_extra,L4,4,0.0359992124140262,0.0316650085151195,0.0087210675701498,0.004334203898906701,0.12039718672339582,0.2754165553432787
development_extra,L4,5,0.0363449342548847,0.0310126040130853,0.0094624999910593,0.0053323302417994,0.1467145381087804,0.3051178800421513
development_extra,L4,6,0.0363605953752994,0.0296315792948007,0.0102368956431746,0.006729016080498699,0.1850634185453926,0.34547249545253955
development_extra,L4,7,0.0364260599017143,0.0270295571535825,0.0111460601910948,0.009396502748131797,0.2579609975244557,0.4123656235935593
development_extra,L4,8,0.0373815260827541,0.0244300290942192,0.0126228528097271,0.0129514969885349,0.3464678504527414,0.5166941374095213
development_extra,L4,9,0.0400236807763576,0.0229645073413848,0.0156210586428642,0.0170591734349728,0.42622700121698526,0.6802261599016833
development_extra,L5,0,0.0414323173463344,0.0376504063606262,0.0088263312354683,0.003781910985708202,0.09127925319974396,0.23442857829812544
development_extra,L5,1,0.040888849645853,0.0366561971604824,0.0092651350423693,0.004232652485370601,0.10351605687199572,0.25275767155567563
development_extra,L5,2,0.0415996126830577,0.0369169674813747,0.0099812559783458,0.004682645201683003,0.11256463461233393,0.2703704193303941
development_extra,L5,3,0.0423195958137512,0.0369375646114349,0.0106909498572349,0.005382031202316298,0.12717586495869787,0.28943299239401565
development_extra,L5,4,0.0430996008217334,0.0370766781270504,0.0115222409367561,0.006022922694682999,0.1397442802218688,0.3107678874917789
development_extra,L5,5,0.0437769442796707,0.0364702008664608,0.0124967964366078,0.007306743413209901,0.16690848421329932,0.34265773534853944
development_extra,L5,6,0.0442721620202064,0.0349348448216915,0.0134904673323035,0.009337317198514904,0.21090718800345074,0.3861607916439661
development_extra,L5,7,0.0452805198729038,0.0318646915256977,0.0146485166624188,0.013415828347206102,0.296282560024984,0.4597099786955512
development_extra,L5,8,0.0469828955829143,0.0277730505913496,0.0162251200526952,0.0192098449915647,0.4088689033153272,0.5842037409368634
development_extra,L5,9,0.0497444868087768,0.0246113818138837,0.0193098150193691,0.0251331049948931,0.5052440301878574,0.7845888201399608
development_extra,L12,0,0.0298185721039772,0.0201437398791313,0.0192342270165681,0.0096748322248459,0.32445659004427885,0.9548488578575498
development_extra,L12,1,0.0304332766681909,0.0196940209716558,0.0204452145844697,0.0107392556965351,0.35287871935787496,1.0381432320954183
development_extra,L12,2,0.0315598249435424,0.0194855332374572,0.0220393687486648,0.012074291706085198,0.38258424207627856,1.1310631574761496
development_extra,L12,3,0.0329492390155792,0.0192879140377044,0.0237513054162263,0.013661324977874804,0.4146173139663528,1.2314087137570593
development_extra,L12,4,0.0344998836517334,0.0190287996083498,0.0255318973213434,0.015471084043383598,0.44843873096964126,1.341750286241916
development_extra,L12,5,0.036387450993061,0.0188103150576353,0.027469178661704,0.017577135935425703,0.48305488446491124,1.4603252830980085
development_extra,L12,6,0.0384419187903404,0.0181496646255254,0.0295550767332315,0.020292254164815,0.527867879735337,1.6284089730046971
development_extra,L12,7,0.0412804894149303,0.0173974987119436,0.0320891104638576,0.023882990702986703,0.5785539619680168,1.8444668969469749
development_extra,L12,8,0.0453233644366264,0.0166935790330171,0.0356695875525474,0.0286297854036093,0.6316782913069269,2.1367249936037647
development_extra,L12,9,0.0514882169663906,0.016746012493968,0.0413109622895717,0.0347422044724226,0.6747602950613125,2.466913380391429
development_extra,L13,0,0.0319800786674022,0.0201186034828424,0.0192308649420738,0.011861475184559798,0.3709020014591267,0.9558747434171719
development_extra,L13,1,0.0325800105929374,0.0194298904389143,0.0204254444688558,0.013150120154023101,0.4036254106336523,1.0512382729625485
development_extra,L13,2,0.033753965049982,0.0190020035952329,0.0220142323523759,0.0147519614547491,0.43704380901339374,1.1585216391548672
development_extra,L13,3,0.0352236367762088,0.0186877269297838,0.0237261652946472,0.016535909846425,0.46945492742515155,1.2696121568874876
development_extra,L13,4,0.0367604196071624,0.0180427078157663,0.0255435649305582,0.0187177117913961,0.509181124465433,1.4157279046683564
development_extra,L13,5,0.0387969426810741,0.0175317116081714,0.0275555904954671,0.0212652310729027,0.5481161556391476,1.571757003042626
development_extra,L13,6,0.0410027578473091,0.0168652590364217,0.0296864211559295,0.0241374988108874,0.5886798858938577,1.76021139620919
development_extra,L13,7,0.0440052971243858,0.0159740950912237,0.0321703217923641,0.0280312020331621,0.636996086037752,2.013905739802359
development_extra,L13,8,0.0481411255896091,0.0153345772996544,0.0356010496616363,0.0328065482899547,0.6814661661553619,2.3216192377496214
development_extra,L13,9,0.0544281154870986,0.0155471926555037,0.0410105623304843,0.038880922831594895,0.7143536476255743,2.6378114196691698
development_extra,L14,0,0.0301199834793806,0.019015185534954,0.0183994378894567,0.011104797944426599,0.36868539293949715,0.9676181100433954
development_extra,L14,1,0.0304958410561084,0.0181956943124532,0.0194559264928102,0.012300146743655198,0.4033384985521311,1.0692599116426402
development_extra,L14,2,0.031586654484272,0.0179288703948259,0.0208881292492151,0.013657784089446103,0.43239096740196864,1.1650555104265359
development_extra,L14,3,0.0329504869878292,0.0178104136139154,0.0224589407444,0.015140073373913803,0.45947950267035614,1.26100051527454
development_extra,L14,4,0.0344439931213855,0.017564645037055,0.0240918099880218,0.016879348084330496,0.4900520106610546,1.3716081331103962
development_extra,L14,5,0.0363632291555404,0.0172533933073282,0.0259456783533096,0.019109835848212197,0.5255263707871382,1.5038014778396922
development_extra,L14,6,0.0386615246534347,0.0167263373732566,0.0279426202178001,0.021935187280178098,0.5673647761387334,1.6705761455270527
development_extra,L14,7,0.0419534221291542,0.0157807450741529,0.0303653925657272,0.026172677055001297,0.6238508261478252,1.924205252859849
development_extra,L14,8,0.0466989018023014,0.0148628391325473,0.033792033791542,0.0318360626697541,0.6817304356434601,2.273592110510213
development_extra,L14,9,0.0536812804639339,0.0152545599266886,0.0391710214316844,0.0384267205372453,0.7158309229054722,2.56782376023531
development_extra,L15,0,0.0336505100131034,0.0186954215168952,0.0176798235625028,0.014955088496208201,0.4444238286547436,0.9456766485059137
development_extra,L15,1,0.0345528349280357,0.0186221841722726,0.0187016185373067,0.015930650755763102,0.46105191625932807,1.0042655772437463
development_extra,L15,2,0.0361024104058742,0.0189887229353189,0.0200973227620124,0.0171136874705553,0.4740317136212806,1.0583820107581596
development_extra,L15,3,0.0379578247666358,0.0194038245826959,0.0216114968061447,0.0185540001839399,0.4888056757206095,1.1137751072753759
development_extra,L15,4,0.0398828387260437,0.0198365729302167,0.0232270043343305,0.020046265795827002,0.5026288608372474,1.1709182032622791
development_extra,L15,5,0.0421619638800621,0.0200864281505346,0.0250801909714937,0.022075535729527505,0.5235888867113888,1.248613779589588
development_extra,L15,6,0.0446108840405941,0.0198212433606386,0.0272014886140823,0.0247896406799555,0.555685932101187,1.3723401766056478
development_extra,L15,7,0.0474657528102397,0.0185267906635999,0.0298166796565055,0.028938962146639803,0.6096808842858351,1.60938179730649
development_extra,L15,8,0.0518687255680561,0.0174116995185613,0.0337038971483707,0.0344570260494948,0.6643121779478522,1.935704042700801
development_extra,L15,9,0.0590917095541954,0.018106997013092,0.0397691614925861,0.0409847125411034,0.6935780475857558,2.19634219102326
external_8b,L2,0,0.0418955609202384,0.0409457795321941,0.0074486839585006,0.0009497813880442948,0.022670215344592414,0.18191579311962994
external_8b,L2,1,0.0409625731408596,0.0395439378917217,0.0077815293334424,0.0014186352491378992,0.03463247399667943,0.19678185199333473
external_8b,L2,2,0.0405841544270515,0.0390104316174984,0.0083153462037444,0.0015737228095531047,0.038776779552763936,0.21315699055261142
external_8b,L2,3,0.040288683027029,0.03842369094491,0.0089486744254827,0.001864992082119002,0.04629071843494636,0.2328947117108783
external_8b,L2,4,0.0396306626498699,0.0374622903764247,0.0096797281876206,0.002168372273445199,0.0547145096361975,0.2583859152859518
external_8b,L2,5,0.03887340426445,0.0362578369677066,0.0105217993259429,0.0026155672967434,0.06728423574508896,0.2901937954907306
external_8b,L2,6,0.0373267158865928,0.0337846130132675,0.0113612376153469,0.0035421028733252993,0.09489457588733569,0.3362843792493715
external_8b,L2,7,0.0354763902723789,0.030292984098196,0.0123418886214494,0.005183406174182902,0.1461086129221716,0.4074173934612266
external_8b,L2,8,0.0341991111636161,0.025855241343379,0.0133776664733886,0.008343869820237097,0.24397914262502854,0.5174063663039196
external_8b,L2,9,0.0342149473726749,0.0217108447104692,0.0150726679712533,0.0125041026622057,0.36545731098192064,0.6942460402742919
external_8b,L3,0,0.0381908826529979,0.0368164330720901,0.00804487708956,0.0013744495809078008,0.03598894514683099,0.21851321321126796
external_8b,L3,1,0.0379818454384803,0.0359262824058532,0.0084486315026879,0.0020555630326270988,0.054119619752455723,0.23516575990928099
external_8b,L3,2,0.0377405248582363,0.0350384414196014,0.0089894961565732,0.0027020834386349,0.07159633971134907,0.2565609596876717
external_8b,L3,3,0.037900622934103,0.0345788300037384,0.0096440119668841,0.003321792930364595,0.08764481090825671,0.27889931399765294
external_8b,L3,4,0.0378180965781211,0.0337820053100585,0.0104022426530718,0.004036091268062605,0.10672380773382457,0.30792259244523185
external_8b,L3,5,0.0377312637865543,0.0328150950372219,0.011290113441646,0.0049161687493324,0.13029430387339155,0.3440524377223261
external_8b,L3,6,0.0371020659804344,0.0308799128979444,0.0122798616066575,0.006222153082489999,0.16770368220926626,0.3976650338115086
external_8b,L3,7,0.0364937707781791,0.0280166491866111,0.013500022701919,0.008477121591568,0.23228954999182402,0.4818571490116148
external_8b,L3,8,0.0366153791546821,0.0246961936354637,0.0150356097146868,0.011919185519218396,0.32552402281198994,0.6088229601947923
external_8b,L3,9,0.0387658365070819,0.0223185550421476,0.0178148839622735,0.0164472814649343,0.4242725798508087,0.7982095583083619
external_8b,L4,0,0.0350760333240032,0.0335162281990051,0.0086353737860918,0.0015598051249980996,0.04446925656016797,0.2576475412095485
external_8b,L4,1,0.0345200039446353,0.0324310213327407,0.0091261882334947,0.0020889826118946006,0.060515132479272093,0.28140304740515115
external_8b,L4,2,0.0350741110742092,0.0323885232210159,0.0098274312913417,0.002685587853193297,0.07656894988760161,0.3034232596614651
external_8b,L4,3,0.0354056395590305,0.0320767350494861,0.01064358279109,0.0033289045095444003,0.09402187196743735,0.33181627664628915
external_8b,L4,4,0.0357596166431903,0.0317384675145149,0.0115417903289198,0.004021149128675398,0.11244944734163266,0.3636530441692376
external_8b,L4,5,0.0360559821128845,0.0310006719082593,0.0126176076009869,0.005055310204625199,0.1402072529545298,0.40701077829301097
external_8b,L4,6,0.0360902622342109,0.0296857543289661,0.0138237690553069,0.0064045079052447995,0.17745805956416133,0.4656701292518025
external_8b,L4,7,0.0360469445586204,0.0271047838032245,0.0152697991579771,0.008942160755395896,0.24806986736015704,0.56336177660862
external_8b,L4,8,0.0368787348270416,0.0243711527436971,0.0171202216297388,0.012507582083344498,0.33915431594939704,0.7024789434371936
external_8b,L4,9,0.0398895777761936,0.0222071167081594,0.0203651133924722,0.017682461068034196,0.4432852402510819,0.9170534680438543
external_8b,L5,0,0.0414182096719741,0.0390238016843795,0.0109415845945477,0.0023944079875945976,0.05781051393959187,0.28038233391615996
external_8b,L5,1,0.0408200472593307,0.0379253476858139,0.0115941502153873,0.002894699573516804,0.07091367521273827,0.3057097936566612
external_8b,L5,2,0.0412936881184577,0.0377755872905254,0.0125145576894283,0.0035181008279322953,0.08519706008918476,0.3312869127137862
external_8b,L5,3,0.0418492257595062,0.0378295257687568,0.0135322017595171,0.004019699990749401,0.09605195598717407,0.35771534230263263
external_8b,L5,4,0.0423772968351841,0.0377774275839328,0.0146277211606502,0.004599869251251297,0.10854560330125206,0.3872079730190932
external_8b,L5,5,0.0427811667323112,0.036920741200447,0.0158389080315828,0.005860425531864201,0.1369861081286971,0.42899756387856697
external_8b,L5,6,0.0428980588912963,0.0349279232323169,0.017044574022293,0.007970135658979402,0.1857924545997694,0.487992770395309
external_8b,L5,7,0.043394137173891,0.0318228676915168,0.0184506699442863,0.011571269482374198,0.2666551344483535,0.5797928119848482
external_8b,L5,8,0.0445642508566379,0.0276391841471195,0.0202165301889181,0.016925066709518398,0.37979022162777787,0.7314445347340336
external_8b,L5,9,0.0477432608604431,0.0244297515600919,0.0234003737568855,0.023313509300351202,0.48830994951304696,0.9578637629337182
external_8b,L12,0,0.0323362089693546,0.0216670241206884,0.0232290625572204,0.010669184848666202,0.32994544471114445,1.0720928923063557
external_8b,L12,1,0.0329345613718032,0.0210213214159011,0.0245882999151945,0.0119132399559021,0.3617245671321305,1.16968383807667
external_8b,L12,2,0.0340933464467525,0.0206007380038499,0.026382764801383,0.0134926084429026,0.3957548861909334,1.2806708573475643
external_8b,L12,3,0.0355555936694145,0.0204191170632839,0.028307095170021,0.0151364766061306,0.42571294820345645,1.386303584150593
external_8b,L12,4,0.0371867343783378,0.0201161839067935,0.0303279682993888,0.017070550471544297,0.4590494636573498,1.507640238323067
external_8b,L12,5,0.0391626171767711,0.0198402758687734,0.0325296521186828,0.0193223413079977,0.49338738575057606,1.6395766033617103
external_8b,L12,6,0.0413180813193321,0.0192011520266532,0.0349117442965507,0.022116929292678902,0.5352845191853265,1.8182109202661154
external_8b,L12,7,0.0442311130464077,0.0183376464992761,0.0376763008534908,0.0258934665471316,0.5854129539983299,2.054587585979374
external_8b,L12,8,0.0483464784920215,0.0175122935324907,0.041089117527008,0.0308341849595308,0.6377751993791914,2.3463013254531755
external_8b,L12,9,0.0549846440553665,0.0173031538724899,0.0457822233438491,0.0376814901828766,0.6853093410031612,2.645888933383281
external_8b,L13,0,0.0343665108084678,0.0214553941041231,0.0242614485323429,0.012911116704344701,0.37568890180039577,1.1307854991897146
external_8b,L13,1,0.0349513664841651,0.0205887705087661,0.0256132986396551,0.014362595975399,0.41093088540346623,1.244042165060303
external_8b,L13,2,0.0361502021551132,0.020064827054739,0.0273982994258403,0.0160853751003742,0.44495947854883666,1.3654889399791388
external_8b,L13,3,0.0376596637070179,0.0197637844830751,0.0293556638062,0.0178958792239428,0.47520018668164293,1.4853260432656
external_8b,L13,4,0.039258025586605,0.0193104986101388,0.0314167477190494,0.019947526976466203,0.5081133520701657,1.6269257647523572
external_8b,L13,5,0.0413272827863693,0.0189224816858768,0.0337243154644966,0.0224048011004925,0.5421309989410222,1.7822353338392956
external_8b,L13,6,0.0436140447854995,0.0182777177542448,0.0362527817487716,0.025336327031254702,0.5809212870730658,1.983441381260649
external_8b,L13,7,0.0467190966010093,0.0174295455217361,0.0392807312309742,0.0292895510792732,0.6269288836942203,2.2536864878081784
external_8b,L13,8,0.051063735038042,0.0165768526494503,0.0430246889591217,0.0344868823885917,0.675369366594498,2.5954679014745556
