cohort,quantity,layer,from_step,to_step,normalised_increment,span
development_main,action_consensus,L2,3,4,-0.02158979391607038,0.00024294853210438117
development_main,action_consensus,L2,4,5,0.06427870461239443,0.00024294853210438117
development_main,action_consensus,L2,5,6,0.21270853778269352,0.00024294853210438117
development_main,action_consensus,L2,6,7,0.2757605495580596,0.00024294853210438117
development_main,action_consensus,L2,7,8,0.2396957801767533,0.00024294853210438117
development_main,action_consensus,L2,8,9,0.20755642787009912,0.00024294853210438117
development_main,action_consensus,L3,0,1,-0.11092315128121219,0.00024664402008067743
development_main,action_consensus,L3,1,2,-0.17593040115990147,0.00024664402008067743
development_main,action_consensus,L3,2,3,-0.24117931367844694,0.00024664402008067743
development_main,action_consensus,L3,3,4,-0.12953117448036702,0.00024664402008067743
development_main,action_consensus,L3,4,5,-0.037699371676221484,0.00024664402008067743
development_main,action_consensus,L3,5,6,0.06766553890765441,0.00024664402008067743
development_main,action_consensus,L3,6,7,0.005074915417173817,0.00024664402008067743
development_main,action_consensus,L3,7,8,-0.21000483325178432,0.00024664402008067743
development_main,action_consensus,L3,8,9,-0.1674722087968948,0.00024664402008067743
development_main,action_consensus,L4,0,1,-0.046025641025879825,0.0004649162292480469
development_main,action_consensus,L4,1,2,-0.17794871794847913,0.0004649162292480469
development_main,action_consensus,L4,2,3,-0.1823076923076923,0.0004649162292480469
development_main,action_consensus,L4,3,4,-0.13551282051282051,0.0004649162292480469
development_main,action_consensus,L4,4,5,-0.07807692307692307,0.0004649162292480469
development_main,action_consensus,L4,5,6,-0.008205128205128205,0.0004649162292480469
development_main,action_consensus,L4,6,7,-0.007692307692546493,0.0004649162292480469
development_main,action_consensus,L4,7,8,-0.14602564102564103,0.0004649162292480469
development_main,action_consensus,L4,8,9,-0.2182051282048894,0.0004649162292480469
development_main,action_consensus,L5,0,1,-0.010949536916738412,0.0013772249221800648
development_main,action_consensus,L5,1,2,-0.042889292824297466,0.0013772249221800648
development_main,action_consensus,L5,2,3,-0.04890504630848336,0.0013772249221800648
development_main,action_consensus,L5,3,4,-0.05890244958011975,0.0013772249221800648
development_main,action_consensus,L5,4,5,-0.0760408551892151,0.0013772249221800648
development_main,action_consensus,L5,5,6,-0.08106119622601439,0.0013772249221800648
development_main,action_consensus,L5,6,7,-0.13083181857527237,0.0013772249221800648
development_main,action_consensus,L5,7,8,-0.2500649182030843,0.0013772249221800648
development_main,action_consensus,L5,8,9,-0.30035488617677486,0.0013772249221800648
development_main,conditional_effective_rank,L12,0,1,0.021845716138911855,0.017896495759487097
development_main,conditional_effective_rank,L12,1,2,0.0524735983400649,0.017896495759487097
development_main,conditional_effective_rank,L12,2,3,0.06584813576200764,0.017896495759487097
development_main,conditional_effective_rank,L12,3,4,0.07418900786710503,0.017896495759487097
development_main,conditional_effective_rank,L12,4,5,0.08347408251447658,0.017896495759487097
development_main,conditional_effective_rank,L12,5,6,0.09104393913973596,0.017896495759487097
development_main,conditional_effective_rank,L12,6,7,0.12070472147065828,0.017896495759487097
development_main,conditional_effective_rank,L12,7,8,0.1810370990833997,0.017896495759487097
development_main,conditional_effective_rank,L12,8,9,0.30938369968364005,0.017896495759487097
development_main,conditional_effective_rank,L13,0,1,0.021069010940890014,0.020689681172370897
development_main,conditional_effective_rank,L13,1,2,0.0495318197630333,0.020689681172370897
development_main,conditional_effective_rank,L13,2,3,0.06760110654890898,0.020689681172370897
development_main,conditional_effective_rank,L13,3,4,0.06476343231822462,0.020689681172370897
development_main,conditional_effective_rank,L13,4,5,0.08429945097485773,0.020689681172370897
development_main,conditional_effective_rank,L13,5,6,0.09095178042451459,0.020689681172370897
development_main,conditional_effective_rank,L13,6,7,0.12956791728395692,0.020689681172370897
development_main,conditional_effective_rank,L13,7,8,0.1918303791031929,0.020689681172370897
development_main,conditional_effective_rank,L13,8,9,0.30038510264242096,0.020689681172370897
development_main,conditional_effective_rank,L14,0,1,0.006357984808490714,0.02299396693706511
development_main,conditional_effective_rank,L14,1,2,0.041614957951502544,0.02299396693706511
development_main,conditional_effective_rank,L14,2,3,0.05865631433887084,0.02299396693706511
development_main,conditional_effective_rank,L14,3,4,0.055131589094413895,0.02299396693706511
development_main,conditional_effective_rank,L14,4,5,0.07385397826063132,0.02299396693706511
development_main,conditional_effective_rank,L14,5,6,0.08816414241730446,0.02299396693706511
development_main,conditional_effective_rank,L14,6,7,0.13068830969367132,0.02299396693706511
development_main,conditional_effective_rank,L14,7,8,0.20587985605590045,0.02299396693706511
development_main,conditional_effective_rank,L14,8,9,0.33965286737921446,0.02299396693706511
development_main,conditional_effective_rank,L15,0,1,0.02435257377851184,0.027226775884628296
development_main,conditional_effective_rank,L15,1,2,0.05568867060210447,0.027226775884628296
development_main,conditional_effective_rank,L15,2,3,0.06513503484646647,0.027226775884628296
development_main,conditional_effective_rank,L15,3,4,0.06779107225538138,0.027226775884628296
development_main,conditional_effective_rank,L15,4,5,0.08866118857811077,0.027226775884628296
development_main,conditional_effective_rank,L15,5,6,0.09382385102985073,0.027226775884628296
development_main,conditional_effective_rank,L15,6,7,0.11970721743822818,0.027226775884628296
development_main,conditional_effective_rank,L15,7,8,0.1744392110589242,0.027226775884628296
development_main,conditional_effective_rank,L15,8,9,0.31040118041242193,0.027226775884628296
development_main,conditional_effective_rank,L2,0,1,-0.09649930907417216,0.0017145723104476096
development_main,conditional_effective_rank,L2,1,2,0.08228970216319915,0.0017145723104476096
development_main,conditional_effective_rank,L2,2,3,0.09987137481206433,0.0017145723104476096
development_main,conditional_effective_rank,L2,3,4,0.018663688587943268,0.0017145723104476096
development_main,conditional_effective_rank,L2,4,5,-0.011293812954642789,0.0017145723104476096
development_main,conditional_effective_rank,L2,5,6,-0.14943118117900545,0.0017145723104476096
development_main,conditional_effective_rank,L2,6,7,-0.2563334868723972,0.0017145723104476096
development_main,conditional_effective_rank,L2,7,8,-0.29301339266318016,0.0017145723104476096
development_main,conditional_effective_rank,L2,8,9,-0.2899281263307744,0.0017145723104476096
development_main,conditional_effective_rank,L3,0,1,0.1490465010218849,0.0008821934461594044
development_main,conditional_effective_rank,L3,1,2,0.1754809722480354,0.0008821934461594044
development_main,conditional_effective_rank,L3,2,3,0.32731449419794517,0.0008821934461594044
development_main,conditional_effective_rank,L3,3,4,0.19300542202252352,0.0008821934461594044
development_main,conditional_effective_rank,L3,4,5,0.15515261050961096,0.0008821934461594044
development_main,conditional_effective_rank,L3,5,6,-0.13671604479502084,0.0008821934461594044
development_main,conditional_effective_rank,L3,6,7,-0.2484164653817944,0.0008821934461594044
development_main,conditional_effective_rank,L3,7,8,-0.11853284461943357,0.0008821934461594044
development_main,conditional_effective_rank,L3,8,9,0.05902572504771439,0.0008821934461594044
development_main,conditional_effective_rank,L4,0,1,0.020773989052732016,0.0021343231201172014
development_main,conditional_effective_rank,L4,1,2,0.19944216376230597,0.0021343231201172014
development_main,conditional_effective_rank,L4,2,3,0.1972010444593309,0.0021343231201172014
development_main,conditional_effective_rank,L4,3,4,0.1796246648793489,0.0021343231201172014
development_main,conditional_effective_rank,L4,4,5,0.13318252904376873,0.0021343231201172014
development_main,conditional_effective_rank,L4,5,6,0.1000998380250282,0.0021343231201172014
development_main,conditional_effective_rank,L4,6,7,0.013540968498672434,0.0021343231201172014
development_main,conditional_effective_rank,L4,7,8,0.04769534740841305,0.0021343231201172014
development_main,conditional_effective_rank,L4,8,9,0.10843945487039981,0.0021343231201172014
development_main,conditional_effective_rank,L5,0,1,-0.0026017368836492027,0.003321886062622001
development_main,conditional_effective_rank,L5,1,2,0.14627144190053118,0.003321886062622001
development_main,conditional_effective_rank,L5,2,3,0.1552362197660013,0.003321886062622001
development_main,conditional_effective_rank,L5,3,4,0.1394284253211912,0.003321886062622001
development_main,conditional_effective_rank,L5,4,5,0.11390000358860916,0.003321886062622001
development_main,conditional_effective_rank,L5,5,6,0.05466338907628648,0.003321886062622001
development_main,conditional_effective_rank,L5,6,7,0.07120684705377964,0.003321886062622001
development_main,conditional_effective_rank,L5,7,8,0.12478916959734468,0.003321886062622001
development_main,conditional_effective_rank,L5,8,9,0.19450450369625638,0.003321886062622001
development_main,conditional_energy,L12,0,1,0.07343210252137271,0.003281641751527696
development_main,conditional_energy,L12,1,2,0.0586269410347525,0.003281641751527696
development_main,conditional_energy,L12,2,3,0.08770485941227918,0.003281641751527696
development_main,conditional_energy,L12,3,4,0.0653166218077027,0.003281641751527696
development_main,conditional_energy,L12,4,5,0.11714376853909816,0.003281641751527696
development_main,conditional_energy,L12,5,6,0.0774268397757338,0.003281641751527696
development_main,conditional_energy,L12,6,7,0.13183427573110348,0.003281641751527696
development_main,conditional_energy,L12,7,8,0.16906286574435586,0.003281641751527696
development_main,conditional_energy,L12,8,9,0.21945172543360159,0.003281641751527696
development_main,conditional_energy,L13,0,1,0.027760071392138132,0.0031558871269226005
development_main,conditional_energy,L13,1,2,0.05749971669783663,0.0031558871269226005
development_main,conditional_energy,L13,2,3,0.06143761686212991,0.0031558871269226005
development_main,conditional_energy,L13,3,4,0.0800186979432462,0.0031558871269226005
development_main,conditional_energy,L13,4,5,0.10376650235141044,0.0031558871269226005
development_main,conditional_energy,L13,5,6,0.12500354127711985,0.0031558871269226005
development_main,conditional_energy,L13,6,7,0.1262677772111825,0.0031558871269226005
development_main,conditional_energy,L13,7,8,0.14503418512851848,0.0031558871269226005
development_main,conditional_energy,L13,8,9,0.27321189113641786,0.0031558871269226005
development_main,conditional_energy,L14,0,1,0.0521938457830315,0.003709420561790501
development_main,conditional_energy,L14,1,2,0.06091650430835208,0.003709420561790501
development_main,conditional_energy,L14,2,3,0.03681131620704914,0.003709420561790501
development_main,conditional_energy,L14,3,4,0.09104384678729627,0.003709420561790501
development_main,conditional_energy,L14,4,5,0.069548777793417,0.003709420561790501
development_main,conditional_energy,L14,5,6,0.08301112740273113,0.003709420561790501
development_main,conditional_energy,L14,6,7,0.13230763050596256,0.003709420561790501
development_main,conditional_energy,L14,7,8,0.17135497218147472,0.003709420561790501
development_main,conditional_energy,L14,8,9,0.3028119790306856,0.003709420561790501
development_main,conditional_energy,L15,0,1,0.02483020579337329,0.0035238433629273987
development_main,conditional_energy,L15,1,2,0.027207245398544622,0.0035238433629273987
development_main,conditional_energy,L15,2,3,0.07666309520477058,0.0035238433629273987
development_main,conditional_energy,L15,3,4,0.07655209268813769,0.0035238433629273987
development_main,conditional_energy,L15,4,5,0.08674740954486077,0.0035238433629273987
development_main,conditional_energy,L15,5,6,0.11983144532148111,0.0035238433629273987
development_main,conditional_energy,L15,6,7,0.12670250109811668,0.0035238433629273987
development_main,conditional_energy,L15,7,8,0.18081041351610896,0.0035238433629273987
development_main,conditional_energy,L15,8,9,0.2806555914346063,0.0035238433629273987
development_main,conditional_energy,L2,0,1,0.5951291109009935,0.0011979937553405762
development_main,conditional_energy,L2,1,2,-0.2934349967660314,0.0011979937553405762
development_main,conditional_energy,L2,2,3,-0.06472958853667361,0.0011979937553405762
development_main,conditional_energy,L2,3,4,0.10062689686051715,0.0011979937553405762
development_main,conditional_energy,L2,4,5,0.2056943131499311,0.0011979937553405762
development_main,conditional_energy,L2,5,6,-0.09634807701880349,0.0011979937553405762
development_main,conditional_energy,L2,6,7,-0.3209985571421232,0.0011979937553405762
development_main,conditional_energy,L2,7,8,-0.00951539877605851,0.0011979937553405762
development_main,conditional_energy,L2,8,9,-0.521294591770758,0.0011979937553405762
development_main,conditional_energy,L3,0,1,-0.11506560096517907,0.0013833343982697088
development_main,conditional_energy,L3,1,2,0.29045392851761753,0.0013833343982697088
development_main,conditional_energy,L3,2,3,-0.14222159984489877,0.0013833343982697088
development_main,conditional_energy,L3,3,4,0.19575801969107368,0.0013833343982697088
development_main,conditional_energy,L3,4,5,0.05820065924118381,0.0013833343982697088
development_main,conditional_energy,L3,5,6,0.13341017299693692,0.0013833343982697088
development_main,conditional_energy,L3,6,7,0.46439881939808686,0.0013833343982697088
development_main,conditional_energy,L3,7,8,-0.2212012840123543,0.0013833343982697088
development_main,conditional_energy,L3,8,9,-0.420384772820286,0.0013833343982697088
development_main,conditional_energy,L4,0,1,0.042580842443228115,0.005457818508148193
development_main,conditional_energy,L4,1,2,0.1083441632902785,0.005457818508148193
development_main,conditional_energy,L4,2,3,0.005471403453193869,0.005457818508148193
development_main,conditional_energy,L4,3,4,0.06715574388153954,0.005457818508148193
development_main,conditional_energy,L4,4,5,0.11705636310023845,0.005457818508148193
development_main,conditional_energy,L4,5,6,-0.05087531534285353,0.005457818508148193
development_main,conditional_energy,L4,6,7,0.04379306955562085,0.005457818508148193
development_main,conditional_energy,L4,7,8,0.2500327628949345,0.005457818508148193
development_main,conditional_energy,L4,8,9,0.4164409667238197,0.005457818508148193
development_main,conditional_energy,L5,0,1,0.19192335428041735,0.004628658294677707
development_main,conditional_energy,L5,1,2,0.06224245389923635,0.004628658294677707
development_main,conditional_energy,L5,2,3,0.11046152261254831,0.004628658294677707
development_main,conditional_energy,L5,3,4,0.17417520861235464,0.004628658294677707
development_main,conditional_energy,L5,4,5,0.0042012207684996,0.004628658294677707
development_main,conditional_energy,L5,5,6,0.05190519728031349,0.004628658294677707
development_main,conditional_energy,L5,6,7,0.08307793345010606,0.004628658294677707
development_main,conditional_energy,L5,7,8,0.20997411661686968,0.004628658294677707
development_main,conditional_energy,L5,8,9,0.11203899247965453,0.004628658294677707
development_main,flow_speed,L12,1,2,0.04621352549925916,0.0116497026756405
development_main,flow_speed,L12,2,3,-0.02277029889341922,0.0116497026756405
development_main,flow_speed,L12,3,4,0.010691616196080526,0.0116497026756405
development_main,flow_speed,L12,4,5,0.0467243669702903,0.0116497026756405
development_main,flow_speed,L12,5,6,0.06652255181223263,0.0116497026756405
development_main,flow_speed,L12,6,7,0.10577184508824841,0.0116497026756405
development_main,flow_speed,L12,7,8,0.19806594939408084,0.0116497026756405
development_main,flow_speed,L12,8,9,0.5487804439332272,0.0116497026756405
development_main,flow_speed,L13,1,2,0.025062340352005944,0.0117116812616587
development_main,flow_speed,L13,2,3,-0.00897611210273935,0.0117116812616587
development_main,flow_speed,L13,3,4,0.01811472501460074,0.0117116812616587
development_main,flow_speed,L13,4,5,0.04790453874659504,0.0117116812616587
development_main,flow_speed,L13,5,6,0.08784244252354216,0.0117116812616587
development_main,flow_speed,L13,6,7,0.10429768716857152,0.0117116812616587
development_main,flow_speed,L13,7,8,0.19223277145507317,0.0117116812616587
development_main,flow_speed,L13,8,9,0.5335216068423507,0.0117116812616587
development_main,flow_speed,L14,1,2,0.010924659521866725,0.0113690537400544
development_main,flow_speed,L14,2,3,-0.006330039123313628,0.0113690537400544
development_main,flow_speed,L14,3,4,0.027023627457664748,0.0113690537400544
development_main,flow_speed,L14,4,5,0.047808389784953095,0.0113690537400544
development_main,flow_speed,L14,5,6,0.0492163030076347,0.0113690537400544
development_main,flow_speed,L14,6,7,0.11830964236243147,0.0113690537400544
development_main,flow_speed,L14,7,8,0.19701213076938826,0.0113690537400544
development_main,flow_speed,L14,8,9,0.5560352862193747,0.0113690537400544
development_main,flow_speed,L15,1,2,0.005650990830042475,0.0122543033212423
development_main,flow_speed,L15,2,3,-0.011637786045526281,0.0122543033212423
development_main,flow_speed,L15,3,4,0.03504723149290881,0.0122543033212423
development_main,flow_speed,L15,4,5,0.05284604191623273,0.0122543033212423
development_main,flow_speed,L15,5,6,0.05983504431310802,0.0122543033212423
development_main,flow_speed,L15,6,7,0.15211699262149683,0.0122543033212423
development_main,flow_speed,L15,7,8,0.19116271688965503,0.0122543033212423
development_main,flow_speed,L15,8,9,0.5089919727665986,0.0122543033212423
development_main,flow_speed,L2,1,2,0.11749943817990718,0.008831334300339201
development_main,flow_speed,L2,2,3,-0.14835187664782196,0.008831334300339201
development_main,flow_speed,L2,3,4,-0.04773983812199329,0.008831334300339201
development_main,flow_speed,L2,4,5,0.06887909009506486,0.008831334300339201
development_main,flow_speed,L2,5,6,0.13446466481196281,0.008831334300339201
development_main,flow_speed,L2,6,7,0.08546435656229316,0.008831334300339201
development_main,flow_speed,L2,7,8,0.22412492896179653,0.008831334300339201
development_main,flow_speed,L2,8,9,0.4870669595688826,0.008831334300339201
development_main,flow_speed,L3,1,2,0.032261581617112046,0.008584592025726999
development_main,flow_speed,L3,2,3,-0.02152688723697969,0.008584592025726999
development_main,flow_speed,L3,3,4,-0.03642430859844146,0.008584592025726999
development_main,flow_speed,L3,4,5,0.007751499828783575,0.008584592025726999
development_main,flow_speed,L3,5,6,0.153762643359026,0.008584592025726999
development_main,flow_speed,L3,6,7,0.07256264364109337,0.008584592025726999
development_main,flow_speed,L3,7,8,0.3177628362501464,0.008584592025726999
development_main,flow_speed,L3,8,9,0.44816037692095056,0.008584592025726999
development_main,flow_speed,L4,1,2,-0.06968445738697568,0.0099729406647384
development_main,flow_speed,L4,2,3,0.08415548276820263,0.0099729406647384
development_main,flow_speed,L4,3,4,-0.06410223186764237,0.0099729406647384
development_main,flow_speed,L4,4,5,0.047155337974853634,0.0099729406647384
development_main,flow_speed,L4,5,6,0.108397749105174,0.0099729406647384
development_main,flow_speed,L4,6,7,0.08809702808462916,0.0099729406647384
development_main,flow_speed,L4,7,8,0.2475722831037686,0.0099729406647384
development_main,flow_speed,L4,8,9,0.48872435083101445,0.0099729406647384
development_main,flow_speed,L5,1,2,-0.0034375783973101585,0.010621034540235998
development_main,flow_speed,L5,2,3,-0.018598945007254508,0.010621034540235998
development_main,flow_speed,L5,3,4,-0.0002785803782381687,0.010621034540235998
development_main,flow_speed,L5,4,5,0.02796036810490415,0.010621034540235998
development_main,flow_speed,L5,5,6,0.10368354812315955,0.010621034540235998
development_main,flow_speed,L5,6,7,0.1658065340383189,0.010621034540235998
development_main,flow_speed,L5,7,8,0.25690968339958625,0.010621034540235998
development_main,flow_speed,L5,8,9,0.44563986633403113,0.010621034540235998
development_main,load_entropy,L12,0,1,-0.016328635269852183,0.0013871192932128906
development_main,load_entropy,L12,1,2,-0.022688209006851607,0.0013871192932128906
development_main,load_entropy,L12,2,3,-0.03729804056344747,0.0013871192932128906
development_main,load_entropy,L12,3,4,-0.04692334135441732,0.0013871192932128906
development_main,load_entropy,L12,4,5,-0.08748710897215538,0.0013871192932128906
development_main,load_entropy,L12,5,6,-0.06720522516328635,0.0013871192932128906
development_main,load_entropy,L12,6,7,-0.12203506359573736,0.0013871192932128906
development_main,load_entropy,L12,7,8,-0.17497421794431076,0.0013871192932128906
development_main,load_entropy,L12,8,9,-0.4250601581299416,0.0013871192932128906
development_main,load_entropy,L13,0,1,0.004979811574949114,0.0017714500427241653
development_main,load_entropy,L13,1,2,-0.02018842530283144,0.0017714500427241653
development_main,load_entropy,L13,2,3,-0.03889636608370593,0.0017714500427241653
development_main,load_entropy,L13,3,4,-0.04414535666194072,0.0017714500427241653
development_main,load_entropy,L13,4,5,-0.05679676985196579,0.0017714500427241653
development_main,load_entropy,L13,5,6,-0.09488559892330777,0.0017714500427241653
development_main,load_entropy,L13,6,7,-0.13095558546436661,0.0017714500427241653
development_main,load_entropy,L13,7,8,-0.19192462987891756,0.0017714500427241653
development_main,load_entropy,L13,8,9,-0.4222072678329642,0.0017714500427241653
development_main,load_entropy,L14,0,1,-0.014589050989720565,0.0016505718231205613
development_main,load_entropy,L14,1,2,-0.024266936299285686,0.0016505718231205613
development_main,load_entropy,L14,2,3,-0.026433627040562388,0.0016505718231205613
development_main,load_entropy,L14,3,4,-0.06008955655034312,0.0016505718231205613
development_main,load_entropy,L14,4,5,-0.058789542106007585,0.0016505718231205613
development_main,load_entropy,L14,5,6,-0.07857865087387746,0.0016505718231205613
development_main,load_entropy,L14,6,7,-0.12480138668204066,0.0016505718231205613
development_main,load_entropy,L14,7,8,-0.19832442582690027,0.0016505718231205613
development_main,load_entropy,L14,8,9,-0.41412682363126224,0.0016505718231205613
development_main,load_entropy,L15,0,1,-0.008146492682707252,0.0033071041107186616
development_main,load_entropy,L15,1,2,-0.017806935332703746,0.0033071041107186616
development_main,load_entropy,L15,2,3,-0.026674356571256625,0.0033071041107186616
development_main,load_entropy,L15,3,4,-0.04621152043831215,0.0033071041107186616
development_main,load_entropy,L15,4,5,-0.06286497008144805,0.0033071041107186616
development_main,load_entropy,L15,5,6,-0.0860788695840011,0.0033071041107186616
development_main,load_entropy,L15,6,7,-0.15918102516036386,0.0033071041107186616
development_main,load_entropy,L15,7,8,-0.22637156657769134,0.0033071041107186616
development_main,load_entropy,L15,8,9,-0.3666642635715159,0.0033071041107186616
development_main,load_entropy,L2,0,1,-0.07710280373976841,0.00030612945556640625
development_main,load_entropy,L2,1,2,0.21339563863073416,0.00030612945556640625
development_main,load_entropy,L2,2,3,0.13006230529595014,0.00030612945556640625
development_main,load_entropy,L2,3,4,0.1970404984423676,0.00030612945556640625
development_main,load_entropy,L2,4,5,0.1394080996884735,0.00030612945556640625
development_main,load_entropy,L2,5,6,0.0381619937694704,0.00030612945556640625
development_main,load_entropy,L2,6,7,0.06619937694704049,0.00030612945556640625
development_main,load_entropy,L2,7,8,-0.34813084112149534,0.00030612945556640625
development_main,load_entropy,L2,8,9,-0.6518691588785047,0.00030612945556640625
development_main,load_entropy,L3,0,1,0.05566470202954847,0.0007281303405757278
development_main,load_entropy,L3,1,2,-0.043222003928689544,0.0007281303405757278
development_main,load_entropy,L3,2,3,-0.018336607727581583,0.0007281303405757278
development_main,load_entropy,L3,3,4,0.014079895220002905,0.0007281303405757278
development_main,load_entropy,L3,4,5,-0.06221349050490456,0.0007281303405757278
development_main,load_entropy,L3,5,6,-0.025212835624814772,0.0007281303405757278
development_main,load_entropy,L3,6,7,-0.17616240995487584,0.0007281303405757278
development_main,load_entropy,L3,7,8,-0.1588081204978048,0.0007281303405757278
development_main,load_entropy,L3,8,9,-0.5301244269813319,0.0007281303405757278
development_main,load_entropy,L4,0,1,-0.0010851871947911015,0.0008788108825683594
development_main,load_entropy,L4,1,2,-0.016820401519262073,0.0008788108825683594
development_main,load_entropy,L4,2,3,0.0005425935979008803,0.0008788108825683594
development_main,load_entropy,L4,3,4,-0.028486163863771743,0.0008788108825683594
development_main,load_entropy,L4,4,5,-0.07135105805751492,0.0008788108825683594
development_main,load_entropy,L4,5,6,-0.03445469343461747,0.0008788108825683594
development_main,load_entropy,L4,6,7,-0.15545306565382527,0.0008788108825683594
development_main,load_entropy,L4,7,8,-0.17878459034183397,0.0008788108825683594
development_main,load_entropy,L4,8,9,-0.5141074335322843,0.0008788108825683594
development_main,load_entropy,L5,0,1,-0.07302151174301612,0.0012080669403076172
development_main,load_entropy,L5,1,2,-0.04776001578843497,0.0012080669403076172
development_main,load_entropy,L5,2,3,-0.017761989342806393,0.0012080669403076172
development_main,load_entropy,L5,3,4,-0.026642984013841988,0.0012080669403076172
development_main,load_entropy,L5,4,5,-0.020524965463166102,0.0012080669403076172
development_main,load_entropy,L5,5,6,-0.0323662916913361,0.0012080669403076172
development_main,load_entropy,L5,6,7,-0.10992697848825735,0.0012080669403076172
development_main,load_entropy,L5,7,8,-0.17860667061377541,0.0012080669403076172
development_main,load_entropy,L5,8,9,-0.49338859285536557,0.0012080669403076172
development_main,mobility,L12,0,1,0.026450946661681157,0.022842183709144606
development_main,mobility,L12,1,2,0.051151957090846564,0.022842183709144606
development_main,mobility,L12,2,3,0.0641215450583313,0.022842183709144606
development_main,mobility,L12,3,4,0.07228182551782095,0.022842183709144606
development_main,mobility,L12,4,5,0.08704081705876232,0.022842183709144606
development_main,mobility,L12,5,6,0.09525083941489233,0.022842183709144606
development_main,mobility,L12,6,7,0.12810185574784855,0.022842183709144606
development_main,mobility,L12,7,8,0.18063239727238017,0.022842183709144606
development_main,mobility,L12,8,9,0.29496781617743667,0.022842183709144606
development_main,mobility,L13,0,1,0.02472672036728859,0.0237939469516278
development_main,mobility,L13,1,2,0.0500881537101378,0.0237939469516278
development_main,mobility,L13,2,3,0.0637344826846543,0.0237939469516278
development_main,mobility,L13,3,4,0.06809605991039452,0.0237939469516278
development_main,mobility,L13,4,5,0.08708828788601365,0.0237939469516278
development_main,mobility,L13,5,6,0.09716948386437126,0.0237939469516278
development_main,mobility,L13,6,7,0.13133219740481605,0.0237939469516278
development_main,mobility,L13,7,8,0.1845965775913108,0.0237939469516278
development_main,mobility,L13,8,9,0.29316803658101304,0.0237939469516278
development_main,mobility,L14,0,1,0.01620311952476336,0.0246959887444973
development_main,mobility,L14,1,2,0.04439095111247837,0.0246959887444973
development_main,mobility,L14,2,3,0.05607728985309326,0.0246959887444973
development_main,mobility,L14,3,4,0.062022431096956675,0.0246959887444973
development_main,mobility,L14,4,5,0.07934799546074177,0.0246959887444973
development_main,mobility,L14,5,6,0.09532243249982164,0.0246959887444973
development_main,mobility,L14,6,7,0.13516326586948904,0.0246959887444973
development_main,mobility,L14,7,8,0.19748195844525504,0.0246959887444973
development_main,mobility,L14,8,9,0.31399055613740084,0.0246959887444973
development_main,mobility,L15,0,1,0.027364195928764264,0.026467695832252496
development_main,mobility,L15,1,2,0.052912594575997694,0.026467695832252496
development_main,mobility,L15,2,3,0.0646894495436095,0.026467695832252496
development_main,mobility,L15,3,4,0.06924125824716475,0.026467695832252496
development_main,mobility,L15,4,5,0.08675896582455836,0.026467695832252496
development_main,mobility,L15,5,6,0.09817930466829199,0.026467695832252496
development_main,mobility,L15,6,7,0.12285323245977006,0.026467695832252496
development_main,mobility,L15,7,8,0.17950593874509785,0.026467695832252496
development_main,mobility,L15,8,9,0.2984950600067455,0.026467695832252496
development_main,mobility,L2,0,1,-0.13285579294845462,0.0080542676150799
development_main,mobility,L2,1,2,-0.05237480521968184,0.0080542676150799
development_main,mobility,L2,2,3,-0.04337362994674177,0.0080542676150799
development_main,mobility,L2,3,4,-0.09081376896289571,0.0080542676150799
development_main,mobility,L2,4,5,-0.1001391734052533,0.0080542676150799
development_main,mobility,L2,5,6,-0.19225957204525246,0.0080542676150799
development_main,mobility,L2,6,7,-0.2280376364849878,0.0080542676150799
development_main,mobility,L2,7,8,-0.16014562098673255,0.0080542676150799
development_main,mobility,L2,8,9,0.013716605204966788,0.0080542676150799
development_main,mobility,L3,0,1,-0.09368764950444429,0.002384301275014898
development_main,mobility,L3,1,2,-0.08853164924826205,0.002384301275014898
development_main,mobility,L3,2,3,0.03040790211725548,0.002384301275014898
development_main,mobility,L3,3,4,-0.04129331235520281,0.002384301275014898
development_main,mobility,L3,4,5,-0.05547387548416157,0.002384301275014898
development_main,mobility,L3,5,6,-0.27936928055043597,0.002384301275014898
development_main,mobility,L3,6,7,-0.25650632547486046,0.002384301275014898
development_main,mobility,L3,7,8,0.05085534919400551,0.002384301275014898
development_main,mobility,L3,8,9,0.9491446508059945,0.002384301275014898
development_main,mobility,L4,0,1,-0.10129764707561575,0.0054795034229754985
development_main,mobility,L4,1,2,0.09162121241993498,0.0054795034229754985
development_main,mobility,L4,2,3,0.06014033651667214,0.0054795034229754985
development_main,mobility,L4,3,4,0.06344173233537737,0.0054795034229754985
development_main,mobility,L4,4,5,0.048299910326598215,0.0054795034229754985
development_main,mobility,L4,5,6,0.006916206685316455,0.0054795034229754985
development_main,mobility,L4,6,7,-0.003129391464909036,0.0054795034229754985
development_main,mobility,L4,7,8,0.15718614474336584,0.0054795034229754985
development_main,mobility,L4,8,9,0.575523848437644,0.0054795034229754985
development_main,mobility,L5,0,1,-0.0900474663872847,0.007011644542217303
development_main,mobility,L5,1,2,0.06114153101679186,0.007011644542217303
development_main,mobility,L5,2,3,0.07193968251607759,0.007011644542217303
development_main,mobility,L5,3,4,0.06970131348111033,0.007011644542217303
development_main,mobility,L5,4,5,0.05005328944082712,0.007011644542217303
development_main,mobility,L5,5,6,0.014783967900948481,0.007011644542217303
development_main,mobility,L5,6,7,0.07185679963701797,0.007011644542217303
