global_row,episode,failure,query,freeze_raw,freeze,acceleration_raw,acceleration,acceleration_persistent,periodicity_raw,periodicity,periodicity_persistent,frontback_smooth,curvature_smooth
27600,0,False,0,,,,,,,,,,
27600,0,False,1,,,,,,,,,,
27600,0,False,2,,,,,,,,,,
27600,0,False,3,,,,,,,,,,
27600,0,False,4,,,,,,,,,,
27600,0,False,5,-0.13191965222358704,,,,,,,,,
27600,0,False,6,-0.1287180632352829,-0.036586660891771317,,,,-0.9585742950439453,,,-0.12405574570099513,0.002676581769871215
27600,0,False,7,-0.1483038365840912,-0.0443478524684906,0.034288860857486725,0.028512274846434593,,-1.0075528621673584,-0.2572273910045624,,-0.11507383113106091,-0.0031046465737745166
27600,0,False,8,-0.14385652542114258,-0.061832595616579056,-0.04311351850628853,-0.03082502819597721,,-0.7094126343727112,-0.3754628002643585,,-0.10252456987897555,0.015156006556935608
27600,0,False,9,-0.08748392015695572,-0.09926985949277878,-0.09575361013412476,-0.03485942259430885,-0.047595422714948654,-0.7916308045387268,-0.7485581040382385,,-0.12283976748585701,0.0012630441536506016
27601,1,False,0,,,,,,,,,,
27601,1,False,1,,,,,,,,,,
27601,1,False,2,,,,,,,,,,
27601,1,False,3,,,,,,,,,,
27601,1,False,4,,,,,,,,,,
27601,1,False,5,-0.19723796844482422,,,,,,,,,
27601,1,False,6,-0.20562058687210083,-0.058435097336769104,,,,-0.8862922787666321,,,-0.12033985120554765,-0.012473376467823982
27601,1,False,7,-0.2129307985305786,-0.0817464217543602,0.02808748185634613,0.018899060785770416,,-1.3418140411376953,-0.5021458268165588,,-0.1144973939905564,-0.02770539264505108
27601,1,False,8,-0.1265457570552826,-0.12276455014944077,-0.04874679073691368,-0.031890157610177994,,-1.0939735174179077,-0.7215642333030701,,-0.1102543727805217,-0.05739417811855674
27601,1,False,9,-0.16520462930202484,-0.15093588829040527,-0.1271144449710846,-0.04925791919231415,-0.05879838764667511,-0.6618271470069885,-0.8894330859184265,,-0.13593298383057117,-0.07877597290401657
27602,2,False,0,,,,,,,,,,
27602,2,False,1,,,,,,,,,,
27602,2,False,2,,,,,,,,,,
27602,2,False,3,,,,,,,,,,
27602,2,False,4,,,,,,,,,,
27602,2,False,5,-0.10694389790296555,,,,,,,,,
27602,2,False,6,-0.138663649559021,-0.034544337540864944,,,,-1.0339045524597168,,,-0.11913966635862987,-0.031820162975539766
27602,2,False,7,-0.16947031021118164,-0.04035526141524315,0.029825743287801743,0.06118221953511238,,-0.38476240634918213,0.01697430945932865,,-0.10610267333686352,-0.024181678735961516
27602,2,False,8,-0.248984694480896,-0.06672260165214539,0.13748741149902344,0.0444670133292675,,-0.4593960642814636,-0.05959169939160347,,-0.07370088808238506,-0.04129602651422223
27602,2,False,9,-0.14815030992031097,-0.11740291863679886,0.1244419515132904,0.09725170582532883,-0.026204802095890045,-0.38702481985092163,-0.42891204357147217,,-0.06353325458864371,-0.016211040318012238
27602,2,False,10,-0.09852041304111481,-0.1517888754606247,-0.017216762527823448,0.08157087117433548,-0.026204802095890045,-0.7755377292633057,-0.5890039801597595,-0.5890039801597595,-0.07556819977859656,-0.003416075293595592
27602,2,False,11,-0.09450370073318481,-0.14971551299095154,-0.0225283894687891,0.028232267126441002,0.0010388916125521064,-0.9360566735267639,-0.6627803444862366,-0.6627803444862366,-0.08809473924338818,-0.006349716568365693
