split,suite,selection,model,episodes,rows,successes,success_rate,brier,log_loss,auroc,ece10
test_unseen_init,all,q15,budget_raw,2020,2020,1825,0.9034653465346535,0.0666836476314453,0.256517018419642,0.6569357218124341,0.016308433149505138
test_unseen_init,all,q15,budget,2020,2020,1825,0.9034653465346535,0.06624214501131602,0.256816409323433,0.6821496311907271,0.017331266731352435
test_unseen_init,all,q15,moe_raw,2020,2020,1825,0.9034653465346535,0.048713540559975683,0.1754970900334974,0.9178616087109238,0.0217835883925711
test_unseen_init,all,q15,moe,2020,2020,1825,0.9034653465346535,0.05218121329361525,0.18541759911343114,0.9167263786441868,0.02617222830246471
test_unseen_init,all,q25,prior,635,635,491,0.7732283464566929,0.19332553031287517,0.6415478145824761,0.34495926680244393,0.08833607139797149
test_unseen_init,all,q25,budget_raw,635,635,491,0.7732283464566929,0.13354963031008393,0.43481326581039775,0.6554226069246436,0.0469862258552905
test_unseen_init,all,q25,budget,635,635,491,0.7732283464566929,0.1330910487309004,0.43567676726619087,0.6554226069246436,0.04323744175429681
test_unseen_init,all,q25,moe_raw,635,635,491,0.7732283464566929,0.10460644576231526,0.33034652064219877,0.890133514369767,0.07034054894330102
test_unseen_init,all,q25,moe,635,635,491,0.7732283464566929,0.10584703763920117,0.3301643039814655,0.8907275401674587,0.05544305305742945
test_unseen_init,libero_goal,all_queries,prior,1600,18148,17338,0.955366982587613,0.04406082728391946,0.19352461313183889,0.5,0.03768177430624631
test_unseen_init,libero_goal,all_queries,budget_raw,1600,18148,17338,0.955366982587613,0.02846597580532963,0.12790225487247886,0.8006036836236398,0.023256516507239026
test_unseen_init,libero_goal,all_queries,budget,1600,18148,17338,0.955366982587613,0.027674012658138552,0.12182174217480146,0.8006036836236398,0.0040293674313919324
test_unseen_init,libero_goal,all_queries,moe_raw,1600,18148,17338,0.955366982587613,0.022377384748404176,0.09693282068944073,0.9118291158078524,0.012470622058909748
test_unseen_init,libero_goal,all_queries,moe,1600,18148,17338,0.955366982587613,0.023289525023660527,0.09825240676622186,0.9118291158078524,0.008955068348271152
test_unseen_init,libero_goal,first_alarm_half_k4,prior,9,9,0,0.0,0.8421461414984157,2.497204458181981,,0.9176852082813668
test_unseen_init,libero_goal,first_alarm_half_k4,budget_raw,9,9,0,0.0,0.0003461351190792371,0.01246589166305364,,0.012287349385289248
test_unseen_init,libero_goal,first_alarm_half_k4,budget,9,9,0,0.0,0.0006659850452807539,0.01660262481257877,,0.016254189110370434
test_unseen_init,libero_goal,first_alarm_half_k4,moe_raw,9,9,0,0.0,1.527668610905659e-05,0.0037747002233509044,,0.0037670394294463763
test_unseen_init,libero_goal,first_alarm_half_k4,moe,9,9,0,0.0,0.00014986225674535036,0.011928288607567976,,0.011852672316247244
test_unseen_init,libero_goal,episode_equal,prior,1600,18148,17338,0.983125,0.02087260071517808,0.1265916057986043,0.5,0.06543979171863301
test_unseen_init,libero_goal,episode_equal,budget_raw,1600,18148,17338,0.983125,0.012546411772958352,0.07516902950587427,0.8162958253867402,0.034425847159211764
test_unseen_init,libero_goal,episode_equal,budget,1600,18148,17338,0.983125,0.01102090000109338,0.058704187499758864,0.8162958253867402,0.01145550790282353
test_unseen_init,libero_goal,episode_equal,moe_raw,1600,18148,17338,0.983125,0.009562338848509561,0.05553890793267455,0.9173886583653666,0.022148149896333853
test_unseen_init,libero_goal,episode_equal,moe,1600,18148,17338,0.983125,0.009109309521893719,0.04663410272669083,0.9173886583653666,0.0078619778321901
test_unseen_init,libero_goal,q0,prior,1600,1600,1573,0.983125,0.020872600715178075,0.1265916057986043,0.5,0.06543979171863346
test_unseen_init,libero_goal,q0,budget_raw,1600,1600,1573,0.983125,0.016822585374036848,0.09011621012490972,0.5,0.015243063964860859
test_unseen_init,libero_goal,q0,budget,1600,1600,1573,0.983125,0.01659586301796467,0.08580136622468519,0.5,0.002372476125205414
test_unseen_init,libero_goal,q0,moe_raw,1600,1600,1573,0.983125,0.016843007734204395,0.09037663460521966,0.5472793200065927,0.01621695074701479
test_unseen_init,libero_goal,q0,moe,1600,1600,1573,0.983125,0.016583353094862082,0.08539686098706323,0.5472793200065927,6.041399795431168e-05
test_unseen_init,libero_goal,q7,prior,1570,1570,1543,0.9828025477707006,0.02114196776828947,0.12736913602014957,0.5,0.06511733948933396
test_unseen_init,libero_goal,q7,budget_raw,1570,1570,1543,0.9828025477707006,0.017160631009213983,0.09178817123064052,0.5,0.01609133751723779
test_unseen_init,libero_goal,q7,budget,1570,1570,1543,0.9828025477707006,0.016906183003685845,0.08706628224259601,0.5,0.002117342099311137
test_unseen_init,libero_goal,q7,moe_raw,1570,1570,1543,0.9828025477707006,0.017785633953498213,0.082897126895431,0.8073497995727419,0.01719779273188085
test_unseen_init,libero_goal,q7,moe,1570,1570,1543,0.9828025477707006,0.01670610313688615,0.07709496678697945,0.8073497995727419,0.0030728296490693677
test_unseen_init,libero_goal,q15,prior,176,176,149,0.8465909090909091,0.1349291411129195,0.45581675081838424,0.5,0.07109429919045762
test_unseen_init,libero_goal,q15,budget_raw,176,176,149,0.8465909090909091,0.13733467152512827,0.45116400922056227,0.5,0.0863708850805125
test_unseen_init,libero_goal,q15,budget,176,176,149,0.8465909090909091,0.130029129930008,0.4291996321192931,0.5,0.012425304602737164
test_unseen_init,libero_goal,q15,moe_raw,176,176,149,0.8465909090909091,0.0910719248614099,0.2901689912740824,0.919960228685061,0.06509082972188823
test_unseen_init,libero_goal,q15,moe,176,176,149,0.8465909090909091,0.107649182376489,0.3569693839475809,0.919960228685061,0.0992285585553296
test_unseen_init,libero_goal,q25,prior,27,27,0,0.0,0.8421461414984156,2.497204458181981,,0.9176852082813668
test_unseen_init,libero_goal,q25,budget_raw,27,27,0,0.0,0.0008788722863101705,0.03009409913928953,,0.029645780244584065
test_unseen_init,libero_goal,q25,budget,27,27,0,0.0,0.001641612875306767,0.04136049586883575,,0.04051682212744191
test_unseen_init,libero_goal,q25,moe_raw,27,27,0,0.0,0.0010502708654743125,0.01641765197260472,,0.015847727849599272
test_unseen_init,libero_goal,q25,moe,27,27,0,0.0,0.005431259193346234,0.044019414840881635,,0.04077449497093836
test_unseen_init,libero_long,all_queries,prior,1600,42839,37691,0.8798291276640444,0.10634051661948156,0.3698577168784823,0.5,0.024711997926321505
test_unseen_init,libero_long,all_queries,budget_raw,1600,42839,37691,0.8798291276640444,0.07737149211762835,0.28206230464848303,0.7479506942077582,0.02214263526860666
test_unseen_init,libero_long,all_queries,budget,1600,42839,37691,0.8798291276640444,0.07739308984891907,0.2824666162782915,0.7479506942077582,0.023536632633690262
test_unseen_init,libero_long,all_queries,moe_raw,1600,42839,37691,0.8798291276640444,0.061039248290753224,0.21396611292313766,0.9063642916120962,0.02216122620015419
test_unseen_init,libero_long,all_queries,moe,1600,42839,37691,0.8798291276640444,0.061189100215692335,0.2133671645465922,0.9063642916120962,0.019749749869846442
test_unseen_init,libero_long,first_alarm,prior,1,1,0,0.0,0.7312253055708815,1.9318296542953988,,0.8551171297377228
test_unseen_init,libero_long,first_alarm,budget_raw,1,1,0,0.0,0.002377779676485669,0.04999149185120187,,0.048762482263372
test_unseen_init,libero_long,first_alarm,budget,1,1,0,0.0,0.02683637969638974,0.17890914163652333,,0.1638181299380192
test_unseen_init,libero_long,first_alarm,moe_raw,1,1,0,0.0,0.0001286571830404865,0.01140753418478687,,0.011342714976604433
test_unseen_init,libero_long,first_alarm,moe,1,1,0,0.0,0.001076380698329784,0.03335850051731131,,0.03280824131723284
test_unseen_init,libero_long,first_alarm_half_k4,prior,70,70,10,0.14285714285714285,0.6297632685029608,1.6782135359078971,0.5,0.7122599868805799
test_unseen_init,libero_long,first_alarm_half_k4,budget_raw,70,70,10,0.14285714285714285,0.26267523120446956,0.7877484191631631,0.7175,0.3919082219162935
test_unseen_init,libero_long,first_alarm_half_k4,budget,70,70,10,0.14285714285714285,0.4071404622794576,1.1372588007573678,0.7175,0.5369496906642224
test_unseen_init,libero_long,first_alarm_half_k4,moe_raw,70,70,10,0.14285714285714285,0.08375143742602913,0.2957201058930042,0.8366666666666667,0.07963112059449645
test_unseen_init,libero_long,first_alarm_half_k4,moe,70,70,10,0.14285714285714285,0.07934274915533401,0.2864706247237816,0.8366666666666667,0.08179374554019202
test_unseen_init,libero_long,episode_equal,prior,1600,42839,37691,0.938125,0.06493679090047905,0.2663643068594736,0.5,0.08300787026227718
test_unseen_init,libero_long,episode_equal,budget_raw,1600,42839,37691,0.938125,0.04536909955355835,0.19167024718800682,0.7585509439430861,0.05406426972217597
test_unseen_init,libero_long,episode_equal,budget,1600,42839,37691,0.938125,0.041972640501027295,0.17333120216581882,0.7585509439430861,0.018215050039642883
test_unseen_init,libero_long,episode_equal,moe_raw,1600,42839,37691,0.938125,0.036316206758034625,0.14364263461690263,0.9189176059305341,0.04103903139791093
test_unseen_init,libero_long,episode_equal,moe,1600,42839,37691,0.938125,0.033509094475110246,0.1289085720972512,0.9189176059305341,0.01530503360016352
test_unseen_init,libero_long,q0,prior,1600,1600,1501,0.938125,0.06493679090047905,0.2663643068594736,0.5,0.08300787026227707
test_unseen_init,libero_long,q0,budget_raw,1600,1600,1501,0.938125,0.058209155804915994,0.2333411477889818,0.5,0.012754271046045762
test_unseen_init,libero_long,q0,budget,1600,1600,1501,0.938125,0.0582615135732006,0.23428169552496825,0.5,0.01466387391519075
test_unseen_init,libero_long,q0,moe_raw,1600,1600,1501,0.938125,0.05775668311480809,0.228619764909402,0.6079145889272471,0.016238279536856855
test_unseen_init,libero_long,q0,moe,1600,1600,1501,0.938125,0.05788020524790445,0.2299046743402152,0.6079145889272471,0.017223901161580124
test_unseen_init,libero_long,q7,prior,1600,1600,1501,0.938125,0.06493679090047905,0.2663643068594736,0.5,0.08300787026227707
test_unseen_init,libero_long,q7,budget_raw,1600,1600,1501,0.938125,0.058209155804915994,0.2333411477889818,0.5,0.012754271046045762
test_unseen_init,libero_long,q7,budget,1600,1600,1501,0.938125,0.0582615135732006,0.23428169552496825,0.5,0.01466387391519075
test_unseen_init,libero_long,q7,moe_raw,1600,1600,1501,0.938125,0.048615046842664794,0.17429019657376632,0.8578523408636667,0.02109305846818789
test_unseen_init,libero_long,q7,moe,1600,1600,1501,0.938125,0.05044527971586275,0.18135272724545587,0.8578523408636667,0.02469520561299102
test_unseen_init,libero_long,q15,prior,1593,1593,1494,0.9378531073446328,0.0651298983792206,0.26684700137857975,0.5,0.08273597760690987
test_unseen_init,libero_long,q15,budget_raw,1593,1593,1494,0.9378531073446328,0.05845471310434629,0.2341284754767477,0.5,0.013040579576720777
test_unseen_init,libero_long,q15,budget,1593,1593,1494,0.9378531073446328,0.05849865919902638,0.23499811241727153,0.5,0.014628834894717335
test_unseen_init,libero_long,q15,moe_raw,1593,1593,1494,0.9378531073446328,0.04590768958928053,0.1693890100354077,0.8757183616621368,0.022306159199891026
test_unseen_init,libero_long,q15,moe,1593,1593,1494,0.9378531073446328,0.04802940374313832,0.17304579419662414,0.8757183616621368,0.01774839906939858
test_unseen_init,libero_long,q25,prior,589,589,490,0.831918505942275,0.14036828155905068,0.45491405825273185,0.5,0.023198623795447793
test_unseen_init,libero_long,q25,budget_raw,589,589,490,0.831918505942275,0.14231977656218403,0.46059464957788926,0.5,0.049896604585243254
test_unseen_init,libero_long,q25,budget,589,589,490,0.831918505942275,0.14179619662618032,0.4611082806666247,0.5,0.044340627117040454
test_unseen_init,libero_long,q25,moe_raw,589,589,490,0.831918505942275,0.10932675202600477,0.3432137747797606,0.8468975468975468,0.07807031441621569
test_unseen_init,libero_long,q25,moe,589,589,490,0.831918505942275,0.11013606219139743,0.34096058977044,0.8468975468975468,0.05691990545373413
test_unseen_init,libero_object,all_queries,prior,1600,22529,22025,0.9776288339473568,0.021887106923675927,0.10755553127031384,0.5,0.004050918610340348
test_unseen_init,libero_object,all_queries,budget_raw,1600,22529,22025,0.9776288339473568,0.01491419583934444,0.0744254583412968,0.7484327874168963,0.0028775344440434107
test_unseen_init,libero_object,all_queries,budget,1600,22529,22025,0.9776288339473568,0.015141479588435857,0.07655014771412137,0.7484327874168963,0.007285438488450645
test_unseen_init,libero_object,all_queries,moe_raw,1600,22529,22025,0.9776288339473568,0.012445165985723719,0.05997811442868035,0.8710102607066286,0.003302875639330954
test_unseen_init,libero_object,all_queries,moe,1600,22529,22025,0.9776288339473568,0.012697037428480539,0.06187118062150637,0.8710102607066286,0.006643832786363291
test_unseen_init,libero_object,first_alarm,prior,1,1,0,0.0,0.963695136581741,3.9997484131514343,,0.9816797525576969
test_unseen_init,libero_object,first_alarm,budget_raw,1,1,0,0.0,0.0011585684279195854,0.03463052425160685,,0.034037750041969364
test_unseen_init,libero_object,first_alarm,budget,1,1,0,0.0,0.004295022102211937,0.06778262356487014,,0.06553641813687971
test_unseen_init,libero_object,first_alarm,moe_raw,1,1,0,0.0,0.0012225551716152539,0.035590967352232473,,0.03496505643660902
test_unseen_init,libero_object,first_alarm,moe,1,1,0,0.0,0.0021598406328560797,0.047588676130992595,,0.04647408560537883
test_unseen_init,libero_object,first_alarm_half_k4,prior,8,8,0,0.0,0.963695136581741,3.9997484131514343,,0.9816797525576969
test_unseen_init,libero_object,first_alarm_half_k4,budget_raw,8,8,0,0.0,0.16309304580026635,0.4845976008832161,,0.29764776353714983
test_unseen_init,libero_object,first_alarm_half_k4,budget,8,8,0,0.0,0.2251980559385151,0.673817953128893,,0.38508084593925157
test_unseen_init,libero_object,first_alarm_half_k4,moe_raw,8,8,0,0.0,0.010108068355898656,0.0826660604689844,,0.0768824920327491
test_unseen_init,libero_object,first_alarm_half_k4,moe,8,8,0,0.0,0.01714253200057412,0.11125289486499335,,0.10100232377837197
test_unseen_init,libero_object,episode_equal,prior,1600,22529,22025,0.98875,0.011173425898895393,0.0632792969314166,0.5,0.0070702474423031125
test_unseen_init,libero_object,episode_equal,budget_raw,1600,22529,22025,0.98875,0.007733122264187673,0.04312612872670378,0.7513875510873029,0.004368939864820554
test_unseen_init,libero_object,episode_equal,budget,1600,22529,22025,0.98875,0.007735547501608974,0.04237184520077121,0.7513875510873029,0.0012002811430895475
test_unseen_init,libero_object,episode_equal,moe_raw,1600,22529,22025,0.98875,0.006605731337460802,0.03493090975074351,0.8726605037100575,0.004057722661418276
test_unseen_init,libero_object,episode_equal,moe,1600,22529,22025,0.98875,0.006621802923782023,0.03424603135103935,0.8726605037100575,0.0010926369677374786
test_unseen_init,libero_object,q0,prior,1600,1600,1582,0.98875,0.011173425898895391,0.0632792969314166,0.5,0.0070702474423030015
test_unseen_init,libero_object,q0,budget_raw,1600,1600,1582,0.98875,0.011127749303254095,0.06189081415853199,0.5,0.0020764882022538123
test_unseen_init,libero_object,q0,budget,1600,1600,1582,0.98875,0.011147769115194045,0.06324126335528127,0.5,0.004932708707601097
test_unseen_init,libero_object,q0,moe_raw,1600,1600,1582,0.98875,0.011157315158752321,0.06406688706518018,0.47868380390504284,0.002380915005541051
test_unseen_init,libero_object,q0,moe,1600,1600,1582,0.98875,0.011171001448642795,0.06611926448870338,0.47868380390504284,0.005711385540922542
test_unseen_init,libero_object,q7,prior,1600,1600,1582,0.98875,0.011173425898895391,0.0632792969314166,0.5,0.0070702474423030015
test_unseen_init,libero_object,q7,budget_raw,1600,1600,1582,0.98875,0.011127749303254095,0.06189081415853199,0.5,0.0020764882022538123
test_unseen_init,libero_object,q7,budget,1600,1600,1582,0.98875,0.011147769115194045,0.06324126335528127,0.5,0.004932708707601097
test_unseen_init,libero_object,q7,moe_raw,1600,1600,1582,0.98875,0.01113046774166903,0.060006575715228806,0.7063843236409607,0.0010994100750629679
test_unseen_init,libero_object,q7,moe,1600,1600,1582,0.98875,0.011095875545565933,0.061430571444775366,0.7063843236409607,0.004773237837014194
test_unseen_init,libero_object,q15,prior,199,199,181,0.9095477386934674,0.08747367715517679,0.3786039549015337,0.5,0.07213201386422974
test_unseen_init,libero_object,q15,budget_raw,199,199,181,0.9095477386934674,0.08255674622508957,0.305549483519772,0.5,0.016914387190265168
test_unseen_init,libero_object,q15,budget,199,199,181,0.9095477386934674,0.08409506536663047,0.31964784697748877,0.5,0.04271317871059355
test_unseen_init,libero_object,q15,moe_raw,199,199,181,0.9095477386934674,0.04141289600542477,0.14107339597701912,0.9637814610190301,0.027460235534485317
test_unseen_init,libero_object,q15,moe,199,199,181,0.9095477386934674,0.04490860650130695,0.15300491099017605,0.9637814610190301,0.03682302957467517
test_unseen_init,libero_object,q25,prior,19,19,1,0.05263157894736842,0.9129920047335625,3.7902085041105127,0.5,0.9290481736103284
test_unseen_init,libero_object,q25,budget_raw,19,19,1,0.05263157894736842,0.0502072263182386,0.21071760586657273,0.5,0.018593828905399047
test_unseen_init,libero_object,q25,budget,19,19,1,0.05263157894736842,0.050028030719382485,0.20764402699635365,0.5,0.012904839189511283
test_unseen_init,libero_object,q25,moe_raw,19,19,1,0.05263157894736842,0.10543572644134527,0.3775710873293115,0.11111111111111116,0.10107788342578282
test_unseen_init,libero_object,q25,moe,19,19,1,0.05263157894736842,0.11558338273364822,0.40210639224934885,0.11111111111111116,0.09999811525247933
test_unseen_init,libero_spatial,all_queries,prior,1600,17721,16599,0.9366852886405959,0.05935168482769367,0.2363541123999098,0.5,0.006762110825343837
test_unseen_init,libero_spatial,all_queries,budget_raw,1600,17721,16599,0.9366852886405959,0.03785436029936388,0.1624562317825634,0.7503203916993905,0.004747767684309614
test_unseen_init,libero_spatial,all_queries,budget,1600,17721,16599,0.9366852886405959,0.037897870495841326,0.16299513979750835,0.7503203916993905,0.007345272609239698
test_unseen_init,libero_spatial,all_queries,moe_raw,1600,17721,16599,0.9366852886405959,0.031226343987791026,0.1335526833698984,0.8601412644427285,0.007237260754723849
test_unseen_init,libero_spatial,all_queries,moe,1600,17721,16599,0.9366852886405959,0.03158952147119089,0.1343338523690658,0.8601412644427285,0.006993935493868399
test_unseen_init,libero_spatial,first_alarm_half_k4,prior,14,14,1,0.07142857142857142,0.8033395198072667,2.4734839019070622,0.5,0.8584946063866808
test_unseen_init,libero_spatial,first_alarm_half_k4,budget_raw,14,14,1,0.07142857142857142,0.0679754810354285,0.2713565797618727,0.8846153846153846,0.059966256474122535
test_unseen_init,libero_spatial,first_alarm_half_k4,budget,14,14,1,0.07142857142857142,0.0663720301506829,0.24704313374671386,0.8846153846153846,0.053866072456003423
test_unseen_init,libero_spatial,first_alarm_half_k4,moe_raw,14,14,1,0.07142857142857142,0.06982159747803691,0.3249873093797127,0.7692307692307692,0.062342962473605316
test_unseen_init,libero_spatial,first_alarm_half_k4,moe,14,14,1,0.07142857142857142,0.06928818470062889,0.3060858554627493,0.7692307692307692,0.05906564838209186
test_unseen_init,libero_spatial,episode_equal,prior,1600,17721,16599,0.968125,0.0323183635932351,0.15506642811326551,0.5,0.03820182218474799
test_unseen_init,libero_spatial,episode_equal,budget_raw,1600,17721,16599,0.968125,0.02033415616087047,0.10328539754060902,0.7564220318093982,0.022994612716204448
test_unseen_init,libero_spatial,episode_equal,budget,1600,17721,16599,0.968125,0.019817064221273162,0.09780363473657168,0.7564220318093982,0.011769468010274538
test_unseen_init,libero_spatial,episode_equal,moe_raw,1600,17721,16599,0.968125,0.016954738871368922,0.08572123536668048,0.859454562178853,0.019074185683807462
test_unseen_init,libero_spatial,episode_equal,moe,1600,17721,16599,0.968125,0.01671101681078399,0.08159289245544166,0.859454562178853,0.011018490389175078
test_unseen_init,libero_spatial,q0,prior,1600,1600,1549,0.968125,0.0323183635932351,0.1550664281132655,0.5,0.03820182218474766
test_unseen_init,libero_spatial,q0,budget_raw,1600,1600,1549,0.968125,0.030871691399361866,0.14139281833899728,0.5,0.003564691341737758
test_unseen_init,libero_spatial,q0,budget,1600,1600,1549,0.968125,0.030892858332908966,0.141824477316163,0.5,0.005820133839437691
test_unseen_init,libero_spatial,q0,moe_raw,1600,1600,1549,0.968125,0.03074251299400748,0.13975546986560836,0.578070608488715,0.0030820741883923475
test_unseen_init,libero_spatial,q0,moe,1600,1600,1549,0.968125,0.030784984249000065,0.14018245894293901,0.578070608488715,0.0055767321808636305
test_unseen_init,libero_spatial,q7,prior,1598,1598,1547,0.9680851063829787,0.03235266597444377,0.15516957345415006,0.5,0.03816192856772638
test_unseen_init,libero_spatial,q7,budget_raw,1598,1598,1547,0.9680851063829787,0.03090875738143566,0.14152462046436007,0.5,0.0035247977247165885
test_unseen_init,libero_spatial,q7,budget,1598,1598,1547,0.9680851063829787,0.030930673104225932,0.14196893810418504,0.5,0.0058600274564590835
test_unseen_init,libero_spatial,q7,moe_raw,1598,1598,1547,0.9680851063829787,0.028042457885890586,0.12512236105974314,0.7264281278122108,0.011505570884841634
test_unseen_init,libero_spatial,q7,moe,1598,1598,1547,0.9680851063829787,0.02809578071665251,0.12430988329835008,0.7264281278122108,0.00428994210547036
test_unseen_init,libero_spatial,q15,prior,52,52,1,0.019230769230769232,0.8482216097989687,2.608441835108395,0.5,0.910692408584483
test_unseen_init,libero_spatial,q15,budget_raw,52,52,1,0.019230769230769232,0.018902222174624714,0.09593274865315816,0.5,0.006424595634168851
test_unseen_init,libero_spatial,q15,budget,52,52,1,0.019230769230769232,0.019244691214778134,0.10130955675202599,0.5,0.01958939685687142
test_unseen_init,libero_spatial,q15,moe_raw,52,52,1,0.019230769230769232,0.019241871821910346,0.10623231956913237,0.019607843137254943,0.0017255780180622966
test_unseen_init,libero_spatial,q15,moe,52,52,1,0.019230769230769232,0.019464267274255875,0.10782713830941072,0.019607843137254943,0.00910321447766697
test_new_noise_seen_init,all,all_queries,prior,12800,203720,185854,0.9123011977223641,0.07801112180232737,0.2831961039426118,0.6532359898697687,0.004690968383410372
test_new_noise_seen_init,all,all_queries,budget_raw,12800,203720,185854,0.9123011977223641,0.05374801814619447,0.20529836805333165,0.8215989879189196,0.004693302596411237
test_new_noise_seen_init,all,all_queries,budget,12800,203720,185854,0.9123011977223641,0.0549287726468544,0.21129724421912466,0.821290704226858,0.022735562554452443
test_new_noise_seen_init,all,all_queries,moe_raw,12800,203720,185854,0.9123011977223641,0.04021349870392263,0.15163179895874754,0.9205632529407235,0.005657193093233974
test_new_noise_seen_init,all,all_queries,moe,12800,203720,185854,0.9123011977223641,0.04225393187260148,0.15763558810903572,0.9204578479056631,0.0195129657181915
test_new_noise_seen_init,all,first_alarm,prior,12,12,0,0.0,0.8421461414984158,2.4972044581819803,,0.9176852082813666
test_new_noise_seen_init,all,first_alarm,budget_raw,12,12,0,0.0,0.006330950803614292,0.07078595195344856,,0.06735339213609791
test_new_noise_seen_init,all,first_alarm,budget,12,12,0,0.0,0.013027779451232289,0.10325206191345689,,0.09590035846439637
test_new_noise_seen_init,all,first_alarm,moe_raw,12,12,0,0.0,3.265487928459973e-05,0.005516687200015691,,0.005500291978249896
test_new_noise_seen_init,all,first_alarm,moe,12,12,0,0.0,0.0003060954433352601,0.017053421400412664,,0.01689842051650362
test_new_noise_seen_init,all,first_alarm_half_k4,prior,221,221,19,0.08597285067873303,0.7158746370858238,2.055645354725417,0.38040646169880143,0.7956608503457224
test_new_noise_seen_init,all,first_alarm_half_k4,budget_raw,221,221,19,0.08597285067873303,0.21504342439872612,0.6362700665266564,0.7294163626889004,0.2943565420001876
test_new_noise_seen_init,all,first_alarm_half_k4,budget,221,221,19,0.08597285067873303,0.32651709417669783,0.9149077685766064,0.7281136008337676,0.4167821826500804
test_new_noise_seen_init,all,first_alarm_half_k4,moe_raw,221,221,19,0.08597285067873303,0.07055534015285468,0.24168616651317942,0.8423658155289213,0.03370620445391893
test_new_noise_seen_init,all,first_alarm_half_k4,moe,221,221,19,0.08597285067873303,0.07313857203142766,0.2472732709671996,0.8392391870766024,0.05394637357033831
test_new_noise_seen_init,all,episode_equal,prior,12800,203720,185854,0.96390625,0.036773680067933974,0.16514271820279391,0.6543817397280631,0.04280493290199027
test_new_noise_seen_init,all,episode_equal,budget_raw,12800,203720,185854,0.96390625,0.02435584070231675,0.11218038537233181,0.8350166816119415,0.025235185789939427
test_new_noise_seen_init,all,episode_equal,budget,12800,203720,185854,0.96390625,0.023458966630025283,0.10451887841391062,0.8356064751532224,0.007752609582586361
test_new_noise_seen_init,all,episode_equal,moe_raw,12800,203720,185854,0.96390625,0.01848727483426022,0.08346036914891009,0.9214553342758613,0.01844063434262195
test_new_noise_seen_init,all,episode_equal,moe,12800,203720,185854,0.96390625,0.01821216936416759,0.07845145865899165,0.9223836013100801,0.008486764123659625
test_new_noise_seen_init,all,q0,prior,12800,12800,12338,0.96390625,0.03677368006793397,0.16514271820279386,0.654381739727825,0.04280493290199025
test_new_noise_seen_init,all,q0,budget_raw,12800,12800,12338,0.96390625,0.03433849006597031,0.14891337423975737,0.6639253381837269,0.0017463845375976783
test_new_noise_seen_init,all,q0,budget,12800,12800,12338,0.96390625,0.03453572282627707,0.1521303241511315,0.6639253381837269,0.012572298146858785
test_new_noise_seen_init,all,q0,moe_raw,12800,12800,12338,0.96390625,0.03414640880666685,0.1471240703664501,0.6936076837195332,0.0020470532060067478
test_new_noise_seen_init,all,q0,moe,12800,12800,12338,0.96390625,0.034419347926027764,0.15059582858270346,0.692023867416962,0.013081734920925348
test_new_noise_seen_init,all,q7,prior,12679,12679,12217,0.9635617950942503,0.03706187291453612,0.165912533123431,0.6548217886721611,0.04244042471420942
test_new_noise_seen_init,all,q7,budget_raw,12679,12679,12217,0.9635617950942503,0.03465780324438375,0.15004602602744468,0.6625861451309598,0.0017386339066601808
test_new_noise_seen_init,all,q7,budget,12679,12679,12217,0.9635617950942503,0.034858606183432964,0.1532859856570548,0.6625861451309598,0.012701672483421356
test_new_noise_seen_init,all,q7,moe_raw,12679,12679,12217,0.9635617950942503,0.028801882460938795,0.11435583402892267,0.869044429963641,0.005960802812078341
test_new_noise_seen_init,all,q7,moe,12679,12679,12217,0.9635617950942503,0.030107635832622954,0.11824328748780201,0.8677133417454281,0.01202383836219277
test_new_noise_seen_init,all,q15,prior,4141,4141,3679,0.8884327457135958,0.10511767262892666,0.3854721851348294,0.35131652799497326,0.10153240597430012
test_new_noise_seen_init,all,q15,budget_raw,4141,4141,3679,0.8884327457135958,0.07740132556196756,0.2862217875931753,0.6756812092501139,0.005553642830604114
test_new_noise_seen_init,all,q15,budget,4141,4141,3679,0.8884327457135958,0.0783963099332531,0.29291804509696695,0.6870232241256976,0.029666983547900046
test_new_noise_seen_init,all,q15,moe_raw,4141,4141,3679,0.8884327457135958,0.054173921306412624,0.19098053500970566,0.9224073923720567,0.017379967135842098
test_new_noise_seen_init,all,q15,moe,4141,4141,3679,0.8884327457135958,0.05853170285259569,0.20269643751925617,0.9224120990905444,0.029267464084854363
test_new_noise_seen_init,all,q25,prior,1231,1231,878,0.7132412672623883,0.23968851396300594,0.7679934303817425,0.3211554718101273,0.1505604920856201
test_new_noise_seen_init,all,q25,budget_raw,1231,1231,878,0.7132412672623883,0.1486597427051244,0.4674748533296319,0.6792058954487084,0.011891200855570931
test_new_noise_seen_init,all,q25,budget,1231,1231,878,0.7132412672623883,0.1543765962063377,0.49042212874009694,0.6792058954487084,0.07417364126837414
test_new_noise_seen_init,all,q25,moe_raw,1231,1231,878,0.7132412672623883,0.10511839557541679,0.32684306192152107,0.9168177741067453,0.0334872384201036
test_new_noise_seen_init,all,q25,moe,1231,1231,878,0.7132412672623883,0.11966650371290827,0.36138279238543936,0.9165951460633555,0.07892530907655677
test_new_noise_seen_init,libero_goal,all_queries,prior,3200,37298,34538,0.9260013941766314,0.06859197110741087,0.2643339622022756,0.5,0.008316185895264505
test_new_noise_seen_init,libero_goal,all_queries,budget_raw,3200,37298,34538,0.9260013941766314,0.04505784705419685,0.18115697358157426,0.7970298415272068,0.0059295077174343755
