task,evaluation,chunk,family,conditional_auc,ci_low,ci_high,pairs,mixed_scenes
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,8,base,0.4873417721518987,0.377548864616269,0.5854541264751321,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,8,base_routed,0.5126582278481012,0.4262283665920818,0.6026635501849055,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,0,routed_identity,0.499003984063745,0.44155757064823586,0.5506967345673646,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,0,routed_scalar,0.5069721115537849,0.43293392502169836,0.5838271966207791,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,0,routed_full,0.4721115537848606,0.40265084216894326,0.5292008196721312,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,0,shared_identity,0.44173306772908366,0.3794586408015328,0.5262407428029413,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,0,hidden_identity,0.4860557768924303,0.41054052026185395,0.5576251659978636,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,0,base,0.43774900398406374,0.36888823839710694,0.5044027149839693,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,0,base_routed,0.3849601593625498,0.31810144346431435,0.44429543023078094,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,1,routed_identity,0.5029880478087649,0.43568660576886303,0.5737491677722539,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,1,routed_scalar,0.48754980079681276,0.4164410806323719,0.552790875771837,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,1,routed_full,0.46713147410358563,0.40497017423310916,0.5305594002306805,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,1,shared_identity,0.45268924302788843,0.38702289158557895,0.5210355861349217,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,1,hidden_identity,0.4810756972111554,0.4328831784244111,0.5300995195922035,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,1,base,0.4497011952191235,0.3877928438000672,0.5041095515851218,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,1,base_routed,0.4536852589641434,0.38758329051732443,0.527293646160997,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,2,routed_identity,0.5049800796812749,0.3978922842281055,0.6019096521020746,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,2,routed_scalar,0.4810756972111554,0.4146592967907172,0.5553795377289726,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,2,routed_full,0.44223107569721115,0.35995909858445724,0.5130977510101439,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,2,shared_identity,0.4407370517928287,0.3803744721120936,0.5076135041626616,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,2,hidden_identity,0.45667330677290835,0.37964054059080365,0.5380728355132128,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,2,base,0.3979083665338645,0.33202293617243156,0.47423398080865564,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,2,base_routed,0.46713147410358563,0.4,0.530806030883015,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,3,routed_identity,0.42828685258964144,0.36321252297167467,0.5091924517479592,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,3,routed_scalar,0.4960159362549801,0.4206330663106364,0.5840406946958571,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,3,routed_full,0.4760956175298805,0.40821529469902285,0.5537536314816445,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,3,shared_identity,0.48306772908366535,0.4209996149887247,0.5539034897301409,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,3,hidden_identity,0.46115537848605576,0.40682705585084544,0.507926800559606,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,3,base,0.45717131474103584,0.41361115111243685,0.5013467487246128,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,3,base_routed,0.4437250996015936,0.39473342624473956,0.4901104643924793,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,4,routed_identity,0.5527888446215139,0.41498342783575753,0.6675917926805705,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,4,routed_scalar,0.5283864541832669,0.4255529364985041,0.6245730848861283,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,4,routed_full,0.5413346613545816,0.4361160287029102,0.6386048814183745,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,4,shared_identity,0.5453187250996016,0.4678693296676639,0.6119976841779354,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,4,hidden_identity,0.5283864541832669,0.45651671209616157,0.5899689256561292,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,4,base,0.5413346613545816,0.4636536104707477,0.6022564577076938,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,4,base_routed,0.49352589641434264,0.4226628295301753,0.5598783946550391,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,5,routed_identity,0.5303784860557769,0.4411389290346489,0.6084968250013467,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,5,routed_scalar,0.46563745019920316,0.390026665050603,0.5344619188782893,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,5,routed_full,0.49750996015936255,0.4126794883300534,0.5652975515265057,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,5,shared_identity,0.5408366533864541,0.44846491880896183,0.63881876179389,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,5,hidden_identity,0.4995019920318725,0.43773070770186845,0.5596249999999998,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,5,base,0.5288844621513944,0.4438862964859918,0.6151224534473079,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,5,base_routed,0.5044820717131474,0.42405285149632976,0.5819255783774145,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,6,routed_identity,0.46563745019920316,0.3919737717624698,0.548989799559745,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,6,routed_scalar,0.47360557768924305,0.3788746898464233,0.5725894410587463,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,6,routed_full,0.42729083665338646,0.3494054945900538,0.525584827692842,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,6,shared_identity,0.4845617529880478,0.4336131590521744,0.5453402742508887,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,6,hidden_identity,0.49203187250996017,0.43664034942865976,0.5495181047193616,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,6,base,0.5089641434262948,0.44695934476525045,0.5661943650706731,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,6,base_routed,0.43725099601593626,0.36844654906680757,0.5221803582553083,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,7,routed_identity,0.5129482071713147,0.4181194458387046,0.5966969957579722,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,7,routed_scalar,0.4631474103585657,0.4068955239220926,0.5232221628285514,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,7,routed_full,0.5069721115537849,0.4248012623012623,0.5809532743679086,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,7,shared_identity,0.5179282868525896,0.43714788662366927,0.5896523125123397,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,7,hidden_identity,0.4676294820717131,0.40766174055829224,0.5145406658200616,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,7,base,0.47808764940239046,0.3857831576207211,0.5538105284712207,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,7,base_routed,0.4750996015936255,0.38898998881790736,0.5515272954857464,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,8,routed_identity,0.4048804780876494,0.32617394723982085,0.50688412659092,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,8,routed_scalar,0.5024900398406374,0.42183600007911237,0.5831057422969187,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,8,routed_full,0.4108565737051793,0.34236227351633414,0.4880647576935421,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,8,shared_identity,0.5154382470119522,0.42549569908998613,0.5902263431523515,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,8,hidden_identity,0.4681274900398406,0.39393903993203055,0.542416275575294,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,8,base,0.4895418326693227,0.40813310234749095,0.5602672618627083,2008,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scene_loso,8,base_routed,0.42231075697211157,0.338572523417647,0.5109944668760281,2008,13
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,0,routed_identity,0.6410256410256411,0.4523809523809524,0.7634724857685005,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,0,routed_scalar,0.5128205128205128,0.32653061224489793,0.6630434782608695,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,0,routed_full,0.5512820512820513,0.39059963474025977,0.6962025316455697,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,0,shared_identity,0.5,0.2795573893473368,0.7428571428571429,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,0,hidden_identity,0.5769230769230769,0.3543931496649293,0.8095238095238095,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,0,base,0.5641025641025641,0.3333333333333333,0.7976365546218486,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,0,base_routed,0.5641025641025641,0.36618203846736336,0.7192982456140351,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,1,routed_identity,0.5769230769230769,0.4352813299232737,0.7755102040816326,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,1,routed_scalar,0.2948717948717949,0.18055555555555555,0.4642857142857143,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,1,routed_full,0.34615384615384615,0.2042861409796894,0.5476190476190477,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,1,shared_identity,0.38461538461538464,0.16326530612244897,0.5357142857142857,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,1,hidden_identity,0.41025641025641024,0.17857142857142858,0.5752275004174319,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,1,base,0.358974358974359,0.11428571428571428,0.52,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,1,base_routed,0.32051282051282054,0.17721518987341772,0.5,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,2,routed_identity,0.6282051282051282,0.4130298913043478,0.8888888888888888,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,2,routed_scalar,0.6666666666666666,0.45714285714285713,0.796880661231884,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,2,routed_full,0.7051282051282052,0.5058823529411764,0.8571428571428571,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,2,shared_identity,0.6666666666666666,0.39285714285714285,0.8583372641509432,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,2,hidden_identity,0.5512820512820513,0.32653061224489793,0.75,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,2,base,0.6153846153846154,0.34285714285714286,0.8367346938775511,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,2,base_routed,0.6923076923076923,0.4857142857142857,0.875,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,3,routed_identity,0.6025641025641025,0.4081154336734694,0.8035714285714286,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,3,routed_scalar,0.7051282051282052,0.5277412280701754,0.8928571428571429,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,3,routed_full,0.7435897435897436,0.5468659156976744,0.9714285714285714,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,3,shared_identity,0.6538461538461539,0.5,0.8571428571428571,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,3,hidden_identity,0.5641025641025641,0.359375,0.8181818181818182,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,3,base,0.6410256410256411,0.46153846153846156,0.8571428571428571,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,3,base_routed,0.6410256410256411,0.4235294117647059,0.9107142857142857,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,4,routed_identity,0.47435897435897434,0.21428571428571427,0.7346938775510204,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,4,routed_scalar,0.38461538461538464,0.2687932027649769,0.5079365079365079,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,4,routed_full,0.41025641025641024,0.23809523809523808,0.6,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,4,shared_identity,0.5128205128205128,0.265625,0.7678571428571429,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,4,hidden_identity,0.38461538461538464,0.10714285714285714,0.6857142857142857,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,4,base,0.46153846153846156,0.17946428571428572,0.7346938775510204,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,4,base_routed,0.3974358974358974,0.1746031746031746,0.6530612244897959,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,5,routed_identity,0.7435897435897436,0.4642857142857143,0.9056659267480577,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,5,routed_scalar,0.7435897435897436,0.47619047619047616,0.9100064102564102,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,5,routed_full,0.782051282051282,0.5238095238095238,0.9292057745597568,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,5,shared_identity,0.7692307692307693,0.6,0.8734177215189873,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,5,hidden_identity,0.7307692307692307,0.5,0.8600053763440859,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,5,base,0.7051282051282052,0.5142857142857142,0.8194444444444444,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,5,base_routed,0.7307692307692307,0.4692602040816327,0.8859649122807017,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,6,routed_identity,0.8076923076923077,0.6153846153846154,0.9428706199460914,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,6,routed_scalar,0.7435897435897436,0.5079365079365079,0.875,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,6,routed_full,0.8205128205128205,0.6571428571428571,0.9464285714285714,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,6,shared_identity,0.8846153846153846,0.7714285714285715,0.9577464788732394,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,6,hidden_identity,0.7692307692307693,0.5918367346938775,0.8785117530444632,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,6,base,0.8461538461538461,0.7142857142857143,0.9387755102040817,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,6,base_routed,0.8589743589743589,0.7714285714285715,0.9292057745597568,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,7,routed_identity,0.8461538461538461,0.7142857142857143,0.934078771695594,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,7,routed_scalar,0.7948717948717948,0.6428571428571429,0.9047619047619048,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,7,routed_full,0.8589743589743589,0.7619047619047619,0.9365079365079365,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,7,shared_identity,0.8717948717948718,0.8028169014084507,0.9571428571428572,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,7,hidden_identity,0.8205128205128205,0.7362244897959185,0.9107142857142857,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,7,base,0.8589743589743589,0.7790697674418605,0.9523809523809523,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,7,base_routed,0.8717948717948718,0.7619047619047619,0.9421487603305785,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,8,routed_identity,0.8205128205128205,0.5872619047619048,0.950858704137392,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,8,routed_scalar,0.8205128205128205,0.5639880952380952,0.9607906799083269,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,8,routed_full,0.8717948717948718,0.7142857142857143,0.9642857142857143,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,8,shared_identity,0.7948717948717948,0.5238095238095238,0.94,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,8,hidden_identity,0.8589743589743589,0.675289384528515,0.9583333333333334,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,8,base,0.8846153846153846,0.7142857142857143,0.9841269841269841,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,seed_heldout,8,base_routed,0.8205128205128205,0.5952380952380952,0.94828691423519,78,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,0,routed_identity,0.5083798882681564,0.3387096774193548,0.6430205949656751,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,0,routed_scalar,0.5279329608938548,0.2672811059907834,0.713990617433414,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,0,routed_full,0.5418994413407822,0.2764958225619123,0.7272853535353534,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,0,shared_identity,0.4581005586592179,0.3279207472855014,0.5838970719249272,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,0,hidden_identity,0.5,0.3617602958816474,0.6372083241898907,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,0,base,0.5446927374301676,0.40134458115376115,0.6613056835637479,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,0,base_routed,0.5754189944134078,0.3464052287581699,0.7026718728632172,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,1,routed_identity,0.4329608938547486,0.3568062428625809,0.5194453463203463,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,1,routed_scalar,0.4245810055865922,0.2357604017216643,0.6645161290322581,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,1,routed_full,0.4245810055865922,0.26498422712933756,0.6438144994840038,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,1,shared_identity,0.43575418994413406,0.17511520737327188,0.5924528301886792,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,1,hidden_identity,0.46089385474860334,0.18452196122596734,0.6736469892668728,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,1,base,0.38268156424581007,0.1152073732718894,0.5316116484440706,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,1,base_routed,0.3435754189944134,0.1788777754503561,0.5186873993322594,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,2,routed_identity,0.44692737430167595,0.2877997297123367,0.6985311149172169,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,2,routed_scalar,0.5865921787709497,0.31296981207516994,0.7940074906367042,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,2,routed_full,0.5698324022346368,0.31740383434641123,0.7741935483870968,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,2,shared_identity,0.6005586592178771,0.3548387096774194,0.7692405063291138,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,2,hidden_identity,0.6005586592178771,0.405497311827957,0.8057851239669421,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,2,base,0.5921787709497207,0.34189964157706093,0.803921568627451,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,2,base_routed,0.6508379888268156,0.5053763440860215,0.7340823970037453,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,3,routed_identity,0.6368715083798883,0.4712608741222094,0.860655737704918,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,3,routed_scalar,0.5307262569832403,0.38258575197889183,0.7699260118961263,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,3,routed_full,0.5893854748603352,0.43122233571671775,0.8279082270567641,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,3,shared_identity,0.44972067039106145,0.2585357557657209,0.6847915069543313,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,3,hidden_identity,0.4245810055865922,0.2944773071227482,0.633138634241575,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,3,base,0.3770949720670391,0.2542372881355932,0.5634086778736934,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,3,base_routed,0.4692737430167598,0.3024132187938289,0.7189681970349113,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,4,routed_identity,0.5139664804469274,0.24632011094479175,0.8455530346001131,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,4,routed_scalar,0.5810055865921788,0.3935251136609656,0.7419529120983583,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,4,routed_full,0.5279329608938548,0.3068702111146416,0.8100803510505629,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,4,shared_identity,0.4581005586592179,0.24185562015503875,0.630436186945287,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,4,hidden_identity,0.40502793296089384,0.17221774193548386,0.6150234741784038,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,4,base,0.3854748603351955,0.11822580645161293,0.5886980365086667,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,4,base_routed,0.4720670391061452,0.2076271186440678,0.7213114754098361,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,5,routed_identity,0.40782122905027934,0.2188679245283019,0.6516129032258065,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,5,routed_scalar,0.49441340782122906,0.29728421970357455,0.6667050691244234,358,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,scene_loso,5,routed_full,0.3575418994413408,0.14800638711469036,0.597193474546216,358,8
