task,metric,chunk,failure_minus_success_z,mixed_scenes
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_rms,0,-0.03677411590303693,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_rms,1,0.018431212220873152,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_rms,2,0.1103164553642273,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_rms,3,0.22744842671922275,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_rms,4,0.01550449856689998,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_rms,5,0.041896470955439975,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_rms,6,0.29403628621782574,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_rms,7,0.1855597517320088,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,routed_rms,8,-0.045705292906079976,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation,0,0.07464729675224849,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation,1,0.008200829050370626,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation,2,-0.03299160088811602,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation,3,-0.29101260006427765,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation,4,0.06013805844954082,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation,5,0.03413232948098864,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation,6,-0.5140307758535657,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation,7,-0.06321291412625994,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,cancellation,8,0.19495428459984915,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_conflict,0,0.02736661263874599,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_conflict,1,-0.006019456045968192,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_conflict,2,0.029864764639309475,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_conflict,3,-0.07945742777415685,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_conflict,4,0.041624405554362705,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_conflict,5,-0.02689599565097264,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_conflict,6,-0.12900292873382568,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_conflict,7,-0.0060606056026050025,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,shared_conflict,8,0.06546403254781451,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,within_query_path,0,0.32822026099477497,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,within_query_path,1,0.018178013818604604,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,within_query_path,2,0.36701384825365885,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,within_query_path,3,-0.3399818880217416,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,within_query_path,4,0.3788242978709085,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,within_query_path,5,0.11566526974950518,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,within_query_path,6,-0.3940786463873727,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,within_query_path,7,0.41871667972632814,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,within_query_path,8,0.025427804461547306,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,d0_to_d9_commitment,0,-0.1428622603416443,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,d0_to_d9_commitment,1,0.06656228644507271,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,d0_to_d9_commitment,2,-0.2899358921817371,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,d0_to_d9_commitment,3,0.1528452251638685,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,d0_to_d9_commitment,4,-0.06398713748369898,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,d0_to_d9_commitment,5,-0.1807401520865304,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,d0_to_d9_commitment,6,0.28254049377782003,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,d0_to_d9_commitment,7,0.1317186611039298,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,d0_to_d9_commitment,8,0.08200102618762425,7
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_rms,0,-0.08040067324271569,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_rms,1,0.07194593376838244,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_rms,2,-0.02780317343198336,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_rms,3,-0.011645922294029823,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_rms,4,0.04297208657058386,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_rms,5,0.04693223192141606,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_rms,6,-0.017719958264094133,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_rms,7,0.04018428463202257,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,routed_rms,8,0.009113563941075252,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation,0,0.03692156019119116,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation,1,0.028555263120394487,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation,2,-0.03168873087717937,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation,3,0.05158631847454952,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation,4,-0.017305520864633415,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation,5,-0.043347205966711044,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation,6,0.02621548966719554,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation,7,0.031001952978280876,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,cancellation,8,0.015438263232891377,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_conflict,0,0.016266764499820195,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_conflict,1,0.08547336550859305,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_conflict,2,-0.06320264075811093,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_conflict,3,0.0012165091645259124,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_conflict,4,0.035800350400117725,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_conflict,5,0.015346243977546692,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_conflict,6,0.004920277457970839,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_conflict,7,0.003180766334900489,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,shared_conflict,8,-0.009109254066760723,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,within_query_path,0,-0.008886710955546452,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,within_query_path,1,0.02998456358909607,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,within_query_path,2,0.07177928548592788,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,within_query_path,3,0.026444636858426608,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,within_query_path,4,0.0272034784922233,13
