task,metric,chunk,failure_minus_success_z,mixed_scenes
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,within_query_path,5,-0.17105532724123734,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,within_query_path,6,-0.08173324167728424,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,within_query_path,7,-0.0767475446829429,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,within_query_path,8,0.049791000210321866,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,d0_to_d9_commitment,0,-0.005722607557590191,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,d0_to_d9_commitment,1,0.06555361128770389,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,d0_to_d9_commitment,2,-0.07318532466888428,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,d0_to_d9_commitment,3,-0.1087778634749926,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,d0_to_d9_commitment,4,0.03220205582105196,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,d0_to_d9_commitment,5,0.06144292652606964,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,d0_to_d9_commitment,6,0.044408329404317416,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,d0_to_d9_commitment,7,0.06270985792462642,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,d0_to_d9_commitment,8,-0.021888361527369574,13
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_rms,0,-0.010881371796131134,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_rms,1,0.008102620020508766,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_rms,2,0.051144988276064396,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_rms,3,0.14130215346813202,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_rms,4,0.08858841005712748,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_rms,5,0.07224581949412823,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_rms,6,0.14828214794397354,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_rms,7,0.023556038737297058,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,routed_rms,8,0.08197925426065922,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation,0,0.08987962361425161,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation,1,0.041319120675325394,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation,2,0.025834865868091583,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation,3,-0.0791306346654892,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation,4,0.10494555346667767,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation,5,-0.09776155650615692,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation,6,-0.0612994059920311,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation,7,-0.012766977772116661,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,cancellation,8,-0.3496449179947376,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_conflict,0,0.06570670008659363,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_conflict,1,0.009766705334186554,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_conflict,2,0.09442188963294029,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_conflict,3,0.07827653177082539,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_conflict,4,-0.05728623457252979,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_conflict,5,-0.12285207770764828,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_conflict,6,-0.046743497252464294,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_conflict,7,-0.08232755027711391,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,shared_conflict,8,-0.20851609855890274,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,within_query_path,0,0.40107338689267635,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,within_query_path,1,0.3611295633018017,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,within_query_path,2,-0.07526349648833275,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,within_query_path,3,0.0720737837255001,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,within_query_path,4,0.33837639540433884,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,within_query_path,5,0.029716480523347855,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,within_query_path,6,-0.4173720609396696,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,within_query_path,7,0.0923544391989708,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,within_query_path,8,0.19020128436386585,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,d0_to_d9_commitment,0,-0.013019733130931854,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,d0_to_d9_commitment,1,-0.12918085046112537,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,d0_to_d9_commitment,2,0.3480050526559353,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,d0_to_d9_commitment,3,-0.2728756843134761,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,d0_to_d9_commitment,4,-0.14369764551520348,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,d0_to_d9_commitment,5,-0.26330025866627693,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,d0_to_d9_commitment,6,0.475771214812994,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,d0_to_d9_commitment,7,0.22932856529951096,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,d0_to_d9_commitment,8,0.2604857459664345,8
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_rms,0,0.03396108622352282,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_rms,1,0.10725926607847214,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_rms,2,-0.03905310916403929,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_rms,3,0.002662320931752523,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_rms,4,0.06704134369889896,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_rms,5,0.03139418115218481,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_rms,6,-0.050025379906098046,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_rms,7,0.3448633508135875,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,routed_rms,8,0.24957269430160522,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation,0,0.04047460233171781,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation,1,-0.02774061542004347,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation,2,0.054386879007021584,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation,3,0.03179606795310974,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation,4,-0.08077639589707057,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation,5,0.023266096599400043,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation,6,0.08217594275871913,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation,7,-0.18712727104624113,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,cancellation,8,-0.26543515361845493,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_conflict,0,0.00921353263159593,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_conflict,1,0.005915440618991852,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_conflict,2,-0.11909216269850731,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_conflict,3,0.05386659440894922,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_conflict,4,0.02847518523534139,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_conflict,5,0.06196783855557442,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_conflict,6,0.20389200747013092,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_conflict,7,0.9109381635983785,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,shared_conflict,8,0.6322581420342127,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,within_query_path,0,-0.07770583468178908,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,within_query_path,1,-0.16304429123799005,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,within_query_path,2,0.04165323947866758,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,within_query_path,3,0.11099747320016225,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,within_query_path,4,-0.039263193806012474,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,within_query_path,5,0.19665910427769026,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,within_query_path,6,0.23363008070737123,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,within_query_path,7,0.3300033435225487,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,within_query_path,8,-0.3911347985267639,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,d0_to_d9_commitment,0,0.05154385572920243,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,d0_to_d9_commitment,1,0.0531433622042338,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,d0_to_d9_commitment,2,0.07823798184593518,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,d0_to_d9_commitment,3,-0.1744630994896094,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,d0_to_d9_commitment,4,0.014196967085202536,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,d0_to_d9_commitment,5,-0.015240555008252462,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,d0_to_d9_commitment,6,-0.20217711105942726,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,d0_to_d9_commitment,7,-0.6101511493325233,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,d0_to_d9_commitment,8,-0.696212953577439,12
