task,chunk,family,conditional_auc,ci_low,ci_high,pairs,mixed_scenes
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,routed_identity,0.4453125,0.37037037037037035,0.5078156001984127,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,routed_scalar,0.46875,0.4025974025974026,0.5733382352941176,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,routed_full,0.4921875,0.4489795918367347,0.5737780813600485,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,shared_identity,0.453125,0.3404227470201626,0.5658013633481291,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden_identity,0.46875,0.3684210526315789,0.5833333333333334,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,base,0.453125,0.33535196687370605,0.5783132530120482,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,base_routed,0.46875,0.34285714285714286,0.6,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,routed_identity,0.484375,0.37209302325581395,0.5875084459459459,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,routed_scalar,0.5234375,0.44936708860759494,0.6161685346616852,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,routed_full,0.53125,0.42857142857142855,0.6404494382022472,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,shared_identity,0.4765625,0.34615384615384615,0.5878378378378378,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,hidden_identity,0.4140625,0.3110919540229885,0.47368421052631576,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,base,0.4453125,0.3152136688505063,0.5039370078740157,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,base_routed,0.4609375,0.3333333333333333,0.5375,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,routed_identity,0.6171875,0.475,0.7564130434782608,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,routed_scalar,0.546875,0.4567834138486312,0.6272727272727273,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,routed_full,0.5546875,0.5,0.6206896551724138,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,shared_identity,0.6171875,0.4551136363636364,0.7644301470588234,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,hidden_identity,0.5625,0.3333333333333333,0.735632183908046,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,base,0.578125,0.37604166666666666,0.7519395348837209,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,base_routed,0.609375,0.4,0.752,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,routed_identity,0.5859375,0.4669853546439841,0.75,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,routed_scalar,0.4609375,0.35294117647058826,0.5384615384615384,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,routed_full,0.5,0.42857142857142855,0.58,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,shared_identity,0.4609375,0.3148148148148148,0.6206896551724138,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,hidden_identity,0.515625,0.37067655743951233,0.6929133858267716,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,base,0.5,0.352374245472837,0.6923076923076923,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,base_routed,0.4765625,0.3090909090909091,0.6551724137931034,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,routed_identity,0.4765625,0.3023255813953488,0.7222916666666657,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,routed_scalar,0.5234375,0.3333333333333333,0.685720188902007,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,routed_full,0.5234375,0.29626593806921675,0.6810398706896551,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,shared_identity,0.5703125,0.39080459770114945,0.7066861702127657,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,hidden_identity,0.578125,0.38271604938271603,0.7333333333333333,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,base,0.5703125,0.3893805309734513,0.7054263565891473,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,base_routed,0.578125,0.32141754850088183,0.7272727272727273,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,5,routed_identity,0.5546875,0.46097250988514404,0.6513796219071448,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,5,routed_scalar,0.5703125,0.4374884259259259,0.7613680069930069,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,5,routed_full,0.5859375,0.4646432062561095,0.7543988648090814,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,5,shared_identity,0.546875,0.2962752525252525,0.787680833024216,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,5,hidden_identity,0.53125,0.27102803738317754,0.7575757575757576,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,5,base,0.546875,0.2898550724637681,0.7724137931034483,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,5,base_routed,0.5234375,0.36936539472915325,0.675,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,6,routed_identity,0.515625,0.3684210526315789,0.7273474880382764,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,6,routed_scalar,0.5546875,0.4745762711864407,0.6326530612244898,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,6,routed_full,0.484375,0.379831595829992,0.6,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,6,shared_identity,0.5625,0.4805194805194805,0.7307692307692307,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,6,hidden_identity,0.5078125,0.3503184713375796,0.75,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,6,base,0.53125,0.3557692307692308,0.7627118644067796,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,6,base_routed,0.515625,0.33679943100995735,0.6710571377072818,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,routed_identity,0.4453125,0.34313025210084036,0.5866739130434782,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,routed_scalar,0.4921875,0.40816326530612246,0.6029411764705882,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,routed_full,0.4765625,0.39805444009556246,0.6,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,shared_identity,0.546875,0.39680860805860807,0.7550029716420439,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,hidden_identity,0.59375,0.4142619047619048,0.6923076923076923,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,base,0.625,0.5263157894736842,0.7342657342657343,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,base_routed,0.578125,0.46922413793103446,0.7088607594936709,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,routed_identity,0.4296875,0.24509803921568626,0.6387096774193548,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,routed_scalar,0.5234375,0.4806201550387597,0.5975644799551443,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,routed_full,0.5234375,0.4298245614035088,0.6233766233766234,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,shared_identity,0.4140625,0.27522935779816515,0.6086956521739131,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,hidden_identity,0.4453125,0.35714285714285715,0.5753610780226323,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,base,0.4375,0.3283582089552239,0.6024178907410463,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,base_routed,0.4609375,0.3025210084033613,0.6190476190476191,128,7
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_identity,0.5021645021645021,0.43623918492763,0.5735943320245646,462,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_scalar,0.5043290043290043,0.4096660598832465,0.6052090938217266,462,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,routed_full,0.5043290043290043,0.41394947874899757,0.5995088161209067,462,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,shared_identity,0.5454545454545454,0.4577417402968536,0.6210923100135384,462,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden_identity,0.49567099567099565,0.39841974431818183,0.5938867191504194,462,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,base,0.5151515151515151,0.41286801780751164,0.6116517764924602,462,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,base_routed,0.5064935064935064,0.4059989757914339,0.6101703562781045,462,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,routed_identity,0.6168831168831169,0.5578942374912613,0.6778195308212914,462,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,routed_scalar,0.5238095238095238,0.45305164319248825,0.5880295373275924,462,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,routed_full,0.5367965367965368,0.44927063230786696,0.618426158244836,462,13
