task,signal,chunk,success,failure,failure_minus_success,mixed_scenes
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_risk_percentile,0,0.5368622448979592,0.279265873015873,-0.2575963718820862,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_risk_percentile,1,0.4713860544217687,0.4419642857142857,-0.029421768707482976,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_risk_percentile,2,0.5144132653061224,0.4623724489795919,-0.052040816326530515,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_risk_percentile,3,0.4972789115646258,0.48667800453514737,-0.010600907029478412,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_risk_percentile,4,0.5276785714285713,0.4618055555555555,-0.0658730158730158,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_risk_percentile,5,0.48286564625850337,0.416312358276644,-0.06655328798185939,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_risk_percentile,6,0.497874149659864,0.548327664399093,0.05045351473922899,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_risk_percentile,7,0.5107993197278912,0.4100056689342404,-0.10079365079365077,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_risk_percentile,8,0.47423469387755096,0.5279195011337868,0.05368480725623587,7
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_risk_percentile,0,0.5299202533577533,0.4807787698412698,-0.04914148351648345,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_risk_percentile,1,0.46673725579975583,0.5415655525030525,0.07482829670329666,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_risk_percentile,2,0.48860462454212455,0.5288175366300366,0.040212912087912056,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_risk_percentile,3,0.4869829822954823,0.46783234126984125,-0.01915064102564107,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_risk_percentile,4,0.504286858974359,0.5127155830280831,0.00842872405372408,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_risk_percentile,5,0.5130456349206349,0.4944329975579975,-0.018612637362637408,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_risk_percentile,6,0.5144917582417582,0.43460775335775337,-0.07988400488400482,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_risk_percentile,7,0.5178800366300366,0.46076007326007323,-0.057119963369963334,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_risk_percentile,8,0.48137019230769224,0.45004769536019534,-0.03132249694749689,13
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_risk_percentile,0,0.49129464285714286,0.5234375,0.03214285714285714,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_risk_percentile,1,0.5176339285714285,0.4140625,-0.10357142857142854,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_risk_percentile,2,0.47410714285714284,0.6770833333333334,0.20297619047619053,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_risk_percentile,3,0.4678571428571428,0.7291666666666666,0.2613095238095238,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_risk_percentile,4,0.5151785714285715,0.40625,-0.10892857142857149,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_risk_percentile,5,0.4665178571428571,0.671875,0.2053571428571429,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_risk_percentile,6,0.4573660714285714,0.7526041666666666,0.29523809523809524,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_risk_percentile,7,0.45089285714285715,0.78125,0.33035714285714285,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_risk_percentile,8,0.4508928571428571,0.78125,0.3303571428571429,8
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_risk_percentile,0,0.49464492394179893,0.532421875,0.037776951058201114,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_risk_percentile,1,0.5006737764550265,0.4786747685185185,-0.021999007936508053,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_risk_percentile,2,0.47449363425925933,0.6771267361111111,0.20263310185185174,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_risk_percentile,3,0.47892278439153446,0.5721354166666667,0.09321263227513221,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_risk_percentile,4,0.4798342427248677,0.6758535879629629,0.19601934523809522,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_risk_percentile,5,0.5169456845238095,0.42683738425925927,-0.09010830026455025,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_risk_percentile,6,0.44965277777777773,0.685763888888889,0.23611111111111122,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_risk_percentile,7,0.4298115079365079,0.8315972222222223,0.4017857142857144,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_risk_percentile,8,0.44246031746031744,0.7638888888888888,0.3214285714285714,12
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_success_manifold_percentile,0,0.5032312925170067,0.5096371882086168,0.006405895691610097,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_success_manifold_percentile,1,0.4871173469387755,0.5007794784580499,0.013662131519274423,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_success_manifold_percentile,2,0.48137755102040813,0.5814909297052154,0.1001133786848073,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_success_manifold_percentile,3,0.5032738095238095,0.529124149659864,0.025850340136054473,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_success_manifold_percentile,4,0.4964285714285714,0.43168934240362816,-0.06473922902494322,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_success_manifold_percentile,5,0.4852891156462585,0.6367630385487528,0.15147392290249434,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_success_manifold_percentile,6,0.5050595238095238,0.54343820861678,0.03837868480725626,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_success_manifold_percentile,7,0.5093962585034014,0.565405328798186,0.056009070294784524,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,per_query_success_manifold_percentile,8,0.5141156462585034,0.5833333333333333,0.06921768707482989,7
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_success_manifold_percentile,0,0.5256295787545787,0.5003777472527473,-0.025251831501831412,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_success_manifold_percentile,1,0.4800824175824176,0.5052884615384615,0.025206043956043922,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_success_manifold_percentile,2,0.4900545634920635,0.5159970238095238,0.025942460317460336,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_success_manifold_percentile,3,0.5189274267399268,0.5084764194139194,-0.010451007326007344,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_success_manifold_percentile,4,0.48181089743589745,0.5182348901098901,0.036423992673992656,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_success_manifold_percentile,5,0.5062423687423687,0.48443223443223443,-0.021810134310134288,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_success_manifold_percentile,6,0.49956501831501837,0.49326923076923074,-0.0062957875457876344,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_success_manifold_percentile,7,0.48965201465201474,0.5633699633699634,0.07371794871794862,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,per_query_success_manifold_percentile,8,0.44934371184371186,0.5883470695970696,0.13900335775335776,13
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_success_manifold_percentile,0,0.5042410714285714,0.4244791666666667,-0.07976190476190476,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_success_manifold_percentile,1,0.5223214285714286,0.32291666666666663,-0.19940476190476197,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_success_manifold_percentile,2,0.5011160714285714,0.4296875,-0.0714285714285714,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_success_manifold_percentile,3,0.5006696428571429,0.5078125,0.0071428571428571175,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_success_manifold_percentile,4,0.48191964285714284,0.6223958333333334,0.14047619047619053,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_success_manifold_percentile,5,0.48258928571428567,0.609375,0.12678571428571433,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_success_manifold_percentile,6,0.4642857142857143,0.6875,0.2232142857142857,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_success_manifold_percentile,7,0.46093749999999994,0.7109375,0.25000000000000006,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,per_query_success_manifold_percentile,8,0.45401785714285714,0.7760416666666666,0.3220238095238095,8
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_success_manifold_percentile,0,0.5005683697089948,0.5010850694444445,0.000516699735449766,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_success_manifold_percentile,1,0.5028728505291006,0.5121238425925926,0.009250992063492003,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_success_manifold_percentile,2,0.5103856646825397,0.4126302083333333,-0.09775545634920635,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_success_manifold_percentile,3,0.49909060846560854,0.5141203703703704,0.015029761904761851,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_success_manifold_percentile,4,0.50361896494709,0.5548466435185185,0.051227678571428514,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_success_manifold_percentile,5,0.4817666997354497,0.6778067129629629,0.1960400132275132,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_success_manifold_percentile,6,0.44931175595238093,0.7059461805555555,0.25663442460317454,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_success_manifold_percentile,7,0.42462797619047626,0.8359375,0.41130952380952374,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,per_query_success_manifold_percentile,8,0.421875,0.873263888888889,0.45138888888888895,12
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,frozen_k8_failure_axis,0,-1.8794434614140354,-1.695630824373447,0.18381263704058837,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,frozen_k8_failure_axis,1,-5.107951869952594,-5.2003965258760365,-0.0924446559234422,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,frozen_k8_failure_axis,2,-2.0132324569214775,-2.149018282033404,-0.1357858251119266,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,frozen_k8_failure_axis,3,-2.289763066605307,-2.551204420034307,-0.2614413534290003,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,frozen_k8_failure_axis,4,-3.31808658975594,-3.4697962596371275,-0.15170966988118728,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,frozen_k8_failure_axis,5,-3.0764054933267233,-3.7600800677107524,-0.6836745743840291,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,frozen_k8_failure_axis,6,0.46484527479691157,0.16278273221458367,-0.3020625425823279,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,frozen_k8_failure_axis,7,-0.582058889306839,0.1079023779445291,0.6899612672513681,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,frozen_k8_failure_axis,8,-0.09382975674763196,0.41877887600950664,0.5126086327571386,7
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,frozen_k8_failure_axis,0,-0.5986242530684941,-0.569526892903821,0.029097360164673125,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,frozen_k8_failure_axis,1,-3.5881204522932113,-3.5795819547883414,0.008538497504869902,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,frozen_k8_failure_axis,2,-3.914769900504191,-3.91302512669329,0.0017447738109011013,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,frozen_k8_failure_axis,3,-3.566801315751586,-3.7491415379987223,-0.1823402222471362,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,frozen_k8_failure_axis,4,-4.755255017365853,-4.816299989371163,-0.061044972005309894,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,frozen_k8_failure_axis,5,-5.205113702615003,-5.195156722459249,0.009956980155754636,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,frozen_k8_failure_axis,6,-2.8959414399174532,-3.0764467288039063,-0.18050528888645312,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,frozen_k8_failure_axis,7,-0.09096813564204538,-0.35573033667080334,-0.26476220102875797,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,frozen_k8_failure_axis,8,-0.07692497299280486,-0.2981147398797641,-0.22118976688695924,13
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,frozen_k8_failure_axis,0,-1.4624740961005933,-1.419305727843079,0.043168368257514356,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,frozen_k8_failure_axis,1,-0.2376102882367721,-0.0608048862409227,0.1768054019958494,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,frozen_k8_failure_axis,2,-0.23524548570270581,-0.35397344580750906,-0.11872796010480324,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,frozen_k8_failure_axis,3,-3.452564257490317,-3.6424778100758597,-0.18991355258554288,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,frozen_k8_failure_axis,4,-1.2508400939355355,-0.9652314725991802,0.28560862133635534,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,frozen_k8_failure_axis,5,-0.0641247684170154,-0.14764845047277714,-0.08352368205576174,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,frozen_k8_failure_axis,6,1.0179231043587729,0.8813118899168082,-0.13661121444196467,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,frozen_k8_failure_axis,7,2.0963970328676895,2.453374201519646,0.3569771686519565,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,frozen_k8_failure_axis,8,-0.22082266636962158,1.2912915078781588,1.5121141742477804,8
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,frozen_k8_failure_axis,0,3.706684043387528,3.630645804155215,-0.07603823923231268,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,frozen_k8_failure_axis,1,2.2257951422693205,1.9767600059010864,-0.24903513636823416,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,frozen_k8_failure_axis,2,3.508085878336768,3.310596307418566,-0.19748957091820207,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,frozen_k8_failure_axis,3,4.484762476032352,4.535235003605056,0.05047252757270382,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,frozen_k8_failure_axis,4,3.3627625200085407,3.2022299408949415,-0.1605325791135992,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,frozen_k8_failure_axis,5,3.328898443722544,3.404882435809346,0.07598399208680195,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,frozen_k8_failure_axis,6,1.2295683317642323,1.852424871112489,0.6228565393482568,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,frozen_k8_failure_axis,7,0.49640534478678583,2.161288295774984,1.6648829509881982,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,frozen_k8_failure_axis,8,-0.04125587546382378,2.939190517768941,2.9804463932327647,12
