feature,t,auc,pairs,n_alive,n_fail
A|wc_net|level,15,0.46912350597609564,2008,512,216
A|wc_net|delta,15,0.4591633466135458,2008,512,216
A|wc_path|level,15,0.5084661354581673,2008,512,216
A|wc_path|delta,15,0.450199203187251,2008,512,216
A|wc_step0to1|level,15,0.5258964143426295,2008,512,216
A|wc_step0to1|delta,15,0.4955179282868526,2008,512,216
A|wc_step1to2|level,15,0.5069721115537849,2008,512,216
A|wc_step1to2|delta,15,0.46613545816733065,2008,512,216
A|wc_step2to3|level,15,0.47758964143426297,2008,512,216
A|wc_step2to3|delta,15,0.5348605577689243,2008,512,216
A|wc_step3to4|level,15,0.523406374501992,2008,512,216
A|wc_step3to4|delta,15,0.524402390438247,2008,512,216
A|wc_step4to5|level,15,0.4895418326693227,2008,512,216
A|wc_step4to5|delta,15,0.5064741035856574,2008,512,216
A|wc_step5to6|level,15,0.45119521912350596,2008,512,216
A|wc_step5to6|delta,15,0.4218127490039841,2008,512,216
A|wc_step6to7|level,15,0.49850597609561753,2008,512,216
A|wc_step6to7|delta,15,0.425796812749004,2008,512,216
A|wc_step7to8|level,15,0.548804780876494,2008,512,216
A|wc_step7to8|delta,15,0.4631474103585657,2008,512,216
A|wc_step8to9|level,15,0.524402390438247,2008,512,216
A|wc_step8to9|delta,15,0.5034860557768924,2008,512,216
A|wc_stepargmax|level,15,0.5438247011952191,2008,512,216
A|wc_stepargmax|delta,15,0.43824701195219123,2008,512,216
A|wc_stepmax|level,15,0.5074701195219123,2008,512,216
A|wc_stepmax|delta,15,0.49701195219123506,2008,512,216
A|wc_varsum|level,15,0.4770916334661355,2008,512,216
A|wc_varsum|delta,15,0.44223107569721115,2008,512,216
A|xchunk_hell_d0|level,15,0.3979083665338645,2008,512,216
A|xchunk_hell_d1|level,15,0.3989043824701195,2008,512,216
A|xchunk_hell_d2|level,15,0.3839641434262948,2008,512,216
A|xchunk_hell_d3|level,15,0.3809760956175299,2008,512,216
A|xchunk_hell_d4|level,15,0.38296812749003983,2008,512,216
A|xchunk_hell_d5|level,15,0.38197211155378485,2008,512,216
A|xchunk_hell_d6|level,15,0.3690239043824701,2008,512,216
A|xchunk_hell_d7|level,15,0.3565737051792829,2008,512,216
A|xchunk_hell_d8|level,15,0.35308764940239046,2008,512,216
A|xchunk_hell_d9|level,15,0.3605577689243028,2008,512,216
A|xchunk_hell_dmean|level,15,0.36752988047808766,2008,512,216
A|xchunk_hell_early02|level,15,0.3934262948207171,2008,512,216
A|xchunk_hell_late79|level,15,0.3565737051792829,2008,512,216
A|xchunk_hell_late_minus_early|level,15,0.37798804780876494,2008,512,216
A|xchunk_hell_late_over_early|level,15,0.43376494023904383,2008,512,216
F|wc_back3frac|level,15,0.6145418326693227,2008,512,216
F|wc_back3frac|delta,15,0.4596613545816733,2008,512,216
F|wc_backminusfront|level,15,0.5941235059760956,2008,512,216
F|wc_backminusfront|delta,15,0.4641434262948207,2008,512,216
F|wc_centroid|level,15,0.5951195219123506,2008,512,216
F|wc_centroid|delta,15,0.44721115537848605,2008,512,216
F|wc_disp|level,15,0.48356573705179284,2008,512,216
F|wc_disp|delta,15,0.46663346613545814,2008,512,216
F|wc_earlylate_hell|level,15,0.475597609561753,2008,512,216
F|wc_earlylate_hell|delta,15,0.4750996015936255,2008,512,216
F|wc_eff|level,15,0.46215139442231074,2008,512,216
F|wc_eff|delta,15,0.47808764940239046,2008,512,216
F|wc_ent_d0|level,15,0.5774402390438247,2008,512,216
F|wc_ent_d0|delta,15,0.4900398406374502,2008,512,216
F|wc_ent_d9|level,15,0.45044820717131473,2008,512,216
F|wc_ent_d9|delta,15,0.44123505976095617,2008,512,216
F|wc_ent_d9_minus_d0|level,15,0.4103585657370518,2008,512,216
F|wc_ent_d9_minus_d0|delta,15,0.3989043824701195,2008,512,216
F|wc_ent_early02|level,15,0.5585159362549801,2008,512,216
F|wc_ent_early02|delta,15,0.4868027888446215,2008,512,216
F|wc_ent_late79|level,15,0.49302788844621515,2008,512,216
F|wc_ent_late79|delta,15,0.4529382470119522,2008,512,216
F|wc_ent_late_minus_early|level,15,0.43177290836653387,2008,512,216
F|wc_ent_late_minus_early|delta,15,0.42231075697211157,2008,512,216
F|wc_ent_mean|level,15,0.5251494023904383,2008,512,216
F|wc_ent_mean|delta,15,0.5219123505976095,2008,512,216
F|wc_ent_range|level,15,0.5836653386454184,2008,512,216
F|wc_ent_range|delta,15,0.41334661354581675,2008,512,216
F|wc_ent_std|level,15,0.5672310756972112,2008,512,216
F|wc_ent_std|delta,15,0.4158366533864542,2008,512,216
F|wc_front3frac|level,15,0.45667330677290835,2008,512,216
F|wc_front3frac|delta,15,0.4541832669322709,2008,512,216
F|wc_net|level,15,0.5119521912350598,2008,512,216
F|wc_net|delta,15,0.450199203187251,2008,512,216
F|wc_path|level,15,0.5323705179282868,2008,512,216
F|wc_path|delta,15,0.46215139442231074,2008,512,216
F|wc_step0to1|level,15,0.547808764940239,2008,512,216
F|wc_step0to1|delta,15,0.4407370517928287,2008,512,216
F|wc_step1to2|level,15,0.5273904382470119,2008,512,216
F|wc_step1to2|delta,15,0.5448207171314741,2008,512,216
F|wc_step2to3|level,15,0.47310756972111556,2008,512,216
F|wc_step2to3|delta,15,0.46663346613545814,2008,512,216
F|wc_step3to4|level,15,0.4800796812749004,2008,512,216
F|wc_step3to4|delta,15,0.4960159362549801,2008,512,216
F|wc_step4to5|level,15,0.5059760956175299,2008,512,216
F|wc_step4to5|delta,15,0.47758964143426297,2008,512,216
F|wc_step5to6|level,15,0.48256972111553786,2008,512,216
F|wc_step5to6|delta,15,0.3989043824701195,2008,512,216
F|wc_step6to7|level,15,0.5144422310756972,2008,512,216
F|wc_step6to7|delta,15,0.44721115537848605,2008,512,216
F|wc_step7to8|level,15,0.5358565737051793,2008,512,216
F|wc_step7to8|delta,15,0.48754980079681276,2008,512,216
F|wc_step8to9|level,15,0.6100597609561753,2008,512,216
F|wc_step8to9|delta,15,0.4770916334661355,2008,512,216
F|wc_stepargmax|level,15,0.5672310756972112,2008,512,216
F|wc_stepargmax|delta,15,0.4773406374501992,2008,512,216
F|wc_stepmax|level,15,0.6055776892430279,2008,512,216
F|wc_stepmax|delta,15,0.476593625498008,2008,512,216
F|wc_varsum|level,15,0.49701195219123506,2008,512,216
F|wc_varsum|delta,15,0.4586653386454183,2008,512,216
F|xchunk_hell_d0|level,15,0.46912350597609564,2008,512,216
F|xchunk_hell_d1|level,15,0.4706175298804781,2008,512,216
F|xchunk_hell_d2|level,15,0.48256972111553786,2008,512,216
F|xchunk_hell_d3|level,15,0.48904382470119523,2008,512,216
F|xchunk_hell_d4|level,15,0.4910358565737052,2008,512,216
F|xchunk_hell_d5|level,15,0.5004980079681275,2008,512,216
F|xchunk_hell_d6|level,15,0.48406374501992033,2008,512,216
F|xchunk_hell_d7|level,15,0.46912350597609564,2008,512,216
F|xchunk_hell_d8|level,15,0.45766932270916333,2008,512,216
F|xchunk_hell_d9|level,15,0.450199203187251,2008,512,216
F|xchunk_hell_dmean|level,15,0.4711155378486056,2008,512,216
F|xchunk_hell_early02|level,15,0.4716135458167331,2008,512,216
F|xchunk_hell_late79|level,15,0.449203187250996,2008,512,216
F|xchunk_hell_late_minus_early|level,15,0.4995019920318725,2008,512,216
F|xchunk_hell_late_over_early|level,15,0.4905378486055777,2008,512,216
S|wc_back3frac|level,15,0.5,2008,512,216
S|wc_back3frac|delta,15,0.5,2008,512,216
S|wc_backminusfront|level,15,0.5,2008,512,216
S|wc_backminusfront|delta,15,0.5,2008,512,216
S|wc_centroid|level,15,0.5,2008,512,216
S|wc_centroid|delta,15,0.5,2008,512,216
S|wc_disp|level,15,0.5343625498007968,2008,512,216
S|wc_disp|delta,15,0.4711155378486056,2008,512,216
S|wc_earlylate_hell|level,15,0.5,2008,512,216
S|wc_earlylate_hell|delta,15,0.5,2008,512,216
S|wc_eff|level,15,0.5,2008,512,216
S|wc_eff|delta,15,0.5,2008,512,216
S|wc_ent_d0|level,15,0.40139442231075695,2008,512,216
S|wc_ent_d0|delta,15,0.4937749003984064,2008,512,216
S|wc_ent_d9|level,15,0.40139442231075695,2008,512,216
S|wc_ent_d9|delta,15,0.4937749003984064,2008,512,216
S|wc_ent_d9_minus_d0|level,15,0.5,2008,512,216
S|wc_ent_d9_minus_d0|delta,15,0.5,2008,512,216
S|wc_ent_early02|level,15,0.40139442231075695,2008,512,216
S|wc_ent_early02|delta,15,0.4937749003984064,2008,512,216
S|wc_ent_late79|level,15,0.40139442231075695,2008,512,216
S|wc_ent_late79|delta,15,0.4937749003984064,2008,512,216
S|wc_ent_late_minus_early|level,15,0.5,2008,512,216
S|wc_ent_late_minus_early|delta,15,0.5,2008,512,216
S|wc_ent_mean|level,15,0.40139442231075695,2008,512,216
S|wc_ent_mean|delta,15,0.4937749003984064,2008,512,216
S|wc_ent_range|level,15,0.5,2008,512,216
S|wc_ent_range|delta,15,0.5,2008,512,216
S|wc_ent_std|level,15,0.5,2008,512,216
S|wc_ent_std|delta,15,0.5,2008,512,216
S|wc_front3frac|level,15,0.5,2008,512,216
S|wc_front3frac|delta,15,0.5,2008,512,216
S|wc_net|level,15,0.5,2008,512,216
S|wc_net|delta,15,0.5,2008,512,216
S|wc_path|level,15,0.5,2008,512,216
S|wc_path|delta,15,0.5,2008,512,216
S|wc_step0to1|level,15,0.5,2008,512,216
S|wc_step0to1|delta,15,0.5,2008,512,216
S|wc_step1to2|level,15,0.5,2008,512,216
S|wc_step1to2|delta,15,0.5,2008,512,216
S|wc_step2to3|level,15,0.5,2008,512,216
S|wc_step2to3|delta,15,0.5,2008,512,216
S|wc_step3to4|level,15,0.5,2008,512,216
S|wc_step3to4|delta,15,0.5,2008,512,216
S|wc_step4to5|level,15,0.5,2008,512,216
S|wc_step4to5|delta,15,0.5,2008,512,216
S|wc_step5to6|level,15,0.5,2008,512,216
S|wc_step5to6|delta,15,0.5,2008,512,216
S|wc_step6to7|level,15,0.5,2008,512,216
S|wc_step6to7|delta,15,0.5,2008,512,216
S|wc_step7to8|level,15,0.5,2008,512,216
S|wc_step7to8|delta,15,0.5,2008,512,216
S|wc_step8to9|level,15,0.5,2008,512,216
S|wc_step8to9|delta,15,0.5,2008,512,216
S|wc_stepargmax|level,15,0.5,2008,512,216
S|wc_stepargmax|delta,15,0.5,2008,512,216
S|wc_stepmax|level,15,0.5,2008,512,216
S|wc_stepmax|delta,15,0.5,2008,512,216
S|wc_varsum|level,15,0.5281374501992032,2008,512,216
S|wc_varsum|delta,15,0.5480577689243028,2008,512,216
S|xchunk_hell_d0|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_d1|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_d2|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_d3|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_d4|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_d5|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_d6|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_d7|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_d8|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_d9|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_dmean|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_early02|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_late79|level,15,0.4203187250996016,2008,512,216
S|xchunk_hell_late_minus_early|level,15,0.5,2008,512,216
S|xchunk_hell_late_over_early|level,15,0.5,2008,512,216
A|wc_back3frac|level,20,0.5418326693227091,2008,512,216
A|wc_back3frac|delta,20,0.5288844621513944,2008,512,216
A|wc_backminusfront|level,20,0.5119521912350598,2008,512,216
A|wc_backminusfront|delta,20,0.525398406374502,2008,512,216
A|wc_centroid|level,20,0.5099601593625498,2008,512,216
A|wc_centroid|delta,20,0.50199203187251,2008,512,216
A|wc_disp|level,20,0.5368525896414342,2008,512,216
A|wc_disp|delta,20,0.4716135458167331,2008,512,216
A|wc_earlylate_hell|level,20,0.5094621513944223,2008,512,216
A|wc_earlylate_hell|delta,20,0.4596613545816733,2008,512,216
A|wc_eff|level,20,0.41384462151394424,2008,512,216
A|wc_eff|delta,20,0.4387450199203187,2008,512,216
A|wc_ent_d0|level,20,0.5366035856573705,2008,512,216
A|wc_ent_d0|delta,20,0.3408864541832669,2008,512,216
A|wc_ent_d9|level,20,0.5176792828685259,2008,512,216
A|wc_ent_d9|delta,20,0.4125996015936255,2008,512,216
A|wc_ent_d9_minus_d0|level,20,0.5089641434262948,2008,512,216
A|wc_ent_d9_minus_d0|delta,20,0.43177290836653387,2008,512,216
A|wc_ent_early02|level,20,0.5258964143426295,2008,512,216
A|wc_ent_early02|delta,20,0.3391434262948207,2008,512,216
A|wc_ent_late79|level,20,0.5102091633466136,2008,512,216
A|wc_ent_late79|delta,20,0.4098605577689243,2008,512,216
A|wc_ent_late_minus_early|level,20,0.5119521912350598,2008,512,216
A|wc_ent_late_minus_early|delta,20,0.4414840637450199,2008,512,216
A|wc_ent_mean|level,20,0.5097111553784861,2008,512,216
A|wc_ent_mean|delta,20,0.37350597609561753,2008,512,216
A|wc_ent_range|level,20,0.487300796812749,2008,512,216
A|wc_ent_range|delta,20,0.43949203187250996,2008,512,216
A|wc_ent_std|level,20,0.48256972111553786,2008,512,216
A|wc_ent_std|delta,20,0.4402390438247012,2008,512,216
A|wc_front3frac|level,20,0.5268924302788844,2008,512,216
A|wc_front3frac|delta,20,0.5517928286852589,2008,512,216
A|wc_net|level,20,0.5288844621513944,2008,512,216
A|wc_net|delta,20,0.45567729083665337,2008,512,216
A|wc_path|level,20,0.5692231075697212,2008,512,216
A|wc_path|delta,20,0.49302788844621515,2008,512,216
A|wc_step0to1|level,20,0.5901394422310757,2008,512,216
A|wc_step0to1|delta,20,0.45119521912350596,2008,512,216
A|wc_step1to2|level,20,0.5692231075697212,2008,512,216
A|wc_step1to2|delta,20,0.43675298804780877,2008,512,216
A|wc_step2to3|level,20,0.5493027888446215,2008,512,216
A|wc_step2to3|delta,20,0.40587649402390436,2008,512,216
A|wc_step3to4|level,20,0.5662350597609562,2008,512,216
A|wc_step3to4|delta,20,0.448207171314741,2008,512,216
A|wc_step4to5|level,20,0.5343625498007968,2008,512,216
A|wc_step4to5|delta,20,0.44223107569721115,2008,512,216
A|wc_step5to6|level,20,0.5189243027888446,2008,512,216
A|wc_step5to6|delta,20,0.4805776892430279,2008,512,216
A|wc_step6to7|level,20,0.5517928286852589,2008,512,216
A|wc_step6to7|delta,20,0.47858565737051795,2008,512,216
A|wc_step7to8|level,20,0.5717131474103586,2008,512,216
A|wc_step7to8|delta,20,0.5104581673306773,2008,512,216
A|wc_step8to9|level,20,0.6110557768924303,2008,512,216
A|wc_step8to9|delta,20,0.5353585657370518,2008,512,216
A|wc_stepargmax|level,20,0.5395916334661355,2008,512,216
A|wc_stepargmax|delta,20,0.4927788844621514,2008,512,216
A|wc_stepmax|level,20,0.6170318725099602,2008,512,216
A|wc_stepmax|delta,20,0.5343625498007968,2008,512,216
A|wc_varsum|level,20,0.5373505976095617,2008,512,216
A|wc_varsum|delta,20,0.4631474103585657,2008,512,216
A|xchunk_hell_d0|level,20,0.36802788844621515,2008,512,216
A|xchunk_hell_d1|level,20,0.3700199203187251,2008,512,216
A|xchunk_hell_d2|level,20,0.3655378486055777,2008,512,216
A|xchunk_hell_d3|level,20,0.3700199203187251,2008,512,216
A|xchunk_hell_d4|level,20,0.37798804780876494,2008,512,216
A|xchunk_hell_d5|level,20,0.38296812749003983,2008,512,216
A|xchunk_hell_d6|level,20,0.36802788844621515,2008,512,216
A|xchunk_hell_d7|level,20,0.3605577689243028,2008,512,216
A|xchunk_hell_d8|level,20,0.3436254980079681,2008,512,216
A|xchunk_hell_d9|level,20,0.3555776892430279,2008,512,216
A|xchunk_hell_dmean|level,20,0.3500996015936255,2008,512,216
A|xchunk_hell_early02|level,20,0.36752988047808766,2008,512,216
A|xchunk_hell_late79|level,20,0.3451195219123506,2008,512,216
A|xchunk_hell_late_minus_early|level,20,0.41434262948207173,2008,512,216
A|xchunk_hell_late_over_early|level,20,0.44123505976095617,2008,512,216
F|wc_back3frac|level,20,0.525398406374502,2008,512,216
F|wc_back3frac|delta,20,0.4203187250996016,2008,512,216
F|wc_backminusfront|level,20,0.5283864541832669,2008,512,216
F|wc_backminusfront|delta,20,0.44173306772908366,2008,512,216
F|wc_centroid|level,20,0.5358565737051793,2008,512,216
F|wc_centroid|delta,20,0.41832669322709165,2008,512,216
F|wc_disp|level,20,0.5408366533864541,2008,512,216
F|wc_disp|delta,20,0.4551792828685259,2008,512,216
F|wc_earlylate_hell|level,20,0.5343625498007968,2008,512,216
F|wc_earlylate_hell|delta,20,0.49800796812749004,2008,512,216
F|wc_eff|level,20,0.4770916334661355,2008,512,216
F|wc_eff|delta,20,0.5358565737051793,2008,512,216
F|wc_ent_d0|level,20,0.5445717131474104,2008,512,216
F|wc_ent_d0|delta,20,0.43276892430278885,2008,512,216
F|wc_ent_d9|level,20,0.450199203187251,2008,512,216
F|wc_ent_d9|delta,20,0.5122011952191236,2008,512,216
F|wc_ent_d9_minus_d0|level,20,0.4302788844621514,2008,512,216
F|wc_ent_d9_minus_d0|delta,20,0.5149402390438247,2008,512,216
F|wc_ent_early02|level,20,0.5211653386454184,2008,512,216
F|wc_ent_early02|delta,20,0.4312749003984064,2008,512,216
F|wc_ent_late79|level,20,0.4434760956175299,2008,512,216
F|wc_ent_late79|delta,20,0.49701195219123506,2008,512,216
F|wc_ent_late_minus_early|level,20,0.4330179282868526,2008,512,216
F|wc_ent_late_minus_early|delta,20,0.5092131474103586,2008,512,216
F|wc_ent_mean|level,20,0.47410358565737054,2008,512,216
F|wc_ent_mean|delta,20,0.4760956175298805,2008,512,216
F|wc_ent_range|level,20,0.5732071713147411,2008,512,216
F|wc_ent_range|delta,20,0.5276394422310757,2008,512,216
F|wc_ent_std|level,20,0.5712151394422311,2008,512,216
F|wc_ent_std|delta,20,0.5194223107569721,2008,512,216
F|wc_front3frac|level,20,0.4706175298804781,2008,512,216
F|wc_front3frac|delta,20,0.4551792828685259,2008,512,216
F|wc_net|level,20,0.5328685258964143,2008,512,216
F|wc_net|delta,20,0.4845617529880478,2008,512,216
F|wc_path|level,20,0.5542828685258964,2008,512,216
F|wc_path|delta,20,0.42729083665338646,2008,512,216
F|wc_step0to1|level,20,0.575199203187251,2008,512,216
F|wc_step0to1|delta,20,0.48256972111553786,2008,512,216
F|wc_step1to2|level,20,0.5164342629482072,2008,512,216
F|wc_step1to2|delta,20,0.4442231075697211,2008,512,216
F|wc_step2to3|level,20,0.48406374501992033,2008,512,216
F|wc_step2to3|delta,20,0.44621513944223107,2008,512,216
F|wc_step3to4|level,20,0.5373505976095617,2008,512,216
F|wc_step3to4|delta,20,0.40936254980079684,2008,512,216
F|wc_step4to5|level,20,0.5104581673306773,2008,512,216
F|wc_step4to5|delta,20,0.45717131474103584,2008,512,216
F|wc_step5to6|level,20,0.5567729083665338,2008,512,216
F|wc_step5to6|delta,20,0.41284860557768926,2008,512,216
F|wc_step6to7|level,20,0.5268924302788844,2008,512,216
F|wc_step6to7|delta,20,0.4342629482071713,2008,512,216
F|wc_step7to8|level,20,0.5423306772908366,2008,512,216
F|wc_step7to8|delta,20,0.4900398406374502,2008,512,216
F|wc_step8to9|level,20,0.6125498007968128,2008,512,216
F|wc_step8to9|delta,20,0.40239043824701193,2008,512,216
F|wc_stepargmax|level,20,0.5861553784860558,2008,512,216
F|wc_stepargmax|delta,20,0.47460159362549803,2008,512,216
F|wc_stepmax|level,20,0.6110557768924303,2008,512,216
F|wc_stepmax|delta,20,0.40936254980079684,2008,512,216
F|wc_varsum|level,20,0.5483067729083665,2008,512,216
F|wc_varsum|delta,20,0.4795816733067729,2008,512,216
F|xchunk_hell_d0|level,20,0.46713147410358563,2008,512,216
F|xchunk_hell_d1|level,20,0.47260956175298807,2008,512,216
F|xchunk_hell_d2|level,20,0.4810756972111554,2008,512,216
F|xchunk_hell_d3|level,20,0.4855577689243028,2008,512,216
F|xchunk_hell_d4|level,20,0.4945219123505976,2008,512,216
F|xchunk_hell_d5|level,20,0.499003984063745,2008,512,216
F|xchunk_hell_d6|level,20,0.4955179282868526,2008,512,216
F|xchunk_hell_d7|level,20,0.5029880478087649,2008,512,216
F|xchunk_hell_d8|level,20,0.5079681274900398,2008,512,216
F|xchunk_hell_d9|level,20,0.5069721115537849,2008,512,216
F|xchunk_hell_dmean|level,20,0.4770916334661355,2008,512,216
F|xchunk_hell_early02|level,20,0.4750996015936255,2008,512,216
F|xchunk_hell_late79|level,20,0.5034860557768924,2008,512,216
F|xchunk_hell_late_minus_early|level,20,0.5184262948207171,2008,512,216
F|xchunk_hell_late_over_early|level,20,0.523406374501992,2008,512,216
S|wc_back3frac|level,20,0.5,2008,512,216
S|wc_back3frac|delta,20,0.5,2008,512,216
S|wc_backminusfront|level,20,0.5,2008,512,216
S|wc_backminusfront|delta,20,0.5,2008,512,216
S|wc_centroid|level,20,0.5,2008,512,216
S|wc_centroid|delta,20,0.5,2008,512,216
S|wc_disp|level,20,0.5876494023904383,2008,512,216
S|wc_disp|delta,20,0.4591633466135458,2008,512,216
S|wc_earlylate_hell|level,20,0.5,2008,512,216
S|wc_earlylate_hell|delta,20,0.5,2008,512,216
S|wc_eff|level,20,0.5,2008,512,216
S|wc_eff|delta,20,0.5,2008,512,216
S|wc_ent_d0|level,20,0.40239043824701193,2008,512,216
S|wc_ent_d0|delta,20,0.49626494023904383,2008,512,216
S|wc_ent_d9|level,20,0.40239043824701193,2008,512,216
S|wc_ent_d9|delta,20,0.49626494023904383,2008,512,216
S|wc_ent_d9_minus_d0|level,20,0.5,2008,512,216
S|wc_ent_d9_minus_d0|delta,20,0.5,2008,512,216
S|wc_ent_early02|level,20,0.40239043824701193,2008,512,216
S|wc_ent_early02|delta,20,0.49626494023904383,2008,512,216
S|wc_ent_late79|level,20,0.40239043824701193,2008,512,216
S|wc_ent_late79|delta,20,0.49626494023904383,2008,512,216
S|wc_ent_late_minus_early|level,20,0.5,2008,512,216
S|wc_ent_late_minus_early|delta,20,0.5,2008,512,216
S|wc_ent_mean|level,20,0.40239043824701193,2008,512,216
S|wc_ent_mean|delta,20,0.49626494023904383,2008,512,216
S|wc_ent_range|level,20,0.5,2008,512,216
S|wc_ent_range|delta,20,0.5,2008,512,216
S|wc_ent_std|level,20,0.5,2008,512,216
S|wc_ent_std|delta,20,0.5,2008,512,216
S|wc_front3frac|level,20,0.5,2008,512,216
S|wc_front3frac|delta,20,0.5,2008,512,216
S|wc_net|level,20,0.5,2008,512,216
S|wc_net|delta,20,0.5,2008,512,216
S|wc_path|level,20,0.5,2008,512,216
S|wc_path|delta,20,0.5,2008,512,216
S|wc_step0to1|level,20,0.5,2008,512,216
S|wc_step0to1|delta,20,0.5,2008,512,216
S|wc_step1to2|level,20,0.5,2008,512,216
S|wc_step1to2|delta,20,0.5,2008,512,216
S|wc_step2to3|level,20,0.5,2008,512,216
S|wc_step2to3|delta,20,0.5,2008,512,216
S|wc_step3to4|level,20,0.5,2008,512,216
S|wc_step3to4|delta,20,0.5,2008,512,216
S|wc_step4to5|level,20,0.5,2008,512,216
S|wc_step4to5|delta,20,0.5,2008,512,216
S|wc_step5to6|level,20,0.5,2008,512,216
S|wc_step5to6|delta,20,0.5,2008,512,216
S|wc_step6to7|level,20,0.5,2008,512,216
S|wc_step6to7|delta,20,0.5,2008,512,216
S|wc_step7to8|level,20,0.5,2008,512,216
S|wc_step7to8|delta,20,0.5,2008,512,216
S|wc_step8to9|level,20,0.5,2008,512,216
S|wc_step8to9|delta,20,0.5,2008,512,216
S|wc_stepargmax|level,20,0.5,2008,512,216
S|wc_stepargmax|delta,20,0.5,2008,512,216
S|wc_stepmax|level,20,0.5,2008,512,216
S|wc_stepmax|delta,20,0.5,2008,512,216
S|wc_varsum|level,20,0.6043326693227091,2008,512,216
S|wc_varsum|delta,20,0.5219123505976095,2008,512,216
S|xchunk_hell_d0|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_d1|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_d2|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_d3|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_d4|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_d5|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_d6|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_d7|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_d8|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_d9|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_dmean|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_early02|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_late79|level,20,0.37201195219123506,2008,512,216
S|xchunk_hell_late_minus_early|level,20,0.5,2008,512,216
S|xchunk_hell_late_over_early|level,20,0.5,2008,512,216
A|wc_back3frac|level,25,0.4995019920318725,2008,512,216
A|wc_back3frac|delta,25,0.5612549800796812,2008,512,216
A|wc_backminusfront|level,25,0.5099601593625498,2008,512,216
A|wc_backminusfront|delta,25,0.5388446215139442,2008,512,216
A|wc_centroid|level,25,0.48754980079681276,2008,512,216
A|wc_centroid|delta,25,0.5209163346613546,2008,512,216
A|wc_disp|level,25,0.5388446215139442,2008,512,216
A|wc_disp|delta,25,0.5358565737051793,2008,512,216
A|wc_earlylate_hell|level,25,0.5393426294820717,2008,512,216
A|wc_earlylate_hell|delta,25,0.5164342629482072,2008,512,216
A|wc_eff|level,25,0.5054780876494024,2008,512,216
