q,lead,org,kind,n,n_event,pairs,auc,disc,p_family,disc_resid,p_family_resid,null_med
12,1-4,tok00,hell,349,4,305.0,0.5311475409836065,0.5311475409836065,1.0,0.5967213114754099,1.0,0.7639344262295082
12,1-4,tok00,ent,349,4,305.0,0.2819672131147541,0.7180327868852459,0.742,0.7475409836065574,0.794,0.7639344262295082
12,1-4,tok01,hell,349,4,305.0,0.29180327868852457,0.7081967213114755,0.783,0.8950819672131147,0.0755,0.7639344262295082
12,1-4,tok01,ent,349,4,305.0,0.6704918032786885,0.6704918032786885,0.9275,0.6688524590163935,0.989,0.7639344262295082
12,1-4,tok02,hell,349,4,305.0,0.3180327868852459,0.6819672131147541,0.896,0.8950819672131147,0.0755,0.7639344262295082
12,1-4,tok02,ent,349,4,305.0,0.8163934426229508,0.8163934426229508,0.2715,0.8622950819672132,0.1705,0.7639344262295082
12,1-4,tok03,hell,349,4,305.0,0.25573770491803277,0.7442622950819673,0.6035,0.8852459016393442,0.095,0.7639344262295082
12,1-4,tok03,ent,349,4,305.0,0.8360655737704918,0.8360655737704918,0.2005,0.8229508196721311,0.3575,0.7639344262295082
12,1-4,tok04,hell,349,4,305.0,0.36721311475409835,0.6327868852459017,0.988,0.7672131147540984,0.679,0.7639344262295082
12,1-4,tok04,ent,349,4,305.0,0.7704918032786885,0.7704918032786885,0.474,0.760655737704918,0.7225,0.7639344262295082
12,1-4,tok05,hell,349,4,305.0,0.42295081967213116,0.5770491803278688,1.0,0.6688524590163935,0.989,0.7639344262295082
12,1-4,tok05,ent,349,4,305.0,0.8049180327868852,0.8049180327868852,0.3065,0.8131147540983606,0.406,0.7639344262295082
12,1-4,tok06,hell,349,4,305.0,0.39672131147540984,0.6032786885245902,0.9995,0.6524590163934426,0.997,0.7639344262295082
12,1-4,tok06,ent,349,4,305.0,0.7967213114754098,0.7967213114754098,0.3455,0.8131147540983606,0.406,0.7639344262295082
12,1-4,tok07,hell,349,4,305.0,0.36721311475409835,0.6327868852459017,0.988,0.6032786885245902,1.0,0.7639344262295082
12,1-4,tok07,ent,349,4,305.0,0.7213114754098361,0.7213114754098361,0.73,0.6819672131147541,0.975,0.7639344262295082
12,1-4,tok08,hell,349,4,305.0,0.4098360655737705,0.5901639344262295,0.9995,0.5868852459016394,1.0,0.7639344262295082
12,1-4,tok08,ent,349,4,305.0,0.6819672131147541,0.6819672131147541,0.896,0.6950819672131148,0.9575,0.7639344262295082
12,1-4,tok09,hell,349,4,305.0,0.6262295081967213,0.6262295081967213,0.9905,0.6360655737704918,0.999,0.7639344262295082
12,1-4,tok09,ent,349,4,305.0,0.4491803278688525,0.5508196721311476,1.0,0.521311475409836,1.0,0.7639344262295082
12,1-4,tok10,hell,349,4,305.0,0.43278688524590164,0.5672131147540984,1.0,0.5704918032786885,1.0,0.7639344262295082
12,1-4,tok10,ent,349,4,305.0,0.7180327868852459,0.7180327868852459,0.742,0.7573770491803279,0.74,0.7639344262295082
12,1-4,act1_3,hell,349,4,305.0,0.26557377049180325,0.7344262295081967,0.668,0.9180327868852459,0.039,0.7639344262295082
12,1-4,act1_3,ent,349,4,305.0,0.760655737704918,0.760655737704918,0.5235,0.7836065573770492,0.591,0.7639344262295082
12,1-4,act4_7,hell,349,4,305.0,0.3704918032786885,0.6295081967213114,0.9885,0.6622950819672131,0.9915,0.7639344262295082
12,1-4,act4_7,ent,349,4,305.0,0.7770491803278688,0.7770491803278688,0.438,0.7737704918032787,0.645,0.7639344262295082
12,1-4,act8_10,hell,349,4,305.0,0.6491803278688525,0.6491803278688525,0.965,0.7672131147540984,0.679,0.7639344262295082
12,1-4,act8_10,ent,349,4,305.0,0.5016393442622951,0.5016393442622951,1.0,0.5081967213114754,1.0,0.7639344262295082
12,1-4,act_all_1_10,hell,349,4,305.0,0.47540983606557374,0.5245901639344263,1.0,0.5,1.0,0.7639344262295082
12,1-4,act_all_1_10,ent,349,4,305.0,0.6655737704918033,0.6655737704918033,0.9355,0.7049180327868853,0.9375,0.7639344262295082
12,1-4,all11,hell,349,4,305.0,0.49836065573770494,0.5016393442622951,1.0,0.7475409836065574,0.794,0.7639344262295082
12,1-4,all11,ent,349,4,305.0,0.5704918032786885,0.5704918032786885,1.0,0.5901639344262295,1.0,0.7639344262295082
12,5-8,tok00,hell,349,40,2820.0,0.749290780141844,0.749290780141844,0.0,0.5879432624113475,0.764,0.5932624113475178
12,5-8,tok00,ent,349,40,2820.0,0.75,0.75,0.0,0.6382978723404256,0.1265,0.5932624113475178
12,5-8,tok01,hell,349,40,2820.0,0.7393617021276596,0.7393617021276596,0.0,0.573049645390071,0.9255,0.5932624113475178
12,5-8,tok01,ent,349,40,2820.0,0.149822695035461,0.850177304964539,0.0,0.7765957446808511,0.0,0.5932624113475178
12,5-8,tok02,hell,349,40,2820.0,0.7262411347517731,0.7262411347517731,0.0005,0.524113475177305,1.0,0.5932624113475178
12,5-8,tok02,ent,349,40,2820.0,0.1925531914893617,0.8074468085106383,0.0,0.7170212765957447,0.0,0.5932624113475178
12,5-8,tok03,hell,349,40,2820.0,0.7226950354609929,0.7226950354609929,0.0005,0.5159574468085106,1.0,0.5932624113475178
12,5-8,tok03,ent,349,40,2820.0,0.2099290780141844,0.7900709219858156,0.0,0.6989361702127659,0.0035,0.5932624113475178
12,5-8,tok04,hell,349,40,2820.0,0.724822695035461,0.724822695035461,0.0005,0.500354609929078,1.0,0.5932624113475178
12,5-8,tok04,ent,349,40,2820.0,0.21170212765957447,0.7882978723404255,0.0,0.6971631205673758,0.0035,0.5932624113475178
12,5-8,tok05,hell,349,40,2820.0,0.676950354609929,0.676950354609929,0.0105,0.5656028368794326,0.969,0.5932624113475178
12,5-8,tok05,ent,349,40,2820.0,0.3097517730496454,0.6902482269503546,0.004,0.6031914893617021,0.548,0.5932624113475178
12,5-8,tok06,hell,349,40,2820.0,0.6542553191489362,0.6542553191489362,0.0355,0.6109929078014185,0.4285,0.5932624113475178
12,5-8,tok06,ent,349,40,2820.0,0.4014184397163121,0.5985815602836879,0.4225,0.525886524822695,1.0,0.5932624113475178
12,5-8,tok07,hell,349,40,2820.0,0.649645390070922,0.649645390070922,0.0425,0.5432624113475177,0.999,0.5932624113475178
12,5-8,tok07,ent,349,40,2820.0,0.3801418439716312,0.6198581560283688,0.1895,0.5680851063829787,0.96,0.5932624113475178
12,5-8,tok08,hell,349,40,2820.0,0.6847517730496454,0.6847517730496454,0.0045,0.5109929078014184,1.0,0.5932624113475178
12,5-8,tok08,ent,349,40,2820.0,0.3535460992907801,0.6464539007092198,0.0505,0.6074468085106384,0.4755,0.5932624113475178
12,5-8,tok09,hell,349,40,2820.0,0.7053191489361702,0.7053191489361702,0.003,0.5861702127659575,0.784,0.5932624113475178
12,5-8,tok09,ent,349,40,2820.0,0.32375886524822695,0.676241134751773,0.0115,0.6517730496453901,0.0555,0.5932624113475178
12,5-8,tok10,hell,349,40,2820.0,0.6943262411347517,0.6943262411347517,0.0035,0.5673758865248227,0.9645,0.5932624113475178
12,5-8,tok10,ent,349,40,2820.0,0.20567375886524822,0.7943262411347518,0.0,0.7088652482269504,0.0015,0.5932624113475178
12,5-8,act1_3,hell,349,40,2820.0,0.7308510638297873,0.7308510638297873,0.0005,0.5287234042553192,1.0,0.5932624113475178
12,5-8,act1_3,ent,349,40,2820.0,0.16117021276595744,0.8388297872340426,0.0,0.7539007092198582,0.0,0.5932624113475178
12,5-8,act4_7,hell,349,40,2820.0,0.6918439716312057,0.6918439716312057,0.004,0.5815602836879432,0.847,0.5932624113475178
12,5-8,act4_7,ent,349,40,2820.0,0.2978723404255319,0.7021276595744681,0.003,0.624113475177305,0.2545,0.5932624113475178
12,5-8,act8_10,hell,349,40,2820.0,0.7361702127659574,0.7361702127659574,0.0,0.5946808510638298,0.667,0.5932624113475178
12,5-8,act8_10,ent,349,40,2820.0,0.2581560283687943,0.7418439716312057,0.0,0.676595744680851,0.01,0.5932624113475178
12,5-8,act_all_1_10,hell,349,40,2820.0,0.7290780141843972,0.7290780141843972,0.0005,0.5,1.0,0.5932624113475178
