q,lead,org,kind,n,n_event,pairs,auc,disc,p_family,disc_resid,p_family_resid,null_med
12,5-8,act_all_1_10,ent,349,40,2820.0,0.22092198581560285,0.7790780141843971,0.0,0.7042553191489362,0.003,0.5932624113475178
12,5-8,all11,hell,349,40,2820.0,0.7322695035460993,0.7322695035460993,0.0,0.5432624113475177,0.999,0.5932624113475178
12,5-8,all11,ent,349,40,2820.0,0.30141843971631205,0.698581560283688,0.003,0.6524822695035462,0.052,0.5932624113475178
12,9-12,tok00,hell,349,67,3828.0,0.388453500522466,0.6115464994775339,0.123,0.6073667711598746,0.2315,0.579153605015674
12,9-12,tok00,ent,349,67,3828.0,0.3018547544409613,0.6981452455590387,0.0005,0.693312434691745,0.0,0.579153605015674
12,9-12,tok01,hell,349,67,3828.0,0.39211076280041796,0.6078892371995821,0.1465,0.6656217345872518,0.002,0.579153605015674
12,9-12,tok01,ent,349,67,3828.0,0.4753134796238245,0.5246865203761755,0.999,0.5023510971786834,1.0,0.579153605015674
12,9-12,tok02,hell,349,67,3828.0,0.4056948798328109,0.5943051201671892,0.281,0.6491640543364681,0.0145,0.579153605015674
12,9-12,tok02,ent,349,67,3828.0,0.5483281086729362,0.5483281086729362,0.9465,0.5407523510971787,0.9985,0.579153605015674
12,9-12,tok03,hell,349,67,3828.0,0.44383490073145243,0.5561650992685476,0.8625,0.5676593521421107,0.8615,0.579153605015674
12,9-12,tok03,ent,349,67,3828.0,0.5572100313479624,0.5572100313479624,0.845,0.5300417972831766,1.0,0.579153605015674
12,9-12,tok04,hell,349,67,3828.0,0.47048066875653083,0.5295193312434692,0.9985,0.5297805642633229,1.0,0.579153605015674
12,9-12,tok04,ent,349,67,3828.0,0.5412748171368861,0.5412748171368861,0.979,0.5062695924764891,1.0,0.579153605015674
12,9-12,tok05,hell,349,67,3828.0,0.5135841170323929,0.5135841170323929,1.0,0.5956112852664577,0.3975,0.579153605015674
12,9-12,tok05,ent,349,67,3828.0,0.4730929989550679,0.5269070010449322,0.9985,0.5645245559038663,0.8975,0.579153605015674
12,9-12,tok06,hell,349,67,3828.0,0.5175026123301986,0.5175026123301986,1.0,0.6073667711598746,0.2315,0.579153605015674
12,9-12,tok06,ent,349,67,3828.0,0.413662486938349,0.586337513061651,0.38,0.6031870428422152,0.2825,0.579153605015674
12,9-12,tok07,hell,349,67,3828.0,0.504440961337513,0.504440961337513,1.0,0.5869905956112853,0.5555,0.579153605015674
12,9-12,tok07,ent,349,67,3828.0,0.4009926854754441,0.5990073145245559,0.223,0.5812434691745036,0.665,0.579153605015674
12,9-12,tok08,hell,349,67,3828.0,0.5028735632183908,0.5028735632183908,1.0,0.5736677115987461,0.7865,0.579153605015674
12,9-12,tok08,ent,349,67,3828.0,0.36886102403343785,0.6311389759665622,0.036,0.5864681295715779,0.5615,0.579153605015674
12,9-12,tok09,hell,349,67,3828.0,0.48119122257053293,0.5188087774294671,1.0,0.5112330198537095,1.0,0.579153605015674
12,9-12,tok09,ent,349,67,3828.0,0.459508881922675,0.540491118077325,0.982,0.5175026123301986,1.0,0.579153605015674
12,9-12,tok10,hell,349,67,3828.0,0.39132706374085685,0.6086729362591432,0.139,0.5585161964472309,0.951,0.579153605015674
12,9-12,tok10,ent,349,67,3828.0,0.5650470219435737,0.5650470219435737,0.7355,0.559299895506792,0.944,0.579153605015674
12,9-12,act1_3,hell,349,67,3828.0,0.4098746081504702,0.5901253918495297,0.3375,0.6598746081504703,0.006,0.579153605015674
12,9-12,act1_3,ent,349,67,3828.0,0.5363113897596656,0.5363113897596656,0.994,0.5334378265412748,1.0,0.579153605015674
12,9-12,act4_7,hell,349,67,3828.0,0.49791013584117033,0.5020898641588296,1.0,0.6306165099268548,0.055,0.579153605015674
12,9-12,act4_7,ent,349,67,3828.0,0.47322361546499475,0.5267763845350053,0.9985,0.5574712643678161,0.9565,0.579153605015674
12,9-12,act8_10,hell,349,67,3828.0,0.44905956112852663,0.5509404388714734,0.921,0.5269070010449322,1.0,0.579153605015674
12,9-12,act8_10,ent,349,67,3828.0,0.47048066875653083,0.5295193312434692,0.9985,0.5031347962382445,1.0,0.579153605015674
12,9-12,act_all_1_10,hell,349,67,3828.0,0.4501044932079415,0.5498955067920586,0.933,0.5,1.0,0.579153605015674
12,9-12,act_all_1_10,ent,349,67,3828.0,0.5122779519331243,0.5122779519331243,1.0,0.5099268547544409,1.0,0.579153605015674
12,9-12,all11,hell,349,67,3828.0,0.44383490073145243,0.5561650992685476,0.8625,0.5825496342737722,0.6395,0.579153605015674
12,9-12,all11,ent,349,67,3828.0,0.34169278996865204,0.658307210031348,0.004,0.6238244514106583,0.0885,0.579153605015674
16,1-4,tok00,hell,345,40,2796.0,0.7964949928469242,0.7964949928469242,0.0,0.5597281831187411,0.9935,0.5976394849785408
16,1-4,tok00,ent,345,40,2796.0,0.4746065808297568,0.5253934191702432,1.0,0.5944206008583691,0.7015,0.5976394849785408
16,1-4,tok01,hell,345,40,2796.0,0.7389127324749643,0.7389127324749643,0.0005,0.5826180257510729,0.8625,0.5976394849785408
16,1-4,tok01,ent,345,40,2796.0,0.4413447782546495,0.5586552217453504,0.963,0.540414878397711,1.0,0.5976394849785408
16,1-4,tok02,hell,345,40,2796.0,0.7496423462088698,0.7496423462088698,0.0,0.5590128755364807,0.995,0.5976394849785408
16,1-4,tok02,ent,345,40,2796.0,0.2592989985693848,0.7407010014306152,0.0005,0.6072961373390557,0.4945,0.5976394849785408
16,1-4,tok03,hell,345,40,2796.0,0.7589413447782547,0.7589413447782547,0.0,0.5221745350500715,1.0,0.5976394849785408
16,1-4,tok03,ent,345,40,2796.0,0.2657367668097282,0.7342632331902719,0.001,0.6287553648068669,0.212,0.5976394849785408
16,1-4,tok04,hell,345,40,2796.0,0.7753934191702432,0.7753934191702432,0.0,0.5089413447782547,1.0,0.5976394849785408
16,1-4,tok04,ent,345,40,2796.0,0.29649499284692415,0.7035050071530758,0.0015,0.6108726752503577,0.4275,0.5976394849785408
16,1-4,tok05,hell,345,40,2796.0,0.7650214592274678,0.7650214592274678,0.0,0.5221745350500715,1.0,0.5976394849785408
16,1-4,tok05,ent,345,40,2796.0,0.41613018597997137,0.5838698140200287,0.7155,0.5368383404864092,1.0,0.5976394849785408
16,1-4,tok06,hell,345,40,2796.0,0.707796852646638,0.707796852646638,0.001,0.5411301859799713,1.0,0.5976394849785408
16,1-4,tok06,ent,345,40,2796.0,0.4957081545064378,0.5042918454935622,1.0,0.5511444921316166,0.9995,0.5976394849785408
16,1-4,tok07,hell,345,40,2796.0,0.7042203147353362,0.7042203147353362,0.0015,0.5071530758226037,1.0,0.5976394849785408
16,1-4,tok07,ent,345,40,2796.0,0.5051859799713877,0.5051859799713877,1.0,0.5797567954220315,0.895,0.5976394849785408
16,1-4,tok08,hell,345,40,2796.0,0.7914878397711016,0.7914878397711016,0.0,0.6026466380543634,0.5755,0.5976394849785408
16,1-4,tok08,ent,345,40,2796.0,0.39735336194563664,0.6026466380543634,0.433,0.7035050071530758,0.0,0.5976394849785408
16,1-4,tok09,hell,345,40,2796.0,0.7846924177396281,0.7846924177396281,0.0,0.6931330472103004,0.003,0.5976394849785408
16,1-4,tok09,ent,345,40,2796.0,0.3331545064377682,0.6668454935622318,0.0175,0.7285407725321889,0.0,0.5976394849785408
16,1-4,tok10,hell,345,40,2796.0,0.8015021459227468,0.8015021459227468,0.0,0.6248211731044349,0.247,0.5976394849785408
16,1-4,tok10,ent,345,40,2796.0,0.19778254649499286,0.8022174535050072,0.0,0.7010014306151645,0.001,0.5976394849785408
16,1-4,act1_3,hell,345,40,2796.0,0.7625178826895566,0.7625178826895566,0.0,0.5475679542203147,0.9995,0.5976394849785408
16,1-4,act1_3,ent,345,40,2796.0,0.2875536480686695,0.7124463519313304,0.001,0.5983547925608012,0.6375,0.5976394849785408
16,1-4,act4_7,hell,345,40,2796.0,0.7571530758226037,0.7571530758226037,0.0,0.5429184549356223,0.9995,0.5976394849785408
16,1-4,act4_7,ent,345,40,2796.0,0.4331187410586552,0.5668812589413448,0.9075,0.5693848354792561,0.968,0.5976394849785408
16,1-4,act8_10,hell,345,40,2796.0,0.8415593705293276,0.8415593705293276,0.0,0.6874105865522174,0.006,0.5976394849785408
16,1-4,act8_10,ent,345,40,2796.0,0.2753934191702432,0.7246065808297568,0.001,0.7285407725321889,0.0,0.5976394849785408
16,1-4,act_all_1_10,hell,345,40,2796.0,0.8007868383404864,0.8007868383404864,0.0,0.5,1.0,0.5976394849785408
16,1-4,act_all_1_10,ent,345,40,2796.0,0.2875536480686695,0.7124463519313304,0.001,0.6723891273247496,0.0135,0.5976394849785408
16,1-4,all11,hell,345,40,2796.0,0.8068669527896996,0.8068669527896996,0.0,0.6126609442060086,0.403,0.5976394849785408
16,1-4,all11,ent,345,40,2796.0,0.3240343347639485,0.6759656652360515,0.013,0.688483547925608,0.0045,0.5976394849785408
16,5-8,tok00,hell,345,67,3760.0,0.45,0.55,0.9665,0.5210106382978723,1.0,0.5819148936170213
16,5-8,tok00,ent,345,67,3760.0,0.5569148936170213,0.5569148936170213,0.9085,0.5029255319148936,1.0,0.5819148936170213
16,5-8,tok01,hell,345,67,3760.0,0.4332446808510638,0.5667553191489362,0.7725,0.5406914893617021,1.0,0.5819148936170213
16,5-8,tok01,ent,345,67,3760.0,0.3617021276595745,0.6382978723404256,0.023,0.5755319148936171,0.785,0.5819148936170213
16,5-8,tok02,hell,345,67,3760.0,0.39867021276595743,0.6013297872340426,0.216,0.624468085106383,0.086,0.5819148936170213
16,5-8,tok02,ent,345,67,3760.0,0.4587765957446808,0.5412234042553192,0.993,0.5324468085106383,1.0,0.5819148936170213
16,5-8,tok03,hell,345,67,3760.0,0.4284574468085106,0.5715425531914894,0.6885,0.5521276595744681,0.988,0.5819148936170213
16,5-8,tok03,ent,345,67,3760.0,0.4344414893617021,0.5655585106382979,0.7905,0.5827127659574468,0.655,0.5819148936170213
16,5-8,tok04,hell,345,67,3760.0,0.4125,0.5875,0.4175,0.5617021276595744,0.9485,0.5819148936170213
16,5-8,tok04,ent,345,67,3760.0,0.4453457446808511,0.5546542553191489,0.933,0.5726063829787233,0.8345,0.5819148936170213
16,5-8,tok05,hell,345,67,3760.0,0.4574468085106383,0.5425531914893618,0.9925,0.5436170212765957,0.999,0.5819148936170213
16,5-8,tok05,ent,345,67,3760.0,0.40877659574468084,0.5912234042553192,0.361,0.6159574468085106,0.15,0.5819148936170213
16,5-8,tok06,hell,345,67,3760.0,0.46143617021276595,0.538563829787234,0.995,0.5691489361702128,0.873,0.5819148936170213
16,5-8,tok06,ent,345,67,3760.0,0.41688829787234044,0.5831117021276595,0.482,0.5992021276595745,0.362,0.5819148936170213
16,5-8,tok07,hell,345,67,3760.0,0.45797872340425533,0.5420212765957446,0.993,0.5316489361702128,1.0,0.5819148936170213
16,5-8,tok07,ent,345,67,3760.0,0.4118351063829787,0.5881648936170213,0.409,0.6034574468085107,0.3015,0.5819148936170213
16,5-8,tok08,hell,345,67,3760.0,0.4545212765957447,0.5454787234042553,0.9855,0.5212765957446809,1.0,0.5819148936170213
16,5-8,tok08,ent,345,67,3760.0,0.41343085106382976,0.5865691489361702,0.432,0.5521276595744681,0.988,0.5819148936170213
16,5-8,tok09,hell,345,67,3760.0,0.44920212765957446,0.5507978723404255,0.964,0.551063829787234,0.9895,0.5819148936170213
16,5-8,tok09,ent,345,67,3760.0,0.42486702127659576,0.5751329787234043,0.623,0.5412234042553192,1.0,0.5819148936170213
16,5-8,tok10,hell,345,67,3760.0,0.4093085106382979,0.5906914893617021,0.37,0.5257978723404255,1.0,0.5819148936170213
16,5-8,tok10,ent,345,67,3760.0,0.3303191489361702,0.6696808510638298,0.0005,0.6380319148936171,0.0275,0.5819148936170213
16,5-8,act1_3,hell,345,67,3760.0,0.4103723404255319,0.589627659574468,0.3865,0.5970744680851063,0.385,0.5819148936170213
16,5-8,act1_3,ent,345,67,3760.0,0.4074468085106383,0.5925531914893617,0.3415,0.5805851063829788,0.6995,0.5819148936170213
16,5-8,act4_7,hell,345,67,3760.0,0.4476063829787234,0.5523936170212767,0.952,0.5787234042553191,0.7335,0.5819148936170213
16,5-8,act4_7,ent,345,67,3760.0,0.3946808510638298,0.6053191489361702,0.1805,0.6170212765957447,0.141,0.5819148936170213
16,5-8,act8_10,hell,345,67,3760.0,0.4228723404255319,0.5771276595744681,0.59,0.5034574468085107,1.0,0.5819148936170213
16,5-8,act8_10,ent,345,67,3760.0,0.3390957446808511,0.6609042553191489,0.0035,0.6109042553191489,0.203,0.5819148936170213
16,5-8,act_all_1_10,hell,345,67,3760.0,0.4327127659574468,0.5672872340425532,0.7655,0.5,1.0,0.5819148936170213
16,5-8,act_all_1_10,ent,345,67,3760.0,0.36742021276595743,0.6325797872340426,0.031,0.6082446808510638,0.2355,0.5819148936170213
16,5-8,all11,hell,345,67,3760.0,0.4377659574468085,0.5622340425531915,0.845,0.5122340425531915,1.0,0.5819148936170213
16,5-8,all11,ent,345,67,3760.0,0.4664893617021277,0.5335106382978723,0.9985,0.5404255319148936,1.0,0.5819148936170213
16,9-12,tok00,hell,345,26,1395.0,0.16702508960573476,0.8329749103942652,0.0,0.5397849462365591,1.0,0.6336917562724015
16,9-12,tok00,ent,345,26,1395.0,0.08387096774193549,0.9161290322580645,0.0,0.7154121863799283,0.042,0.6336917562724015
16,9-12,tok01,hell,345,26,1395.0,0.11612903225806452,0.8838709677419355,0.0,0.5921146953405019,0.9645,0.6336917562724015
16,9-12,tok01,ent,345,26,1395.0,0.6444444444444445,0.6444444444444445,0.3815,0.5046594982078854,1.0,0.6336917562724015
16,9-12,tok02,hell,345,26,1395.0,0.14982078853046596,0.850179211469534,0.0,0.5197132616487455,1.0,0.6336917562724015
16,9-12,tok02,ent,345,26,1395.0,0.782078853046595,0.782078853046595,0.0,0.5935483870967742,0.96,0.6336917562724015
16,9-12,tok03,hell,345,26,1395.0,0.15125448028673835,0.8487455197132616,0.0,0.5519713261648745,1.0,0.6336917562724015
16,9-12,tok03,ent,345,26,1395.0,0.7387096774193549,0.7387096774193549,0.0065,0.5956989247311828,0.9545,0.6336917562724015
16,9-12,tok04,hell,345,26,1395.0,0.17204301075268819,0.8279569892473118,0.0,0.5010752688172043,1.0,0.6336917562724015
16,9-12,tok04,ent,345,26,1395.0,0.6451612903225806,0.6451612903225806,0.377,0.5297491039426523,1.0,0.6336917562724015
16,9-12,tok05,hell,345,26,1395.0,0.17275985663082438,0.8272401433691756,0.0,0.5526881720430108,1.0,0.6336917562724015
16,9-12,tok05,ent,345,26,1395.0,0.5390681003584229,0.5390681003584229,1.0,0.5182795698924731,1.0,0.6336917562724015
16,9-12,tok06,hell,345,26,1395.0,0.2086021505376344,0.7913978494623656,0.0,0.5362007168458781,1.0,0.6336917562724015
16,9-12,tok06,ent,345,26,1395.0,0.3648745519713262,0.6351254480286739,0.4865,0.5333333333333333,1.0,0.6336917562724015
16,9-12,tok07,hell,345,26,1395.0,0.34838709677419355,0.6516129032258065,0.322,0.5806451612903226,0.9875,0.6336917562724015
16,9-12,tok07,ent,345,26,1395.0,0.31756272401433694,0.6824372759856631,0.1155,0.5354838709677419,1.0,0.6336917562724015
16,9-12,tok08,hell,345,26,1395.0,0.24802867383512545,0.7519713261648746,0.0025,0.5189964157706093,1.0,0.6336917562724015
16,9-12,tok08,ent,345,26,1395.0,0.41469534050179213,0.5853046594982079,0.9405,0.5318996415770609,1.0,0.6336917562724015
16,9-12,tok09,hell,345,26,1395.0,0.3741935483870968,0.6258064516129032,0.5925,0.5053763440860215,1.0,0.6336917562724015
16,9-12,tok09,ent,345,26,1395.0,0.4774193548387097,0.5225806451612903,1.0,0.5046594982078854,1.0,0.6336917562724015
16,9-12,tok10,hell,345,26,1395.0,0.2853046594982079,0.7146953405017922,0.026,0.5426523297491039,1.0,0.6336917562724015
16,9-12,tok10,ent,345,26,1395.0,0.8437275985663082,0.8437275985663082,0.0,0.6559139784946236,0.3705,0.6336917562724015
16,9-12,act1_3,hell,345,26,1395.0,0.12544802867383512,0.8745519713261649,0.0,0.6071684587813619,0.894,0.6336917562724015
16,9-12,act1_3,ent,345,26,1395.0,0.7569892473118279,0.7569892473118279,0.0025,0.582078853046595,0.986,0.6336917562724015
16,9-12,act4_7,hell,345,26,1395.0,0.18422939068100358,0.8157706093189965,0.0,0.5075268817204301,1.0,0.6336917562724015
16,9-12,act4_7,ent,345,26,1395.0,0.4544802867383513,0.5455197132616487,1.0,0.5161290322580645,1.0,0.6336917562724015
16,9-12,act8_10,hell,345,26,1395.0,0.2738351254480287,0.7261648745519713,0.0135,0.5770609318996416,0.9925,0.6336917562724015
16,9-12,act8_10,ent,345,26,1395.0,0.7218637992831541,0.7218637992831541,0.017,0.6136200716845878,0.846,0.6336917562724015
16,9-12,act_all_1_10,hell,345,26,1395.0,0.13548387096774195,0.864516129032258,0.0,0.5,1.0,0.6336917562724015
16,9-12,act_all_1_10,ent,345,26,1395.0,0.668100358422939,0.668100358422939,0.1875,0.5519713261648745,1.0,0.6336917562724015
16,9-12,all11,hell,345,26,1395.0,0.13046594982078852,0.8695340501792115,0.0,0.5548387096774193,1.0,0.6336917562724015
16,9-12,all11,ent,345,26,1395.0,0.37921146953405016,0.6207885304659498,0.641,0.5849462365591398,0.982,0.6336917562724015
20,1-4,tok00,hell,305,67,2792.0,0.7614613180515759,0.7614613180515759,0.0,0.5791547277936963,0.763,0.5874820916905444
20,1-4,tok00,ent,305,67,2792.0,0.7349570200573066,0.7349570200573066,0.0,0.7342406876790831,0.0,0.5874820916905444
20,1-4,tok01,hell,305,67,2792.0,0.6891117478510028,0.6891117478510028,0.0,0.606375358166189,0.312,0.5874820916905444
20,1-4,tok01,ent,305,67,2792.0,0.4487822349570201,0.5512177650429799,0.971,0.544054441260745,0.9985,0.5874820916905444
20,1-4,tok02,hell,305,67,2792.0,0.6432664756446992,0.6432664756446992,0.0225,0.6511461318051576,0.018,0.5874820916905444
20,1-4,tok02,ent,305,67,2792.0,0.3013968481375358,0.6986031518624642,0.0,0.626432664756447,0.1065,0.5874820916905444
20,1-4,tok03,hell,305,67,2792.0,0.6801575931232091,0.6801575931232091,0.001,0.5898997134670487,0.5745,0.5874820916905444
20,1-4,tok03,ent,305,67,2792.0,0.22886819484240686,0.7711318051575932,0.0,0.711676217765043,0.0,0.5874820916905444
20,1-4,tok04,hell,305,67,2792.0,0.6966332378223495,0.6966332378223495,0.0,0.5716332378223496,0.863,0.5874820916905444
20,1-4,tok04,ent,305,67,2792.0,0.24820916905444126,0.7517908309455588,0.0,0.6762177650429799,0.002,0.5874820916905444
20,1-4,tok05,hell,305,67,2792.0,0.7424785100286533,0.7424785100286533,0.0,0.5093123209169055,1.0,0.5874820916905444
20,1-4,tok05,ent,305,67,2792.0,0.3445558739255014,0.6554441260744985,0.0085,0.6339541547277937,0.069,0.5874820916905444
20,1-4,tok06,hell,305,67,2792.0,0.7435530085959885,0.7435530085959885,0.0,0.5530085959885387,0.985,0.5874820916905444
20,1-4,tok06,ent,305,67,2792.0,0.44949856733524357,0.5505014326647564,0.974,0.5752148997134671,0.8215,0.5874820916905444
20,1-4,tok07,hell,305,67,2792.0,0.707378223495702,0.707378223495702,0.0,0.5200573065902578,1.0,0.5874820916905444
20,1-4,tok07,ent,305,67,2792.0,0.4822707736389685,0.5177292263610316,1.0,0.5684097421203438,0.8975,0.5874820916905444
20,1-4,tok08,hell,305,67,2792.0,0.7865329512893983,0.7865329512893983,0.0,0.6525787965616046,0.017,0.5874820916905444
20,1-4,tok08,ent,305,67,2792.0,0.3438395415472779,0.6561604584527221,0.007,0.6794412607449857,0.001,0.5874820916905444
