corpus,t,org,reading,n,pairs,auc,disc,p_family,disc_resid,p_family_resid,null_med
A,30,tok08,d_win8,352,2933.0,0.563927719058984,0.563927719058984,0.976,0.5710876235935902,0.9525,0.60654619843164
A,30,tok09,current,352,2933.0,0.5141493351517218,0.5141493351517218,1.0,0.5298329355608592,1.0,0.60654619843164
A,30,tok09,win8,352,2933.0,0.511762700306853,0.511762700306853,1.0,0.5990453460620525,0.6145,0.60654619843164
A,30,tok09,d_win8,352,2933.0,0.504943743607228,0.504943743607228,1.0,0.517217865666553,1.0,0.60654619843164
A,30,tok10,current,352,2933.0,0.599727241732015,0.599727241732015,0.603,0.5799522673031027,0.8765,0.60654619843164
A,30,tok10,win8,352,2933.0,0.555744971019434,0.555744971019434,0.995,0.6004091374019775,0.5905,0.60654619843164
A,30,tok10,d_win8,352,2933.0,0.5799522673031027,0.5799522673031027,0.85,0.5646096147289464,0.976,0.60654619843164
A,30,act1_3,current,352,2933.0,0.4302761677463348,0.5697238322536652,0.942,0.5073303784520968,1.0,0.60654619843164
A,30,act1_3,win8,352,2933.0,0.43914081145584727,0.5608591885441527,0.9885,0.638254347084896,0.145,0.60654619843164
A,30,act1_3,d_win8,352,2933.0,0.43334469826116606,0.5666553017388339,0.9645,0.524036822366178,1.0,0.60654619843164
A,30,act4_7,current,352,2933.0,0.5301738833958405,0.5301738833958405,1.0,0.5755199454483464,0.917,0.60654619843164
A,30,act4_7,win8,352,2933.0,0.4033412887828162,0.5966587112171837,0.6425,0.5768837367882714,0.911,0.60654619843164
A,30,act4_7,d_win8,352,2933.0,0.5305148312308217,0.5305148312308217,1.0,0.5219911353562905,1.0,0.60654619843164
A,30,act8_10,current,352,2933.0,0.5455165359699966,0.5455165359699966,1.0,0.563927719058984,0.978,0.60654619843164
A,30,act8_10,win8,352,2933.0,0.4872144561882032,0.5127855438117968,1.0,0.5939311285373338,0.696,0.60654619843164
A,30,act8_10,d_win8,352,2933.0,0.5482441186498466,0.5482441186498466,1.0,0.5386975792703717,1.0,0.60654619843164
A,30,act_all_1_10,current,352,2933.0,0.5005114217524719,0.5005114217524719,1.0,0.5461984316399591,0.9995,0.60654619843164
A,30,act_all_1_10,win8,352,2933.0,0.4299352199113536,0.5700647800886465,0.9415,0.6072280941016025,0.4795,0.60654619843164
A,30,act_all_1_10,d_win8,352,2933.0,0.48448687350835323,0.5155131264916468,1.0,0.5073303784520968,1.0,0.60654619843164
A,30,all11,current,352,2933.0,0.5434708489601091,0.5434708489601091,1.0,0.5622229798840778,0.9815,0.60654619843164
A,30,all11,win8,352,2933.0,0.47255369928400953,0.5274463007159904,1.0,0.6218888510057962,0.293,0.60654619843164
A,30,all11,d_win8,352,2933.0,0.5059665871121718,0.5059665871121718,1.0,0.5005114217524719,1.0,0.60654619843164
A,30,__BASELINE_hell__,win8,352,2933.0,0.20115922263893624,0.7988407773610637,,0.8128196385952949,,0.60654619843164
B,10,tok00,current,512,2008.0,0.4646414342629482,0.5353585657370519,1.0,0.5119521912350598,1.0,0.5826693227091633
B,10,tok00,win8,512,2008.0,0.4063745019920319,0.593625498007968,0.2835,0.5786852589641434,0.63,0.5826693227091633
B,10,tok00,d_win8,512,2008.0,0.4701195219123506,0.5298804780876494,1.0,0.5169322709163346,1.0,0.5826693227091633
B,10,tok01,current,512,2008.0,0.4855577689243028,0.5144422310756972,1.0,0.5114541832669323,1.0,0.5826693227091633
B,10,tok01,win8,512,2008.0,0.5144422310756972,0.5144422310756972,1.0,0.500996015936255,1.0,0.5826693227091633
B,10,tok01,d_win8,512,2008.0,0.5199203187250996,0.5199203187250996,1.0,0.5184262948207171,1.0,0.5826693227091633
B,10,tok02,current,512,2008.0,0.5298804780876494,0.5298804780876494,1.0,0.5298804780876494,1.0,0.5826693227091633
B,10,tok02,win8,512,2008.0,0.4950199203187251,0.5049800796812749,1.0,0.5438247011952191,0.9995,0.5826693227091633
B,10,tok02,d_win8,512,2008.0,0.5572709163346613,0.5572709163346613,0.966,0.5610059760956175,0.947,0.5826693227091633
B,10,tok03,current,512,2008.0,0.5054780876494024,0.5054780876494024,1.0,0.5054780876494024,1.0,0.5826693227091633
B,10,tok03,win8,512,2008.0,0.4452191235059761,0.5547808764940239,0.982,0.5747011952191234,0.723,0.5826693227091633
B,10,tok03,d_win8,512,2008.0,0.5273904382470119,0.5273904382470119,1.0,0.524402390438247,1.0,0.5826693227091633
B,10,tok04,current,512,2008.0,0.4800796812749004,0.5199203187250996,1.0,0.5308764940239044,1.0,0.5826693227091633
B,10,tok04,win8,512,2008.0,0.49800796812749004,0.50199203187251,1.0,0.5099601593625498,1.0,0.5826693227091633
B,10,tok04,d_win8,512,2008.0,0.5049800796812749,0.5049800796812749,1.0,0.5119521912350598,1.0,0.5826693227091633
B,10,tok05,current,512,2008.0,0.44671314741035856,0.5532868525896415,0.9865,0.5527888446215139,0.99,0.5826693227091633
B,10,tok05,win8,512,2008.0,0.3999003984063745,0.6000996015936255,0.1845,0.625996015936255,0.0235,0.5826693227091633
B,10,tok05,d_win8,512,2008.0,0.4820717131474104,0.5179282868525896,1.0,0.5308764940239044,1.0,0.5826693227091633
B,10,tok06,current,512,2008.0,0.49203187250996017,0.5079681274900398,1.0,0.5268924302788844,1.0,0.5826693227091633
B,10,tok06,win8,512,2008.0,0.4900398406374502,0.5099601593625498,1.0,0.5298804780876494,1.0,0.5826693227091633
B,10,tok06,d_win8,512,2008.0,0.5134462151394422,0.5134462151394422,1.0,0.5029880478087649,1.0,0.5826693227091633
B,10,tok07,current,512,2008.0,0.475597609561753,0.524402390438247,1.0,0.5328685258964143,1.0,0.5826693227091633
B,10,tok07,win8,512,2008.0,0.5249003984063745,0.5249003984063745,1.0,0.5089641434262948,1.0,0.5826693227091633
B,10,tok07,d_win8,512,2008.0,0.50199203187251,0.50199203187251,1.0,0.5024900398406374,1.0,0.5826693227091633
B,10,tok08,current,512,2008.0,0.5199203187250996,0.5199203187250996,1.0,0.5014940239043825,1.0,0.5826693227091633
B,10,tok08,win8,512,2008.0,0.5184262948207171,0.5184262948207171,1.0,0.5089641434262948,1.0,0.5826693227091633
B,10,tok08,d_win8,512,2008.0,0.48904382470119523,0.5109561752988048,1.0,0.5318725099601593,1.0,0.5826693227091633
B,10,tok09,current,512,2008.0,0.5134462151394422,0.5134462151394422,1.0,0.5024900398406374,1.0,0.5826693227091633
B,10,tok09,win8,512,2008.0,0.5502988047808764,0.5502988047808764,0.9925,0.5278884462151394,1.0,0.5826693227091633
B,10,tok09,d_win8,512,2008.0,0.5029880478087649,0.5029880478087649,1.0,0.5209163346613546,1.0,0.5826693227091633
B,10,tok10,current,512,2008.0,0.5298804780876494,0.5298804780876494,1.0,0.5353585657370518,1.0,0.5826693227091633
B,10,tok10,win8,512,2008.0,0.46563745019920316,0.5343625498007969,1.0,0.5463147410358566,0.999,0.5826693227091633
B,10,tok10,d_win8,512,2008.0,0.4940239043824701,0.5059760956175299,1.0,0.5149402390438247,1.0,0.5826693227091633
B,10,act1_3,current,512,2008.0,0.500996015936255,0.500996015936255,1.0,0.5039840637450199,1.0,0.5826693227091633
B,10,act1_3,win8,512,2008.0,0.48804780876494025,0.5119521912350598,1.0,0.5443227091633467,0.9995,0.5826693227091633
B,10,act1_3,d_win8,512,2008.0,0.5368525896414342,0.5368525896414342,1.0,0.5403386454183267,1.0,0.5826693227091633
B,10,act4_7,current,512,2008.0,0.45717131474103584,0.5428286852589641,0.9995,0.5592629482071714,0.96,0.5826693227091633
B,10,act4_7,win8,512,2008.0,0.4721115537848606,0.5278884462151394,1.0,0.5463147410358566,0.999,0.5826693227091633
B,10,act4_7,d_win8,512,2008.0,0.4855577689243028,0.5144422310756972,1.0,0.5249003984063745,1.0,0.5826693227091633
B,10,act8_10,current,512,2008.0,0.49800796812749004,0.50199203187251,1.0,0.5199203187250996,1.0,0.5826693227091633
B,10,act8_10,win8,512,2008.0,0.5154382470119522,0.5154382470119522,1.0,0.5191733067729083,1.0,0.5826693227091633
B,10,act8_10,d_win8,512,2008.0,0.4716135458167331,0.5283864541832669,1.0,0.5552788844621515,0.982,0.5826693227091633
B,10,act_all_1_10,current,512,2008.0,0.49203187250996017,0.5079681274900398,1.0,0.5388446215139442,1.0,0.5826693227091633
B,10,act_all_1_10,win8,512,2008.0,0.4945219123505976,0.5054780876494024,1.0,0.5602589641434264,0.954,0.5826693227091633
B,10,act_all_1_10,d_win8,512,2008.0,0.5094621513944223,0.5094621513944223,1.0,0.521414342629482,1.0,0.5826693227091633
B,10,all11,current,512,2008.0,0.47360557768924305,0.526394422310757,1.0,0.5537848605577689,0.988,0.5826693227091633
B,10,all11,win8,512,2008.0,0.47260956175298807,0.5273904382470119,1.0,0.5816733067729083,0.5675,0.5826693227091633
B,10,all11,d_win8,512,2008.0,0.49750996015936255,0.5024900398406374,1.0,0.5293824701195219,1.0,0.5826693227091633
B,10,__BASELINE_hell__,win8,512,2008.0,0.5732071713147411,0.5732071713147411,,0.5976095617529881,,0.5826693227091633
B,15,tok00,current,512,2008.0,0.6528884462151394,0.6528884462151394,0.0005,0.6314741035856574,0.012,0.579183266932271
B,15,tok00,win8,512,2008.0,0.5776892430278885,0.5776892430278885,0.5345,0.5587649402390438,0.9395,0.579183266932271
B,15,tok00,d_win8,512,2008.0,0.6752988047808764,0.6752988047808764,0.0,0.6449203187250996,0.002,0.579183266932271
B,15,tok01,current,512,2008.0,0.5846613545816733,0.5846613545816733,0.3795,0.5692231075697212,0.7745,0.579183266932271
B,15,tok01,win8,512,2008.0,0.5209163346613546,0.5209163346613546,1.0,0.5189243027888446,1.0,0.579183266932271
B,15,tok01,d_win8,512,2008.0,0.5428286852589641,0.5428286852589641,0.9975,0.5333665338645418,1.0,0.579183266932271
B,15,tok02,current,512,2008.0,0.5587649402390438,0.5587649402390438,0.909,0.5194223107569721,1.0,0.579183266932271
B,15,tok02,win8,512,2008.0,0.4805776892430279,0.5194223107569721,1.0,0.5229083665338645,1.0,0.579183266932271
B,15,tok02,d_win8,512,2008.0,0.5029880478087649,0.5029880478087649,1.0,0.5169322709163346,1.0,0.579183266932271
B,15,tok03,current,512,2008.0,0.5971115537848606,0.5971115537848606,0.189,0.5657370517928287,0.829,0.579183266932271
B,15,tok03,win8,512,2008.0,0.5179282868525896,0.5179282868525896,1.0,0.5099601593625498,1.0,0.579183266932271
B,15,tok03,d_win8,512,2008.0,0.5647410358565738,0.5647410358565738,0.813,0.5353585657370518,1.0,0.579183266932271
B,15,tok04,current,512,2008.0,0.579183266932271,0.579183266932271,0.506,0.5662350597609562,0.825,0.579183266932271
B,15,tok04,win8,512,2008.0,0.4681274900398406,0.5318725099601593,1.0,0.5258964143426295,1.0,0.579183266932271
B,15,tok04,d_win8,512,2008.0,0.5308764940239044,0.5308764940239044,1.0,0.5179282868525896,1.0,0.579183266932271
B,15,tok05,current,512,2008.0,0.5776892430278885,0.5776892430278885,0.5345,0.5657370517928287,0.829,0.579183266932271
B,15,tok05,win8,512,2008.0,0.41434262948207173,0.5856573705179282,0.361,0.5607569721115537,0.9155,0.579183266932271
B,15,tok05,d_win8,512,2008.0,0.5602589641434262,0.5602589641434262,0.889,0.5577689243027888,0.95,0.579183266932271
B,15,tok06,current,512,2008.0,0.5567729083665338,0.5567729083665338,0.93,0.5522908366533864,0.984,0.579183266932271
B,15,tok06,win8,512,2008.0,0.4153386454183267,0.5846613545816732,0.385,0.5657370517928286,0.8355,0.579183266932271
B,15,tok06,d_win8,512,2008.0,0.5169322709163346,0.5169322709163346,1.0,0.5179282868525896,1.0,0.579183266932271
B,15,tok07,current,512,2008.0,0.603585657370518,0.603585657370518,0.12,0.6145418326693227,0.0585,0.579183266932271
B,15,tok07,win8,512,2008.0,0.3934262948207171,0.6065737051792829,0.0975,0.575199203187251,0.6455,0.579183266932271
B,15,tok07,d_win8,512,2008.0,0.5687250996015937,0.5687250996015937,0.731,0.5856573705179283,0.411,0.579183266932271
B,15,tok08,current,512,2008.0,0.5612549800796812,0.5612549800796812,0.8785,0.5433266932270916,0.998,0.579183266932271
B,15,tok08,win8,512,2008.0,0.4447211155378486,0.5552788844621515,0.9415,0.5084661354581673,1.0,0.579183266932271
B,15,tok08,d_win8,512,2008.0,0.5363545816733067,0.5363545816733067,1.0,0.5438247011952191,0.9975,0.579183266932271
B,15,tok09,current,512,2008.0,0.5667330677290837,0.5667330677290837,0.767,0.5582669322709163,0.9445,0.579183266932271
B,15,tok09,win8,512,2008.0,0.42380478087649404,0.576195219123506,0.5725,0.5089641434262948,1.0,0.579183266932271
B,15,tok09,d_win8,512,2008.0,0.5229083665338645,0.5229083665338645,1.0,0.5109561752988048,1.0,0.579183266932271
B,15,tok10,current,512,2008.0,0.5510458167330677,0.5510458167330677,0.968,0.5328685258964143,1.0,0.579183266932271
B,15,tok10,win8,512,2008.0,0.45841633466135456,0.5415836653386454,0.998,0.5069721115537849,1.0,0.579183266932271
B,15,tok10,d_win8,512,2008.0,0.5587649402390438,0.5587649402390438,0.909,0.545816733067729,0.9965,0.579183266932271
B,15,act1_3,current,512,2008.0,0.6030876494023905,0.6030876494023905,0.124,0.5821713147410359,0.502,0.579183266932271
B,15,act1_3,win8,512,2008.0,0.5144422310756972,0.5144422310756972,1.0,0.5164342629482072,1.0,0.579183266932271
B,15,act1_3,d_win8,512,2008.0,0.5448207171314741,0.5448207171314741,0.9935,0.5273904382470119,1.0,0.579183266932271
B,15,act4_7,current,512,2008.0,0.5936254980079682,0.5936254980079682,0.2275,0.5941235059760956,0.268,0.579183266932271
B,15,act4_7,win8,512,2008.0,0.40139442231075695,0.598605577689243,0.167,0.5766932270916334,0.6185,0.579183266932271
B,15,act4_7,d_win8,512,2008.0,0.5512948207171314,0.5512948207171314,0.968,0.5592629482071713,0.9345,0.579183266932271
B,15,act8_10,current,512,2008.0,0.5582669322709163,0.5582669322709163,0.916,0.5587649402390438,0.9395,0.579183266932271
B,15,act8_10,win8,512,2008.0,0.4198207171314741,0.5801792828685259,0.488,0.5194223107569721,1.0,0.579183266932271
B,15,act8_10,d_win8,512,2008.0,0.5393426294820717,0.5393426294820717,0.999,0.5303784860557769,1.0,0.579183266932271
B,15,act_all_1_10,current,512,2008.0,0.6060756972111554,0.6060756972111554,0.1005,0.598605577689243,0.205,0.579183266932271
B,15,act_all_1_10,win8,512,2008.0,0.39193227091633465,0.6080677290836654,0.0835,0.5572709163346614,0.952,0.579183266932271
B,15,act_all_1_10,d_win8,512,2008.0,0.5662350597609562,0.5662350597609562,0.784,0.5602589641434262,0.923,0.579183266932271
B,15,all11,current,512,2008.0,0.6349601593625498,0.6349601593625498,0.01,0.6324701195219123,0.0095,0.579183266932271
B,15,all11,win8,512,2008.0,0.4442231075697211,0.5557768924302788,0.939,0.5199203187250996,1.0,0.579183266932271
B,15,all11,d_win8,512,2008.0,0.6085657370517928,0.6085657370517928,0.082,0.6125498007968128,0.07,0.579183266932271
B,15,__BASELINE_hell__,win8,512,2008.0,0.3605577689243028,0.6394422310756972,,0.6205179282868526,,0.579183266932271
B,20,tok00,current,512,2008.0,0.43276892430278885,0.5672310756972112,0.795,0.5363545816733069,1.0,0.5811752988047809
B,20,tok00,win8,512,2008.0,0.6030876494023905,0.6030876494023905,0.142,0.5732071713147411,0.7305,0.5811752988047809
B,20,tok00,d_win8,512,2008.0,0.4551792828685259,0.5448207171314741,0.9965,0.5199203187250996,1.0,0.5811752988047809
B,20,tok01,current,512,2008.0,0.5109561752988048,0.5109561752988048,1.0,0.5089641434262948,1.0,0.5811752988047809
B,20,tok01,win8,512,2008.0,0.598605577689243,0.598605577689243,0.1905,0.5801792828685259,0.569,0.5811752988047809
B,20,tok01,d_win8,512,2008.0,0.5174302788844621,0.5174302788844621,1.0,0.5,1.0,0.5811752988047809
B,20,tok02,current,512,2008.0,0.5587649402390438,0.5587649402390438,0.9255,0.5627490039840638,0.9065,0.5811752988047809
B,20,tok02,win8,512,2008.0,0.5268924302788844,0.5268924302788844,1.0,0.521414342629482,1.0,0.5811752988047809
B,20,tok02,d_win8,512,2008.0,0.5722111553784861,0.5722111553784861,0.695,0.5607569721115537,0.9295,0.5811752988047809
B,20,tok03,current,512,2008.0,0.5119521912350598,0.5119521912350598,1.0,0.5124501992031872,1.0,0.5811752988047809
B,20,tok03,win8,512,2008.0,0.5308764940239044,0.5308764940239044,1.0,0.5388446215139442,1.0,0.5811752988047809
B,20,tok03,d_win8,512,2008.0,0.546812749003984,0.546812749003984,0.9945,0.5398406374501992,1.0,0.5811752988047809
B,20,tok04,current,512,2008.0,0.4910358565737052,0.5089641434262948,1.0,0.5064741035856574,1.0,0.5811752988047809
B,20,tok04,win8,512,2008.0,0.49203187250996017,0.5079681274900398,1.0,0.521414342629482,1.0,0.5811752988047809
B,20,tok04,d_win8,512,2008.0,0.5204183266932271,0.5204183266932271,1.0,0.522410358565737,1.0,0.5811752988047809
B,20,tok05,current,512,2008.0,0.4541832669322709,0.545816733067729,0.9965,0.5303784860557769,1.0,0.5811752988047809
B,20,tok05,win8,512,2008.0,0.4955179282868526,0.5044820717131474,1.0,0.5293824701195219,1.0,0.5811752988047809
B,20,tok05,d_win8,512,2008.0,0.5154382470119522,0.5154382470119522,1.0,0.526394422310757,1.0,0.5811752988047809
B,20,tok06,current,512,2008.0,0.4910358565737052,0.5089641434262948,1.0,0.5064741035856574,1.0,0.5811752988047809
B,20,tok06,win8,512,2008.0,0.5149402390438247,0.5149402390438247,1.0,0.5413346613545816,1.0,0.5811752988047809
B,20,tok06,d_win8,512,2008.0,0.5702191235059761,0.5702191235059761,0.7315,0.5766932270916335,0.649,0.5811752988047809
B,20,tok07,current,512,2008.0,0.4760956175298805,0.5239043824701195,1.0,0.5149402390438247,1.0,0.5811752988047809
B,20,tok07,win8,512,2008.0,0.4402390438247012,0.5597609561752988,0.9155,0.5114541832669323,1.0,0.5811752988047809
B,20,tok07,d_win8,512,2008.0,0.5737051792828686,0.5737051792828686,0.654,0.5846613545816733,0.4605,0.5811752988047809
B,20,tok08,current,512,2008.0,0.47310756972111556,0.5268924302788844,1.0,0.5134462151394422,1.0,0.5811752988047809
B,20,tok08,win8,512,2008.0,0.44770916334661354,0.5522908366533865,0.97,0.5014940239043825,1.0,0.5811752988047809
B,20,tok08,d_win8,512,2008.0,0.5169322709163346,0.5169322709163346,1.0,0.545816733067729,0.999,0.5811752988047809
B,20,tok09,current,512,2008.0,0.45567729083665337,0.5443227091633467,0.997,0.5169322709163346,1.0,0.5811752988047809
B,20,tok09,win8,512,2008.0,0.3889442231075697,0.6110557768924303,0.079,0.5707171314741035,0.772,0.5811752988047809
B,20,tok09,d_win8,512,2008.0,0.524402390438247,0.524402390438247,1.0,0.547808764940239,0.9975,0.5811752988047809
B,20,tok10,current,512,2008.0,0.40537848605577687,0.5946215139442231,0.248,0.5597609561752988,0.9365,0.5811752988047809
B,20,tok10,win8,512,2008.0,0.3939243027888446,0.6060756972111554,0.112,0.5557768924302788,0.9735,0.5811752988047809
B,20,tok10,d_win8,512,2008.0,0.4995019920318725,0.5004980079681275,1.0,0.5094621513944223,1.0,0.5811752988047809
B,20,act1_3,current,512,2008.0,0.5318725099601593,0.5318725099601593,1.0,0.5281374501992032,1.0,0.5811752988047809
B,20,act1_3,win8,512,2008.0,0.5512948207171314,0.5512948207171314,0.977,0.5408366533864541,1.0,0.5811752988047809
B,20,act1_3,d_win8,512,2008.0,0.5433266932270916,0.5433266932270916,0.998,0.5318725099601593,1.0,0.5811752988047809
B,20,act4_7,current,512,2008.0,0.4760956175298805,0.5239043824701195,1.0,0.5144422310756972,1.0,0.5811752988047809
B,20,act4_7,win8,512,2008.0,0.4850597609561753,0.5149402390438247,1.0,0.5388446215139442,1.0,0.5811752988047809
B,20,act4_7,d_win8,512,2008.0,0.5577689243027888,0.5577689243027888,0.9395,0.5662350597609562,0.859,0.5811752988047809
B,20,act8_10,current,512,2008.0,0.43451195219123506,0.5654880478087649,0.819,0.5333665338645419,1.0,0.5811752988047809
B,20,act8_10,win8,512,2008.0,0.39243027888446214,0.6075697211155379,0.104,0.5552788844621515,0.976,0.5811752988047809
B,20,act8_10,d_win8,512,2008.0,0.5159362549800797,0.5159362549800797,1.0,0.5418326693227091,1.0,0.5811752988047809
B,20,act_all_1_10,current,512,2008.0,0.4810756972111554,0.5189243027888446,1.0,0.5074701195219123,1.0,0.5811752988047809
B,20,act_all_1_10,win8,512,2008.0,0.47908366533864544,0.5209163346613546,1.0,0.5418326693227091,1.0,0.5811752988047809
B,20,act_all_1_10,d_win8,512,2008.0,0.5463147410358565,0.5463147410358565,0.996,0.5527888446215139,0.988,0.5811752988047809
B,20,all11,current,512,2008.0,0.42330677290836655,0.5766932270916334,0.6015,0.547808764940239,0.9975,0.5811752988047809
B,20,all11,win8,512,2008.0,0.5094621513944223,0.5094621513944223,1.0,0.5443227091633466,0.9995,0.5811752988047809
B,20,all11,d_win8,512,2008.0,0.5308764940239044,0.5308764940239044,1.0,0.547808764940239,0.9975,0.5811752988047809
B,20,__BASELINE_hell__,win8,512,2008.0,0.3555776892430279,0.6444223107569721,,0.6404382470119522,,0.5811752988047809
B,25,tok00,current,512,2008.0,0.4910358565737052,0.5089641434262948,1.0,0.5029880478087649,1.0,0.5796812749003983
B,25,tok00,win8,512,2008.0,0.3854581673306773,0.6145418326693227,0.0575,0.6030876494023905,0.146,0.5796812749003983
B,25,tok00,d_win8,512,2008.0,0.42878486055776893,0.5712151394422311,0.688,0.5537848605577689,0.9705,0.5796812749003983
B,25,tok01,current,512,2008.0,0.3844621513944223,0.6155378486055777,0.054,0.6120517928286853,0.0775,0.5796812749003983
B,25,tok01,win8,512,2008.0,0.45268924302788843,0.5473107569721116,0.9895,0.5366035856573705,0.9995,0.5796812749003983
B,25,tok01,d_win8,512,2008.0,0.3754980079681275,0.6245019920318725,0.029,0.6210159362549801,0.0365,0.5796812749003983
B,25,tok02,current,512,2008.0,0.399402390438247,0.600597609561753,0.158,0.5956175298804781,0.2365,0.5796812749003983
B,25,tok02,win8,512,2008.0,0.4596613545816733,0.5403386454183268,0.9995,0.5393426294820718,0.9995,0.5796812749003983
B,25,tok02,d_win8,512,2008.0,0.43276892430278885,0.5672310756972112,0.7745,0.5597609561752988,0.926,0.5796812749003983
B,25,tok03,current,512,2008.0,0.4626494023904382,0.5373505976095618,1.0,0.5278884462151394,1.0,0.5796812749003983
B,25,tok03,win8,512,2008.0,0.521414342629482,0.521414342629482,1.0,0.547808764940239,0.9895,0.5796812749003983
B,25,tok03,d_win8,512,2008.0,0.45717131474103584,0.5428286852589641,0.9985,0.5493027888446216,0.986,0.5796812749003983
B,25,tok04,current,512,2008.0,0.49750996015936255,0.5024900398406374,1.0,0.5034860557768924,1.0,0.5796812749003983
B,25,tok04,win8,512,2008.0,0.49302788844621515,0.5069721115537849,1.0,0.5049800796812749,1.0,0.5796812749003983
B,25,tok04,d_win8,512,2008.0,0.46663346613545814,0.5333665338645419,1.0,0.5378486055776892,0.9995,0.5796812749003983
B,25,tok05,current,512,2008.0,0.5044820717131474,0.5044820717131474,1.0,0.5139442231075697,1.0,0.5796812749003983
B,25,tok05,win8,512,2008.0,0.5059760956175299,0.5059760956175299,1.0,0.5313745019920318,1.0,0.5796812749003983
B,25,tok05,d_win8,512,2008.0,0.48306772908366535,0.5169322709163346,1.0,0.5194223107569721,1.0,0.5796812749003983
B,25,tok06,current,512,2008.0,0.5104581673306773,0.5104581673306773,1.0,0.5169322709163346,1.0,0.5796812749003983
B,25,tok06,win8,512,2008.0,0.5029880478087649,0.5029880478087649,1.0,0.5268924302788844,1.0,0.5796812749003983
B,25,tok06,d_win8,512,2008.0,0.476593625498008,0.523406374501992,1.0,0.5199203187250996,1.0,0.5796812749003983
B,25,tok07,current,512,2008.0,0.4805776892430279,0.5194223107569721,1.0,0.5049800796812749,1.0,0.5796812749003983
B,25,tok07,win8,512,2008.0,0.4536852589641434,0.5463147410358566,0.991,0.526394422310757,1.0,0.5796812749003983
B,25,tok07,d_win8,512,2008.0,0.4292828685258964,0.5707171314741035,0.698,0.5662350597609562,0.836,0.5796812749003983
B,25,tok08,current,512,2008.0,0.46613545816733065,0.5338645418326693,1.0,0.5099601593625498,1.0,0.5796812749003983
B,25,tok08,win8,512,2008.0,0.46912350597609564,0.5308764940239044,1.0,0.5378486055776892,0.9995,0.5796812749003983
B,25,tok08,d_win8,512,2008.0,0.45268924302788843,0.5473107569721116,0.9895,0.5343625498007969,1.0,0.5796812749003983
B,25,tok09,current,512,2008.0,0.48854581673306774,0.5114541832669323,1.0,0.5084661354581673,1.0,0.5796812749003983
B,25,tok09,win8,512,2008.0,0.44621513944223107,0.5537848605577689,0.956,0.5433266932270917,0.998,0.5796812749003983
B,25,tok09,d_win8,512,2008.0,0.44123505976095617,0.5587649402390438,0.9075,0.5577689243027888,0.945,0.5796812749003983
B,25,tok10,current,512,2008.0,0.3809760956175299,0.6190239043824701,0.043,0.6085657370517928,0.0985,0.5796812749003983
B,25,tok10,win8,512,2008.0,0.4118525896414343,0.5881474103585658,0.3345,0.5826693227091633,0.501,0.5796812749003983
B,25,tok10,d_win8,512,2008.0,0.3794820717131474,0.6205179282868526,0.04,0.6080677290836654,0.103,0.5796812749003983
B,25,act1_3,current,512,2008.0,0.4028884462151394,0.5971115537848606,0.196,0.5831673306772909,0.4875,0.5796812749003983
B,25,act1_3,win8,512,2008.0,0.47808764940239046,0.5219123505976095,1.0,0.5219123505976095,1.0,0.5796812749003983
B,25,act1_3,d_win8,512,2008.0,0.4153386454183267,0.5846613545816732,0.403,0.5891434262948207,0.3505,0.5796812749003983
B,25,act4_7,current,512,2008.0,0.5104581673306773,0.5104581673306773,1.0,0.5169322709163346,1.0,0.5796812749003983
B,25,act4_7,win8,512,2008.0,0.5084661354581673,0.5084661354581673,1.0,0.5303784860557769,1.0,0.5796812749003983
B,25,act4_7,d_win8,512,2008.0,0.4681274900398406,0.5318725099601593,1.0,0.5378486055776892,0.9995,0.5796812749003983
B,25,act8_10,current,512,2008.0,0.4163346613545817,0.5836653386454183,0.4215,0.5702191235059761,0.764,0.5796812749003983
B,25,act8_10,win8,512,2008.0,0.4387450199203187,0.5612549800796813,0.8675,0.575199203187251,0.6715,0.5796812749003983
B,25,act8_10,d_win8,512,2008.0,0.41334661354581675,0.5866533864541832,0.3575,0.5806772908366533,0.5495,0.5796812749003983
B,25,act_all_1_10,current,512,2008.0,0.44671314741035856,0.5532868525896415,0.959,0.545816733067729,0.996,0.5796812749003983
B,25,act_all_1_10,win8,512,2008.0,0.4820717131474104,0.5179282868525896,1.0,0.5044820717131474,1.0,0.5796812749003983
B,25,act_all_1_10,d_win8,512,2008.0,0.4208167330677291,0.579183266932271,0.5165,0.5841633466135459,0.4655,0.5796812749003983
B,25,all11,current,512,2008.0,0.4362549800796813,0.5637450199203187,0.8315,0.541085657370518,0.9995,0.5796812749003983
B,25,all11,win8,512,2008.0,0.45766932270916333,0.5423306772908367,0.9985,0.5343625498007969,1.0,0.5796812749003983
B,25,all11,d_win8,512,2008.0,0.4168326693227092,0.5831673306772909,0.4305,0.5811752988047809,0.5385,0.5796812749003983
B,25,__BASELINE_hell__,win8,512,2008.0,0.4750996015936255,0.5249003984063745,,0.5194223107569721,,0.5796812749003983
B,30,tok00,current,512,2008.0,0.4551792828685259,0.5448207171314741,0.989,0.5323705179282869,1.0,0.577191235059761
B,30,tok00,win8,512,2008.0,0.4312749003984064,0.5687250996015936,0.714,0.5388446215139442,1.0,0.577191235059761
B,30,tok00,d_win8,512,2008.0,0.5199203187250996,0.5199203187250996,1.0,0.5303784860557769,1.0,0.577191235059761
B,30,tok01,current,512,2008.0,0.37201195219123506,0.6279880478087649,0.013,0.5393426294820718,1.0,0.577191235059761
