corpus,lead,org,kind,n_rows,n_event,strata,pairs,auc,disc,p_family,auc_resid,disc_resid,p_family_resid,null_med
A,1-4,tok00,hell,6043,598,84,25976.0,0.6976439790575916,0.6976439790575916,0.0,0.5340699106867878,0.5340699106867878,0.4135,0.5303260702186634
A,1-4,tok00,ent,6043,598,84,25976.0,0.6057514628888204,0.6057514628888204,0.0,0.5501616877117339,0.5501616877117339,0.0305,0.5303260702186634
A,1-4,tok01,hell,6043,598,84,25976.0,0.6393979057591623,0.6393979057591623,0.0,0.3954226978749615,0.6045773021250385,0.0,0.5303260702186634
A,1-4,tok01,ent,6043,598,84,25976.0,0.4438135201724669,0.5561864798275331,0.007,0.4334770557437635,0.5665229442562365,0.0005,0.5303260702186634
A,1-4,tok02,hell,6043,598,84,25976.0,0.6269633507853403,0.6269633507853403,0.0,0.38635663689559596,0.613643363104404,0.0,0.5303260702186634
A,1-4,tok02,ent,6043,598,84,25976.0,0.30789959963042807,0.6921004003695719,0.0,0.3828919002155836,0.6171080997844164,0.0,0.5303260702186634
A,1-4,tok03,hell,6043,598,84,25976.0,0.6468663381583,0.6468663381583,0.0,0.41854019094548817,0.5814598090545118,0.0,0.5303260702186634
A,1-4,tok03,ent,6043,598,84,25976.0,0.2773906683092085,0.7226093316907916,0.0,0.3381582999692023,0.6618417000307977,0.0,0.5303260702186634
A,1-4,tok04,hell,6043,598,84,25976.0,0.6609562673236834,0.6609562673236834,0.0,0.44056051740067753,0.5594394825993225,0.003,0.5303260702186634
A,1-4,tok04,ent,6043,598,84,25976.0,0.303279950723745,0.6967200492762551,0.0,0.35894672004927625,0.6410532799507238,0.0,0.5303260702186634
A,1-4,tok05,hell,6043,598,84,25976.0,0.6777024946104097,0.6777024946104097,0.0,0.49129966122574686,0.5087003387742531,1.0,0.5303260702186634
A,1-4,tok05,ent,6043,598,84,25976.0,0.381217277486911,0.6187827225130891,0.0,0.40094702802587,0.59905297197413,0.0,0.5303260702186634
A,1-4,tok06,hell,6043,598,84,25976.0,0.6654989220819217,0.6654989220819217,0.0,0.49395595934708963,0.5060440406529103,1.0,0.5303260702186634
A,1-4,tok06,ent,6043,598,84,25976.0,0.45901986449029875,0.5409801355097013,0.131,0.4239297813366184,0.5760702186633816,0.0,0.5303260702186634
A,1-4,tok07,hell,6043,598,84,25976.0,0.6593008931321219,0.6593008931321219,0.0,0.515860794579612,0.515860794579612,1.0,0.5303260702186634
A,1-4,tok07,ent,6043,598,84,25976.0,0.4681051740067755,0.5318948259932246,0.436,0.4108407761010163,0.5891592238989837,0.0,0.5303260702186634
A,1-4,tok08,hell,6043,598,84,25976.0,0.7228980597474592,0.7228980597474592,0.0,0.5966661533723437,0.5966661533723437,0.0,0.5303260702186634
A,1-4,tok08,ent,6043,598,84,25976.0,0.37307514628888205,0.626924853711118,0.0,0.3269941484447182,0.6730058515552818,0.0,0.5303260702186634
A,1-4,tok09,hell,6043,598,84,25976.0,0.7428010471204188,0.7428010471204188,0.0,0.6697720973206036,0.6697720973206036,0.0,0.5303260702186634
A,1-4,tok09,ent,6043,598,84,25976.0,0.30774561133353867,0.6922543886664614,0.0,0.2872651678472436,0.7127348321527565,0.0,0.5303260702186634
A,1-4,tok10,hell,6043,598,84,25976.0,0.7476131813982138,0.7476131813982138,0.0,0.6255004619648906,0.6255004619648906,0.0,0.5303260702186634
A,1-4,tok10,ent,6043,598,84,25976.0,0.2194910686787804,0.7805089313212196,0.0,0.29354019094548817,0.7064598090545118,0.0,0.5303260702186634
A,1-4,act1_3,hell,6043,598,84,25976.0,0.6392439174622728,0.6392439174622728,0.0,0.3793694179242378,0.6206305820757623,0.0,0.5303260702186634
A,1-4,act1_3,ent,6043,598,84,25976.0,0.32393363104404066,0.6760663689559594,0.0,0.37149676624576533,0.6285032337542347,0.0,0.5303260702186634
A,1-4,act4_7,hell,6043,598,84,25976.0,0.6843624884508778,0.6843624884508778,0.0,0.4693948259932245,0.5306051740067754,0.5935,0.5303260702186634
A,1-4,act4_7,ent,6043,598,84,25976.0,0.3949799815214044,0.6050200184785957,0.0,0.3916692331382815,0.6083307668617185,0.0,0.5303260702186634
A,1-4,act8_10,hell,6043,598,84,25976.0,0.786456729288574,0.786456729288574,0.0,0.6904065291037881,0.6904065291037881,0.0,0.5303260702186634
A,1-4,act8_10,ent,6043,598,84,25976.0,0.2689020634431783,0.7310979365568218,0.0,0.2764474899907607,0.7235525100092393,0.0,0.5303260702186634
A,1-4,act_all_1_10,hell,6043,598,84,25976.0,0.722878811210348,0.722878811210348,0.0,0.5,0.5,1.0,0.5303260702186634
A,1-4,act_all_1_10,ent,6043,598,84,25976.0,0.3109793655682168,0.6890206344317832,0.0,0.3297274407145057,0.6702725592854943,0.0,0.5303260702186634
A,1-4,all11,hell,6043,598,84,25976.0,0.7242069602710194,0.7242069602710194,0.0,0.5465814598090545,0.5465814598090545,0.06,0.5303260702186634
A,1-4,all11,ent,6043,598,84,25976.0,0.37823375423467814,0.6217662457653219,0.0,0.3704573452417616,0.6295426547582383,0.0,0.5303260702186634
A,5-8,tok00,hell,6043,653,84,35398.0,0.49813548788067125,0.5018645121193288,1.0,0.5283914345443246,0.5283914345443246,0.507,0.5257712300129951
A,5-8,tok00,ent,6043,653,84,35398.0,0.5559353635798633,0.5559353635798633,0.001,0.5158766031979208,0.5158766031979208,0.986,0.5257712300129951
A,5-8,tok01,hell,6043,653,84,35398.0,0.4827391378043957,0.5172608621956043,0.912,0.5024012656082264,0.5024012656082264,1.0,0.5257712300129951
A,5-8,tok01,ent,6043,653,84,35398.0,0.3241567320187581,0.6758432679812418,0.0,0.3772529521441889,0.622747047855811,0.0,0.5257712300129951
A,5-8,tok02,hell,6043,653,84,35398.0,0.4718910672919374,0.5281089327080626,0.3935,0.4776823549353071,0.5223176450646929,0.8285,0.5257712300129951
A,5-8,tok02,ent,6043,653,84,35398.0,0.4060257641674671,0.5939742358325328,0.0,0.429798293688909,0.570201706311091,0.0,0.5257712300129951
A,5-8,tok03,hell,6043,653,84,35398.0,0.47836035934233573,0.5216396406576642,0.7285,0.4916096954630205,0.5083903045369795,1.0,0.5257712300129951
A,5-8,tok03,ent,6043,653,84,35398.0,0.4177072150968981,0.5822927849031019,0.0,0.4343748234363523,0.5656251765636477,0.0,0.5257712300129951
A,5-8,tok04,hell,6043,653,84,35398.0,0.47621334538674504,0.523786654613255,0.607,0.47779535566981185,0.5222046443301882,0.8355,0.5257712300129951
A,5-8,tok04,ent,6043,653,84,35398.0,0.41838521950392676,0.5816147804960732,0.0,0.43299056443866885,0.5670094355613311,0.0,0.5257712300129951
A,5-8,tok05,hell,6043,653,84,35398.0,0.4814396293575908,0.5185603706424091,0.867,0.5011017571614216,0.5011017571614216,1.0,0.5257712300129951
A,5-8,tok05,ent,6043,653,84,35398.0,0.4161252048138313,0.5838747951861687,0.0,0.43872535171478616,0.5612746482852138,0.0,0.5257712300129951
A,5-8,tok06,hell,6043,653,84,35398.0,0.4659867789140629,0.5340132210859371,0.168,0.47697610034465227,0.5230238996553478,0.8025,0.5257712300129951
A,5-8,tok06,ent,6043,653,84,35398.0,0.42919091474094584,0.5708090852590542,0.0,0.4643482682637437,0.5356517317362564,0.1755,0.5257712300129951
A,5-8,tok07,hell,6043,653,84,35398.0,0.4845471495564721,0.5154528504435278,0.9555,0.5050285326854624,0.5050285326854624,1.0,0.5257712300129951
A,5-8,tok07,ent,6043,653,84,35398.0,0.4287389118029267,0.5712610881970732,0.0,0.46550652579241764,0.5344934742075824,0.2095,0.5257712300129951
A,5-8,tok08,hell,6043,653,84,35398.0,0.49562122153793997,0.50437877846206,1.0,0.5152550991581445,0.5152550991581445,0.9895,0.5257712300129951
A,5-8,tok08,ent,6043,653,84,35398.0,0.4419882479236115,0.5580117520763885,0.0005,0.46951805186733714,0.5304819481326628,0.396,0.5257712300129951
A,5-8,tok09,hell,6043,653,84,35398.0,0.48095937623594553,0.5190406237640545,0.847,0.5225153963500763,0.5225153963500763,0.822,0.5257712300129951
A,5-8,tok09,ent,6043,653,84,35398.0,0.4462681507429798,0.5537318492570202,0.0025,0.4780213571388214,0.5219786428611786,0.85,0.5257712300129951
A,5-8,tok10,hell,6043,653,84,35398.0,0.4645742697327533,0.5354257302672467,0.133,0.4895756822419346,0.5104243177580654,1.0,0.5257712300129951
