representation,direction,quantile,mode,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,quantity,family
L4,high,0.95,global,3,1,0.006160164271047228,6.986655488017886e-05,0.75,1,1,0.5,0.3333333333333333,0.3930883058649944,1.9079682320989382,pc1share_slope,A_primary_formation_slope
L4,high,0.96,per_task,1,4,0.002053388090349076,0.00027946621952071543,0.2,0,4,0.0,0.0,0.0985222222222222,2.029998872222849,pc1share_slope,A_primary_formation_slope
L4,high,0.96,global,2,0,0.004106776180698152,0.0,1.0,1,0,1.0,0.5,0.5036453519613111,1.9855241314265475,pc1share_slope,A_primary_formation_slope
L4,high,0.975,per_task,1,3,0.002053388090349076,0.00020959966464053657,0.25,0,3,0.0,0.0,0.11527777777777776,2.168674698795181,pc1share_slope,A_primary_formation_slope
L4,high,0.975,global,1,0,0.002053388090349076,0.0,1.0,1,0,1.0,1.0,0.11929070392262224,8.382882882882884,pc1share_slope,A_primary_formation_slope
L4,high,0.98,per_task,1,3,0.002053388090349076,0.00020959966464053657,0.25,0,3,0.0,0.0,0.11527777777777776,2.168674698795181,pc1share_slope,A_primary_formation_slope
L4,high,0.98,global,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,0.4036363636363636,2.4774774774774775,pc1share_slope,A_primary_formation_slope
L4,high,0.99,per_task,0,2,0.0,0.00013973310976035772,0.0,0,2,0.0,0.0,0.00925,0.0,pc1share_slope,A_primary_formation_slope
L4,high,0.99,global,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,0.4111111111111111,2.4324324324324325,pc1share_slope,A_primary_formation_slope
L4,high,0.995,per_task,0,2,0.0,0.00013973310976035772,0.0,0,2,0.0,0.0,0.00925,0.0,pc1share_slope,A_primary_formation_slope
L4,high,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,pc1share_slope,A_primary_formation_slope
L5,low,0.5,per_task,184,987,0.37782340862423,0.06895828966673653,0.15713065755764305,56,968,0.0546875,0.30434782608695654,0.13477832708831047,1.165845139587515,pc1share_slope,A_primary_formation_slope
L5,low,0.5,global,330,2708,0.6776180698151951,0.18919863061552436,0.10862409479921001,270,2695,0.09106239460370995,0.8181818181818182,0.09231829286753264,1.1766259039806395,pc1share_slope,A_primary_formation_slope
L5,low,0.6,per_task,155,625,0.3182751540041068,0.043666596800111784,0.1987179487179487,40,613,0.06125574272588055,0.25806451612903225,0.1679717355893361,1.1830439688006926,pc1share_slope,A_primary_formation_slope
L5,low,0.6,global,306,1884,0.6283367556468172,0.13162858939425698,0.13972602739726028,234,1858,0.1118546845124283,0.7647058823529411,0.10822465441980832,1.291073906831402,pc1share_slope,A_primary_formation_slope
L5,low,0.7,per_task,124,359,0.2546201232032854,0.02508209320198421,0.2567287784679089,30,351,0.07874015748031496,0.24193548387096775,0.21168952705961744,1.212760886350354,pc1share_slope,A_primary_formation_slope
L5,low,0.7,global,267,1104,0.5482546201232033,0.07713267658771746,0.19474835886214442,181,1057,0.14620355411954766,0.6779026217228464,0.13461878834211072,1.4466655157170532,pc1share_slope,A_primary_formation_slope
L5,low,0.75,per_task,111,267,0.22792607802874743,0.018654370153007756,0.29365079365079366,28,261,0.09688581314878893,0.25225225225225223,0.23928633043030628,1.2271941866579854,pc1share_slope,A_primary_formation_slope
L5,low,0.75,global,248,759,0.5092402464065708,0.05302871515405575,0.24627606752730885,143,708,0.16803760282021152,0.5766129032258065,0.1625816680126593,1.5147837424581765,pc1share_slope,A_primary_formation_slope
L5,low,0.8,per_task,100,173,0.2053388090349076,0.012086913994270943,0.3663003663003663,27,169,0.1377551020408163,0.27,0.28748860042453883,1.2741387510998519,pc1share_slope,A_primary_formation_slope
L5,low,0.8,global,226,492,0.46406570841889117,0.034374345001047996,0.3147632311977716,112,414,0.21292775665399238,0.49557522123893805,0.20082971007055145,1.5673140746316634,pc1share_slope,A_primary_formation_slope
L5,low,0.85,per_task,86,93,0.17659137577002054,0.006497589603856634,0.48044692737430167,22,91,0.19469026548672566,0.2558139534883721,0.3715856310331845,1.2929642247963977,pc1share_slope,A_primary_formation_slope
L5,low,0.85,global,200,314,0.4106776180698152,0.021938098232376163,0.38910505836575876,74,230,0.24342105263157895,0.37,0.2580612674571885,1.507801082277138,pc1share_slope,A_primary_formation_slope
L5,low,0.9,per_task,68,29,0.13963039014373715,0.002026130091525187,0.7010309278350515,19,27,0.41304347826086957,0.27941176470588236,0.5052709532748498,1.3874356388219196,pc1share_slope,A_primary_formation_slope
L5,low,0.9,global,146,182,0.2997946611909651,0.012715712988192553,0.4451219512195122,48,83,0.366412213740458,0.3287671232876712,0.30701538243026,1.4498359909397172,pc1share_slope,A_primary_formation_slope
L5,low,0.925,per_task,55,7,0.11293634496919917,0.000489065884161252,0.8870967741935484,18,6,0.75,0.32727272727272727,0.6052985608686368,1.4655524257657504,pc1share_slope,A_primary_formation_slope
L5,low,0.925,global,108,126,0.22176591375770022,0.008803185914902536,0.46153846153846156,26,40,0.3939393939393939,0.24074074074074073,0.3422243435626722,1.3486429887882572,pc1share_slope,A_primary_formation_slope
L5,low,0.95,per_task,44,4,0.09034907597535935,0.00027946621952071543,0.9166666666666666,16,3,0.8421052631578947,0.36363636363636365,0.6208340302900284,1.476508409563885,pc1share_slope,A_primary_formation_slope
L5,low,0.95,global,73,72,0.14989733059548255,0.0050303919513728776,0.503448275862069,9,10,0.47368421052631576,0.1232876712328767,0.39434666447357525,1.2766642175968108,pc1share_slope,A_primary_formation_slope
L5,low,0.96,per_task,39,3,0.08008213552361396,0.00020959966464053657,0.9285714285714286,14,3,0.8235294117647058,0.358974358974359,0.6051091574605744,1.5345519351720096,pc1share_slope,A_primary_formation_slope
L5,low,0.96,global,58,56,0.11909650924024641,0.003912527073290016,0.5087719298245614,2,5,0.2857142857142857,0.034482758620689655,0.4234422555985425,1.2015143106240167,pc1share_slope,A_primary_formation_slope
L5,low,0.975,per_task,22,1,0.045174537987679675,6.986655488017886e-05,0.9565217391304348,5,1,0.8333333333333334,0.22727272727272727,0.7077103774610775,1.3515722950989812,pc1share_slope,A_primary_formation_slope
L5,low,0.975,global,28,30,0.057494866529774126,0.0020959966464053656,0.4827586206896552,0,0,0.0,0.0,0.4585169358038918,1.0528697698881326,pc1share_slope,A_primary_formation_slope
L5,low,0.98,per_task,16,1,0.03285420944558522,6.986655488017886e-05,0.9411764705882353,2,1,0.6666666666666666,0.125,0.7791691354842536,1.2079231937277575,pc1share_slope,A_primary_formation_slope
L5,low,0.98,global,16,19,0.03285420944558522,0.0013274645427233983,0.45714285714285713,0,0,0.0,0.0,0.47004060601051256,0.9725603518021017,pc1share_slope,A_primary_formation_slope
L5,low,0.99,per_task,10,0,0.02053388090349076,0.0,1.0,2,0,1.0,0.2,0.742923706198854,1.3460332355208706,pc1share_slope,A_primary_formation_slope
L5,low,0.99,global,6,2,0.012320328542094456,0.00013973310976035772,0.75,0,0,0.0,0.0,0.5938515616191078,1.2629418670806574,pc1share_slope,A_primary_formation_slope
L5,low,0.995,per_task,6,0,0.012320328542094456,0.0,1.0,1,0,1.0,0.16666666666666666,0.7965368251164024,1.255434737563909,pc1share_slope,A_primary_formation_slope
L5,low,0.995,global,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,0.39015817223198596,2.563063063063063,pc1share_slope,A_primary_formation_slope
L5,high,0.5,per_task,57,695,0.11704312114989733,0.048557255641724306,0.07579787234042554,26,686,0.03651685393258427,0.45614035087719296,0.06827300172311186,1.1102173689071348,pc1share_slope,A_primary_formation_slope
L5,high,0.5,global,91,893,0.1868583162217659,0.06239083350799972,0.09247967479674797,51,874,0.055135135135135134,0.5604395604395604,0.0790587861766124,1.1697583440018184,pc1share_slope,A_primary_formation_slope
L5,high,0.6,per_task,44,412,0.09034907597535935,0.02878502061063369,0.09649122807017543,16,405,0.03800475059382423,0.36363636363636365,0.08591531067217621,1.1230970046579165,pc1share_slope,A_primary_formation_slope
L5,high,0.6,global,70,539,0.1437371663244353,0.0376580730804164,0.11494252873563218,35,532,0.06172839506172839,0.5,0.0890040922948734,1.2914297058928923,pc1share_slope,A_primary_formation_slope
L5,high,0.7,per_task,26,212,0.053388090349075976,0.014811709634597919,0.1092436974789916,8,208,0.037037037037037035,0.3076923076923077,0.09670271914138161,1.1296858914512506,pc1share_slope,A_primary_formation_slope
L5,high,0.7,global,48,295,0.09856262833675565,0.02061063368965276,0.13994169096209913,19,291,0.06129032258064516,0.3958333333333333,0.10732365689456219,1.3039221268762937,pc1share_slope,A_primary_formation_slope
L5,high,0.75,per_task,17,132,0.03490759753593429,0.009222385244183609,0.11409395973154363,5,130,0.037037037037037035,0.29411764705882354,0.09759807686092185,1.1690185237371895,pc1share_slope,A_primary_formation_slope
L5,high,0.75,global,38,194,0.07802874743326489,0.013554111646754699,0.16379310344827586,17,191,0.08173076923076923,0.4473684210526316,0.10809522649073974,1.5152667584475399,pc1share_slope,A_primary_formation_slope
L5,high,0.8,per_task,13,79,0.026694045174537988,0.00551945783553413,0.14130434782608695,4,77,0.04938271604938271,0.3076923076923077,0.11156542218938192,1.2665604185696828,pc1share_slope,A_primary_formation_slope
L5,high,0.8,global,27,119,0.055441478439425054,0.008314120030741284,0.18493150684931506,11,117,0.0859375,0.4074074074074074,0.12068335892898423,1.5323695701752673,pc1share_slope,A_primary_formation_slope
L5,high,0.85,per_task,12,47,0.024640657084188913,0.0032837280793684065,0.2033898305084746,3,46,0.061224489795918366,0.25,0.15289230248244542,1.3302816898308345,pc1share_slope,A_primary_formation_slope
L5,high,0.85,global,17,53,0.03490759753593429,0.0037029274086494797,0.24285714285714285,7,52,0.11864406779661017,0.4117647058823529,0.15494180205732944,1.5674087924140974,pc1share_slope,A_primary_formation_slope
L5,high,0.9,per_task,11,20,0.022587268993839837,0.0013973310976035773,0.3548387096774194,3,20,0.13043478260869565,0.2727272727272727,0.23311866909555715,1.5221376780079687,pc1share_slope,A_primary_formation_slope
L5,high,0.9,global,11,28,0.022587268993839837,0.001956263536645008,0.28205128205128205,3,28,0.0967741935483871,0.2727272727272727,0.22015369198356685,1.2811562663792868,pc1share_slope,A_primary_formation_slope
L5,high,0.925,per_task,8,10,0.01642710472279261,0.0006986655488017886,0.4444444444444444,2,10,0.16666666666666666,0.25,0.2763179752446803,1.6084528849449178,pc1share_slope,A_primary_formation_slope
L5,high,0.925,global,6,13,0.012320328542094456,0.0009082652134423251,0.3157894736842105,2,13,0.13333333333333333,0.3333333333333333,0.21750913243257594,1.4518446657962731,pc1share_slope,A_primary_formation_slope
L5,high,0.95,per_task,2,5,0.004106776180698152,0.0003493327744008943,0.2857142857142857,0,5,0.0,0.0,0.18719156882729668,1.526320269145702,pc1share_slope,A_primary_formation_slope
L5,high,0.95,global,5,6,0.01026694045174538,0.00041919932928107315,0.45454545454545453,2,6,0.25,0.4,0.24900845658012585,1.825421757912029,pc1share_slope,A_primary_formation_slope
L5,high,0.96,per_task,2,3,0.004106776180698152,0.00020959966464053657,0.4,0,3,0.0,0.0,0.2538798538643729,1.5755484096571408,pc1share_slope,A_primary_formation_slope
L5,high,0.96,global,4,3,0.008213552361396304,0.00020959966464053657,0.5714285714285714,2,3,0.4,0.5,0.23873235987455035,2.393594951806479,pc1share_slope,A_primary_formation_slope
L5,high,0.975,per_task,0,2,0.0,0.00013973310976035772,0.0,0,2,0.0,0.0,0.09014678284182305,0.0,pc1share_slope,A_primary_formation_slope
L5,high,0.975,global,3,2,0.006160164271047228,0.00013973310976035772,0.6,1,2,0.3333333333333333,0.3333333333333333,0.3105185206032266,1.932251895424512,pc1share_slope,A_primary_formation_slope
L5,high,0.98,per_task,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.0315,0.0,pc1share_slope,A_primary_formation_slope
L5,high,0.98,global,1,1,0.002053388090349076,6.986655488017886e-05,0.5,0,1,0.0,0.0,0.24562691760832148,2.0356075175657407,pc1share_slope,A_primary_formation_slope
L5,high,0.99,per_task,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,pc1share_slope,A_primary_formation_slope
L5,high,0.99,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,pc1share_slope,A_primary_formation_slope
L5,high,0.995,per_task,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,pc1share_slope,A_primary_formation_slope
L5,high,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,pc1share_slope,A_primary_formation_slope
L12,low,0.5,per_task,152,585,0.31211498973305957,0.04087193460490463,0.2062415196743555,44,570,0.07166123778501629,0.2894736842105263,0.17273871121096634,1.1939507839818955,pc1share_slope,A_primary_formation_slope
L12,low,0.5,global,151,804,0.31006160164271046,0.0561727101236638,0.1581151832460733,50,788,0.059665871121718374,0.33112582781456956,0.13553854429305806,1.1665698792234376,pc1share_slope,A_primary_formation_slope
L12,low,0.6,per_task,127,340,0.26078028747433263,0.023754628659260812,0.27194860813704497,33,326,0.09192200557103064,0.25984251968503935,0.2249129978793336,1.2091280215069922,pc1share_slope,A_primary_formation_slope
L12,low,0.6,global,121,443,0.24845995893223818,0.030950883811919235,0.21453900709219859,34,432,0.07296137339055794,0.2809917355371901,0.18138449088888325,1.1827858381984042,pc1share_slope,A_primary_formation_slope
L12,low,0.7,per_task,103,181,0.21149897330595482,0.012645846433312373,0.3626760563380282,22,171,0.11398963730569948,0.21359223300970873,0.2983983403740978,1.2154090933727926,pc1share_slope,A_primary_formation_slope
L12,low,0.7,global,79,235,0.162217659137577,0.016418640396842033,0.2515923566878981,19,224,0.07818930041152264,0.24050632911392406,0.223878282294867,1.1237908121723448,pc1share_slope,A_primary_formation_slope
L12,low,0.75,per_task,88,122,0.1806981519507187,0.00852371969538182,0.41904761904761906,14,114,0.109375,0.1590909090909091,0.3585445187020107,1.1687464099706206,pc1share_slope,A_primary_formation_slope
L12,low,0.75,global,60,165,0.12320328542094455,0.011527981555229511,0.26666666666666666,13,157,0.07647058823529412,0.21666666666666667,0.23560596825337574,1.1318332410827878,pc1share_slope,A_primary_formation_slope
L12,low,0.8,per_task,71,85,0.1457905544147844,0.005938657164815203,0.4551282051282051,9,78,0.10344827586206896,0.1267605633802817,0.40551549438794704,1.1223447967509592,pc1share_slope,A_primary_formation_slope
L12,low,0.8,global,46,105,0.0944558521560575,0.00733598826241878,0.304635761589404,12,99,0.10810810810810811,0.2608695652173913,0.24944162874327594,1.221270736260841,pc1share_slope,A_primary_formation_slope
L12,low,0.85,per_task,60,54,0.12320328542094455,0.0037727939635296584,0.5263157894736842,4,47,0.0784313725490196,0.06666666666666667,0.48260990841253937,1.0905615079576538,pc1share_slope,A_primary_formation_slope
L12,low,0.85,global,34,63,0.06981519507186858,0.004401592957451268,0.35051546391752575,3,57,0.05,0.08823529411764706,0.32952364285750013,1.0637035354367679,pc1share_slope,A_primary_formation_slope
L12,low,0.9,per_task,45,33,0.09240246406570841,0.002305596311045902,0.5769230769230769,3,26,0.10344827586206896,0.06666666666666667,0.5381935407193753,1.0719620977835107,pc1share_slope,A_primary_formation_slope
L12,low,0.9,global,22,36,0.045174537987679675,0.0025151959756864388,0.3793103448275862,2,31,0.06060606060606061,0.09090909090909091,0.3543791722998842,1.0703516867707017,pc1share_slope,A_primary_formation_slope
L12,low,0.925,per_task,35,18,0.07186858316221766,0.0012575979878432194,0.660377358490566,3,13,0.1875,0.08571428571428572,0.5997082290975596,1.10116441037386,pc1share_slope,A_primary_formation_slope
L12,low,0.925,global,18,25,0.03696098562628337,0.0017466638720044715,0.4186046511627907,0,20,0.0,0.0,0.42470051256575925,0.9856466822558293,pc1share_slope,A_primary_formation_slope
L12,low,0.95,per_task,24,13,0.049281314168377825,0.0009082652134423251,0.6486486486486487,0,8,0.0,0.0,0.6663755255376773,0.9733980672913739,pc1share_slope,A_primary_formation_slope
L12,low,0.95,global,14,14,0.028747433264887063,0.000978131768322504,0.5,0,9,0.0,0.0,0.5321452496337808,0.939593091066954,pc1share_slope,A_primary_formation_slope
L12,low,0.96,per_task,21,10,0.043121149897330596,0.0006986655488017886,0.6774193548387096,0,6,0.0,0.0,0.6857266556535042,0.9878854048529327,pc1share_slope,A_primary_formation_slope
L12,low,0.96,global,11,10,0.022587268993839837,0.0006986655488017886,0.5238095238095238,0,5,0.0,0.0,0.5673821257433109,0.9232041335868594,pc1share_slope,A_primary_formation_slope
L12,low,0.975,per_task,14,6,0.028747433264887063,0.00041919932928107315,0.7,0,4,0.0,0.0,0.6524951639092879,1.072804886102292,pc1share_slope,A_primary_formation_slope
L12,low,0.975,global,7,9,0.014373716632443531,0.0006287989939216097,0.4375,0,4,0.0,0.0,0.5191126337815937,0.8427843429911002,pc1share_slope,A_primary_formation_slope
L12,low,0.98,per_task,12,5,0.024640657084188913,0.0003493327744008943,0.7058823529411765,0,3,0.0,0.0,0.6432585797519765,1.0973539648912978,pc1share_slope,A_primary_formation_slope
L12,low,0.98,global,7,9,0.014373716632443531,0.0006287989939216097,0.4375,0,4,0.0,0.0,0.5267521340007556,0.8305614192336095,pc1share_slope,A_primary_formation_slope
L12,low,0.99,per_task,7,4,0.014373716632443531,0.00027946621952071543,0.6363636363636364,0,2,0.0,0.0,0.5773056319928629,1.1022993733265771,pc1share_slope,A_primary_formation_slope
L12,low,0.99,global,6,4,0.012320328542094456,0.00027946621952071543,0.6,0,2,0.0,0.0,0.5396037693994797,1.1119269990788512,pc1share_slope,A_primary_formation_slope
L12,low,0.995,per_task,4,3,0.008213552361396304,0.00020959966464053657,0.5714285714285714,0,2,0.0,0.0,0.6619365147459237,0.8632679398988999,pc1share_slope,A_primary_formation_slope
L12,low,0.995,global,6,3,0.012320328542094456,0.00020959966464053657,0.6666666666666666,0,1,0.0,0.0,0.5918734423349788,1.1263669206657148,pc1share_slope,A_primary_formation_slope
L12,high,0.5,per_task,89,443,0.18275154004106775,0.030950883811919235,0.16729323308270677,24,420,0.05405405405405406,0.2696629213483146,0.1534081970152434,1.0905103921277666,pc1share_slope,A_primary_formation_slope
L12,high,0.5,global,234,1484,0.4804928131416838,0.10368196744218543,0.1362048894062864,148,1405,0.0952994204764971,0.6324786324786325,0.1089773186280391,1.2498462168185687,pc1share_slope,A_primary_formation_slope
L12,high,0.6,per_task,70,271,0.1437371663244353,0.01893383637252847,0.20527859237536658,17,254,0.06273062730627306,0.24285714285714285,0.18512828926371466,1.1088450781444206,pc1share_slope,A_primary_formation_slope
L12,high,0.6,global,201,867,0.4127310061601643,0.06057430308111507,0.18820224719101122,97,747,0.11492890995260663,0.48258706467661694,0.15808269174710388,1.1905303807205645,pc1share_slope,A_primary_formation_slope
L12,high,0.7,per_task,55,140,0.11293634496919917,0.00978131768322504,0.28205128205128205,14,130,0.09722222222222222,0.2545454545454545,0.23205943521388206,1.2154269090214929,pc1share_slope,A_primary_formation_slope
L12,high,0.7,global,144,446,0.29568788501026694,0.03116048347655977,0.2440677966101695,55,327,0.14397905759162305,0.3819444444444444,0.2230282768470066,1.094335660305512,pc1share_slope,A_primary_formation_slope
L12,high,0.75,per_task,50,101,0.1026694045174538,0.007056522042898064,0.33112582781456956,12,93,0.11428571428571428,0.24,0.2733995504835,1.2111425466098322,pc1share_slope,A_primary_formation_slope
L12,high,0.75,global,126,301,0.2587268993839836,0.021029833018933835,0.29508196721311475,44,192,0.1864406779661017,0.3492063492063492,0.26273169141806846,1.1231304667527502,pc1share_slope,A_primary_formation_slope
L12,high,0.8,per_task,45,71,0.09240246406570841,0.004960525396492699,0.3879310344827586,8,64,0.1111111111111111,0.17777777777777778,0.3220375229119127,1.2046143908170288,pc1share_slope,A_primary_formation_slope
L12,high,0.8,global,98,193,0.20123203285420946,0.013484245091874519,0.33676975945017185,29,111,0.20714285714285716,0.29591836734693877,0.31031395215337043,1.0852549719831026,pc1share_slope,A_primary_formation_slope
L12,high,0.85,per_task,37,43,0.07597535934291581,0.0030042618598476907,0.4625,5,37,0.11904761904761904,0.13513513513513514,0.38944664166904425,1.1875824580688958,pc1share_slope,A_primary_formation_slope
L12,high,0.85,global,74,116,0.15195071868583163,0.008104520366100747,0.3894736842105263,16,56,0.2222222222222222,0.21621621621621623,0.37185007955658866,1.0473943818297762,pc1share_slope,A_primary_formation_slope
L12,high,0.9,per_task,33,20,0.06776180698151951,0.0013973310976035773,0.6226415094339622,4,17,0.19047619047619047,0.12121212121212122,0.5203140587625249,1.19666478148756,pc1share_slope,A_primary_formation_slope
L12,high,0.9,global,44,62,0.09034907597535935,0.0043317264025710895,0.41509433962264153,7,25,0.21875,0.1590909090909091,0.3950325843034863,1.050785064615689,pc1share_slope,A_primary_formation_slope
L12,high,0.925,per_task,30,11,0.061601642710472276,0.0007685321036819675,0.7317073170731707,3,8,0.2727272727272727,0.1,0.6208666943971303,1.17852563791277,pc1share_slope,A_primary_formation_slope
L12,high,0.925,global,31,37,0.06365503080082136,0.002585062530566618,0.45588235294117646,4,15,0.21052631578947367,0.12903225806451613,0.44032601327859777,1.035329140667272,pc1share_slope,A_primary_formation_slope
L12,high,0.95,per_task,24,5,0.049281314168377825,0.0003493327744008943,0.8275862068965517,2,3,0.4,0.08333333333333333,0.6764302843946433,1.2234611991643487,pc1share_slope,A_primary_formation_slope
L12,high,0.95,global,22,20,0.045174537987679675,0.0013973310976035773,0.5238095238095238,1,5,0.16666666666666666,0.045454545454545456,0.5043010695318403,1.0386841421847348,pc1share_slope,A_primary_formation_slope
L12,high,0.96,per_task,21,3,0.043121149897330596,0.00020959966464053657,0.875,0,2,0.0,0.0,0.6917736319503732,1.264864631415687,pc1share_slope,A_primary_formation_slope
L12,high,0.96,global,18,14,0.03696098562628337,0.000978131768322504,0.5625,1,3,0.25,0.05555555555555555,0.4934616531126787,1.1399062043663135,pc1share_slope,A_primary_formation_slope
L12,high,0.975,per_task,15,0,0.030800821355236138,0.0,1.0,0,0,0.0,0.0,0.8148127251383926,1.2272758747479724,pc1share_slope,A_primary_formation_slope
L12,high,0.975,global,10,5,0.02053388090349076,0.0003493327744008943,0.6666666666666666,0,0,0.0,0.0,0.5658713087291459,1.1781241713135988,pc1share_slope,A_primary_formation_slope
L12,high,0.98,per_task,12,0,0.024640657084188913,0.0,1.0,0,0,0.0,0.0,0.8024306351051614,1.2462136367325338,pc1share_slope,A_primary_formation_slope
L12,high,0.98,global,7,5,0.014373716632443531,0.0003493327744008943,0.5833333333333334,0,0,0.0,0.0,0.5423692763162865,1.075527982143956,pc1share_slope,A_primary_formation_slope
L12,high,0.99,per_task,5,0,0.01026694045174538,0.0,1.0,0,0,0.0,0.0,0.8625816487414832,1.1593105434818973,pc1share_slope,A_primary_formation_slope
L12,high,0.99,global,5,3,0.01026694045174538,0.00020959966464053657,0.625,0,0,0.0,0.0,0.5176259958193042,1.2074354940592638,pc1share_slope,A_primary_formation_slope
L12,high,0.995,per_task,3,0,0.006160164271047228,0.0,1.0,0,0,0.0,0.0,0.7893814403964187,1.2668146840364158,pc1share_slope,A_primary_formation_slope
L12,high,0.995,global,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.792047342192691,1.262550793026609,pc1share_slope,A_primary_formation_slope
L13,low,0.5,per_task,140,495,0.2874743326488706,0.03458394466568854,0.2204724409448819,45,469,0.08754863813229571,0.32142857142857145,0.1734530060546838,1.271078812409711,pc1share_slope,A_primary_formation_slope
L13,low,0.5,global,134,811,0.2751540041067762,0.05666177600782506,0.14179894179894179,55,785,0.06547619047619048,0.41044776119402987,0.12046177024357788,1.1771281586865228,pc1share_slope,A_primary_formation_slope
L13,low,0.6,per_task,107,279,0.21971252566735114,0.019492768811569902,0.2772020725388601,28,261,0.09688581314878893,0.2616822429906542,0.21007346749299205,1.3195482316114358,pc1share_slope,A_primary_formation_slope
L13,low,0.6,global,105,433,0.21560574948665298,0.030252218263117445,0.19516728624535315,37,413,0.08222222222222222,0.3523809523809524,0.15030233173791188,1.2984980604670462,pc1share_slope,A_primary_formation_slope
L13,low,0.7,per_task,82,150,0.16837782340862423,0.010479983232026828,0.35344827586206895,15,134,0.10067114093959731,0.18292682926829268,0.2826115474226369,1.2506505098091336,pc1share_slope,A_primary_formation_slope
L13,low,0.7,global,76,195,0.15605749486652978,0.013623978201634877,0.28044280442804426,18,178,0.09183673469387756,0.23684210526315788,0.22404776578929417,1.2517098907015518,pc1share_slope,A_primary_formation_slope
L13,low,0.75,per_task,67,102,0.1375770020533881,0.0071263885977782436,0.39644970414201186,11,87,0.11224489795918367,0.16417910447761194,0.32759473538218903,1.2101833800213335,pc1share_slope,A_primary_formation_slope
L13,low,0.75,global,61,126,0.12525667351129363,0.008803185914902536,0.32620320855614976,13,110,0.10569105691056911,0.21311475409836064,0.2745238393887647,1.1882509339897427,pc1share_slope,A_primary_formation_slope
L13,low,0.8,per_task,56,72,0.11498973305954825,0.0050303919513728776,0.4375,9,58,0.13432835820895522,0.16071428571428573,0.36838454166866863,1.1876176943208845,pc1share_slope,A_primary_formation_slope
L13,low,0.8,global,49,72,0.10061601642710473,0.0050303919513728776,0.4049586776859504,8,57,0.12307692307692308,0.16326530612244897,0.34606768884355543,1.170171878915334,pc1share_slope,A_primary_formation_slope
L13,low,0.85,per_task,45,48,0.09240246406570841,0.003353594634248585,0.4838709677419355,5,37,0.11904761904761904,0.1111111111111111,0.41770640326009734,1.1583996892684425,pc1share_slope,A_primary_formation_slope
L13,low,0.85,global,34,40,0.06981519507186858,0.0027946621952071545,0.4594594594594595,2,25,0.07407407407407407,0.058823529411764705,0.44288226828684707,1.0374302435650362,pc1share_slope,A_primary_formation_slope
L13,low,0.9,per_task,36,28,0.07392197125256673,0.001956263536645008,0.5625,2,19,0.09523809523809523,0.05555555555555555,0.504600576146246,1.1147430791616324,pc1share_slope,A_primary_formation_slope
L13,low,0.9,global,27,19,0.055441478439425054,0.0013274645427233983,0.5869565217391305,0,10,0.0,0.0,0.5596914272549928,1.0487145115262162,pc1share_slope,A_primary_formation_slope
L13,low,0.925,per_task,31,19,0.06365503080082136,0.0013274645427233983,0.62,1,10,0.09090909090909091,0.03225806451612903,0.5672518957525271,1.0929888549380629,pc1share_slope,A_primary_formation_slope
L13,low,0.925,global,21,17,0.043121149897330596,0.0011877314329630407,0.5526315789473685,0,9,0.0,0.0,0.5112662773885291,1.0809075493305114,pc1share_slope,A_primary_formation_slope
L13,low,0.95,per_task,22,16,0.045174537987679675,0.0011178648780828617,0.5789473684210527,0,8,0.0,0.0,0.5578812892958886,1.0377608633402131,pc1share_slope,A_primary_formation_slope
L13,low,0.95,global,17,11,0.03490759753593429,0.0007685321036819675,0.6071428571428571,0,4,0.0,0.0,0.5582177220078101,1.0876452559748049,pc1share_slope,A_primary_formation_slope
L13,low,0.96,per_task,19,12,0.039014373716632446,0.0008383986585621463,0.6129032258064516,0,5,0.0,0.0,0.5725935823879456,1.0703983499961678,pc1share_slope,A_primary_formation_slope
L13,low,0.96,global,15,10,0.030800821355236138,0.0006986655488017886,0.6,0,3,0.0,0.0,0.5812865202439362,1.0321932112724903,pc1share_slope,A_primary_formation_slope
L13,low,0.975,per_task,15,9,0.030800821355236138,0.0006287989939216097,0.625,0,3,0.0,0.0,0.5899897598925927,1.0593404199316627,pc1share_slope,A_primary_formation_slope
L13,low,0.975,global,12,7,0.024640657084188913,0.000489065884161252,0.631578947368421,0,2,0.0,0.0,0.5852882072366664,1.0790905054286128,pc1share_slope,A_primary_formation_slope
L13,low,0.98,per_task,15,8,0.030800821355236138,0.0005589324390414309,0.6521739130434783,0,3,0.0,0.0,0.6118547798139132,1.065896573108128,pc1share_slope,A_primary_formation_slope
L13,low,0.98,global,11,7,0.022587268993839837,0.000489065884161252,0.6111111111111112,0,2,0.0,0.0,0.5731182284116503,1.0662915273254439,pc1share_slope,A_primary_formation_slope
