cohort,quantity,layer,group,chunk,alive,alive_risk,prior,auc_pooled,auc_within_suite,auc_within_task,development_mean_deviation
development_main,lam1_share,L5,front,4,14800,487,0.0329054054054054,0.5152771040987278,0.5177155135613807,0.524464749619278,0.07030230989364564
development_main,lam1_share,L5,front,6,14800,487,0.0329054054054054,0.3590773655172829,0.4318487885648548,0.4820090178864701,0.07030230989364564
development_main,lam1_share,L5,front,8,13666,487,0.0356358846773013,0.3418941028856654,0.3882636791634343,0.4899659969088099,0.07030230989364564
development_main,lam1_share,L5,front,10,10516,487,0.0463103841764929,0.4224354095914456,0.3925523173809594,0.5393933782397012,0.07030230989364564
development_main,lam1_share,L5,front,12,8342,487,0.0583792855430352,0.4863502627840073,0.4696770151532198,0.4946286781877627,0.07030230989364564
development_main,lam1_share,L5,front,14,4808,487,0.1012895174708818,0.555484009852081,0.5644795602885606,0.4524563825213278,0.07030230989364564
development_main,lam1_share,L5,front,16,3554,487,0.1370287000562746,0.483256551660419,0.4754410158019559,0.3452015265754444,0.07030230989364564
development_main,lam1_share,L5,front,18,3059,487,0.1592023537103628,0.4851396814853372,0.5145807512190054,0.3565411631724843,0.07030230989364564
development_main,lam1_share,L5,front,20,2776,487,0.1754322766570605,0.4399413138274921,0.5457327527771797,0.3888614548933675,0.07030230989364564
development_main,lam1_share,L5,front,24,1312,361,0.2751524390243902,0.3219500685966951,0.3319779580707592,0.4493196968313396,0.07030230989364564
development_main,lam1_share,L5,front,28,671,324,0.4828614008941878,0.4960774895933397,0.49579406495833,0.4637130236916075,0.07030230989364564
development_main,lam1_share,L5,front,32,515,222,0.4310679611650485,0.2363096885281185,0.2363096885281185,0.1696793482733082,0.07030230989364564
development_main,lam12_share,L2,front,4,14800,487,0.0329054054054054,0.5030260682589068,0.5169941801009181,0.4886918092507987,0.06406361638429094
development_main,lam12_share,L2,front,6,14800,487,0.0329054054054054,0.4255971402629191,0.4857356697682447,0.5021111409716623,0.06406361638429094
development_main,lam12_share,L2,front,8,13666,487,0.0356358846773013,0.460721766147469,0.4625535833767131,0.5593013910355487,0.06406361638429094
development_main,lam12_share,L2,front,10,10516,487,0.0463103841764929,0.4468064174468988,0.4270206325458404,0.5483592200797821,0.06406361638429094
development_main,lam12_share,L2,front,12,8342,487,0.0583792855430352,0.4840655254307736,0.4337429930973323,0.5529542269967305,0.06406361638429094
development_main,lam12_share,L2,front,14,4808,487,0.1012895174708818,0.5347567179435515,0.5119217958866668,0.5555486411260211,0.06406361638429094
development_main,lam12_share,L2,front,16,3554,487,0.1370287000562746,0.4602046425183228,0.4641141711301196,0.5209322349436842,0.06406361638429094
development_main,lam12_share,L2,front,18,3059,487,0.1592023537103628,0.4140159704414305,0.3570229180427635,0.4538983233307317,0.06406361638429094
development_main,lam12_share,L2,front,20,2776,487,0.1754322766570605,0.3227210217960552,0.3025012560109093,0.4287676306286843,0.06406361638429094
development_main,lam12_share,L2,front,24,1312,361,0.2751524390243902,0.3608535700865978,0.4148735353843514,0.3419208291480231,0.06406361638429094
development_main,lam12_share,L2,front,28,671,324,0.4828614008941878,0.4148388301846515,0.4251239712334813,0.3926649712220586,0.06406361638429094
development_main,lam12_share,L2,front,32,515,222,0.4310679611650485,0.5314546628539802,0.5314546628539802,0.5072002633239159,0.06406361638429094
development_main,bandedness,L5,front,4,14800,487,0.0329054054054054,0.5450504423614552,0.5613688073600317,0.5434918928603422,0.05778879976732284
development_main,bandedness,L5,front,6,14800,487,0.0329054054054054,0.5253317908175262,0.5344323775587084,0.523234494908776,0.05778879976732284
development_main,bandedness,L5,front,8,13666,487,0.0356358846773013,0.4484276132787321,0.5066031869491858,0.4716723338485317,0.05778879976732284
development_main,bandedness,L5,front,10,10516,487,0.0463103841764929,0.3451795747158702,0.3704718266320159,0.4930055631428285,0.05778879976732284
development_main,bandedness,L5,front,12,8342,487,0.0583792855430352,0.2799663301863734,0.2361775677637253,0.450697014335501,0.05778879976732284
development_main,bandedness,L5,front,14,4808,487,0.1012895174708818,0.394049974172265,0.3429121921347811,0.4208888687741848,0.05778879976732284
development_main,bandedness,L5,front,16,3554,487,0.1370287000562746,0.5644490700167176,0.612314133823647,0.3725740016755096,0.05778879976732284
development_main,bandedness,L5,front,18,3059,487,0.1592023537103628,0.5313205552770158,0.4953280738602207,0.4343999784697365,0.05778879976732284
development_main,bandedness,L5,front,20,2776,487,0.1754322766570605,0.3785760484703649,0.3020526806861408,0.4384432579241381,0.05778879976732284
development_main,bandedness,L5,front,24,1312,361,0.2751524390243902,0.3536312556253659,0.4046867700756023,0.4560085836909871,0.05778879976732284
development_main,bandedness,L5,front,28,671,324,0.4828614008941878,0.5201684633721138,0.4901017732429836,0.5477044572346406,0.05778879976732284
development_main,bandedness,L5,front,32,515,222,0.4310679611650485,0.4843111029117855,0.4843111029117855,0.4709246509586636,0.05778879976732284
development_main,d_cv,L2,front,4,14800,487,0.0329054054054054,0.5251294360420468,0.5045127743014595,0.5087819881155006,0.07358330783964132
development_main,d_cv,L2,front,6,14800,487,0.0329054054054054,0.4723542202770531,0.4856481126613808,0.5236435844605691,0.07358330783964132
development_main,d_cv,L2,front,8,13666,487,0.0356358846773013,0.539193786144437,0.4867629057533473,0.5616136012364761,0.07358330783964132
development_main,d_cv,L2,front,10,10516,487,0.0463103841764929,0.6079379041027427,0.5373503767957684,0.5585055901483762,0.07358330783964132
development_main,d_cv,L2,front,12,8342,487,0.0583792855430352,0.6630484251911899,0.5993242930225479,0.555042575360184,0.07358330783964132
development_main,d_cv,L2,front,14,4808,487,0.1012895174708818,0.6130819972371214,0.5793116066494407,0.5792582199995474,0.07358330783964132
development_main,d_cv,L2,front,16,3554,487,0.1370287000562746,0.5354435405311493,0.5168695206118261,0.6156567066927302,0.07358330783964132
development_main,d_cv,L2,front,18,3059,487,0.1592023537103628,0.5598963406261077,0.5191459911979279,0.5348790268320909,0.07358330783964132
development_main,d_cv,L2,front,20,2776,487,0.1754322766570605,0.4995250026239232,0.5291494214375144,0.4365065893027993,0.07358330783964132
development_main,d_cv,L2,front,24,1312,361,0.2751524390243902,0.5047828353883214,0.6059647634210752,0.3797826682494749,0.07358330783964132
development_main,d_cv,L2,front,28,671,324,0.4828614008941878,0.4348916639982922,0.4882908845444868,0.4609289251773524,0.07358330783964132
development_main,d_cv,L2,front,32,515,222,0.4310679611650485,0.7088368231712942,0.7088368231712942,0.7478947801519598,0.07358330783964132
development_main,size,L4,front,4,14800,487,0.0329054054054054,0.4404033265661765,0.4503164831083334,0.5184269461614261,0.08900365810216102
development_main,size,L4,front,6,14800,487,0.0329054054054054,0.4242351728322108,0.4411030450554539,0.4926453462330915,0.08900365810216102
development_main,size,L4,front,8,13666,487,0.0356358846773013,0.4663185302110118,0.5083015833470056,0.5541576506955178,0.08900365810216102
development_main,size,L4,front,10,10516,487,0.0463103841764929,0.6436678601255538,0.6444184534021352,0.5665841068493784,0.08900365810216102
development_main,size,L4,front,12,8342,487,0.0583792855430352,0.6665004960285044,0.6339369031310184,0.5644603528185966,0.08900365810216102
development_main,size,L4,front,14,4808,487,0.1012895174708818,0.5962450227554938,0.5379758935372575,0.6384331651241203,0.08900365810216102
development_main,size,L4,front,16,3554,487,0.1370287000562746,0.5574781287722721,0.4051349694886348,0.6872149306525179,0.08900365810216102
development_main,size,L4,front,18,3059,487,0.1592023537103628,0.5196365215669618,0.3627784044945488,0.534482062599241,0.08900365810216102
development_main,size,L4,front,20,2776,487,0.1754322766570605,0.5758556007976726,0.5139257717489254,0.522669053424277,0.08900365810216102
development_main,size,L4,front,24,1312,361,0.2751524390243902,0.3559454838324434,0.3837030822472853,0.6440279426536389,0.08900365810216102
development_main,size,L4,front,28,671,324,0.4828614008941878,0.2675579037250506,0.3720305319728951,0.2632311604872172,0.08900365810216102
development_main,size,L4,front,32,515,222,0.4310679611650485,0.519893613750269,0.519893613750269,0.5041281509723784,0.08900365810216102
development_main,kernel_trace,L4,front,4,14800,487,0.0329054054054054,0.3647732830294138,0.4254184824639629,0.5227507539789185,0.08128702037298283
development_main,kernel_trace,L4,front,6,14800,487,0.0329054054054054,0.4053703422356522,0.4446698286934298,0.4928125653199558,0.08128702037298283
development_main,kernel_trace,L4,front,8,13666,487,0.0356358846773013,0.5281024677895095,0.5369768341567062,0.5051375579598145,0.08128702037298283
development_main,kernel_trace,L4,front,10,10516,487,0.0463103841764929,0.5383464953687693,0.5438295511013927,0.5544316103793894,0.08128702037298283
development_main,kernel_trace,L4,front,12,8342,487,0.0583792855430352,0.5358399219947796,0.5403096824861076,0.582689613049258,0.08128702037298283
development_main,kernel_trace,L4,front,14,4808,487,0.1012895174708818,0.5696835615377268,0.5162367631024749,0.4047996198320925,0.08128702037298283
development_main,kernel_trace,L4,front,16,3554,487,0.1370287000562746,0.50008201501176,0.4929617342180297,0.402320115423997,0.08128702037298283
development_main,kernel_trace,L4,front,18,3059,487,0.1592023537103628,0.4416916021855969,0.3905177340230516,0.3951610732836343,0.08128702037298283
development_main,kernel_trace,L4,front,20,2776,487,0.1754322766570605,0.4394241542669476,0.39811359123424,0.4544612820591957,0.08128702037298283
development_main,kernel_trace,L4,front,24,1312,361,0.2751524390243902,0.6276146118242643,0.6674833875165648,0.3352205278056798,0.08128702037298283
development_main,kernel_trace,L4,front,28,671,324,0.4828614008941878,0.3461682143238339,0.3793000493288678,0.3861865881408111,0.08128702037298283
development_main,kernel_trace,L4,front,32,515,222,0.4310679611650485,0.546613166067091,0.546613166067091,0.6301944756836821,0.08128702037298283
development_main,centroid_norm2,L4,front,4,14800,487,0.0329054054054054,0.3654555937789213,0.4257138708529558,0.5227029770969572,0.08127101128503064
development_main,centroid_norm2,L4,front,6,14800,487,0.0329054054054054,0.4068388310565013,0.4451060562721113,0.4928424258711816,0.08127101128503064
development_main,centroid_norm2,L4,front,8,13666,487,0.0356358846773013,0.5284193804062308,0.5366844844686697,0.5046182380216383,0.08127101128503064
development_main,centroid_norm2,L4,front,10,10516,487,0.0463103841764929,0.5369765462499614,0.5431550924748796,0.5538143407174216,0.08127101128503064
development_main,centroid_norm2,L4,front,12,8342,487,0.0583792855430352,0.5340271632789902,0.5399478935722904,0.5824830237487875,0.08127101128503064
development_main,centroid_norm2,L4,front,14,4808,487,0.1012895174708818,0.5685570731164881,0.516244231027736,0.4043696680319522,0.08127101128503064
development_main,centroid_norm2,L4,front,16,3554,487,0.1370287000562746,0.4995477457922951,0.4935546406587257,0.401936144466164,0.08127101128503064
development_main,centroid_norm2,L4,front,18,3059,487,0.1592023537103628,0.4412117863837696,0.3911355860502742,0.3949592270635412,0.08127101128503064
development_main,centroid_norm2,L4,front,20,2776,487,0.1754322766570605,0.4386490877269469,0.3979022624145713,0.4543532607018302,0.08127101128503064
development_main,centroid_norm2,L4,front,24,1312,361,0.2751524390243902,0.6280457078275965,0.6677550981495076,0.3351292119441147,0.08127101128503064
development_main,centroid_norm2,L4,front,28,671,324,0.4828614008941878,0.3468175187675668,0.379624581353688,0.3867487618792665,0.08127101128503064
development_main,centroid_norm2,L4,front,32,515,222,0.4310679611650485,0.5463518125634167,0.5463518125634167,0.6300847573854128,0.08127101128503064
development_main,kernel_erank,L2,front,4,14800,487,0.0329054054054054,0.489947106570598,0.4556889373309228,0.4762817641613664,0.06813826631938097
development_main,kernel_erank,L2,front,6,14800,487,0.0329054054054054,0.3952693169188533,0.4214765431083209,0.49595688136403,0.06813826631938097
development_main,kernel_erank,L2,front,8,13666,487,0.0356358846773013,0.4027579188033728,0.4697323548733613,0.5487913446676971,0.06813826631938097
development_main,kernel_erank,L2,front,10,10516,487,0.0463103841764929,0.6322722625945334,0.581589420634687,0.5814371580904762,0.06813826631938097
development_main,kernel_erank,L2,front,12,8342,487,0.0583792855430352,0.7004510657097259,0.6469668191033371,0.5793572378112313,0.06813826631938097
development_main,kernel_erank,L2,front,14,4808,487,0.1012895174708818,0.5219773352715619,0.5450114259256493,0.5661107465320993,0.06813826631938097
development_main,kernel_erank,L2,front,16,3554,487,0.1370287000562746,0.4571101659113474,0.4353790271004876,0.586783254212045,0.06813826631938097
development_main,kernel_erank,L2,front,18,3059,487,0.1592023537103628,0.4660644086849055,0.5671111614133783,0.5744677987996878,0.06813826631938097
development_main,kernel_erank,L2,front,20,2776,487,0.1754322766570605,0.5395010329735195,0.717956769300701,0.5283941853646492,0.06813826631938097
development_main,kernel_erank,L2,front,24,1312,361,0.2751524390243902,0.4878171686896138,0.5051815694387507,0.4202355949228381,0.06813826631938097
development_main,kernel_erank,L2,front,28,671,324,0.4828614008941878,0.582777421994521,0.6081989770750578,0.5171998393789319,0.06813826631938097
development_main,kernel_erank,L2,front,32,515,222,0.4310679611650485,0.6322525597269625,0.6322525597269625,0.6498340510738678,0.06813826631938097
development_main,procrustes_layer,L15,back,4,14800,487,0.0329054054054054,0.6134195288641405,0.5391807147526558,0.4828242109349339,0.0581473467989254
development_main,procrustes_layer,L15,back,6,14800,487,0.0329054054054054,0.6480808001685979,0.6263579920319917,0.5192092926035414,0.0581473467989254
development_main,procrustes_layer,L15,back,8,13666,487,0.0356358846773013,0.6365390898624889,0.6360982321958703,0.5535579598145286,0.0581473467989254
development_main,procrustes_layer,L15,back,10,10516,487,0.0463103841764929,0.6750621350035615,0.6879183583891144,0.5481817550519664,0.0581473467989254
development_main,procrustes_layer,L15,back,12,8342,487,0.0583792855430352,0.6935296708697295,0.7196135917918037,0.5221948765853484,0.0581473467989254
development_main,procrustes_layer,L15,back,14,4808,487,0.1012895174708818,0.564273518326762,0.562905321643541,0.5104433029349867,0.0581473467989254
development_main,procrustes_layer,L15,back,16,3554,487,0.1370287000562746,0.5605227268618914,0.4369037626242438,0.5676021595457508,0.0581473467989254
development_main,procrustes_layer,L15,back,18,3059,487,0.1592023537103628,0.6179328960436353,0.5462572639359957,0.6167074844578411,0.0581473467989254
development_main,procrustes_layer,L15,back,20,2776,487,0.1754322766570605,0.6457833778727473,0.5903390830721628,0.5993950803987531,0.0581473467989254
development_main,procrustes_layer,L15,back,24,1312,361,0.2751524390243902,0.6116815365659708,0.6675405897550791,0.5470961556022281,0.0581473467989254
development_main,procrustes_layer,L15,back,28,671,324,0.4828614008941878,0.3746397694524496,0.4040942960251317,0.332003747824923,0.0581473467989254
development_main,procrustes_layer,L15,back,32,515,222,0.4310679611650485,0.57739138455862,0.57739138455862,0.5015497709630523,0.0581473467989254
development_main,procrustes_prev,L13,back,4,14800,487,0.0329054054054054,0.4744463434183625,0.4941757386423476,0.5124488638060258,0.03647424608824834
development_main,procrustes_prev,L13,back,6,14800,487,0.0329054054054054,0.4059510810737528,0.4638121180282264,0.4956732061273851,0.03647424608824834
development_main,procrustes_prev,L13,back,8,13666,487,0.0356358846773013,0.3857222296750181,0.4322960658374198,0.508080370942813,0.03647424608824834
development_main,procrustes_prev,L13,back,10,10516,487,0.0463103841764929,0.5176030579082468,0.5184392170927086,0.5144248204131078,0.03647424608824834
development_main,procrustes_prev,L13,back,12,8342,487,0.0583792855430352,0.6653974697971576,0.6796458439498525,0.5209733050695218,0.03647424608824834
development_main,procrustes_prev,L13,back,14,4808,487,0.1012895174708818,0.5543568086138704,0.6080914970202979,0.5427462605507909,0.03647424608824834
development_main,procrustes_prev,L13,back,16,3554,487,0.1370287000562746,0.4729527881421692,0.3877108481893037,0.5864632784138509,0.03647424608824834
development_main,procrustes_prev,L13,back,18,3059,487,0.1592023537103628,0.4704422289000801,0.4213324081014687,0.5397367925289985,0.03647424608824834
development_main,procrustes_prev,L13,back,20,2776,487,0.1754322766570605,0.5364092889571856,0.6180979210028948,0.5177309342304249,0.03647424608824834
development_main,procrustes_prev,L13,back,24,1312,361,0.2751524390243902,0.4256228317764359,0.4574844362242709,0.4383617934435211,0.03647424608824834
development_main,procrustes_prev,L13,back,28,671,324,0.4828614008941878,0.3789269576973708,0.4127528104473349,0.3062508365680632,0.03647424608824834
development_main,procrustes_prev,L13,back,32,515,222,0.4310679611650485,0.3037235187405835,0.3037235187405835,0.2630496201003922,0.03647424608824834
development_main,procrustes_self,L15,back,4,14800,487,0.0329054054054054,0.6228859449293738,0.530527829138382,0.4733912628027113,0.04786966906208871
development_main,procrustes_self,L15,back,6,14800,487,0.0329054054054054,0.6188120218104161,0.5913903009160156,0.5232942160112276,0.04786966906208871
development_main,procrustes_self,L15,back,8,13666,487,0.0356358846773013,0.591797774849634,0.5824415992675729,0.5456877897990726,0.04786966906208871
development_main,procrustes_self,L15,back,10,10516,487,0.0463103841764929,0.6061813963325657,0.6374178226584197,0.5477419504178144,0.04786966906208871
development_main,procrustes_self,L15,back,12,8342,487,0.0583792855430352,0.6826065873108197,0.7269111389070886,0.5198954478496749,0.04786966906208871
development_main,procrustes_self,L15,back,14,4808,487,0.1012895174708818,0.5888288749799817,0.5978148850686302,0.4999547419157747,0.04786966906208871
development_main,procrustes_self,L15,back,16,3554,487,0.1370287000562746,0.5638669308107971,0.4284198710261945,0.5479614632784139,0.04786966906208871
development_main,procrustes_self,L15,back,18,3059,487,0.1592023537103628,0.5811583280375294,0.4842364239541045,0.5757865274376295,0.04786966906208871
development_main,procrustes_self,L15,back,20,2776,487,0.1754322766570605,0.6312872114917968,0.5977455601011189,0.5818493256380975,0.04786966906208871
development_main,procrustes_self,L15,back,24,1312,361,0.2751524390243902,0.5949008333551794,0.6285238962351394,0.5639895899917816,0.04786966906208871
development_main,procrustes_self,L15,back,28,671,324,0.4828614008941878,0.3879371686768421,0.3895422800321936,0.2989158077901218,0.04786966906208871
development_main,procrustes_self,L15,back,32,515,222,0.4310679611650485,0.4580450757925161,0.4580450757925161,0.3768823545546808,0.04786966906208871
development_main,mobility,L13,back,4,14800,487,0.0329054054054054,0.4157538464981577,0.4655913033669914,0.5304010272029621,0.05250544503779432
development_main,mobility,L13,back,6,14800,487,0.0329054054054054,0.3630951228123483,0.3852871031809092,0.4771178595956881,0.05250544503779432
development_main,mobility,L13,back,8,13666,487,0.0356358846773013,0.3623073108188265,0.401108498193576,0.480952086553323,0.05250544503779432
development_main,mobility,L13,back,10,10516,487,0.0463103841764929,0.4799685634452695,0.443405694893117,0.5668927416803623,0.05250544503779432
development_main,mobility,L13,back,12,8342,487,0.0583792855430352,0.5653721128722992,0.4746791880927327,0.54056336004024,0.05250544503779432
development_main,mobility,L13,back,14,4808,487,0.1012895174708818,0.5925238805565864,0.5586635400952907,0.511744472856464,0.05250544503779432
development_main,mobility,L13,back,16,3554,487,0.1370287000562746,0.5122316184273337,0.4168049004716604,0.5837754817090198,0.05250544503779432
development_main,mobility,L13,back,18,3059,487,0.1592023537103628,0.3473371420542184,0.2611677217773357,0.5930780202922733,0.05250544503779432
development_main,mobility,L13,back,20,2776,487,0.1754322766570605,0.2709333003212399,0.2385503640437969,0.440773432918737,0.05250544503779432
development_main,mobility,L13,back,24,1312,361,0.2751524390243902,0.2347303174089965,0.243154798791126,0.4542849968039448,0.05250544503779432
development_main,mobility,L13,back,28,671,324,0.4828614008941878,0.33472978261643,0.3780798089155437,0.3592825592290188,0.05250544503779432
development_main,mobility,L13,back,32,515,222,0.4310679611650485,0.1755219383205731,0.1755219383205731,0.1766190306388348,0.05250544503779432
external_8b,shape_pr,L2,front,4,15600,564,0.0361538461538461,0.4785453446008539,0.4462789455502611,0.4811094460574651,0.06233236193493162
external_8b,shape_pr,L2,front,6,15600,564,0.0361538461538461,0.5401039868382077,0.4640060416267709,0.5005307358496457,0.06233236193493162
external_8b,shape_pr,L2,front,8,14456,564,0.0390149418926397,0.5517095659933877,0.5210738495505693,0.4693120136027728,0.06233236193493162
external_8b,shape_pr,L2,front,10,11342,564,0.0497266795979545,0.5894599617818803,0.6072891154101677,0.4966484111107467,0.06233236193493162
external_8b,shape_pr,L2,front,12,9146,564,0.0616663022086157,0.5941546796775702,0.6409531137845735,0.4612851106139696,0.06233236193493162
external_8b,shape_pr,L2,front,14,5753,564,0.0980358074048322,0.5449055831416431,0.5561097747453702,0.4389966949496511,0.06233236193493162
external_8b,shape_pr,L2,front,16,4793,564,0.117671604423117,0.5396009736889327,0.5581900495615707,0.4981403494962216,0.06233236193493162
external_8b,shape_pr,L2,front,18,4300,564,0.1311627906976744,0.5728395466004526,0.6341801525031294,0.5140381891449716,0.06233236193493162
external_8b,shape_pr,L2,front,20,3995,564,0.1411764705882353,0.6505050943524933,0.6356922723140505,0.5617262617410731,0.06233236193493162
external_8b,shape_pr,L2,front,24,2174,424,0.1950321987120515,0.6716617250673854,0.6066436637390213,0.68382608060481,0.06233236193493162
external_8b,shape_pr,L2,front,28,769,380,0.494148244473342,0.6473718035448518,0.6224510891014678,0.6821587301587301,0.06233236193493162
external_8b,shape_pr,L2,front,32,569,274,0.4815465729349736,0.5413460348880366,0.5413460348880366,0.6304187322012446,0.06233236193493162
external_8b,shape_erank,L2,front,4,15600,564,0.0361538461538461,0.4914493631360385,0.4603593341068418,0.4854567970611803,0.06392692377587188
external_8b,shape_erank,L2,front,6,15600,564,0.0361538461538461,0.5559666257247382,0.4813590562445788,0.4976116886765945,0.06392692377587188
external_8b,shape_erank,L2,front,8,14456,564,0.0390149418926397,0.5493729617331675,0.5362281852729261,0.4604832908246681,0.06392692377587188
external_8b,shape_erank,L2,front,10,11342,564,0.0497266795979545,0.562793643868716,0.6080786621582762,0.4858229757649296,0.06392692377587188
external_8b,shape_erank,L2,front,12,9146,564,0.0616663022086157,0.5648078362926858,0.6332434521928911,0.4665089796172011,0.06392692377587188
external_8b,shape_erank,L2,front,14,5753,564,0.0980358074048322,0.52208623943995,0.5407036636292911,0.442586830050832,0.06392692377587188
external_8b,shape_erank,L2,front,16,4793,564,0.117671604423117,0.5306208482799448,0.573570339306138,0.4832336272040302,0.06392692377587188
external_8b,shape_erank,L2,front,18,4300,564,0.1311627906976744,0.5572961752243838,0.6462023529989283,0.5282246110263196,0.06392692377587188
external_8b,shape_erank,L2,front,20,3995,564,0.1411764705882353,0.6516639587738827,0.6583920945796377,0.5749515545736186,0.06392692377587188
external_8b,shape_erank,L2,front,24,2174,424,0.1950321987120515,0.6966819407008086,0.647103722291928,0.6863095998977374,0.06392692377587188
external_8b,shape_erank,L2,front,28,769,380,0.494148244473342,0.6308415640644026,0.6126313217688737,0.661815873015873,0.06392692377587188
external_8b,shape_erank,L2,front,32,569,274,0.4815465729349736,0.5315600643325498,0.5315600643325498,0.616601624301234,0.06392692377587188
external_8b,lam1_share,L5,front,4,15600,564,0.0361538461538461,0.4948994753018288,0.5056497095588374,0.523700997991529,0.07030230989364564
external_8b,lam1_share,L5,front,6,15600,564,0.0361538461538461,0.3820349482754391,0.4220502480108441,0.4746339483625238,0.07030230989364564
external_8b,lam1_share,L5,front,8,14456,564,0.0390149418926397,0.3412822549025614,0.350926734944498,0.4782933315893881,0.07030230989364564
external_8b,lam1_share,L5,front,10,11342,564,0.0497266795979545,0.41565256715479,0.3621184270543089,0.520247269865215,0.07030230989364564
external_8b,lam1_share,L5,front,12,9146,564,0.0616663022086157,0.466994769689487,0.4343122709596073,0.4478389883171762,0.07030230989364564
external_8b,lam1_share,L5,front,14,5753,564,0.0980358074048322,0.4749584500218001,0.4711836822291176,0.4021627785616266,0.07030230989364564
external_8b,lam1_share,L5,front,16,4793,564,0.117671604423117,0.4770864044112838,0.4399247045367899,0.3552030856423174,0.07030230989364564
external_8b,lam1_share,L5,front,18,4300,564,0.1311627906976744,0.5532501006120248,0.5705101982377052,0.420102555093167,0.07030230989364564
external_8b,lam1_share,L5,front,20,3995,564,0.1411764705882353,0.501700442978186,0.6057304841382245,0.4583986472308964,0.07030230989364564
external_8b,lam1_share,L5,front,24,2174,424,0.1950321987120515,0.2668881401617251,0.2820618987871183,0.4255309435547196,0.07030230989364564
external_8b,lam1_share,L5,front,28,769,380,0.494148244473342,0.4458395345690705,0.4545565599804544,0.438679365079365,0.07030230989364564
external_8b,lam1_share,L5,front,32,569,274,0.4815465729349736,0.2847086477792899,0.2847086477792899,0.1703670498892521,0.07030230989364564
external_8b,lam12_share,L2,front,4,15600,564,0.0361538461538461,0.5152267536635479,0.5287678967704145,0.5117386282039275,0.06406361638429094
external_8b,lam12_share,L2,front,6,15600,564,0.0361538461538461,0.4499763805637156,0.518831739380217,0.5110023622948602,0.06406361638429094
external_8b,lam12_share,L2,front,8,14456,564,0.0390149418926397,0.4561806453226817,0.4512046703557913,0.5479639439321605,0.06406361638429094
external_8b,lam12_share,L2,front,10,11342,564,0.0497266795979545,0.4246342858910125,0.3720779333458933,0.5133833994687306,0.06406361638429094
