cohort,quantity,layer,group,chunk,alive,alive_risk,prior,auc_pooled,auc_within_suite,auc_within_task
development_main,procrustes_self,L15,back,14,4808,487,0.10128951747088186,0.5888288749799817,0.5978148850686302,0.4999547419157747
development_main,procrustes_self,L15,back,16,3554,487,0.13702870005627463,0.5638669308107971,0.4284198710261945,0.5479614632784139
development_main,procrustes_self,L15,back,18,3059,487,0.15920235371036287,0.5811583280375294,0.48423642395410454,0.5757865274376295
development_main,procrustes_self,L15,back,20,2776,487,0.17543227665706052,0.6312872114917968,0.5977455601011189,0.5818493256380975
development_main,procrustes_self,L15,back,24,1312,361,0.27515243902439024,0.5949008333551794,0.6285238962351394,0.5639895899917816
development_main,procrustes_self,L15,back,28,671,324,0.4828614008941878,0.3879371686768421,0.3895422800321936,0.2989158077901218
development_main,procrustes_self,L15,back,32,515,222,0.43106796116504853,0.4580450757925161,0.4580450757925161,0.37688235455468083
development_main,mobility,L2,front,4,14800,487,0.0329054054054054,0.4073061622731794,0.47485553077367454,0.5090865657380035
development_main,mobility,L2,front,6,14800,487,0.0329054054054054,0.37334183495970336,0.3900195492273475,0.4783481143061901
development_main,mobility,L2,front,8,13666,487,0.03563588467730133,0.37634775503870027,0.4065530891504507,0.5045687789799073
development_main,mobility,L2,front,10,10516,487,0.04631038417649296,0.5292503894762683,0.5296436164186068,0.5515227270973666
development_main,mobility,L2,front,12,8342,487,0.058379285543035245,0.6468896594721838,0.6272978559594796,0.4986886070491862
development_main,mobility,L2,front,14,4808,487,0.10128951747088186,0.584561714980609,0.5702746702910997,0.4953610463669073
development_main,mobility,L2,front,16,3554,487,0.13702870005627463,0.48679491359634824,0.347115077144456,0.5779693754072419
development_main,mobility,L2,front,18,3059,487,0.15920235371036287,0.3374789631507851,0.24942296702562694,0.5126893990365207
development_main,mobility,L2,front,20,2776,487,0.17543227665706052,0.30901741477632066,0.35115074523313955,0.48021665997963026
development_main,mobility,L2,front,24,1312,361,0.27515243902439024,0.2997544500467506,0.33257381472194947,0.4936307186558305
development_main,mobility,L2,front,28,671,324,0.4828614008941878,0.3293218771124631,0.3959420515616481,0.3592022486949538
development_main,mobility,L2,front,32,515,222,0.43106796116504853,0.2580481505396181,0.2580481505396181,0.2671914858600543
development_main,mobility,L3,front,4,14800,487,0.0329054054054054,0.4155679899851243,0.4555200549397476,0.5058377377646391
development_main,mobility,L3,front,6,14800,487,0.0329054054054054,0.3802559698245345,0.38542264532142806,0.46708471438382754
development_main,mobility,L3,front,8,13666,487,0.03563588467730133,0.3898098415234367,0.4053263007366807,0.493483771251932
development_main,mobility,L3,front,10,10516,487,0.04631038417649296,0.5451555990707032,0.5058528912952907,0.5604036943589269
development_main,mobility,L3,front,12,8342,487,0.058379285543035245,0.6695350925462404,0.6065799255685491,0.513958250997018
development_main,mobility,L3,front,14,4808,487,0.10128951747088186,0.6038619473114207,0.5715292817349484,0.5080559389921024
development_main,mobility,L3,front,16,3554,487,0.13702870005627463,0.5025183629937555,0.38911816825219175,0.6006585683701015
development_main,mobility,L3,front,18,3059,487,0.15920235371036287,0.3621443694693445,0.2913404234791192,0.5333449955593832
development_main,mobility,L3,front,20,2776,487,0.17543227665706052,0.3544924704618015,0.4385691045240317,0.4916823554828555
development_main,mobility,L3,front,24,1312,361,0.27515243902439024,0.2883886621751124,0.32725877339333215,0.48812893799653
development_main,mobility,L3,front,28,671,324,0.4828614008941878,0.34977051979933826,0.4244749071838409,0.3848213090617052
development_main,mobility,L3,front,32,515,222,0.43106796116504853,0.22436429603665098,0.22436429603665098,0.20936994267218914
development_main,mobility,L4,front,4,14800,487,0.0329054054054054,0.4075603072464242,0.4473819178683178,0.5100839081489444
development_main,mobility,L4,front,6,14800,487,0.0329054054054054,0.3795316243715776,0.3942490871937916,0.4835647526053331
development_main,mobility,L4,front,8,13666,487,0.03563588467730133,0.38795806844097225,0.42500825398368647,0.5069119010819165
development_main,mobility,L4,front,10,10516,487,0.04631038417649296,0.5158164526159558,0.5021130360540959,0.5640764488476347
development_main,mobility,L4,front,12,8342,487,0.058379285543035245,0.6387474724766266,0.57616208143339,0.5003862321704452
development_main,mobility,L4,front,14,4808,487,0.10128951747088186,0.5863109678296197,0.5499156124445507,0.5065963657758367
development_main,mobility,L4,front,16,3554,487,0.13702870005627463,0.4861367849713684,0.35923968076318386,0.5997742716187284
development_main,mobility,L4,front,18,3059,487,0.15920235371036287,0.3417302429257108,0.2585330374570472,0.529065855693409
development_main,mobility,L4,front,20,2776,487,0.17543227665706052,0.3054497763161554,0.34459755815529874,0.4389679330884849
development_main,mobility,L4,front,24,1312,361,0.27515243902439024,0.2763660354605591,0.30676845487220067,0.49575381243722033
development_main,mobility,L4,front,28,671,324,0.4828614008941878,0.34398014729426835,0.41715346470389697,0.3878731093561772
development_main,mobility,L4,front,32,515,222,0.43106796116504853,0.22571718476155336,0.22571718476155336,0.21809254738459005
development_main,mobility,L5,front,4,14800,487,0.0329054054054054,0.41514455849286797,0.4532021285413111,0.5223327062617575
development_main,mobility,L5,front,6,14800,487,0.0329054054054054,0.3750749415638717,0.37648371905199024,0.46531099764101647
development_main,mobility,L5,front,8,13666,487,0.03563588467730133,0.35470873097375216,0.40022874843950756,0.49883771251931996
development_main,mobility,L5,front,10,10516,487,0.04631038417649296,0.5096202532163912,0.49310553404008745,0.563536337893413
development_main,mobility,L5,front,12,8342,487,0.058379285543035245,0.6848459697520641,0.6364071051813026,0.5157726439837603
development_main,mobility,L5,front,14,4808,487,0.10128951747088186,0.6085057122776071,0.6055665914895524,0.4784118938245344
development_main,mobility,L5,front,16,3554,487,0.13702870005627463,0.48829461666853013,0.38822714312361767,0.5568277017592851
development_main,mobility,L5,front,18,3059,487,0.15920235371036287,0.3457739484768842,0.2832434077229648,0.5195118012756681
development_main,mobility,L5,front,20,2776,487,0.17543227665706052,0.3402290931631775,0.40840291235037524,0.4379031511373106
development_main,mobility,L5,front,24,1312,361,0.27515243902439024,0.31716723320837376,0.3389947659951759,0.47831248287827594
development_main,mobility,L5,front,28,671,324,0.4828614008941878,0.3753780197103924,0.43820910247423217,0.39959844732967476
development_main,mobility,L5,front,32,515,222,0.43106796116504853,0.1971835316545214,0.1971835316545214,0.17576871382724854
development_main,mobility,L12,back,4,14800,487,0.0329054054054054,0.4157230736521171,0.46319329804875403,0.5293618800203052
development_main,mobility,L12,back,6,14800,487,0.0329054054054054,0.3772842741001238,0.4073991675531434,0.513302875571083
development_main,mobility,L12,back,8,13666,487,0.03563588467730133,0.3643916267137081,0.3981873644169244,0.5152952086553323
development_main,mobility,L12,back,10,10516,487,0.04631038417649296,0.4489559333374692,0.44284721460185084,0.5703494517873815
development_main,mobility,L12,back,12,8342,487,0.058379285543035245,0.5622631447553645,0.4742004795909138,0.5149193403513814
development_main,mobility,L12,back,14,4808,487,0.10128951747088186,0.5634818162766528,0.5170686899765508,0.4756624652078478
development_main,mobility,L12,back,16,3554,487,0.13702870005627463,0.5053624427485005,0.38957284088789407,0.5809596946849112
development_main,mobility,L12,back,18,3059,487,0.15920235371036287,0.3425948694038788,0.24738572520613622,0.5706596334472643
development_main,mobility,L12,back,20,2776,487,0.17543227665706052,0.2523119678706213,0.22629329250301045,0.4746149810191044
development_main,mobility,L12,back,24,1312,361,0.27515243902439024,0.23642994253024227,0.25477400348933654,0.4645237877819377
development_main,mobility,L12,back,28,671,324,0.4828614008941878,0.2951488952929875,0.33785081911883064,0.3080176683174943
development_main,mobility,L12,back,32,515,222,0.43106796116504853,0.1517003351474341,0.1517003351474341,0.14788655127958966
development_main,mobility,L13,back,4,14800,487,0.0329054054054054,0.4157538464981577,0.4655913033669914,0.5304010272029621
development_main,mobility,L13,back,6,14800,487,0.0329054054054054,0.36309512281234835,0.3852871031809092,0.47711785959568814
development_main,mobility,L13,back,8,13666,487,0.03563588467730133,0.3623073108188265,0.401108498193576,0.48095208655332305
development_main,mobility,L13,back,10,10516,487,0.04631038417649296,0.4799685634452695,0.44340569489311704,0.5668927416803623
development_main,mobility,L13,back,12,8342,487,0.058379285543035245,0.5653721128722992,0.4746791880927327,0.54056336004024
development_main,mobility,L13,back,14,4808,487,0.10128951747088186,0.5925238805565864,0.5586635400952907,0.511744472856464
development_main,mobility,L13,back,16,3554,487,0.13702870005627463,0.5122316184273337,0.4168049004716604,0.5837754817090198
development_main,mobility,L13,back,18,3059,487,0.15920235371036287,0.3473371420542184,0.26116772177733577,0.5930780202922733
development_main,mobility,L13,back,20,2776,487,0.17543227665706052,0.27093330032123997,0.2385503640437969,0.44077343291873705
development_main,mobility,L13,back,24,1312,361,0.27515243902439024,0.2347303174089965,0.24315479879112603,0.45428499680394485
development_main,mobility,L13,back,28,671,324,0.4828614008941878,0.33472978261643005,0.37807980891554377,0.35928255922901886
development_main,mobility,L13,back,32,515,222,0.43106796116504853,0.17552193832057314,0.17552193832057314,0.1766190306388348
development_main,mobility,L14,back,4,14800,487,0.0329054054054054,0.41488567923561687,0.4682716102468612,0.518844993878587
development_main,mobility,L14,back,6,14800,487,0.0329054054054054,0.3721056129814641,0.403267469200775,0.5103168204485055
development_main,mobility,L14,back,8,13666,487,0.03563588467730133,0.36392700851161225,0.4086147283477246,0.5367295208655333
development_main,mobility,L14,back,10,10516,487,0.04631038417649296,0.44525004796152756,0.42600225354826793,0.5602030817187874
development_main,mobility,L14,back,12,8342,487,0.058379285543035245,0.5346186070160258,0.42532698879116176,0.5249613767829555
development_main,mobility,L14,back,14,4808,487,0.10128951747088186,0.5499922302950064,0.4945364658790495,0.49448982824557036
development_main,mobility,L14,back,16,3554,487,0.13702870005627463,0.4783781648588773,0.36846303994457325,0.5429116634087313
development_main,mobility,L14,back,18,3059,487,0.15920235371036287,0.3221528001762784,0.2398267787829985,0.5181930726377264
development_main,mobility,L14,back,20,2776,487,0.17543227665706052,0.23559690439859232,0.2178481143887015,0.4044936884664054
development_main,mobility,L14,back,24,1312,361,0.27515243902439024,0.23139369259942152,0.25303886892107047,0.47194320153410646
development_main,mobility,L14,back,28,671,324,0.4828614008941878,0.3011082648450564,0.3495339720123582,0.3163699638602596
development_main,mobility,L14,back,32,515,222,0.43106796116504853,0.14194569996617779,0.14194569996617779,0.12318621938173739
development_main,mobility,L15,back,4,14800,487,0.0329054054054054,0.41122292150944467,0.45863783576280936,0.5366538266296396
development_main,mobility,L15,back,6,14800,487,0.0329054054054054,0.3695973749686354,0.4117296610449395,0.52377198483084
development_main,mobility,L15,back,8,13666,487,0.03563588467730133,0.36768906042264676,0.417626593153886,0.5431468315301391
development_main,mobility,L15,back,10,10516,487,0.04631038417649296,0.47319580198942574,0.442847660672371,0.5592771772258358
development_main,mobility,L15,back,12,8342,487,0.058379285543035245,0.5748903705117263,0.46004603984531317,0.548323932023138
development_main,mobility,L15,back,14,4808,487,0.10128951747088186,0.5742394124107137,0.5052574193837468,0.4548550609852685
development_main,mobility,L15,back,16,3554,487,0.13702870005627463,0.49749000588499553,0.38940879233618464,0.5546984082658475
development_main,mobility,L15,back,18,3059,487,0.15920235371036287,0.33821385573910795,0.25336849956583374,0.5400933875178298
development_main,mobility,L15,back,20,2776,487,0.17543227665706052,0.252302997193075,0.22851623244575228,0.41737909323786304
development_main,mobility,L15,back,24,1312,361,0.27515243902439024,0.2552481569189452,0.2643243938946144,0.5055360241073874
development_main,mobility,L15,back,28,671,324,0.4828614008941878,0.34332194826911444,0.3861671469740634,0.3718645428992103
development_main,mobility,L15,back,32,515,222,0.43106796116504853,0.1461734772314977,0.1461734772314977,0.1390130839070686
external_8b,shape_pr,L2,front,4,15600,564,0.036153846153846154,0.4785453446008539,0.44627894555026115,0.48110944605746514
external_8b,shape_pr,L2,front,6,15600,564,0.036153846153846154,0.5401039868382077,0.4640060416267709,0.5005307358496457
external_8b,shape_pr,L2,front,8,14456,564,0.03901494189263974,0.5517095659933877,0.5210738495505693,0.46931201360277286
external_8b,shape_pr,L2,front,10,11342,564,0.04972667959795451,0.5894599617818803,0.6072891154101677,0.4966484111107467
external_8b,shape_pr,L2,front,12,9146,564,0.06166630220861579,0.5941546796775702,0.6409531137845735,0.46128511061396965
external_8b,shape_pr,L2,front,14,5753,564,0.09803580740483227,0.5449055831416431,0.5561097747453702,0.43899669494965116
external_8b,shape_pr,L2,front,16,4793,564,0.11767160442311704,0.5396009736889327,0.5581900495615707,0.49814034949622166
external_8b,shape_pr,L2,front,18,4300,564,0.13116279069767442,0.5728395466004526,0.6341801525031294,0.5140381891449716
external_8b,shape_pr,L2,front,20,3995,564,0.1411764705882353,0.6505050943524933,0.6356922723140505,0.5617262617410731
external_8b,shape_pr,L2,front,24,2174,424,0.19503219871205152,0.6716617250673854,0.6066436637390213,0.68382608060481
external_8b,shape_pr,L2,front,28,769,380,0.494148244473342,0.6473718035448518,0.6224510891014678,0.6821587301587301
external_8b,shape_pr,L2,front,32,569,274,0.48154657293497366,0.5413460348880366,0.5413460348880366,0.6304187322012446
external_8b,shape_pr,L3,front,4,15600,564,0.036153846153846154,0.520343669283554,0.5032970328816194,0.5112755351586484
external_8b,shape_pr,L3,front,6,15600,564,0.036153846153846154,0.558534045477615,0.536845850277299,0.5304756850134765
external_8b,shape_pr,L3,front,8,14456,564,0.03901494189263974,0.5499618510985455,0.5583519240796955,0.5350914481285287
external_8b,shape_pr,L3,front,10,11342,564,0.04972667959795451,0.5597455053569854,0.6331507997104582,0.5128652477617814
external_8b,shape_pr,L3,front,12,9146,564,0.06166630220861579,0.5940286530772804,0.658357999688425,0.537759445687298
external_8b,shape_pr,L3,front,14,5753,564,0.09803580740483227,0.5362767870932647,0.4736159672356902,0.5555190475270105
external_8b,shape_pr,L3,front,16,4793,564,0.11767160442311704,0.5269137532303967,0.4145806328631338,0.5643940884760705
external_8b,shape_pr,L3,front,18,4300,564,0.13116279069767442,0.5384729467553571,0.5107622497484189,0.5440470831091542
external_8b,shape_pr,L3,front,20,3995,564,0.1411764705882353,0.5711067323175635,0.5963478479521858,0.5059307076117948
external_8b,shape_pr,L3,front,24,2174,424,0.19503219871205152,0.6590896226415094,0.7169061062317023,0.6168258432095834
external_8b,shape_pr,L3,front,28,769,380,0.494148244473342,0.5694628602354215,0.6508391437538762,0.6331428571428571
external_8b,shape_pr,L3,front,32,569,274,0.48154657293497366,0.8077446492638871,0.8077446492638871,0.8601940723552368
external_8b,shape_pr,L4,front,4,15600,564,0.036153846153846154,0.5191772606265058,0.5134742076231887,0.4792076425962349
external_8b,shape_pr,L4,front,6,15600,564,0.036153846153846154,0.5123739667823229,0.4638603047473143,0.5216873237384617
external_8b,shape_pr,L4,front,8,14456,564,0.03901494189263974,0.4964914880343399,0.4732315771458425,0.5205404050312821
external_8b,shape_pr,L4,front,10,11342,564,0.04972667959795451,0.5852889027951607,0.6278489375204513,0.5029252615354344
external_8b,shape_pr,L4,front,12,9146,564,0.06166630220861579,0.6672891554317052,0.7324444224433013,0.5665858811831966
external_8b,shape_pr,L4,front,14,5753,564,0.09803580740483227,0.6497907466558418,0.6313885485875756,0.5632888150138193
external_8b,shape_pr,L4,front,16,4793,564,0.11767160442311704,0.6189190560282011,0.5071292413267251,0.589400976070529
external_8b,shape_pr,L4,front,18,4300,564,0.13116279069767442,0.6219602829286073,0.5471867917890483,0.5943034708420717
external_8b,shape_pr,L4,front,20,3995,564,0.1411764705882353,0.7098994152191843,0.7019402494299389,0.585973660499389
external_8b,shape_pr,L4,front,24,2174,424,0.19503219871205152,0.7774447439353099,0.74943956503555,0.6367670422380891
external_8b,shape_pr,L4,front,28,769,380,0.494148244473342,0.6826681098633474,0.6936326561296021,0.6175238095238095
external_8b,shape_pr,L4,front,32,569,274,0.48154657293497366,0.6633923048373129,0.6633923048373129,0.6537812467039342
external_8b,shape_pr,L5,front,4,15600,564,0.036153846153846154,0.5277730020055885,0.5308741584340584,0.477438523097416
external_8b,shape_pr,L5,front,6,15600,564,0.036153846153846154,0.6208086997824607,0.5897100845226965,0.5301478775769307
external_8b,shape_pr,L5,front,8,14456,564,0.03901494189263974,0.6474985986117833,0.6425459864505236,0.5233252675865978
external_8b,shape_pr,L5,front,10,11342,564,0.04972667959795451,0.5692396614327321,0.6256023857450247,0.47420063621158953
external_8b,shape_pr,L5,front,12,9146,564,0.06166630220861579,0.535522973203026,0.5655312135555514,0.5532096694009445
external_8b,shape_pr,L5,front,14,5753,564,0.09803580740483227,0.5206979371255889,0.5085246224145794,0.5910531707222791
external_8b,shape_pr,L5,front,16,4793,564,0.11767160442311704,0.5146281836492037,0.538898208158597,0.6295261335012594
external_8b,shape_pr,L5,front,18,4300,564,0.13116279069767442,0.45877540928212374,0.42791230660983254,0.5789421672724079
external_8b,shape_pr,L5,front,20,3995,564,0.1411764705882353,0.5166010881181385,0.40383912779039804,0.5322208370875967
external_8b,shape_pr,L5,front,24,2174,424,0.19503219871205152,0.7275080862533693,0.7166562107904643,0.5606179580358284
external_8b,shape_pr,L5,front,28,769,380,0.494148244473342,0.5547016641861724,0.5407637805634385,0.5754666666666667
external_8b,shape_pr,L5,front,32,569,274,0.48154657293497366,0.7160460225163924,0.7160460225163924,0.8471416517245016
external_8b,shape_pr,L12,back,4,15600,564,0.036153846153846154,0.5898522623717263,0.5552467154052095,0.4729845045945074
external_8b,shape_pr,L12,back,6,15600,564,0.036153846153846154,0.5434159553714112,0.49563610745008807,0.511868710520017
external_8b,shape_pr,L12,back,8,14456,564,0.03901494189263974,0.5673377248602696,0.558174523821677,0.5405576264905282
external_8b,shape_pr,L12,back,10,11342,564,0.04972667959795451,0.6732450296045662,0.6945427074140547,0.516885842652412
external_8b,shape_pr,L12,back,12,9146,564,0.06166630220861579,0.6312772609998496,0.6761152274279192,0.5287176858066119
external_8b,shape_pr,L12,back,14,5753,564,0.09803580740483227,0.5391090878276332,0.5094175035098231,0.5586598117474246
external_8b,shape_pr,L12,back,16,4793,564,0.11767160442311704,0.5305587978312529,0.40370615707205487,0.5301184666246851
external_8b,shape_pr,L12,back,18,4300,564,0.13116279069767442,0.6030150861087066,0.49079274628355435,0.5181228245473412
external_8b,shape_pr,L12,back,20,3995,564,0.1411764705882353,0.6585106899752156,0.5837463276459754,0.5314247275330478
external_8b,shape_pr,L12,back,24,2174,424,0.19503219871205152,0.675277628032345,0.6457465495608532,0.5770347510089298
external_8b,shape_pr,L12,back,28,769,380,0.494148244473342,0.6034704370179949,0.6461876750173843,0.6819047619047619
external_8b,shape_pr,L12,back,32,569,274,0.48154657293497366,0.7160583941605839,0.7160583941605839,0.7147452800337517
external_8b,shape_pr,L13,back,4,15600,564,0.036153846153846154,0.4124285520896421,0.43760020877218675,0.4986055175715193
external_8b,shape_pr,L13,back,6,15600,564,0.036153846153846154,0.393953919576468,0.4020357165654722,0.48598753291082597
external_8b,shape_pr,L13,back,8,14456,564,0.03901494189263974,0.3875877335391766,0.3876043008428139,0.5071665249711159
external_8b,shape_pr,L13,back,10,11342,564,0.04972667959795451,0.5241388420594092,0.5257938229432121,0.5267110484373463
external_8b,shape_pr,L13,back,12,9146,564,0.06166630220861579,0.5748120757448791,0.6141463791052556,0.5555555555555556
external_8b,shape_pr,L13,back,14,5753,564,0.09803580740483227,0.5584288026089013,0.5538764542292249,0.5355244593053596
external_8b,shape_pr,L13,back,16,4793,564,0.11767160442311704,0.5153711119943517,0.43718356843309186,0.4858705919395466
external_8b,shape_pr,L13,back,18,4300,564,0.13116279069767442,0.5352438702598448,0.4831548062212114,0.47590394518682816
external_8b,shape_pr,L13,back,20,3995,564,0.1411764705882353,0.5359666557110699,0.5494588449197402,0.4877312729112924
external_8b,shape_pr,L13,back,24,2174,424,0.19503219871205152,0.5769420485175202,0.578086574654956,0.589835832070269
external_8b,shape_pr,L13,back,28,769,380,0.494148244473342,0.48820863212014615,0.5056287470164822,0.4667174603174603
external_8b,shape_pr,L13,back,32,569,274,0.48154657293497366,0.5830384758134356,0.5830384758134356,0.4959128783883557
external_8b,shape_pr,L14,back,4,15600,564,0.036153846153846154,0.5205274480726163,0.5421097443291691,0.5017014766944522
external_8b,shape_pr,L14,back,6,15600,564,0.036153846153846154,0.3850541207013333,0.415166116574484,0.4864454226634614
external_8b,shape_pr,L14,back,8,14456,564,0.03901494189263974,0.3920222721174287,0.40914404500612017,0.5051446384583524
external_8b,shape_pr,L14,back,10,11342,564,0.04972667959795451,0.571386469548555,0.5764571289750022,0.5394811924048142
external_8b,shape_pr,L14,back,12,9146,564,0.06166630220861579,0.629687259826356,0.6414084646486118,0.5319102659706687
external_8b,shape_pr,L14,back,14,5753,564,0.09803580740483227,0.6018389623986365,0.5419063927961442,0.5429656545352635
external_8b,shape_pr,L14,back,16,4793,564,0.11767160442311704,0.540947845759355,0.37941050324056425,0.5818344615869018
external_8b,shape_pr,L14,back,18,4300,564,0.13116279069767442,0.5961487899980257,0.47413010218691454,0.5808966433520363
external_8b,shape_pr,L14,back,20,3995,564,0.1411764705882353,0.6514138404327667,0.5898472171776978,0.5652130981621595
external_8b,shape_pr,L14,back,24,2174,424,0.19503219871205152,0.6598490566037736,0.569301547469678,0.6032943152973832
external_8b,shape_pr,L14,back,28,769,380,0.494148244473342,0.5851711541063456,0.5767539326053863,0.4955936507936508
external_8b,shape_pr,L14,back,32,569,274,0.48154657293497366,0.6422120499814425,0.6422120499814425,0.5513131526210315
external_8b,shape_pr,L15,back,4,15600,564,0.036153846153846154,0.5224606924468745,0.5061012357360909,0.48042521307483377
external_8b,shape_pr,L15,back,6,15600,564,0.036153846153846154,0.4297694988292873,0.4124588369586849,0.4521505208495936
external_8b,shape_pr,L15,back,8,14456,564,0.03901494189263974,0.39004239646063965,0.3924541586723955,0.48953087873040785
external_8b,shape_pr,L15,back,10,11342,564,0.04972667959795451,0.5667568490581681,0.5592956424952156,0.5284458728232709
external_8b,shape_pr,L15,back,12,9146,564,0.06166630220861579,0.6167106520161777,0.6419508090030619,0.5341862416107382
external_8b,shape_pr,L15,back,14,5753,564,0.09803580740483227,0.5060291888596854,0.4665677060512032,0.49930419992655445
external_8b,shape_pr,L15,back,16,4793,564,0.11767160442311704,0.4455073378848176,0.3299285169653069,0.46578833438287154
external_8b,shape_pr,L15,back,18,4300,564,0.13116279069767442,0.5418659923762662,0.46960982434323023,0.48530299869335586
external_8b,shape_pr,L15,back,20,3995,564,0.1411764705882353,0.6241930582858418,0.5696441658195448,0.44888236092768363
external_8b,shape_pr,L15,back,24,2174,424,0.19503219871205152,0.6079070080862534,0.6433249686323714,0.5711363926882271
external_8b,shape_pr,L15,back,28,769,380,0.494148244473342,0.48053713976457857,0.5127891897987182,0.5212698412698412
external_8b,shape_pr,L15,back,32,569,274,0.48154657293497366,0.6685760237535568,0.6685760237535568,0.680334352916359
external_8b,shape_erank,L2,front,4,15600,564,0.036153846153846154,0.49144936313603854,0.4603593341068418,0.48545679706118033
external_8b,shape_erank,L2,front,6,15600,564,0.036153846153846154,0.5559666257247382,0.48135905624457886,0.49761168867659455
external_8b,shape_erank,L2,front,8,14456,564,0.03901494189263974,0.5493729617331675,0.5362281852729261,0.4604832908246681
external_8b,shape_erank,L2,front,10,11342,564,0.04972667959795451,0.562793643868716,0.6080786621582762,0.48582297576492967
external_8b,shape_erank,L2,front,12,9146,564,0.06166630220861579,0.5648078362926858,0.6332434521928911,0.4665089796172011
external_8b,shape_erank,L2,front,14,5753,564,0.09803580740483227,0.52208623943995,0.5407036636292911,0.44258683005083205
external_8b,shape_erank,L2,front,16,4793,564,0.11767160442311704,0.5306208482799448,0.573570339306138,0.48323362720403024
external_8b,shape_erank,L2,front,18,4300,564,0.13116279069767442,0.5572961752243838,0.6462023529989283,0.5282246110263196
external_8b,shape_erank,L2,front,20,3995,564,0.1411764705882353,0.6516639587738827,0.6583920945796377,0.5749515545736186
external_8b,shape_erank,L2,front,24,2174,424,0.19503219871205152,0.6966819407008086,0.647103722291928,0.6863095998977374
external_8b,shape_erank,L2,front,28,769,380,0.494148244473342,0.6308415640644026,0.6126313217688737,0.661815873015873
external_8b,shape_erank,L2,front,32,569,274,0.48154657293497366,0.5315600643325498,0.5315600643325498,0.616601624301234
external_8b,shape_erank,L3,front,4,15600,564,0.036153846153846154,0.5326337357717364,0.5155340024557016,0.5132475830705671
external_8b,shape_erank,L3,front,6,15600,564,0.036153846153846154,0.5824773498685896,0.5597023682125571,0.5258967874871219
external_8b,shape_erank,L3,front,8,14456,564,0.03901494189263974,0.5548736657456815,0.5757751815787973,0.5273690406121248
external_8b,shape_erank,L3,front,10,11342,564,0.04972667959795451,0.5298063332319974,0.622302588523436,0.4998852195585872
external_8b,shape_erank,L3,front,12,9146,564,0.06166630220861579,0.5691231110472026,0.6437350855302526,0.5279020631369624
external_8b,shape_erank,L3,front,14,5753,564,0.09803580740483227,0.5223908595515062,0.468293555338955,0.5378921123330563
external_8b,shape_erank,L3,front,16,4793,564,0.11767160442311704,0.5314597871166498,0.4315692908882958,0.5465207808564232
external_8b,shape_erank,L3,front,18,4300,564,0.13116279069767442,0.5479983427491002,0.5256408158590165,0.5378871893975162
external_8b,shape_erank,L3,front,20,3995,564,0.1411764705882353,0.5788167335371488,0.6030327680361744,0.5012651353386243
external_8b,shape_erank,L3,front,24,2174,424,0.19503219871205152,0.6651711590296496,0.7324153074027604,0.6199850258395574
external_8b,shape_erank,L3,front,28,769,380,0.494148244473342,0.5655729941821134,0.6449002988216279,0.6352
external_8b,shape_erank,L3,front,32,569,274,0.48154657293497366,0.8023753556847705,0.8023753556847705,0.8620135006855817
external_8b,shape_erank,L4,front,4,15600,564,0.036153846153846154,0.5313809504942275,0.5274041656810066,0.47695201523524083
external_8b,shape_erank,L4,front,6,15600,564,0.036153846153846154,0.5398872493250242,0.48518599874586493,0.5172749315767018
external_8b,shape_erank,L4,front,8,14456,564,0.03901494189263974,0.5076226967712424,0.49093432137020054,0.5114991389270377
external_8b,shape_erank,L4,front,10,11342,564,0.04972667959795451,0.5686815735758025,0.6276893548770934,0.494631554783065
external_8b,shape_erank,L4,front,12,9146,564,0.06166630220861579,0.6548209926433521,0.7259322863054046,0.5720233656475268
external_8b,shape_erank,L4,front,14,5753,564,0.09803580740483227,0.6413269887610042,0.6107896878269501,0.5590656951236012
external_8b,shape_erank,L4,front,16,4793,564,0.11767160442311704,0.6367495459416491,0.5161232367518109,0.5839696158690176
external_8b,shape_erank,L4,front,18,4300,564,0.13116279069767442,0.6626464569380534,0.5752902386543072,0.6069032534340584
external_8b,shape_erank,L4,front,20,3995,564,0.1411764705882353,0.7545605255379094,0.7282850241026776,0.5823140251052222
external_8b,shape_erank,L4,front,24,2174,424,0.19503219871205152,0.8117425876010782,0.7909933082392304,0.6342835229451617
external_8b,shape_erank,L4,front,28,769,380,0.494148244473342,0.7145379515627114,0.7133191753274822,0.6341587301587301
external_8b,shape_erank,L4,front,32,569,274,0.48154657293497366,0.7086354076456761,0.7086354076456761,0.7219702563020779
external_8b,shape_erank,L5,front,4,15600,564,0.036153846153846154,0.548619601372781,0.5539979779888029,0.4767933148096115
external_8b,shape_erank,L5,front,6,15600,564,0.036153846153846154,0.6256973806599386,0.5993507785775705,0.5271663908921566
external_8b,shape_erank,L5,front,8,14456,564,0.03901494189263974,0.6351432172810312,0.6332631238659144,0.5044416105334293
external_8b,shape_erank,L5,front,10,11342,564,0.04972667959795451,0.5345858190245694,0.5945894356909835,0.45847899517922147
external_8b,shape_erank,L5,front,12,9146,564,0.06166630220861579,0.5024161985088368,0.5273101321573075,0.5462341536167039
external_8b,shape_erank,L5,front,14,5753,564,0.09803580740483227,0.5070660589982355,0.48674225826932194,0.5687875683720212
external_8b,shape_erank,L5,front,16,4793,564,0.11767160442311704,0.5153560186419672,0.5388548417842165,0.6132418923173804
external_8b,shape_erank,L5,front,18,4300,564,0.13116279069767442,0.47924592236548363,0.44839213103487774,0.5781625728810954
