query,old_pooled_max_abs_effect,old_pooled_min_family_p,old_pooled_min_global_p,rolling_max_abs_effect,rolling_min_family_p,rolling_min_global_p,long_vs_rolling_effect_spearman
0,0.23450957061239366,0.23088455772113944,0.6811594202898551,0.45643560778064407,0.13943028485757122,0.9405297351324338,-0.16113198864943631
1,0.22664756420689078,0.13893053473263367,0.7701149425287356,0.3748282988730872,0.5122438780609695,1.0,-0.25318549844970584
2,0.27329838809972157,0.047476261869065464,0.28385807096451776,0.6587902978118105,0.03298350824587706,0.12893553223388307,-0.2810725333158035
3,0.2073648940691921,0.3148425787106447,0.928535732133933,0.5192385840995803,0.24987506246876562,0.7116441779110445,0.26515691022171584
