representation,key,family,query,layer_group,metric,denoise_step,feature_kind,difficulty_correlation_task_residual,permutation_p_raw,permutation_p_max_global,permutation_p_across_4_representations
single_seed_a_to_other31,q0|action|front_2_5|entropy|d0,q0_level,0,front_2_5,entropy,0,level,-0.05719801319954263,0.4942528735632184,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|entropy|d1,q0_level,0,front_2_5,entropy,1,level,-0.09347974960007639,0.23438280859570215,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|entropy|d2,q0_level,0,front_2_5,entropy,2,level,-0.05184483210233459,0.47626186906546725,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|entropy|d3,q0_level,0,front_2_5,entropy,3,level,-0.04856446652415482,0.5057471264367817,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|entropy|d4,q0_level,0,front_2_5,entropy,4,level,-0.030344208828174832,0.670664667666167,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|entropy|d5,q0_level,0,front_2_5,entropy,5,level,0.0024649225054829806,0.9825087456271864,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|entropy|d6,q0_level,0,front_2_5,entropy,6,level,0.03802247230117971,0.6201899050474763,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|entropy|d7,q0_level,0,front_2_5,entropy,7,level,0.058726364516561,0.4917541229385307,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|entropy|d8,q0_level,0,front_2_5,entropy,8,level,0.08173389279135941,0.3423288355822089,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|entropy|d9,q0_level,0,front_2_5,entropy,9,level,0.04961952451458568,0.5072463768115942,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|top1|d0,q0_level,0,front_2_5,top1,0,level,0.044091995777070375,0.6061969015492253,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|top1|d1,q0_level,0,front_2_5,top1,1,level,0.1454702896170554,0.10844577711144428,0.9970014992503748,1.0
single_seed_a_to_other31,q0|action|front_2_5|top1|d2,q0_level,0,front_2_5,top1,2,level,0.04849419446212971,0.5757121439280359,1.0,1.0
single_seed_a_to_other31,q0|action|front_2_5|top1|d3,q0_level,0,front_2_5,top1,3,level,0.034642860381740595,0.6636681659170415,1.0,1.0
