,mobility|global,conditional_query_d1|global,partial_query_d1|global,flow_path|global,flow_endpoint|global,flow_settling_log_ratio|global,action_consensus|global,state_action_alignment|global,conditional_energy|global,conditional_effective_rank|global,partial_edge_std|global,expert_load_effective_rank|global
mobility|global,884.4705882352941,256.78178368121445,10.225093505610337,0.0,0.0,0.0,0.0,110.55882352941177,110.55882352941177,11.195830230826507,12.033613445378151,73.70588235294117
conditional_query_d1|global,256.78178368121445,485.03225806451616,11.214618683572626,0.0,53.892473118279575,0.0,0.0,60.62903225806452,60.62903225806452,12.279297672519395,16.497695852534562,94.31182795698926
partial_query_d1|global,10.225093505610337,11.214618683572626,86.91329479768785,21.728323699421967,0.0,0.0,0.0,21.728323699421967,21.728323699421967,58.308919294651346,56.168455821635014,7.242774566473988
flow_path|global,0.0,0.0,21.728323699421967,3759.0,835.3333333333334,0.0,0.0,0.0,0.0,23.79113924050633,25.571428571428573,0.0
flow_endpoint|global,0.0,53.892473118279575,0.0,835.3333333333334,1670.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,92.81481481481481
flow_settling_log_ratio|global,0.0,0.0,0.0,0.0,0.0,7518.0,0.0,0.0,0.0,0.0,0.0,0.0
action_consensus|global,0.0,0.0,0.0,0.0,0.0,0.0,3007.2000000000003,0.0,0.0,0.0,0.0,0.0
state_action_alignment|global,110.55882352941177,60.62903225806452,21.728323699421967,0.0,0.0,0.0,0.0,1879.5,1879.5,23.79113924050633,12.785714285714286,261.0416666666667
conditional_energy|global,110.55882352941177,60.62903225806452,21.728323699421967,0.0,0.0,0.0,0.0,1879.5,1879.5,23.79113924050633,12.785714285714286,261.0416666666667
conditional_effective_rank|global,11.195830230826507,12.279297672519395,58.308919294651346,23.79113924050633,0.0,0.0,0.0,23.79113924050633,23.79113924050633,95.16455696202532,71.21157323688969,13.217299578059073
partial_edge_std|global,12.033613445378151,16.497695852534562,56.168455821635014,25.571428571428573,0.0,0.0,0.0,12.785714285714286,12.785714285714286,71.21157323688969,102.28571428571428,2.841269841269841
expert_load_effective_rank|global,73.70588235294117,94.31182795698926,7.242774566473988,0.0,92.81481481481481,0.0,0.0,261.0416666666667,261.0416666666667,13.217299578059073,2.841269841269841,417.66666666666663
